SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseqsync.5
0,1,1,0,0,0,1,1,0,0,1,0,0,1,19204
0,1,1,1,1,1,0,0,0,1,1,1,0,1,18357
1,0,1,0,0,0,1,0,1,0,0,1,0,0,18104
0,0,1,0,0,1,1,0,1,0,0,0,1,1,19277
1,1,1,0,0,0,0,1,0,0,1,1,1,1,18069
0,0,0,1,0,1,1,1,1,1,0,0,0,0,19094
0,1,1,0,0,0,0,0,1,0,1,1,1,1,18714
0,1,0,0,0,0,0,1,0,1,1,1,1,0,18022
0,1,1,1,1,0,1,1,1,1,1,0,0,0,19181
0,0,0,1,1,0,0,0,0,1,1,1,0,1,17894
1,0,1,0,0,1,0,0,0,0,0,0,1,1,19729
1,0,1,0,1,1,0,0,1,1,0,1,0,0,18166
0,1,1,1,0,1,0,0,0,0,0,1,0,0,17967
1,0,1,1,0,1,0,1,0,0,0,0,1,1,18969
0,1,1,1,1,0,0,1,1,1,1,0,0,0,19525
0,1,0,1,1,0,1,0,0,1,1,0,1,0,19346
0,0,1,1,1,0,0,1,1,1,1,0,1,0,19029
1,0,1,1,1,1,1,1,0,1,1,0,1,0,18971
0,0,1,1,1,0,1,0,0,1,1,1,0,1,18320
1,1,0,0,0,0,1,1,1,1,1,0,1,0,18974
0,1,1,1,0,1,0,0,0,0,1,1,1,0,17798
1,1,1,1,0,1,1,1,1,1,1,0,1,1,18948
1,1,1,0,0,0,1,0,0,1,1,0,1,1,18883
1,0,0,0,0,1,1,1,1,1,0,1,1,0,17870
1,1,0,1,1,0,1,1,0,1,0,1,1,1,17864
1,0,1,1,1,1,0,0,1,0,1,0,0,1,18859
0,0,1,1,0,0,1,0,0,0,1,0,1,0,18794
1,1,0,1,0,1,0,1,0,1,0,0,0,0,18871
1,1,1,0,0,1,1,0,1,0,0,1,0,0,17696
1,1,0,1,0,1,1,0,1,1,0,1,0,1,18319
1,0,1,0,1,0,1,1,0,1,0,1,1,0,17711
1,0,1,1,0,1,0,0,1,0,1,1,0,1,17634
1,0,0,0,1,0,0,1,0,1,1,0,1,1,19574
1,0,0,1,0,0,0,1,1,1,1,0,0,0,18711
1,0,1,0,0,1,1,1,1,1,1,0,0,1,18689
1,0,0,0,0,1,0,1,0,0,0,0,1,0,18684
0,1,1,1,1,1,0,0,1,1,0,0,1,1,18719
1,1,1,1,1,1,0,1,0,0,0,1,1,0,17612
1,1,1,1,0,0,1,0,1,1,0,0,1,0,18613
0,1,0,1,0,0,1,0,1,0,0,1,0,0,17600
0,1,0,1,1,0,1,0,1,1,1,0,0,1,18641
0,0,1,1,0,1,0,1,1,0,0,0,0,0,18990
0,0,1,1,0,1,0,1,0,1,0,0,1,0,19138
0,0,0,1,1,0,0,0,0,1,1,0,1,0,18676
0,1,1,0,1,0,0,1,0,0,0,1,1,0,17553
0,1,1,1,0,1,0,1,0,0,1,1,1,1,17611
1,1,0,0,1,1,1,0,0,1,1,1,1,1,17891
1,1,1,0,0,0,0,1,1,0,0,1,1,1,17482
1,1,1,1,1,1,0,1,1,0,0,0,1,0,18488
1,1,0,0,0,1,0,1,1,0,1,1,1,0,17939
0,1,0,0,0,1,0,1,1,0,0,1,0,0,17461
1,0,1,1,1,1,0,1,1,0,0,1,1,1,17467
1,0,0,1,1,1,0,0,1,0,1,0,1,1,18439
0,1,0,1,1,1,0,1,1,0,0,1,1,0,17748
1,1,1,1,1,1,1,1,1,0,0,0,1,0,18807
0,0,1,1,1,1,0,1,1,1,1,1,1,1,17731
0,1,1,0,0,0,0,0,0,1,0,1,1,1,17486
1,0,1,0,0,0,1,1,1,0,0,0,0,1,18647
1,1,0,1,0,0,0,0,0,0,0,0,1,0,18362
0,1,1,0,1,1,1,1,1,1,0,0,1,1,18376
1,1,1,1,1,0,1,0,1,0,0,0,1,1,18330
1,1,1,0,0,1,0,0,0,1,1,1,0,0,17362
0,1,1,1,1,0,1,0,0,1,1,1,1,0,17341
1,1,1,1,1,0,1,0,1,1,0,1,1,0,17346
1,0,0,0,1,0,1,1,1,1,0,0,0,0,18296
0,1,0,0,0,1,0,1,1,0,0,1,1,1,17765
0,1,0,0,1,0,0,1,1,1,0,0,1,1,18206
0,1,1,0,0,0,0,0,1,1,0,1,0,1,17276
1,0,0,1,1,1,0,1,0,1,1,1,1,0,17732
0,0,1,0,1,0,0,1,1,1,1,0,1,0,18270
0,1,1,1,1,0,0,1,1,1,1,1,1,1,17301
1,0,0,1,1,1,0,1,0,1,1,1,0,1,17302
0,0,0,1,0,0,1,0,0,1,1,1,1,1,17248
1,0,0,0,1,1,1,0,0,0,0,0,0,0,18222
1,1,0,1,0,1,1,0,1,1,0,0,0,1,18240
1,1,1,0,1,0,1,1,0,0,1,1,0,1,17631
0,0,1,0,0,0,0,0,1,0,0,0,0,1,18129
1,1,0,1,1,0,1,0,1,1,1,1,1,1,17133
0,0,1,1,1,1,0,1,0,0,0,1,0,1,17124
0,0,1,1,1,1,1,0,1,0,0,1,0,0,17150
0,1,1,1,0,0,0,0,0,1,1,1,1,1,17260
0,1,1,0,1,1,0,0,1,1,1,1,0,1,17092
1,0,0,1,1,1,1,0,0,1,0,1,0,0,17470
0,1,0,1,1,1,1,1,1,0,0,1,1,1,17082
1,0,1,1,0,0,0,0,0,0,1,1,1,0,17040
1,1,0,0,0,1,0,1,0,1,1,1,0,1,15983
0,1,0,0,0,0,0,1,1,0,0,0,0,1,16797
0,1,1,0,1,0,1,0,0,0,0,1,1,1,16171
1,0,1,1,0,0,0,0,1,1,1,0,0,0,17163
1,1,1,0,1,1,0,1,1,0,0,1,0,1,16240
0,1,1,1,1,1,1,0,0,1,0,0,0,0,17277
1,0,1,0,1,1,0,1,1,1,1,1,1,0,16380
0,0,1,0,1,0,0,1,1,0,0,1,0,0,16352
1,0,0,1,1,1,0,1,0,1,0,0,1,0,17179
1,0,1,1,1,0,0,0,1,0,0,1,0,1,16401
1,0,0,0,1,1,1,1,1,1,1,1,0,0,16464
0,0,0,0,1,0,0,1,0,0,0,0,1,0,17264
0,1,1,0,0,0,1,0,0,1,1,1,1,1,16977
0,1,1,1,0,1,1,0,1,1,0,1,0,0,16507
0,0,0,0,1,1,1,1,1,0,0,1,1,1,17144
1,1,1,0,0,1,1,0,1,0,0,1,1,1,16597
0,1,1,0,0,1,1,0,1,0,0,0,0,0,17691
1,1,1,0,0,1,0,1,1,1,1,0,1,0,17428
0,1,1,1,0,1,0,0,1,0,0,0,1,0,17497
1,1,1,1,0,1,0,0,1,0,1,1,1,1,16694
1,1,1,0,1,0,1,1,0,1,1,1,0,0,16727
1,1,0,1,0,0,1,0,0,0,0,1,0,0,16685
1,1,0,0,1,0,0,0,1,1,1,0,1,1,17553
1,1,0,0,0,1,0,1,0,0,0,1,0,0,16756
0,1,0,1,1,1,1,0,0,1,1,0,0,0,17655
0,1,0,0,1,1,0,0,0,0,0,1,1,1,16805
0,0,1,0,1,1,1,1,0,1,0,0,1,0,18124
0,0,0,0,0,1,1,1,1,0,1,0,1,1,17726
0,1,1,1,1,1,0,0,0,1,0,1,0,1,16957
1,1,1,1,1,0,1,0,1,0,0,1,1,1,17264
0,1,1,1,0,1,1,0,0,1,1,0,1,1,17785
0,0,0,0,0,0,1,0,1,0,1,0,0,0,17806
0,0,0,1,0,0,0,0,1,0,1,0,0,1,18333
0,1,0,0,0,0,0,0,0,1,1,0,1,1,17871
1,1,0,0,1,1,1,1,1,1,1,0,0,1,18315
0,1,0,1,0,0,1,0,1,0,0,0,1,0,17959
1,1,1,1,0,0,1,0,0,1,1,1,0,1,17096
1,1,0,1,0,0,0,0,0,1,1,0,1,0,18027
1,0,0,1,1,1,1,1,0,0,0,0,0,1,17995
0,0,0,1,0,1,1,1,1,0,0,1,0,1,18672
1,1,0,0,0,0,1,0,1,1,0,0,1,0,19959
0,0,0,1,1,1,0,1,1,0,1,0,1,0,20213
1,1,0,0,1,1,1,1,0,0,1,0,1,1,19770
0,1,0,1,0,1,0,1,1,1,0,1,0,1,18764
0,0,1,1,1,0,0,0,0,1,1,1,1,1,18738
1,0,0,0,1,0,1,1,1,0,0,1,1,0,18953
0,0,1,1,1,1,1,1,0,0,1,1,0,1,18858
0,0,1,1,0,0,1,1,1,1,1,0,1,1,20066
0,1,0,0,1,1,1,0,0,1,1,1,1,1,18985
1,0,1,0,1,1,0,1,1,0,0,0,0,1,20086
0,1,1,0,1,0,1,1,0,0,0,0,0,0,20113
1,0,0,0,0,0,1,1,0,0,0,1,1,0,18929
1,1,1,1,1,1,1,0,1,0,1,0,0,0,20106
0,0,0,1,0,1,1,0,1,1,0,0,0,1,20098
1,0,0,1,1,0,0,1,0,1,1,0,0,0,20501
1,0,0,1,0,0,1,0,0,0,1,0,1,0,20798
1,1,1,0,0,1,0,0,0,0,0,1,1,0,18085
1,1,0,1,1,1,1,0,0,0,1,0,1,1,19336
1,0,1,1,0,1,0,1,0,1,1,1,1,0,18032
1,0,1,1,1,0,0,0,1,1,1,1,1,0,18567
1,0,1,0,0,1,0,0,1,0,1,0,0,0,16951
0,0,1,0,0,0,1,1,1,1,0,1,1,1,16007
0,1,1,1,0,1,0,1,1,0,0,0,0,0,16789
0,0,1,0,0,0,1,1,1,0,1,1,1,1,16098
0,1,0,0,1,0,0,1,1,0,1,1,0,1,16224
1,1,1,1,0,1,1,0,1,0,1,1,1,0,16276
1,1,0,0,1,0,1,1,0,1,1,0,0,1,17418
1,0,1,1,1,1,0,1,1,1,1,1,1,1,16922
0,0,1,1,1,0,1,0,1,1,1,1,1,0,16789
0,1,0,1,1,1,1,1,1,0,1,0,1,1,17276
0,0,0,0,0,1,1,0,1,1,1,0,1,0,17204
1,0,0,0,0,0,1,1,0,1,1,0,1,0,17218
0,0,0,1,0,0,0,0,0,1,0,0,1,1,17333
1,1,0,1,0,0,1,1,1,0,0,1,1,1,16978
1,0,0,0,1,1,1,1,0,0,0,1,0,1,16554
1,0,1,0,1,0,1,1,0,1,0,1,0,0,16567
1,0,1,0,1,1,0,1,0,1,1,1,0,1,16954
1,0,1,1,0,0,0,0,1,1,1,1,1,0,16622
0,0,1,0,1,1,1,0,0,0,0,0,1,0,17486
0,1,0,1,1,1,1,1,1,1,1,0,1,0,17941
0,1,0,1,0,0,0,0,0,0,1,0,1,0,18005
1,0,0,1,0,0,1,1,0,1,1,1,0,1,16805
0,1,0,0,0,0,0,0,1,1,0,0,0,1,17601
0,0,1,0,0,1,1,0,1,1,1,1,0,0,16797
1,0,1,1,0,1,1,1,1,0,0,0,1,1,17640
0,1,0,0,1,1,1,1,0,0,0,1,1,0,16831
1,1,0,0,0,0,0,1,1,1,0,1,0,0,16907
0,0,1,1,0,1,1,1,0,0,0,1,1,0,16969
1,0,1,0,0,0,1,1,1,0,1,0,0,1,18280
0,1,1,0,0,1,0,0,0,1,1,0,0,1,17813
1,1,0,0,0,0,0,0,0,0,0,1,1,1,17356
1,0,0,1,0,1,0,0,1,0,1,1,0,0,17015
1,1,1,0,1,0,1,1,0,1,0,0,0,1,17901
1,1,0,0,1,1,0,1,0,0,0,1,1,1,17063
1,0,1,1,0,1,1,1,1,1,0,1,0,1,17161
0,0,0,0,1,0,1,1,1,0,1,0,0,1,17908
0,1,1,1,0,1,0,1,0,1,1,1,0,1,17284
0,0,1,0,1,1,0,0,0,0,0,1,1,1,17453
0,1,0,1,0,1,0,0,1,0,1,1,1,1,17052
0,1,1,0,0,0,1,1,0,0,0,0,0,1,17953
0,1,1,1,1,0,1,0,0,0,0,0,0,1,18155
1,1,1,1,0,1,0,0,1,0,0,1,0,1,16094
1,0,1,0,0,1,0,1,1,0,1,1,0,0,16089
1,0,1,0,0,0,0,1,1,0,1,0,1,0,16802
0,1,1,0,0,1,0,0,1,0,1,0,1,1,16905
0,0,0,0,0,0,1,0,1,0,1,1,1,0,16207
0,0,1,0,1,1,1,0,1,0,0,1,0,0,16234
0,0,1,1,1,0,0,0,1,0,0,1,0,0,16352
1,0,1,1,1,0,0,1,0,0,1,1,1,0,16638
0,0,1,0,1,1,0,1,0,1,0,0,1,1,17249
1,1,0,0,1,0,0,1,1,1,1,0,1,1,17317
1,1,0,0,1,1,0,1,0,0,0,1,0,1,19037
1,0,1,1,0,0,0,0,0,1,0,0,1,0,20259
1,1,0,0,0,1,0,0,1,1,0,0,1,0,19870
0,1,0,1,1,0,0,0,0,0,0,1,1,0,16111
1,0,0,1,0,1,0,0,0,0,1,0,0,1,16763
1,1,1,0,0,1,0,1,1,0,0,0,1,0,16850
1,0,0,1,0,1,1,0,1,1,1,1,1,1,16211
1,1,0,1,1,0,1,1,1,1,1,1,1,0,16243
1,0,0,1,1,1,1,1,0,1,1,0,0,1,17137
0,0,1,0,1,1,0,0,0,1,0,0,1,0,17350
1,1,1,1,0,0,0,1,0,0,0,0,0,0,17116
1,1,1,1,0,0,1,1,0,0,0,0,0,1,17140
0,1,1,0,0,0,1,1,1,1,0,1,0,1,16499
0,0,0,1,1,0,1,0,0,0,0,1,1,0,16460
0,1,0,1,1,0,1,0,1,0,0,0,1,0,17284
0,0,0,0,1,0,0,1,1,0,1,1,0,1,16539
1,1,0,0,0,1,1,1,1,1,1,0,0,0,17320
0,1,0,1,1,1,0,1,0,1,0,0,0,1,17674
1,0,0,1,0,0,0,1,0,0,1,1,0,0,16621
0,0,0,1,1,0,1,1,1,0,1,1,0,1,16603
1,1,0,1,0,0,1,0,0,1,1,0,1,0,17667
0,0,0,1,0,1,0,1,1,0,1,1,0,1,16657
1,1,1,0,0,1,1,1,1,1,0,1,1,0,16721
0,1,0,0,0,1,1,1,0,1,1,0,1,0,18113
1,1,0,0,0,0,1,1,1,1,1,1,0,1,17083
1,0,0,1,1,1,1,1,1,0,0,0,1,1,16685
1,1,0,0,1,0,0,0,0,1,0,0,1,1,16916
1,0,0,1,1,1,1,1,1,1,1,1,0,1,16101
1,1,0,0,0,1,0,0,1,1,1,0,1,1,16884
1,0,1,1,1,0,1,0,0,0,0,1,1,1,16180
1,1,1,1,1,1,0,0,0,1,1,0,0,0,17365
0,1,1,1,1,1,0,0,0,1,0,1,1,1,16621
0,0,1,1,1,1,1,1,1,0,0,0,1,0,17674
1,0,1,1,1,1,0,1,0,1,1,0,1,0,16832
0,1,0,1,1,0,0,1,1,0,0,1,0,0,16163
1,1,0,0,0,1,1,1,1,0,0,0,0,1,16855
0,0,0,1,1,1,0,1,0,1,0,1,0,1,16547
0,1,1,1,0,0,1,1,1,1,1,0,0,1,17291
1,1,1,1,1,1,1,1,1,1,1,1,0,1,16097
1,1,0,1,1,1,0,0,1,1,1,0,0,0,16827
0,1,0,1,0,0,1,1,0,1,0,0,0,1,16906
0,0,1,0,0,0,1,0,0,0,0,1,0,1,16171
0,1,0,0,1,0,0,1,0,1,0,1,1,0,16591
0,0,1,0,1,1,1,1,0,0,0,0,1,1,17000
0,0,0,0,0,0,0,0,1,1,0,0,0,0,17929
0,0,0,0,0,0,1,1,1,1,0,0,1,0,17375
1,1,1,1,1,0,1,0,1,0,1,0,0,0,17169
0,0,1,0,1,1,0,1,0,0,0,0,1,1,17558
0,0,1,0,0,1,0,0,1,0,0,1,1,0,16445
1,0,0,0,1,0,0,1,1,0,1,1,1,0,16532
1,0,0,1,1,0,0,0,0,0,1,0,0,1,17263
0,0,0,1,0,1,1,0,0,1,0,0,0,0,17302
0,1,1,1,0,0,0,0,0,1,0,1,0,0,16736
0,1,1,1,1,0,1,1,1,0,1,0,1,0,17318
1,0,1,0,0,1,1,0,0,0,0,0,0,0,17771
1,0,0,0,1,0,0,1,1,1,0,1,1,0,17036
0,1,1,0,0,0,1,0,0,0,1,1,0,1,16616
1,0,1,0,1,1,1,0,0,1,1,0,0,0,17548
1,0,0,1,0,0,1,0,0,1,1,1,0,1,17237
1,0,0,0,0,0,1,1,1,0,1,0,1,0,17841
1,1,0,0,0,0,0,1,0,0,1,1,1,0,16851
0,1,1,1,0,0,1,1,0,1,1,1,1,0,16854
1,1,0,1,1,0,0,1,0,0,1,1,0,0,16878
1,1,0,1,0,0,1,0,0,1,1,1,1,1,16828
0,1,0,0,0,1,0,1,0,1,1,1,1,0,16831
0,1,1,1,1,0,0,1,0,1,1,0,1,1,17833
0,0,0,0,0,0,1,0,1,0,1,0,1,1,17738
0,1,1,1,1,0,0,0,1,0,0,0,0,0,17800
0,1,1,1,1,1,1,1,0,0,1,0,1,1,17944
0,1,0,0,1,0,0,1,0,1,0,0,1,1,17920
1,0,1,0,0,0,0,1,0,0,1,1,0,0,16975
1,1,0,0,1,0,0,1,0,0,0,0,1,0,18250
0,1,0,0,1,1,1,0,1,0,1,1,1,1,16974
1,1,1,0,0,1,0,1,1,0,1,0,0,1,18644
1,0,0,0,0,0,1,0,1,1,1,0,1,1,18284
1,0,0,1,1,0,1,1,1,1,1,1,1,1,17098
1,1,0,1,1,1,0,0,1,1,0,1,0,0,17177
0,1,1,1,0,0,1,1,1,1,1,0,0,0,18472
0,0,0,1,0,1,0,1,0,0,1,0,0,0,17083
1,0,1,0,0,1,1,0,0,1,1,1,1,0,16414
0,1,1,0,0,0,0,1,1,1,0,0,1,0,17225
1,0,0,1,0,1,1,0,0,1,1,1,1,1,16305
1,0,1,0,1,0,0,0,1,1,1,0,1,0,17580
1,0,1,1,1,1,1,0,0,1,1,1,1,0,16385
0,1,1,0,1,1,1,1,0,1,0,1,0,0,16430
0,0,1,0,0,0,0,0,1,0,1,1,0,1,16449
0,1,1,1,0,0,0,0,0,0,0,1,0,1,16645
0,0,1,1,0,0,1,0,0,1,0,0,1,0,17133
0,1,1,0,0,1,1,0,0,1,0,1,0,0,16503
0,1,0,1,0,0,0,1,0,0,1,1,0,0,16459
0,0,1,1,0,1,0,1,0,1,0,1,1,1,16942
1,1,0,0,0,0,1,1,0,1,1,1,1,0,16554
0,1,1,1,1,0,1,1,1,1,0,0,0,0,17330
0,1,0,0,0,0,1,0,0,1,1,0,0,0,17890
1,0,1,0,0,1,0,1,0,0,1,1,1,0,16649
0,0,1,1,0,1,1,1,0,1,0,0,0,1,17604
0,0,1,1,0,1,1,0,0,0,0,1,0,0,16810
1,1,0,1,1,1,1,0,1,1,0,0,0,0,16933
1,1,0,0,0,0,0,1,0,1,0,1,1,0,16050
0,0,1,0,0,0,1,0,1,0,0,1,1,0,16148
0,0,0,0,1,0,0,1,0,1,1,1,1,1,16384
0,1,0,1,1,1,0,1,0,0,0,1,1,1,16344
1,0,0,0,1,0,0,0,0,1,0,1,1,1,16299
1,0,1,1,0,0,0,1,1,0,1,0,1,0,17108
0,0,1,0,1,1,1,1,0,0,0,0,0,1,17474
1,0,0,0,0,1,0,0,1,0,0,1,1,0,16492
1,0,0,0,1,1,1,1,0,1,0,0,0,1,17433
0,1,1,1,0,0,0,0,0,0,0,0,1,1,17188
1,1,0,1,0,1,0,1,1,1,0,0,0,0,17323
0,1,1,1,0,0,0,1,1,1,0,0,0,0,17712
0,1,1,1,1,1,0,0,1,1,1,1,1,1,16654
1,0,0,0,0,0,0,0,0,0,1,0,1,0,17497
0,1,0,1,0,0,0,1,1,1,0,1,0,0,16151
0,1,0,0,0,0,1,1,1,1,1,0,0,1,16851
0,0,0,0,0,1,0,0,1,0,0,0,0,1,16976
1,1,0,1,1,1,0,1,0,0,1,1,1,1,16082
0,0,1,0,0,1,1,1,0,1,0,1,1,1,16320
0,0,0,1,1,1,0,0,1,0,1,1,1,0,16090
0,1,0,0,1,1,0,0,1,0,0,0,0,0,17040
1,0,0,0,0,1,1,1,0,0,0,1,0,0,16297
1,1,0,1,0,0,0,1,1,0,0,1,1,1,16508
1,1,0,0,0,1,1,1,0,0,0,0,1,0,17286
1,0,0,1,1,0,0,1,1,1,1,1,1,1,16467
0,1,1,0,1,0,1,1,1,0,0,1,1,1,16465
0,1,0,1,1,0,1,1,0,0,0,0,1,0,17529
1,0,0,0,1,1,1,1,1,1,1,0,0,0,17225
1,0,1,1,0,1,0,1,0,0,1,1,0,1,16542
