topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,<$latency
2,10,4,10,10,0,1000,10,512,100,5,0,0.334919342294
2,1,4,10,10,0,1,10,512,100,5,0,0.000475802688285
4,1,2,1000000,10,0,1000,10,1024,100,2,29,0.187606559977
4,1,2,10,10,0,1000,1000,1024,10000,5,29,0.595265763252
4,10,4,10,10,0,1000,10,512,100,2,29,0.642699631253
4,10,2,10,10,0,1,1000,1024,10000,5,0,0.000963805445501
4,1,2,1000000,10,0,1,10,1024,100,5,29,0.000301951706027
2,1,4,10,10,1,1000,10,1024,100,2,0,0.216516366175
4,10,4,10,10,0,1000,10,1024,100,5,29,0.721546933883
4,10,4,10,10,1,1,10,1024,100,2,0,0.000597803377589
4,10,2,10,10,1,1000,1000,512,10000,5,29,0.696867937304
4,1,2,10,10,1,1000,10,512,100,2,29,0.677146525878
4,1,4,1000000,10,0,1000,10,1024,100,2,0,0.520180439019
4,10,2,10,10,1,1,1000,512,10000,5,0,0.000475802688285
4,1,2,10,10,1,1000,10,512,100,2,0,0.819432879796
4,10,4,10,10,0,1,10,1024,100,2,29,0.000819844632122
4,1,4,1000000,10,1,1000,10,512,100,2,29,0.219601240747
4,10,2,10,1,0,1000,1000,512,10000,5,0,0.0226555280037
4,1,4,1000000,10,0,1000,1000,1024,10000,5,0,0.515147910586
4,1,4,10,10,0,1000,1000,1024,10000,5,0,0.52108712596
4,1,4,10,10,1,1000,1000,1024,10000,2,0,0.561878241279
4,10,2,10,10,0,1,10,512,100,2,0,0.000936965293854
4,10,2,1000000,10,1,1,1000,512,10000,5,0,0.000512402895076
4,1,2,10,1,1,1000,10,512,100,2,0,0.0248515404112
4,1,4,10,10,0,1000,10,1024,100,5,0,0.606355625909
4,10,4,10,10,0,1,1000,512,10000,2,0,0.000603903412054
4,1,4,10,10,1,1,10,512,100,2,29,0.000652703687776
4,10,4,10,10,1,1000,1000,1024,10000,5,29,0.633792055925
4,1,2,1000000,10,1,1,1000,1024,10000,5,0,0.00015250086163
4,1,2,1000000,10,0,1000,10,512,100,2,0,0.221422101035
4,1,2,1000000,10,1,1000,10,1024,100,2,0,0.203811911537
4,1,4,1000000,10,1,1000,1000,512,10000,2,0,0.332952081179
2,10,4,10,10,1,1,1000,1024,10000,2,0,0.000402602274703
4,10,4,1000000,10,1,1000,1000,1024,10000,5,29,0.176046994666
4,10,4,10,10,0,1,10,1024,100,5,0,0.000695403929032
4,10,4,10,10,0,1,1000,1024,10000,2,29,0.000796054497708
4,1,2,10,10,0,1,10,512,100,2,0,0.000814354601103
4,10,2,1000000,10,1,1,10,512,100,5,0,0.000241561364822
4,10,4,10,10,0,1,1000,512,10000,2,29,0.000856444838913
4,10,2,1000000,10,1,1,10,1024,100,2,29,0.000183001033956
4,10,4,1000000,1,0,1000,10,1024,100,2,0,0.0169092955375
4,1,2,10,10,0,1000,10,1024,100,2,0,0.631653688843
4,10,2,10,10,1,1000,10,1024,100,5,0,0.695262756806
4,10,4,10,1,0,1000,1000,512,10000,5,29,0.0096746546618
4,1,2,10,10,1,1000,1000,512,10000,5,0,0.76751853648
4,1,4,1000000,10,1,1,10,1024,100,5,29,0.034184593143
4,10,4,10,10,1,1,1000,512,10000,2,0,0.000984878291835
4,1,4,10,10,0,1000,10,512,100,2,29,0.711811278877
4,10,4,10,10,0,1,1000,1024,10000,5,0,0.00103700585908
4,10,2,10,1,1,1000,1000,512,10000,2,0,0.0191419081518
4,10,4,10,10,0,1000,1000,512,10000,5,29,0.630008509548
4,10,4,10,10,1,1000,10,1024,100,2,29,0.627858247399
4,1,2,1000000,10,0,1000,1000,1024,10000,2,0,0.142308924045
4,10,2,1000000,10,0,1,10,1024,100,2,0,0.000219601240747
4,10,2,1000000,10,1,1,1000,512,10000,2,0,0.00030500172326
4,10,4,10,10,0,1000,1000,1024,10000,5,0,0.459948144162
4,1,2,10,10,1,1,10,1024,100,2,0,0.00106140599694
4,10,2,1000000,1,0,1000,10,1024,100,5,0,0.0355022005874
4,1,4,1000000,1,0,1000,10,1024,100,5,29,0.0102480579015
2,1,4,10,1,0,1000,1000,1024,10000,2,29,0.00929645252496
4,1,2,1000000,10,1,1,10,512,100,2,29,0.000567303205263
4,10,4,10,1,0,1000,10,512,100,5,29,0.0131760744448
4,1,4,10,10,1,1,10,1024,100,2,0,0.000569917505748
2,10,4,10,10,1,1,1000,512,10000,5,0,0.000402602274703
4,1,4,10,1,1,1000,10,1024,100,2,29,0.0163602924357
4,1,2,1000000,10,1,1,1000,512,10000,2,29,0.000256201447538
4,1,4,10,10,0,1000,1000,512,10000,2,0,0.741767240985
4,1,4,10,10,0,1000,1000,512,10000,2,29,0.590607079787
4,10,2,10,10,1,1,1000,1024,10000,2,0,0.000732004135823
4,10,4,1000000,10,1,1000,1000,1024,10000,2,29,0.619943452681
4,10,2,1000000,10,1,1000,1000,1024,10000,5,29,0.168845903979
4,10,4,1000000,10,1,1,1000,1024,10000,5,29,0.0243757377229
4,10,4,10,10,0,1,1000,512,10000,5,0,0.000724684094465
4,10,2,10,10,1,1000,10,1024,100,5,0,0.668789478661
4,1,2,10,1,1,1000,1000,512,10000,2,0,0.0245831388947
4,1,4,10,10,1,1000,10,1024,100,2,0,0.624120451281
4,1,2,1000000,10,0,1,10,512,100,5,0,0.000190321075314
4,1,2,1000000,1,1,1000,1000,1024,10000,5,0,0.0307075734978
4,10,2,10,1,1,1000,10,512,100,2,0,0.0218869236611
4,1,2,10,10,0,1,1000,512,10000,5,29,0.000695403929032
4,1,4,10,10,1,1000,1000,1024,10000,2,0,0.731230956455
4,10,4,10,1,0,1000,1000,512,10000,5,29,0.0114558647256
4,1,4,1000000,10,0,1000,10,512,100,2,0,0.102114576947
4,10,2,10,10,1,1000,1000,512,10000,2,29,0.774491747307
2,10,2,10,10,0,1,1000,512,10000,5,0,0.000402602274703
4,1,2,1000000,10,1,1,10,512,100,5,0,0.000122000689304
4,1,2,1000000,1,0,1000,10,512,100,5,0,0.0199471127012
2,1,2,10,10,0,1000,10,512,100,5,29,0.299426291759
4,10,4,10,10,0,1000,1000,1024,10000,2,0,0.621837513382
4,1,2,10,1,0,1000,10,1024,100,2,0,0.028914163365
4,1,4,10,1,0,1000,1000,512,10000,5,29,0.00779584404652
4,10,4,1000000,1,1,1000,10,1024,100,2,29,0.011224063416
2,1,2,10,10,0,1000,10,1024,100,5,29,0.326620245404
4,10,2,10,10,0,1000,1000,1024,10000,5,29,0.655582904043
4,1,2,10,1,0,1000,1000,1024,10000,5,29,0.0263155486829
2,10,4,10,10,0,1000,1000,1024,10000,5,29,0.255936096039
4,1,4,1000000,10,1,1000,1000,512,10000,5,0,0.446339521818
4,10,4,10,1,1,1000,10,512,100,5,29,0.0110532624509
2,10,4,10,10,0,1,1000,1024,10000,2,0,0.000596060510599
2,10,4,10,10,0,1000,10,1024,100,5,0,0.194278472673
2,1,4,10,10,1,1,10,512,100,5,0,0.000402602274703
2,1,2,10,10,0,1000,1000,512,10000,2,29,0.313727822562
4,1,4,1000000,10,0,1000,10,512,100,5,29,0.575306450481
4,1,2,10,1,0,1000,10,512,100,2,0,0.0267181509576
2,1,4,10,10,0,1000,10,1024,100,2,29,0.255740284933
4,1,4,1000000,10,1,1000,1000,1024,10000,5,29,0.31112920788
4,10,4,1000000,10,0,1000,10,1024,100,2,29,0.575501651584
2,10,2,10,10,0,1000,1000,512,10000,5,0,0.352537766838
4,1,2,1000000,10,0,1,10,1024,100,5,29,0.000226921282105
4,1,4,10,10,0,1000,10,1024,100,5,29,0.647985746834
4,1,2,1000000,1,0,1000,1000,1024,10000,2,0,0.0241561364822
4,1,4,1000000,10,0,1000,10,1024,100,2,29,0.750536040529
2,1,2,10,10,0,1000,10,1024,100,5,0,0.339930520607
2,1,4,10,10,0,1000,10,1024,100,2,0,0.220362525048
2,1,4,10,10,0,1,10,512,100,2,29,0.000402602274703
2,1,4,10,1,1,1000,1000,512,10000,5,0,0.00369662088591
4,10,4,10,10,0,1000,10,512,100,5,29,0.738218850937
4,1,4,10,1,0,1000,1000,512,10000,2,29,0.0180073017413
4,10,4,10,1,0,1000,1000,1024,10000,5,0,0.0104676591423
4,10,2,10,1,1,1000,10,512,100,2,0,0.0370760094795
4,1,2,10,10,0,1000,1000,512,10000,2,29,0.496689206294
4,10,4,10,10,1,1,10,512,100,2,29,0.000695403929032
4,10,4,10,10,0,1000,1000,512,10000,5,29,0.672544485591
4,1,2,1000000,10,1,1,1000,1024,10000,5,0,0.000366002067912
2,10,4,10,10,1,1000,1000,1024,10000,2,0,0.197609745066
4,10,2,10,1,1,1000,10,1024,100,2,0,0.0260959474421
4,10,4,10,10,1,1000,1000,512,10000,2,0,1.0
2,10,2,10,10,1,1000,10,1024,100,5,29,0.272159137699
4,10,4,10,10,1,1,1000,512,10000,5,0,0.000628303549915
4,1,2,1000000,10,0,1,1000,512,10000,5,29,0.00016470093056
4,1,4,10,10,0,1,10,512,100,5,29,0.00106140599694
4,1,2,1000000,10,0,1,10,512,100,2,29,0.000322081819762
4,1,4,10,10,1,1000,1000,1024,10000,5,0,0.916542378464
4,10,4,1000000,10,0,1000,10,1024,100,5,0,0.217359478081
2,1,2,10,10,1,1,1000,512,10000,2,29,0.000439202481494
4,1,2,1000000,10,0,1,10,512,100,5,0,0.000292801654329
4,10,4,1000000,10,0,1000,10,1024,100,5,0,0.660075579427
2,10,2,10,10,1,1000,1000,1024,10000,2,0,0.254243336475
4,1,2,10,10,0,1000,10,512,100,2,0,0.688507404353
2,10,2,10,10,1,1,1000,512,10000,2,0,0.000366002067912
4,1,2,10,10,1,1000,10,1024,100,2,29,0.542566694073
4,1,2,1000000,10,1,1,1000,1024,10000,5,29,0.00167140944346
4,10,2,1000000,10,1,1,10,512,100,2,0,0.000226921282105
4,10,4,10,10,1,1,1000,512,10000,5,0,0.000658803722241
4,1,2,10,10,1,1000,1000,512,10000,2,29,0.651355580159
4,1,2,10,10,1,1000,10,1024,100,2,0,0.501233731971
4,10,2,10,10,0,1,10,1024,100,2,0,0.000878404962988
4,1,4,10,10,1,1000,10,512,100,5,29,0.670003385519
4,10,2,1000000,10,0,1000,1000,1024,10000,5,0,0.491275425706
2,10,4,10,10,0,1000,1000,1024,10000,2,29,0.185466972888
4,10,2,1000000,10,1,1000,10,1024,100,5,29,0.175406491047
4,10,2,10,1,0,1000,10,1024,100,2,0,0.0273037542662
4,1,2,1000000,10,1,1,10,512,100,2,0,0.000386916471792
4,1,2,1000000,10,0,1000,1000,1024,10000,2,29,0.187210057737
4,1,2,10,10,1,1,10,1024,100,5,0,0.000651483680883
4,1,4,10,10,0,1000,10,512,100,5,0,0.966257659356
4,1,4,1000000,10,1,1000,10,512,100,2,29,0.51418410514
4,10,4,10,1,1,1000,10,512,100,5,29,0.011041062382
2,10,4,1000000,1,0,1000,10,512,100,2,0,0.00366002067912
4,1,2,1000000,10,1,1000,1000,512,10000,2,0,0.194255597544
4,1,2,1000000,10,1,1000,1000,512,10000,2,0,0.178480908417
4,10,4,1000000,10,0,1000,1000,1024,10000,5,29,0.611735856308
4,10,4,1000000,1,0,1000,1000,512,10000,2,29,0.0138348781671
4,1,4,10,10,1,1000,10,1024,100,5,29,0.574389005298
4,10,2,1000000,10,1,1000,1000,1024,10000,2,29,0.184765163923
4,1,2,10,10,0,1000,1000,512,10000,2,0,0.632048971077
4,10,4,10,10,0,1,1000,1024,10000,5,0,0.00121512686547
4,10,4,10,10,1,1000,10,512,100,2,29,0.548852126015
4,10,4,10,10,0,1,10,512,100,2,0,0.000701503963497
4,1,2,1000000,10,0,1000,1000,1024,10000,2,29,0.476973894903
4,1,4,10,10,0,1,10,512,100,2,29,0.00118340668625
4,10,2,10,10,0,1000,10,1024,100,5,0,0.674877313057
4,10,2,1000000,1,1,1000,1000,1024,10000,5,0,0.0247783399976
4,1,2,1000000,1,1,1000,1000,1024,10000,5,29,0.0309637749453
4,1,4,10,1,0,1000,10,1024,100,2,29,0.0131150741002
4,10,2,1000000,10,0,1000,1000,1024,10000,5,29,0.19766551681
4,10,2,10,10,0,1000,1000,512,10000,2,29,0.857433044497
2,1,4,10,10,1,1000,10,1024,100,5,29,0.221004248674
4,1,4,10,10,1,1000,1000,1024,10000,5,0,0.889934028127
4,10,2,1000000,10,0,1000,1000,512,10000,5,29,0.141911201798
4,10,2,10,1,1,1000,10,512,100,5,0,0.0257299453742
4,1,2,1000000,10,0,1,1000,1024,10000,5,29,0.000329401861121
4,1,2,1000000,10,1,1000,10,512,100,2,0,0.205354610254
4,1,4,10,10,0,1,10,1024,100,5,0,0.000579503274193
4,1,2,10,10,1,1,10,512,100,2,29,0.000759454290917
4,10,2,10,10,1,1000,10,512,100,5,0,0.66919818097
2,1,4,10,10,1,1000,10,512,100,2,0,0.217057526375
4,10,2,10,10,0,1,10,512,100,5,29,0.00070272397039
4,10,4,1000000,10,1,1000,1000,1024,10000,5,0,0.192654338497
4,10,4,10,10,0,1000,10,512,100,5,0,0.550522010449
4,1,4,10,10,1,1,10,1024,100,5,29,0.000689303894567
4,1,2,1000000,10,1,1,10,1024,100,5,29,0.00031720179219
4,10,4,10,10,1,1000,10,512,100,5,29,0.535182863783
2,1,4,10,10,0,1000,1000,512,10000,2,0,0.250996898132
4,1,2,10,1,1,1000,10,512,100,5,29,0.0238999350346
4,1,2,1000000,10,1,1000,1000,512,10000,2,29,0.195396303989
4,1,2,1000000,10,0,1,1000,512,10000,5,0,0.000292801654329
4,1,2,1000000,10,0,1,1000,1024,10000,2,0,0.000430052429796
4,1,4,10,10,1,1000,10,1024,100,2,29,0.502374438416
2,1,2,10,10,1,1000,10,1024,100,5,0,0.385143976063
4,1,2,1000000,10,0,1000,10,512,100,2,29,0.217267977564
2,1,2,10,10,1,1,1000,512,10000,5,29,0.000594753360356
4,1,2,10,10,0,1000,10,1024,100,2,29,0.581548005746
2,1,2,10,10,0,1000,1000,1024,10000,2,0,0.434883657093
2,1,2,10,10,0,1000,10,512,100,5,0,0.342285133911
4,1,2,10,10,0,1,10,1024,100,5,0,0.000890605031918
4,1,4,1000000,10,0,1000,10,512,100,5,0,0.559895323409
4,1,2,10,10,1,1,1000,1024,10000,2,29,0.000973565500645
4,10,4,10,10,0,1000,1000,1024,10000,5,29,0.745473011923
4,1,2,10,10,1,1000,1000,512,10000,2,0,0.59288674981
4,1,2,10,10,1,1000,1000,1024,10000,5,29,0.959291419997
4,1,2,1000000,10,1,1,10,1024,100,2,29,0.00183001033956
2,1,4,10,10,0,1,10,512,100,2,0,0.000366002067912
2,10,2,10,10,1,1000,10,1024,100,5,29,0.2802477834
4,10,2,1000000,10,0,1,10,512,100,5,0,0.000262301482003
4,10,4,10,10,0,1,10,1024,100,2,0,0.000613053463752
4,1,2,1000000,10,1,1000,10,1024,100,2,0,0.225764715571
2,1,2,10,10,0,1000,10,1024,100,2,29,0.388803996743
4,1,2,10,10,1,1,10,1024,100,2,29,0.000783244425331
4,10,4,1000000,1,1,1000,1000,1024,10000,2,0,0.0153476867144
2,10,4,10,10,1,1000,1000,512,10000,5,29,0.397514845959
4,10,2,10,10,0,1000,10,1024,100,5,29,0.679165637286
4,1,2,1000000,10,1,1000,10,512,100,2,0,0.202618744796
4,10,2,1000000,10,0,1000,1000,512,10000,5,29,0.261230315951
4,10,4,10,10,0,1000,10,1024,100,2,29,0.536445164249
4,1,4,10,10,0,1000,1000,1024,10000,5,0,0.590423555893
4,1,2,10,10,1,1,10,512,100,2,0,0.000850954807895
4,1,2,1000000,10,0,1000,1000,512,10000,2,0,0.208657778916
4,1,2,10,10,0,1000,1000,512,10000,2,0,0.50902835601
4,1,4,10,10,0,1000,10,512,100,5,29,0.477016595144
4,10,2,10,10,1,1000,1000,1024,10000,5,0,0.754760314396
4,1,2,10,1,1,1000,10,1024,100,2,29,0.0245587387569
4,1,2,10,10,0,1000,10,1024,100,5,0,0.672254298237
4,1,2,1000000,1,1,1000,10,1024,100,2,29,0.0373688111338
4,10,4,1000000,1,0,1000,10,1024,100,5,29,0.0127734721701
4,1,4,1000000,10,1,1000,10,512,100,5,0,0.265818151873
2,1,2,10,10,1,1000,10,512,100,5,0,0.433529449441
2,1,2,10,10,0,1000,10,512,100,2,29,0.324936635892
4,10,4,10,1,0,1000,10,512,100,2,29,0.0204961158031
4,1,4,10,10,0,1000,1000,1024,10000,2,0,0.854907630228
4,10,2,10,1,1,1000,1000,512,10000,5,0,0.0247417397908
2,1,4,10,10,0,1,1000,1024,10000,5,0,0.000420902378098
4,10,2,10,10,1,1,1000,1024,10000,5,0,0.000644163639525
4,1,2,1000000,10,0,1,1000,512,10000,5,29,0.000512402895076
4,10,4,10,10,1,1000,10,1024,100,5,29,0.654439147581
4,10,2,1000000,10,0,1,10,1024,100,5,0,0.000475802688285
4,10,4,1000000,10,1,1000,10,1024,100,5,29,0.639927165588
2,1,4,10,10,0,1000,1000,1024,10000,2,0,0.258813787298
4,10,2,1000000,10,0,1000,1000,1024,10000,5,29,0.163365023012
4,1,4,1000000,10,1,1000,1000,512,10000,2,29,0.220382045159
4,10,2,10,1,0,1000,10,512,100,2,0,0.0285481612971
4,10,2,1000000,10,0,1000,10,512,100,5,0,0.216953825789
4,1,4,1000000,10,0,1000,10,512,100,2,29,0.386754385162
4,1,4,10,10,1,1000,10,512,100,5,29,0.470074755922
4,1,2,1000000,10,1,1000,1000,1024,10000,2,29,0.458036947909
4,10,2,1000000,10,1,1000,10,512,100,5,29,0.204668356376
4,10,4,10,10,0,1000,1000,1024,10000,2,0,0.581058782982
4,10,2,10,1,0,1000,10,512,100,5,0,0.0263521488896
4,1,2,10,1,1,1000,1000,512,10000,5,29,0.0265351499236
2,10,4,10,10,0,1,1000,1024,10000,2,0,0.000366002067912
2,1,2,1000000,1,0,1000,1000,512,10000,5,0,0.01927610891
4,1,2,1000000,10,0,1,1000,512,10000,2,0,0.000192151085654
2,10,4,10,10,1,1000,10,1024,100,5,0,0.259288064978
4,1,2,10,10,1,1000,10,1024,100,2,0,0.599596787722
4,1,2,10,10,0,1,1000,512,10000,2,29,0.000942455324873
4,10,4,10,1,0,1000,10,1024,100,5,0,0.0167262945036
4,10,4,10,1,0,1000,1000,1024,10000,5,29,0.0105652596937
4,10,4,1000000,1,0,1000,1000,1024,10000,2,0,0.0141642800282
4,10,4,1000000,10,0,1000,10,512,100,2,29,0.590788337954
4,1,2,10,10,0,1000,10,512,100,2,0,0.649873271784
4,1,2,1000000,10,0,1,10,1024,100,2,29,0.000329401861121
2,1,2,10,10,1,1000,1000,512,10000,2,0,0.316591788744
4,1,4,10,10,1,1000,10,1024,100,2,29,0.868693708119
2,10,4,10,10,1,1,10,1024,100,5,29,0.000402602274703
4,10,2,1000000,10,0,1000,10,512,100,5,0,0.177831254747
2,1,4,10,10,0,1000,10,512,100,2,29,0.33910091592
4,10,4,1000000,10,0,1,1000,512,10000,2,29,0.00753964259898
4,1,2,10,1,1,1000,1000,512,10000,5,0,0.0238633348278
2,10,2,10,10,1,1000,1000,512,10000,5,29,0.355168406701
4,10,2,10,1,1,1000,10,1024,100,5,0,0.0335257894207
2,10,2,10,10,1,1000,1000,1024,10000,5,29,0.315054580058
2,10,2,1000000,1,0,1000,10,512,100,2,0,0.0166164938832
4,10,4,10,10,0,1,1000,1024,10000,2,29,0.00667750439457
4,1,2,10,10,0,1,1000,1024,10000,2,29,0.00110532624509
4,10,2,10,10,0,1,10,512,100,2,0,0.000887555014686
4,10,2,1000000,10,1,1000,1000,512,10000,5,0,0.199160025254
2,10,2,10,10,0,1,1000,512,10000,2,29,0.000439202481494
4,10,4,10,1,1,1000,10,1024,100,5,29,0.011565665346
4,10,4,10,1,1,1000,1000,1024,10000,2,29,0.0070638399107
4,1,4,10,10,1,1,1000,1024,10000,5,29,0.000610003446519
4,10,2,1000000,10,0,1000,10,1024,100,5,0,0.214275910659
4,10,4,10,10,1,1000,1000,1024,10000,2,0,0.566288856675
4,1,2,10,10,0,1000,1000,512,10000,5,29,0.639735014503
2,1,4,10,10,0,1000,1000,1024,10000,2,0,0.289666236614
4,1,4,1000000,10,0,1000,1000,1024,10000,5,29,0.396956692805
4,1,2,1000000,1,0,1000,1000,512,10000,2,29,0.0257299453742
2,1,2,10,10,0,1,1000,512,10000,5,0,0.000695403929032
4,1,4,10,10,0,1000,1000,512,10000,2,29,0.592513427701
4,1,2,10,10,0,1000,1000,1024,10000,5,0,0.607558857708
4,1,2,1000000,10,1,1,1000,512,10000,5,29,0.00030500172326
4,10,2,10,10,0,1000,1000,512,10000,5,29,0.780450609546
4,10,4,10,1,0,1000,10,1024,100,2,29,0.0229483296581
2,10,2,10,10,0,1,1000,1024,10000,5,29,0.000475802688285
4,10,4,10,1,0,1000,10,1024,100,2,29,0.00966245459287
4,1,2,10,10,0,1,1000,1024,10000,2,29,0.000710044011749
4,1,2,10,10,1,1000,1000,512,10000,2,0,0.67480324121
4,1,2,10,10,1,1000,1000,512,10000,5,29,0.693189616521
2,1,4,10,10,0,1000,10,512,100,2,0,0.279049126628
2,1,4,10,10,1,1,10,1024,100,2,0,0.000392145072763
4,10,4,10,10,1,1,10,1024,100,2,29,0.000849124797555
4,10,4,10,1,1,1000,10,1024,100,2,29,0.0141642800282
4,1,2,10,1,1,1000,10,1024,100,5,29,0.0209353182845
4,10,2,10,1,0,1000,1000,1024,10000,5,0,0.0220333244883
4,1,4,1000000,10,0,1000,1000,512,10000,5,0,0.650440574989
2,10,2,10,10,0,1,1000,1024,10000,5,0,0.000402602274703
4,1,2,10,10,1,1,1000,512,10000,5,0,0.000796054497708
4,10,4,10,10,1,1,1000,512,10000,2,0,0.000666123763599
4,10,2,10,10,1,1000,10,512,100,2,29,0.805506501112
4,1,2,10,10,0,1,1000,512,10000,2,29,0.00120780682411
4,1,4,10,10,1,1000,1000,512,10000,5,0,0.727596425206
4,10,2,10,10,0,1000,1000,512,10000,5,29,0.943370330042
4,10,2,10,10,1,1,10,512,100,2,0,0.000613053463752
4,10,4,10,1,1,1000,1000,512,10000,2,0,0.0198739122876
2,1,4,10,10,0,1000,10,1024,100,2,29,0.234585365407
4,1,4,10,10,1,1000,1000,512,10000,2,29,0.606319025702
4,1,4,10,10,0,1000,10,1024,100,2,29,0.647247206947
4,1,2,1000000,10,1,1,1000,512,10000,5,0,0.000805204549406
4,1,2,10,10,0,1,1000,512,10000,5,0,0.00095160537657
2,1,4,10,10,1,1000,1000,1024,10000,5,29,0.268286835821
4,1,2,1000000,10,1,1,10,512,100,2,29,0.00320617811491
4,10,4,1000000,1,1,1000,10,512,100,5,0,0.0191785083586
4,1,2,1000000,10,0,1,1000,512,10000,2,29,0.00024705139584
4,1,4,10,1,1,1000,1000,512,10000,2,29,0.0142740806486
4,1,2,10,10,0,1,10,1024,100,5,0,0.000616103480985
4,10,4,1000000,1,0,1000,10,1024,100,2,29,0.0153354866455
4,1,2,10,1,0,1000,1000,512,10000,5,0,0.0305611726706
4,10,4,10,10,1,1000,1000,512,10000,5,29,0.689506720713
4,1,2,10,10,0,1000,1000,1024,10000,2,29,0.761912604806
4,10,4,1000000,10,0,1000,10,1024,100,5,29,0.586774515276
2,10,2,10,10,1,1,1000,512,10000,2,29,0.000366002067912
4,1,4,10,10,0,1,10,512,100,5,29,0.00150060847844
4,1,2,10,10,0,1000,1000,1024,10000,2,0,0.595280403334
2,1,4,10,10,1,1000,10,512,100,5,0,0.26598590282
4,10,2,1000000,10,1,1000,1000,512,10000,5,29,0.213251104869
4,10,4,10,1,1,1000,1000,1024,10000,5,29,0.0103944587287
4,1,4,1000000,10,0,1000,1000,512,10000,2,0,0.593203951602
2,1,4,10,10,1,1,1000,512,10000,2,29,0.000402602274703
4,1,2,10,10,0,1000,1000,1024,10000,2,0,0.719767466686
2,1,2,10,10,1,1000,10,512,100,2,29,0.379702745321
4,1,4,1000000,10,1,1000,10,1024,100,2,29,0.809464813476
4,10,4,10,1,0,1000,10,512,100,5,0,0.0105774597626
4,1,2,10,10,0,1000,10,512,100,2,29,0.658718321759
4,10,4,1000000,10,1,1000,10,1024,100,5,29,0.437518871982
4,10,2,1000000,10,1,1,10,512,100,2,29,0.000265351499236
4,1,2,10,1,1,1000,1000,1024,10000,5,29,0.020862117871
4,10,4,1000000,1,1,1000,10,1024,100,2,0,0.0176412996733
4,10,4,1000000,1,1,1000,1000,512,10000,2,29,0.0121146684479
4,1,2,10,10,0,1,10,1024,100,2,0,0.000680763846316
4,1,4,1000000,10,1,1000,1000,1024,10000,5,29,0.716034245593
2,10,4,10,10,0,1,1000,1024,10000,2,29,0.000226921282105
4,1,4,10,10,1,1,10,512,100,5,29,0.00087108492163
2,1,4,10,10,0,1000,10,1024,100,5,29,0.206404251898
4,1,4,10,10,0,1,1000,512,10000,5,29,0.000761284301256
2,1,4,10,10,1,1000,1000,512,10000,2,0,0.262522826111
4,10,2,10,10,0,1,10,1024,100,5,29,0.000768604342615
