topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,<$throughput
2,1,2,10,10,0,1000,10,512,100,5,29,0.0228343676993
4,10,4,10,10,0,1000,1000,1024,10000,2,0,0.413206631027
4,1,2,10,1,0,1000,10,1024,100,2,0,0.166910649331
4,1,4,10,1,0,1000,1000,512,10000,5,29,0.487497846326
4,10,4,1000000,1,1,1000,10,1024,100,2,29,0.432644920683
2,1,2,10,10,0,1000,10,1024,100,5,29,0.23490450137
4,10,2,10,10,0,1000,1000,1024,10000,5,29,0.272929651464
4,1,2,10,1,0,1000,1000,1024,10000,5,29,0.309348331339
2,10,4,10,10,0,1000,1000,1024,10000,5,29,0.521595176734
4,1,4,1000000,10,1,1000,1000,512,10000,5,0,0.00566120105336
4,10,4,10,1,1,1000,10,512,100,5,29,0.164107358798
2,10,4,10,10,0,1,1000,1024,10000,2,0,0.252568788911
2,10,4,10,10,0,1000,10,1024,100,5,0,0.785457910279
2,1,4,10,10,1,1,10,512,100,5,0,0.178236264378
2,1,2,10,10,0,1000,1000,512,10000,2,29,0.356229148519
4,1,4,1000000,10,0,1000,10,512,100,5,29,0.00119521384328
4,1,2,10,1,0,1000,10,512,100,2,0,0.309709787139
2,1,4,10,10,0,1000,10,1024,100,2,29,0.642022610265
4,1,4,1000000,10,1,1000,1000,1024,10000,5,29,0.0221837472605
4,10,4,1000000,10,0,1000,10,1024,100,2,29,0.00204664305959
2,10,2,10,10,0,1000,1000,512,10000,5,0,0.80074146633
4,1,2,1000000,10,0,1,10,1024,100,5,29,0.0442421898438
4,1,4,10,10,0,1000,10,1024,100,5,29,0.342898314394
4,1,2,1000000,1,0,1000,1000,1024,10000,2,0,0.20226102651
4,1,4,1000000,10,0,1000,10,1024,100,2,29,0.00381376030099
2,1,2,10,10,0,1000,10,1024,100,5,0,0.234936630774
2,1,4,10,10,0,1000,10,1024,100,2,0,0.614966438829
2,1,4,10,10,0,1,10,512,100,2,29,0.112346888327
2,1,4,10,1,1,1000,1000,512,10000,5,0,0.500614675668
4,10,4,10,10,0,1000,10,512,100,5,29,0.310167631151
4,1,4,10,1,0,1000,1000,512,10000,2,29,0.296335922562
4,10,4,10,1,0,1000,1000,1024,10000,5,0,0.104796478296
4,10,2,10,1,1,1000,10,512,100,2,0,0.152653226134
4,1,2,10,10,0,1000,1000,512,10000,2,29,0.472212282188
4,10,4,10,10,1,1,10,512,100,2,29,0.173286729632
4,10,4,10,10,0,1000,1000,512,10000,5,29,0.43265639547
4,1,2,1000000,10,1,1,1000,1024,10000,5,0,0.0292763132794
2,10,4,10,10,1,1000,1000,1024,10000,2,0,0.928415400151
4,10,2,10,1,1,1000,10,1024,100,2,0,0.162420565068
4,10,4,10,10,1,1000,1000,512,10000,2,0,0.140427987764
2,10,2,10,10,1,1000,10,1024,100,5,29,0.53013517242
4,10,4,10,10,1,1,1000,512,10000,5,0,0.243780249332
4,1,2,1000000,10,0,1,1000,512,10000,5,29,0.0436662702701
4,1,4,10,10,0,1,10,512,100,5,29,0.14896798345
4,1,2,1000000,10,0,1,10,512,100,2,29,0.0416975410162
4,1,4,10,10,1,1000,1000,1024,10000,5,0,0.149922226761
4,10,4,1000000,10,0,1000,10,1024,100,5,0,0.0052676158496
2,1,2,10,10,1,1,1000,512,10000,2,29,0.136909817983
4,1,2,1000000,10,0,1,10,512,100,5,0,0.0144003990472
4,10,4,1000000,10,0,1000,10,1024,100,5,0,0.0017012519624
2,10,2,10,10,1,1000,1000,1024,10000,2,0,0.756171958179
4,1,2,10,10,0,1000,10,512,100,2,0,0.318112773865
2,10,2,10,10,1,1,1000,512,10000,2,0,0.121969644942
4,1,2,10,10,1,1000,10,1024,100,2,29,0.464581548645
4,1,2,1000000,10,1,1,1000,1024,10000,5,29,0.0282321076367
4,10,2,1000000,10,1,1,10,512,100,2,0,0.0531002666339
4,10,4,10,10,1,1,1000,512,10000,5,0,0.187007591777
4,1,2,10,10,1,1000,1000,512,10000,2,29,0.34932534275
4,1,2,10,10,1,1000,10,1024,100,2,0,0.417102321309
4,10,2,10,10,0,1,10,1024,100,2,0,0.205490031651
4,1,4,10,10,1,1000,10,512,100,5,29,0.223350767551
4,10,2,1000000,10,0,1000,1000,1024,10000,5,0,0.106402948515
2,10,4,10,10,0,1000,1000,1024,10000,2,29,1.0
4,10,2,1000000,10,1,1000,10,1024,100,5,29,0.126612343876
4,10,2,10,1,0,1000,10,1024,100,2,0,0.305083152907
4,1,2,1000000,10,1,1,10,512,100,2,0,0.0500364984296
4,1,2,1000000,10,0,1000,1000,1024,10000,2,29,0.069703136352
4,1,2,10,10,1,1,10,1024,100,5,0,0.16324307782
4,1,4,10,10,0,1000,10,512,100,5,0,0.16756126977
4,1,4,1000000,10,1,1000,10,512,100,2,29,0.00278561936054
4,10,4,10,1,1,1000,10,512,100,5,29,0.521000782753
2,10,4,1000000,1,0,1000,10,512,100,2,0,0.773288898367
4,1,2,1000000,10,1,1000,1000,512,10000,2,0,0.0961014582332
4,1,2,1000000,10,1,1000,1000,512,10000,2,0,0.0994389001141
4,10,4,1000000,10,0,1000,1000,1024,10000,5,29,0.00107472857682
4,10,4,1000000,1,0,1000,1000,512,10000,2,29,0.0931174398005
4,1,4,10,10,1,1000,10,1024,100,5,29,0.408295651566
4,10,2,1000000,10,1,1000,1000,1024,10000,2,29,0.092513406998
4,1,2,10,10,0,1000,1000,512,10000,2,0,0.376691562939
4,10,4,10,10,0,1,1000,1024,10000,5,0,0.187388325219
4,10,4,10,10,1,1000,10,512,100,2,29,0.453207739492
4,10,4,10,10,0,1,10,512,100,2,0,0.184260527701
4,1,2,1000000,10,0,1000,1000,1024,10000,2,29,0.156688679325
4,1,4,10,10,0,1,10,512,100,2,29,0.0756872379194
4,10,2,10,10,0,1000,10,1024,100,5,0,0.363606863001
4,10,2,1000000,1,1,1000,1000,1024,10000,5,0,0.213466156291
4,1,2,1000000,1,1,1000,1000,1024,10000,5,29,0.150187294347
4,1,4,10,1,0,1000,10,1024,100,2,29,0.45407523341
4,10,2,1000000,10,0,1000,1000,1024,10000,5,29,0.0401039225585
4,10,2,10,10,0,1000,1000,512,10000,2,29,0.144813651463
2,1,4,10,10,1,1000,10,1024,100,5,29,0.739472700248
4,1,4,10,10,1,1000,1000,1024,10000,5,0,0.0894145259447
4,10,2,1000000,10,0,1000,1000,512,10000,5,29,0.0446984273861
4,10,2,10,1,1,1000,10,512,100,5,0,0.371109078926
4,1,2,1000000,10,0,1,1000,1024,10000,5,29,0.0630282525901
4,1,2,1000000,10,1,1000,10,512,100,2,0,0.0803299368537
4,1,4,10,10,0,1,10,1024,100,5,0,0.233386387012
4,1,2,10,10,1,1,10,512,100,2,29,0.205706905131
4,10,2,10,10,1,1000,10,512,100,5,0,0.327835590625
2,1,4,10,10,1,1000,10,512,100,2,0,0.768429325953
4,10,2,10,10,0,1,10,512,100,5,29,0.217451808906
4,10,4,1000000,10,1,1000,1000,1024,10000,5,0,0.00317117221321
4,10,4,10,10,0,1000,10,512,100,5,0,0.379784018111
4,1,4,10,10,1,1,10,1024,100,5,29,0.182975351526
4,1,2,1000000,10,1,1,10,1024,100,5,29,0.0342724356619
4,10,4,10,10,1,1000,10,512,100,5,29,0.475661373749
2,1,4,10,10,0,1000,1000,512,10000,2,0,0.64982041671
4,1,2,10,1,1,1000,10,512,100,5,29,0.17136860419
4,1,2,1000000,10,1,1000,1000,512,10000,2,29,0.0795427664461
4,1,2,1000000,10,0,1,1000,512,10000,5,0,0.0390115228093
4,1,2,1000000,10,0,1,1000,1024,10000,2,0,0.0437144643767
4,1,4,10,10,1,1000,10,1024,100,2,29,0.525279835246
2,1,2,10,10,1,1000,10,1024,100,5,0,0.000496399297812
4,1,2,1000000,10,0,1000,10,512,100,2,29,0.0657150740322
2,1,2,10,10,1,1,1000,512,10000,5,29,0.173067446447
4,1,2,10,10,0,1000,10,1024,100,2,29,0.353012191904
2,1,2,10,10,0,1000,1000,1024,10000,2,0,0.222807780617
2,1,2,10,10,0,1000,10,512,100,5,0,0.101704023124
4,1,2,10,10,0,1,10,1024,100,5,0,0.162195659237
4,1,4,1000000,10,0,1000,10,512,100,5,0,0.00589895864584
4,1,2,10,10,1,1,1000,1024,10000,2,29,0.157132065105
4,10,4,10,10,0,1000,1000,1024,10000,5,29,0.352994119114
4,1,2,10,10,1,1000,1000,512,10000,2,0,0.4108129904
4,1,2,10,10,1,1000,1000,1024,10000,5,29,0.0573574127155
4,1,2,1000000,10,1,1,10,1024,100,2,29,0.044126523988
2,1,4,10,10,0,1,10,512,100,2,0,0.11705384607
2,10,2,10,10,1,1000,10,1024,100,5,29,0.388844510149
4,10,2,1000000,10,0,1,10,512,100,5,0,0.0566104040634
4,10,4,10,10,0,1,10,1024,100,2,0,0.21415292231
4,1,2,1000000,10,1,1000,10,1024,100,2,0,0.0849083769791
2,1,2,10,10,0,1000,10,1024,100,2,29,0.0846192123396
4,1,2,10,10,1,1,10,1024,100,2,29,0.158934524692
4,10,4,1000000,1,1,1000,1000,1024,10000,2,0,0.490959789649
2,10,4,10,10,1,1000,1000,512,10000,5,29,0.113415191023
4,10,2,10,10,0,1000,10,1024,100,5,29,0.274953803941
4,1,2,1000000,10,1,1000,10,512,100,2,0,0.0385456464456
4,10,2,1000000,10,0,1000,1000,512,10000,5,29,0.0813034578067
4,10,4,10,10,0,1000,10,1024,100,2,29,0.518430430401
4,1,4,10,10,0,1000,1000,1024,10000,5,0,0.455752388319
4,1,2,10,10,1,1,10,512,100,2,0,0.19673075278
4,1,2,1000000,10,0,1000,1000,512,10000,2,0,0.0925326846407
4,1,2,10,10,0,1000,1000,512,10000,2,0,0.470769671931
4,1,4,10,10,0,1000,10,512,100,5,29,0.522129328082
4,10,2,10,10,1,1000,1000,1024,10000,5,0,0.263226571339
4,1,2,10,1,1,1000,10,1024,100,2,29,0.329228400305
4,1,2,10,10,0,1000,10,1024,100,5,0,0.346566230149
4,1,2,1000000,1,1,1000,10,1024,100,2,29,0.0855830944713
4,10,4,1000000,1,0,1000,10,1024,100,5,29,0.327011471402
4,1,4,1000000,10,1,1000,10,512,100,5,0,0.0052676158496
2,1,2,10,10,1,1000,10,512,100,5,0,0.020159594784
2,1,2,10,10,0,1000,10,512,100,2,29,0.0316056950976
4,10,4,10,1,0,1000,10,512,100,2,29,0.287516401057
4,1,4,10,10,0,1000,1000,1024,10000,2,0,0.141440064002
4,10,2,10,1,1,1000,1000,512,10000,5,0,0.317661814725
2,1,4,10,10,0,1,1000,1024,10000,5,0,0.276985988768
4,10,2,10,10,1,1,1000,1024,10000,5,0,0.220767563439
4,1,2,1000000,10,0,1,1000,512,10000,5,29,0.0389954581071
4,10,4,10,10,1,1000,10,1024,100,5,29,0.359729245509
4,10,2,1000000,10,0,1,10,1024,100,5,0,0.0199266566021
4,10,4,1000000,10,1,1000,10,1024,100,5,29,0.00264103704079
2,1,4,10,10,0,1000,1000,1024,10000,2,0,0.795024440436
4,10,2,1000000,10,0,1000,1000,1024,10000,5,29,0.0558473307092
4,1,4,1000000,10,1,1000,1000,512,10000,2,29,0.00391014851416
4,10,2,10,1,0,1000,10,512,100,2,0,0.109133947889
4,10,2,1000000,10,0,1000,10,512,100,5,0,0.0376460231227
4,1,4,1000000,10,0,1000,10,512,100,2,29,0.00125947265205
4,1,4,10,10,1,1000,10,512,100,5,29,0.51098845711
4,1,2,1000000,10,1,1000,1000,1024,10000,2,29,0.0938146478758
4,10,2,1000000,10,1,1000,10,512,100,5,29,0.0536143371041
4,10,4,10,10,0,1000,1000,1024,10000,2,0,0.537527345135
4,10,2,10,1,0,1000,10,512,100,5,0,0.251419015226
4,1,2,10,1,1,1000,1000,512,10000,5,29,0.270431590273
2,10,4,10,10,0,1,1000,1024,10000,2,0,0.0137497786083
2,1,2,1000000,1,0,1000,1000,512,10000,5,0,0.302408379991
4,1,2,1000000,10,0,1,1000,512,10000,2,0,0.045304869894
2,10,4,10,10,1,1000,10,1024,100,5,0,0.963752007586
4,1,2,10,10,1,1000,10,1024,100,2,0,0.347309222625
4,1,2,10,10,0,1,1000,512,10000,2,29,0.199104312529
4,10,4,10,1,0,1000,10,1024,100,5,0,0.17034046325
4,10,4,10,1,0,1000,1000,1024,10000,5,29,0.492132512909
4,10,4,1000000,1,0,1000,1000,1024,10000,2,0,0.282937960931
4,10,4,1000000,10,0,1000,10,512,100,2,29,0.00599855979945
4,1,2,10,10,0,1000,10,512,100,2,0,0.383551190776
4,1,2,1000000,10,0,1,10,1024,100,2,29,0.0536111241637
2,1,2,10,10,1,1000,1000,512,10000,2,0,0.536390767455
4,1,4,10,10,1,1000,10,1024,100,2,29,0.198003880429
2,10,4,10,10,1,1,10,1024,100,5,29,0.116234546259
4,10,2,1000000,10,0,1000,10,512,100,5,0,0.0630764466967
2,1,4,10,10,0,1000,10,512,100,2,29,0.0689320306466
4,10,4,1000000,10,0,1,1000,512,10000,2,29,0.00324346337308
4,1,2,10,1,1,1000,1000,512,10000,5,0,0.209538336605
2,10,2,10,10,1,1000,1000,512,10000,5,29,0.381253938362
4,10,2,10,1,1,1000,10,1024,100,5,0,0.259130072279
2,10,2,10,10,1,1000,1000,1024,10000,5,29,0.552849054853
2,10,2,1000000,1,0,1000,10,512,100,2,0,0.0477748178564
4,10,4,10,10,0,1,1000,1024,10000,2,29,0.00146295887985
4,1,2,10,10,0,1,1000,1024,10000,2,29,0.147367939112
4,10,2,10,10,0,1,10,512,100,2,0,0.196068083814
4,10,2,1000000,10,1,1000,1000,512,10000,5,0,0.0757033026216
2,10,2,10,10,0,1,1000,512,10000,2,29,0.113037670522
4,10,4,10,1,1,1000,10,1024,100,5,29,0.298649239678
4,10,4,10,1,1,1000,1000,1024,10000,2,29,0.391109633159
4,1,4,10,10,1,1,1000,1024,10000,5,29,0.239121485696
4,10,2,1000000,10,0,1000,10,1024,100,5,0,0.0906193786093
4,10,4,10,10,1,1000,1000,1024,10000,2,0,0.493408509255
4,1,2,10,10,0,1000,1000,512,10000,5,29,0.386458901873
2,1,4,10,10,0,1000,1000,1024,10000,2,0,0.411937519554
4,1,4,1000000,10,0,1000,1000,1024,10000,5,29,0.00905085321641
4,1,2,1000000,1,0,1000,1000,512,10000,2,29,0.233828166323
2,1,2,10,10,0,1,1000,512,10000,5,0,0.195644664164
4,1,4,10,10,0,1000,1000,512,10000,2,29,0.472649242087
4,1,2,10,10,0,1000,1000,1024,10000,5,0,0.335734604694
4,1,2,1000000,10,1,1,1000,512,10000,5,29,0.042626080803
4,10,2,10,10,0,1000,1000,512,10000,5,29,0.190822958548
4,10,4,10,1,0,1000,10,1024,100,2,29,0.37874784482
2,10,2,10,10,0,1,1000,1024,10000,5,29,0.115865058108
4,10,4,10,1,0,1000,10,1024,100,2,29,0.527089304884
4,1,2,10,10,0,1,1000,1024,10000,2,29,0.185942502021
4,1,2,10,10,1,1000,1000,512,10000,2,0,0.359270540888
4,1,2,10,10,1,1000,1000,512,10000,5,29,0.267965658486
2,1,4,10,10,0,1000,10,512,100,2,0,0.484630296984
2,1,4,10,10,1,1,10,1024,100,2,0,0.257415739059
4,10,4,10,10,1,1,10,1024,100,2,29,0.2314666551
4,10,4,10,1,1,1000,10,1024,100,2,29,0.210839577482
4,1,2,10,1,1,1000,10,1024,100,5,29,0.246382731088
4,10,2,10,1,0,1000,1000,1024,10000,5,0,0.279974023377
4,1,4,1000000,10,0,1000,1000,512,10000,5,0,0.000689175724147
2,10,2,10,10,0,1,1000,1024,10000,5,0,0.178645914284
4,1,2,10,10,1,1,1000,512,10000,5,0,0.146596833406
4,10,4,10,10,1,1,1000,512,10000,2,0,0.223360406373
4,10,2,10,10,1,1000,10,512,100,2,29,0.141223190522
4,1,2,10,10,0,1,1000,512,10000,2,29,0.030400842433
4,1,4,10,10,1,1000,1000,512,10000,5,0,0.286841683565
4,10,2,10,10,0,1000,1000,512,10000,5,29,0.291203250211
4,10,2,10,10,1,1,10,512,100,2,0,0.203742995288
4,10,4,10,1,1,1000,1000,512,10000,2,0,0.322143866637
2,1,4,10,10,0,1000,10,1024,100,2,29,0.641087644597
4,1,4,10,10,1,1000,1000,512,10000,2,29,0.363513152239
4,1,4,10,10,0,1000,10,1024,100,2,29,0.378651456607
4,1,2,1000000,10,1,1,1000,512,10000,5,0,0.00988621773053
4,1,2,10,10,0,1,1000,512,10000,5,0,0.0463771887655
2,1,4,10,10,1,1000,1000,1024,10000,5,29,0.608421679155
4,1,2,1000000,10,1,1,10,512,100,2,29,0.0534761806652
4,10,4,1000000,1,1,1000,10,512,100,5,0,0.223611015727
4,1,2,1000000,10,0,1,1000,512,10000,2,29,0.046666353405
4,1,4,10,1,1,1000,1000,512,10000,2,29,0.270287007953
4,1,2,10,10,0,1,10,1024,100,5,0,0.174814482811
4,10,4,1000000,1,0,1000,10,1024,100,2,29,0.3010107509
4,1,2,10,1,0,1000,1000,512,10000,5,0,0.333421287578
4,10,4,10,10,1,1000,1000,512,10000,5,29,0.433659005009
4,1,2,10,10,0,1000,1000,1024,10000,2,29,0.357855699616
4,10,4,1000000,10,0,1000,10,1024,100,5,29,0.00531580995618
2,10,2,10,10,1,1,1000,512,10000,2,29,0.173079494974
4,1,4,10,10,0,1,10,512,100,5,29,0.0709802801764
4,1,2,10,10,0,1000,1000,1024,10000,2,0,0.333522495202
2,1,4,10,10,1,1000,10,512,100,5,0,0.67873206125
4,10,2,1000000,10,1,1000,1000,512,10000,5,29,0.0623414865713
4,10,4,10,1,1,1000,1000,1024,10000,5,29,0.245330493094
4,1,4,1000000,10,0,1000,1000,512,10000,2,0,0.000263461115991
2,1,4,10,10,1,1,1000,512,10000,2,29,0.140668958296
4,1,2,10,10,0,1000,1000,1024,10000,2,0,0.238735932843
2,1,2,10,10,1,1000,10,512,100,2,29,0.25305761485
4,1,4,1000000,10,1,1000,10,1024,100,2,29,0.00506038119129
4,10,4,10,1,0,1000,10,512,100,5,0,0.187642147513
4,1,2,10,10,0,1000,10,512,100,2,29,0.284825563439
4,10,4,1000000,10,1,1000,10,1024,100,5,29,0.0055648128402
4,10,2,1000000,10,1,1,10,512,100,2,29,0.0549316426841
4,1,2,10,1,1,1000,1000,1024,10000,5,29,0.337035845572
4,10,4,1000000,1,1,1000,10,1024,100,2,0,0.252093732718
4,10,4,1000000,1,1,1000,1000,512,10000,2,29,0.230334093595
4,1,2,10,10,0,1,10,1024,100,2,0,0.205615336329
4,1,4,1000000,10,1,1000,1000,1024,10000,5,29,0.00447241309097
2,10,4,10,10,0,1,1000,1024,10000,2,29,0.139415911525
4,1,4,10,10,1,1,10,512,100,5,29,0.223572460442
2,1,4,10,10,0,1000,10,1024,100,5,29,0.764589862129
4,1,4,10,10,0,1,1000,512,10000,5,29,0.234647466135
2,1,4,10,10,1,1000,1000,512,10000,2,0,0.689551638178
4,10,2,10,10,0,1,10,1024,100,5,29,0.181380929833
4,10,2,10,10,1,1000,1000,1024,10000,5,29,0.235389655376
4,10,4,1000000,10,0,1000,1000,512,10000,2,0,0.00215909597495
