SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandom.3
0,0,1,1,0,0,1,1,0,1,1,1,1,0,0.655791788856
0,1,1,1,1,0,1,0,0,0,1,0,1,0,0.0436217008798
0,0,0,1,0,0,0,0,0,1,0,1,1,0,0.706195014663
0,1,0,1,0,0,1,0,0,1,1,0,1,1,0.109420821114
0,0,1,1,1,0,1,0,1,1,1,0,1,0,0.0767961876833
0,0,0,1,1,0,1,0,1,1,0,0,1,0,0.10025659824
0,0,1,0,0,0,0,0,1,0,1,0,1,1,0.0764296187683
0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.0311583577713
0,1,1,1,1,1,1,0,1,1,0,1,1,1,0.781158357771
1,1,0,1,0,0,0,1,0,1,0,1,0,0,0.641129032258
1,0,1,1,0,0,0,1,1,1,1,0,0,0,0.124450146628
1,1,0,0,1,1,1,0,0,0,0,1,1,0,0.693181818182
1,0,0,1,1,1,1,0,1,1,1,1,0,1,0.701246334311
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0711143695015
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0.0965909090909
0,0,1,1,0,0,1,1,0,0,1,1,0,0,0.804435483871
1,1,1,0,1,0,1,1,1,1,0,1,0,0,0.798020527859
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.0727639296188
1,1,0,0,1,0,0,0,1,0,0,1,1,0,0.70857771261
0,1,0,1,1,0,0,0,0,0,0,1,1,0,0.678152492669
1,0,0,1,0,1,0,0,1,1,1,1,1,0,0.62719941349
1,1,1,1,1,1,0,0,1,1,1,0,0,0,0.0786290322581
1,0,1,0,1,1,0,0,1,1,1,1,0,1,0.744501466276
0,0,1,1,0,1,0,1,0,0,1,1,0,1,0.627016129032
0,1,0,1,0,0,1,1,1,1,1,0,1,1,0.0559017595308
1,0,0,1,1,1,1,0,1,0,0,1,1,0,0.610520527859
1,0,0,1,1,0,1,0,1,1,0,1,1,0,0.643695014663
0,0,1,1,0,0,0,0,1,1,0,0,1,0,0.0397727272727
0,0,0,0,1,1,1,1,1,0,1,0,1,0,0.155241935484
1,0,0,1,1,1,1,1,1,0,1,0,0,1,0.124450146628
1,1,0,0,0,1,0,0,1,0,0,1,0,0,0.713159824047
1,0,1,1,0,0,0,0,0,0,1,1,0,0,0.703812316716
1,0,1,0,1,0,0,0,1,0,0,1,0,0,0.637280058651
0,1,1,1,1,1,0,1,1,0,0,0,0,0,0.0581011730205
0,1,0,0,0,1,0,0,1,0,1,1,0,0,0.647360703812
1,0,0,0,1,1,0,0,0,1,1,0,0,1,0.0471041055718
1,1,0,1,1,0,0,1,1,0,0,1,0,0,0.776392961877
1,0,1,1,0,1,0,1,1,1,1,0,1,1,0.0564516129032
0,1,1,0,1,1,1,0,0,1,1,0,0,1,0.0824780058651
1,1,0,1,0,0,1,1,0,0,1,1,1,0,0.728005865103
0,1,0,1,1,0,1,1,0,1,1,0,1,0,0.145527859238
1,0,0,1,1,0,1,1,0,1,0,1,0,1,0.684750733138
1,1,1,0,1,0,0,0,1,0,0,0,0,1,0.129032258065
0,0,1,1,0,0,1,0,0,1,0,1,0,1,0.627749266862
0,1,1,0,0,0,1,1,0,0,1,0,0,1,0.0546187683284
0,1,1,1,1,1,0,0,0,1,1,1,0,1,0.699596774194
1,0,1,0,0,0,1,0,1,0,0,1,0,0,0.696114369501
0,0,1,0,0,1,1,0,1,0,0,0,1,1,0.0225439882698
1,1,1,0,0,0,0,1,0,0,1,1,1,1,0.624450146628
0,0,0,1,0,1,1,1,1,1,0,0,0,0,0.0504032258065
0,1,1,0,0,0,0,0,1,0,1,1,1,1,0.628848973607
0,1,0,0,0,0,0,1,0,1,1,1,1,0,0.686400293255
0,1,1,1,1,0,1,1,1,1,1,0,0,0,0.105205278592
0,0,0,1,1,0,0,0,0,1,1,1,0,1,0.663306451613
1,0,1,0,0,1,0,0,0,0,0,0,1,1,0.0767961876833
1,0,1,0,1,1,0,0,1,1,0,1,0,0,0.695014662757
0,1,1,1,0,1,0,0,0,0,0,1,0,0,0.603555718475
1,0,1,1,0,1,0,1,0,0,0,0,1,1,0.087426686217
0,1,1,1,1,0,0,1,1,1,1,0,0,0,0.0841275659824
0,1,0,1,1,0,1,0,0,1,1,0,1,0,0.058651026393
0,0,1,1,1,0,0,1,1,1,1,0,1,0,0.0353739002933
1,0,1,1,1,1,1,1,0,1,1,0,1,0,0.0282258064516
0,0,1,1,1,0,1,0,0,1,1,1,0,1,0.64754398827
1,1,0,0,0,0,1,1,1,1,1,0,1,0,0.0698313782991
0,1,1,1,0,1,0,0,0,0,1,1,1,0,0.64754398827
1,1,1,1,0,1,1,1,1,1,1,0,1,1,0.0401392961877
1,1,1,0,0,0,1,0,0,1,1,0,1,1,0.0635997067449
1,0,0,0,0,1,1,1,1,1,0,1,1,0,0.769428152493
1,1,0,1,1,0,1,1,0,1,0,1,1,1,0.709127565982
1,0,1,1,1,1,0,0,1,0,1,0,0,1,0.141312316716
0,0,1,1,0,0,1,0,0,0,1,0,1,0,0.025293255132
1,1,0,1,0,1,0,1,0,1,0,0,0,0,0.102822580645
1,1,1,0,0,1,1,0,1,0,0,1,0,0,0.74926686217
1,1,0,1,0,1,1,0,1,1,0,1,0,1,0.669538123167
1,0,1,0,1,0,1,1,0,1,0,1,1,0,0.723790322581
1,0,1,1,0,1,0,0,1,0,1,1,0,1,0.732221407625
1,0,0,0,1,0,0,1,0,1,1,0,1,1,0.136363636364
1,0,0,1,0,0,0,1,1,1,1,0,0,0,0.112903225806
1,0,1,0,0,1,1,1,1,1,1,0,0,1,0.0795454545455
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0975073313783
0,1,1,1,1,1,0,0,1,1,0,0,1,1,0.0841275659824
1,1,1,1,1,1,0,1,0,0,0,1,1,0,0.691532258065
1,1,1,1,0,0,1,0,1,1,0,0,1,0,0.102089442815
0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.614002932551
0,1,0,1,1,0,1,0,1,1,1,0,0,1,0.118218475073
0,0,1,1,0,1,0,1,1,0,0,0,0,0,0.12719941349
0,0,1,1,0,1,0,1,0,1,0,0,1,0,0.0452712609971
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.0656158357771
0,1,1,0,1,0,0,1,0,0,0,1,1,0,0.62719941349
0,1,1,1,0,1,0,1,0,0,1,1,1,1,0.653592375367
1,1,0,0,1,1,1,0,0,1,1,1,1,1,0.650293255132
1,1,1,0,0,0,0,1,1,0,0,1,1,1,0.650476539589
1,1,1,1,1,1,0,1,1,0,0,0,1,0,0.111070381232
1,1,0,0,0,1,0,1,1,0,1,1,1,0,0.665872434018
0,1,0,0,0,1,0,1,1,0,0,1,0,0,0.675769794721
1,0,1,1,1,1,0,1,1,0,0,1,1,1,0.68969941349
1,0,0,1,1,1,0,0,1,0,1,0,1,1,0.0601173020528
0,1,0,1,1,1,0,1,1,0,0,1,1,0,0.719941348974
1,1,1,1,1,1,1,1,1,0,0,0,1,0,0.0811950146628
0,0,1,1,1,1,0,1,1,1,1,1,1,1,0.635080645161
0,1,1,0,0,0,0,0,0,1,0,1,1,1,0.634164222874
1,0,1,0,0,0,1,1,1,0,0,0,0,1,0.0639662756598
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0969574780059
0,1,1,0,1,1,1,1,1,1,0,0,1,1,0.159640762463
1,1,1,1,1,0,1,0,1,0,0,0,1,1,0.0940249266862
1,1,1,0,0,1,0,0,0,1,1,1,0,0,0.717925219941
0,1,1,1,1,0,1,0,0,1,1,1,1,0,0.6482771261
1,1,1,1,1,0,1,0,1,1,0,1,1,0,0.706561583578
1,0,0,0,1,0,1,1,1,1,0,0,0,0,0.22745601173
0,1,0,0,0,1,0,1,1,0,0,1,1,1,0.599156891496
0,1,0,0,1,0,0,1,1,1,0,0,1,1,0.119318181818
0,1,1,0,0,0,0,0,1,1,0,1,0,1,0.645711143695
1,0,0,1,1,1,0,1,0,1,1,1,1,0,0.726356304985
0,0,1,0,1,0,0,1,1,1,1,0,1,0,0.116385630499
0,1,1,1,1,0,0,1,1,1,1,1,1,1,0.699046920821
1,0,0,1,1,1,0,1,0,1,1,1,0,1,0.688599706745
0,0,0,1,0,0,1,0,0,1,1,1,1,1,0.736070381232
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.155608504399
1,1,0,1,0,1,1,0,1,1,0,0,0,1,0.0936583577713
1,1,1,0,1,0,1,1,0,0,1,1,0,1,0.69043255132
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.0846774193548
1,1,0,1,1,0,1,0,1,1,1,1,1,1,0.73258797654
0,0,1,1,1,1,0,1,0,0,0,1,0,1,0.641862170088
0,0,1,1,1,1,1,0,1,0,0,1,0,0,0.676686217009
0,1,1,1,0,0,0,0,0,1,1,1,1,1,0.661473607038
0,1,1,0,1,1,0,0,1,1,1,1,0,1,0.6482771261
1,0,0,1,1,1,1,0,0,1,0,1,0,0,0.761913489736
0,1,0,1,1,1,1,1,1,0,0,1,1,1,0.605938416422
1,0,1,1,0,0,0,0,0,0,1,1,1,0,0.637280058651
1,1,0,0,0,1,0,1,0,1,1,1,0,1,0.718475073314
0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.0406891495601
0,1,1,0,1,0,1,0,0,0,0,1,1,1,0.880315249267
1,0,1,1,0,0,0,0,1,1,1,0,0,0,0.0720307917889
1,1,1,0,1,1,0,1,1,0,0,1,0,1,0.669171554252
0,1,1,1,1,1,1,0,0,1,0,0,0,0,0.0780791788856
1,0,1,0,1,1,0,1,1,1,1,1,1,0,0.688782991202
0,0,1,0,1,0,0,1,1,0,0,1,0,0,0.613636363636
1,0,0,1,1,1,0,1,0,1,0,0,1,0,0.0494868035191
1,0,1,1,1,0,0,0,1,0,0,1,0,1,0.733504398827
1,0,0,0,1,1,1,1,1,1,1,1,0,0,0.697763929619
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.150843108504
0,1,1,0,0,0,1,0,0,1,1,1,1,1,0.641862170088
0,1,1,1,0,1,1,0,1,1,0,1,0,0,0.675953079179
0,0,0,0,1,1,1,1,1,0,0,1,1,1,0.619318181818
1,1,1,0,0,1,1,0,1,0,0,1,1,1,0.64607771261
0,1,1,0,0,1,1,0,1,0,0,0,0,0,0.128115835777
1,1,1,0,0,1,0,1,1,1,1,0,1,0,0.0416055718475
0,1,1,1,0,1,0,0,1,0,0,0,1,0,0.0852272727273
1,1,1,1,0,1,0,0,1,0,1,1,1,1,0.665505865103
1,1,1,0,1,0,1,1,0,1,1,1,0,0,0.777492668622
1,1,0,1,0,0,1,0,0,0,0,1,0,0,0.721041055718
1,1,0,0,1,0,0,0,1,1,1,0,1,1,0.075146627566
1,1,0,0,0,1,0,1,0,0,0,1,0,0,0.627565982405
0,1,0,1,1,1,1,0,0,1,1,0,0,0,0.185483870968
0,1,0,0,1,1,0,0,0,0,0,1,1,1,0.673570381232
0,0,1,0,1,1,1,1,0,1,0,0,1,0,0.0865102639296
0,0,0,0,0,1,1,1,1,0,1,0,1,1,0.0533357771261
0,1,1,1,1,1,0,0,0,1,0,1,0,1,0.728372434018
1,1,1,1,1,0,1,0,1,0,0,1,1,1,0.659274193548
0,1,1,1,0,1,1,0,0,1,1,0,1,1,0.0683651026393
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.0850439882698
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0511363636364
0,1,0,0,0,0,0,0,0,1,1,0,1,1,0.0828445747801
1,1,0,0,1,1,1,1,1,1,1,0,0,1,0.133431085044
0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.0843108504399
1,1,1,1,0,0,1,0,0,1,1,1,0,1,0.662573313783
1,1,0,1,0,0,0,0,0,1,1,0,1,0,0.10538856305
1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.10025659824
0,0,0,1,0,1,1,1,1,0,0,1,0,1,0.651759530792
1,1,0,0,0,0,1,0,1,1,0,0,1,0,0.136363636364
0,0,0,1,1,1,0,1,1,0,1,0,1,0,0.168988269795
1,1,0,0,1,1,1,1,0,0,1,0,1,1,0.129215542522
0,1,0,1,0,1,0,1,1,1,0,1,0,1,0.681085043988
0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.638746334311
1,0,0,0,1,0,1,1,1,0,0,1,1,0,0.595857771261
0,0,1,1,1,1,1,1,0,0,1,1,0,1,0.590359237537
0,0,1,1,0,0,1,1,1,1,1,0,1,1,0.115652492669
0,1,0,0,1,1,1,0,0,1,1,1,1,1,0.744684750733
1,0,1,0,1,1,0,1,1,0,0,0,0,1,0.200513196481
0,1,1,0,1,0,1,1,0,0,0,0,0,0,0.314332844575
1,0,0,0,0,0,1,1,0,0,0,1,1,0,0.64167888563
1,1,1,1,1,1,1,0,1,0,1,0,0,0,0.35538856305
0,0,0,1,0,1,1,0,1,1,0,0,0,1,0.0811950146628
1,0,0,1,1,0,0,1,0,1,1,0,0,0,0.173020527859
1,0,0,1,0,0,1,0,0,0,1,0,1,0,0.140029325513
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0.66348973607
1,1,0,1,1,1,1,0,0,0,1,0,1,1,0.0940249266862
1,0,1,1,0,1,0,1,0,1,1,1,1,0,0.759164222874
1,0,1,1,1,0,0,0,1,1,1,1,1,0,0.64534457478
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.127565982405
0,0,1,0,0,0,1,1,1,1,0,1,1,1,0.656524926686
0,1,1,1,0,1,0,1,1,0,0,0,0,0,0.0703812316716
0,0,1,0,0,0,1,1,1,0,1,1,1,1,0.620417888563
0,1,0,0,1,0,0,1,1,0,1,1,0,1,0.776209677419
1,1,1,1,0,1,1,0,1,0,1,1,1,0,0.640212609971
1,1,0,0,1,0,1,1,0,1,1,0,0,1,0.0788123167155
1,0,1,1,1,1,0,1,1,1,1,1,1,1,0.77034457478
0,0,1,1,1,0,1,0,1,1,1,1,1,0,0.631598240469
0,1,0,1,1,1,1,1,1,0,1,0,1,1,0.0778958944282
0,0,0,0,0,1,1,0,1,1,1,0,1,0,0.0956744868035
1,0,0,0,0,0,1,1,0,1,1,0,1,0,0.0690982404692
0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.0987903225806
1,1,0,1,0,0,1,1,1,0,0,1,1,1,0.611620234604
1,0,0,0,1,1,1,1,0,0,0,1,0,1,0.706744868035
1,0,1,0,1,0,1,1,0,1,0,1,0,0,0.746517595308
1,0,1,0,1,1,0,1,0,1,1,1,0,1,0.682917888563
1,0,1,1,0,0,0,0,1,1,1,1,1,0,0.672653958944
0,0,1,0,1,1,1,0,0,0,0,0,1,0,0.0412390029326
0,1,0,1,1,1,1,1,1,1,1,0,1,0,0.117851906158
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0.0351906158358
1,0,0,1,0,0,1,1,0,1,1,1,0,1,0.66935483871
0,1,0,0,0,0,0,0,1,1,0,0,0,1,0.191898826979
0,0,1,0,0,1,1,0,1,1,1,1,0,0,0.701612903226
1,0,1,1,0,1,1,1,1,0,0,0,1,1,0.109787390029
0,1,0,0,1,1,1,1,0,0,0,1,1,0,0.662573313783
1,1,0,0,0,0,0,1,1,1,0,1,0,0,0.769794721408
0,0,1,1,0,1,1,1,0,0,0,1,1,0,0.694648093842
1,0,1,0,0,0,1,1,1,0,1,0,0,1,0.138563049853
0,1,1,0,0,1,0,0,0,1,1,0,0,1,0.10758797654
1,1,0,0,0,0,0,0,0,0,0,1,1,1,0.672104105572
1,0,0,1,0,1,0,0,1,0,1,1,0,0,0.675219941349
1,1,1,0,1,0,1,1,0,1,0,0,0,1,0.123717008798
1,1,0,0,1,1,0,1,0,0,0,1,1,1,0.757148093842
1,0,1,1,0,1,1,1,1,1,0,1,0,1,0.657441348974
0,0,0,0,1,0,1,1,1,0,1,0,0,1,0.0537023460411
0,1,1,1,0,1,0,1,0,1,1,1,0,1,1.0
0,0,1,0,1,1,0,0,0,0,0,1,1,1,0.678885630499
0,1,0,1,0,1,0,0,1,0,1,1,1,1,0.657074780059
0,1,1,0,0,0,1,1,0,0,0,0,0,1,0.123900293255
0,1,1,1,1,0,1,0,0,0,0,0,0,1,0.0698313782991
1,1,1,1,0,1,0,0,1,0,0,1,0,1,0.707294721408
1,0,1,0,0,1,0,1,1,0,1,1,0,0,0.658907624633
1,0,1,0,0,0,0,1,1,0,1,0,1,0,0.0370234604106
0,1,1,0,0,1,0,0,1,0,1,0,1,1,0.0205278592375
0,0,0,0,0,0,1,0,1,0,1,1,1,0,0.636546920821
0,0,1,0,1,1,1,0,1,0,0,1,0,0,0.733137829912
0,0,1,1,1,0,0,0,1,0,0,1,0,0,0.630315249267
1,0,1,1,1,0,0,1,0,0,1,1,1,0,0.635630498534
0,0,1,0,1,1,0,1,0,1,0,0,1,1,0.0744134897361
1,1,0,0,1,0,0,1,1,1,1,0,1,1,0.0949413489736
1,1,0,0,1,1,0,1,0,0,0,1,0,1,0.619684750733
1,0,1,1,0,0,0,0,0,1,0,0,1,0,0.0727639296188
1,1,0,0,0,1,0,0,1,1,0,0,1,0,0.212060117302
0,1,0,1,1,0,0,0,0,0,0,1,1,0,0.66788856305
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.0643328445748
1,1,1,0,0,1,0,1,1,0,0,0,1,0,0.0815615835777
1,0,0,1,0,1,1,0,1,1,1,1,1,1,0.806268328446
1,1,0,1,1,0,1,1,1,1,1,1,1,0,0.719758064516
1,0,0,1,1,1,1,1,0,1,1,0,0,1,0.120967741935
0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.0364736070381
1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.0833944281525
1,1,1,1,0,0,1,1,0,0,0,0,0,1,0.124633431085
0,1,1,0,0,0,1,1,1,1,0,1,0,1,0.801319648094
0,0,0,1,1,0,1,0,0,0,0,1,1,0,0.662939882698
0,1,0,1,1,0,1,0,1,0,0,0,1,0,0.118585043988
0,0,0,0,1,0,0,1,1,0,1,1,0,1,0.665872434018
1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.105205278592
0,1,0,1,1,1,0,1,0,1,0,0,0,1,0.200696480938
1,0,0,1,0,0,0,1,0,0,1,1,0,0,0.644428152493
0,0,0,1,1,0,1,1,1,0,1,1,0,1,0.757881231672
1,1,0,1,0,0,1,0,0,1,1,0,1,0,0.0960410557185
0,0,0,1,0,1,0,1,1,0,1,1,0,1,0.778409090909
1,1,1,0,0,1,1,1,1,1,0,1,1,0,0.763929618768
0,1,0,0,0,1,1,1,0,1,1,0,1,0,0.0830278592375
1,1,0,0,0,0,1,1,1,1,1,1,0,1,0.708944281525
1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.104105571848
1,1,0,0,1,0,0,0,0,1,0,0,1,1,0.0846774193548
1,0,0,1,1,1,1,1,1,1,1,1,0,1,0.674853372434
1,1,0,0,0,1,0,0,1,1,1,0,1,1,0.0469208211144
1,0,1,1,1,0,1,0,0,0,0,1,1,1,0.629215542522
1,1,1,1,1,1,0,0,0,1,1,0,0,0,0.0632331378299
0,1,1,1,1,1,0,0,0,1,0,1,1,1,0.657991202346
0,0,1,1,1,1,1,1,1,0,0,0,1,0,0.144978005865
1,0,1,1,1,1,0,1,0,1,1,0,1,0,0.116019061584
0,1,0,1,1,0,0,1,1,0,0,1,0,0,0.623717008798
1,1,0,0,0,1,1,1,1,0,0,0,0,1,0.0461876832845
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.771627565982
0,1,1,1,0,0,1,1,1,1,1,0,0,1,0.116568914956
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.729105571848
1,1,0,1,1,1,0,0,1,1,1,0,0,0,0.0923753665689
0,1,0,1,0,0,1,1,0,1,0,0,0,1,0.127749266862
0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.624816715543
0,1,0,0,1,0,0,1,0,1,0,1,1,0,0.650659824047
0,0,1,0,1,1,1,1,0,0,0,0,1,1,0.0339076246334
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.109237536657
0,0,0,0,0,0,1,1,1,1,0,0,1,0,0.0197947214076
1,1,1,1,1,0,1,0,1,0,1,0,0,0,0.0839442815249
0,0,1,0,1,1,0,1,0,0,0,0,1,1,0.0767961876833
0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.673020527859
1,0,0,0,1,0,0,1,1,0,1,1,1,0,0.659274193548
1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0799120234604
0,0,0,1,0,1,1,0,0,1,0,0,0,0,0.0984237536657
0,1,1,1,0,0,0,0,0,1,0,1,0,0,0.734237536657
0,1,1,1,1,0,1,1,1,0,1,0,1,0,0.0262096774194
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0634164222874
1,0,0,0,1,0,0,1,1,1,0,1,1,0,0.772910557185
0,1,1,0,0,0,1,0,0,0,1,1,0,1,0.672470674487
1,0,1,0,1,1,1,0,0,1,1,0,0,0,0.111620234604
1,0,0,1,0,0,1,0,0,1,1,1,0,1,0.698313782991
1,0,0,0,0,0,1,1,1,0,1,0,1,0,0.0683651026393
1,1,0,0,0,0,0,1,0,0,1,1,1,0,0.760263929619
0,1,1,1,0,0,1,1,0,1,1,1,1,0,0.772727272727
1,1,0,1,1,0,0,1,0,0,1,1,0,0,0.651209677419
1,1,0,1,0,0,1,0,0,1,1,1,1,1,0.826246334311
0,1,0,0,0,1,0,1,0,1,1,1,1,0,0.677785923754
0,1,1,1,1,0,0,1,0,1,1,0,1,1,0.0978739002933
0,0,0,0,0,0,1,0,1,0,1,0,1,1,0.0870601173021
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0.10025659824
0,1,1,1,1,1,1,1,0,0,1,0,1,1,0.0980571847507
0,1,0,0,1,0,0,1,0,1,0,0,1,1,0.0901759530792
1,0,1,0,0,0,0,1,0,0,1,1,0,0,0.723057184751
1,1,0,0,1,0,0,1,0,0,0,0,1,0,0.0614002932551
0,1,0,0,1,1,1,0,1,0,1,1,1,1,0.68603372434
1,1,1,0,0,1,0,1,1,0,1,0,0,1,0.132514662757
1,0,0,0,0,0,1,0,1,1,1,0,1,1,0.123717008798
