SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq100K
0,1,0,1,0,0,1,1,1,1,1,0,0,0,0.0650154798762
1,0,1,1,1,0,1,0,1,1,0,1,1,0,0.0758513931889
1,0,0,1,1,1,1,0,0,0,1,1,1,0,0.122853926259
1,0,0,1,0,0,1,1,0,0,0,0,0,1,0.050731775964
1,1,1,0,0,1,0,0,1,0,1,0,1,1,0.0717703349282
0,0,1,1,0,1,0,1,1,1,0,0,0,0,0.0433436532508
1,0,0,0,1,1,0,1,0,1,1,1,1,0,0.0503799605967
1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.0
0,0,1,0,1,1,1,0,0,0,1,0,0,0,0.0130875316634
1,1,1,0,0,0,0,0,0,1,1,0,0,0,0.0529833943147
0,0,0,0,0,1,1,1,1,0,0,1,1,0,0.0483394314664
0,0,1,1,1,0,1,1,0,0,1,0,0,0,0.0581198986772
0,1,0,0,0,1,1,1,1,1,0,1,1,0,0.0481987053194
0,0,0,1,0,0,0,0,0,1,1,0,0,1,0.056712637208
1,0,0,0,1,1,0,1,0,1,1,1,0,0,0.0305375738812
0,0,1,1,0,0,1,1,0,1,1,1,1,0,0.0638896707008
0,1,1,1,1,0,1,0,0,0,1,0,1,0,0.0538981142696
0,0,0,1,0,0,0,0,0,1,0,1,1,0,0.0546721080777
0,1,0,1,0,0,1,0,0,1,1,0,1,1,0.043836194765
0,0,1,1,1,0,1,0,1,1,1,0,1,0,0.0324373768646
0,0,0,1,1,0,1,0,1,1,0,0,1,0,0.0581198986772
0,0,1,0,0,0,0,0,1,0,1,0,1,1,0.0089361103293
0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.0408809456797
0,1,1,1,1,1,1,0,1,1,0,1,1,1,0.0448916408669
1,1,0,1,0,0,0,1,0,1,0,1,0,0,0.0897832817337
1,0,1,1,0,0,0,1,1,1,1,0,0,0,0.0383478750352
1,1,0,0,1,1,1,0,0,0,0,1,1,0,0.070503799606
1,0,0,1,1,1,1,0,1,1,1,1,0,1,0.61757669575
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0674078243738
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0.0289895862651
0,0,1,1,0,0,1,1,0,0,1,1,0,0,0.0933717984802
1,1,1,0,1,0,1,1,1,1,0,1,0,0,0.0467210807768
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.0386996904025
1,1,0,0,1,0,0,0,1,0,0,1,1,0,0.066070925978
0,1,0,1,1,0,0,0,0,0,0,1,1,0,0.112158739094
1,0,0,1,0,1,0,0,1,1,1,1,1,0,0.0952716014636
1,1,1,1,1,1,0,0,1,1,1,0,0,0,0.110540388404
1,0,1,0,1,1,0,0,1,1,1,1,0,1,0.0804249929637
0,0,1,1,0,1,0,1,0,0,1,1,0,1,0.0869687587954
0,1,0,1,0,0,1,1,1,1,1,0,1,1,0.057627357163
1,0,0,1,1,1,1,0,1,0,0,1,1,0,0.0505206867436
1,0,0,1,1,0,1,0,1,1,0,1,1,0,0.0993526597242
0,0,1,1,0,0,0,0,1,1,0,0,1,0,0.0330706445258
0,0,0,0,1,1,1,1,1,0,1,0,1,0,0.060090064734
1,0,0,1,1,1,1,1,1,0,1,0,0,1,0.00499577821559
1,1,0,0,0,1,0,0,1,0,0,1,0,0,0.0178722206586
1,0,1,1,0,0,0,0,0,0,1,1,0,0,0.0543906557838
1,0,1,0,1,0,0,0,1,0,0,1,0,0,0.0425696594427
0,1,1,1,1,1,0,1,1,0,0,0,0,0,0.0608640585421
0,1,0,0,0,1,0,0,1,0,1,1,0,0,0.0650154798762
1,0,0,0,1,1,0,0,0,1,1,0,0,1,0.0541795665635
1,1,0,1,1,0,0,1,1,0,0,1,0,0,0.0805657191106
1,0,1,1,0,1,0,1,1,1,1,0,1,1,0.0614973262032
0,1,1,0,1,1,1,0,0,1,1,0,0,1,0.0433436532508
1,1,0,1,0,0,1,1,0,0,1,1,1,0,0.0897129186603
0,1,0,1,1,0,1,1,0,1,1,0,1,0,0.048128342246
1,0,0,1,1,0,1,1,0,1,0,1,0,1,0.0871798480158
1,1,1,0,1,0,0,0,1,0,0,0,0,1,0.0778919223192
0,0,1,1,0,0,1,0,0,1,0,1,0,1,0.066211652125
0,1,1,0,0,0,1,1,0,0,1,0,0,1,0.0345482690684
0,1,1,1,1,1,0,0,0,1,1,1,0,1,0.074795947087
1,0,1,0,0,0,1,0,1,0,0,1,0,0,0.0859133126935
0,0,1,0,0,1,1,0,1,0,0,0,1,1,0.0776808330988
1,1,1,0,0,0,0,1,0,0,1,1,1,1,0.079088094568
0,0,0,1,0,1,1,1,1,1,0,0,0,0,0.0549535603715
0,1,1,0,0,0,0,0,1,0,1,1,1,1,0.058401350971
0,1,0,0,0,0,0,1,0,1,1,1,1,0,0.0726146918097
0,1,1,1,1,0,1,1,1,1,1,0,0,0,0.0353222628764
0,0,0,1,1,0,0,0,0,1,1,1,0,1,0.0874613003096
1,0,1,0,0,1,0,0,0,0,0,0,1,1,0.359555305376
1,0,1,0,1,1,0,0,1,1,0,1,0,0,0.0546721080777
0,1,1,1,0,1,0,0,0,0,0,1,0,0,0.050731775964
1,0,1,1,0,1,0,1,0,0,0,0,1,1,0.092738530819
0,1,1,1,1,0,0,1,1,1,1,0,0,0,0.0484801576133
0,1,0,1,1,0,1,0,0,1,1,0,1,0,0.0676892766676
0,0,1,1,1,0,0,1,1,1,1,0,1,0,0.0386996904025
1,0,1,1,1,1,1,1,0,1,1,0,1,0,0.0398254995778
0,0,1,1,1,0,1,0,0,1,1,1,0,1,0.0590346186321
1,1,0,0,0,0,1,1,1,1,1,0,1,0,0.0758513931889
0,1,1,1,0,1,0,0,0,0,1,1,1,0,0.0581902617506
1,1,1,1,0,1,1,1,1,1,1,0,1,1,0.0223050942865
1,1,1,0,0,0,1,0,0,1,1,0,1,1,0.023149451168
1,0,0,0,0,1,1,1,1,1,0,1,1,0,0.0681818181818
1,1,0,1,1,0,1,1,0,1,0,1,1,1,0.0427807486631
1,0,1,1,1,1,0,0,1,0,1,0,0,1,0.0355333520968
0,0,1,1,0,0,1,0,0,0,1,0,1,0,0.100830284267
1,1,0,1,0,1,0,1,0,1,0,0,0,0,0.0251196172249
1,1,1,0,0,1,1,0,1,0,0,1,0,0,0.0935828877005
1,1,0,1,0,1,1,0,1,1,0,1,0,1,0.0474950745849
1,0,1,0,1,0,1,1,0,1,0,1,1,0,0.0373627920068
1,0,1,1,0,1,0,0,1,0,1,1,0,1,0.0591049817056
1,0,0,0,1,0,0,1,0,1,1,0,1,1,0.016253869969
1,0,0,1,0,0,0,1,1,1,1,0,0,0,0.0199127497889
1,0,1,0,0,1,1,1,1,1,1,0,0,1,0.0247678018576
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0589642555587
0,1,1,1,1,1,0,0,1,1,0,0,1,1,0.100971010414
1,1,1,1,1,1,0,1,0,0,0,1,1,0,0.0480579791725
1,1,1,1,0,0,1,0,1,1,0,0,1,0,0.0211792851112
0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.0811989867717
0,1,0,1,1,0,1,0,1,1,1,0,0,1,0.0709963411202
0,0,1,1,0,1,0,1,1,0,0,0,0,0,0.041232761047
0,0,1,1,0,1,0,1,0,1,0,0,1,0,0.0368702504925
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.041232761047
0,1,1,0,1,0,0,1,0,0,0,1,1,0,0.0914016324233
0,1,1,1,0,1,0,1,0,0,1,1,1,1,0.0536870250493
1,1,0,0,1,1,1,0,0,1,1,1,1,1,0.0674781874472
1,1,1,0,0,0,0,1,1,0,0,1,1,1,0.0881649310442
1,1,1,1,1,1,0,1,1,0,0,0,1,0,0.0116802701942
1,1,0,0,0,1,0,1,1,0,1,1,1,0,0.0930199831129
0,1,0,0,0,1,0,1,1,0,0,1,0,0,0.0816211652125
1,0,1,1,1,1,0,1,1,0,0,1,1,1,0.13995215311
1,0,0,1,1,1,0,0,1,0,1,0,1,1,0.0281452293836
0,1,0,1,1,1,0,1,1,0,0,1,1,0,0.0615676892767
1,1,1,1,1,1,1,1,1,0,0,0,1,0,0.0968899521531
0,0,1,1,1,1,0,1,1,1,1,1,1,1,0.0425696594427
0,1,1,0,0,0,0,0,0,1,0,1,1,1,0.0641711229947
1,0,1,0,0,0,1,1,1,0,0,0,0,1,0.0651562060231
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0129468055165
0,1,1,0,1,1,1,1,1,1,0,0,1,1,0.0296932169997
1,1,1,1,1,0,1,0,1,0,0,0,1,1,0.0545313819308
1,1,1,0,0,1,0,0,0,1,1,1,0,0,0.0674781874472
0,1,1,1,1,0,1,0,0,1,1,1,1,0,0.0563608218407
1,1,1,1,1,0,1,0,1,1,0,1,1,0,0.0600197016606
1,0,0,0,1,0,1,1,1,1,0,0,0,0,0.0276526878694
0,1,0,0,0,1,0,1,1,0,0,1,1,1,0.0475654376583
0,1,0,0,1,0,0,1,1,1,0,0,1,1,0.0173093160709
0,1,1,0,0,0,0,0,1,1,0,1,0,1,0.0498874190825
1,0,0,1,1,1,0,1,0,1,1,1,1,0,0.0821137067267
0,0,1,0,1,0,0,1,1,1,1,0,1,0,0.0185758513932
0,1,1,1,1,0,0,1,1,1,1,1,1,1,0.075569940895
1,0,0,1,1,1,0,1,0,1,1,1,0,1,0.060090064734
0,0,0,1,0,0,1,0,0,1,1,1,1,1,0.0581198986772
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0460174500422
1,1,0,1,0,1,1,0,1,1,0,0,0,1,0.016253869969
1,1,1,0,1,0,1,1,0,0,1,1,0,1,0.172248803828
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.0138615254714
1,1,0,1,1,0,1,0,1,1,1,1,1,1,0.0728257810301
0,0,1,1,1,1,0,1,0,0,0,1,0,1,0.061919504644
0,0,1,1,1,1,1,0,1,0,0,1,0,0,0.0745848578666
0,1,1,1,0,0,0,0,0,1,1,1,1,1,0.0534055727554
0,1,1,0,1,1,0,0,1,1,1,1,0,1,0.101533915001
1,0,0,1,1,1,1,0,0,1,0,1,0,0,0.085983675767
0,1,0,1,1,1,1,1,1,0,0,1,1,1,0.0931607092598
1,0,1,1,0,0,0,0,0,0,1,1,1,0,0.106951871658
1,1,0,0,0,1,0,1,0,1,1,1,0,1,0.0933717984802
0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.0353926259499
0,1,1,0,1,0,1,0,0,0,0,1,1,1,0.0702223473121
1,0,1,1,0,0,0,0,1,1,1,0,0,0,0.105544610189
1,1,1,0,1,1,0,1,1,0,0,1,0,1,0.0957641429778
0,1,1,1,1,1,1,0,0,1,0,0,0,0,0.0397551365044
1,0,1,0,1,1,0,1,1,1,1,1,1,0,0.0930199831129
0,0,1,0,1,0,0,1,1,0,0,1,0,0,0.0424289332958
1,0,0,1,1,1,0,1,0,1,0,0,1,0,0.0517168589924
1,0,1,1,1,0,0,0,1,0,0,1,0,1,0.081550802139
1,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0835209681959
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0415845764143
0,1,1,0,0,0,1,0,0,1,1,1,1,1,0.086757669575
0,1,1,1,0,1,1,0,1,1,0,1,0,0,0.0398254995778
0,0,0,0,1,1,1,1,1,0,0,1,1,1,0.0618491415705
1,1,1,0,0,1,1,0,1,0,0,1,1,1,0.0700816211652
0,1,1,0,0,1,1,0,1,0,0,0,0,0,0.0916830847171
1,1,1,0,0,1,0,1,1,1,1,0,1,0,0.0207571066704
0,1,1,1,0,1,0,0,1,0,0,0,1,0,0.0612158739094
1,1,1,1,0,1,0,0,1,0,1,1,1,1,0.0600197016606
1,1,1,0,1,0,1,1,0,1,1,1,0,0,0.0719814241486
1,1,0,1,0,0,1,0,0,0,0,1,0,0,0.0505910498171
1,1,0,0,1,0,0,0,1,1,1,0,1,1,0.0417956656347
1,1,0,0,0,1,0,1,0,0,0,1,0,0,0.1004784689
0,1,0,1,1,1,1,0,0,1,1,0,0,0,0.0320151984239
0,1,0,0,1,1,0,0,0,0,0,1,1,1,0.0530537573881
0,0,1,0,1,1,1,1,0,1,0,0,1,0,0.015479876161
0,0,0,0,0,1,1,1,1,0,1,0,1,1,0.0448212777934
0,1,1,1,1,1,0,0,0,1,0,1,0,1,0.109133126935
1,1,1,1,1,0,1,0,1,0,0,1,1,1,0.0424992963693
0,1,1,1,0,1,1,0,0,1,1,0,1,1,0.0204756543766
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.0735997748382
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0522797635801
0,1,0,0,0,0,0,0,0,1,1,0,1,1,0.0230087250211
1,1,0,0,1,1,1,1,1,1,1,0,0,1,0.0161131438221
0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.108359133127
1,1,1,1,0,0,1,0,0,1,1,1,0,1,0.0743737686462
1,1,0,1,0,0,0,0,0,1,1,0,1,0,0.0574162679426
1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.048128342246
0,0,0,1,0,1,1,1,1,0,0,1,0,1,0.0498874190825
1,1,0,0,0,0,1,0,1,1,0,0,1,0,0.024978891078
0,0,0,1,1,1,0,1,1,0,1,0,1,0,0.0719814241486
1,1,0,0,1,1,1,1,0,0,1,0,1,1,0.0286377708978
0,1,0,1,0,1,0,1,1,1,0,1,0,1,0.0817618913594
0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.0930903461863
1,0,0,0,1,0,1,1,1,0,0,1,1,0,0.0881649310442
0,0,1,1,1,1,1,1,0,0,1,1,0,1,0.052420489727
0,0,1,1,0,0,1,1,1,1,1,0,1,1,0.073107233324
0,1,0,0,1,1,1,0,0,1,1,1,1,1,0.081691528286
1,0,1,0,1,1,0,1,1,0,0,0,0,1,0.0484097945398
0,1,1,0,1,0,1,1,0,0,0,0,0,0,0.0322966507177
1,0,0,0,0,0,1,1,0,0,0,1,1,0,0.0652265690965
1,1,1,1,1,1,1,0,1,0,1,0,0,0,0.0496059667886
0,0,0,1,0,1,1,0,1,1,0,0,0,1,0.0563608218407
1,0,0,1,1,0,0,1,0,1,1,0,0,0,0.0340557275542
1,0,0,1,0,0,1,0,0,0,1,0,1,0,0.0268083309879
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0.0743737686462
1,1,0,1,1,1,1,0,0,0,1,0,1,1,0.0587531663383
1,0,1,1,0,1,0,1,0,1,1,1,1,0,0.0501688713763
1,0,1,1,1,0,0,0,1,1,1,1,1,0,0.0542499296369
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.220658598368
0,0,1,0,0,0,1,1,1,1,0,1,1,1,0.0568533633549
0,1,1,1,0,1,0,1,1,0,0,0,0,0,0.0351111736561
0,0,1,0,0,0,1,1,1,0,1,1,1,1,0.0465099915564
0,1,0,0,1,0,0,1,1,0,1,1,0,1,0.0915423585702
1,1,1,1,0,1,1,0,1,0,1,1,1,0,0.427244582043
1,1,0,0,1,0,1,1,0,1,1,0,0,1,0.0215311004785
1,0,1,1,1,1,0,1,1,1,1,1,1,1,0.0313819307627
0,0,1,1,1,0,1,0,1,1,1,1,1,0,0.0583309878976
0,1,0,1,1,1,1,1,1,0,1,0,1,1,0.0199831128624
0,0,0,0,0,1,1,0,1,1,1,0,1,0,0.0118209963411
1,0,0,0,0,0,1,1,0,1,1,0,1,0,0.0595975232198
0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.0353222628764
1,1,0,1,0,0,1,1,1,0,0,1,1,1,0.0620602307909
1,0,0,0,1,1,1,1,0,0,0,1,0,1,0.0478468899522
1,0,1,0,1,0,1,1,0,1,0,1,0,0,0.0658598367577
1,0,1,0,1,1,0,1,0,1,1,1,0,1,0.0851393188854
1,0,1,1,0,0,0,0,1,1,1,1,1,0,0.167041936392
0,0,1,0,1,1,1,0,0,0,0,0,1,0,0.0552350126654
0,1,0,1,1,1,1,1,1,1,1,0,1,0,0.0522797635801
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0.029130312412
1,0,0,1,0,0,1,1,0,1,1,1,0,1,0.0676189135941
0,1,0,0,0,0,0,0,1,1,0,0,0,1,0.0567830002815
0,0,1,0,0,1,1,0,1,1,1,1,0,0,0.0606529693217
1,0,1,1,0,1,1,1,1,0,0,0,1,1,0.0560090064734
0,1,0,0,1,1,1,1,0,0,0,1,1,0,0.0389811426963
1,1,0,0,0,0,0,1,1,1,0,1,0,0,0.0636785814804
0,0,1,1,0,1,1,1,0,0,0,1,1,0,0.0390515057698
1,0,1,0,0,0,1,1,1,0,1,0,0,1,0.0635378553335
0,1,1,0,0,1,0,0,0,1,1,0,0,1,0.0465099915564
1,1,0,0,0,0,0,0,0,0,0,1,1,1,0.106459330144
1,0,0,1,0,1,0,0,1,0,1,1,0,0,0.0821137067267
1,1,1,0,1,0,1,1,0,1,0,0,0,1,0.0925978046721
1,1,0,0,1,1,0,1,0,0,0,1,1,1,0.0857725865466
1,0,1,1,0,1,1,1,1,1,0,1,0,1,0.0674781874472
0,0,0,0,1,0,1,1,1,0,1,0,0,1,0.0479876160991
0,1,1,1,0,1,0,1,0,1,1,1,0,1,0.0733886856178
0,0,1,0,1,1,0,0,0,0,0,1,1,1,0.0690261750633
0,1,0,1,0,1,0,0,1,0,1,1,1,1,0.07648466085
0,1,1,0,0,0,1,1,0,0,0,0,0,1,0.0575569940895
0,1,1,1,1,0,1,0,0,0,0,0,0,1,0.0683225443287
1,1,1,1,0,1,0,0,1,0,0,1,0,1,0.0845060512243
1,0,1,0,0,1,0,1,1,0,1,1,0,0,0.083380242049
1,0,1,0,0,0,0,1,1,0,1,0,1,0,0.0487616099071
0,1,1,0,0,1,0,0,1,0,1,0,1,1,0.0564311849142
0,0,0,0,0,0,1,0,1,0,1,1,1,0,0.047213622291
0,0,1,0,1,1,1,0,1,0,0,1,0,0,0.0277934140163
0,0,1,1,1,0,0,0,1,0,0,1,0,0,0.044610188573
1,0,1,1,1,0,0,1,0,0,1,1,1,0,0.0928792569659
0,0,1,0,1,1,0,1,0,1,0,0,1,1,0.0608640585421
1,1,0,0,1,0,0,1,1,1,1,0,1,1,0.0263861525471
1,1,0,0,1,1,0,1,0,0,0,1,0,1,0.0384886011821
1,0,1,1,0,0,0,0,0,1,0,0,1,0,0.0356740782437
1,1,0,0,0,1,0,0,1,1,0,0,1,0,0.0359555305376
0,1,0,1,1,0,0,0,0,0,0,1,1,0,0.042147481002
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.0650858429496
1,1,1,0,0,1,0,1,1,0,0,0,1,0,0.0241345341965
1,0,0,1,0,1,1,0,1,1,1,1,1,1,0.0918238108641
1,1,0,1,1,0,1,1,1,1,1,1,1,0,0.073107233324
1,0,0,1,1,1,1,1,0,1,1,0,0,1,0.152265690965
0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.0457359977484
1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.0818322544329
1,1,1,1,0,0,1,1,0,0,0,0,0,1,0.0613566000563
0,1,1,0,0,0,1,1,1,1,0,1,0,1,0.118843231072
0,0,0,1,1,0,1,0,0,0,0,1,1,0,0.104911342527
0,1,0,1,1,0,1,0,1,0,0,0,1,0,0.0670560090065
0,0,0,0,1,0,0,1,1,0,1,1,0,1,0.0449620039403
1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.0296228539263
0,1,0,1,1,1,0,1,0,1,0,0,0,1,0.0269490571348
1,0,0,1,0,0,0,1,0,0,1,1,0,0,0.0821137067267
0,0,0,1,1,0,1,1,1,0,1,1,0,1,0.0525612158739
1,1,0,1,0,0,1,0,0,1,1,0,1,0,0.0238530819026
0,0,0,1,0,1,0,1,1,0,1,1,0,1,0.0999155643118
1,1,1,0,0,1,1,1,1,1,0,1,1,0,0.0981564874754
0,1,0,0,0,1,1,1,0,1,1,0,1,0,0.0466507177033
1,1,0,0,0,0,1,1,1,1,1,1,0,1,0.0439065578384
1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.0138615254714
1,1,0,0,1,0,0,0,0,1,0,0,1,1,0.189206304531
1,0,0,1,1,1,1,1,1,1,1,1,0,1,0.110681114551
1,1,0,0,0,1,0,0,1,1,1,0,1,1,0.0540388404165
1,0,1,1,1,0,1,0,0,0,0,1,1,1,0.0437658316915
1,1,1,1,1,1,0,0,0,1,1,0,0,0,0.0270194202083
0,1,1,1,1,1,0,0,0,1,0,1,1,1,0.0771179285111
0,0,1,1,1,1,1,1,1,0,0,0,1,0,0.0465099915564
1,0,1,1,1,1,0,1,0,1,1,0,1,0,0.0766957500704
0,1,0,1,1,0,0,1,1,0,0,1,0,0,0.106318603997
1,1,0,0,0,1,1,1,1,0,0,0,0,1,0.0354629890234
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.111314382212
0,1,1,1,0,0,1,1,1,1,1,0,0,1,0.051505769772
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.0614973262032
1,1,0,1,1,1,0,0,1,1,1,0,0,0,0.0426400225162
0,1,0,1,0,0,1,1,0,1,0,0,0,1,0.0259639741064
0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.104770616381
0,1,0,0,1,0,0,1,0,1,0,1,1,0,0.0553053757388
0,0,1,0,1,1,1,1,0,0,0,0,1,1,0.0812693498452
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0727554179567
0,0,0,0,0,0,1,1,1,1,0,0,1,0,0.0211089220377
1,1,1,1,1,0,1,0,1,0,1,0,0,0,0.03356318604
0,0,1,0,1,1,0,1,0,0,0,0,1,1,0.0249085280045
0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.045524908528
1,0,0,0,1,0,0,1,1,0,1,1,1,0,0.0389107796229
1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.158809456797
0,0,0,1,0,1,1,0,0,1,0,0,0,0,0.0745144947931
0,1,1,1,0,0,0,0,0,1,0,1,0,0,0.0483394314664
0,1,1,1,1,0,1,1,1,0,1,0,1,0,0.0161131438221
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0398958626513
1,0,0,0,1,0,0,1,1,1,0,1,1,0,0.053194483535
0,1,1,0,0,0,1,0,0,0,1,1,0,1,0.0537573881227
1,0,1,0,1,1,1,0,0,1,1,0,0,0,0.0670560090065
1,0,0,1,0,0,1,0,0,1,1,1,0,1,0.0562200956938
1,0,0,0,0,0,1,1,1,0,1,0,1,0,0.0677596397411
1,1,0,0,0,0,0,1,0,0,1,1,1,0,0.0859133126935
0,1,1,1,0,0,1,1,0,1,1,1,1,0,0.0888685617788
1,1,0,1,1,0,0,1,0,0,1,1,0,0,0.126583169153
1,1,0,1,0,0,1,0,0,1,1,1,1,1,0.112440191388
0,1,0,0,0,1,0,1,0,1,1,1,1,0,0.0477765268787
0,1,1,1,1,0,0,1,0,1,1,0,1,1,0.0253307064453
0,0,0,0,0,0,1,0,1,0,1,0,1,1,0.0767661131438
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0.0287081339713
0,1,1,1,1,1,1,1,0,0,1,0,1,1,0.024978891078
0,1,0,0,1,0,0,1,0,1,0,0,1,1,0.0683225443287
