SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readseq.1
0,1,1,1,1,0,1,0,0,0,1,0,1,0,62.239
0,0,0,1,0,0,0,0,0,1,0,1,1,0,62.396
0,1,0,1,0,0,1,0,0,1,1,0,1,1,62.918
0,0,1,1,1,0,1,0,1,1,1,0,1,0,62.622
0,0,0,1,1,0,1,0,1,1,0,0,1,0,61.357
0,0,1,0,0,0,0,0,1,0,1,0,1,1,62.259
0,0,1,0,1,0,1,0,0,0,0,0,0,1,62.604
0,1,1,1,1,1,1,0,1,1,0,1,1,1,61.919
1,1,0,1,0,0,0,1,0,1,0,1,0,0,62.204
1,0,1,1,0,0,0,1,1,1,1,0,0,0,63.314
1,1,0,0,1,1,1,0,0,0,0,1,1,0,61.582
1,0,0,1,1,1,1,0,1,1,1,1,0,1,82.122
0,0,0,0,0,1,0,1,0,0,0,0,0,1,60.703
1,1,1,1,1,1,1,1,1,1,1,0,0,1,62.363
0,0,1,1,0,0,1,1,0,0,1,1,0,0,62.59
1,1,1,0,1,0,1,1,1,1,0,1,0,0,62.009
0,0,0,1,1,0,0,0,0,1,1,0,1,0,61.272
1,1,0,0,1,0,0,0,1,0,0,1,1,0,61.286
0,1,0,1,1,0,0,0,0,0,0,1,1,0,62.919
1,0,0,1,0,1,0,0,1,1,1,1,1,0,60.896
1,1,1,1,1,1,0,0,1,1,1,0,0,0,62.935
1,0,1,0,1,1,0,0,1,1,1,1,0,1,64.304
0,0,1,1,0,1,0,1,0,0,1,1,0,1,61.464
0,1,0,1,0,0,1,1,1,1,1,0,1,1,63.995
1,0,0,1,1,1,1,0,1,0,0,1,1,0,61.75
1,0,0,1,1,0,1,0,1,1,0,1,1,0,63.671
0,0,1,1,0,0,0,0,1,1,0,0,1,0,63.043
0,0,0,0,1,1,1,1,1,0,1,0,1,0,65.713
1,0,0,1,1,1,1,1,1,0,1,0,0,1,61.769
1,1,0,0,0,1,0,0,1,0,0,1,0,0,61.707
1,0,1,1,0,0,0,0,0,0,1,1,0,0,61.683
1,0,1,0,1,0,0,0,1,0,0,1,0,0,62.991
0,1,1,1,1,1,0,1,1,0,0,0,0,0,61.504
0,1,0,0,0,1,0,0,1,0,1,1,0,0,61.832
1,0,0,0,1,1,0,0,0,1,1,0,0,1,61.266
1,1,0,1,1,0,0,1,1,0,0,1,0,0,61.758
1,0,1,1,0,1,0,1,1,1,1,0,1,1,60.823
0,1,1,0,1,1,1,0,0,1,1,0,0,1,63.914
1,1,0,1,0,0,1,1,0,0,1,1,1,0,61.195
0,1,0,1,1,0,1,1,0,1,1,0,1,0,64.243
1,0,0,1,1,0,1,1,0,1,0,1,0,1,61.914
1,1,1,0,1,0,0,0,1,0,0,0,0,1,65.464
0,0,1,1,0,0,1,0,0,1,0,1,0,1,61.108
0,1,1,0,0,0,1,1,0,0,1,0,0,1,60.91
0,1,1,1,1,1,0,0,0,1,1,1,0,1,62.439
1,0,1,0,0,0,1,0,1,0,0,1,0,0,61.676
0,0,1,0,0,1,1,0,1,0,0,0,1,1,60.499
1,1,1,0,0,0,0,1,0,0,1,1,1,1,61.893
0,0,0,1,0,1,1,1,1,1,0,0,0,0,61.432
0,1,1,0,0,0,0,0,1,0,1,1,1,1,61.778
0,1,0,0,0,0,0,1,0,1,1,1,1,0,62.755
0,1,1,1,1,0,1,1,1,1,1,0,0,0,63.638
0,0,0,1,1,0,0,0,0,1,1,1,0,1,62.288
1,0,1,0,0,1,0,0,0,0,0,0,1,1,60.221
1,0,1,0,1,1,0,0,1,1,0,1,0,0,61.471
0,1,1,1,0,1,0,0,0,0,0,1,0,0,62.04
1,0,1,1,0,1,0,1,0,0,0,0,1,1,62.251
0,1,1,1,1,0,0,1,1,1,1,0,0,0,62.498
0,1,0,1,1,0,1,0,0,1,1,0,1,0,61.99
0,0,1,1,1,0,0,1,1,1,1,0,1,0,64.584
1,0,1,1,1,1,1,1,0,1,1,0,1,0,61.886
0,0,1,1,1,0,1,0,0,1,1,1,0,1,61.507
1,1,0,0,0,0,1,1,1,1,1,0,1,0,63.145
0,1,1,1,0,1,0,0,0,0,1,1,1,0,61.274
1,1,1,1,0,1,1,1,1,1,1,0,1,1,62.695
1,1,1,0,0,0,1,0,0,1,1,0,1,1,62.043
1,0,0,0,0,1,1,1,1,1,0,1,1,0,60.696
1,1,0,1,1,0,1,1,0,1,0,1,1,1,62.573
1,0,1,1,1,1,0,0,1,0,1,0,0,1,64.545
0,0,1,1,0,0,1,0,0,0,1,0,1,0,61.518
1,1,0,1,0,1,0,1,0,1,0,0,0,0,61.481
1,1,1,0,0,1,1,0,1,0,0,1,0,0,62.712
1,1,0,1,0,1,1,0,1,1,0,1,0,1,62.03
1,0,1,0,1,0,1,1,0,1,0,1,1,0,63.474
1,0,1,1,0,1,0,0,1,0,1,1,0,1,62.361
1,0,0,0,1,0,0,1,0,1,1,0,1,1,62.063
1,0,0,1,0,0,0,1,1,1,1,0,0,0,61.104
1,0,1,0,0,1,1,1,1,1,1,0,0,1,63.426
1,0,0,0,0,1,0,1,0,0,0,0,1,0,63.256
0,1,1,1,1,1,0,0,1,1,0,0,1,1,61.896
1,1,1,1,1,1,0,1,0,0,0,1,1,0,63.138
1,1,1,1,0,0,1,0,1,1,0,0,1,0,62.447
0,1,0,1,0,0,1,0,1,0,0,1,0,0,62.241
0,1,0,1,1,0,1,0,1,1,1,0,0,1,62.704
0,0,1,1,0,1,0,1,1,0,0,0,0,0,60.705
0,0,1,1,0,1,0,1,0,1,0,0,1,0,61.804
0,0,0,1,1,0,0,0,0,1,1,0,1,0,60.997
0,1,1,0,1,0,0,1,0,0,0,1,1,0,61.61
0,1,1,1,0,1,0,1,0,0,1,1,1,1,61.209
1,1,0,0,1,1,1,0,0,1,1,1,1,1,61.714
1,1,1,0,0,0,0,1,1,0,0,1,1,1,61.336
1,1,1,1,1,1,0,1,1,0,0,0,1,0,65.32
1,1,0,0,0,1,0,1,1,0,1,1,1,0,61.971
0,1,0,0,0,1,0,1,1,0,0,1,0,0,62.914
1,0,1,1,1,1,0,1,1,0,0,1,1,1,62.486
1,0,0,1,1,1,0,0,1,0,1,0,1,1,63.824
0,1,0,1,1,1,0,1,1,0,0,1,1,0,62.135
1,1,1,1,1,1,1,1,1,0,0,0,1,0,64.207
0,0,1,1,1,1,0,1,1,1,1,1,1,1,62.078
0,1,1,0,0,0,0,0,0,1,0,1,1,1,61.807
1,0,1,0,0,0,1,1,1,0,0,0,0,1,61.586
1,1,0,1,0,0,0,0,0,0,0,0,1,0,61.689
0,1,1,0,1,1,1,1,1,1,0,0,1,1,63.894
1,1,1,1,1,0,1,0,1,0,0,0,1,1,61.84
1,1,1,0,0,1,0,0,0,1,1,1,0,0,62.279
0,1,1,1,1,0,1,0,0,1,1,1,1,0,61.811
1,1,1,1,1,0,1,0,1,1,0,1,1,0,61.084
1,0,0,0,1,0,1,1,1,1,0,0,0,0,60.941
0,1,0,0,0,1,0,1,1,0,0,1,1,1,62.739
0,1,0,0,1,0,0,1,1,1,0,0,1,1,63.184
0,1,1,0,0,0,0,0,1,1,0,1,0,1,63.853
1,0,0,1,1,1,0,1,0,1,1,1,1,0,61.016
0,0,1,0,1,0,0,1,1,1,1,0,1,0,62.677
0,1,1,1,1,0,0,1,1,1,1,1,1,1,64.3
1,0,0,1,1,1,0,1,0,1,1,1,0,1,62.476
0,0,0,1,0,0,1,0,0,1,1,1,1,1,63.834
1,0,0,0,1,1,1,0,0,0,0,0,0,0,60.546
1,1,0,1,0,1,1,0,1,1,0,0,0,1,62.531
1,1,1,0,1,0,1,1,0,0,1,1,0,1,62.348
0,0,1,0,0,0,0,0,1,0,0,0,0,1,63.861
1,1,0,1,1,0,1,0,1,1,1,1,1,1,62.285
0,0,1,1,1,1,0,1,0,0,0,1,0,1,62.641
0,0,1,1,1,1,1,0,1,0,0,1,0,0,61.868
0,1,1,1,0,0,0,0,0,1,1,1,1,1,62.262
0,1,1,0,1,1,0,0,1,1,1,1,0,1,61.866
1,0,0,1,1,1,1,0,0,1,0,1,0,0,61.672
0,1,0,1,1,1,1,1,1,0,0,1,1,1,61.895
1,0,1,1,0,0,0,0,0,0,1,1,1,0,61.521
1,1,0,0,0,1,0,1,0,1,1,1,0,1,62.432
0,1,0,0,0,0,0,1,1,0,0,0,0,1,62.072
0,1,1,0,1,0,1,0,0,0,0,1,1,1,61.88
1,0,1,1,0,0,0,0,1,1,1,0,0,0,61.309
1,1,1,0,1,1,0,1,1,0,0,1,0,1,61.343
0,1,1,1,1,1,1,0,0,1,0,0,0,0,61.738
1,0,1,0,1,1,0,1,1,1,1,1,1,0,62.414
0,0,1,0,1,0,0,1,1,0,0,1,0,0,61.533
1,0,0,1,1,1,0,1,0,1,0,0,1,0,62.495
1,0,1,1,1,0,0,0,1,0,0,1,0,1,62.533
1,0,0,0,1,1,1,1,1,1,1,1,0,0,63.702
0,0,0,0,1,0,0,1,0,0,0,0,1,0,62.882
0,1,1,0,0,0,1,0,0,1,1,1,1,1,61.685
0,1,1,1,0,1,1,0,1,1,0,1,0,0,61.299
0,0,0,0,1,1,1,1,1,0,0,1,1,1,60.915
1,1,1,0,0,1,1,0,1,0,0,1,1,1,62.804
0,1,1,0,0,1,1,0,1,0,0,0,0,0,61.865
1,1,1,0,0,1,0,1,1,1,1,0,1,0,61.785
0,1,1,1,0,1,0,0,1,0,0,0,1,0,63.464
1,1,1,1,0,1,0,0,1,0,1,1,1,1,62.292
1,1,1,0,1,0,1,1,0,1,1,1,0,0,62.559
1,1,0,1,0,0,1,0,0,0,0,1,0,0,62.407
1,1,0,0,1,0,0,0,1,1,1,0,1,1,63.429
1,1,0,0,0,1,0,1,0,0,0,1,0,0,62.551
0,1,0,1,1,1,1,0,0,1,1,0,0,0,62.911
0,1,0,0,1,1,0,0,0,0,0,1,1,1,62.211
0,0,1,0,1,1,1,1,0,1,0,0,1,0,63.976
0,0,0,0,0,1,1,1,1,0,1,0,1,1,61.812
0,1,1,1,1,1,0,0,0,1,0,1,0,1,60.695
1,1,1,1,1,0,1,0,1,0,0,1,1,1,62.009
0,1,1,1,0,1,1,0,0,1,1,0,1,1,60.723
0,0,0,0,0,0,1,0,1,0,1,0,0,0,63.578
0,0,0,1,0,0,0,0,1,0,1,0,0,1,61.074
0,1,0,0,0,0,0,0,0,1,1,0,1,1,63.206
1,1,0,0,1,1,1,1,1,1,1,0,0,1,62.584
0,1,0,1,0,0,1,0,1,0,0,0,1,0,81.346
1,1,1,1,0,0,1,0,0,1,1,1,0,1,64.289
1,1,0,1,0,0,0,0,0,1,1,0,1,0,60.593
1,0,0,1,1,1,1,1,0,0,0,0,0,1,62.077
0,0,0,1,0,1,1,1,1,0,0,1,0,1,63.16
1,1,0,0,0,0,1,0,1,1,0,0,1,0,61.507
0,0,0,1,1,1,0,1,1,0,1,0,1,0,62.169
1,1,0,0,1,1,1,1,0,0,1,0,1,1,62.877
0,1,0,1,0,1,0,1,1,1,0,1,0,1,62.349
0,0,1,1,1,0,0,0,0,1,1,1,1,1,61.585
1,0,0,0,1,0,1,1,1,0,0,1,1,0,61.493
0,0,1,1,1,1,1,1,0,0,1,1,0,1,63.181
0,0,1,1,0,0,1,1,1,1,1,0,1,1,61.646
0,1,0,0,1,1,1,0,0,1,1,1,1,1,62.865
1,0,1,0,1,1,0,1,1,0,0,0,0,1,62.465
0,1,1,0,1,0,1,1,0,0,0,0,0,0,62.192
1,0,0,0,0,0,1,1,0,0,0,1,1,0,62.177
1,1,1,1,1,1,1,0,1,0,1,0,0,0,61.395
0,0,0,1,0,1,1,0,1,1,0,0,0,1,62.374
1,0,0,1,1,0,0,1,0,1,1,0,0,0,63.151
1,0,0,1,0,0,1,0,0,0,1,0,1,0,61.533
1,1,1,0,0,1,0,0,0,0,0,1,1,0,61.685
1,1,0,1,1,1,1,0,0,0,1,0,1,1,61.278
1,0,1,1,0,1,0,1,0,1,1,1,1,0,62.128
1,0,1,1,1,0,0,0,1,1,1,1,1,0,62.256
1,0,1,0,0,1,0,0,1,0,1,0,0,0,62.757
0,0,1,0,0,0,1,1,1,1,0,1,1,1,63.768
0,1,1,1,0,1,0,1,1,0,0,0,0,0,64.812
0,0,1,0,0,0,1,1,1,0,1,1,1,1,62.057
0,1,0,0,1,0,0,1,1,0,1,1,0,1,61.3
1,1,1,1,0,1,1,0,1,0,1,1,1,0,65.167
1,1,0,0,1,0,1,1,0,1,1,0,0,1,62.201
1,0,1,1,1,1,0,1,1,1,1,1,1,1,62.18
0,0,1,1,1,0,1,0,1,1,1,1,1,0,62.865
0,1,0,1,1,1,1,1,1,0,1,0,1,1,63.134
0,0,0,0,0,1,1,0,1,1,1,0,1,0,61.449
1,0,0,0,0,0,1,1,0,1,1,0,1,0,62.179
0,0,0,1,0,0,0,0,0,1,0,0,1,1,63.768
1,1,0,1,0,0,1,1,1,0,0,1,1,1,61.817
1,0,0,0,1,1,1,1,0,0,0,1,0,1,63.742
1,0,1,0,1,0,1,1,0,1,0,1,0,0,61.951
1,0,1,0,1,1,0,1,0,1,1,1,0,1,60.983
1,0,1,1,0,0,0,0,1,1,1,1,1,0,64.318
0,0,1,0,1,1,1,0,0,0,0,0,1,0,61.387
0,1,0,1,1,1,1,1,1,1,1,0,1,0,61.469
0,1,0,1,0,0,0,0,0,0,1,0,1,0,64.549
1,0,0,1,0,0,1,1,0,1,1,1,0,1,63.507
0,1,0,0,0,0,0,0,1,1,0,0,0,1,60.97
0,0,1,0,0,1,1,0,1,1,1,1,0,0,63.471
1,0,1,1,0,1,1,1,1,0,0,0,1,1,61.471
0,1,0,0,1,1,1,1,0,0,0,1,1,0,63.934
1,1,0,0,0,0,0,1,1,1,0,1,0,0,62.601
0,0,1,1,0,1,1,1,0,0,0,1,1,0,62.526
1,0,1,0,0,0,1,1,1,0,1,0,0,1,62.487
0,1,1,0,0,1,0,0,0,1,1,0,0,1,61.899
1,1,0,0,0,0,0,0,0,0,0,1,1,1,62.401
1,0,0,1,0,1,0,0,1,0,1,1,0,0,62.671
1,1,1,0,1,0,1,1,0,1,0,0,0,1,61.84
1,1,0,0,1,1,0,1,0,0,0,1,1,1,60.656
1,0,1,1,0,1,1,1,1,1,0,1,0,1,62.953
0,0,0,0,1,0,1,1,1,0,1,0,0,1,62.148
0,1,1,1,0,1,0,1,0,1,1,1,0,1,61.641
0,0,1,0,1,1,0,0,0,0,0,1,1,1,62.292
0,1,0,1,0,1,0,0,1,0,1,1,1,1,61.878
0,1,1,0,0,0,1,1,0,0,0,0,0,1,60.851
0,1,1,1,1,0,1,0,0,0,0,0,0,1,61.027
1,1,1,1,0,1,0,0,1,0,0,1,0,1,62.563
1,0,1,0,0,1,0,1,1,0,1,1,0,0,61.377
1,0,1,0,0,0,0,1,1,0,1,0,1,0,62.8
0,1,1,0,0,1,0,0,1,0,1,0,1,1,61.058
0,0,0,0,0,0,1,0,1,0,1,1,1,0,61.963
0,0,1,0,1,1,1,0,1,0,0,1,0,0,63.677
0,0,1,1,1,0,0,0,1,0,0,1,0,0,63.156
1,0,1,1,1,0,0,1,0,0,1,1,1,0,61.604
0,0,1,0,1,1,0,1,0,1,0,0,1,1,61.549
1,1,0,0,1,0,0,1,1,1,1,0,1,1,62.291
1,1,0,0,1,1,0,1,0,0,0,1,0,1,63.456
1,0,1,1,0,0,0,0,0,1,0,0,1,0,63.131
1,1,0,0,0,1,0,0,1,1,0,0,1,0,62.741
0,1,0,1,1,0,0,0,0,0,0,1,1,0,60.635
1,0,0,1,0,1,0,0,0,0,1,0,0,1,60.957
1,1,1,0,0,1,0,1,1,0,0,0,1,0,62.829
1,0,0,1,0,1,1,0,1,1,1,1,1,1,60.889
1,1,0,1,1,0,1,1,1,1,1,1,1,0,61.009
1,0,0,1,1,1,1,1,0,1,1,0,0,1,61.665
0,0,1,0,1,1,0,0,0,1,0,0,1,0,60.787
1,1,1,1,0,0,0,1,0,0,0,0,0,0,62.02
1,1,1,1,0,0,1,1,0,0,0,0,0,1,65.894
0,1,1,0,0,0,1,1,1,1,0,1,0,1,62.27
0,0,0,1,1,0,1,0,0,0,0,1,1,0,62.153
0,1,0,1,1,0,1,0,1,0,0,0,1,0,61.804
0,0,0,0,1,0,0,1,1,0,1,1,0,1,63.041
1,1,0,0,0,1,1,1,1,1,1,0,0,0,61.678
0,1,0,1,1,1,0,1,0,1,0,0,0,1,63.514
1,0,0,1,0,0,0,1,0,0,1,1,0,0,61.399
0,0,0,1,1,0,1,1,1,0,1,1,0,1,62.054
1,1,0,1,0,0,1,0,0,1,1,0,1,0,62.36
0,0,0,1,0,1,0,1,1,0,1,1,0,1,62.347
1,1,1,0,0,1,1,1,1,1,0,1,1,0,62.196
0,1,0,0,0,1,1,1,0,1,1,0,1,0,61.388
1,1,0,0,0,0,1,1,1,1,1,1,0,1,62.454
1,0,0,1,1,1,1,1,1,0,0,0,1,1,61.245
1,1,0,0,1,0,0,0,0,1,0,0,1,1,61.184
1,0,0,1,1,1,1,1,1,1,1,1,0,1,62.33
1,1,0,0,0,1,0,0,1,1,1,0,1,1,61.924
1,0,1,1,1,0,1,0,0,0,0,1,1,1,62.063
1,1,1,1,1,1,0,0,0,1,1,0,0,0,62.269
0,1,1,1,1,1,0,0,0,1,0,1,1,1,62.171
0,0,1,1,1,1,1,1,1,0,0,0,1,0,61.421
1,0,1,1,1,1,0,1,0,1,1,0,1,0,61.976
0,1,0,1,1,0,0,1,1,0,0,1,0,0,68.194
1,1,0,0,0,1,1,1,1,0,0,0,0,1,62.181
0,0,0,1,1,1,0,1,0,1,0,1,0,1,62.484
0,1,1,1,0,0,1,1,1,1,1,0,0,1,64.089
1,1,1,1,1,1,1,1,1,1,1,1,0,1,63.4
1,1,0,1,1,1,0,0,1,1,1,0,0,0,62.31
0,1,0,1,0,0,1,1,0,1,0,0,0,1,62.432
0,0,1,0,0,0,1,0,0,0,0,1,0,1,62.263
0,1,0,0,1,0,0,1,0,1,0,1,1,0,62.379
0,0,1,0,1,1,1,1,0,0,0,0,1,1,61.233
0,0,0,0,0,0,0,0,1,1,0,0,0,0,61.332
0,0,0,0,0,0,1,1,1,1,0,0,1,0,63.276
1,1,1,1,1,0,1,0,1,0,1,0,0,0,61.532
0,0,1,0,1,1,0,1,0,0,0,0,1,1,63.85
0,0,1,0,0,1,0,0,1,0,0,1,1,0,62.449
1,0,0,0,1,0,0,1,1,0,1,1,1,0,61.671
1,0,0,1,1,0,0,0,0,0,1,0,0,1,63.098
0,0,0,1,0,1,1,0,0,1,0,0,0,0,61.376
0,1,1,1,0,0,0,0,0,1,0,1,0,0,63.55
0,1,1,1,1,0,1,1,1,0,1,0,1,0,62.433
1,0,1,0,0,1,1,0,0,0,0,0,0,0,61.95
1,0,0,0,1,0,0,1,1,1,0,1,1,0,63.072
0,1,1,0,0,0,1,0,0,0,1,1,0,1,62.48
1,0,1,0,1,1,1,0,0,1,1,0,0,0,61.312
1,0,0,1,0,0,1,0,0,1,1,1,0,1,62.88
1,0,0,0,0,0,1,1,1,0,1,0,1,0,60.875
1,1,0,0,0,0,0,1,0,0,1,1,1,0,62.514
0,1,1,1,0,0,1,1,0,1,1,1,1,0,62.112
1,1,0,1,1,0,0,1,0,0,1,1,0,0,63.077
1,1,0,1,0,0,1,0,0,1,1,1,1,1,62.838
0,1,0,0,0,1,0,1,0,1,1,1,1,0,62.823
0,1,1,1,1,0,0,1,0,1,1,0,1,1,61.819
0,0,0,0,0,0,1,0,1,0,1,0,1,1,62.329
0,1,1,1,1,0,0,0,1,0,0,0,0,0,62.514
0,1,1,1,1,1,1,1,0,0,1,0,1,1,62.598
0,1,0,0,1,0,0,1,0,1,0,0,1,1,61.374
1,0,1,0,0,0,0,1,0,0,1,1,0,0,63.153
1,1,0,0,1,0,0,1,0,0,0,0,1,0,62.85
0,1,0,0,1,1,1,0,1,0,1,1,1,1,62.28
1,1,1,0,0,1,0,1,1,0,1,0,0,1,62.05
1,0,0,0,0,0,1,0,1,1,1,0,1,1,62.349
1,0,0,1,1,0,1,1,1,1,1,1,1,1,61.819
1,1,0,1,1,1,0,0,1,1,0,1,0,0,63.757
0,1,1,1,0,0,1,1,1,1,1,0,0,0,62.324
0,0,0,1,0,1,0,1,0,0,1,0,0,0,63.11
1,0,1,0,0,1,1,0,0,1,1,1,1,0,60.866
0,1,1,0,0,0,0,1,1,1,0,0,1,0,61.322
1,0,0,1,0,1,1,0,0,1,1,1,1,1,62.166
1,0,1,0,1,0,0,0,1,1,1,0,1,0,62.668
1,0,1,1,1,1,1,0,0,1,1,1,1,0,62.556
0,1,1,0,1,1,1,1,0,1,0,1,0,0,62.963
0,0,1,0,0,0,0,0,1,0,1,1,0,1,61.601
0,1,1,1,0,0,0,0,0,0,0,1,0,1,61.148
0,0,1,1,0,0,1,0,0,1,0,0,1,0,62.476
0,1,1,0,0,1,1,0,0,1,0,1,0,0,61.625
0,1,0,1,0,0,0,1,0,0,1,1,0,0,61.191
0,0,1,1,0,1,0,1,0,1,0,1,1,1,61.636
1,1,0,0,0,0,1,1,0,1,1,1,1,0,62.647
0,1,1,1,1,0,1,1,1,1,0,0,0,0,61.853
0,1,0,0,0,0,1,0,0,1,1,0,0,0,64.268
1,0,1,0,0,1,0,1,0,0,1,1,1,0,62.164
0,0,1,1,0,1,1,1,0,1,0,0,0,1,60.741
0,0,1,1,0,1,1,0,0,0,0,1,0,0,62.624
1,1,0,1,1,1,1,0,1,1,0,0,0,0,62.115
1,1,0,0,0,0,0,1,0,1,0,1,1,0,62.276
0,0,1,0,0,0,1,0,1,0,0,1,1,0,62.298
0,0,0,0,1,0,0,1,0,1,1,1,1,1,63.454
0,1,0,1,1,1,0,1,0,0,0,1,1,1,61.54
1,0,0,0,1,0,0,0,0,1,0,1,1,1,61.778
1,0,1,1,0,0,0,1,1,0,1,0,1,0,61.613
0,0,1,0,1,1,1,1,0,0,0,0,0,1,61.044
1,0,0,0,0,1,0,0,1,0,0,1,1,0,62.241
1,0,0,0,1,1,1,1,0,1,0,0,0,1,62.455
0,1,1,1,0,0,0,0,0,0,0,0,1,1,62.371
1,1,0,1,0,1,0,1,1,1,0,0,0,0,61.281
0,1,1,1,0,0,0,1,1,1,0,0,0,0,61.447
0,1,1,1,1,1,0,0,1,1,1,1,1,1,63.389
1,0,0,0,0,0,0,0,0,0,1,0,1,0,63.413
0,1,0,1,0,0,0,1,1,1,0,1,0,0,61.873
0,1,0,0,0,0,1,1,1,1,1,0,0,1,64.493
