SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq.3
1,0,0,0,0,1,1,1,1,1,0,1,1,0,14.192
1,1,0,1,1,0,1,1,0,1,0,1,1,1,13.807
1,0,1,1,1,1,0,0,1,0,1,0,0,1,10.974
0,0,1,1,0,0,1,0,0,0,1,0,1,0,10.503
1,1,0,1,0,1,0,1,0,1,0,0,0,0,10.88
1,1,1,0,0,1,1,0,1,0,0,1,0,0,14.324
1,1,0,1,0,1,1,0,1,1,0,1,0,1,13.844
1,0,1,0,1,0,1,1,0,1,0,1,1,0,13.88
1,0,1,1,0,1,0,0,1,0,1,1,0,1,14.045
1,0,0,0,1,0,0,1,0,1,1,0,1,1,10.739
1,0,0,1,0,0,0,1,1,1,1,0,0,0,10.868
1,0,1,0,0,1,1,1,1,1,1,0,0,1,10.733
1,0,0,0,0,1,0,1,0,0,0,0,1,0,10.772
0,1,1,1,1,1,0,0,1,1,0,0,1,1,10.764
1,1,1,1,1,1,0,1,0,0,0,1,1,0,13.983
1,1,1,1,0,0,1,0,1,1,0,0,1,0,10.89
0,1,0,1,0,0,1,0,1,0,0,1,0,0,13.606
0,1,0,1,1,0,1,0,1,1,1,0,0,1,10.883
0,0,1,1,0,1,0,1,1,0,0,0,0,0,10.909
0,0,1,1,0,1,0,1,0,1,0,0,1,0,10.56
0,0,0,1,1,0,0,0,0,1,1,0,1,0,10.63
0,1,1,0,1,0,0,1,0,0,0,1,1,0,13.592
0,1,1,1,0,1,0,1,0,0,1,1,1,1,13.467
1,1,0,0,1,1,1,0,0,1,1,1,1,1,13.823
1,1,1,0,0,0,0,1,1,0,0,1,1,1,13.681
1,1,1,1,1,1,0,1,1,0,0,0,1,0,10.726
1,1,0,0,0,1,0,1,1,0,1,1,1,0,13.881
0,1,0,0,0,1,0,1,1,0,0,1,0,0,13.868
1,0,1,1,1,1,0,1,1,0,0,1,1,1,14.063
1,0,0,1,1,1,0,0,1,0,1,0,1,1,10.575
0,1,0,1,1,1,0,1,1,0,0,1,1,0,14.105
1,1,1,1,1,1,1,1,1,0,0,0,1,0,10.738
0,0,1,1,1,1,0,1,1,1,1,1,1,1,13.619
0,1,1,0,0,0,0,0,0,1,0,1,1,1,13.67
1,0,1,0,0,0,1,1,1,0,0,0,0,1,10.778
1,1,0,1,0,0,0,0,0,0,0,0,1,0,10.711
0,1,1,0,1,1,1,1,1,1,0,0,1,1,10.917
1,1,1,1,1,0,1,0,1,0,0,0,1,1,10.772
1,1,1,0,0,1,0,0,0,1,1,1,0,0,14.16
0,1,1,1,1,0,1,0,0,1,1,1,1,0,13.72
1,1,1,1,1,0,1,0,1,1,0,1,1,0,14.052
1,0,0,0,1,0,1,1,1,1,0,0,0,0,10.902
0,1,0,0,0,1,0,1,1,0,0,1,1,1,13.671
0,1,0,0,1,0,0,1,1,1,0,0,1,1,10.846
0,1,1,0,0,0,0,0,1,1,0,1,0,1,13.764
1,0,0,1,1,1,0,1,0,1,1,1,1,0,13.885
0,0,1,0,1,0,0,1,1,1,1,0,1,0,10.823
0,1,1,1,1,0,0,1,1,1,1,1,1,1,13.925
1,0,0,1,1,1,0,1,0,1,1,1,0,1,13.863
0,0,0,1,0,0,1,0,0,1,1,1,1,1,13.92
1,0,0,0,1,1,1,0,0,0,0,0,0,0,11.188
1,1,0,1,0,1,1,0,1,1,0,0,0,1,10.926
1,1,1,0,1,0,1,1,0,0,1,1,0,1,14.124
0,0,1,0,0,0,0,0,1,0,0,0,0,1,10.818
1,1,0,1,1,0,1,0,1,1,1,1,1,1,14.086
0,0,1,1,1,1,0,1,0,0,0,1,0,1,13.571
0,0,1,1,1,1,1,0,1,0,0,1,0,0,14.057
0,1,1,1,0,0,0,0,0,1,1,1,1,1,13.737
0,1,1,0,1,1,0,0,1,1,1,1,0,1,13.758
1,0,0,1,1,1,1,0,0,1,0,1,0,0,14.417
0,1,0,1,1,1,1,1,1,0,0,1,1,1,13.68
1,0,1,1,0,0,0,0,0,0,1,1,1,0,13.681
1,1,0,0,0,1,0,1,0,1,1,1,0,1,13.716
0,1,0,0,0,0,0,1,1,0,0,0,0,1,10.665
0,1,1,0,1,0,1,0,0,0,0,1,1,1,14.708
1,0,1,1,0,0,0,0,1,1,1,0,0,0,10.802
1,1,1,0,1,1,0,1,1,0,0,1,0,1,13.741
0,1,1,1,1,1,1,0,0,1,0,0,0,0,10.787
1,0,1,0,1,1,0,1,1,1,1,1,1,0,13.733
0,0,1,0,1,0,0,1,1,0,0,1,0,0,13.543
1,0,0,1,1,1,0,1,0,1,0,0,1,0,10.562
1,0,1,1,1,0,0,0,1,0,0,1,0,1,14.086
1,0,0,0,1,1,1,1,1,1,1,1,0,0,13.837
0,0,0,0,1,0,0,1,0,0,0,0,1,0,10.925
0,1,1,0,0,0,1,0,0,1,1,1,1,1,13.755
0,1,1,1,0,1,1,0,1,1,0,1,0,0,13.762
0,0,0,0,1,1,1,1,1,0,0,1,1,1,13.605
1,1,1,0,0,1,1,0,1,0,0,1,1,1,13.688
0,1,1,0,0,1,1,0,1,0,0,0,0,0,10.965
1,1,1,0,0,1,0,1,1,1,1,0,1,0,10.533
0,1,1,1,0,1,0,0,1,0,0,0,1,0,10.813
1,1,1,1,0,1,0,0,1,0,1,1,1,1,13.834
1,1,1,0,1,0,1,1,0,1,1,1,0,0,14.246
1,1,0,1,0,0,1,0,0,0,0,1,0,0,13.919
1,1,0,0,1,0,0,0,1,1,1,0,1,1,10.668
1,1,0,0,0,1,0,1,0,0,0,1,0,0,13.61
0,1,0,1,1,1,1,0,0,1,1,0,0,0,11.302
0,1,0,0,1,1,0,0,0,0,0,1,1,1,13.715
0,0,1,0,1,1,1,1,0,1,0,0,1,0,10.575
0,0,0,0,0,1,1,1,1,0,1,0,1,1,10.516
0,1,1,1,1,1,0,0,0,1,0,1,0,1,13.693
1,1,1,1,1,0,1,0,1,0,0,1,1,1,13.72
0,1,1,1,0,1,1,0,0,1,1,0,1,1,10.667
0,0,0,0,0,0,1,0,1,0,1,0,0,0,10.67
0,0,0,1,0,0,0,0,1,0,1,0,0,1,10.628
0,1,0,0,0,0,0,0,0,1,1,0,1,1,10.715
1,1,0,0,1,1,1,1,1,1,1,0,0,1,10.993
0,1,0,1,0,0,1,0,1,0,0,0,1,0,11.183
1,1,1,1,0,0,1,0,0,1,1,1,0,1,13.916
1,1,0,1,0,0,0,0,0,1,1,0,1,0,10.851
1,0,0,1,1,1,1,1,0,0,0,0,0,1,10.723
0,0,0,1,0,1,1,1,1,0,0,1,0,1,13.671
1,1,0,0,0,0,1,0,1,1,0,0,1,0,10.835
0,0,0,1,1,1,0,1,1,0,1,0,1,0,11.029
1,1,0,0,1,1,1,1,0,0,1,0,1,1,10.824
0,1,0,1,0,1,0,1,1,1,0,1,0,1,13.836
0,0,1,1,1,0,0,0,0,1,1,1,1,1,13.763
1,0,0,0,1,0,1,1,1,0,0,1,1,0,13.527
0,0,1,1,1,1,1,1,0,0,1,1,0,1,13.805
0,0,1,1,0,0,1,1,1,1,1,0,1,1,10.955
0,1,0,0,1,1,1,0,0,1,1,1,1,1,13.81
1,0,1,0,1,1,0,1,1,0,0,0,0,1,11.239
0,1,1,0,1,0,1,1,0,0,0,0,0,0,11.792
1,0,0,0,0,0,1,1,0,0,0,1,1,0,13.85
1,1,1,1,1,1,1,0,1,0,1,0,0,0,11.992
0,0,0,1,0,1,1,0,1,1,0,0,0,1,10.785
1,0,0,1,1,0,0,1,0,1,1,0,0,0,11.053
1,0,0,1,0,0,1,0,0,0,1,0,1,0,11.141
1,1,1,0,0,1,0,0,0,0,0,1,1,0,13.677
1,1,0,1,1,1,1,0,0,0,1,0,1,1,10.626
1,0,1,1,0,1,0,1,0,1,1,1,1,0,13.837
1,0,1,1,1,0,0,0,1,1,1,1,1,0,13.683
1,0,1,0,0,1,0,0,1,0,1,0,0,0,10.751
0,0,1,0,0,0,1,1,1,1,0,1,1,1,13.723
0,1,1,1,0,1,0,1,1,0,0,0,0,0,10.658
0,0,1,0,0,0,1,1,1,0,1,1,1,1,13.568
0,1,0,0,1,0,0,1,1,0,1,1,0,1,13.977
1,1,1,1,0,1,1,0,1,0,1,1,1,0,13.556
1,1,0,0,1,0,1,1,0,1,1,0,0,1,10.635
1,0,1,1,1,1,0,1,1,1,1,1,1,1,14.14
0,0,1,1,1,0,1,0,1,1,1,1,1,0,13.655
0,1,0,1,1,1,1,1,1,0,1,0,1,1,10.637
0,0,0,0,0,1,1,0,1,1,1,0,1,0,10.772
1,0,0,0,0,0,1,1,0,1,1,0,1,0,10.701
0,0,0,1,0,0,0,0,0,1,0,0,1,1,10.726
1,1,0,1,0,0,1,1,1,0,0,1,1,1,13.512
1,0,0,0,1,1,1,1,0,0,0,1,0,1,13.972
1,0,1,0,1,0,1,1,0,1,0,1,0,0,13.899
1,0,1,0,1,1,0,1,0,1,1,1,0,1,13.731
1,0,1,1,0,0,0,0,1,1,1,1,1,0,13.805
0,0,1,0,1,1,1,0,0,0,0,0,1,0,10.598
0,1,0,1,1,1,1,1,1,1,1,0,1,0,10.877
0,1,0,1,0,0,0,0,0,0,1,0,1,0,10.541
1,0,0,1,0,0,1,1,0,1,1,1,0,1,13.928
0,1,0,0,0,0,0,0,1,1,0,0,0,1,11.095
0,0,1,0,0,1,1,0,1,1,1,1,0,0,14.008
1,0,1,1,0,1,1,1,1,0,0,0,1,1,10.787
0,1,0,0,1,1,1,1,0,0,0,1,1,0,13.73
1,1,0,0,0,0,0,1,1,1,0,1,0,0,14.229
0,0,1,1,0,1,1,1,0,0,0,1,1,0,13.712
1,0,1,0,0,0,1,1,1,0,1,0,0,1,10.868
0,1,1,0,0,1,0,0,0,1,1,0,0,1,10.707
1,1,0,0,0,0,0,0,0,0,0,1,1,1,13.823
1,0,0,1,0,1,0,0,1,0,1,1,0,0,13.748
1,1,1,0,1,0,1,1,0,1,0,0,0,1,10.831
1,1,0,0,1,1,0,1,0,0,0,1,1,1,14.149
1,0,1,1,0,1,1,1,1,1,0,1,0,1,13.75
0,0,0,0,1,0,1,1,1,0,1,0,0,1,10.768
0,1,1,1,0,1,0,1,0,1,1,1,0,1,14.827
0,0,1,0,1,1,0,0,0,0,0,1,1,1,13.623
0,1,0,1,0,1,0,0,1,0,1,1,1,1,13.567
0,1,1,0,0,0,1,1,0,0,0,0,0,1,11.113
0,1,1,1,1,0,1,0,0,0,0,0,0,1,10.753
1,1,1,1,0,1,0,0,1,0,0,1,0,1,13.766
1,0,1,0,0,1,0,1,1,0,1,1,0,0,13.784
1,0,1,0,0,0,0,1,1,0,1,0,1,0,10.649
0,1,1,0,0,1,0,0,1,0,1,0,1,1,10.529
0,0,0,0,0,0,1,0,1,0,1,1,1,0,14.346
0,0,1,0,1,1,1,0,1,0,0,1,0,0,13.938
0,0,1,1,1,0,0,0,1,0,0,1,0,0,13.782
1,0,1,1,1,0,0,1,0,0,1,1,1,0,13.769
0,0,1,0,1,1,0,1,0,1,0,0,1,1,10.645
1,1,0,0,1,0,0,1,1,1,1,0,1,1,10.831
1,1,0,0,1,1,0,1,0,0,0,1,0,1,13.726
1,0,1,1,0,0,0,0,0,1,0,0,1,0,11.004
1,1,0,0,0,1,0,0,1,1,0,0,1,0,11.374
0,1,0,1,1,0,0,0,0,0,0,1,1,0,13.793
1,0,0,1,0,1,0,0,0,0,1,0,0,1,10.69
1,1,1,0,0,1,0,1,1,0,0,0,1,0,10.688
1,0,0,1,0,1,1,0,1,1,1,1,1,1,14.076
1,1,0,1,1,0,1,1,1,1,1,1,1,0,14.082
1,0,0,1,1,1,1,1,0,1,1,0,0,1,11.126
0,0,1,0,1,1,0,0,0,1,0,0,1,0,10.54
1,1,1,1,0,0,0,1,0,0,0,0,0,0,10.818
1,1,1,1,0,0,1,1,0,0,0,0,0,1,10.66
0,1,1,0,0,0,1,1,1,1,0,1,0,1,13.95
0,0,0,1,1,0,1,0,0,0,0,1,1,0,13.954
0,1,0,1,1,0,1,0,1,0,0,0,1,0,10.664
0,0,0,0,1,0,0,1,1,0,1,1,0,1,13.789
1,1,0,0,0,1,1,1,1,1,1,0,0,0,10.682
0,1,0,1,1,1,0,1,0,1,0,0,0,1,11.232
1,0,0,1,0,0,0,1,0,0,1,1,0,0,13.761
0,0,0,1,1,0,1,1,1,0,1,1,0,1,14.254
1,1,0,1,0,0,1,0,0,1,1,0,1,0,10.885
0,0,0,1,0,1,0,1,1,0,1,1,0,1,14.143
1,1,1,0,0,1,1,1,1,1,0,1,1,0,14.286
0,1,0,0,0,1,1,1,0,1,1,0,1,0,10.804
1,1,0,0,0,0,1,1,1,1,1,1,0,1,13.969
1,0,0,1,1,1,1,1,1,0,0,0,1,1,10.793
1,1,0,0,1,0,0,0,0,1,0,0,1,1,10.813
1,0,0,1,1,1,1,1,1,1,1,1,0,1,13.936
1,1,0,0,0,1,0,0,1,1,1,0,1,1,10.562
1,0,1,1,1,0,1,0,0,0,0,1,1,1,13.628
1,1,1,1,1,1,0,0,0,1,1,0,0,0,10.749
0,1,1,1,1,1,0,0,0,1,0,1,1,1,13.627
0,0,1,1,1,1,1,1,1,0,0,0,1,0,10.873
1,0,1,1,1,1,0,1,0,1,1,0,1,0,10.863
0,1,0,1,1,0,0,1,1,0,0,1,0,0,13.701
1,1,0,0,0,1,1,1,1,0,0,0,0,1,10.701
0,0,0,1,1,1,0,1,0,1,0,1,0,1,14.16
0,1,1,1,0,0,1,1,1,1,1,0,0,1,10.71
1,1,1,1,1,1,1,1,1,1,1,1,0,1,13.907
1,1,0,1,1,1,0,0,1,1,1,0,0,0,10.802
0,1,0,1,0,0,1,1,0,1,0,0,0,1,10.804
0,0,1,0,0,0,1,0,0,0,0,1,0,1,13.565
0,1,0,0,1,0,0,1,0,1,0,1,1,0,13.653
0,0,1,0,1,1,1,1,0,0,0,0,1,1,10.547
0,0,0,0,0,0,0,0,1,1,0,0,0,0,10.675
0,0,0,0,0,0,1,1,1,1,0,0,1,0,10.496
1,1,1,1,1,0,1,0,1,0,1,0,0,0,10.813
0,0,1,0,1,1,0,1,0,0,0,0,1,1,10.718
0,0,1,0,0,1,0,0,1,0,0,1,1,0,13.493
1,0,0,0,1,0,0,1,1,0,1,1,1,0,13.591
1,0,0,1,1,0,0,0,0,0,1,0,0,1,10.738
0,0,0,1,0,1,1,0,0,1,0,0,0,0,10.961
0,1,1,1,0,0,0,0,0,1,0,1,0,0,14.304
0,1,1,1,1,0,1,1,1,0,1,0,1,0,10.626
1,0,1,0,0,1,1,0,0,0,0,0,0,0,10.804
1,0,0,0,1,0,0,1,1,1,0,1,1,0,14.259
0,1,1,0,0,0,1,0,0,0,1,1,0,1,14.013
1,0,1,0,1,1,1,0,0,1,1,0,0,0,11.074
1,0,0,1,0,0,1,0,0,1,1,1,0,1,13.79
1,0,0,0,0,0,1,1,1,0,1,0,1,0,10.417
1,1,0,0,0,0,0,1,0,0,1,1,1,0,14.107
0,1,1,1,0,0,1,1,0,1,1,1,1,0,13.863
1,1,0,1,1,0,0,1,0,0,1,1,0,0,13.772
1,1,0,1,0,0,1,0,0,1,1,1,1,1,14.675
0,1,0,0,0,1,0,1,0,1,1,1,1,0,13.655
0,1,1,1,1,0,0,1,0,1,1,0,1,1,10.567
0,0,0,0,0,0,1,0,1,0,1,0,1,1,10.508
0,1,1,1,1,0,0,0,1,0,0,0,0,0,10.754
0,1,1,1,1,1,1,1,0,0,1,0,1,1,10.859
0,1,0,0,1,0,0,1,0,1,0,0,1,1,10.924
1,0,1,0,0,0,0,1,0,0,1,1,0,0,14.057
1,1,0,0,1,0,0,1,0,0,0,0,1,0,10.784
0,1,0,0,1,1,1,0,1,0,1,1,1,1,13.579
1,1,1,0,0,1,0,1,1,0,1,0,0,1,11.023
1,0,0,0,0,0,1,0,1,1,1,0,1,1,11.088
1,0,0,1,1,0,1,1,1,1,1,1,1,1,13.693
1,1,0,1,1,1,0,0,1,1,0,1,0,0,13.817
0,1,1,1,0,0,1,1,1,1,1,0,0,0,10.8
0,0,0,1,0,1,0,1,0,0,1,0,0,0,10.912
1,0,1,0,0,1,1,0,0,1,1,1,1,0,13.654
0,1,1,0,0,0,0,1,1,1,0,0,1,0,10.675
1,0,0,1,0,1,1,0,0,1,1,1,1,1,13.957
1,0,1,0,1,0,0,0,1,1,1,0,1,0,10.605
1,0,1,1,1,1,1,0,0,1,1,1,1,0,13.762
0,1,1,0,1,1,1,1,0,1,0,1,0,0,13.926
0,0,1,0,0,0,0,0,1,0,1,1,0,1,13.624
0,1,1,1,0,0,0,0,0,0,0,1,0,1,13.754
0,0,1,1,0,0,1,0,0,1,0,0,1,0,10.903
0,1,1,0,0,1,1,0,0,1,0,1,0,0,13.876
0,1,0,1,0,0,0,1,0,0,1,1,0,0,13.542
0,0,1,1,0,1,0,1,0,1,0,1,1,1,13.991
1,1,0,0,0,0,1,1,0,1,1,1,1,0,14.546
0,1,1,1,1,0,1,1,1,1,0,0,0,0,10.783
0,1,0,0,0,0,1,0,0,1,1,0,0,0,11.181
1,0,1,0,0,1,0,1,0,0,1,1,1,0,13.89
0,0,1,1,0,1,1,1,0,1,0,0,0,1,10.894
0,0,1,1,0,1,1,0,0,0,0,1,0,0,14.112
1,1,0,1,1,1,1,0,1,1,0,0,0,0,10.726
1,1,0,0,0,0,0,1,0,1,0,1,1,0,14.075
0,0,1,0,0,0,1,0,1,0,0,1,1,0,14.212
0,0,0,0,1,0,0,1,0,1,1,1,1,1,13.729
0,1,0,1,1,1,0,1,0,0,0,1,1,1,13.659
1,0,0,0,1,0,0,0,0,1,0,1,1,1,13.856
1,0,1,1,0,0,0,1,1,0,1,0,1,0,10.593
0,0,1,0,1,1,1,1,0,0,0,0,0,1,10.614
1,0,0,0,0,1,0,0,1,0,0,1,1,0,13.767
1,0,0,0,1,1,1,1,0,1,0,0,0,1,10.89
0,1,1,1,0,0,0,0,0,0,0,0,1,1,11.069
1,1,0,1,0,1,0,1,1,1,0,0,0,0,10.883
0,1,1,1,0,0,0,1,1,1,0,0,0,0,10.791
0,1,1,1,1,1,0,0,1,1,1,1,1,1,13.769
1,0,0,0,0,0,0,0,0,0,1,0,1,0,10.692
0,1,0,1,0,0,0,1,1,1,0,1,0,0,13.847
0,1,0,0,0,0,1,1,1,1,1,0,0,1,10.858
