SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrand100K.2
0,1,0,1,0,0,1,1,1,1,1,0,0,0,202.28
1,0,1,1,1,0,1,0,1,1,0,1,1,0,204.5
1,0,0,1,1,1,1,0,0,0,1,1,1,0,203.27
1,0,0,1,0,0,1,1,0,0,0,0,0,1,198.57
1,1,1,0,0,1,0,0,1,0,1,0,1,1,197.63
0,0,1,1,0,1,0,1,1,1,0,0,0,0,195.74
1,0,0,0,1,1,0,1,0,1,1,1,1,0,206.18
1,1,1,0,0,0,0,1,0,0,0,0,0,1,201.03
0,0,1,0,1,1,1,0,0,0,1,0,0,0,196.5
1,1,1,0,0,0,0,0,0,1,1,0,0,0,200.5
0,0,0,0,0,1,1,1,1,0,0,1,1,0,204.32
0,0,1,1,1,0,1,1,0,0,1,0,0,0,195.69
0,1,0,0,0,1,1,1,1,1,0,1,1,0,205.19
0,0,0,1,0,0,0,0,0,1,1,0,0,1,197.52
1,0,0,0,1,1,0,1,0,1,1,1,0,0,204.1
0,0,1,1,0,0,1,1,0,1,1,1,1,0,252.0
0,1,1,1,1,0,1,0,0,0,1,0,1,0,198.01
0,0,0,1,0,0,0,0,0,1,0,1,1,0,205.62
0,1,0,1,0,0,1,0,0,1,1,0,1,1,196.97
0,0,1,1,1,0,1,0,1,1,1,0,1,0,195.97
0,0,0,1,1,0,1,0,1,1,0,0,1,0,203.96
0,0,1,0,0,0,0,0,1,0,1,0,1,1,198.95
0,0,1,0,1,0,1,0,0,0,0,0,0,1,196.68
0,1,1,1,1,1,1,0,1,1,0,1,1,1,207.65
1,1,0,1,0,0,0,1,0,1,0,1,0,0,207.06
1,0,1,1,0,0,0,1,1,1,1,0,0,0,200.11
1,1,0,0,1,1,1,0,0,0,0,1,1,0,205.38
1,0,0,1,1,1,1,0,1,1,1,1,0,1,205.08
0,0,0,0,0,1,0,1,0,0,0,0,0,1,196.78
1,1,1,1,1,1,1,1,1,1,1,0,0,1,197.65
0,0,1,1,0,0,1,1,0,0,1,1,0,0,202.07
1,1,1,0,1,0,1,1,1,1,0,1,0,0,207.7
0,0,0,1,1,0,0,0,0,1,1,0,1,0,198.32
1,1,0,0,1,0,0,0,1,0,0,1,1,0,207.34
0,1,0,1,1,0,0,0,0,0,0,1,1,0,205.53
1,0,0,1,0,1,0,0,1,1,1,1,1,0,204.73
1,1,1,1,1,1,0,0,1,1,1,0,0,0,198.46
1,0,1,0,1,1,0,0,1,1,1,1,0,1,208.37
0,0,1,1,0,1,0,1,0,0,1,1,0,1,205.28
0,1,0,1,0,0,1,1,1,1,1,0,1,1,198.55
1,0,0,1,1,1,1,0,1,0,0,1,1,0,204.62
1,0,0,1,1,0,1,0,1,1,0,1,1,0,208.1
0,0,1,1,0,0,0,0,1,1,0,0,1,0,198.12
0,0,0,0,1,1,1,1,1,0,1,0,1,0,199.72
1,0,0,1,1,1,1,1,1,0,1,0,0,1,197.78
1,1,0,0,0,1,0,0,1,0,0,1,0,0,203.9
1,0,1,1,0,0,0,0,0,0,1,1,0,0,205.31
1,0,1,0,1,0,0,0,1,0,0,1,0,0,205.8
0,1,1,1,1,1,0,1,1,0,0,0,0,0,197.71
0,1,0,0,0,1,0,0,1,0,1,1,0,0,202.22
1,0,0,0,1,1,0,0,0,1,1,0,0,1,197.63
1,1,0,1,1,0,0,1,1,0,0,1,0,0,204.52
1,0,1,1,0,1,0,1,1,1,1,0,1,1,204.3
0,1,1,0,1,1,1,0,0,1,1,0,0,1,195.72
1,1,0,1,0,0,1,1,0,0,1,1,1,0,206.8
0,1,0,1,1,0,1,1,0,1,1,0,1,0,196.65
1,0,0,1,1,0,1,1,0,1,0,1,0,1,203.86
1,1,1,0,1,0,0,0,1,0,0,0,0,1,199.9
0,0,1,1,0,0,1,0,0,1,0,1,0,1,202.58
0,1,1,0,0,0,1,1,0,0,1,0,0,1,198.95
0,1,1,1,1,1,0,0,0,1,1,1,0,1,204.79
1,0,1,0,0,0,1,0,1,0,0,1,0,0,206.19
0,0,1,0,0,1,1,0,1,0,0,0,1,1,199.03
1,1,1,0,0,0,0,1,0,0,1,1,1,1,207.2
0,0,0,1,0,1,1,1,1,1,0,0,0,0,196.29
0,1,1,0,0,0,0,0,1,0,1,1,1,1,204.0
0,1,0,0,0,0,0,1,0,1,1,1,1,0,203.04
0,1,1,1,1,0,1,1,1,1,1,0,0,0,198.56
0,0,0,1,1,0,0,0,0,1,1,1,0,1,204.27
1,0,1,0,0,1,0,0,0,0,0,0,1,1,198.26
1,0,1,0,1,1,0,0,1,1,0,1,0,0,207.36
0,1,1,1,0,1,0,0,0,0,0,1,0,0,201.81
1,0,1,1,0,1,0,1,0,0,0,0,1,1,199.41
0,1,1,1,1,0,0,1,1,1,1,0,0,0,198.05
0,1,0,1,1,0,1,0,0,1,1,0,1,0,197.0
0,0,1,1,1,0,0,1,1,1,1,0,1,0,196.38
1,0,1,1,1,1,1,1,0,1,1,0,1,0,197.73
0,0,1,1,1,0,1,0,0,1,1,1,0,1,204.14
1,1,0,0,0,0,1,1,1,1,1,0,1,0,200.77
0,1,1,1,0,1,0,0,0,0,1,1,1,0,204.56
1,1,1,1,0,1,1,1,1,1,1,0,1,1,200.2
1,1,1,0,0,0,1,0,0,1,1,0,1,1,197.63
1,0,0,0,0,1,1,1,1,1,0,1,1,0,205.66
1,1,0,1,1,0,1,1,0,1,0,1,1,1,204.6
1,0,1,1,1,1,0,0,1,0,1,0,0,1,200.61
0,0,1,1,0,0,1,0,0,0,1,0,1,0,196.75
1,1,0,1,0,1,0,1,0,1,0,0,0,0,197.69
1,1,1,0,0,1,1,0,1,0,0,1,0,0,204.27
1,1,0,1,0,1,1,0,1,1,0,1,0,1,204.1
1,0,1,0,1,0,1,1,0,1,0,1,1,0,204.02
1,0,1,1,0,1,0,0,1,0,1,1,0,1,203.15
1,0,0,0,1,0,0,1,0,1,1,0,1,1,198.05
1,0,0,1,0,0,0,1,1,1,1,0,0,0,197.99
1,0,1,0,0,1,1,1,1,1,1,0,0,1,200.95
1,0,0,0,0,1,0,1,0,0,0,0,1,0,197.5
0,1,1,1,1,1,0,0,1,1,0,0,1,1,197.56
1,1,1,1,1,1,0,1,0,0,0,1,1,0,204.97
1,1,1,1,0,0,1,0,1,1,0,0,1,0,199.37
0,1,0,1,0,0,1,0,1,0,0,1,0,0,202.4
0,1,0,1,1,0,1,0,1,1,1,0,0,1,200.4
0,0,1,1,0,1,0,1,1,0,0,0,0,0,196.12
0,0,1,1,0,1,0,1,0,1,0,0,1,0,200.11
0,0,0,1,1,0,0,0,0,1,1,0,1,0,197.35
0,1,1,0,1,0,0,1,0,0,0,1,1,0,202.11
0,1,1,1,0,1,0,1,0,0,1,1,1,1,203.0
1,1,0,0,1,1,1,0,0,1,1,1,1,1,205.01
1,1,1,0,0,0,0,1,1,0,0,1,1,1,206.79
1,1,1,1,1,1,0,1,1,0,0,0,1,0,197.72
1,1,0,0,0,1,0,1,1,0,1,1,1,0,204.24
0,1,0,0,0,1,0,1,1,0,0,1,0,0,208.95
1,0,1,1,1,1,0,1,1,0,0,1,1,1,204.83
1,0,0,1,1,1,0,0,1,0,1,0,1,1,197.99
0,1,0,1,1,1,0,1,1,0,0,1,1,0,203.25
1,1,1,1,1,1,1,1,1,0,0,0,1,0,198.6
0,0,1,1,1,1,0,1,1,1,1,1,1,1,203.05
0,1,1,0,0,0,0,0,0,1,0,1,1,1,205.31
1,0,1,0,0,0,1,1,1,0,0,0,0,1,198.01
1,1,0,1,0,0,0,0,0,0,0,0,1,0,201.45
0,1,1,0,1,1,1,1,1,1,0,0,1,1,197.59
1,1,1,1,1,0,1,0,1,0,0,0,1,1,202.87
1,1,1,0,0,1,0,0,0,1,1,1,0,0,207.24
0,1,1,1,1,0,1,0,0,1,1,1,1,0,204.82
1,1,1,1,1,0,1,0,1,1,0,1,1,0,205.76
1,0,0,0,1,0,1,1,1,1,0,0,0,0,200.92
0,1,0,0,0,1,0,1,1,0,0,1,1,1,203.46
0,1,0,0,1,0,0,1,1,1,0,0,1,1,199.46
0,1,1,0,0,0,0,0,1,1,0,1,0,1,206.08
1,0,0,1,1,1,0,1,0,1,1,1,1,0,204.81
0,0,1,0,1,0,0,1,1,1,1,0,1,0,197.7
0,1,1,1,1,0,0,1,1,1,1,1,1,1,203.99
1,0,0,1,1,1,0,1,0,1,1,1,0,1,203.69
0,0,0,1,0,0,1,0,0,1,1,1,1,1,205.02
1,0,0,0,1,1,1,0,0,0,0,0,0,0,198.36
1,1,0,1,0,1,1,0,1,1,0,0,0,1,198.07
1,1,1,0,1,0,1,1,0,0,1,1,0,1,206.54
0,0,1,0,0,0,0,0,1,0,0,0,0,1,196.96
1,1,0,1,1,0,1,0,1,1,1,1,1,1,203.97
0,0,1,1,1,1,0,1,0,0,0,1,0,1,204.1
0,0,1,1,1,1,1,0,1,0,0,1,0,0,205.05
0,1,1,1,0,0,0,0,0,1,1,1,1,1,205.42
0,1,1,0,1,1,0,0,1,1,1,1,0,1,206.03
1,0,0,1,1,1,1,0,0,1,0,1,0,0,207.8
0,1,0,1,1,1,1,1,1,0,0,1,1,1,202.53
1,0,1,1,0,0,0,0,0,0,1,1,1,0,203.55
1,1,0,0,0,1,0,1,0,1,1,1,0,1,205.36
0,1,0,0,0,0,0,1,1,0,0,0,0,1,199.64
0,1,1,0,1,0,1,0,0,0,0,1,1,1,203.69
1,0,1,1,0,0,0,0,1,1,1,0,0,0,201.2
1,1,1,0,1,1,0,1,1,0,0,1,0,1,205.7
0,1,1,1,1,1,1,0,0,1,0,0,0,0,195.36
1,0,1,0,1,1,0,1,1,1,1,1,1,0,207.83
0,0,1,0,1,0,0,1,1,0,0,1,0,0,202.62
1,0,0,1,1,1,0,1,0,1,0,0,1,0,244.43
1,0,1,1,1,0,0,0,1,0,0,1,0,1,203.54
1,0,0,0,1,1,1,1,1,1,1,1,0,0,204.56
0,0,0,0,1,0,0,1,0,0,0,0,1,0,199.29
0,1,1,0,0,0,1,0,0,1,1,1,1,1,206.72
0,1,1,1,0,1,1,0,1,1,0,1,0,0,204.91
0,0,0,0,1,1,1,1,1,0,0,1,1,1,205.54
1,1,1,0,0,1,1,0,1,0,0,1,1,1,208.04
0,1,1,0,0,1,1,0,1,0,0,0,0,0,198.17
1,1,1,0,0,1,0,1,1,1,1,0,1,0,200.61
0,1,1,1,0,1,0,0,1,0,0,0,1,0,197.1
1,1,1,1,0,1,0,0,1,0,1,1,1,1,207.78
1,1,1,0,1,0,1,1,0,1,1,1,0,0,207.13
1,1,0,1,0,0,1,0,0,0,0,1,0,0,207.55
1,1,0,0,1,0,0,0,1,1,1,0,1,1,199.44
1,1,0,0,0,1,0,1,0,0,0,1,0,0,204.92
0,1,0,1,1,1,1,0,0,1,1,0,0,0,197.86
0,1,0,0,1,1,0,0,0,0,0,1,1,1,203.35
0,0,1,0,1,1,1,1,0,1,0,0,1,0,198.65
0,0,0,0,0,1,1,1,1,0,1,0,1,1,200.07
0,1,1,1,1,1,0,0,0,1,0,1,0,1,205.64
1,1,1,1,1,0,1,0,1,0,0,1,1,1,207.33
0,1,1,1,0,1,1,0,0,1,1,0,1,1,195.46
0,0,0,0,0,0,1,0,1,0,1,0,0,0,199.03
0,0,0,1,0,0,0,0,1,0,1,0,0,1,198.76
0,1,0,0,0,0,0,0,0,1,1,0,1,1,197.76
1,1,0,0,1,1,1,1,1,1,1,0,0,1,200.53
0,1,0,1,0,0,1,0,1,0,0,0,1,0,197.8
1,1,1,1,0,0,1,0,0,1,1,1,0,1,208.06
1,1,0,1,0,0,0,0,0,1,1,0,1,0,200.72
1,0,0,1,1,1,1,1,0,0,0,0,0,1,199.07
0,0,0,1,0,1,1,1,1,0,0,1,0,1,204.39
1,1,0,0,0,0,1,0,1,1,0,0,1,0,197.88
0,0,0,1,1,1,0,1,1,0,1,0,1,0,197.64
1,1,0,0,1,1,1,1,0,0,1,0,1,1,198.78
0,1,0,1,0,1,0,1,1,1,0,1,0,1,203.48
0,0,1,1,1,0,0,0,0,1,1,1,1,1,206.52
1,0,0,0,1,0,1,1,1,0,0,1,1,0,206.06
0,0,1,1,1,1,1,1,0,0,1,1,0,1,204.16
0,0,1,1,0,0,1,1,1,1,1,0,1,1,199.34
0,1,0,0,1,1,1,0,0,1,1,1,1,1,203.92
1,0,1,0,1,1,0,1,1,0,0,0,0,1,200.3
0,1,1,0,1,0,1,1,0,0,0,0,0,0,199.99
1,0,0,0,0,0,1,1,0,0,0,1,1,0,205.74
1,1,1,1,1,1,1,0,1,0,1,0,0,0,199.08
0,0,0,1,0,1,1,0,1,1,0,0,0,1,199.98
1,0,0,1,1,0,0,1,0,1,1,0,0,0,199.38
1,0,0,1,0,0,1,0,0,0,1,0,1,0,199.07
1,1,1,0,0,1,0,0,0,0,0,1,1,0,203.89
1,1,0,1,1,1,1,0,0,0,1,0,1,1,198.4
1,0,1,1,0,1,0,1,0,1,1,1,1,0,207.29
1,0,1,1,1,0,0,0,1,1,1,1,1,0,203.97
1,0,1,0,0,1,0,0,1,0,1,0,0,0,197.62
0,0,1,0,0,0,1,1,1,1,0,1,1,1,204.38
0,1,1,1,0,1,0,1,1,0,0,0,0,0,199.04
0,0,1,0,0,0,1,1,1,0,1,1,1,1,203.18
0,1,0,0,1,0,0,1,1,0,1,1,0,1,203.05
1,1,1,1,0,1,1,0,1,0,1,1,1,0,204.8
1,1,0,0,1,0,1,1,0,1,1,0,0,1,204.19
1,0,1,1,1,1,0,1,1,1,1,1,1,1,205.95
0,0,1,1,1,0,1,0,1,1,1,1,1,0,204.95
0,1,0,1,1,1,1,1,1,0,1,0,1,1,196.71
0,0,0,0,0,1,1,0,1,1,1,0,1,0,199.85
1,0,0,0,0,0,1,1,0,1,1,0,1,0,198.96
0,0,0,1,0,0,0,0,0,1,0,0,1,1,199.29
1,1,0,1,0,0,1,1,1,0,0,1,1,1,203.8
1,0,0,0,1,1,1,1,0,0,0,1,0,1,203.75
1,0,1,0,1,0,1,1,0,1,0,1,0,0,207.29
1,0,1,0,1,1,0,1,0,1,1,1,0,1,205.37
1,0,1,1,0,0,0,0,1,1,1,1,1,0,204.83
0,0,1,0,1,1,1,0,0,0,0,0,1,0,196.17
0,1,0,1,1,1,1,1,1,1,1,0,1,0,198.32
0,1,0,1,0,0,0,0,0,0,1,0,1,0,197.52
1,0,0,1,0,0,1,1,0,1,1,1,0,1,203.77
0,1,0,0,0,0,0,0,1,1,0,0,0,1,199.88
0,0,1,0,0,1,1,0,1,1,1,1,0,0,205.62
1,0,1,1,0,1,1,1,1,0,0,0,1,1,201.06
0,1,0,0,1,1,1,1,0,0,0,1,1,0,203.54
1,1,0,0,0,0,0,1,1,1,0,1,0,0,206.14
0,0,1,1,0,1,1,1,0,0,0,1,1,0,204.03
1,0,1,0,0,0,1,1,1,0,1,0,0,1,198.55
0,1,1,0,0,1,0,0,0,1,1,0,0,1,197.47
1,1,0,0,0,0,0,0,0,0,0,1,1,1,204.02
1,0,0,1,0,1,0,0,1,0,1,1,0,0,205.04
1,1,1,0,1,0,1,1,0,1,0,0,0,1,199.56
1,1,0,0,1,1,0,1,0,0,0,1,1,1,205.88
1,0,1,1,0,1,1,1,1,1,0,1,0,1,204.24
0,0,0,0,1,0,1,1,1,0,1,0,0,1,199.34
0,1,1,1,0,1,0,1,0,1,1,1,0,1,205.04
0,0,1,0,1,1,0,0,0,0,0,1,1,1,203.98
0,1,0,1,0,1,0,0,1,0,1,1,1,1,202.13
0,1,1,0,0,0,1,1,0,0,0,0,0,1,198.5
0,1,1,1,1,0,1,0,0,0,0,0,0,1,198.37
1,1,1,1,0,1,0,0,1,0,0,1,0,1,204.25
1,0,1,0,0,1,0,1,1,0,1,1,0,0,205.9
1,0,1,0,0,0,0,1,1,0,1,0,1,0,202.79
0,1,1,0,0,1,0,0,1,0,1,0,1,1,203.22
0,0,0,0,0,0,1,0,1,0,1,1,1,0,204.33
0,0,1,0,1,1,1,0,1,0,0,1,0,0,203.28
0,0,1,1,1,0,0,0,1,0,0,1,0,0,204.01
1,0,1,1,1,0,0,1,0,0,1,1,1,0,203.81
0,0,1,0,1,1,0,1,0,1,0,0,1,1,199.06
1,1,0,0,1,0,0,1,1,1,1,0,1,1,198.33
1,1,0,0,1,1,0,1,0,0,0,1,0,1,207.51
1,0,1,1,0,0,0,0,0,1,0,0,1,0,202.87
1,1,0,0,0,1,0,0,1,1,0,0,1,0,203.61
0,1,0,1,1,0,0,0,0,0,0,1,1,0,204.63
1,0,0,1,0,1,0,0,0,0,1,0,0,1,202.11
1,1,1,0,0,1,0,1,1,0,0,0,1,0,198.64
1,0,0,1,0,1,1,0,1,1,1,1,1,1,205.69
1,1,0,1,1,0,1,1,1,1,1,1,1,0,205.98
1,0,0,1,1,1,1,1,0,1,1,0,0,1,200.65
0,0,1,0,1,1,0,0,0,1,0,0,1,0,197.81
1,1,1,1,0,0,0,1,0,0,0,0,0,0,198.03
1,1,1,1,0,0,1,1,0,0,0,0,0,1,204.8
0,1,1,0,0,0,1,1,1,1,0,1,0,1,204.28
0,0,0,1,1,0,1,0,0,0,0,1,1,0,204.83
0,1,0,1,1,0,1,0,1,0,0,0,1,0,197.61
0,0,0,0,1,0,0,1,1,0,1,1,0,1,205.25
1,1,0,0,0,1,1,1,1,1,1,0,0,0,200.58
0,1,0,1,1,1,0,1,0,1,0,0,0,1,202.56
1,0,0,1,0,0,0,1,0,0,1,1,0,0,205.1
0,0,0,1,1,0,1,1,1,0,1,1,0,1,201.66
1,1,0,1,0,0,1,0,0,1,1,0,1,0,198.22
0,0,0,1,0,1,0,1,1,0,1,1,0,1,205.65
1,1,1,0,0,1,1,1,1,1,0,1,1,0,206.85
0,1,0,0,0,1,1,1,0,1,1,0,1,0,199.04
1,1,0,0,0,0,1,1,1,1,1,1,0,1,205.0
1,0,0,1,1,1,1,1,1,0,0,0,1,1,200.26
1,1,0,0,1,0,0,0,0,1,0,0,1,1,200.27
1,0,0,1,1,1,1,1,1,1,1,1,0,1,204.52
1,1,0,0,0,1,0,0,1,1,1,0,1,1,197.68
1,0,1,1,1,0,1,0,0,0,0,1,1,1,203.9
1,1,1,1,1,1,0,0,0,1,1,0,0,0,203.63
0,1,1,1,1,1,0,0,0,1,0,1,1,1,205.85
0,0,1,1,1,1,1,1,1,0,0,0,1,0,197.59
1,0,1,1,1,1,0,1,0,1,1,0,1,0,197.73
0,1,0,1,1,0,0,1,1,0,0,1,0,0,203.47
1,1,0,0,0,1,1,1,1,0,0,0,0,1,197.79
0,0,0,1,1,1,0,1,0,1,0,1,0,1,204.15
0,1,1,1,0,0,1,1,1,1,1,0,0,1,197.31
1,1,1,1,1,1,1,1,1,1,1,1,0,1,205.61
1,1,0,1,1,1,0,0,1,1,1,0,0,0,198.43
0,1,0,1,0,0,1,1,0,1,0,0,0,1,198.52
0,0,1,0,0,0,1,0,0,0,0,1,0,1,207.86
0,1,0,0,1,0,0,1,0,1,0,1,1,0,203.67
0,0,1,0,1,1,1,1,0,0,0,0,1,1,199.22
0,0,0,0,0,0,0,0,1,1,0,0,0,0,198.85
0,0,0,0,0,0,1,1,1,1,0,0,1,0,200.57
1,1,1,1,1,0,1,0,1,0,1,0,0,0,199.98
0,0,1,0,1,1,0,1,0,0,0,0,1,1,196.68
0,0,1,0,0,1,0,0,1,0,0,1,1,0,206.65
1,0,0,0,1,0,0,1,1,0,1,1,1,0,208.56
1,0,0,1,1,0,0,0,0,0,1,0,0,1,200.43
0,0,0,1,0,1,1,0,0,1,0,0,0,0,196.56
0,1,1,1,0,0,0,0,0,1,0,1,0,0,205.2
0,1,1,1,1,0,1,1,1,0,1,0,1,0,198.26
1,0,1,0,0,1,1,0,0,0,0,0,0,0,199.48
1,0,0,0,1,0,0,1,1,1,0,1,1,0,207.49
0,1,1,0,0,0,1,0,0,0,1,1,0,1,209.32
1,0,1,0,1,1,1,0,0,1,1,0,0,0,201.67
1,0,0,1,0,0,1,0,0,1,1,1,0,1,204.67
1,0,0,0,0,0,1,1,1,0,1,0,1,0,199.98
1,1,0,0,0,0,0,1,0,0,1,1,1,0,205.8
0,1,1,1,0,0,1,1,0,1,1,1,1,0,203.89
1,1,0,1,1,0,0,1,0,0,1,1,0,0,206.45
1,1,0,1,0,0,1,0,0,1,1,1,1,1,208.31
0,1,0,0,0,1,0,1,0,1,1,1,1,0,202.86
0,1,1,1,1,0,0,1,0,1,1,0,1,1,198.62
0,0,0,0,0,0,1,0,1,0,1,0,1,1,198.22
0,1,1,1,1,0,0,0,1,0,0,0,0,0,197.29
0,1,1,1,1,1,1,1,0,0,1,0,1,1,198.16
0,1,0,0,1,0,0,1,0,1,0,0,1,1,196.83
1,0,1,0,0,0,0,1,0,0,1,1,0,0,204.11
1,1,0,0,1,0,0,1,0,0,0,0,1,0,199.2
0,1,0,0,1,1,1,0,1,0,1,1,1,1,204.15
1,1,1,0,0,1,0,1,1,0,1,0,0,1,201.47
1,0,0,0,0,0,1,0,1,1,1,0,1,1,204.63
1,0,0,1,1,0,1,1,1,1,1,1,1,1,207.08
1,1,0,1,1,1,0,0,1,1,0,1,0,0,207.61
0,1,1,1,0,0,1,1,1,1,1,0,0,0,197.93
0,0,0,1,0,1,0,1,0,0,1,0,0,0,200.81
1,0,1,0,0,1,1,0,0,1,1,1,1,0,208.25
0,1,1,0,0,0,0,1,1,1,0,0,1,0,196.88
1,0,0,1,0,1,1,0,0,1,1,1,1,1,210.97
1,0,1,0,1,0,0,0,1,1,1,0,1,0,199.44
1,0,1,1,1,1,1,0,0,1,1,1,1,0,207.4
0,1,1,0,1,1,1,1,0,1,0,1,0,0,203.94
0,0,1,0,0,0,0,0,1,0,1,1,0,1,208.91
0,1,1,1,0,0,0,0,0,0,0,1,0,1,203.4
0,0,1,1,0,0,1,0,0,1,0,0,1,0,199.31
0,1,1,0,0,1,1,0,0,1,0,1,0,0,205.58
0,1,0,1,0,0,0,1,0,0,1,1,0,0,205.65
0,0,1,1,0,1,0,1,0,1,0,1,1,1,207.19
1,1,0,0,0,0,1,1,0,1,1,1,1,0,207.82
0,1,1,1,1,0,1,1,1,1,0,0,0,0,200.44
0,1,0,0,0,0,1,0,0,1,1,0,0,0,199.89
1,0,1,0,0,1,0,1,0,0,1,1,1,0,210.19
0,0,1,1,0,1,1,1,0,1,0,0,0,1,199.23
0,0,1,1,0,1,1,0,0,0,0,1,0,0,202.41
1,1,0,1,1,1,1,0,1,1,0,0,0,0,200.28
1,1,0,0,0,0,0,1,0,1,0,1,1,0,207.04
0,0,1,0,0,0,1,0,1,0,0,1,1,0,204.54
0,0,0,0,1,0,0,1,0,1,1,1,1,1,206.51
0,1,0,1,1,1,0,1,0,0,0,1,1,1,203.18
1,0,0,0,1,0,0,0,0,1,0,1,1,1,210.96
1,0,1,1,0,0,0,1,1,0,1,0,1,0,198.31
0,0,1,0,1,1,1,1,0,0,0,0,0,1,197.23
1,0,0,0,0,1,0,0,1,0,0,1,1,0,206.43
1,0,0,0,1,1,1,1,0,1,0,0,0,1,199.06
0,1,1,1,0,0,0,0,0,0,0,0,1,1,199.25
1,1,0,1,0,1,0,1,1,1,0,0,0,0,202.43
0,1,1,1,0,0,0,1,1,1,0,0,0,0,200.99
0,1,1,1,1,1,0,0,1,1,1,1,1,1,203.51
1,0,0,0,0,0,0,0,0,0,1,0,1,0,198.09
0,1,0,1,0,0,0,1,1,1,0,1,0,0,208.88
0,1,0,0,0,0,1,1,1,1,1,0,0,1,200.25
