SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readrand100K.3
1,1,1,1,1,0,0,1,0,1,1,0,1,0,68.8
1,1,0,1,0,0,0,0,1,1,0,0,1,1,69.286
0,0,1,0,0,0,1,0,1,1,0,1,0,0,71.453
0,1,1,0,1,1,0,1,1,0,0,1,1,0,71.063
1,0,0,1,1,0,1,1,0,0,0,1,1,0,68.21
1,1,1,0,0,0,1,0,1,0,0,0,0,1,67.935
0,0,0,0,1,0,0,0,1,0,1,0,1,0,67.977
0,0,0,0,1,0,0,0,0,1,1,1,1,0,68.931
1,0,1,1,1,1,0,1,0,0,0,1,0,0,75.646
0,1,0,1,0,0,0,0,1,0,0,0,0,1,69.383
0,1,0,1,0,0,0,0,0,0,1,1,0,1,68.672
1,1,0,1,1,1,0,1,0,0,0,0,0,0,68.661
0,1,1,0,0,0,1,0,0,1,1,1,0,0,71.998
0,1,1,0,0,0,0,1,0,1,1,0,0,1,69.447
1,1,1,0,1,1,0,0,1,0,1,1,1,1,68.679
0,0,0,0,1,0,1,0,1,0,1,0,1,0,69.194
0,0,0,1,1,1,0,0,0,0,0,1,1,1,69.002
1,0,0,0,1,0,1,1,0,0,1,0,1,0,68.368
1,0,0,1,0,1,0,1,1,0,0,0,1,0,71.663
0,1,1,0,0,0,1,1,1,1,1,1,0,0,69.272
1,0,1,1,0,0,0,0,1,1,1,0,1,0,69.198
0,0,0,1,1,0,0,1,0,1,1,0,1,1,71.436
1,1,1,1,1,0,0,1,1,1,0,0,1,0,69.56
1,0,1,0,0,1,1,1,1,0,1,1,0,1,68.717
0,1,0,1,1,1,0,0,1,1,0,0,1,0,69.999
0,1,1,1,1,1,1,0,1,1,1,0,1,0,68.356
0,1,0,1,0,0,1,1,1,1,1,0,0,0,69.285
1,0,1,1,1,0,1,0,1,1,0,1,1,0,70.058
1,0,0,1,1,1,1,0,0,0,1,1,1,0,70.693
1,0,0,1,0,0,1,1,0,0,0,0,0,1,68.661
1,1,1,0,0,1,0,0,1,0,1,0,1,1,68.752
0,0,1,1,0,1,0,1,1,1,0,0,0,0,68.486
1,0,0,0,1,1,0,1,0,1,1,1,1,0,69.416
1,1,1,0,0,0,0,1,0,0,0,0,0,1,68.409
0,0,1,0,1,1,1,0,0,0,1,0,0,0,68.634
1,1,1,0,0,0,0,0,0,1,1,0,0,0,71.301
0,0,0,0,0,1,1,1,1,0,0,1,1,0,70.307
0,0,1,1,1,0,1,1,0,0,1,0,0,0,68.598
0,1,0,0,0,1,1,1,1,1,0,1,1,0,68.792
0,0,0,1,0,0,0,0,0,1,1,0,0,1,70.782
1,0,0,0,1,1,0,1,0,1,1,1,0,0,70.987
0,0,1,1,0,0,1,1,0,1,1,1,1,0,69.186
0,1,1,1,1,0,1,0,0,0,1,0,1,0,73.105
0,0,0,1,0,0,0,0,0,1,0,1,1,0,68.754
0,1,0,1,0,0,1,0,0,1,1,0,1,1,68.364
0,0,1,1,1,0,1,0,1,1,1,0,1,0,70.645
0,0,0,1,1,0,1,0,1,1,0,0,1,0,70.865
0,0,1,0,0,0,0,0,1,0,1,0,1,1,68.168
0,0,1,0,1,0,1,0,0,0,0,0,0,1,68.108
0,1,1,1,1,1,1,0,1,1,0,1,1,1,77.968
1,1,0,1,0,0,0,1,0,1,0,1,0,0,68.471
1,0,1,1,0,0,0,1,1,1,1,0,0,0,68.709
1,1,0,0,1,1,1,0,0,0,0,1,1,0,70.942
1,0,0,1,1,1,1,0,1,1,1,1,0,1,70.606
0,0,0,0,0,1,0,1,0,0,0,0,0,1,68.245
1,1,1,1,1,1,1,1,1,1,1,0,0,1,71.232
0,0,1,1,0,0,1,1,0,0,1,1,0,0,70.173
1,1,1,0,1,0,1,1,1,1,0,1,0,0,69.36
0,0,0,1,1,0,0,0,0,1,1,0,1,0,68.6
1,1,0,0,1,0,0,0,1,0,0,1,1,0,70.825
0,1,0,1,1,0,0,0,0,0,0,1,1,0,70.963
1,0,0,1,0,1,0,0,1,1,1,1,1,0,68.475
1,1,1,1,1,1,0,0,1,1,1,0,0,0,69.3
1,0,1,0,1,1,0,0,1,1,1,1,0,1,71.743
0,0,1,1,0,1,0,1,0,0,1,1,0,1,68.836
0,1,0,1,0,0,1,1,1,1,1,0,1,1,68.539
1,0,0,1,1,1,1,0,1,0,0,1,1,0,69.651
1,0,0,1,1,0,1,0,1,1,0,1,1,0,70.283
0,0,1,1,0,0,0,0,1,1,0,0,1,0,68.921
0,0,0,0,1,1,1,1,1,0,1,0,1,0,68.851
1,0,0,1,1,1,1,1,1,0,1,0,0,1,68.366
1,1,0,0,0,1,0,0,1,0,0,1,0,0,71.093
1,0,1,1,0,0,0,0,0,0,1,1,0,0,70.789
1,0,1,0,1,0,0,0,1,0,0,1,0,0,71.346
0,1,1,1,1,1,0,1,1,0,0,0,0,0,68.703
0,1,0,0,0,1,0,0,1,0,1,1,0,0,69.079
1,0,0,0,1,1,0,0,0,1,1,0,0,1,70.263
1,1,0,1,1,0,0,1,1,0,0,1,0,0,68.833
1,0,1,1,0,1,0,1,1,1,1,0,1,1,68.427
0,1,1,0,1,1,1,0,0,1,1,0,0,1,71.629
1,1,0,1,0,0,1,1,0,0,1,1,1,0,70.651
0,1,0,1,1,0,1,1,0,1,1,0,1,0,71.205
1,0,0,1,1,0,1,1,0,1,0,1,0,1,68.514
1,1,1,0,1,0,0,0,1,0,0,0,0,1,69.916
0,0,1,1,0,0,1,0,0,1,0,1,0,1,69.56
0,1,1,0,0,0,1,1,0,0,1,0,0,1,71.507
0,1,1,1,1,1,0,0,0,1,1,1,0,1,68.711
1,0,1,0,0,0,1,0,1,0,0,1,0,0,70.181
0,0,1,0,0,1,1,0,1,0,0,0,1,1,71.438
1,1,1,0,0,0,0,1,0,0,1,1,1,1,71.629
0,0,0,1,0,1,1,1,1,1,0,0,0,0,70.968
0,1,1,0,0,0,0,0,1,0,1,1,1,1,69.947
0,1,0,0,0,0,0,1,0,1,1,1,1,0,68.244
0,1,1,1,1,0,1,1,1,1,1,0,0,0,68.944
0,0,0,1,1,0,0,0,0,1,1,1,0,1,70.683
1,0,1,0,0,1,0,0,0,0,0,0,1,1,68.52
1,0,1,0,1,1,0,0,1,1,0,1,0,0,69.203
0,1,1,1,0,1,0,0,0,0,0,1,0,0,68.85
1,0,1,1,0,1,0,1,0,0,0,0,1,1,68.958
0,1,1,1,1,0,0,1,1,1,1,0,0,0,71.87
0,1,0,1,1,0,1,0,0,1,1,0,1,0,71.257
0,0,1,1,1,0,0,1,1,1,1,0,1,0,68.623
1,0,1,1,1,1,1,1,0,1,1,0,1,0,69.381
0,0,1,1,1,0,1,0,0,1,1,1,0,1,71.321
1,1,0,0,0,0,1,1,1,1,1,0,1,0,71.317
0,1,1,1,0,1,0,0,0,0,1,1,1,0,68.939
1,1,1,1,0,1,1,1,1,1,1,0,1,1,69.196
1,1,1,0,0,0,1,0,0,1,1,0,1,1,71.052
1,0,0,0,0,1,1,1,1,1,0,1,1,0,69.579
1,1,0,1,1,0,1,1,0,1,0,1,1,1,68.898
1,0,1,1,1,1,0,0,1,0,1,0,0,1,69.048
0,0,1,1,0,0,1,0,0,0,1,0,1,0,68.374
1,1,0,1,0,1,0,1,0,1,0,0,0,0,69.183
1,1,1,0,0,1,1,0,1,0,0,1,0,0,68.642
1,1,0,1,0,1,1,0,1,1,0,1,0,1,69.077
1,0,1,0,1,0,1,1,0,1,0,1,1,0,72.339
1,0,1,1,0,1,0,0,1,0,1,1,0,1,69.135
1,0,0,0,1,0,0,1,0,1,1,0,1,1,68.769
1,0,0,1,0,0,0,1,1,1,1,0,0,0,69.946
1,0,1,0,0,1,1,1,1,1,1,0,0,1,72.091
1,0,0,0,0,1,0,1,0,0,0,0,1,0,70.886
0,1,1,1,1,1,0,0,1,1,0,0,1,1,71.447
1,1,1,1,1,1,0,1,0,0,0,1,1,0,68.332
1,1,1,1,0,0,1,0,1,1,0,0,1,0,68.55
0,1,0,1,0,0,1,0,1,0,0,1,0,0,69.473
0,1,0,1,1,0,1,0,1,1,1,0,0,1,69.676
0,0,1,1,0,1,0,1,1,0,0,0,0,0,68.13
0,0,1,1,0,1,0,1,0,1,0,0,1,0,69.535
0,0,0,1,1,0,0,0,0,1,1,0,1,0,71.062
0,1,1,0,1,0,0,1,0,0,0,1,1,0,68.631
0,1,1,1,0,1,0,1,0,0,1,1,1,1,68.129
1,1,0,0,1,1,1,0,0,1,1,1,1,1,70.708
1,1,1,0,0,0,0,1,1,0,0,1,1,1,68.256
1,1,1,1,1,1,0,1,1,0,0,0,1,0,71.001
1,1,0,0,0,1,0,1,1,0,1,1,1,0,68.207
0,1,0,0,0,1,0,1,1,0,0,1,0,0,69.004
1,0,1,1,1,1,0,1,1,0,0,1,1,1,68.037
1,0,0,1,1,1,0,0,1,0,1,0,1,1,68.813
0,1,0,1,1,1,0,1,1,0,0,1,1,0,69.257
1,1,1,1,1,1,1,1,1,0,0,0,1,0,68.814
0,0,1,1,1,1,0,1,1,1,1,1,1,1,69.798
0,1,1,0,0,0,0,0,0,1,0,1,1,1,68.926
1,0,1,0,0,0,1,1,1,0,0,0,0,1,68.214
1,1,0,1,0,0,0,0,0,0,0,0,1,0,70.544
0,1,1,0,1,1,1,1,1,1,0,0,1,1,72.092
1,1,1,1,1,0,1,0,1,0,0,0,1,1,68.391
1,1,1,0,0,1,0,0,0,1,1,1,0,0,69.298
0,1,1,1,1,0,1,0,0,1,1,1,1,0,69.159
1,1,1,1,1,0,1,0,1,1,0,1,1,0,68.798
1,0,0,0,1,0,1,1,1,1,0,0,0,0,71.161
0,1,0,0,0,1,0,1,1,0,0,1,1,1,71.135
0,1,0,0,1,0,0,1,1,1,0,0,1,1,70.609
0,1,1,0,0,0,0,0,1,1,0,1,0,1,68.978
1,0,0,1,1,1,0,1,0,1,1,1,1,0,68.592
0,0,1,0,1,0,0,1,1,1,1,0,1,0,69.337
0,1,1,1,1,0,0,1,1,1,1,1,1,1,68.845
1,0,0,1,1,1,0,1,0,1,1,1,0,1,71.898
0,0,0,1,0,0,1,0,0,1,1,1,1,1,68.695
1,0,0,0,1,1,1,0,0,0,0,0,0,0,71.024
1,1,0,1,0,1,1,0,1,1,0,0,0,1,93.642
1,1,1,0,1,0,1,1,0,0,1,1,0,1,68.468
0,0,1,0,0,0,0,0,1,0,0,0,0,1,89.922
1,1,0,1,1,0,1,0,1,1,1,1,1,1,68.92
0,0,1,1,1,1,0,1,0,0,0,1,0,1,68.067
0,0,1,1,1,1,1,0,1,0,0,1,0,0,69.634
0,1,1,1,0,0,0,0,0,1,1,1,1,1,68.47
0,1,1,0,1,1,0,0,1,1,1,1,0,1,69.68
1,0,0,1,1,1,1,0,0,1,0,1,0,0,72.573
0,1,0,1,1,1,1,1,1,0,0,1,1,1,69.326
1,0,1,1,0,0,0,0,0,0,1,1,1,0,69.406
1,1,0,0,0,1,0,1,0,1,1,1,0,1,68.42
0,1,0,0,0,0,0,1,1,0,0,0,0,1,71.079
0,1,1,0,1,0,1,0,0,0,0,1,1,1,69.209
1,0,1,1,0,0,0,0,1,1,1,0,0,0,70.842
1,1,1,0,1,1,0,1,1,0,0,1,0,1,68.099
0,1,1,1,1,1,1,0,0,1,0,0,0,0,69.037
1,0,1,0,1,1,0,1,1,1,1,1,1,0,71.071
0,0,1,0,1,0,0,1,1,0,0,1,0,0,68.499
1,0,0,1,1,1,0,1,0,1,0,0,1,0,69.141
1,0,1,1,1,0,0,0,1,0,0,1,0,1,70.473
1,0,0,0,1,1,1,1,1,1,1,1,0,0,71.224
0,0,0,0,1,0,0,1,0,0,0,0,1,0,68.288
0,1,1,0,0,0,1,0,0,1,1,1,1,1,68.15
0,1,1,1,0,1,1,0,1,1,0,1,0,0,69.157
0,0,0,0,1,1,1,1,1,0,0,1,1,1,68.901
1,1,1,0,0,1,1,0,1,0,0,1,1,1,68.812
0,1,1,0,0,1,1,0,1,0,0,0,0,0,68.325
1,1,1,0,0,1,0,1,1,1,1,0,1,0,71.146
0,1,1,1,0,1,0,0,1,0,0,0,1,0,68.993
1,1,1,1,0,1,0,0,1,0,1,1,1,1,68.681
1,1,1,0,1,0,1,1,0,1,1,1,0,0,69.19
1,1,0,1,0,0,1,0,0,0,0,1,0,0,71.221
1,1,0,0,1,0,0,0,1,1,1,0,1,1,71.34
1,1,0,0,0,1,0,1,0,0,0,1,0,0,69.012
0,1,0,1,1,1,1,0,0,1,1,0,0,0,69.384
0,1,0,0,1,1,0,0,0,0,0,1,1,1,68.782
0,0,1,0,1,1,1,1,0,1,0,0,1,0,68.607
0,0,0,0,0,1,1,1,1,0,1,0,1,1,68.321
0,1,1,1,1,1,0,0,0,1,0,1,0,1,71.204
1,1,1,1,1,0,1,0,1,0,0,1,1,1,70.906
0,1,1,1,0,1,1,0,0,1,1,0,1,1,69.875
0,0,0,0,0,0,1,0,1,0,1,0,0,0,68.428
0,0,0,1,0,0,0,0,1,0,1,0,0,1,69.742
0,1,0,0,0,0,0,0,0,1,1,0,1,1,70.815
1,1,0,0,1,1,1,1,1,1,1,0,0,1,69.2
0,1,0,1,0,0,1,0,1,0,0,0,1,0,68.383
1,1,1,1,0,0,1,0,0,1,1,1,0,1,69.545
1,1,0,1,0,0,0,0,0,1,1,0,1,0,69.27
1,0,0,1,1,1,1,1,0,0,0,0,0,1,69.026
0,0,0,1,0,1,1,1,1,0,0,1,0,1,69.123
1,1,0,0,0,0,1,0,1,1,0,0,1,0,69.23
0,0,0,1,1,1,0,1,1,0,1,0,1,0,72.58
1,1,0,0,1,1,1,1,0,0,1,0,1,1,68.757
0,1,0,1,0,1,0,1,1,1,0,1,0,1,68.866
0,0,1,1,1,0,0,0,0,1,1,1,1,1,68.406
1,0,0,0,1,0,1,1,1,0,0,1,1,0,67.983
0,0,1,1,1,1,1,1,0,0,1,1,0,1,69.798
0,0,1,1,0,0,1,1,1,1,1,0,1,1,70.779
0,1,0,0,1,1,1,0,0,1,1,1,1,1,70.431
1,0,1,0,1,1,0,1,1,0,0,0,0,1,71.2
0,1,1,0,1,0,1,1,0,0,0,0,0,0,69.554
1,0,0,0,0,0,1,1,0,0,0,1,1,0,69.108
1,1,1,1,1,1,1,0,1,0,1,0,0,0,70.751
0,0,0,1,0,1,1,0,1,1,0,0,0,1,71.29
1,0,0,1,1,0,0,1,0,1,1,0,0,0,68.721
1,0,0,1,0,0,1,0,0,0,1,0,1,0,68.585
1,1,1,0,0,1,0,0,0,0,0,1,1,0,70.765
1,1,0,1,1,1,1,0,0,0,1,0,1,1,68.746
1,0,1,1,0,1,0,1,0,1,1,1,1,0,68.516
1,0,1,1,1,0,0,0,1,1,1,1,1,0,70.434
1,0,1,0,0,1,0,0,1,0,1,0,0,0,70.531
0,0,1,0,0,0,1,1,1,1,0,1,1,1,68.385
0,1,1,1,0,1,0,1,1,0,0,0,0,0,68.283
0,0,1,0,0,0,1,1,1,0,1,1,1,1,68.714
0,1,0,0,1,0,0,1,1,0,1,1,0,1,70.816
1,1,1,1,0,1,1,0,1,0,1,1,1,0,71.15
1,1,0,0,1,0,1,1,0,1,1,0,0,1,68.658
1,0,1,1,1,1,0,1,1,1,1,1,1,1,69.718
0,0,1,1,1,0,1,0,1,1,1,1,1,0,68.367
0,1,0,1,1,1,1,1,1,0,1,0,1,1,70.699
0,0,0,0,0,1,1,0,1,1,1,0,1,0,70.374
1,0,0,0,0,0,1,1,0,1,1,0,1,0,69.779
0,0,0,1,0,0,0,0,0,1,0,0,1,1,69.436
1,1,0,1,0,0,1,1,1,0,0,1,1,1,68.858
1,0,0,0,1,1,1,1,0,0,0,1,0,1,68.407
1,0,1,0,1,0,1,1,0,1,0,1,0,0,71.402
1,0,1,0,1,1,0,1,0,1,1,1,0,1,68.837
1,0,1,1,0,0,0,0,1,1,1,1,1,0,68.885
0,0,1,0,1,1,1,0,0,0,0,0,1,0,69.034
0,1,0,1,1,1,1,1,1,1,1,0,1,0,71.298
0,1,0,1,0,0,0,0,0,0,1,0,1,0,68.764
1,0,0,1,0,0,1,1,0,1,1,1,0,1,70.645
0,1,0,0,0,0,0,0,1,1,0,0,0,1,68.792
0,0,1,0,0,1,1,0,1,1,1,1,0,0,69.11
1,0,1,1,0,1,1,1,1,0,0,0,1,1,70.332
0,1,0,0,1,1,1,1,0,0,0,1,1,0,68.593
1,1,0,0,0,0,0,1,1,1,0,1,0,0,69.172
0,0,1,1,0,1,1,1,0,0,0,1,1,0,71.814
1,0,1,0,0,0,1,1,1,0,1,0,0,1,68.997
0,1,1,0,0,1,0,0,0,1,1,0,0,1,71.182
1,1,0,0,0,0,0,0,0,0,0,1,1,1,68.688
1,0,0,1,0,1,0,0,1,0,1,1,0,0,69.27
1,1,1,0,1,0,1,1,0,1,0,0,0,1,69.155
1,1,0,0,1,1,0,1,0,0,0,1,1,1,70.089
1,0,1,1,0,1,1,1,1,1,0,1,0,1,69.084
0,0,0,0,1,0,1,1,1,0,1,0,0,1,69.116
0,1,1,1,0,1,0,1,0,1,1,1,0,1,70.796
0,0,1,0,1,1,0,0,0,0,0,1,1,1,71.232
0,1,0,1,0,1,0,0,1,0,1,1,1,1,70.28
0,1,1,0,0,0,1,1,0,0,0,0,0,1,67.808
0,1,1,1,1,0,1,0,0,0,0,0,0,1,70.284
1,1,1,1,0,1,0,0,1,0,0,1,0,1,69.224
1,0,1,0,0,1,0,1,1,0,1,1,0,0,68.623
1,0,1,0,0,0,0,1,1,0,1,0,1,0,69.167
0,1,1,0,0,1,0,0,1,0,1,0,1,1,68.361
0,0,0,0,0,0,1,0,1,0,1,1,1,0,68.673
0,0,1,0,1,1,1,0,1,0,0,1,0,0,71.08
0,0,1,1,1,0,0,0,1,0,0,1,0,0,68.813
1,0,1,1,1,0,0,1,0,0,1,1,1,0,70.132
0,0,1,0,1,1,0,1,0,1,0,0,1,1,70.647
1,1,0,0,1,0,0,1,1,1,1,0,1,1,68.848
1,1,0,0,1,1,0,1,0,0,0,1,0,1,70.842
1,0,1,1,0,0,0,0,0,1,0,0,1,0,71.459
1,1,0,0,0,1,0,0,1,1,0,0,1,0,68.249
0,1,0,1,1,0,0,0,0,0,0,1,1,0,71.883
1,0,0,1,0,1,0,0,0,0,1,0,0,1,68.526
1,1,1,0,0,1,0,1,1,0,0,0,1,0,68.619
1,0,0,1,0,1,1,0,1,1,1,1,1,1,71.252
1,1,0,1,1,0,1,1,1,1,1,1,1,0,68.538
1,0,0,1,1,1,1,1,0,1,1,0,0,1,68.842
0,0,1,0,1,1,0,0,0,1,0,0,1,0,71.77
1,1,1,1,0,0,0,1,0,0,0,0,0,0,68.979
1,1,1,1,0,0,1,1,0,0,0,0,0,1,68.269
0,1,1,0,0,0,1,1,1,1,0,1,0,1,68.411
0,0,0,1,1,0,1,0,0,0,0,1,1,0,70.941
0,1,0,1,1,0,1,0,1,0,0,0,1,0,71.002
0,0,0,0,1,0,0,1,1,0,1,1,0,1,71.181
1,1,0,0,0,1,1,1,1,1,1,0,0,0,71.421
0,1,0,1,1,1,0,1,0,1,0,0,0,1,69.791
1,0,0,1,0,0,0,1,0,0,1,1,0,0,69.039
0,0,0,1,1,0,1,1,1,0,1,1,0,1,71.178
1,1,0,1,0,0,1,0,0,1,1,0,1,0,68.687
0,0,0,1,0,1,0,1,1,0,1,1,0,1,71.966
1,1,1,0,0,1,1,1,1,1,0,1,1,0,68.886
0,1,0,0,0,1,1,1,0,1,1,0,1,0,69.315
1,1,0,0,0,0,1,1,1,1,1,1,0,1,69.828
1,0,0,1,1,1,1,1,1,0,0,0,1,1,69.406
1,1,0,0,1,0,0,0,0,1,0,0,1,1,69.323
1,0,0,1,1,1,1,1,1,1,1,1,0,1,69.055
1,1,0,0,0,1,0,0,1,1,1,0,1,1,68.565
1,0,1,1,1,0,1,0,0,0,0,1,1,1,71.184
1,1,1,1,1,1,0,0,0,1,1,0,0,0,69.74
0,1,1,1,1,1,0,0,0,1,0,1,1,1,69.014
0,0,1,1,1,1,1,1,1,0,0,0,1,0,70.842
1,0,1,1,1,1,0,1,0,1,1,0,1,0,70.422
0,1,0,1,1,0,0,1,1,0,0,1,0,0,70.703
1,1,0,0,0,1,1,1,1,0,0,0,0,1,70.644
0,0,0,1,1,1,0,1,0,1,0,1,0,1,71.46
0,1,1,1,0,0,1,1,1,1,1,0,0,1,69.441
1,1,1,1,1,1,1,1,1,1,1,1,0,1,69.676
1,1,0,1,1,1,0,0,1,1,1,0,0,0,68.925
0,1,0,1,0,0,1,1,0,1,0,0,0,1,71.549
0,0,1,0,0,0,1,0,0,0,0,1,0,1,68.433
0,1,0,0,1,0,0,1,0,1,0,1,1,0,69.673
0,0,1,0,1,1,1,1,0,0,0,0,1,1,71.299
0,0,0,0,0,0,0,0,1,1,0,0,0,0,71.832
0,0,0,0,0,0,1,1,1,1,0,0,1,0,70.209
1,1,1,1,1,0,1,0,1,0,1,0,0,0,69.043
0,0,1,0,1,1,0,1,0,0,0,0,1,1,68.563
0,0,1,0,0,1,0,0,1,0,0,1,1,0,69.013
1,0,0,0,1,0,0,1,1,0,1,1,1,0,70.948
1,0,0,1,1,0,0,0,0,0,1,0,0,1,71.023
0,0,0,1,0,1,1,0,0,1,0,0,0,0,69.762
0,1,1,1,0,0,0,0,0,1,0,1,0,0,70.184
0,1,1,1,1,0,1,1,1,0,1,0,1,0,70.628
1,0,1,0,0,1,1,0,0,0,0,0,0,0,68.769
1,0,0,0,1,0,0,1,1,1,0,1,1,0,68.786
0,1,1,0,0,0,1,0,0,0,1,1,0,1,68.916
1,0,1,0,1,1,1,0,0,1,1,0,0,0,68.483
1,0,0,1,0,0,1,0,0,1,1,1,0,1,69.047
1,0,0,0,0,0,1,1,1,0,1,0,1,0,68.216
1,1,0,0,0,0,0,1,0,0,1,1,1,0,70.768
0,1,1,1,0,0,1,1,0,1,1,1,1,0,69.124
1,1,0,1,1,0,0,1,0,0,1,1,0,0,69.066
1,1,0,1,0,0,1,0,0,1,1,1,1,1,71.007
0,1,0,0,0,1,0,1,0,1,1,1,1,0,68.534
0,1,1,1,1,0,0,1,0,1,1,0,1,1,71.107
0,0,0,0,0,0,1,0,1,0,1,0,1,1,71.65
0,1,1,1,1,0,0,0,1,0,0,0,0,0,68.547
0,1,1,1,1,1,1,1,0,0,1,0,1,1,68.991
0,1,0,0,1,0,0,1,0,1,0,0,1,1,68.625
1,0,1,0,0,0,0,1,0,0,1,1,0,0,70.664
1,1,0,0,1,0,0,1,0,0,0,0,1,0,68.2
0,1,0,0,1,1,1,0,1,0,1,1,1,1,71.237
1,1,1,0,0,1,0,1,1,0,1,0,0,1,68.696
1,0,0,0,0,0,1,0,1,1,1,0,1,1,69.11
1,0,0,1,1,0,1,1,1,1,1,1,1,1,69.196
1,1,0,1,1,1,0,0,1,1,0,1,0,0,72.083
0,1,1,1,0,0,1,1,1,1,1,0,0,0,69.297
0,0,0,1,0,1,0,1,0,0,1,0,0,0,68.452
1,0,1,0,0,1,1,0,0,1,1,1,1,0,69.415
0,1,1,0,0,0,0,1,1,1,0,0,1,0,71.073
1,0,0,1,0,1,1,0,0,1,1,1,1,1,69.634
1,0,1,0,1,0,0,0,1,1,1,0,1,0,68.589
1,0,1,1,1,1,1,0,0,1,1,1,1,0,69.319
0,1,1,0,1,1,1,1,0,1,0,1,0,0,69.01
0,0,1,0,0,0,0,0,1,0,1,1,0,1,68.85
0,1,1,1,0,0,0,0,0,0,0,1,0,1,68.793
0,0,1,1,0,0,1,0,0,1,0,0,1,0,68.891
0,1,1,0,0,1,1,0,0,1,0,1,0,0,68.764
0,1,0,1,0,0,0,1,0,0,1,1,0,0,68.929
0,0,1,1,0,1,0,1,0,1,0,1,1,1,70.554
1,1,0,0,0,0,1,1,0,1,1,1,1,0,70.798
0,1,1,1,1,0,1,1,1,1,0,0,0,0,70.1
0,1,0,0,0,0,1,0,0,1,1,0,0,0,69.041
1,0,1,0,0,1,0,1,0,0,1,1,1,0,69.351
0,0,1,1,0,1,1,1,0,1,0,0,0,1,73.05
0,0,1,1,0,1,1,0,0,0,0,1,0,0,74.622
1,1,0,1,1,1,1,0,1,1,0,0,0,0,68.951
1,1,0,0,0,0,0,1,0,1,0,1,1,0,71.291
0,0,1,0,0,0,1,0,1,0,0,1,1,0,71.597
0,0,0,0,1,0,0,1,0,1,1,1,1,1,69.189
0,1,0,1,1,1,0,1,0,0,0,1,1,1,69.319
1,0,0,0,1,0,0,0,0,1,0,1,1,1,71.614
1,0,1,1,0,0,0,1,1,0,1,0,1,0,69.219
0,0,1,0,1,1,1,1,0,0,0,0,0,1,68.583
1,0,0,0,0,1,0,0,1,0,0,1,1,0,68.148
1,0,0,0,1,1,1,1,0,1,0,0,0,1,70.641
0,1,1,1,0,0,0,0,0,0,0,0,1,1,70.502
1,1,0,1,0,1,0,1,1,1,0,0,0,0,68.854
0,1,1,1,0,0,0,1,1,1,0,0,0,0,71.358
0,1,1,1,1,1,0,0,1,1,1,1,1,1,68.86
1,0,0,0,0,0,0,0,0,0,1,0,1,0,68.402
0,1,0,1,0,0,0,1,1,1,0,1,0,0,70.665
0,1,0,0,0,0,1,1,1,1,1,0,0,1,69.267
