SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$overwrite.1
1,1,1,0,1,1,0,0,1,0,1,1,1,1,24.382
0,0,0,0,1,0,1,0,1,0,1,0,1,0,21.397
0,0,0,1,1,1,0,0,0,0,0,1,1,1,24.731
1,0,0,0,1,0,1,1,0,0,1,0,1,0,22.116
1,0,0,1,0,1,0,1,1,0,0,0,1,0,21.289
0,1,1,0,0,0,1,1,1,1,1,1,0,0,25.678
1,0,1,1,0,0,0,0,1,1,1,0,1,0,21.631
0,0,0,1,1,0,0,1,0,1,1,0,1,1,21.317
1,1,1,1,1,0,0,1,1,1,0,0,1,0,21.368
1,0,1,0,0,1,1,1,1,0,1,1,0,1,24.775
0,1,0,1,1,1,0,0,1,1,0,0,1,0,21.219
0,1,1,1,1,1,1,0,1,1,1,0,1,0,21.634
0,1,0,1,0,0,1,1,1,1,1,0,0,0,21.163
1,0,1,1,1,0,1,0,1,1,0,1,1,0,24.904
1,0,0,1,1,1,1,0,0,0,1,1,1,0,24.799
1,0,0,1,0,0,1,1,0,0,0,0,0,1,21.532
1,1,1,0,0,1,0,0,1,0,1,0,1,1,21.361
0,0,1,1,0,1,0,1,1,1,0,0,0,0,21.324
1,0,0,0,1,1,0,1,0,1,1,1,1,0,25.392
1,1,1,0,0,0,0,1,0,0,0,0,0,1,21.425
0,0,1,0,1,1,1,0,0,0,1,0,0,0,21.287
1,1,1,0,0,0,0,0,0,1,1,0,0,0,22.011
0,0,0,0,0,1,1,1,1,0,0,1,1,0,24.778
0,0,1,1,1,0,1,1,0,0,1,0,0,0,21.739
0,1,0,0,0,1,1,1,1,1,0,1,1,0,24.745
0,0,0,1,0,0,0,0,0,1,1,0,0,1,21.909
1,0,0,0,1,1,0,1,0,1,1,1,0,0,24.849
0,0,1,1,0,0,1,1,0,1,1,1,1,0,24.735
0,1,1,1,1,0,1,0,0,0,1,0,1,0,21.759
0,0,0,1,0,0,0,0,0,1,0,1,1,0,24.789
0,1,0,1,0,0,1,0,0,1,1,0,1,1,22.146
0,0,1,1,1,0,1,0,1,1,1,0,1,0,21.736
0,0,0,1,1,0,1,0,1,1,0,0,1,0,21.912
0,0,1,0,0,0,0,0,1,0,1,0,1,1,21.445
0,0,1,0,1,0,1,0,0,0,0,0,0,1,21.456
0,1,1,1,1,1,1,0,1,1,0,1,1,1,24.934
1,1,0,1,0,0,0,1,0,1,0,1,0,0,25.357
1,0,1,1,0,0,0,1,1,1,1,0,0,0,22.451
1,1,0,0,1,1,1,0,0,0,0,1,1,0,25.17
1,0,0,1,1,1,1,0,1,1,1,1,0,1,24.9
0,0,0,0,0,1,0,1,0,0,0,0,0,1,21.435
1,1,1,1,1,1,1,1,1,1,1,0,0,1,21.766
0,0,1,1,0,0,1,1,0,0,1,1,0,0,24.525
1,1,1,0,1,0,1,1,1,1,0,1,0,0,25.272
0,0,0,1,1,0,0,0,0,1,1,0,1,0,21.521
1,1,0,0,1,0,0,0,1,0,0,1,1,0,24.548
0,1,0,1,1,0,0,0,0,0,0,1,1,0,24.473
1,0,0,1,0,1,0,0,1,1,1,1,1,0,24.83
1,1,1,1,1,1,0,0,1,1,1,0,0,0,21.728
1,0,1,0,1,1,0,0,1,1,1,1,0,1,24.917
0,0,1,1,0,1,0,1,0,0,1,1,0,1,24.513
0,1,0,1,0,0,1,1,1,1,1,0,1,1,21.493
1,0,0,1,1,1,1,0,1,0,0,1,1,0,24.911
1,0,0,1,1,0,1,0,1,1,0,1,1,0,25.156
0,0,1,1,0,0,0,0,1,1,0,0,1,0,21.537
0,0,0,0,1,1,1,1,1,0,1,0,1,0,21.176
1,0,0,1,1,1,1,1,1,0,1,0,0,1,22.254
1,1,0,0,0,1,0,0,1,0,0,1,0,0,25.447
1,0,1,1,0,0,0,0,0,0,1,1,0,0,24.791
1,0,1,0,1,0,0,0,1,0,0,1,0,0,24.794
0,1,1,1,1,1,0,1,1,0,0,0,0,0,21.459
0,1,0,0,0,1,0,0,1,0,1,1,0,0,24.444
1,0,0,0,1,1,0,0,0,1,1,0,0,1,21.417
1,1,0,1,1,0,0,1,1,0,0,1,0,0,25.202
1,0,1,1,0,1,0,1,1,1,1,0,1,1,21.465
0,1,1,0,1,1,1,0,0,1,1,0,0,1,21.285
1,1,0,1,0,0,1,1,0,0,1,1,1,0,24.94
0,1,0,1,1,0,1,1,0,1,1,0,1,0,22.089
1,0,0,1,1,0,1,1,0,1,0,1,0,1,24.698
1,1,1,0,1,0,0,0,1,0,0,0,0,1,21.783
0,0,1,1,0,0,1,0,0,1,0,1,0,1,24.705
0,1,1,0,0,0,1,1,0,0,1,0,0,1,21.458
0,1,1,1,1,1,0,0,0,1,1,1,0,1,24.517
1,0,1,0,0,0,1,0,1,0,0,1,0,0,24.884
0,0,1,0,0,1,1,0,1,0,0,0,1,1,21.321
1,1,1,0,0,0,0,1,0,0,1,1,1,1,25.085
0,0,0,1,0,1,1,1,1,1,0,0,0,0,22.106
0,1,1,0,0,0,0,0,1,0,1,1,1,1,24.983
0,1,0,0,0,0,0,1,0,1,1,1,1,0,24.891
0,1,1,1,1,0,1,1,1,1,1,0,0,0,21.9
0,0,0,1,1,0,0,0,0,1,1,1,0,1,25.04
1,0,1,0,0,1,0,0,0,0,0,0,1,1,21.891
1,0,1,0,1,1,0,0,1,1,0,1,0,0,24.861
0,1,1,1,0,1,0,0,0,0,0,1,0,0,25.092
1,0,1,1,0,1,0,1,0,0,0,0,1,1,21.543
0,1,1,1,1,0,0,1,1,1,1,0,0,0,21.273
0,1,0,1,1,0,1,0,0,1,1,0,1,0,21.715
0,0,1,1,1,0,0,1,1,1,1,0,1,0,21.783
1,0,1,1,1,1,1,1,0,1,1,0,1,0,21.813
0,0,1,1,1,0,1,0,0,1,1,1,0,1,24.651
1,1,0,0,0,0,1,1,1,1,1,0,1,0,21.757
0,1,1,1,0,1,0,0,0,0,1,1,1,0,24.574
1,1,1,1,0,1,1,1,1,1,1,0,1,1,21.53
1,1,1,0,0,0,1,0,0,1,1,0,1,1,21.534
1,0,0,0,0,1,1,1,1,1,0,1,1,0,25.22
1,1,0,1,1,0,1,1,0,1,0,1,1,1,24.867
1,0,1,1,1,1,0,0,1,0,1,0,0,1,21.667
0,0,1,1,0,0,1,0,0,0,1,0,1,0,21.113
1,1,0,1,0,1,0,1,0,1,0,0,0,0,21.719
1,1,1,0,0,1,1,0,1,0,0,1,0,0,24.722
1,1,0,1,0,1,1,0,1,1,0,1,0,1,24.822
1,0,1,0,1,0,1,1,0,1,0,1,1,0,25.013
1,0,1,1,0,1,0,0,1,0,1,1,0,1,25.694
1,0,0,0,1,0,0,1,0,1,1,0,1,1,21.624
1,0,0,1,0,0,0,1,1,1,1,0,0,0,21.933
1,0,1,0,0,1,1,1,1,1,1,0,0,1,21.521
1,0,0,0,0,1,0,1,0,0,0,0,1,0,21.644
0,1,1,1,1,1,0,0,1,1,0,0,1,1,21.543
1,1,1,1,1,1,0,1,0,0,0,1,1,0,24.873
1,1,1,1,0,0,1,0,1,1,0,0,1,0,21.748
0,1,0,1,0,0,1,0,1,0,0,1,0,0,24.839
0,1,0,1,1,0,1,0,1,1,1,0,0,1,22.035
0,0,1,1,0,1,0,1,1,0,0,0,0,0,21.805
0,0,1,1,0,1,0,1,0,1,0,0,1,0,21.542
0,0,0,1,1,0,0,0,0,1,1,0,1,0,21.88
0,1,1,0,1,0,0,1,0,0,0,1,1,0,25.952
0,1,1,1,0,1,0,1,0,0,1,1,1,1,24.401
1,1,0,0,1,1,1,0,0,1,1,1,1,1,25.325
1,1,1,0,0,0,0,1,1,0,0,1,1,1,24.661
1,1,1,1,1,1,0,1,1,0,0,0,1,0,21.745
1,1,0,0,0,1,0,1,1,0,1,1,1,0,24.909
0,1,0,0,0,1,0,1,1,0,0,1,0,0,25.191
1,0,1,1,1,1,0,1,1,0,0,1,1,1,25.038
1,0,0,1,1,1,0,0,1,0,1,0,1,1,21.689
0,1,0,1,1,1,0,1,1,0,0,1,1,0,24.418
1,1,1,1,1,1,1,1,1,0,0,0,1,0,21.14
0,0,1,1,1,1,0,1,1,1,1,1,1,1,24.723
0,1,1,0,0,0,0,0,0,1,0,1,1,1,25.204
1,0,1,0,0,0,1,1,1,0,0,0,0,1,21.736
1,1,0,1,0,0,0,0,0,0,0,0,1,0,21.746
0,1,1,0,1,1,1,1,1,1,0,0,1,1,21.662
1,1,1,1,1,0,1,0,1,0,0,0,1,1,21.828
1,1,1,0,0,1,0,0,0,1,1,1,0,0,24.757
0,1,1,1,1,0,1,0,0,1,1,1,1,0,25.266
1,1,1,1,1,0,1,0,1,1,0,1,1,0,25.16
1,0,0,0,1,0,1,1,1,1,0,0,0,0,21.85
0,1,0,0,0,1,0,1,1,0,0,1,1,1,25.045
0,1,0,0,1,0,0,1,1,1,0,0,1,1,21.112
0,1,1,0,0,0,0,0,1,1,0,1,0,1,25.175
1,0,0,1,1,1,0,1,0,1,1,1,1,0,25.469
0,0,1,0,1,0,0,1,1,1,1,0,1,0,21.777
0,1,1,1,1,0,0,1,1,1,1,1,1,1,24.664
1,0,0,1,1,1,0,1,0,1,1,1,0,1,24.864
0,0,0,1,0,0,1,0,0,1,1,1,1,1,24.859
1,0,0,0,1,1,1,0,0,0,0,0,0,0,22.015
1,1,0,1,0,1,1,0,1,1,0,0,0,1,21.654
1,1,1,0,1,0,1,1,0,0,1,1,0,1,24.77
0,0,1,0,0,0,0,0,1,0,0,0,0,1,21.554
1,1,0,1,1,0,1,0,1,1,1,1,1,1,24.621
0,0,1,1,1,1,0,1,0,0,0,1,0,1,24.855
0,0,1,1,1,1,1,0,1,0,0,1,0,0,25.116
0,1,1,1,0,0,0,0,0,1,1,1,1,1,25.38
0,1,1,0,1,1,0,0,1,1,1,1,0,1,24.728
1,0,0,1,1,1,1,0,0,1,0,1,0,0,25.311
0,1,0,1,1,1,1,1,1,0,0,1,1,1,24.42
1,0,1,1,0,0,0,0,0,0,1,1,1,0,24.94
1,1,0,0,0,1,0,1,0,1,1,1,0,1,24.934
0,1,0,0,0,0,0,1,1,0,0,0,0,1,21.927
0,1,1,0,1,0,1,0,0,0,0,1,1,1,24.928
1,0,1,1,0,0,0,0,1,1,1,0,0,0,21.66
1,1,1,0,1,1,0,1,1,0,0,1,0,1,25.318
0,1,1,1,1,1,1,0,0,1,0,0,0,0,21.393
1,0,1,0,1,1,0,1,1,1,1,1,1,0,24.97
0,0,1,0,1,0,0,1,1,0,0,1,0,0,24.482
1,0,0,1,1,1,0,1,0,1,0,0,1,0,21.251
1,0,1,1,1,0,0,0,1,0,0,1,0,1,25.12
1,0,0,0,1,1,1,1,1,1,1,1,0,0,24.982
0,0,0,0,1,0,0,1,0,0,0,0,1,0,21.619
0,1,1,0,0,0,1,0,0,1,1,1,1,1,24.417
0,1,1,1,0,1,1,0,1,1,0,1,0,0,25.195
0,0,0,0,1,1,1,1,1,0,0,1,1,1,24.491
1,1,1,0,0,1,1,0,1,0,0,1,1,1,24.877
0,1,1,0,0,1,1,0,1,0,0,0,0,0,21.879
1,1,1,0,0,1,0,1,1,1,1,0,1,0,21.638
0,1,1,1,0,1,0,0,1,0,0,0,1,0,21.746
1,1,1,1,0,1,0,0,1,0,1,1,1,1,24.677
1,1,1,0,1,0,1,1,0,1,1,1,0,0,25.114
1,1,0,1,0,0,1,0,0,0,0,1,0,0,24.916
1,1,0,0,1,0,0,0,1,1,1,0,1,1,21.385
1,1,0,0,0,1,0,1,0,0,0,1,0,0,24.961
0,1,0,1,1,1,1,0,0,1,1,0,0,0,21.428
0,1,0,0,1,1,0,0,0,0,0,1,1,1,25.037
0,0,1,0,1,1,1,1,0,1,0,0,1,0,21.236
0,0,0,0,0,1,1,1,1,0,1,0,1,1,21.922
0,1,1,1,1,1,0,0,0,1,0,1,0,1,25.174
1,1,1,1,1,0,1,0,1,0,0,1,1,1,24.94
0,1,1,1,0,1,1,0,0,1,1,0,1,1,21.655
0,0,0,0,0,0,1,0,1,0,1,0,0,0,21.773
0,0,0,1,0,0,0,0,1,0,1,0,0,1,21.721
0,1,0,0,0,0,0,0,0,1,1,0,1,1,21.674
1,1,0,0,1,1,1,1,1,1,1,0,0,1,21.801
0,1,0,1,0,0,1,0,1,0,0,0,1,0,21.506
1,1,1,1,0,0,1,0,0,1,1,1,0,1,24.961
1,1,0,1,0,0,0,0,0,1,1,0,1,0,21.543
1,0,0,1,1,1,1,1,0,0,0,0,0,1,21.926
0,0,0,1,0,1,1,1,1,0,0,1,0,1,25.036
1,1,0,0,0,0,1,0,1,1,0,0,1,0,21.961
0,0,0,1,1,1,0,1,1,0,1,0,1,0,21.181
1,1,0,0,1,1,1,1,0,0,1,0,1,1,21.674
0,1,0,1,0,1,0,1,1,1,0,1,0,1,24.81
0,0,1,1,1,0,0,0,0,1,1,1,1,1,24.93
1,0,0,0,1,0,1,1,1,0,0,1,1,0,24.999
0,0,1,1,1,1,1,1,0,0,1,1,0,1,24.848
0,0,1,1,0,0,1,1,1,1,1,0,1,1,21.331
0,1,0,0,1,1,1,0,0,1,1,1,1,1,24.846
1,0,1,0,1,1,0,1,1,0,0,0,0,1,22.245
0,1,1,0,1,0,1,1,0,0,0,0,0,0,21.544
1,0,0,0,0,0,1,1,0,0,0,1,1,0,24.499
1,1,1,1,1,1,1,0,1,0,1,0,0,0,21.674
0,0,0,1,0,1,1,0,1,1,0,0,0,1,21.234
1,0,0,1,1,0,0,1,0,1,1,0,0,0,21.891
1,0,0,1,0,0,1,0,0,0,1,0,1,0,21.227
1,1,1,0,0,1,0,0,0,0,0,1,1,0,24.829
1,1,0,1,1,1,1,0,0,0,1,0,1,1,21.255
1,0,1,1,0,1,0,1,0,1,1,1,1,0,24.646
1,0,1,1,1,0,0,0,1,1,1,1,1,0,24.77
1,0,1,0,0,1,0,0,1,0,1,0,0,0,21.396
0,0,1,0,0,0,1,1,1,1,0,1,1,1,24.535
0,1,1,1,0,1,0,1,1,0,0,0,0,0,21.691
0,0,1,0,0,0,1,1,1,0,1,1,1,1,24.468
0,1,0,0,1,0,0,1,1,0,1,1,0,1,25.372
1,1,1,1,0,1,1,0,1,0,1,1,1,0,24.863
1,1,0,0,1,0,1,1,0,1,1,0,0,1,21.682
1,0,1,1,1,1,0,1,1,1,1,1,1,1,24.71
0,0,1,1,1,0,1,0,1,1,1,1,1,0,24.647
0,1,0,1,1,1,1,1,1,0,1,0,1,1,21.149
0,0,0,0,0,1,1,0,1,1,1,0,1,0,21.494
1,0,0,0,0,0,1,1,0,1,1,0,1,0,21.447
0,0,0,1,0,0,0,0,0,1,0,0,1,1,21.61
1,1,0,1,0,0,1,1,1,0,0,1,1,1,24.635
1,0,0,0,1,1,1,1,0,0,0,1,0,1,25.029
1,0,1,0,1,0,1,1,0,1,0,1,0,0,25.364
1,0,1,0,1,1,0,1,0,1,1,1,0,1,25.008
1,0,1,1,0,0,0,0,1,1,1,1,1,0,25.244
0,0,1,0,1,1,1,0,0,0,0,0,1,0,21.135
0,1,0,1,1,1,1,1,1,1,1,0,1,0,21.415
0,1,0,1,0,0,0,0,0,0,1,0,1,0,21.032
1,0,0,1,0,0,1,1,0,1,1,1,0,1,24.962
0,1,0,0,0,0,0,0,1,1,0,0,0,1,22.004
0,0,1,0,0,1,1,0,1,1,1,1,0,0,25.046
1,0,1,1,0,1,1,1,1,0,0,0,1,1,22.206
0,1,0,0,1,1,1,1,0,0,0,1,1,0,25.393
1,1,0,0,0,0,0,1,1,1,0,1,0,0,25.444
0,0,1,1,0,1,1,1,0,0,0,1,1,0,24.4
1,0,1,0,0,0,1,1,1,0,1,0,0,1,21.513
0,1,1,0,0,1,0,0,0,1,1,0,0,1,21.394
1,1,0,0,0,0,0,0,0,0,0,1,1,1,24.3
1,0,0,1,0,1,0,0,1,0,1,1,0,0,25.432
1,1,1,0,1,0,1,1,0,1,0,0,0,1,21.936
1,1,0,0,1,1,0,1,0,0,0,1,1,1,24.741
1,0,1,1,0,1,1,1,1,1,0,1,0,1,25.163
0,0,0,0,1,0,1,1,1,0,1,0,0,1,21.916
0,1,1,1,0,1,0,1,0,1,1,1,0,1,25.012
0,0,1,0,1,1,0,0,0,0,0,1,1,1,24.766
0,1,0,1,0,1,0,0,1,0,1,1,1,1,24.509
0,1,1,0,0,0,1,1,0,0,0,0,0,1,21.427
0,1,1,1,1,0,1,0,0,0,0,0,0,1,21.813
1,1,1,1,0,1,0,0,1,0,0,1,0,1,24.512
1,0,1,0,0,1,0,1,1,0,1,1,0,0,24.964
1,0,1,0,0,0,0,1,1,0,1,0,1,0,21.712
0,1,1,0,0,1,0,0,1,0,1,0,1,1,21.332
0,0,0,0,0,0,1,0,1,0,1,1,1,0,24.507
0,0,1,0,1,1,1,0,1,0,0,1,0,0,24.667
0,0,1,1,1,0,0,0,1,0,0,1,0,0,24.68
1,0,1,1,1,0,0,1,0,0,1,1,1,0,24.791
0,0,1,0,1,1,0,1,0,1,0,0,1,1,21.287
1,1,0,0,1,0,0,1,1,1,1,0,1,1,21.471
1,1,0,0,1,1,0,1,0,0,0,1,0,1,24.786
1,0,1,1,0,0,0,0,0,1,0,0,1,0,21.588
1,1,0,0,0,1,0,0,1,1,0,0,1,0,21.252
0,1,0,1,1,0,0,0,0,0,0,1,1,0,24.836
1,0,0,1,0,1,0,0,0,0,1,0,0,1,21.405
1,1,1,0,0,1,0,1,1,0,0,0,1,0,21.268
1,0,0,1,0,1,1,0,1,1,1,1,1,1,24.567
1,1,0,1,1,0,1,1,1,1,1,1,1,0,24.928
1,0,0,1,1,1,1,1,0,1,1,0,0,1,21.798
0,0,1,0,1,1,0,0,0,1,0,0,1,0,21.787
1,1,1,1,0,0,0,1,0,0,0,0,0,0,21.461
1,1,1,1,0,0,1,1,0,0,0,0,0,1,21.485
0,1,1,0,0,0,1,1,1,1,0,1,0,1,25.041
0,0,0,1,1,0,1,0,0,0,0,1,1,0,24.987
0,1,0,1,1,0,1,0,1,0,0,0,1,0,21.248
0,0,0,0,1,0,0,1,1,0,1,1,0,1,24.484
1,1,0,0,0,1,1,1,1,1,1,0,0,0,22.06
0,1,0,1,1,1,0,1,0,1,0,0,0,1,21.333
1,0,0,1,0,0,0,1,0,0,1,1,0,0,24.943
0,0,0,1,1,0,1,1,1,0,1,1,0,1,24.937
1,1,0,1,0,0,1,0,0,1,1,0,1,0,21.876
0,0,0,1,0,1,0,1,1,0,1,1,0,1,24.631
1,1,1,0,0,1,1,1,1,1,0,1,1,0,25.161
0,1,0,0,0,1,1,1,0,1,1,0,1,0,21.236
1,1,0,0,0,0,1,1,1,1,1,1,0,1,25.018
1,0,0,1,1,1,1,1,1,0,0,0,1,1,21.055
1,1,0,0,1,0,0,0,0,1,0,0,1,1,21.425
1,0,0,1,1,1,1,1,1,1,1,1,0,1,24.875
1,1,0,0,0,1,0,0,1,1,1,0,1,1,21.935
1,0,1,1,1,0,1,0,0,0,0,1,1,1,24.865
1,1,1,1,1,1,0,0,0,1,1,0,0,0,21.471
0,1,1,1,1,1,0,0,0,1,0,1,1,1,24.885
0,0,1,1,1,1,1,1,1,0,0,0,1,0,21.338
1,0,1,1,1,1,0,1,0,1,1,0,1,0,22.053
0,1,0,1,1,0,0,1,1,0,0,1,0,0,24.867
1,1,0,0,0,1,1,1,1,0,0,0,0,1,21.528
0,0,0,1,1,1,0,1,0,1,0,1,0,1,24.752
0,1,1,1,0,0,1,1,1,1,1,0,0,1,21.395
1,1,1,1,1,1,1,1,1,1,1,1,0,1,25.044
1,1,0,1,1,1,0,0,1,1,1,0,0,0,21.992
0,1,0,1,0,0,1,1,0,1,0,0,0,1,21.319
0,0,1,0,0,0,1,0,0,0,0,1,0,1,24.692
0,1,0,0,1,0,0,1,0,1,0,1,1,0,24.789
0,0,1,0,1,1,1,1,0,0,0,0,1,1,21.746
0,0,0,0,0,0,0,0,1,1,0,0,0,0,21.848
0,0,0,0,0,0,1,1,1,1,0,0,1,0,21.543
1,1,1,1,1,0,1,0,1,0,1,0,0,0,22.318
0,0,1,0,1,1,0,1,0,0,0,0,1,1,21.409
0,0,1,0,0,1,0,0,1,0,0,1,1,0,24.52
1,0,0,0,1,0,0,1,1,0,1,1,1,0,24.791
1,0,0,1,1,0,0,0,0,0,1,0,0,1,21.538
0,0,0,1,0,1,1,0,0,1,0,0,0,0,21.747
0,1,1,1,0,0,0,0,0,1,0,1,0,0,24.79
0,1,1,1,1,0,1,1,1,0,1,0,1,0,21.247
1,0,1,0,0,1,1,0,0,0,0,0,0,0,21.812
1,0,0,0,1,0,0,1,1,1,0,1,1,0,25.51
0,1,1,0,0,0,1,0,0,0,1,1,0,1,24.927
1,0,1,0,1,1,1,0,0,1,1,0,0,0,21.454
1,0,0,1,0,0,1,0,0,1,1,1,0,1,25.177
1,0,0,0,0,0,1,1,1,0,1,0,1,0,21.437
1,1,0,0,0,0,0,1,0,0,1,1,1,0,25.1
0,1,1,1,0,0,1,1,0,1,1,1,1,0,24.616
1,1,0,1,1,0,0,1,0,0,1,1,0,0,24.654
1,1,0,1,0,0,1,0,0,1,1,1,1,1,25.051
0,1,0,0,0,1,0,1,0,1,1,1,1,0,24.833
0,1,1,1,1,0,0,1,0,1,1,0,1,1,21.985
0,0,0,0,0,0,1,0,1,0,1,0,1,1,21.106
0,1,1,1,1,0,0,0,1,0,0,0,0,0,21.391
0,1,1,1,1,1,1,1,0,0,1,0,1,1,21.475
0,1,0,0,1,0,0,1,0,1,0,0,1,1,21.502
1,0,1,0,0,0,0,1,0,0,1,1,0,0,25.311
1,1,0,0,1,0,0,1,0,0,0,0,1,0,21.666
0,1,0,0,1,1,1,0,1,0,1,1,1,1,24.483
1,1,1,0,0,1,0,1,1,0,1,0,0,1,22.18
1,0,0,0,0,0,1,0,1,1,1,0,1,1,21.763
1,0,0,1,1,0,1,1,1,1,1,1,1,1,24.61
1,1,0,1,1,1,0,0,1,1,0,1,0,0,25.736
0,1,1,1,0,0,1,1,1,1,1,0,0,0,22.109
0,0,0,1,0,1,0,1,0,0,1,0,0,0,21.197
1,0,1,0,0,1,1,0,0,1,1,1,1,0,25.005
0,1,1,0,0,0,0,1,1,1,0,0,1,0,22.028
1,0,0,1,0,1,1,0,0,1,1,1,1,1,24.991
1,0,1,0,1,0,0,0,1,1,1,0,1,0,21.668
1,0,1,1,1,1,1,0,0,1,1,1,1,0,25.196
0,1,1,0,1,1,1,1,0,1,0,1,0,0,24.922
0,0,1,0,0,0,0,0,1,0,1,1,0,1,24.507
0,1,1,1,0,0,0,0,0,0,0,1,0,1,24.47
0,0,1,1,0,0,1,0,0,1,0,0,1,0,21.536
0,1,1,0,0,1,1,0,0,1,0,1,0,0,24.62
0,1,0,1,0,0,0,1,0,0,1,1,0,0,24.615
0,0,1,1,0,1,0,1,0,1,0,1,1,1,24.802
1,1,0,0,0,0,1,1,0,1,1,1,1,0,25.101
0,1,1,1,1,0,1,1,1,1,0,0,0,0,21.591
0,1,0,0,0,0,1,0,0,1,1,0,0,0,21.517
1,0,1,0,0,1,0,1,0,0,1,1,1,0,25.005
0,0,1,1,0,1,1,1,0,1,0,0,0,1,21.463
0,0,1,1,0,1,1,0,0,0,0,1,0,0,24.272
1,1,0,1,1,1,1,0,1,1,0,0,0,0,21.855
1,1,0,0,0,0,0,1,0,1,0,1,1,0,25.187
0,0,1,0,0,0,1,0,1,0,0,1,1,0,24.455
0,0,0,0,1,0,0,1,0,1,1,1,1,1,24.457
0,1,0,1,1,1,0,1,0,0,0,1,1,1,24.906
1,0,0,0,1,0,0,0,0,1,0,1,1,1,24.984
1,0,1,1,0,0,0,1,1,0,1,0,1,0,21.891
0,0,1,0,1,1,1,1,0,0,0,0,0,1,21.303
1,0,0,0,0,1,0,0,1,0,0,1,1,0,24.61
1,0,0,0,1,1,1,1,0,1,0,0,0,1,21.926
0,1,1,1,0,0,0,0,0,0,0,0,1,1,21.83
1,1,0,1,0,1,0,1,1,1,0,0,0,0,22.131
0,1,1,1,0,0,0,1,1,1,0,0,0,0,21.787
0,1,1,1,1,1,0,0,1,1,1,1,1,1,24.283
1,0,0,0,0,0,0,0,0,0,1,0,1,0,21.646
0,1,0,1,0,0,0,1,1,1,0,1,0,0,24.951
0,1,0,0,0,0,1,1,1,1,1,0,0,1,21.78
