SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq.5
0,0,1,0,1,1,1,0,0,0,1,0,0,0,17.468
1,1,1,0,0,0,0,0,0,1,1,0,0,0,18.798
0,0,0,0,0,1,1,1,1,0,0,1,1,0,19.976
0,0,1,1,1,0,1,1,0,0,1,0,0,0,17.701
0,1,0,0,0,1,1,1,1,1,0,1,1,0,20.849
0,0,0,1,0,0,0,0,0,1,1,0,0,1,18.471
1,0,0,0,1,1,0,1,0,1,1,1,0,0,21.351
0,0,1,1,0,0,1,1,0,1,1,1,1,0,20.955
0,1,1,1,1,0,1,0,0,0,1,0,1,0,17.291
0,0,0,1,0,0,0,0,0,1,0,1,1,0,21.067
0,1,0,1,0,0,1,0,0,1,1,0,1,1,18.364
0,0,1,1,1,0,1,0,1,1,1,0,1,0,18.144
0,0,0,1,1,0,1,0,1,1,0,0,1,0,18.164
0,0,1,0,0,0,0,0,1,0,1,0,1,1,17.333
0,0,1,0,1,0,1,0,0,0,0,0,0,1,17.436
0,1,1,1,1,1,1,0,1,1,0,1,1,1,21.013
1,1,0,1,0,0,0,1,0,1,0,1,0,0,21.368
1,0,1,1,0,0,0,1,1,1,1,0,0,0,18.546
1,1,0,0,1,1,1,0,0,0,0,1,1,0,20.129
1,0,0,1,1,1,1,0,1,1,1,1,0,1,21.241
0,0,0,0,0,1,0,1,0,0,0,0,0,1,17.586
1,1,1,1,1,1,1,1,1,1,1,0,0,1,18.667
0,0,1,1,0,0,1,1,0,0,1,1,0,0,20.388
1,1,1,0,1,0,1,1,1,1,0,1,0,0,21.521
0,0,0,1,1,0,0,0,0,1,1,0,1,0,18.434
1,1,0,0,1,0,0,0,1,0,0,1,1,0,20.168
0,1,0,1,1,0,0,0,0,0,0,1,1,0,20.079
1,0,0,1,0,1,0,0,1,1,1,1,1,0,21.097
1,1,1,1,1,1,0,0,1,1,1,0,0,0,18.601
1,0,1,0,1,1,0,0,1,1,1,1,0,1,21.065
0,0,1,1,0,1,0,1,0,0,1,1,0,1,20.398
0,1,0,1,0,0,1,1,1,1,1,0,1,1,18.153
1,0,0,1,1,1,1,0,1,0,0,1,1,0,19.953
1,0,0,1,1,0,1,0,1,1,0,1,1,0,21.242
0,0,1,1,0,0,0,0,1,1,0,0,1,0,18.208
0,0,0,0,1,1,1,1,1,0,1,0,1,0,17.293
1,0,0,1,1,1,1,1,1,0,1,0,0,1,17.575
1,1,0,0,0,1,0,0,1,0,0,1,0,0,20.318
1,0,1,1,0,0,0,0,0,0,1,1,0,0,20.125
1,0,1,0,1,0,0,0,1,0,0,1,0,0,20.272
0,1,1,1,1,1,0,1,1,0,0,0,0,0,17.818
0,1,0,0,0,1,0,0,1,0,1,1,0,0,20.34
1,0,0,0,1,1,0,0,0,1,1,0,0,1,18.537
1,1,0,1,1,0,0,1,1,0,0,1,0,0,20.524
1,0,1,1,0,1,0,1,1,1,1,0,1,1,18.184
0,1,1,0,1,1,1,0,0,1,1,0,0,1,18.736
1,1,0,1,0,0,1,1,0,0,1,1,1,0,20.218
0,1,0,1,1,0,1,1,0,1,1,0,1,0,18.391
1,0,0,1,1,0,1,1,0,1,0,1,0,1,21.215
1,1,1,0,1,0,0,0,1,0,0,0,0,1,17.497
0,0,1,1,0,0,1,0,0,1,0,1,0,1,21.163
0,1,1,0,0,0,1,1,0,0,1,0,0,1,17.843
0,1,1,1,1,1,0,0,0,1,1,1,0,1,21.376
1,0,1,0,0,0,1,0,1,0,0,1,0,0,20.282
0,0,1,0,0,1,1,0,1,0,0,0,1,1,17.323
1,1,1,0,0,0,0,1,0,0,1,1,1,1,19.9
0,0,0,1,0,1,1,1,1,1,0,0,0,0,18.518
0,1,1,0,0,0,0,0,1,0,1,1,1,1,20.037
0,1,0,0,0,0,0,1,0,1,1,1,1,0,21.174
0,1,1,1,1,0,1,1,1,1,1,0,0,0,18.79
0,0,0,1,1,0,0,0,0,1,1,1,0,1,20.934
1,0,1,0,0,1,0,0,0,0,0,0,1,1,17.422
1,0,1,0,1,1,0,0,1,1,0,1,0,0,20.938
0,1,1,1,0,1,0,0,0,0,0,1,0,0,20.391
1,0,1,1,0,1,0,1,0,0,0,0,1,1,17.356
0,1,1,1,1,0,0,1,1,1,1,0,0,0,18.535
0,1,0,1,1,0,1,0,0,1,1,0,1,0,18.418
0,0,1,1,1,0,0,1,1,1,1,0,1,0,18.163
1,0,1,1,1,1,1,1,0,1,1,0,1,0,18.458
0,0,1,1,1,0,1,0,0,1,1,1,0,1,21.345
1,1,0,0,0,0,1,1,1,1,1,0,1,0,18.492
0,1,1,1,0,1,0,0,0,0,1,1,1,0,19.967
1,1,1,1,0,1,1,1,1,1,1,0,1,1,18.22
1,1,1,0,0,0,1,0,0,1,1,0,1,1,18.525
1,0,0,0,0,1,1,1,1,1,0,1,1,0,20.927
1,1,0,1,1,0,1,1,0,1,0,1,1,1,21.334
1,0,1,1,1,1,0,0,1,0,1,0,0,1,17.851
0,0,1,1,0,0,1,0,0,0,1,0,1,0,17.471
1,1,0,1,0,1,0,1,0,1,0,0,0,0,18.664
1,1,1,0,0,1,1,0,1,0,0,1,0,0,20.313
1,1,0,1,0,1,1,0,1,1,0,1,0,1,21.271
1,0,1,0,1,0,1,1,0,1,0,1,1,0,21.441
1,0,1,1,0,1,0,0,1,0,1,1,0,1,20.312
1,0,0,0,1,0,0,1,0,1,1,0,1,1,18.412
1,0,0,1,0,0,0,1,1,1,1,0,0,0,18.566
1,0,1,0,0,1,1,1,1,1,1,0,0,1,18.64
1,0,0,0,0,1,0,1,0,0,0,0,1,0,17.448
0,1,1,1,1,1,0,0,1,1,0,0,1,1,18.37
1,1,1,1,1,1,0,1,0,0,0,1,1,0,20.034
1,1,1,1,0,0,1,0,1,1,0,0,1,0,18.366
0,1,0,1,0,0,1,0,1,0,0,1,0,0,20.342
0,1,0,1,1,0,1,0,1,1,1,0,0,1,18.663
0,0,1,1,0,1,0,1,1,0,0,0,0,0,17.584
0,0,1,1,0,1,0,1,0,1,0,0,1,0,18.302
0,0,0,1,1,0,0,0,0,1,1,0,1,0,18.424
0,1,1,0,1,0,0,1,0,0,0,1,1,0,19.986
0,1,1,1,0,1,0,1,0,0,1,1,1,1,20.152
1,1,0,0,1,1,1,0,0,1,1,1,1,1,21.283
1,1,1,0,0,0,0,1,1,0,0,1,1,1,19.817
1,1,1,1,1,1,0,1,1,0,0,0,1,0,17.438
1,1,0,0,0,1,0,1,1,0,1,1,1,0,20.053
0,1,0,0,0,1,0,1,1,0,0,1,0,0,20.386
1,0,1,1,1,1,0,1,1,0,0,1,1,1,20.139
1,0,0,1,1,1,0,0,1,0,1,0,1,1,17.511
0,1,0,1,1,1,0,1,1,0,0,1,1,0,19.966
1,1,1,1,1,1,1,1,1,0,0,0,1,0,17.245
0,0,1,1,1,1,0,1,1,1,1,1,1,1,21.033
0,1,1,0,0,0,0,0,0,1,0,1,1,1,21.24
1,0,1,0,0,0,1,1,1,0,0,0,0,1,17.677
1,1,0,1,0,0,0,0,0,0,0,0,1,0,17.327
0,1,1,0,1,1,1,1,1,1,0,0,1,1,18.242
1,1,1,1,1,0,1,0,1,0,0,0,1,1,17.529
1,1,1,0,0,1,0,0,0,1,1,1,0,0,21.403
0,1,1,1,1,0,1,0,0,1,1,1,1,0,21.396
1,1,1,1,1,0,1,0,1,1,0,1,1,0,21.45
1,0,0,0,1,0,1,1,1,1,0,0,0,0,18.739
0,1,0,0,0,1,0,1,1,0,0,1,1,1,20.067
0,1,0,0,1,0,0,1,1,1,0,0,1,1,18.372
0,1,1,0,0,0,0,0,1,1,0,1,0,1,21.198
1,0,0,1,1,1,0,1,0,1,1,1,1,0,20.893
0,0,1,0,1,0,0,1,1,1,1,0,1,0,18.117
0,1,1,1,1,0,0,1,1,1,1,1,1,1,21.408
1,0,0,1,1,1,0,1,0,1,1,1,0,1,21.232
0,0,0,1,0,0,1,0,0,1,1,1,1,1,21.442
1,0,0,0,1,1,1,0,0,0,0,0,0,0,17.694
1,1,0,1,0,1,1,0,1,1,0,0,0,1,18.661
1,1,1,0,1,0,1,1,0,0,1,1,0,1,20.716
0,0,1,0,0,0,0,0,1,0,0,0,0,1,17.649
1,1,0,1,1,0,1,0,1,1,1,1,1,1,21.117
0,0,1,1,1,1,0,1,0,0,0,1,0,1,20.227
0,0,1,1,1,1,1,0,1,0,0,1,0,0,20.511
0,1,1,1,0,0,0,0,0,1,1,1,1,1,21.115
0,1,1,0,1,1,0,0,1,1,1,1,0,1,21.543
1,0,0,1,1,1,1,0,0,1,0,1,0,0,21.008
0,1,0,1,1,1,1,1,1,0,0,1,1,1,19.871
1,0,1,1,0,0,0,0,0,0,1,1,1,0,20.237
1,1,0,0,0,1,0,1,0,1,1,1,0,1,21.13
0,1,0,0,0,0,0,1,1,0,0,0,0,1,17.496
0,1,1,0,1,0,1,0,0,0,0,1,1,1,19.961
1,0,1,1,0,0,0,0,1,1,1,0,0,0,18.632
1,1,1,0,1,1,0,1,1,0,0,1,0,1,20.437
0,1,1,1,1,1,1,0,0,1,0,0,0,0,18.446
1,0,1,0,1,1,0,1,1,1,1,1,1,0,21.112
0,0,1,0,1,0,0,1,1,0,0,1,0,0,20.517
1,0,0,1,1,1,0,1,0,1,0,0,1,0,18.281
1,0,1,1,1,0,0,0,1,0,0,1,0,1,20.38
1,0,0,0,1,1,1,1,1,1,1,1,0,0,21.632
0,0,0,0,1,0,0,1,0,0,0,0,1,0,17.332
0,1,1,0,0,0,1,0,0,1,1,1,1,1,21.153
0,1,1,1,0,1,1,0,1,1,0,1,0,0,21.436
0,0,0,0,1,1,1,1,1,0,0,1,1,1,20.095
1,1,1,0,0,1,1,0,1,0,0,1,1,1,20.052
0,1,1,0,0,1,1,0,1,0,0,0,0,0,17.607
1,1,1,0,0,1,0,1,1,1,1,0,1,0,18.476
0,1,1,1,0,1,0,0,1,0,0,0,1,0,17.353
1,1,1,1,0,1,0,0,1,0,1,1,1,1,20.302
1,1,1,0,1,0,1,1,0,1,1,1,0,0,21.409
1,1,0,1,0,0,1,0,0,0,0,1,0,0,20.281
1,1,0,0,1,0,0,0,1,1,1,0,1,1,18.537
1,1,0,0,0,1,0,1,0,0,0,1,0,0,20.472
0,1,0,1,1,1,1,0,0,1,1,0,0,0,18.516
0,1,0,0,1,1,0,0,0,0,0,1,1,1,20.127
0,0,1,0,1,1,1,1,0,1,0,0,1,0,18.19
0,0,0,0,0,1,1,1,1,0,1,0,1,1,17.461
0,1,1,1,1,1,0,0,0,1,0,1,0,1,21.064
1,1,1,1,1,0,1,0,1,0,0,1,1,1,20.202
0,1,1,1,0,1,1,0,0,1,1,0,1,1,18.198
0,0,0,0,0,0,1,0,1,0,1,0,0,0,17.693
0,0,0,1,0,0,0,0,1,0,1,0,0,1,17.601
0,1,0,0,0,0,0,0,0,1,1,0,1,1,18.409
1,1,0,0,1,1,1,1,1,1,1,0,0,1,18.544
0,1,0,1,0,0,1,0,1,0,0,0,1,0,17.41
1,1,1,1,0,0,1,0,0,1,1,1,0,1,21.318
1,1,0,1,0,0,0,0,0,1,1,0,1,0,18.388
1,0,0,1,1,1,1,1,0,0,0,0,0,1,17.51
0,0,0,1,0,1,1,1,1,0,0,1,0,1,20.211
1,1,0,0,0,0,1,0,1,1,0,0,1,0,18.408
0,0,0,1,1,1,0,1,1,0,1,0,1,0,17.377
1,1,0,0,1,1,1,1,0,0,1,0,1,1,17.481
0,1,0,1,0,1,0,1,1,1,0,1,0,1,21.375
0,0,1,1,1,0,0,0,0,1,1,1,1,1,21.297
1,0,0,0,1,0,1,1,1,0,0,1,1,0,19.851
0,0,1,1,1,1,1,1,0,0,1,1,0,1,20.439
0,0,1,1,0,0,1,1,1,1,1,0,1,1,18.351
0,1,0,0,1,1,1,0,0,1,1,1,1,1,21.011
1,0,1,0,1,1,0,1,1,0,0,0,0,1,17.82
0,1,1,0,1,0,1,1,0,0,0,0,0,0,17.944
1,0,0,0,0,0,1,1,0,0,0,1,1,0,19.937
1,1,1,1,1,1,1,0,1,0,1,0,0,0,17.891
0,0,0,1,0,1,1,0,1,1,0,0,0,1,18.295
1,0,0,1,1,0,0,1,0,1,1,0,0,0,18.705
1,0,0,1,0,0,1,0,0,0,1,0,1,0,17.403
1,1,1,0,0,1,0,0,0,0,0,1,1,0,20.205
1,1,0,1,1,1,1,0,0,0,1,0,1,1,17.378
1,0,1,1,0,1,0,1,0,1,1,1,1,0,20.964
1,0,1,1,1,0,0,0,1,1,1,1,1,0,21.177
1,0,1,0,0,1,0,0,1,0,1,0,0,0,17.602
0,0,1,0,0,0,1,1,1,1,0,1,1,1,21.158
0,1,1,1,0,1,0,1,1,0,0,0,0,0,17.715
0,0,1,0,0,0,1,1,1,0,1,1,1,1,20.051
0,1,0,0,1,0,0,1,1,0,1,1,0,1,20.44
1,1,1,1,0,1,1,0,1,0,1,1,1,0,20.193
1,1,0,0,1,0,1,1,0,1,1,0,0,1,18.64
1,0,1,1,1,1,0,1,1,1,1,1,1,1,21.281
0,0,1,1,1,0,1,0,1,1,1,1,1,0,21.35
0,1,0,1,1,1,1,1,1,0,1,0,1,1,17.4
0,0,0,0,0,1,1,0,1,1,1,0,1,0,18.419
1,0,0,0,0,0,1,1,0,1,1,0,1,0,18.137
0,0,0,1,0,0,0,0,0,1,0,0,1,1,18.523
1,1,0,1,0,0,1,1,1,0,0,1,1,1,20.036
1,0,0,0,1,1,1,1,0,0,0,1,0,1,20.216
1,0,1,0,1,0,1,1,0,1,0,1,0,0,21.164
1,0,1,0,1,1,0,1,0,1,1,1,0,1,21.274
1,0,1,1,0,0,0,0,1,1,1,1,1,0,21.207
0,0,1,0,1,1,1,0,0,0,0,0,1,0,17.58
0,1,0,1,1,1,1,1,1,1,1,0,1,0,18.387
0,1,0,1,0,0,0,0,0,0,1,0,1,0,17.612
1,0,0,1,0,0,1,1,0,1,1,1,0,1,21.462
0,1,0,0,0,0,0,0,1,1,0,0,0,1,18.484
0,0,1,0,0,1,1,0,1,1,1,1,0,0,21.401
1,0,1,1,0,1,1,1,1,0,0,0,1,1,17.563
0,1,0,0,1,1,1,1,0,0,0,1,1,0,20.125
1,1,0,0,0,0,0,1,1,1,0,1,0,0,21.385
0,0,1,1,0,1,1,1,0,0,0,1,1,0,20.132
1,0,1,0,0,0,1,1,1,0,1,0,0,1,17.89
0,1,1,0,0,1,0,0,0,1,1,0,0,1,18.755
1,1,0,0,0,0,0,0,0,0,0,1,1,1,20.197
1,0,0,1,0,1,0,0,1,0,1,1,0,0,20.383
1,1,1,0,1,0,1,1,0,1,0,0,0,1,18.727
1,1,0,0,1,1,0,1,0,0,0,1,1,1,20.086
1,0,1,1,0,1,1,1,1,1,0,1,0,1,21.206
0,0,0,0,1,0,1,1,1,0,1,0,0,1,17.675
0,1,1,1,0,1,0,1,0,1,1,1,0,1,21.224
0,0,1,0,1,1,0,0,0,0,0,1,1,1,20.097
0,1,0,1,0,1,0,0,1,0,1,1,1,1,20.203
0,1,1,0,0,0,1,1,0,0,0,0,0,1,17.659
0,1,1,1,1,0,1,0,0,0,0,0,0,1,17.656
1,1,1,1,0,1,0,0,1,0,0,1,0,1,20.13
1,0,1,0,0,1,0,1,1,0,1,1,0,0,20.508
1,0,1,0,0,0,0,1,1,0,1,0,1,0,17.559
0,1,1,0,0,1,0,0,1,0,1,0,1,1,17.359
0,0,0,0,0,0,1,0,1,0,1,1,1,0,19.857
0,0,1,0,1,1,1,0,1,0,0,1,0,0,20.22
0,0,1,1,1,0,0,0,1,0,0,1,0,0,20.336
1,0,1,1,1,0,0,1,0,0,1,1,1,0,19.933
0,0,1,0,1,1,0,1,0,1,0,0,1,1,18.244
1,1,0,0,1,0,0,1,1,1,1,0,1,1,18.449
1,1,0,0,1,1,0,1,0,0,0,1,0,1,20.065
1,0,1,1,0,0,0,0,0,1,0,0,1,0,18.271
1,1,0,0,0,1,0,0,1,1,0,0,1,0,18.346
0,1,0,1,1,0,0,0,0,0,0,1,1,0,20.065
1,0,0,1,0,1,0,0,0,0,1,0,0,1,17.664
1,1,1,0,0,1,0,1,1,0,0,0,1,0,17.301
1,0,0,1,0,1,1,0,1,1,1,1,1,1,20.886
1,1,0,1,1,0,1,1,1,1,1,1,1,0,21.494
1,0,0,1,1,1,1,1,0,1,1,0,0,1,18.618
0,0,1,0,1,1,0,0,0,1,0,0,1,0,18.349
1,1,1,1,0,0,0,1,0,0,0,0,0,0,17.658
1,1,1,1,0,0,1,1,0,0,0,0,0,1,17.699
0,1,1,0,0,0,1,1,1,1,0,1,0,1,21.223
0,0,0,1,1,0,1,0,0,0,0,1,1,0,19.949
0,1,0,1,1,0,1,0,1,0,0,0,1,0,17.381
0,0,0,0,1,0,0,1,1,0,1,1,0,1,20.361
1,1,0,0,0,1,1,1,1,1,1,0,0,0,18.388
0,1,0,1,1,1,0,1,0,1,0,0,0,1,18.687
1,0,0,1,0,0,0,1,0,0,1,1,0,0,20.418
0,0,0,1,1,0,1,1,1,0,1,1,0,1,20.509
1,1,0,1,0,0,1,0,0,1,1,0,1,0,18.669
0,0,0,1,0,1,0,1,1,0,1,1,0,1,20.284
1,1,1,0,0,1,1,1,1,1,0,1,1,0,21.044
0,1,0,0,0,1,1,1,0,1,1,0,1,0,18.31
1,1,0,0,0,0,1,1,1,1,1,1,0,1,21.231
1,0,0,1,1,1,1,1,1,0,0,0,1,1,17.268
1,1,0,0,1,0,0,0,0,1,0,0,1,1,18.552
1,0,0,1,1,1,1,1,1,1,1,1,0,1,21.05
1,1,0,0,0,1,0,0,1,1,1,0,1,1,18.481
1,0,1,1,1,0,1,0,0,0,0,1,1,1,19.954
1,1,1,1,1,1,0,0,0,1,1,0,0,0,18.61
0,1,1,1,1,1,0,0,0,1,0,1,1,1,21.025
0,0,1,1,1,1,1,1,1,0,0,0,1,0,17.296
1,0,1,1,1,1,0,1,0,1,1,0,1,0,18.224
0,1,0,1,1,0,0,1,1,0,0,1,0,0,20.572
1,1,0,0,0,1,1,1,1,0,0,0,0,1,17.799
0,0,0,1,1,1,0,1,0,1,0,1,0,1,21.074
0,1,1,1,0,0,1,1,1,1,1,0,0,1,18.747
1,1,1,1,1,1,1,1,1,1,1,1,0,1,21.246
1,1,0,1,1,1,0,0,1,1,1,0,0,0,18.723
0,1,0,1,0,0,1,1,0,1,0,0,0,1,18.533
0,0,1,0,0,0,1,0,0,0,0,1,0,1,20.195
0,1,0,0,1,0,0,1,0,1,0,1,1,0,21.229
0,0,1,0,1,1,1,1,0,0,0,0,1,1,17.378
0,0,0,0,0,0,0,0,1,1,0,0,0,0,18.428
0,0,0,0,0,0,1,1,1,1,0,0,1,0,18.287
1,1,1,1,1,0,1,0,1,0,1,0,0,0,17.599
0,0,1,0,1,1,0,1,0,0,0,0,1,1,17.474
0,0,1,0,0,1,0,0,1,0,0,1,1,0,20.241
1,0,0,0,1,0,0,1,1,0,1,1,1,0,19.941
1,0,0,1,1,0,0,0,0,0,1,0,0,1,17.39
0,0,0,1,0,1,1,0,0,1,0,0,0,0,18.271
0,1,1,1,0,0,0,0,0,1,0,1,0,0,21.315
0,1,1,1,1,0,1,1,1,0,1,0,1,0,17.417
1,0,1,0,0,1,1,0,0,0,0,0,0,0,17.729
1,0,0,0,1,0,0,1,1,1,0,1,1,0,21.396
0,1,1,0,0,0,1,0,0,0,1,1,0,1,20.502
1,0,1,0,1,1,1,0,0,1,1,0,0,0,18.673
1,0,0,1,0,0,1,0,0,1,1,1,0,1,21.261
1,0,0,0,0,0,1,1,1,0,1,0,1,0,17.516
1,1,0,0,0,0,0,1,0,0,1,1,1,0,20.159
0,1,1,1,0,0,1,1,0,1,1,1,1,0,21.16
1,1,0,1,1,0,0,1,0,0,1,1,0,0,20.52
1,1,0,1,0,0,1,0,0,1,1,1,1,1,21.246
0,1,0,0,0,1,0,1,0,1,1,1,1,0,21.265
0,1,1,1,1,0,0,1,0,1,1,0,1,1,18.006
0,0,0,0,0,0,1,0,1,0,1,0,1,1,17.319
0,1,1,1,1,0,0,0,1,0,0,0,0,0,17.637
0,1,1,1,1,1,1,1,0,0,1,0,1,1,17.457
0,1,0,0,1,0,0,1,0,1,0,0,1,1,18.275
1,0,1,0,0,0,0,1,0,0,1,1,0,0,20.313
1,1,0,0,1,0,0,1,0,0,0,0,1,0,17.245
0,1,0,0,1,1,1,0,1,0,1,1,1,1,20.019
1,1,1,0,0,1,0,1,1,0,1,0,0,1,17.867
1,0,0,0,0,0,1,0,1,1,1,0,1,1,18.499
1,0,0,1,1,0,1,1,1,1,1,1,1,1,21.149
1,1,0,1,1,1,0,0,1,1,0,1,0,0,21.34
0,1,1,1,0,0,1,1,1,1,1,0,0,0,18.621
0,0,0,1,0,1,0,1,0,0,1,0,0,0,17.733
1,0,1,0,0,1,1,0,0,1,1,1,1,0,21.122
0,1,1,0,0,0,0,1,1,1,0,0,1,0,18.583
1,0,0,1,0,1,1,0,0,1,1,1,1,1,20.994
1,0,1,0,1,0,0,0,1,1,1,0,1,0,18.286
1,0,1,1,1,1,1,0,0,1,1,1,1,0,20.835
0,1,1,0,1,1,1,1,0,1,0,1,0,0,21.389
0,0,1,0,0,0,0,0,1,0,1,1,0,1,20.253
0,1,1,1,0,0,0,0,0,0,0,1,0,1,20.542
0,0,1,1,0,0,1,0,0,1,0,0,1,0,18.228
0,1,1,0,0,1,1,0,0,1,0,1,0,0,21.116
0,1,0,1,0,0,0,1,0,0,1,1,0,0,20.326
0,0,1,1,0,1,0,1,0,1,0,1,1,1,20.854
1,1,0,0,0,0,1,1,0,1,1,1,1,0,21.285
0,1,1,1,1,0,1,1,1,1,0,0,0,0,18.795
0,1,0,0,0,0,1,0,0,1,1,0,0,0,18.704
1,0,1,0,0,1,0,1,0,0,1,1,1,0,20.179
0,0,1,1,0,1,1,1,0,1,0,0,0,1,18.504
0,0,1,1,0,1,1,0,0,0,0,1,0,0,20.375
1,1,0,1,1,1,1,0,1,1,0,0,0,0,18.819
1,1,0,0,0,0,0,1,0,1,0,1,1,0,21.136
0,0,1,0,0,0,1,0,1,0,0,1,1,0,20.088
0,0,0,0,1,0,0,1,0,1,1,1,1,1,21.229
0,1,0,1,1,1,0,1,0,0,0,1,1,1,19.933
1,0,0,0,1,0,0,0,0,1,0,1,1,1,21.263
1,0,1,1,0,0,0,1,1,0,1,0,1,0,17.405
0,0,1,0,1,1,1,1,0,0,0,0,0,1,17.753
1,0,0,0,0,1,0,0,1,0,0,1,1,0,20.072
1,0,0,0,1,1,1,1,0,1,0,0,0,1,18.721
0,1,1,1,0,0,0,0,0,0,0,0,1,1,17.617
1,1,0,1,0,1,0,1,1,1,0,0,0,0,18.491
0,1,1,1,0,0,0,1,1,1,0,0,0,0,18.801
0,1,1,1,1,1,0,0,1,1,1,1,1,1,20.922
1,0,0,0,0,0,0,0,0,0,1,0,1,0,17.645
0,1,0,1,0,0,0,1,1,1,0,1,0,0,21.416
0,1,0,0,0,0,1,1,1,1,1,0,0,1,18.679
