SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readrandom.5
1,1,0,1,1,0,0,1,1,0,0,1,0,0,20.126
1,0,1,1,0,1,0,1,1,1,1,0,1,1,17.026
0,1,1,0,1,1,1,0,0,1,1,0,0,1,15.962
1,1,0,1,0,0,1,1,0,0,1,1,1,0,10.157
0,1,0,1,1,0,1,1,0,1,1,0,1,0,12.9
1,0,0,1,1,0,1,1,0,1,0,1,0,1,15.126
1,1,1,0,1,0,0,0,1,0,0,0,0,1,15.576
0,0,1,1,0,0,1,0,0,1,0,1,0,1,13.121
0,1,1,0,0,0,1,1,0,0,1,0,0,1,16.37
0,1,1,1,1,1,0,0,0,1,1,1,0,1,11.309
1,0,1,0,0,0,1,0,1,0,0,1,0,0,15.503
0,0,1,0,0,1,1,0,1,0,0,0,1,1,13.702
1,1,1,0,0,0,0,1,0,0,1,1,1,1,11.54
0,0,0,1,0,1,1,1,1,1,0,0,0,0,13.771
0,1,1,0,0,0,0,0,1,0,1,1,1,1,9.769
0,1,0,0,0,0,0,1,0,1,1,1,1,0,14.731
0,1,1,1,1,0,1,1,1,1,1,0,0,0,11.937
0,0,0,1,1,0,0,0,0,1,1,1,0,1,12.532
1,0,1,0,0,1,0,0,0,0,0,0,1,1,11.807
1,0,1,0,1,1,0,0,1,1,0,1,0,0,10.06
0,1,1,1,0,1,0,0,0,0,0,1,0,0,12.171
1,0,1,1,0,1,0,1,0,0,0,0,1,1,11.02
0,1,1,1,1,0,0,1,1,1,1,0,0,0,12.432
0,1,0,1,1,0,1,0,0,1,1,0,1,0,12.445
0,0,1,1,1,0,0,1,1,1,1,0,1,0,11.865
1,0,1,1,1,1,1,1,0,1,1,0,1,0,10.239
0,0,1,1,1,0,1,0,0,1,1,1,0,1,16.725
1,1,0,0,0,0,1,1,1,1,1,0,1,0,17.032
0,1,1,1,0,1,0,0,0,0,1,1,1,0,15.44
1,1,1,1,0,1,1,1,1,1,1,0,1,1,12.685
1,1,1,0,0,0,1,0,0,1,1,0,1,1,10.804
1,0,0,0,0,1,1,1,1,1,0,1,1,0,12.064
1,1,0,1,1,0,1,1,0,1,0,1,1,1,10.411
1,0,1,1,1,1,0,0,1,0,1,0,0,1,9.363
0,0,1,1,0,0,1,0,0,0,1,0,1,0,10.549
1,1,0,1,0,1,0,1,0,1,0,0,0,0,13.122
1,1,1,0,0,1,1,0,1,0,0,1,0,0,11.667
1,1,0,1,0,1,1,0,1,1,0,1,0,1,11.911
1,0,1,0,1,0,1,1,0,1,0,1,1,0,14.631
1,0,1,1,0,1,0,0,1,0,1,1,0,1,13.499
1,0,0,0,1,0,0,1,0,1,1,0,1,1,10.983
1,0,0,1,0,0,0,1,1,1,1,0,0,0,11.661
1,0,1,0,0,1,1,1,1,1,1,0,0,1,15.982
1,0,0,0,0,1,0,1,0,0,0,0,1,0,9.632
0,1,1,1,1,1,0,0,1,1,0,0,1,1,13.144
1,1,1,1,1,1,0,1,0,0,0,1,1,0,10.608
1,1,1,1,0,0,1,0,1,1,0,0,1,0,13.434
0,1,0,1,0,0,1,0,1,0,0,1,0,0,11.365
0,1,0,1,1,0,1,0,1,1,1,0,0,1,12.368
0,0,1,1,0,1,0,1,1,0,0,0,0,0,10.347
0,0,1,1,0,1,0,1,0,1,0,0,1,0,12.19
0,0,0,1,1,0,0,0,0,1,1,0,1,0,11.448
0,1,1,0,1,0,0,1,0,0,0,1,1,0,9.748
0,1,1,1,0,1,0,1,0,0,1,1,1,1,9.815
1,1,0,0,1,1,1,0,0,1,1,1,1,1,14.517
1,1,1,0,0,0,0,1,1,0,0,1,1,1,12.726
1,1,1,1,1,1,0,1,1,0,0,0,1,0,9.535
1,1,0,0,0,1,0,1,1,0,1,1,1,0,11.574
0,1,0,0,0,1,0,1,1,0,0,1,0,0,10.048
1,0,1,1,1,1,0,1,1,0,0,1,1,1,14.217
1,0,0,1,1,1,0,0,1,0,1,0,1,1,11.542
0,1,0,1,1,1,0,1,1,0,0,1,1,0,12.421
1,1,1,1,1,1,1,1,1,0,0,0,1,0,11.522
0,0,1,1,1,1,0,1,1,1,1,1,1,1,12.502
0,1,1,0,0,0,0,0,0,1,0,1,1,1,10.353
1,0,1,0,0,0,1,1,1,0,0,0,0,1,10.434
1,1,0,1,0,0,0,0,0,0,0,0,1,0,9.884
0,1,1,0,1,1,1,1,1,1,0,0,1,1,10.734
1,1,1,1,1,0,1,0,1,0,0,0,1,1,12.755
1,1,1,0,0,1,0,0,0,1,1,1,0,0,14.154
0,1,1,1,1,0,1,0,0,1,1,1,1,0,12.861
1,1,1,1,1,0,1,0,1,1,0,1,1,0,12.072
1,0,0,0,1,0,1,1,1,1,0,0,0,0,14.641
0,1,0,0,0,1,0,1,1,0,0,1,1,1,10.568
0,1,0,0,1,0,0,1,1,1,0,0,1,1,12.701
0,1,1,0,0,0,0,0,1,1,0,1,0,1,10.542
1,0,0,1,1,1,0,1,0,1,1,1,1,0,14.24
0,0,1,0,1,0,0,1,1,1,1,0,1,0,13.843
0,1,1,1,1,0,0,1,1,1,1,1,1,1,17.464
1,0,0,1,1,1,0,1,0,1,1,1,0,1,16.366
0,0,0,1,0,0,1,0,0,1,1,1,1,1,12.647
1,0,0,0,1,1,1,0,0,0,0,0,0,0,12.372
1,1,0,1,0,1,1,0,1,1,0,0,0,1,10.635
1,1,1,0,1,0,1,1,0,0,1,1,0,1,15.331
0,0,1,0,0,0,0,0,1,0,0,0,0,1,13.598
1,1,0,1,1,0,1,0,1,1,1,1,1,1,13.459
0,0,1,1,1,1,0,1,0,0,0,1,0,1,10.762
0,0,1,1,1,1,1,0,1,0,0,1,0,0,12.118
0,1,1,1,0,0,0,0,0,1,1,1,1,1,10.865
0,1,1,0,1,1,0,0,1,1,1,1,0,1,16.672
1,0,0,1,1,1,1,0,0,1,0,1,0,0,11.156
0,1,0,1,1,1,1,1,1,0,0,1,1,1,10.883
1,0,1,1,0,0,0,0,0,0,1,1,1,0,11.623
1,1,0,0,0,1,0,1,0,1,1,1,0,1,15.25
0,1,0,0,0,0,0,1,1,0,0,0,0,1,10.823
0,1,1,0,1,0,1,0,0,0,0,1,1,1,15.162
1,0,1,1,0,0,0,0,1,1,1,0,0,0,14.986
1,1,1,0,1,1,0,1,1,0,0,1,0,1,10.9
0,1,1,1,1,1,1,0,0,1,0,0,0,0,14.124
1,0,1,0,1,1,0,1,1,1,1,1,1,0,19.429
0,0,1,0,1,0,0,1,1,0,0,1,0,0,13.3
1,0,0,1,1,1,0,1,0,1,0,0,1,0,15.364
1,0,1,1,1,0,0,0,1,0,0,1,0,1,15.202
1,0,0,0,1,1,1,1,1,1,1,1,0,0,15.185
0,0,0,0,1,0,0,1,0,0,0,0,1,0,9.19
0,1,1,0,0,0,1,0,0,1,1,1,1,1,13.05
0,1,1,1,0,1,1,0,1,1,0,1,0,0,13.255
0,0,0,0,1,1,1,1,1,0,0,1,1,1,9.614
1,1,1,0,0,1,1,0,1,0,0,1,1,1,13.358
0,1,1,0,0,1,1,0,1,0,0,0,0,0,10.202
1,1,1,0,0,1,0,1,1,1,1,0,1,0,11.522
0,1,1,1,0,1,0,0,1,0,0,0,1,0,11.089
1,1,1,1,0,1,0,0,1,0,1,1,1,1,14.946
1,1,1,0,1,0,1,1,0,1,1,1,0,0,14.722
1,1,0,1,0,0,1,0,0,0,0,1,0,0,10.561
1,1,0,0,1,0,0,0,1,1,1,0,1,1,14.793
1,1,0,0,0,1,0,1,0,0,0,1,0,0,14.193
0,1,0,1,1,1,1,0,0,1,1,0,0,0,12.508
0,1,0,0,1,1,0,0,0,0,0,1,1,1,9.809
0,0,1,0,1,1,1,1,0,1,0,0,1,0,10.539
0,0,0,0,0,1,1,1,1,0,1,0,1,1,11.924
0,1,1,1,1,1,0,0,0,1,0,1,0,1,13.536
1,1,1,1,1,0,1,0,1,0,0,1,1,1,13.332
0,1,1,1,0,1,1,0,0,1,1,0,1,1,9.95
0,0,0,0,0,0,1,0,1,0,1,0,0,0,13.42
0,0,0,1,0,0,0,0,1,0,1,0,0,1,13.463
0,1,0,0,0,0,0,0,0,1,1,0,1,1,12.796
1,1,0,0,1,1,1,1,1,1,1,0,0,1,13.62
0,1,0,1,0,0,1,0,1,0,0,0,1,0,10.182
1,1,1,1,0,0,1,0,0,1,1,1,0,1,14.833
1,1,0,1,0,0,0,0,0,1,1,0,1,0,12.344
1,0,0,1,1,1,1,1,0,0,0,0,0,1,16.46
0,0,0,1,0,1,1,1,1,0,0,1,0,1,15.525
1,1,0,0,0,0,1,0,1,1,0,0,1,0,20.504
0,0,0,1,1,1,0,1,1,0,1,0,1,0,13.159
1,1,0,0,1,1,1,1,0,0,1,0,1,1,20.276
0,1,0,1,0,1,0,1,1,1,0,1,0,1,15.115
0,0,1,1,1,0,0,0,0,1,1,1,1,1,15.043
1,0,0,0,1,0,1,1,1,0,0,1,1,0,12.548
0,0,1,1,1,1,1,1,0,0,1,1,0,1,16.519
0,0,1,1,0,0,1,1,1,1,1,0,1,1,17.009
0,1,0,0,1,1,1,0,0,1,1,1,1,1,13.363
1,0,1,0,1,1,0,1,1,0,0,0,0,1,13.621
0,1,1,0,1,0,1,1,0,0,0,0,0,0,13.218
1,0,0,0,0,0,1,1,0,0,0,1,1,0,15.9
1,1,1,1,1,1,1,0,1,0,1,0,0,0,16.225
0,0,0,1,0,1,1,0,1,1,0,0,0,1,10.853
1,0,0,1,1,0,0,1,0,1,1,0,0,0,14.354
1,0,0,1,0,0,1,0,0,0,1,0,1,0,12.061
1,1,1,0,0,1,0,0,0,0,0,1,1,0,11.552
1,1,0,1,1,1,1,0,0,0,1,0,1,1,11.085
1,0,1,1,0,1,0,1,0,1,1,1,1,0,14.715
1,0,1,1,1,0,0,0,1,1,1,1,1,0,17.978
1,0,1,0,0,1,0,0,1,0,1,0,0,0,10.38
0,0,1,0,0,0,1,1,1,1,0,1,1,1,14.696
0,1,1,1,0,1,0,1,1,0,0,0,0,0,12.185
0,0,1,0,0,0,1,1,1,0,1,1,1,1,14.282
0,1,0,0,1,0,0,1,1,0,1,1,0,1,17.204
1,1,1,1,0,1,1,0,1,0,1,1,1,0,12.675
1,1,0,0,1,0,1,1,0,1,1,0,0,1,11.006
1,0,1,1,1,1,0,1,1,1,1,1,1,1,13.106
0,0,1,1,1,0,1,0,1,1,1,1,1,0,13.908
0,1,0,1,1,1,1,1,1,0,1,0,1,1,9.336
0,0,0,0,0,1,1,0,1,1,1,0,1,0,14.825
1,0,0,0,0,0,1,1,0,1,1,0,1,0,14.422
0,0,0,1,0,0,0,0,0,1,0,0,1,1,13.068
1,1,0,1,0,0,1,1,1,0,0,1,1,1,11.938
1,0,0,0,1,1,1,1,0,0,0,1,0,1,9.932
1,0,1,0,1,0,1,1,0,1,0,1,0,0,13.932
1,0,1,0,1,1,0,1,0,1,1,1,0,1,11.248
1,0,1,1,0,0,0,0,1,1,1,1,1,0,14.377
0,0,1,0,1,1,1,0,0,0,0,0,1,0,9.394
0,1,0,1,1,1,1,1,1,1,1,0,1,0,11.072
0,1,0,1,0,0,0,0,0,0,1,0,1,0,9.342
1,0,0,1,0,0,1,1,0,1,1,1,0,1,13.679
0,1,0,0,0,0,0,0,1,1,0,0,0,1,12.438
0,0,1,0,0,1,1,0,1,1,1,1,0,0,12.889
1,0,1,1,0,1,1,1,1,0,0,0,1,1,12.325
0,1,0,0,1,1,1,1,0,0,0,1,1,0,14.279
1,1,0,0,0,0,0,1,1,1,0,1,0,0,16.484
0,0,1,1,0,1,1,1,0,0,0,1,1,0,12.354
1,0,1,0,0,0,1,1,1,0,1,0,0,1,17.284
0,1,1,0,0,1,0,0,0,1,1,0,0,1,14.878
1,1,0,0,0,0,0,0,0,0,0,1,1,1,9.556
1,0,0,1,0,1,0,0,1,0,1,1,0,0,9.968
1,1,1,0,1,0,1,1,0,1,0,0,0,1,14.281
1,1,0,0,1,1,0,1,0,0,0,1,1,1,10.095
1,0,1,1,0,1,1,1,1,1,0,1,0,1,17.338
0,0,0,0,1,0,1,1,1,0,1,0,0,1,14.003
0,1,1,1,0,1,0,1,0,1,1,1,0,1,12.23
0,0,1,0,1,1,0,0,0,0,0,1,1,1,10.394
0,1,0,1,0,1,0,0,1,0,1,1,1,1,12.252
0,1,1,0,0,0,1,1,0,0,0,0,0,1,10.664
0,1,1,1,1,0,1,0,0,0,0,0,0,1,9.465
1,1,1,1,0,1,0,0,1,0,0,1,0,1,13.899
1,0,1,0,0,1,0,1,1,0,1,1,0,0,13.454
1,0,1,0,0,0,0,1,1,0,1,0,1,0,9.322
0,1,1,0,0,1,0,0,1,0,1,0,1,1,10.816
0,0,0,0,0,0,1,0,1,0,1,1,1,0,11.366
0,0,1,0,1,1,1,0,1,0,0,1,0,0,9.922
0,0,1,1,1,0,0,0,1,0,0,1,0,0,14.463
1,0,1,1,1,0,0,1,0,0,1,1,1,0,11.059
0,0,1,0,1,1,0,1,0,1,0,0,1,1,12.252
1,1,0,0,1,0,0,1,1,1,1,0,1,1,10.14
1,1,0,0,1,1,0,1,0,0,0,1,0,1,16.45
1,0,1,1,0,0,0,0,0,1,0,0,1,0,11.04
1,1,0,0,0,1,0,0,1,1,0,0,1,0,12.187
0,1,0,1,1,0,0,0,0,0,0,1,1,0,12.713
1,0,0,1,0,1,0,0,0,0,1,0,0,1,10.954
1,1,1,0,0,1,0,1,1,0,0,0,1,0,10.101
1,0,0,1,0,1,1,0,1,1,1,1,1,1,15.042
1,1,0,1,1,0,1,1,1,1,1,1,1,0,13.041
1,0,0,1,1,1,1,1,0,1,1,0,0,1,12.521
0,0,1,0,1,1,0,0,0,1,0,0,1,0,11.125
1,1,1,1,0,0,0,1,0,0,0,0,0,0,10.096
1,1,1,1,0,0,1,1,0,0,0,0,0,1,17.443
0,1,1,0,0,0,1,1,1,1,0,1,0,1,13.792
0,0,0,1,1,0,1,0,0,0,0,1,1,0,9.361
0,1,0,1,1,0,1,0,1,0,0,0,1,0,10.223
0,0,0,0,1,0,0,1,1,0,1,1,0,1,12.37
1,1,0,0,0,1,1,1,1,1,1,0,0,0,13.673
0,1,0,1,1,1,0,1,0,1,0,0,0,1,15.16
1,0,0,1,0,0,0,1,0,0,1,1,0,0,13.207
0,0,0,1,1,0,1,1,1,0,1,1,0,1,11.978
1,1,0,1,0,0,1,0,0,1,1,0,1,0,12.202
0,0,0,1,0,1,0,1,1,0,1,1,0,1,11.056
1,1,1,0,0,1,1,1,1,1,0,1,1,0,14.63
0,1,0,0,0,1,1,1,0,1,1,0,1,0,11.644
1,1,0,0,0,0,1,1,1,1,1,1,0,1,14.412
1,0,0,1,1,1,1,1,1,0,0,0,1,1,13.646
1,1,0,0,1,0,0,0,0,1,0,0,1,1,12.726
1,0,0,1,1,1,1,1,1,1,1,1,0,1,14.921
1,1,0,0,0,1,0,0,1,1,1,0,1,1,10.758
1,0,1,1,1,0,1,0,0,0,0,1,1,1,12.541
1,1,1,1,1,1,0,0,0,1,1,0,0,0,16.625
0,1,1,1,1,1,0,0,0,1,0,1,1,1,14.481
0,0,1,1,1,1,1,1,1,0,0,0,1,0,10.396
1,0,1,1,1,1,0,1,0,1,1,0,1,0,13.025
0,1,0,1,1,0,0,1,1,0,0,1,0,0,12.08
1,1,0,0,0,1,1,1,1,0,0,0,0,1,12.462
0,0,0,1,1,1,0,1,0,1,0,1,0,1,10.565
0,1,1,1,0,0,1,1,1,1,1,0,0,1,15.371
1,1,1,1,1,1,1,1,1,1,1,1,0,1,12.637
1,1,0,1,1,1,0,0,1,1,1,0,0,0,10.868
0,1,0,1,0,0,1,1,0,1,0,0,0,1,11.388
0,0,1,0,0,0,1,0,0,0,0,1,0,1,10.775
0,1,0,0,1,0,0,1,0,1,0,1,1,0,12.901
0,0,1,0,1,1,1,1,0,0,0,0,1,1,10.702
0,0,0,0,0,0,0,0,1,1,0,0,0,0,11.095
0,0,0,0,0,0,1,1,1,1,0,0,1,0,17.892
1,1,1,1,1,0,1,0,1,0,1,0,0,0,9.988
0,0,1,0,1,1,0,1,0,0,0,0,1,1,13.637
0,0,1,0,0,1,0,0,1,0,0,1,1,0,11.652
1,0,0,0,1,0,0,1,1,0,1,1,1,0,12.493
1,0,0,1,1,0,0,0,0,0,1,0,0,1,10.553
0,0,0,1,0,1,1,0,0,1,0,0,0,0,12.674
0,1,1,1,0,0,0,0,0,1,0,1,0,0,12.351
0,1,1,1,1,0,1,1,1,0,1,0,1,0,14.88
1,0,1,0,0,1,1,0,0,0,0,0,0,0,11.163
1,0,0,0,1,0,0,1,1,1,0,1,1,0,14.291
0,1,1,0,0,0,1,0,0,0,1,1,0,1,15.882
1,0,1,0,1,1,1,0,0,1,1,0,0,0,12.391
1,0,0,1,0,0,1,0,0,1,1,1,0,1,14.079
1,0,0,0,0,0,1,1,1,0,1,0,1,0,9.282
1,1,0,0,0,0,0,1,0,0,1,1,1,0,11.19
0,1,1,1,0,0,1,1,0,1,1,1,1,0,13.33
1,1,0,1,1,0,0,1,0,0,1,1,0,0,9.355
1,1,0,1,0,0,1,0,0,1,1,1,1,1,13.658
0,1,0,0,0,1,0,1,0,1,1,1,1,0,15.558
0,1,1,1,1,0,0,1,0,1,1,0,1,1,15.996
0,0,0,0,0,0,1,0,1,0,1,0,1,1,12.206
0,1,1,1,1,0,0,0,1,0,0,0,0,0,10.792
0,1,1,1,1,1,1,1,0,0,1,0,1,1,9.637
0,1,0,0,1,0,0,1,0,1,0,0,1,1,12.028
1,0,1,0,0,0,0,1,0,0,1,1,0,0,12.634
1,1,0,0,1,0,0,1,0,0,0,0,1,0,12.72
0,1,0,0,1,1,1,0,1,0,1,1,1,1,15.788
1,1,1,0,0,1,0,1,1,0,1,0,0,1,14.465
1,0,0,0,0,0,1,0,1,1,1,0,1,1,10.646
1,0,0,1,1,0,1,1,1,1,1,1,1,1,10.989
1,1,0,1,1,1,0,0,1,1,0,1,0,0,12.817
0,1,1,1,0,0,1,1,1,1,1,0,0,0,12.769
0,0,0,1,0,1,0,1,0,0,1,0,0,0,14.202
1,0,1,0,0,1,1,0,0,1,1,1,1,0,15.325
0,1,1,0,0,0,0,1,1,1,0,0,1,0,15.147
1,0,0,1,0,1,1,0,0,1,1,1,1,1,16.049
1,0,1,0,1,0,0,0,1,1,1,0,1,0,10.668
1,0,1,1,1,1,1,0,0,1,1,1,1,0,12.629
0,1,1,0,1,1,1,1,0,1,0,1,0,0,14.156
0,0,1,0,0,0,0,0,1,0,1,1,0,1,10.636
0,1,1,1,0,0,0,0,0,0,0,1,0,1,12.234
0,0,1,1,0,0,1,0,0,1,0,0,1,0,11.632
0,1,1,0,0,1,1,0,0,1,0,1,0,0,10.804
0,1,0,1,0,0,0,1,0,0,1,1,0,0,15.583
0,0,1,1,0,1,0,1,0,1,0,1,1,1,13.155
1,1,0,0,0,0,1,1,0,1,1,1,1,0,11.123
0,1,1,1,1,0,1,1,1,1,0,0,0,0,11.19
0,1,0,0,0,0,1,0,0,1,1,0,0,0,11.501
1,0,1,0,0,1,0,1,0,0,1,1,1,0,11.095
0,0,1,1,0,1,1,1,0,1,0,0,0,1,13.119
0,0,1,1,0,1,1,0,0,0,0,1,0,0,12.714
1,1,0,1,1,1,1,0,1,1,0,0,0,0,13.053
1,1,0,0,0,0,0,1,0,1,0,1,1,0,12.078
0,0,1,0,0,0,1,0,1,0,0,1,1,0,12.63
0,0,0,0,1,0,0,1,0,1,1,1,1,1,11.06
0,1,0,1,1,1,0,1,0,0,0,1,1,1,11.756
1,0,0,0,1,0,0,0,0,1,0,1,1,1,14.075
1,0,1,1,0,0,0,1,1,0,1,0,1,0,9.825
0,0,1,0,1,1,1,1,0,0,0,0,0,1,12.998
1,0,0,0,0,1,0,0,1,0,0,1,1,0,14.074
1,0,0,0,1,1,1,1,0,1,0,0,0,1,14.823
0,1,1,1,0,0,0,0,0,0,0,0,1,1,14.196
1,1,0,1,0,1,0,1,1,1,0,0,0,0,13.188
0,1,1,1,0,0,0,1,1,1,0,0,0,0,11.894
0,1,1,1,1,1,0,0,1,1,1,1,1,1,18.207
1,0,0,0,0,0,0,0,0,0,1,0,1,0,9.46
0,1,0,1,0,0,0,1,1,1,0,1,0,0,10.493
0,1,0,0,0,0,1,1,1,1,1,0,0,1,13.11
