SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$overwritebatch.5
1,0,0,1,1,1,1,0,1,1,1,1,0,1,40.702
0,0,0,0,0,1,0,1,0,0,0,0,0,1,41.897
1,1,1,1,1,1,1,1,1,1,1,0,0,1,45.458
0,0,1,1,0,0,1,1,0,0,1,1,0,0,45.103
1,1,1,0,1,0,1,1,1,1,0,1,0,0,45.112
0,0,0,1,1,0,0,0,0,1,1,0,1,0,40.039
1,1,0,0,1,0,0,0,1,0,0,1,1,0,40.677
0,1,0,1,1,0,0,0,0,0,0,1,1,0,42.4
1,0,0,1,0,1,0,0,1,1,1,1,1,0,43.794
1,1,1,1,1,1,0,0,1,1,1,0,0,0,46.831
1,0,1,0,1,1,0,0,1,1,1,1,0,1,42.22
0,0,1,1,0,1,0,1,0,0,1,1,0,1,40.978
0,1,0,1,0,0,1,1,1,1,1,0,1,1,33.707
1,0,0,1,1,1,1,0,1,0,0,1,1,0,42.239
1,0,0,1,1,0,1,0,1,1,0,1,1,0,55.992
0,0,1,1,0,0,0,0,1,1,0,0,1,0,56.205
0,0,0,0,1,1,1,1,1,0,1,0,1,0,54.985
1,0,0,1,1,1,1,1,1,0,1,0,0,1,53.943
1,1,0,0,0,1,0,0,1,0,0,1,0,0,66.51
1,0,1,1,0,0,0,0,0,0,1,1,0,0,49.618
1,0,1,0,1,0,0,0,1,0,0,1,0,0,56.496
0,1,1,1,1,1,0,1,1,0,0,0,0,0,54.376
0,1,0,0,0,1,0,0,1,0,1,1,0,0,53.147
1,0,0,0,1,1,0,0,0,1,1,0,0,1,77.056
1,1,0,1,1,0,0,1,1,0,0,1,0,0,56.728
1,0,1,1,0,1,0,1,1,1,1,0,1,1,47.909
0,1,1,0,1,1,1,0,0,1,1,0,0,1,42.916
1,1,0,1,0,0,1,1,0,0,1,1,1,0,71.669
0,1,0,1,1,0,1,1,0,1,1,0,1,0,52.915
1,0,0,1,1,0,1,1,0,1,0,1,0,1,52.29
1,1,1,0,1,0,0,0,1,0,0,0,0,1,57.963
0,0,1,1,0,0,1,0,0,1,0,1,0,1,35.795
0,1,1,0,0,0,1,1,0,0,1,0,0,1,38.109
0,1,1,1,1,1,0,0,0,1,1,1,0,1,46.005
1,0,1,0,0,0,1,0,1,0,0,1,0,0,35.451
0,0,1,0,0,1,1,0,1,0,0,0,1,1,48.144
1,1,1,0,0,0,0,1,0,0,1,1,1,1,38.192
0,0,0,1,0,1,1,1,1,1,0,0,0,0,48.697
0,1,1,0,0,0,0,0,1,0,1,1,1,1,31.986
0,1,0,0,0,0,0,1,0,1,1,1,1,0,42.529
0,1,1,1,1,0,1,1,1,1,1,0,0,0,49.548
0,0,0,1,1,0,0,0,0,1,1,1,0,1,37.518
1,0,1,0,0,1,0,0,0,0,0,0,1,1,44.155
1,0,1,0,1,1,0,0,1,1,0,1,0,0,42.758
0,1,1,1,0,1,0,0,0,0,0,1,0,0,54.13
1,0,1,1,0,1,0,1,0,0,0,0,1,1,41.484
0,1,1,1,1,0,0,1,1,1,1,0,0,0,50.253
0,1,0,1,1,0,1,0,0,1,1,0,1,0,49.409
0,0,1,1,1,0,0,1,1,1,1,0,1,0,39.5
1,0,1,1,1,1,1,1,0,1,1,0,1,0,36.195
0,0,1,1,1,0,1,0,0,1,1,1,0,1,39.352
1,1,0,0,0,0,1,1,1,1,1,0,1,0,32.571
0,1,1,1,0,1,0,0,0,0,1,1,1,0,41.84
1,1,1,1,0,1,1,1,1,1,1,0,1,1,39.227
1,1,1,0,0,0,1,0,0,1,1,0,1,1,37.287
1,0,0,0,0,1,1,1,1,1,0,1,1,0,56.15
1,1,0,1,1,0,1,1,0,1,0,1,1,1,36.863
1,0,1,1,1,1,0,0,1,0,1,0,0,1,39.744
0,0,1,1,0,0,1,0,0,0,1,0,1,0,46.047
1,1,0,1,0,1,0,1,0,1,0,0,0,0,46.429
1,1,1,0,0,1,1,0,1,0,0,1,0,0,42.317
1,1,0,1,0,1,1,0,1,1,0,1,0,1,46.846
1,0,1,0,1,0,1,1,0,1,0,1,1,0,38.446
1,0,1,1,0,1,0,0,1,0,1,1,0,1,40.362
1,0,0,0,1,0,0,1,0,1,1,0,1,1,44.379
1,0,0,1,0,0,0,1,1,1,1,0,0,0,46.602
1,0,1,0,0,1,1,1,1,1,1,0,0,1,42.075
1,0,0,0,0,1,0,1,0,0,0,0,1,0,45.58
0,1,1,1,1,1,0,0,1,1,0,0,1,1,45.993
1,1,1,1,1,1,0,1,0,0,0,1,1,0,53.449
1,1,1,1,0,0,1,0,1,1,0,0,1,0,53.432
0,1,0,1,0,0,1,0,1,0,0,1,0,0,50.7
0,1,0,1,1,0,1,0,1,1,1,0,0,1,50.791
0,0,1,1,0,1,0,1,1,0,0,0,0,0,40.832
0,0,1,1,0,1,0,1,0,1,0,0,1,0,39.766
0,0,0,1,1,0,0,0,0,1,1,0,1,0,40.028
0,1,1,0,1,0,0,1,0,0,0,1,1,0,46.418
0,1,1,1,0,1,0,1,0,0,1,1,1,1,48.435
1,1,0,0,1,1,1,0,0,1,1,1,1,1,55.547
1,1,1,0,0,0,0,1,1,0,0,1,1,1,48.184
1,1,1,1,1,1,0,1,1,0,0,0,1,0,38.111
1,1,0,0,0,1,0,1,1,0,1,1,1,0,52.671
0,1,0,0,0,1,0,1,1,0,0,1,0,0,55.0
1,0,1,1,1,1,0,1,1,0,0,1,1,1,52.487
1,0,0,1,1,1,0,0,1,0,1,0,1,1,37.877
0,1,0,1,1,1,0,1,1,0,0,1,1,0,44.969
1,1,1,1,1,1,1,1,1,0,0,0,1,0,43.855
0,0,1,1,1,1,0,1,1,1,1,1,1,1,55.133
0,1,1,0,0,0,0,0,0,1,0,1,1,1,38.664
1,0,1,0,0,0,1,1,1,0,0,0,0,1,35.485
1,1,0,1,0,0,0,0,0,0,0,0,1,0,37.002
0,1,1,0,1,1,1,1,1,1,0,0,1,1,42.265
1,1,1,1,1,0,1,0,1,0,0,0,1,1,42.397
1,1,1,0,0,1,0,0,0,1,1,1,0,0,41.479
0,1,1,1,1,0,1,0,0,1,1,1,1,0,48.845
1,1,1,1,1,0,1,0,1,1,0,1,1,0,42.95
1,0,0,0,1,0,1,1,1,1,0,0,0,0,40.876
0,1,0,0,0,1,0,1,1,0,0,1,1,1,36.682
0,1,0,0,1,0,0,1,1,1,0,0,1,1,45.059
0,1,1,0,0,0,0,0,1,1,0,1,0,1,40.303
1,0,0,1,1,1,0,1,0,1,1,1,1,0,48.905
0,0,1,0,1,0,0,1,1,1,1,0,1,0,45.823
0,1,1,1,1,0,0,1,1,1,1,1,1,1,45.35
1,0,0,1,1,1,0,1,0,1,1,1,0,1,39.524
0,0,0,1,0,0,1,0,0,1,1,1,1,1,38.859
1,0,0,0,1,1,1,0,0,0,0,0,0,0,46.47
1,1,0,1,0,1,1,0,1,1,0,0,0,1,37.002
1,1,1,0,1,0,1,1,0,0,1,1,0,1,51.783
0,0,1,0,0,0,0,0,1,0,0,0,0,1,35.491
1,1,0,1,1,0,1,0,1,1,1,1,1,1,53.025
0,0,1,1,1,1,0,1,0,0,0,1,0,1,36.473
0,0,1,1,1,1,1,0,1,0,0,1,0,0,34.825
0,1,1,1,0,0,0,0,0,1,1,1,1,1,46.879
0,1,1,0,1,1,0,0,1,1,1,1,0,1,45.529
1,0,0,1,1,1,1,0,0,1,0,1,0,0,68.111
0,1,0,1,1,1,1,1,1,0,0,1,1,1,37.255
1,0,1,1,0,0,0,0,0,0,1,1,1,0,39.631
1,1,0,0,0,1,0,1,0,1,1,1,0,1,51.23
0,1,0,0,0,0,0,1,1,0,0,0,0,1,54.362
0,1,1,0,1,0,1,0,0,0,0,1,1,1,48.069
1,0,1,1,0,0,0,0,1,1,1,0,0,0,47.06
1,1,1,0,1,1,0,1,1,0,0,1,0,1,53.912
0,1,1,1,1,1,1,0,0,1,0,0,0,0,66.877
1,0,1,0,1,1,0,1,1,1,1,1,1,0,51.092
0,0,1,0,1,0,0,1,1,0,0,1,0,0,52.798
1,0,0,1,1,1,0,1,0,1,0,0,1,0,40.222
1,0,1,1,1,0,0,0,1,0,0,1,0,1,50.745
1,0,0,0,1,1,1,1,1,1,1,1,0,0,70.573
0,0,0,0,1,0,0,1,0,0,0,0,1,0,33.233
0,1,1,0,0,0,1,0,0,1,1,1,1,1,57.3
0,1,1,1,0,1,1,0,1,1,0,1,0,0,40.083
0,0,0,0,1,1,1,1,1,0,0,1,1,1,53.481
1,1,1,0,0,1,1,0,1,0,0,1,1,1,59.773
0,1,1,0,0,1,1,0,1,0,0,0,0,0,40.942
1,1,1,0,0,1,0,1,1,1,1,0,1,0,54.987
0,1,1,1,0,1,0,0,1,0,0,0,1,0,56.925
1,1,1,1,0,1,0,0,1,0,1,1,1,1,61.785
1,1,1,0,1,0,1,1,0,1,1,1,0,0,70.531
1,1,0,1,0,0,1,0,0,0,0,1,0,0,58.261
1,1,0,0,1,0,0,0,1,1,1,0,1,1,40.701
1,1,0,0,0,1,0,1,0,0,0,1,0,0,39.107
0,1,0,1,1,1,1,0,0,1,1,0,0,0,51.238
0,1,0,0,1,1,0,0,0,0,0,1,1,1,47.269
0,0,1,0,1,1,1,1,0,1,0,0,1,0,70.304
0,0,0,0,0,1,1,1,1,0,1,0,1,1,46.334
0,1,1,1,1,1,0,0,0,1,0,1,0,1,55.37
1,1,1,1,1,0,1,0,1,0,0,1,1,1,69.711
0,1,1,1,0,1,1,0,0,1,1,0,1,1,35.163
0,0,0,0,0,0,1,0,1,0,1,0,0,0,65.93
0,0,0,1,0,0,0,0,1,0,1,0,0,1,56.741
0,1,0,0,0,0,0,0,0,1,1,0,1,1,58.667
1,1,0,0,1,1,1,1,1,1,1,0,0,1,58.753
0,1,0,1,0,0,1,0,1,0,0,0,1,0,41.344
1,1,1,1,0,0,1,0,0,1,1,1,0,1,48.261
1,1,0,1,0,0,0,0,0,1,1,0,1,0,46.922
1,0,0,1,1,1,1,1,0,0,0,0,0,1,50.094
0,0,0,1,0,1,1,1,1,0,0,1,0,1,53.024
1,1,0,0,0,0,1,0,1,1,0,0,1,0,50.332
0,0,0,1,1,1,0,1,1,0,1,0,1,0,54.777
1,1,0,0,1,1,1,1,0,0,1,0,1,1,46.737
0,1,0,1,0,1,0,1,1,1,0,1,0,1,71.811
0,0,1,1,1,0,0,0,0,1,1,1,1,1,48.206
1,0,0,0,1,0,1,1,1,0,0,1,1,0,50.257
0,0,1,1,1,1,1,1,0,0,1,1,0,1,60.529
0,0,1,1,0,0,1,1,1,1,1,0,1,1,63.55
0,1,0,0,1,1,1,0,0,1,1,1,1,1,56.38
1,0,1,0,1,1,0,1,1,0,0,0,0,1,54.655
0,1,1,0,1,0,1,1,0,0,0,0,0,0,64.699
1,0,0,0,0,0,1,1,0,0,0,1,1,0,58.491
1,1,1,1,1,1,1,0,1,0,1,0,0,0,49.522
0,0,0,1,0,1,1,0,1,1,0,0,0,1,52.463
1,0,0,1,1,0,0,1,0,1,1,0,0,0,68.214
1,0,0,1,0,0,1,0,0,0,1,0,1,0,41.704
1,1,1,0,0,1,0,0,0,0,0,1,1,0,40.223
1,1,0,1,1,1,1,0,0,0,1,0,1,1,43.942
1,0,1,1,0,1,0,1,0,1,1,1,1,0,49.948
1,0,1,1,1,0,0,0,1,1,1,1,1,0,42.525
1,0,1,0,0,1,0,0,1,0,1,0,0,0,58.762
0,0,1,0,0,0,1,1,1,1,0,1,1,1,49.322
0,1,1,1,0,1,0,1,1,0,0,0,0,0,49.882
0,0,1,0,0,0,1,1,1,0,1,1,1,1,57.951
0,1,0,0,1,0,0,1,1,0,1,1,0,1,40.25
1,1,1,1,0,1,1,0,1,0,1,1,1,0,63.571
1,1,0,0,1,0,1,1,0,1,1,0,0,1,45.009
1,0,1,1,1,1,0,1,1,1,1,1,1,1,54.223
0,0,1,1,1,0,1,0,1,1,1,1,1,0,41.722
0,1,0,1,1,1,1,1,1,0,1,0,1,1,48.015
0,0,0,0,0,1,1,0,1,1,1,0,1,0,40.302
1,0,0,0,0,0,1,1,0,1,1,0,1,0,53.219
0,0,0,1,0,0,0,0,0,1,0,0,1,1,49.902
1,1,0,1,0,0,1,1,1,0,0,1,1,1,45.921
1,0,0,0,1,1,1,1,0,0,0,1,0,1,50.244
1,0,1,0,1,0,1,1,0,1,0,1,0,0,48.271
1,0,1,0,1,1,0,1,0,1,1,1,0,1,58.743
1,0,1,1,0,0,0,0,1,1,1,1,1,0,57.228
0,0,1,0,1,1,1,0,0,0,0,0,1,0,43.927
0,1,0,1,1,1,1,1,1,1,1,0,1,0,61.561
0,1,0,1,0,0,0,0,0,0,1,0,1,0,28.065
1,0,0,1,0,0,1,1,0,1,1,1,0,1,66.769
0,1,0,0,0,0,0,0,1,1,0,0,0,1,47.562
0,0,1,0,0,1,1,0,1,1,1,1,0,0,48.347
1,0,1,1,0,1,1,1,1,0,0,0,1,1,50.176
0,1,0,0,1,1,1,1,0,0,0,1,1,0,49.069
1,1,0,0,0,0,0,1,1,1,0,1,0,0,48.544
0,0,1,1,0,1,1,1,0,0,0,1,1,0,50.253
1,0,1,0,0,0,1,1,1,0,1,0,0,1,58.13
0,1,1,0,0,1,0,0,0,1,1,0,0,1,52.938
1,1,0,0,0,0,0,0,0,0,0,1,1,1,68.341
1,0,0,1,0,1,0,0,1,0,1,1,0,0,50.976
1,1,1,0,1,0,1,1,0,1,0,0,0,1,46.085
1,1,0,0,1,1,0,1,0,0,0,1,1,1,50.138
1,0,1,1,0,1,1,1,1,1,0,1,0,1,44.658
0,0,0,0,1,0,1,1,1,0,1,0,0,1,63.71
0,1,1,1,0,1,0,1,0,1,1,1,0,1,53.667
0,0,1,0,1,1,0,0,0,0,0,1,1,1,41.87
0,1,0,1,0,1,0,0,1,0,1,1,1,1,54.829
0,1,1,0,0,0,1,1,0,0,0,0,0,1,37.254
0,1,1,1,1,0,1,0,0,0,0,0,0,1,48.423
1,1,1,1,0,1,0,0,1,0,0,1,0,1,51.111
1,0,1,0,0,1,0,1,1,0,1,1,0,0,43.087
1,0,1,0,0,0,0,1,1,0,1,0,1,0,45.909
0,1,1,0,0,1,0,0,1,0,1,0,1,1,44.52
0,0,0,0,0,0,1,0,1,0,1,1,1,0,49.171
0,0,1,0,1,1,1,0,1,0,0,1,0,0,39.543
0,0,1,1,1,0,0,0,1,0,0,1,0,0,48.946
1,0,1,1,1,0,0,1,0,0,1,1,1,0,43.843
0,0,1,0,1,1,0,1,0,1,0,0,1,1,47.124
1,1,0,0,1,0,0,1,1,1,1,0,1,1,41.37
1,1,0,0,1,1,0,1,0,0,0,1,0,1,54.35
1,0,1,1,0,0,0,0,0,1,0,0,1,0,72.308
1,1,0,0,0,1,0,0,1,1,0,0,1,0,45.365
0,1,0,1,1,0,0,0,0,0,0,1,1,0,42.712
1,0,0,1,0,1,0,0,0,0,1,0,0,1,48.468
1,1,1,0,0,1,0,1,1,0,0,0,1,0,52.446
1,0,0,1,0,1,1,0,1,1,1,1,1,1,50.038
1,1,0,1,1,0,1,1,1,1,1,1,1,0,59.642
1,0,0,1,1,1,1,1,0,1,1,0,0,1,46.642
0,0,1,0,1,1,0,0,0,1,0,0,1,0,51.506
1,1,1,1,0,0,0,1,0,0,0,0,0,0,40.46
1,1,1,1,0,0,1,1,0,0,0,0,0,1,59.393
0,1,1,0,0,0,1,1,1,1,0,1,0,1,48.131
0,0,0,1,1,0,1,0,0,0,0,1,1,0,53.403
0,1,0,1,1,0,1,0,1,0,0,0,1,0,55.374
0,0,0,0,1,0,0,1,1,0,1,1,0,1,53.623
1,1,0,0,0,1,1,1,1,1,1,0,0,0,49.161
0,1,0,1,1,1,0,1,0,1,0,0,0,1,63.655
1,0,0,1,0,0,0,1,0,0,1,1,0,0,44.936
0,0,0,1,1,0,1,1,1,0,1,1,0,1,56.344
1,1,0,1,0,0,1,0,0,1,1,0,1,0,47.879
0,0,0,1,0,1,0,1,1,0,1,1,0,1,39.98
1,1,1,0,0,1,1,1,1,1,0,1,1,0,55.196
0,1,0,0,0,1,1,1,0,1,1,0,1,0,63.376
1,1,0,0,0,0,1,1,1,1,1,1,0,1,44.919
1,0,0,1,1,1,1,1,1,0,0,0,1,1,43.68
1,1,0,0,1,0,0,0,0,1,0,0,1,1,44.582
1,0,0,1,1,1,1,1,1,1,1,1,0,1,47.34
1,1,0,0,0,1,0,0,1,1,1,0,1,1,60.412
1,0,1,1,1,0,1,0,0,0,0,1,1,1,53.016
1,1,1,1,1,1,0,0,0,1,1,0,0,0,62.639
0,1,1,1,1,1,0,0,0,1,0,1,1,1,57.906
0,0,1,1,1,1,1,1,1,0,0,0,1,0,54.134
1,0,1,1,1,1,0,1,0,1,1,0,1,0,51.393
0,1,0,1,1,0,0,1,1,0,0,1,0,0,40.831
1,1,0,0,0,1,1,1,1,0,0,0,0,1,57.767
0,0,0,1,1,1,0,1,0,1,0,1,0,1,62.119
0,1,1,1,0,0,1,1,1,1,1,0,0,1,51.425
1,1,1,1,1,1,1,1,1,1,1,1,0,1,46.956
1,1,0,1,1,1,0,0,1,1,1,0,0,0,47.517
0,1,0,1,0,0,1,1,0,1,0,0,0,1,46.092
0,0,1,0,0,0,1,0,0,0,0,1,0,1,44.384
0,1,0,0,1,0,0,1,0,1,0,1,1,0,39.756
0,0,1,0,1,1,1,1,0,0,0,0,1,1,48.053
0,0,0,0,0,0,0,0,1,1,0,0,0,0,55.714
0,0,0,0,0,0,1,1,1,1,0,0,1,0,58.625
1,1,1,1,1,0,1,0,1,0,1,0,0,0,55.308
0,0,1,0,1,1,0,1,0,0,0,0,1,1,46.125
0,0,1,0,0,1,0,0,1,0,0,1,1,0,52.551
1,0,0,0,1,0,0,1,1,0,1,1,1,0,52.92
1,0,0,1,1,0,0,0,0,0,1,0,0,1,41.24
0,0,0,1,0,1,1,0,0,1,0,0,0,0,57.126
0,1,1,1,0,0,0,0,0,1,0,1,0,0,63.52
0,1,1,1,1,0,1,1,1,0,1,0,1,0,57.419
1,0,1,0,0,1,1,0,0,0,0,0,0,0,54.749
1,0,0,0,1,0,0,1,1,1,0,1,1,0,59.562
0,1,1,0,0,0,1,0,0,0,1,1,0,1,48.42
1,0,1,0,1,1,1,0,0,1,1,0,0,0,47.301
1,0,0,1,0,0,1,0,0,1,1,1,0,1,52.952
1,0,0,0,0,0,1,1,1,0,1,0,1,0,53.547
1,1,0,0,0,0,0,1,0,0,1,1,1,0,68.644
0,1,1,1,0,0,1,1,0,1,1,1,1,0,71.421
1,1,0,1,1,0,0,1,0,0,1,1,0,0,50.431
1,1,0,1,0,0,1,0,0,1,1,1,1,1,46.882
0,1,0,0,0,1,0,1,0,1,1,1,1,0,50.738
0,1,1,1,1,0,0,1,0,1,1,0,1,1,57.357
0,0,0,0,0,0,1,0,1,0,1,0,1,1,55.43
0,1,1,1,1,0,0,0,1,0,0,0,0,0,58.007
0,1,1,1,1,1,1,1,0,0,1,0,1,1,50.309
0,1,0,0,1,0,0,1,0,1,0,0,1,1,52.314
1,0,1,0,0,0,0,1,0,0,1,1,0,0,70.135
1,1,0,0,1,0,0,1,0,0,0,0,1,0,52.239
0,1,0,0,1,1,1,0,1,0,1,1,1,1,58.84
1,1,1,0,0,1,0,1,1,0,1,0,0,1,52.945
1,0,0,0,0,0,1,0,1,1,1,0,1,1,58.361
1,0,0,1,1,0,1,1,1,1,1,1,1,1,49.51
1,1,0,1,1,1,0,0,1,1,0,1,0,0,53.64
0,1,1,1,0,0,1,1,1,1,1,0,0,0,54.272
0,0,0,1,0,1,0,1,0,0,1,0,0,0,43.616
1,0,1,0,0,1,1,0,0,1,1,1,1,0,46.071
0,1,1,0,0,0,0,1,1,1,0,0,1,0,43.547
1,0,0,1,0,1,1,0,0,1,1,1,1,1,57.292
1,0,1,0,1,0,0,0,1,1,1,0,1,0,53.183
1,0,1,1,1,1,1,0,0,1,1,1,1,0,52.561
0,1,1,0,1,1,1,1,0,1,0,1,0,0,53.801
0,0,1,0,0,0,0,0,1,0,1,1,0,1,42.076
0,1,1,1,0,0,0,0,0,0,0,1,0,1,59.16
0,0,1,1,0,0,1,0,0,1,0,0,1,0,58.458
0,1,1,0,0,1,1,0,0,1,0,1,0,0,61.954
0,1,0,1,0,0,0,1,0,0,1,1,0,0,42.79
0,0,1,1,0,1,0,1,0,1,0,1,1,1,58.838
1,1,0,0,0,0,1,1,0,1,1,1,1,0,49.759
0,1,1,1,1,0,1,1,1,1,0,0,0,0,47.265
0,1,0,0,0,0,1,0,0,1,1,0,0,0,58.193
1,0,1,0,0,1,0,1,0,0,1,1,1,0,49.224
0,0,1,1,0,1,1,1,0,1,0,0,0,1,53.098
0,0,1,1,0,1,1,0,0,0,0,1,0,0,65.159
1,1,0,1,1,1,1,0,1,1,0,0,0,0,60.18
1,1,0,0,0,0,0,1,0,1,0,1,1,0,45.154
0,0,1,0,0,0,1,0,1,0,0,1,1,0,59.765
0,0,0,0,1,0,0,1,0,1,1,1,1,1,58.451
0,1,0,1,1,1,0,1,0,0,0,1,1,1,53.588
1,0,0,0,1,0,0,0,0,1,0,1,1,1,61.845
1,0,1,1,0,0,0,1,1,0,1,0,1,0,49.395
0,0,1,0,1,1,1,1,0,0,0,0,0,1,48.992
1,0,0,0,0,1,0,0,1,0,0,1,1,0,54.297
1,0,0,0,1,1,1,1,0,1,0,0,0,1,62.481
0,1,1,1,0,0,0,0,0,0,0,0,1,1,48.158
1,1,0,1,0,1,0,1,1,1,0,0,0,0,48.141
0,1,1,1,0,0,0,1,1,1,0,0,0,0,49.12
0,1,1,1,1,1,0,0,1,1,1,1,1,1,72.746
1,0,0,0,0,0,0,0,0,0,1,0,1,0,50.33
0,1,0,1,0,0,0,1,1,1,0,1,0,0,52.354
0,1,0,0,0,0,1,1,1,1,1,0,0,1,50.245
