topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,<$throughput
4,10,2,10,1,false,1,1000,1024,10000,2,0,nan
2,10,4,1000000,1,true,1000,1000,1024,10000,2,0,nan
4,1,4,1000000,10,true,1,1000,1024,10000,2,29,nan
4,1,2,10,1,true,1000,10,512,100,2,0,2429.0
2,10,2,10,1,false,1000,10,512,100,2,0,nan
2,10,4,1000000,1,true,1,1000,1024,10000,2,0,nan
2,1,4,1000000,10,false,1000,10,1024,100,5,29,nan
4,10,4,1000000,1,true,1,10,512,100,5,0,nan
2,1,2,1000000,1,false,1,10,512,100,5,0,nan
2,10,4,1000000,10,false,1,10,1024,100,5,29,nan
4,1,4,10,10,false,1000,10,1024,100,5,0,8817.25
4,10,4,10,10,false,1,1000,512,10000,2,0,3993.3333333333335
4,1,4,10,10,true,1,10,512,100,2,29,4783.666666666667
2,10,2,1000000,10,true,1,10,512,100,2,0,nan
4,10,4,10,10,true,1000,1000,1024,10000,5,29,8227.25
2,1,4,1000000,1,false,1000,10,1024,100,5,29,nan
4,1,2,1000000,10,true,1,1000,1024,10000,5,0,1101.3333333333333
2,10,4,1000000,1,false,1000,10,512,100,5,0,nan
4,1,2,1000000,10,false,1000,10,512,100,2,0,1868.0
4,10,2,1000000,10,false,1000,1000,1024,10000,2,29,nan
2,1,2,10,1,true,1,10,512,100,5,0,nan
4,1,2,1000000,10,true,1000,10,1024,100,2,0,1596.5999999999999
4,1,4,1000000,10,true,1000,1000,512,10000,2,0,34.5
2,1,4,1000000,10,false,1000,10,512,100,2,0,nan
2,1,4,1000000,1,false,1,10,1024,100,5,0,nan
2,1,4,10,10,true,1000,1000,512,10000,2,29,nan
2,10,4,10,10,true,1,1000,1024,10000,2,0,2607.0
2,10,2,10,1,true,1,1000,1024,10000,2,0,nan
4,10,4,1000000,10,true,1000,1000,1024,10000,5,29,42.0
2,1,2,10,1,true,1,1000,1024,10000,2,0,nan
4,1,4,1000000,1,true,1,10,1024,100,5,29,nan
4,10,4,1000000,10,true,1000,1000,1024,10000,2,0,nan
4,10,4,10,10,false,1,10,1024,100,5,0,4090.5
4,1,4,1000000,1,false,1,10,1024,100,5,29,nan
2,1,2,1000000,1,true,1,1000,1024,10000,2,0,nan
4,10,4,10,10,false,1,1000,1024,10000,2,29,4074.75
2,1,4,1000000,1,false,1000,10,1024,100,2,29,nan
2,10,4,10,10,true,1,10,1024,100,5,0,nan
4,1,2,10,10,false,1,10,512,100,2,0,2490.0
4,10,2,1000000,10,true,1,10,512,100,5,0,827.20000000000005
4,10,4,1000000,1,false,1,1000,512,10000,5,29,nan
2,10,2,10,1,true,1,1000,512,10000,2,0,nan
4,10,4,10,10,false,1,1000,512,10000,2,29,4018.8000000000002
4,10,4,1000000,1,false,1,1000,512,10000,5,0,nan
4,10,2,1000000,10,true,1,10,1024,100,2,29,953.0
4,10,4,1000000,1,false,1000,10,1024,100,2,0,5251.5
4,1,2,10,10,false,1000,10,1024,100,2,0,7477.8000000000002
4,10,2,1000000,1,false,1,10,512,100,5,0,nan
2,1,2,10,1,true,1000,1000,1024,10000,5,0,nan
4,1,4,10,1,false,1,1000,512,10000,5,29,nan
2,1,4,1000000,10,false,1000,1000,512,10000,2,0,nan
4,10,2,10,10,true,1000,10,1024,100,5,0,6707.8571428571431
4,10,4,10,1,false,1000,1000,512,10000,5,29,11234.666666666666
2,10,4,1000000,1,false,1000,1000,1024,10000,5,0,nan
2,1,4,1000000,1,false,1000,1000,1024,10000,2,0,nan
2,1,4,10,1,true,1,1000,512,10000,2,0,nan
2,1,2,10,10,true,1000,10,512,100,5,29,nan
4,10,2,1000000,1,true,1,10,512,100,2,0,nan
4,10,4,10,1,false,1000,10,1024,100,5,29,nan
2,10,4,10,10,true,1000,10,1024,100,2,29,nan
2,1,2,10,10,true,1,10,1024,100,2,0,nan
2,10,4,1000000,10,true,1,1000,512,10000,2,29,nan
4,1,2,10,10,true,1000,1000,512,10000,5,0,7740.333333333333
4,1,4,1000000,10,true,1,10,1024,100,5,29,0.25
2,1,2,10,1,true,1,10,512,100,2,29,nan
2,10,2,10,10,true,1,1000,1024,10000,2,29,nan
4,10,4,10,10,true,1,1000,512,10000,2,0,4038.181818181818
4,10,2,1000000,10,true,1,1000,1024,10000,2,29,nan
4,1,2,1000000,1,false,1,10,512,100,5,0,nan
2,1,2,10,1,false,1000,1000,1024,10000,5,0,nan
4,10,2,1000000,10,true,1,1000,1024,10000,2,29,nan
2,1,4,1000000,10,true,1000,10,512,100,5,29,nan
4,1,4,10,10,false,1000,10,512,100,2,29,6382.0
4,10,4,10,10,false,1,1000,1024,10000,5,0,3879.8333333333335
4,1,4,10,1,false,1,10,512,100,2,29,nan
4,10,4,10,1,false,1,1000,512,10000,2,29,nan
4,10,4,1000000,1,false,1,1000,512,10000,2,29,nan
2,10,4,10,10,false,1,10,512,100,2,0,nan
2,1,2,10,1,false,1,1000,512,10000,5,0,nan
2,1,4,10,1,true,1000,10,512,100,2,29,nan
4,1,2,1000000,1,false,1,10,1024,100,5,0,nan
4,10,2,10,1,true,1000,1000,512,10000,2,0,6476.0
4,10,4,1000000,10,true,1,1000,1024,10000,2,0,nan
2,10,2,10,1,false,1000,10,1024,100,2,0,nan
4,10,4,10,1,true,1,1000,512,10000,5,29,nan
4,10,2,1000000,1,true,1,1000,512,10000,5,0,nan
2,1,4,10,10,true,1,10,1024,100,5,0,nan
2,1,2,10,1,true,1,1000,1024,10000,2,0,nan
4,10,4,1000000,1,true,1000,10,1024,100,2,29,nan
4,10,4,10,10,false,1000,1000,512,10000,5,29,7322.875
2,10,4,10,10,false,1,1000,1024,10000,5,29,nan
4,10,4,10,10,true,1000,10,1024,100,2,29,7211.875
2,1,2,1000000,1,false,1000,1000,512,10000,2,0,nan
2,1,2,1000000,1,true,1000,1000,1024,10000,5,29,nan
4,1,2,1000000,10,false,1000,1000,1024,10000,2,0,1709.4000000000001
4,10,2,1000000,10,false,1,10,1024,100,2,0,520.0
4,10,2,1000000,10,true,1,1000,512,10000,2,0,1067.0
4,10,4,10,10,false,1,1000,512,10000,2,0,nan
4,10,4,10,10,false,1000,1000,1024,10000,5,0,11594.272727272728
4,10,4,10,1,false,1,1000,1024,10000,2,29,nan
2,1,4,10,1,true,1,1000,1024,10000,5,29,nan
2,1,4,10,1,true,1000,1000,1024,10000,5,29,nan
4,10,4,1000000,1,true,1000,1000,512,10000,2,29,nan
2,10,2,10,10,true,1000,1000,512,10000,2,29,nan
4,1,2,10,10,true,1,10,1024,100,2,0,4580.3999999999996
2,1,4,10,1,false,1000,1000,1024,10000,2,29,nan
4,10,2,1000000,1,false,1000,10,1024,100,5,0,5833.5
4,1,4,10,1,false,1,1000,1024,10000,5,29,nan
4,1,4,10,1,false,1,10,512,100,5,29,nan
2,10,4,10,1,false,1,1000,512,10000,5,0,nan
2,1,4,10,1,true,1,10,512,100,2,29,nan
2,1,4,10,1,false,1000,10,512,100,5,29,nan
4,1,4,1000000,1,false,1000,10,1024,100,5,29,5566.0
4,10,4,10,1,true,1000,1000,512,10000,2,29,nan
2,1,4,1000000,1,true,1000,1000,512,10000,5,0,nan
2,1,4,10,1,false,1000,1000,1024,10000,2,29,244.5
4,1,2,10,10,true,1,1000,1024,10000,5,0,nan
4,1,2,1000000,10,true,1,10,512,100,2,29,862.0
4,1,2,1000000,1,false,1000,10,1024,100,2,0,nan
4,10,4,10,1,false,1000,10,512,100,5,29,3311.3333333333335
2,1,4,1000000,1,false,1000,10,512,100,2,0,nan
2,10,2,1000000,1,false,1000,1000,512,10000,2,0,nan
4,1,4,1000000,10,true,1000,10,512,100,5,29,nan
4,10,4,10,1,false,1,1000,512,10000,2,0,nan
2,1,2,1000000,10,true,1,1000,1024,10000,5,29,nan
4,1,4,10,10,true,1,10,1024,100,2,0,4379.8571428571431
4,10,4,1000000,10,false,1,10,512,100,5,29,nan
2,1,2,1000000,10,false,1,10,1024,100,5,0,nan
2,10,2,10,10,false,1,1000,1024,10000,5,29,nan
2,1,2,1000000,1,true,1,10,1024,100,5,29,nan
2,10,4,10,10,true,1,1000,512,10000,5,0,3794.25
2,1,4,10,1,false,1000,10,1024,100,5,0,nan
2,1,2,10,1,true,1000,1000,1024,10000,5,29,nan
2,10,4,10,1,true,1,1000,512,10000,5,0,nan
2,10,4,10,10,true,1,10,512,100,5,29,nan
2,1,4,10,1,true,1,10,512,100,2,0,nan
2,10,2,1000000,1,true,1000,1000,1024,10000,5,0,nan
4,1,4,10,1,true,1000,10,1024,100,2,29,3243.6666666666665
4,1,2,1000000,10,true,1,1000,512,10000,2,29,347.66666666666669
4,1,2,1000000,1,true,1,1000,512,10000,5,0,nan
4,1,4,10,1,true,1,1000,512,10000,5,29,nan
4,10,4,1000000,1,false,1,10,1024,100,5,29,nan
2,1,2,10,1,true,1,10,512,100,5,29,nan
2,1,4,10,1,false,1,1000,1024,10000,2,0,nan
2,1,4,1000000,10,true,1000,10,512,100,2,29,nan
2,10,4,10,1,true,1,1000,1024,10000,2,0,nan
4,1,4,10,10,false,1000,1000,512,10000,2,0,3334.5
4,1,4,10,10,false,1000,1000,512,10000,2,29,9836.8571428571431
2,1,4,10,1,true,1,10,512,100,2,29,nan
2,1,2,1000000,1,false,1,10,1024,100,5,29,nan
2,10,4,10,10,false,1000,10,512,100,5,0,nan
4,10,2,10,10,true,1,1000,1024,10000,2,0,4525.1999999999998
4,10,4,1000000,10,true,1000,1000,1024,10000,2,29,45.5
4,10,2,10,1,false,1,1000,512,10000,2,0,nan
4,10,4,10,1,false,1,10,512,100,2,29,nan
2,1,4,1000000,1,false,1,1000,1024,10000,5,29,nan
2,1,4,10,10,false,1000,1000,1024,10000,2,29,nan
4,10,2,1000000,10,true,1000,1000,1024,10000,5,29,2075.25
2,1,2,10,1,true,1,1000,512,10000,2,0,nan
4,10,4,1000000,10,true,1,1000,1024,10000,5,29,0.25
4,10,4,10,10,false,1,1000,512,10000,5,0,3960.1999999999998
2,10,2,10,1,false,1000,1000,512,10000,2,0,nan
4,10,2,10,10,true,1000,10,1024,100,5,0,8020.5
4,10,4,10,10,true,1,1000,1024,10000,5,0,nan
4,1,2,10,1,true,1000,1000,512,10000,2,0,9355.0
4,1,4,10,10,true,1000,10,1024,100,2,0,7158.0
4,1,2,1000000,10,false,1,10,512,100,5,0,935.20000000000005
2,10,4,1000000,1,true,1000,10,512,100,2,0,nan
2,10,2,1000000,10,false,1000,10,1024,100,5,0,nan
2,1,4,10,1,true,1,10,512,100,5,29,nan
4,1,4,1000000,10,true,1,10,512,100,2,29,nan
4,10,2,1000000,1,true,1,1000,512,10000,2,0,nan
4,1,2,1000000,1,true,1000,1000,1024,10000,5,0,4763.5
2,1,4,1000000,1,false,1,10,1024,100,2,0,nan
4,10,2,10,1,true,1000,10,512,100,2,0,3978.0
2,1,4,1000000,1,true,1,1000,1024,10000,2,29,nan
4,1,4,10,1,true,1,1000,1024,10000,5,29,nan
4,10,4,1000000,10,false,1,10,512,100,2,0,nan
4,1,2,10,10,false,1,1000,512,10000,5,29,3574.4000000000001
4,1,4,10,10,true,1000,1000,1024,10000,2,0,8189.25
2,1,4,1000000,1,true,1000,10,512,100,2,29,nan
2,1,2,1000000,1,false,1,10,1024,100,2,29,nan
2,10,4,10,1,false,1,10,1024,100,5,0,nan
2,10,4,10,10,true,1,1000,1024,10000,2,29,nan
2,1,2,1000000,1,false,1000,10,1024,100,5,29,nan
4,10,4,10,1,false,1000,1000,512,10000,5,29,7605.5
4,1,4,1000000,10,false,1000,10,512,100,2,0,14.333333333333334
4,10,2,10,10,true,1000,1000,512,10000,2,29,5110.8571428571431
2,10,4,10,10,false,1,10,1024,100,5,0,nan
2,10,2,10,10,false,1,1000,512,10000,5,0,392.0
2,1,2,1000000,10,true,1,10,1024,100,2,0,nan
2,1,2,10,1,false,1,1000,512,10000,2,0,nan
4,1,2,1000000,10,true,1,10,512,100,5,0,774.33333333333337
2,10,4,1000000,10,false,1000,10,512,100,5,0,nan
4,1,2,10,10,true,1000,1000,1024,10000,2,0,nan
2,1,4,10,1,false,1000,10,1024,100,2,29,nan
4,10,4,10,1,true,1,10,1024,100,5,29,nan
4,1,2,1000000,1,false,1000,10,512,100,5,0,6989.0
2,1,4,1000000,1,false,1000,10,512,100,5,29,nan
2,1,2,1000000,1,true,1,1000,512,10000,2,29,nan
2,1,2,1000000,10,true,1,10,512,100,2,29,nan
2,1,2,10,1,true,1,10,1024,100,2,0,nan
2,1,4,1000000,1,true,1000,10,512,100,2,29,nan
2,1,2,10,10,false,1000,10,512,100,5,29,474.0
4,10,4,10,10,false,1000,1000,1024,10000,2,0,8574.0
2,10,2,10,1,true,1000,1000,512,10000,2,0,nan
2,1,2,1000000,1,true,1,1000,512,10000,5,29,nan
4,1,4,1000000,1,false,1,1000,1024,10000,5,29,nan
4,1,2,10,1,false,1000,10,1024,100,2,0,3463.5
4,1,4,10,1,false,1000,1000,512,10000,5,29,10115.5
4,10,4,10,1,false,1,10,1024,100,2,0,nan
2,10,4,10,10,false,1,1000,512,10000,5,29,nan
2,1,2,1000000,1,false,1,10,512,100,5,29,nan
4,10,4,1000000,1,true,1000,10,1024,100,2,29,8977.3333333333339
4,10,4,1000000,10,false,1000,1000,512,10000,2,29,nan
2,10,2,10,1,false,1000,1000,1024,10000,5,0,nan
4,1,4,1000000,10,true,1,1000,1024,10000,2,29,nan
2,10,4,10,10,false,1,10,1024,100,5,29,nan
4,10,2,1000000,10,false,1000,1000,1024,10000,2,0,nan
2,1,2,1000000,10,true,1,10,512,100,2,0,nan
2,1,2,10,10,false,1000,10,1024,100,5,29,4874.333333333333
2,10,4,1000000,10,true,1,10,1024,100,5,0,nan
4,10,4,10,1,false,1,10,512,100,5,29,nan
4,10,4,1000000,10,false,1,1000,512,10000,2,29,nan
4,10,2,10,10,false,1000,1000,1024,10000,5,29,5663.333333333333
4,1,2,1000000,10,true,1000,10,1024,100,5,29,nan
4,10,4,1000000,1,true,1,1000,512,10000,2,29,nan
2,1,4,1000000,1,true,1,1000,512,10000,5,29,nan
4,10,2,10,1,true,1,10,512,100,5,0,nan
2,1,2,1000000,1,false,1000,1000,1024,10000,5,0,nan
4,1,2,10,1,false,1000,1000,1024,10000,5,29,6419.0
2,10,4,10,10,false,1000,1000,1024,10000,5,29,10823.0
4,10,4,1000000,10,true,1,10,512,100,5,29,nan
4,1,4,1000000,10,true,1000,1000,512,10000,5,0,117.66666666666667
2,1,4,10,1,true,1,1000,512,10000,2,29,nan
2,10,2,10,10,false,1,1000,1024,10000,2,0,nan
4,10,4,10,1,true,1000,10,512,100,5,29,3405.3333333333335
2,10,4,10,10,false,1,1000,1024,10000,2,0,5240.8571428571431
2,1,4,10,1,true,1,10,1024,100,5,0,nan
4,10,4,1000000,1,false,1,1000,1024,10000,5,29,nan
2,10,4,10,10,false,1000,10,1024,100,5,0,16298.0
2,1,4,10,10,true,1,10,512,100,5,0,3698.5
4,10,4,1000000,10,false,1,1000,1024,10000,5,0,nan
2,1,2,10,10,false,1000,1000,512,10000,2,29,7391.75
2,1,2,1000000,1,false,1000,10,512,100,5,0,nan
2,1,4,10,1,true,1000,1000,1024,10000,2,0,nan
2,1,2,1000000,1,false,1,10,512,100,2,29,nan
4,1,2,1000000,1,false,1,10,512,100,2,0,nan
4,10,4,10,1,true,1,1000,1024,10000,5,29,nan
2,10,4,1000000,10,true,1,1000,512,10000,5,0,nan
