SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandsync.5
1,1,1,0,0,0,1,0,0,1,1,0,1,1,18916
1,0,0,0,0,1,1,1,1,1,0,1,1,0,17840
1,1,0,1,1,0,1,1,0,1,0,1,1,1,17807
1,0,1,1,1,1,0,0,1,0,1,0,0,1,19503
0,0,1,1,0,0,1,0,0,0,1,0,1,0,18884
1,1,0,1,0,1,0,1,0,1,0,0,0,0,18712
1,1,1,0,0,1,1,0,1,0,0,1,0,0,17670
1,1,0,1,0,1,1,0,1,1,0,1,0,1,17798
1,0,1,0,1,0,1,1,0,1,0,1,1,0,17538
1,0,1,1,0,1,0,0,1,0,1,1,0,1,17717
1,0,0,0,1,0,0,1,0,1,1,0,1,1,18758
1,0,0,1,0,0,0,1,1,1,1,0,0,0,19203
1,0,1,0,0,1,1,1,1,1,1,0,0,1,19094
1,0,0,0,0,1,0,1,0,0,0,0,1,0,18362
0,1,1,1,1,1,0,0,1,1,0,0,1,1,18562
1,1,1,1,1,1,0,1,0,0,0,1,1,0,17139
1,1,1,1,0,0,1,0,1,1,0,0,1,0,18008
0,1,0,1,0,0,1,0,1,0,0,1,0,0,17883
0,1,0,1,1,0,1,0,1,1,1,0,0,1,18526
0,0,1,1,0,1,0,1,1,0,0,0,0,0,18487
0,0,1,1,0,1,0,1,0,1,0,0,1,0,18178
0,0,0,1,1,0,0,0,0,1,1,0,1,0,18399
0,1,1,0,1,0,0,1,0,0,0,1,1,0,17639
0,1,1,1,0,1,0,1,0,0,1,1,1,1,17634
1,1,0,0,1,1,1,0,0,1,1,1,1,1,17091
1,1,1,0,0,0,0,1,1,0,0,1,1,1,17059
1,1,1,1,1,1,0,1,1,0,0,0,1,0,18779
1,1,0,0,0,1,0,1,1,0,1,1,1,0,17079
0,1,0,0,0,1,0,1,1,0,0,1,0,0,17256
1,0,1,1,1,1,0,1,1,0,0,1,1,1,17262
1,0,0,1,1,1,0,0,1,0,1,0,1,1,18249
0,1,0,1,1,1,0,1,1,0,0,1,1,0,17039
1,1,1,1,1,1,1,1,1,0,0,0,1,0,18478
0,0,1,1,1,1,0,1,1,1,1,1,1,1,17173
0,1,1,0,0,0,0,0,0,1,0,1,1,1,18055
1,0,1,0,0,0,1,1,1,0,0,0,0,1,18650
1,1,0,1,0,0,0,0,0,0,0,0,1,0,18356
0,1,1,0,1,1,1,1,1,1,0,0,1,1,17981
1,1,1,1,1,0,1,0,1,0,0,0,1,1,18882
1,1,1,0,0,1,0,0,0,1,1,1,0,0,17320
0,1,1,1,1,0,1,0,0,1,1,1,1,0,17293
1,1,1,1,1,0,1,0,1,1,0,1,1,0,17540
1,0,0,0,1,0,1,1,1,1,0,0,0,0,17705
0,1,0,0,0,1,0,1,1,0,0,1,1,1,16884
0,1,0,0,1,0,0,1,1,1,0,0,1,1,17989
0,1,1,0,0,0,0,0,1,1,0,1,0,1,17447
1,0,0,1,1,1,0,1,0,1,1,1,1,0,17365
0,0,1,0,1,0,0,1,1,1,1,0,1,0,18436
0,1,1,1,1,0,0,1,1,1,1,1,1,1,17393
1,0,0,1,1,1,0,1,0,1,1,1,0,1,17577
0,0,0,1,0,0,1,0,0,1,1,1,1,1,16864
1,0,0,0,1,1,1,0,0,0,0,0,0,0,18348
1,1,0,1,0,1,1,0,1,1,0,0,0,1,18654
1,1,1,0,1,0,1,1,0,0,1,1,0,1,17198
0,0,1,0,0,0,0,0,1,0,0,0,0,1,17918
1,1,0,1,1,0,1,0,1,1,1,1,1,1,16678
0,0,1,1,1,1,0,1,0,0,0,1,0,1,17071
0,0,1,1,1,1,1,0,1,0,0,1,0,0,16697
0,1,1,1,0,0,0,0,0,1,1,1,1,1,17014
0,1,1,0,1,1,0,0,1,1,1,1,0,1,17532
1,0,0,1,1,1,1,0,0,1,0,1,0,0,17274
0,1,0,1,1,1,1,1,1,0,0,1,1,1,16900
1,0,1,1,0,0,0,0,0,0,1,1,1,0,17557
1,1,0,0,0,1,0,1,0,1,1,1,0,1,15688
0,1,0,0,0,0,0,1,1,0,0,0,0,1,16983
0,1,1,0,1,0,1,0,0,0,0,1,1,1,16264
1,0,1,1,0,0,0,0,1,1,1,0,0,0,17028
1,1,1,0,1,1,0,1,1,0,0,1,0,1,16258
0,1,1,1,1,1,1,0,0,1,0,0,0,0,17348
1,0,1,0,1,1,0,1,1,1,1,1,1,0,16025
0,0,1,0,1,0,0,1,1,0,0,1,0,0,15930
1,0,0,1,1,1,0,1,0,1,0,0,1,0,16960
1,0,1,1,1,0,0,0,1,0,0,1,0,1,16342
1,0,0,0,1,1,1,1,1,1,1,1,0,0,16206
0,0,0,0,1,0,0,1,0,0,0,0,1,0,16936
0,1,1,0,0,0,1,0,0,1,1,1,1,1,16518
0,1,1,1,0,1,1,0,1,1,0,1,0,0,16522
0,0,0,0,1,1,1,1,1,0,0,1,1,1,16342
1,1,1,0,0,1,1,0,1,0,0,1,1,1,16645
0,1,1,0,0,1,1,0,1,0,0,0,0,0,17366
1,1,1,0,0,1,0,1,1,1,1,0,1,0,17370
0,1,1,1,0,1,0,0,1,0,0,0,1,0,17798
1,1,1,1,0,1,0,0,1,0,1,1,1,1,16798
1,1,1,0,1,0,1,1,0,1,1,1,0,0,16328
1,1,0,1,0,0,1,0,0,0,0,1,0,0,17029
1,1,0,0,1,0,0,0,1,1,1,0,1,1,17520
1,1,0,0,0,1,0,1,0,0,0,1,0,0,16743
0,1,0,1,1,1,1,0,0,1,1,0,0,0,17079
0,1,0,0,1,1,0,0,0,0,0,1,1,1,16615
0,0,1,0,1,1,1,1,0,1,0,0,1,0,18346
0,0,0,0,0,1,1,1,1,0,1,0,1,1,17444
0,1,1,1,1,1,0,0,0,1,0,1,0,1,16851
1,1,1,1,1,0,1,0,1,0,0,1,1,1,17563
0,1,1,1,0,1,1,0,0,1,1,0,1,1,17561
0,0,0,0,0,0,1,0,1,0,1,0,0,0,17866
0,0,0,1,0,0,0,0,1,0,1,0,0,1,18245
0,1,0,0,0,0,0,0,0,1,1,0,1,1,17596
1,1,0,0,1,1,1,1,1,1,1,0,0,1,17747
0,1,0,1,0,0,1,0,1,0,0,0,1,0,18015
1,1,1,1,0,0,1,0,0,1,1,1,0,1,16954
1,1,0,1,0,0,0,0,0,1,1,0,1,0,17999
1,0,0,1,1,1,1,1,0,0,0,0,0,1,17865
0,0,0,1,0,1,1,1,1,0,0,1,0,1,18803
1,1,0,0,0,0,1,0,1,1,0,0,1,0,19371
0,0,0,1,1,1,0,1,1,0,1,0,1,0,19124
1,1,0,0,1,1,1,1,0,0,1,0,1,1,19119
0,1,0,1,0,1,0,1,1,1,0,1,0,1,18548
0,0,1,1,1,0,0,0,0,1,1,1,1,1,18891
1,0,0,0,1,0,1,1,1,0,0,1,1,0,18844
0,0,1,1,1,1,1,1,0,0,1,1,0,1,18725
0,0,1,1,0,0,1,1,1,1,1,0,1,1,20444
0,1,0,0,1,1,1,0,0,1,1,1,1,1,18701
1,0,1,0,1,1,0,1,1,0,0,0,0,1,19534
0,1,1,0,1,0,1,1,0,0,0,0,0,0,19408
1,0,0,0,0,0,1,1,0,0,0,1,1,0,19011
1,1,1,1,1,1,1,0,1,0,1,0,0,0,19391
0,0,0,1,0,1,1,0,1,1,0,0,0,1,20872
1,0,0,1,1,0,0,1,0,1,1,0,0,0,19476
1,0,0,1,0,0,1,0,0,0,1,0,1,0,20316
1,1,1,0,0,1,0,0,0,0,0,1,1,0,18016
1,1,0,1,1,1,1,0,0,0,1,0,1,1,19016
1,0,1,1,0,1,0,1,0,1,1,1,1,0,17815
1,0,1,1,1,0,0,0,1,1,1,1,1,0,15710
1,0,1,0,0,1,0,0,1,0,1,0,0,0,17234
0,0,1,0,0,0,1,1,1,1,0,1,1,1,16451
0,1,1,1,0,1,0,1,1,0,0,0,0,0,16995
0,0,1,0,0,0,1,1,1,0,1,1,1,1,16304
0,1,0,0,1,0,0,1,1,0,1,1,0,1,15915
1,1,1,1,0,1,1,0,1,0,1,1,1,0,16138
1,1,0,0,1,0,1,1,0,1,1,0,0,1,17155
1,0,1,1,1,1,0,1,1,1,1,1,1,1,15954
0,0,1,1,1,0,1,0,1,1,1,1,1,0,16011
0,1,0,1,1,1,1,1,1,0,1,0,1,1,17353
0,0,0,0,0,1,1,0,1,1,1,0,1,0,17158
1,0,0,0,0,0,1,1,0,1,1,0,1,0,17407
0,0,0,1,0,0,0,0,0,1,0,0,1,1,16756
1,1,0,1,0,0,1,1,1,0,0,1,1,1,16337
1,0,0,0,1,1,1,1,0,0,0,1,0,1,16200
1,0,1,0,1,0,1,1,0,1,0,1,0,0,16142
1,0,1,0,1,1,0,1,0,1,1,1,0,1,16498
1,0,1,1,0,0,0,0,1,1,1,1,1,0,16211
0,0,1,0,1,1,1,0,0,0,0,0,1,0,17479
0,1,0,1,1,1,1,1,1,1,1,0,1,0,17804
0,1,0,1,0,0,0,0,0,0,1,0,1,0,17331
1,0,0,1,0,0,1,1,0,1,1,1,0,1,16328
0,1,0,0,0,0,0,0,1,1,0,0,0,1,17733
0,0,1,0,0,1,1,0,1,1,1,1,0,0,16760
1,0,1,1,0,1,1,1,1,0,0,0,1,1,17432
0,1,0,0,1,1,1,1,0,0,0,1,1,0,16730
1,1,0,0,0,0,0,1,1,1,0,1,0,0,17001
0,0,1,1,0,1,1,1,0,0,0,1,1,0,16934
1,0,1,0,0,0,1,1,1,0,1,0,0,1,18233
0,1,1,0,0,1,0,0,0,1,1,0,0,1,17624
1,1,0,0,0,0,0,0,0,0,0,1,1,1,16452
1,0,0,1,0,1,0,0,1,0,1,1,0,0,16868
1,1,1,0,1,0,1,1,0,1,0,0,0,1,17847
1,1,0,0,1,1,0,1,0,0,0,1,1,1,16536
1,0,1,1,0,1,1,1,1,1,0,1,0,1,16983
0,0,0,0,1,0,1,1,1,0,1,0,0,1,18025
0,1,1,1,0,1,0,1,0,1,1,1,0,1,17201
0,0,1,0,1,1,0,0,0,0,0,1,1,1,16991
0,1,0,1,0,1,0,0,1,0,1,1,1,1,17064
0,1,1,0,0,0,1,1,0,0,0,0,0,1,18236
0,1,1,1,1,0,1,0,0,0,0,0,0,1,17803
1,1,1,1,0,1,0,0,1,0,0,1,0,1,16037
1,0,1,0,0,1,0,1,1,0,1,1,0,0,15950
1,0,1,0,0,0,0,1,1,0,1,0,1,0,16693
0,1,1,0,0,1,0,0,1,0,1,0,1,1,17220
0,0,0,0,0,0,1,0,1,0,1,1,1,0,16003
0,0,1,0,1,1,1,0,1,0,0,1,0,0,16434
0,0,1,1,1,0,0,0,1,0,0,1,0,0,16026
1,0,1,1,1,0,0,1,0,0,1,1,1,0,16012
0,0,1,0,1,1,0,1,0,1,0,0,1,1,17306
1,1,0,0,1,0,0,1,1,1,1,0,1,1,17386
1,1,0,0,1,1,0,1,0,0,0,1,0,1,18597
1,0,1,1,0,0,0,0,0,1,0,0,1,0,20159
1,1,0,0,0,1,0,0,1,1,0,0,1,0,19671
0,1,0,1,1,0,0,0,0,0,0,1,1,0,16187
1,0,0,1,0,1,0,0,0,0,1,0,0,1,16774
1,1,1,0,0,1,0,1,1,0,0,0,1,0,17487
1,0,0,1,0,1,1,0,1,1,1,1,1,1,15905
1,1,0,1,1,0,1,1,1,1,1,1,1,0,16286
1,0,0,1,1,1,1,1,0,1,1,0,0,1,16936
0,0,1,0,1,1,0,0,0,1,0,0,1,0,17158
1,1,1,1,0,0,0,1,0,0,0,0,0,0,17313
1,1,1,1,0,0,1,1,0,0,0,0,0,1,17041
0,1,1,0,0,0,1,1,1,1,0,1,0,1,16020
0,0,0,1,1,0,1,0,0,0,0,1,1,0,15998
0,1,0,1,1,0,1,0,1,0,0,0,1,0,16816
0,0,0,0,1,0,0,1,1,0,1,1,0,1,16030
1,1,0,0,0,1,1,1,1,1,1,0,0,0,17368
0,1,0,1,1,1,0,1,0,1,0,0,0,1,16895
1,0,0,1,0,0,0,1,0,0,1,1,0,0,16283
0,0,0,1,1,0,1,1,1,0,1,1,0,1,16629
1,1,0,1,0,0,1,0,0,1,1,0,1,0,17582
0,0,0,1,0,1,0,1,1,0,1,1,0,1,16508
1,1,1,0,0,1,1,1,1,1,0,1,1,0,16187
0,1,0,0,0,1,1,1,0,1,1,0,1,0,17625
1,1,0,0,0,0,1,1,1,1,1,1,0,1,16335
1,0,0,1,1,1,1,1,1,0,0,0,1,1,16949
1,1,0,0,1,0,0,0,0,1,0,0,1,1,17086
1,0,0,1,1,1,1,1,1,1,1,1,0,1,15707
1,1,0,0,0,1,0,0,1,1,1,0,1,1,17353
1,0,1,1,1,0,1,0,0,0,0,1,1,1,16381
1,1,1,1,1,1,0,0,0,1,1,0,0,0,17136
0,1,1,1,1,1,0,0,0,1,0,1,1,1,16679
0,0,1,1,1,1,1,1,1,0,0,0,1,0,17256
1,0,1,1,1,1,0,1,0,1,1,0,1,0,16385
0,1,0,1,1,0,0,1,1,0,0,1,0,0,15874
1,1,0,0,0,1,1,1,1,0,0,0,0,1,16992
0,0,0,1,1,1,0,1,0,1,0,1,0,1,16093
0,1,1,1,0,0,1,1,1,1,1,0,0,1,16982
1,1,1,1,1,1,1,1,1,1,1,1,0,1,16209
1,1,0,1,1,1,0,0,1,1,1,0,0,0,17279
0,1,0,1,0,0,1,1,0,1,0,0,0,1,16669
0,0,1,0,0,0,1,0,0,0,0,1,0,1,16288
0,1,0,0,1,0,0,1,0,1,0,1,1,0,15879
0,0,1,0,1,1,1,1,0,0,0,0,1,1,17408
0,0,0,0,0,0,0,0,1,1,0,0,0,0,17143
0,0,0,0,0,0,1,1,1,1,0,0,1,0,17098
1,1,1,1,1,0,1,0,1,0,1,0,0,0,17142
0,0,1,0,1,1,0,1,0,0,0,0,1,1,17309
0,0,1,0,0,1,0,0,1,0,0,1,1,0,16771
1,0,0,0,1,0,0,1,1,0,1,1,1,0,16553
1,0,0,1,1,0,0,0,0,0,1,0,0,1,17483
0,0,0,1,0,1,1,0,0,1,0,0,0,0,17781
0,1,1,1,0,0,0,0,0,1,0,1,0,0,16559
0,1,1,1,1,0,1,1,1,0,1,0,1,0,17392
1,0,1,0,0,1,1,0,0,0,0,0,0,0,17549
1,0,0,0,1,0,0,1,1,1,0,1,1,0,16575
0,1,1,0,0,0,1,0,0,0,1,1,0,1,16611
1,0,1,0,1,1,1,0,0,1,1,0,0,0,17129
1,0,0,1,0,0,1,0,0,1,1,1,0,1,16635
1,0,0,0,0,0,1,1,1,0,1,0,1,0,17804
1,1,0,0,0,0,0,1,0,0,1,1,1,0,16715
0,1,1,1,0,0,1,1,0,1,1,1,1,0,16376
1,1,0,1,1,0,0,1,0,0,1,1,0,0,16901
1,1,0,1,0,0,1,0,0,1,1,1,1,1,16795
0,1,0,0,0,1,0,1,0,1,1,1,1,0,16589
0,1,1,1,1,0,0,1,0,1,1,0,1,1,17755
0,0,0,0,0,0,1,0,1,0,1,0,1,1,18299
0,1,1,1,1,0,0,0,1,0,0,0,0,0,17868
0,1,1,1,1,1,1,1,0,0,1,0,1,1,17253
0,1,0,0,1,0,0,1,0,1,0,0,1,1,17556
1,0,1,0,0,0,0,1,0,0,1,1,0,0,16977
1,1,0,0,1,0,0,1,0,0,0,0,1,0,17553
0,1,0,0,1,1,1,0,1,0,1,1,1,1,16989
1,1,1,0,0,1,0,1,1,0,1,0,0,1,18070
1,0,0,0,0,0,1,0,1,1,1,0,1,1,17977
1,0,0,1,1,0,1,1,1,1,1,1,1,1,17286
1,1,0,1,1,1,0,0,1,1,0,1,0,0,17022
0,1,1,1,0,0,1,1,1,1,1,0,0,0,17856
0,0,0,1,0,1,0,1,0,0,1,0,0,0,16929
1,0,1,0,0,1,1,0,0,1,1,1,1,0,15705
0,1,1,0,0,0,0,1,1,1,0,0,1,0,16686
1,0,0,1,0,1,1,0,0,1,1,1,1,1,16381
1,0,1,0,1,0,0,0,1,1,1,0,1,0,17075
1,0,1,1,1,1,1,0,0,1,1,1,1,0,17035
0,1,1,0,1,1,1,1,0,1,0,1,0,0,15997
0,0,1,0,0,0,0,0,1,0,1,1,0,1,16396
0,1,1,1,0,0,0,0,0,0,0,1,0,1,16542
0,0,1,1,0,0,1,0,0,1,0,0,1,0,17587
0,1,1,0,0,1,1,0,0,1,0,1,0,0,16543
0,1,0,1,0,0,0,1,0,0,1,1,0,0,16528
0,0,1,1,0,1,0,1,0,1,0,1,1,1,16313
1,1,0,0,0,0,1,1,0,1,1,1,1,0,16474
0,1,1,1,1,0,1,1,1,1,0,0,0,0,17474
0,1,0,0,0,0,1,0,0,1,1,0,0,0,17180
1,0,1,0,0,1,0,1,0,0,1,1,1,0,16789
0,0,1,1,0,1,1,1,0,1,0,0,0,1,17159
0,0,1,1,0,1,1,0,0,0,0,1,0,0,16799
1,1,0,1,1,1,1,0,1,1,0,0,0,0,16342
1,1,0,0,0,0,0,1,0,1,0,1,1,0,16164
0,0,1,0,0,0,1,0,1,0,0,1,1,0,15698
0,0,0,0,1,0,0,1,0,1,1,1,1,1,16185
0,1,0,1,1,1,0,1,0,0,0,1,1,1,15803
1,0,0,0,1,0,0,0,0,1,0,1,1,1,16271
1,0,1,1,0,0,0,1,1,0,1,0,1,0,17456
0,0,1,0,1,1,1,1,0,0,0,0,0,1,17156
1,0,0,0,0,1,0,0,1,0,0,1,1,0,15972
1,0,0,0,1,1,1,1,0,1,0,0,0,1,17472
0,1,1,1,0,0,0,0,0,0,0,0,1,1,17118
1,1,0,1,0,1,0,1,1,1,0,0,0,0,17033
0,1,1,1,0,0,0,1,1,1,0,0,0,0,17101
0,1,1,1,1,1,0,0,1,1,1,1,1,1,16143
1,0,0,0,0,0,0,0,0,0,1,0,1,0,17127
0,1,0,1,0,0,0,1,1,1,0,1,0,0,15882
0,1,0,0,0,0,1,1,1,1,1,0,0,1,16729
0,0,0,0,0,1,0,0,1,0,0,0,0,1,17219
1,1,0,1,1,1,0,1,0,0,1,1,1,1,15881
0,0,1,0,0,1,1,1,0,1,0,1,1,1,16572
0,0,0,1,1,1,0,0,1,0,1,1,1,0,15647
0,1,0,0,1,1,0,0,1,0,0,0,0,0,16954
1,0,0,0,0,1,1,1,0,0,0,1,0,0,15769
1,1,0,1,0,0,0,1,1,0,0,1,1,1,16407
1,1,0,0,0,1,1,1,0,0,0,0,1,0,17244
1,0,0,1,1,0,0,1,1,1,1,1,1,1,16245
0,1,1,0,1,0,1,1,1,0,0,1,1,1,17066
0,1,0,1,1,0,1,1,0,0,0,0,1,0,17242
1,0,0,0,1,1,1,1,1,1,1,0,0,0,17309
1,0,1,1,0,1,0,1,0,0,1,1,0,1,16016
