SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrand100K.6
1,0,1,1,0,0,0,0,1,1,1,0,1,0,950.22
0,0,0,1,1,0,0,1,0,1,1,0,1,1,760.8
1,1,1,1,1,0,0,1,1,1,0,0,1,0,757.07
1,0,1,0,0,1,1,1,1,0,1,1,0,1,882.82
0,1,0,1,1,1,0,0,1,1,0,0,1,0,768.62
0,1,1,1,1,1,1,0,1,1,1,0,1,0,779.99
0,1,0,1,0,0,1,1,1,1,1,0,0,0,770.44
1,0,1,1,1,0,1,0,1,1,0,1,1,0,954.11
1,0,0,1,1,1,1,0,0,0,1,1,1,0,1005.7
1,0,0,1,0,0,1,1,0,0,0,0,0,1,1123.1
1,1,1,0,0,1,0,0,1,0,1,0,1,1,1007.6
0,0,1,1,0,1,0,1,1,1,0,0,0,0,1039.1
1,0,0,0,1,1,0,1,0,1,1,1,1,0,1278.6
1,1,1,0,0,0,0,1,0,0,0,0,0,1,1083.9
0,0,1,0,1,1,1,0,0,0,1,0,0,0,944.54
1,1,1,0,0,0,0,0,0,1,1,0,0,0,946.1
0,0,0,0,0,1,1,1,1,0,0,1,1,0,919.58
0,0,1,1,1,0,1,1,0,0,1,0,0,0,886.22
0,1,0,0,0,1,1,1,1,1,0,1,1,0,994.53
0,0,0,1,0,0,0,0,0,1,1,0,0,1,1010.7
1,0,0,0,1,1,0,1,0,1,1,1,0,0,1311.2
0,0,1,1,0,0,1,1,0,1,1,1,1,0,1078.4
0,1,1,1,1,0,1,0,0,0,1,0,1,0,981.89
0,0,0,1,0,0,0,0,0,1,0,1,1,0,826.44
0,1,0,1,0,0,1,0,0,1,1,0,1,1,744.94
0,0,1,1,1,0,1,0,1,1,1,0,1,0,736.47
0,0,0,1,1,0,1,0,1,1,0,0,1,0,728.89
0,0,1,0,0,0,0,0,1,0,1,0,1,1,685.09
0,0,1,0,1,0,1,0,0,0,0,0,0,1,688.97
0,1,1,1,1,1,1,0,1,1,0,1,1,1,774.34
1,1,0,1,0,0,0,1,0,1,0,1,0,0,839.17
1,0,1,1,0,0,0,1,1,1,1,0,0,0,1078.5
1,1,0,0,1,1,1,0,0,0,0,1,1,0,4953.9
1,0,0,1,1,1,1,0,1,1,1,1,0,1,3857.9
0,0,0,0,0,1,0,1,0,0,0,0,0,1,5532.2
1,1,1,1,1,1,1,1,1,1,1,0,0,1,4887.3
0,0,1,1,0,0,1,1,0,0,1,1,0,0,5532.9
1,1,1,0,1,0,1,1,1,1,0,1,0,0,5568.5
0,0,0,1,1,0,0,0,0,1,1,0,1,0,4836.8
1,1,0,0,1,0,0,0,1,0,0,1,1,0,1450.4
0,1,0,1,1,0,0,0,0,0,0,1,1,0,1168.9
1,0,0,1,0,1,0,0,1,1,1,1,1,0,1349.7
1,1,1,1,1,1,0,0,1,1,1,0,0,0,1152.6
1,0,1,0,1,1,0,0,1,1,1,1,0,1,1158.4
0,0,1,1,0,1,0,1,0,0,1,1,0,1,1334.7
0,1,0,1,0,0,1,1,1,1,1,0,1,1,1046.2
1,0,0,1,1,1,1,0,1,0,0,1,1,0,1033.8
1,0,0,1,1,0,1,0,1,1,0,1,1,0,1050.4
0,0,1,1,0,0,0,0,1,1,0,0,1,0,891.83
0,0,0,0,1,1,1,1,1,0,1,0,1,0,951.01
1,0,0,1,1,1,1,1,1,0,1,0,0,1,781.97
1,1,0,0,0,1,0,0,1,0,0,1,0,0,848.34
1,0,1,1,0,0,0,0,0,0,1,1,0,0,755.95
1,0,1,0,1,0,0,0,1,0,0,1,0,0,825.26
0,1,1,1,1,1,0,1,1,0,0,0,0,0,853.56
0,1,0,0,0,1,0,0,1,0,1,1,0,0,746.14
1,0,0,0,1,1,0,0,0,1,1,0,0,1,702.39
1,1,0,1,1,0,0,1,1,0,0,1,0,0,846.05
1,0,1,1,0,1,0,1,1,1,1,0,1,1,896.91
0,1,1,0,1,1,1,0,0,1,1,0,0,1,663.09
1,1,0,1,0,0,1,1,0,0,1,1,1,0,752.68
0,1,0,1,1,0,1,1,0,1,1,0,1,0,668.2
1,0,0,1,1,0,1,1,0,1,0,1,0,1,746.13
1,1,1,0,1,0,0,0,1,0,0,0,0,1,718.94
0,0,1,1,0,0,1,0,0,1,0,1,0,1,726.96
0,1,1,0,0,0,1,1,0,0,1,0,0,1,645.75
0,1,1,1,1,1,0,0,0,1,1,1,0,1,693.46
1,0,1,0,0,0,1,0,1,0,0,1,0,0,686.81
0,0,1,0,0,1,1,0,1,0,0,0,1,1,651.7
1,1,1,0,0,0,0,1,0,0,1,1,1,1,789.47
0,0,0,1,0,1,1,1,1,1,0,0,0,0,716.42
0,1,1,0,0,0,0,0,1,0,1,1,1,1,710.67
0,1,0,0,0,0,0,1,0,1,1,1,1,0,731.75
0,1,1,1,1,0,1,1,1,1,1,0,0,0,1366.2
0,0,0,1,1,0,0,0,0,1,1,1,0,1,814.51
1,0,1,0,0,1,0,0,0,0,0,0,1,1,954.93
1,0,1,0,1,1,0,0,1,1,0,1,0,0,1049.0
0,1,1,1,0,1,0,0,0,0,0,1,0,0,1313.2
1,0,1,1,0,1,0,1,0,0,0,0,1,1,990.62
0,1,1,1,1,0,0,1,1,1,1,0,0,0,871.31
0,1,0,1,1,0,1,0,0,1,1,0,1,0,1031.1
0,0,1,1,1,0,0,1,1,1,1,0,1,0,856.25
1,0,1,1,1,1,1,1,0,1,1,0,1,0,805.83
0,0,1,1,1,0,1,0,0,1,1,1,0,1,891.28
1,1,0,0,0,0,1,1,1,1,1,0,1,0,976.28
0,1,1,1,0,1,0,0,0,0,1,1,1,0,832.21
1,1,1,1,0,1,1,1,1,1,1,0,1,1,885.2
1,1,1,0,0,0,1,0,0,1,1,0,1,1,796.81
1,0,0,0,0,1,1,1,1,1,0,1,1,0,1042.0
1,1,0,1,1,0,1,1,0,1,0,1,1,1,956.12
1,0,1,1,1,1,0,0,1,0,1,0,0,1,803.31
0,0,1,1,0,0,1,0,0,0,1,0,1,0,805.67
1,1,0,1,0,1,0,1,0,1,0,0,0,0,773.27
1,1,1,0,0,1,1,0,1,0,0,1,0,0,958.48
1,1,0,1,0,1,1,0,1,1,0,1,0,1,850.51
1,0,1,0,1,0,1,1,0,1,0,1,1,0,1038.4
1,0,1,1,0,1,0,0,1,0,1,1,0,1,901.32
1,0,0,0,1,0,0,1,0,1,1,0,1,1,851.92
1,0,0,1,0,0,0,1,1,1,1,0,0,0,819.97
1,0,1,0,0,1,1,1,1,1,1,0,0,1,876.33
1,0,0,0,0,1,0,1,0,0,0,0,1,0,851.65
0,1,1,1,1,1,0,0,1,1,0,0,1,1,920.38
1,1,1,1,1,1,0,1,0,0,0,1,1,0,774.01
1,1,1,1,0,0,1,0,1,1,0,0,1,0,731.64
0,1,0,1,0,0,1,0,1,0,0,1,0,0,751.6
0,1,0,1,1,0,1,0,1,1,1,0,0,1,740.1
0,0,1,1,0,1,0,1,1,0,0,0,0,0,691.59
0,0,1,1,0,1,0,1,0,1,0,0,1,0,671.12
0,0,0,1,1,0,0,0,0,1,1,0,1,0,671.82
0,1,1,0,1,0,0,1,0,0,0,1,1,0,702.97
0,1,1,1,0,1,0,1,0,0,1,1,1,1,726.39
1,1,0,0,1,1,1,0,0,1,1,1,1,1,729.86
1,1,1,0,0,0,0,1,1,0,0,1,1,1,712.96
1,1,1,1,1,1,0,1,1,0,0,0,1,0,729.35
1,1,0,0,0,1,0,1,1,0,1,1,1,0,704.49
0,1,0,0,0,1,0,1,1,0,0,1,0,0,648.56
1,0,1,1,1,1,0,1,1,0,0,1,1,1,625.24
1,0,0,1,1,1,0,0,1,0,1,0,1,1,610.31
0,1,0,1,1,1,0,1,1,0,0,1,1,0,670.37
1,1,1,1,1,1,1,1,1,0,0,0,1,0,625.85
0,0,1,1,1,1,0,1,1,1,1,1,1,1,635.09
0,1,1,0,0,0,0,0,0,1,0,1,1,1,671.74
1,0,1,0,0,0,1,1,1,0,0,0,0,1,676.63
1,1,0,1,0,0,0,0,0,0,0,0,1,0,605.0
0,1,1,0,1,1,1,1,1,1,0,0,1,1,566.38
1,1,1,1,1,0,1,0,1,0,0,0,1,1,518.06
1,1,1,0,0,1,0,0,0,1,1,1,0,0,570.7
0,1,1,1,1,0,1,0,0,1,1,1,1,0,603.0
1,1,1,1,1,0,1,0,1,1,0,1,1,0,616.91
1,0,0,0,1,0,1,1,1,1,0,0,0,0,545.18
0,1,0,0,0,1,0,1,1,0,0,1,1,1,553.11
0,1,0,0,1,0,0,1,1,1,0,0,1,1,530.28
0,1,1,0,0,0,0,0,1,1,0,1,0,1,547.26
1,0,0,1,1,1,0,1,0,1,1,1,1,0,579.06
0,0,1,0,1,0,0,1,1,1,1,0,1,0,543.95
0,1,1,1,1,0,0,1,1,1,1,1,1,1,550.26
1,0,0,1,1,1,0,1,0,1,1,1,0,1,559.28
0,0,0,1,0,0,1,0,0,1,1,1,1,1,603.54
1,0,0,0,1,1,1,0,0,0,0,0,0,0,549.25
1,1,0,1,0,1,1,0,1,1,0,0,0,1,492.32
1,1,1,0,1,0,1,1,0,0,1,1,0,1,518.11
0,0,1,0,0,0,0,0,1,0,0,0,0,1,521.92
1,1,0,1,1,0,1,0,1,1,1,1,1,1,547.17
0,0,1,1,1,1,0,1,0,0,0,1,0,1,543.27
0,0,1,1,1,1,1,0,1,0,0,1,0,0,557.42
0,1,1,1,0,0,0,0,0,1,1,1,1,1,571.31
0,1,1,0,1,1,0,0,1,1,1,1,0,1,679.17
1,0,0,1,1,1,1,0,0,1,0,1,0,0,729.22
0,1,0,1,1,1,1,1,1,0,0,1,1,1,615.18
1,0,1,1,0,0,0,0,0,0,1,1,1,0,687.56
1,1,0,0,0,1,0,1,0,1,1,1,0,1,697.25
0,1,0,0,0,0,0,1,1,0,0,0,0,1,668.27
0,1,1,0,1,0,1,0,0,0,0,1,1,1,709.2
1,0,1,1,0,0,0,0,1,1,1,0,0,0,697.12
1,1,1,0,1,1,0,1,1,0,0,1,0,1,692.11
0,1,1,1,1,1,1,0,0,1,0,0,0,0,681.3
1,0,1,0,1,1,0,1,1,1,1,1,1,0,683.04
0,0,1,0,1,0,0,1,1,0,0,1,0,0,731.73
1,0,0,1,1,1,0,1,0,1,0,0,1,0,646.09
1,0,1,1,1,0,0,0,1,0,0,1,0,1,691.99
1,0,0,0,1,1,1,1,1,1,1,1,0,0,674.45
0,0,0,0,1,0,0,1,0,0,0,0,1,0,635.38
0,1,1,0,0,0,1,0,0,1,1,1,1,1,674.82
0,1,1,1,0,1,1,0,1,1,0,1,0,0,627.3
0,0,0,0,1,1,1,1,1,0,0,1,1,1,585.36
1,1,1,0,0,1,1,0,1,0,0,1,1,1,651.17
0,1,1,0,0,1,1,0,1,0,0,0,0,0,656.97
1,1,1,0,0,1,0,1,1,1,1,0,1,0,700.42
0,1,1,1,0,1,0,0,1,0,0,0,1,0,616.08
1,1,1,1,0,1,0,0,1,0,1,1,1,1,598.2
1,1,1,0,1,0,1,1,0,1,1,1,0,0,564.05
1,1,0,1,0,0,1,0,0,0,0,1,0,0,645.86
1,1,0,0,1,0,0,0,1,1,1,0,1,1,606.82
1,1,0,0,0,1,0,1,0,0,0,1,0,0,611.7
0,1,0,1,1,1,1,0,0,1,1,0,0,0,701.51
0,1,0,0,1,1,0,0,0,0,0,1,1,1,614.71
0,0,1,0,1,1,1,1,0,1,0,0,1,0,567.8
0,0,0,0,0,1,1,1,1,0,1,0,1,1,538.96
0,1,1,1,1,1,0,0,0,1,0,1,0,1,594.85
1,1,1,1,1,0,1,0,1,0,0,1,1,1,581.06
0,1,1,1,0,1,1,0,0,1,1,0,1,1,579.57
0,0,0,0,0,0,1,0,1,0,1,0,0,0,588.42
0,0,0,1,0,0,0,0,1,0,1,0,0,1,581.76
0,1,0,0,0,0,0,0,0,1,1,0,1,1,524.44
1,1,0,0,1,1,1,1,1,1,1,0,0,1,508.1
0,1,0,1,0,0,1,0,1,0,0,0,1,0,512.65
1,1,1,1,0,0,1,0,0,1,1,1,0,1,526.86
1,1,0,1,0,0,0,0,0,1,1,0,1,0,531.25
1,0,0,1,1,1,1,1,0,0,0,0,0,1,518.25
0,0,0,1,0,1,1,1,1,0,0,1,0,1,529.5
1,1,0,0,0,0,1,0,1,1,0,0,1,0,511.42
0,0,0,1,1,1,0,1,1,0,1,0,1,0,527.36
1,1,0,0,1,1,1,1,0,0,1,0,1,1,489.05
0,1,0,1,0,1,0,1,1,1,0,1,0,1,539.71
0,0,1,1,1,0,0,0,0,1,1,1,1,1,531.08
1,0,0,0,1,0,1,1,1,0,0,1,1,0,539.88
0,0,1,1,1,1,1,1,0,0,1,1,0,1,607.42
0,0,1,1,0,0,1,1,1,1,1,0,1,1,594.19
0,1,0,0,1,1,1,0,0,1,1,1,1,1,602.01
1,0,1,0,1,1,0,1,1,0,0,0,0,1,569.77
0,1,1,0,1,0,1,1,0,0,0,0,0,0,600.31
1,0,0,0,0,0,1,1,0,0,0,1,1,0,607.81
1,1,1,1,1,1,1,0,1,0,1,0,0,0,573.42
0,0,0,1,0,1,1,0,1,1,0,0,0,1,584.35
1,0,0,1,1,0,0,1,0,1,1,0,0,0,612.89
1,0,0,1,0,0,1,0,0,0,1,0,1,0,606.39
1,1,1,0,0,1,0,0,0,0,0,1,1,0,605.42
1,1,0,1,1,1,1,0,0,0,1,0,1,1,594.29
1,0,1,1,0,1,0,1,0,1,1,1,1,0,598.58
1,0,1,1,1,0,0,0,1,1,1,1,1,0,614.94
1,0,1,0,0,1,0,0,1,0,1,0,0,0,557.77
0,0,1,0,0,0,1,1,1,1,0,1,1,1,642.21
0,1,1,1,0,1,0,1,1,0,0,0,0,0,615.0
0,0,1,0,0,0,1,1,1,0,1,1,1,1,622.77
0,1,0,0,1,0,0,1,1,0,1,1,0,1,831.72
1,1,1,1,0,1,1,0,1,0,1,1,1,0,704.79
1,1,0,0,1,0,1,1,0,1,1,0,0,1,725.33
1,0,1,1,1,1,0,1,1,1,1,1,1,1,814.11
0,0,1,1,1,0,1,0,1,1,1,1,1,0,649.01
0,1,0,1,1,1,1,1,1,0,1,0,1,1,637.23
0,0,0,0,0,1,1,0,1,1,1,0,1,0,645.64
1,0,0,0,0,0,1,1,0,1,1,0,1,0,765.23
0,0,0,1,0,0,0,0,0,1,0,0,1,1,624.03
1,1,0,1,0,0,1,1,1,0,0,1,1,1,628.16
1,0,0,0,1,1,1,1,0,0,0,1,0,1,639.03
1,0,1,0,1,0,1,1,0,1,0,1,0,0,640.29
1,0,1,0,1,1,0,1,0,1,1,1,0,1,712.77
1,0,1,1,0,0,0,0,1,1,1,1,1,0,756.83
0,0,1,0,1,1,1,0,0,0,0,0,1,0,792.66
0,1,0,1,1,1,1,1,1,1,1,0,1,0,634.78
0,1,0,1,0,0,0,0,0,0,1,0,1,0,693.14
1,0,0,1,0,0,1,1,0,1,1,1,0,1,730.64
0,1,0,0,0,0,0,0,1,1,0,0,0,1,719.15
0,0,1,0,0,1,1,0,1,1,1,1,0,0,844.91
1,0,1,1,0,1,1,1,1,0,0,0,1,1,715.8
0,1,0,0,1,1,1,1,0,0,0,1,1,0,762.02
1,1,0,0,0,0,0,1,1,1,0,1,0,0,820.95
0,0,1,1,0,1,1,1,0,0,0,1,1,0,849.94
1,0,1,0,0,0,1,1,1,0,1,0,0,1,714.76
0,1,1,0,0,1,0,0,0,1,1,0,0,1,689.62
1,1,0,0,0,0,0,0,0,0,0,1,1,1,699.55
1,0,0,1,0,1,0,0,1,0,1,1,0,0,760.42
1,1,1,0,1,0,1,1,0,1,0,0,0,1,759.16
1,1,0,0,1,1,0,1,0,0,0,1,1,1,774.58
1,0,1,1,0,1,1,1,1,1,0,1,0,1,878.16
0,0,0,0,1,0,1,1,1,0,1,0,0,1,725.82
0,1,1,1,0,1,0,1,0,1,1,1,0,1,752.07
0,0,1,0,1,1,0,0,0,0,0,1,1,1,839.39
0,1,0,1,0,1,0,0,1,0,1,1,1,1,794.97
0,1,1,0,0,0,1,1,0,0,0,0,0,1,685.01
0,1,1,1,1,0,1,0,0,0,0,0,0,1,656.13
1,1,1,1,0,1,0,0,1,0,0,1,0,1,696.88
1,0,1,0,0,1,0,1,1,0,1,1,0,0,778.18
1,0,1,0,0,0,0,1,1,0,1,0,1,0,747.77
0,1,1,0,0,1,0,0,1,0,1,0,1,1,708.2
0,0,0,0,0,0,1,0,1,0,1,1,1,0,888.24
0,0,1,0,1,1,1,0,1,0,0,1,0,0,760.16
0,0,1,1,1,0,0,0,1,0,0,1,0,0,838.54
1,0,1,1,1,0,0,1,0,0,1,1,1,0,809.22
0,0,1,0,1,1,0,1,0,1,0,0,1,1,727.89
1,1,0,0,1,0,0,1,1,1,1,0,1,1,750.0
1,1,0,0,1,1,0,1,0,0,0,1,0,1,782.08
1,0,1,1,0,0,0,0,0,1,0,0,1,0,823.66
1,1,0,0,0,1,0,0,1,1,0,0,1,0,804.97
0,1,0,1,1,0,0,0,0,0,0,1,1,0,830.07
1,0,0,1,0,1,0,0,0,0,1,0,0,1,806.07
1,1,1,0,0,1,0,1,1,0,0,0,1,0,752.0
1,0,0,1,0,1,1,0,1,1,1,1,1,1,744.56
1,1,0,1,1,0,1,1,1,1,1,1,1,0,837.13
1,0,0,1,1,1,1,1,0,1,1,0,0,1,708.65
0,0,1,0,1,1,0,0,0,1,0,0,1,0,769.07
1,1,1,1,0,0,0,1,0,0,0,0,0,0,671.15
1,1,1,1,0,0,1,1,0,0,0,0,0,1,590.5
0,1,1,0,0,0,1,1,1,1,0,1,0,1,651.21
0,0,0,1,1,0,1,0,0,0,0,1,1,0,536.7
0,1,0,1,1,0,1,0,1,0,0,0,1,0,556.69
0,0,0,0,1,0,0,1,1,0,1,1,0,1,542.65
1,1,0,0,0,1,1,1,1,1,1,0,0,0,493.78
0,1,0,1,1,1,0,1,0,1,0,0,0,1,508.13
1,0,0,1,0,0,0,1,0,0,1,1,0,0,719.28
0,0,0,1,1,0,1,1,1,0,1,1,0,1,517.42
1,1,0,1,0,0,1,0,0,1,1,0,1,0,507.1
0,0,0,1,0,1,0,1,1,0,1,1,0,1,506.85
1,1,1,0,0,1,1,1,1,1,0,1,1,0,542.97
0,1,0,0,0,1,1,1,0,1,1,0,1,0,506.65
1,1,0,0,0,0,1,1,1,1,1,1,0,1,525.29
1,0,0,1,1,1,1,1,1,0,0,0,1,1,505.16
1,1,0,0,1,0,0,0,0,1,0,0,1,1,550.49
1,0,0,1,1,1,1,1,1,1,1,1,0,1,523.28
1,1,0,0,0,1,0,0,1,1,1,0,1,1,469.74
1,0,1,1,1,0,1,0,0,0,0,1,1,1,502.22
1,1,1,1,1,1,0,0,0,1,1,0,0,0,492.05
0,1,1,1,1,1,0,0,0,1,0,1,1,1,501.3
0,0,1,1,1,1,1,1,1,0,0,0,1,0,455.5
1,0,1,1,1,1,0,1,0,1,1,0,1,0,494.59
0,1,0,1,1,0,0,1,1,0,0,1,0,0,471.31
1,1,0,0,0,1,1,1,1,0,0,0,0,1,512.28
0,0,0,1,1,1,0,1,0,1,0,1,0,1,480.06
0,1,1,1,0,0,1,1,1,1,1,0,0,1,473.92
1,1,1,1,1,1,1,1,1,1,1,1,0,1,475.7
1,1,0,1,1,1,0,0,1,1,1,0,0,0,469.2
0,1,0,1,0,0,1,1,0,1,0,0,0,1,474.71
0,0,1,0,0,0,1,0,0,0,0,1,0,1,480.96
0,1,0,0,1,0,0,1,0,1,0,1,1,0,484.87
0,0,1,0,1,1,1,1,0,0,0,0,1,1,450.25
0,0,0,0,0,0,0,0,1,1,0,0,0,0,467.86
0,0,0,0,0,0,1,1,1,1,0,0,1,0,421.66
1,1,1,1,1,0,1,0,1,0,1,0,0,0,460.4
0,0,1,0,1,1,0,1,0,0,0,0,1,1,428.84
0,0,1,0,0,1,0,0,1,0,0,1,1,0,443.13
1,0,0,0,1,0,0,1,1,0,1,1,1,0,488.94
1,0,0,1,1,0,0,0,0,0,1,0,0,1,475.76
0,0,0,1,0,1,1,0,0,1,0,0,0,0,431.27
0,1,1,1,0,0,0,0,0,1,0,1,0,0,459.79
0,1,1,1,1,0,1,1,1,0,1,0,1,0,458.96
1,0,1,0,0,1,1,0,0,0,0,0,0,0,427.64
1,0,0,0,1,0,0,1,1,1,0,1,1,0,435.18
0,1,1,0,0,0,1,0,0,0,1,1,0,1,457.89
1,0,1,0,1,1,1,0,0,1,1,0,0,0,463.47
1,0,0,1,0,0,1,0,0,1,1,1,0,1,497.85
1,0,0,0,0,0,1,1,1,0,1,0,1,0,447.23
1,1,0,0,0,0,0,1,0,0,1,1,1,0,483.13
0,1,1,1,0,0,1,1,0,1,1,1,1,0,459.26
1,1,0,1,1,0,0,1,0,0,1,1,0,0,479.45
1,1,0,1,0,0,1,0,0,1,1,1,1,1,495.46
0,1,0,0,0,1,0,1,0,1,1,1,1,0,495.57
0,1,1,1,1,0,0,1,0,1,1,0,1,1,491.5
0,0,0,0,0,0,1,0,1,0,1,0,1,1,471.19
0,1,1,1,1,0,0,0,1,0,0,0,0,0,519.08
0,1,1,1,1,1,1,1,0,0,1,0,1,1,497.57
0,1,0,0,1,0,0,1,0,1,0,0,1,1,459.74
1,0,1,0,0,0,0,1,0,0,1,1,0,0,477.64
1,1,0,0,1,0,0,1,0,0,0,0,1,0,477.88
0,1,0,0,1,1,1,0,1,0,1,1,1,1,475.27
1,1,1,0,0,1,0,1,1,0,1,0,0,1,549.79
1,0,0,0,0,0,1,0,1,1,1,0,1,1,420.72
1,0,0,1,1,0,1,1,1,1,1,1,1,1,445.44
1,1,0,1,1,1,0,0,1,1,0,1,0,0,447.17
0,1,1,1,0,0,1,1,1,1,1,0,0,0,431.42
0,0,0,1,0,1,0,1,0,0,1,0,0,0,437.3
1,0,1,0,0,1,1,0,0,1,1,1,1,0,426.74
0,1,1,0,0,0,0,1,1,1,0,0,1,0,417.42
1,0,0,1,0,1,1,0,0,1,1,1,1,1,429.39
1,0,1,0,1,0,0,0,1,1,1,0,1,0,418.57
1,0,1,1,1,1,1,0,0,1,1,1,1,0,419.53
0,1,1,0,1,1,1,1,0,1,0,1,0,0,416.92
0,0,1,0,0,0,0,0,1,0,1,1,0,1,422.93
0,1,1,1,0,0,0,0,0,0,0,1,0,1,424.79
0,0,1,1,0,0,1,0,0,1,0,0,1,0,428.05
0,1,1,0,0,1,1,0,0,1,0,1,0,0,439.28
0,1,0,1,0,0,0,1,0,0,1,1,0,0,428.15
0,0,1,1,0,1,0,1,0,1,0,1,1,1,458.21
1,1,0,0,0,0,1,1,0,1,1,1,1,0,482.68
0,1,1,1,1,0,1,1,1,1,0,0,0,0,472.64
0,1,0,0,0,0,1,0,0,1,1,0,0,0,448.64
1,0,1,0,0,1,0,1,0,0,1,1,1,0,456.97
0,0,1,1,0,1,1,1,0,1,0,0,0,1,449.33
0,0,1,1,0,1,1,0,0,0,0,1,0,0,448.36
1,1,0,1,1,1,1,0,1,1,0,0,0,0,428.19
1,1,0,0,0,0,0,1,0,1,0,1,1,0,449.99
0,0,1,0,0,0,1,0,1,0,0,1,1,0,510.18
0,0,0,0,1,0,0,1,0,1,1,1,1,1,545.13
0,1,0,1,1,1,0,1,0,0,0,1,1,1,552.06
1,0,0,0,1,0,0,0,0,1,0,1,1,1,536.71
1,0,1,1,0,0,0,1,1,0,1,0,1,0,558.27
0,0,1,0,1,1,1,1,0,0,0,0,0,1,555.6
1,0,0,0,0,1,0,0,1,0,0,1,1,0,548.87
1,0,0,0,1,1,1,1,0,1,0,0,0,1,879.15
0,1,1,1,0,0,0,0,0,0,0,0,1,1,3199.5
1,1,0,1,0,1,0,1,1,1,0,0,0,0,4862.6
0,1,1,1,0,0,0,1,1,1,0,0,0,0,4818.0
0,1,1,1,1,1,0,0,1,1,1,1,1,1,3916.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,4899.3
