SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseqbatch.3
1,0,1,0,1,0,0,0,1,0,0,1,0,0,0.533869885983
0,1,1,1,1,1,0,1,1,0,0,0,0,0,0.0509725016767
0,1,0,0,0,1,0,0,1,0,1,1,0,0,0.428571428571
1,0,0,0,1,1,0,0,0,1,1,0,0,1,0.0892018779343
1,1,0,1,1,0,0,1,1,0,0,1,0,0,0.654594232059
1,0,1,1,0,1,0,1,1,1,1,0,1,1,0.0657276995305
0,1,1,0,1,1,1,0,0,1,1,0,0,1,0.101274312542
1,1,0,1,0,0,1,1,0,0,1,1,1,0,0.505700871898
0,1,0,1,1,0,1,1,0,1,1,0,1,0,0.0657276995305
1,0,0,1,1,0,1,1,0,1,0,1,0,1,0.541247484909
1,1,1,0,1,0,0,0,1,0,0,0,0,1,0.0999329309188
0,0,1,1,0,0,1,0,0,1,0,1,0,1,0.539235412475
0,1,1,0,0,0,1,1,0,0,1,0,0,1,0.137491616365
0,1,1,1,1,1,0,0,0,1,1,1,0,1,0.489604292421
1,0,1,0,0,0,1,0,1,0,0,1,0,0,0.529175050302
0,0,1,0,0,1,1,0,1,0,0,0,1,1,0.0670690811536
1,1,1,0,0,0,0,1,0,0,1,1,1,1,0.450033534541
0,0,0,1,0,1,1,1,1,1,0,0,0,0,0.111334674715
0,1,1,0,0,0,0,0,1,0,1,1,1,1,0.46277665996
0,1,0,0,0,0,0,1,0,1,1,1,1,0,0.559356136821
0,1,1,1,1,0,1,1,1,1,1,0,0,0,0.145539906103
0,0,0,1,1,0,0,0,0,1,1,1,0,1,0.562038900067
1,0,1,0,0,1,0,0,0,0,0,0,1,1,0.0932260228035
1,0,1,0,1,1,0,0,1,1,0,1,0,0,0.633802816901
0,1,1,1,0,1,0,0,0,0,0,1,0,0,0.441314553991
1,0,1,1,0,1,0,1,0,0,0,0,1,1,0.0744466800805
0,1,1,1,1,0,0,1,1,1,1,0,0,0,0.166331321261
0,1,0,1,1,0,1,0,0,1,1,0,1,0,0.0757880617036
0,0,1,1,1,0,0,1,1,1,1,0,1,0,0.046277665996
1,0,1,1,1,1,1,1,0,1,1,0,1,0,0.0268276324614
0,0,1,1,1,0,1,0,0,1,1,1,0,1,0.52850435949
1,1,0,0,0,0,1,1,1,1,1,0,1,0,0.0731052984574
0,1,1,1,0,1,0,0,0,0,1,1,1,0,0.409792085848
1,1,1,1,0,1,1,1,1,1,1,0,1,1,0.0469483568075
1,1,1,0,0,0,1,0,0,1,1,0,1,1,0.0731052984574
1,0,0,0,0,1,1,1,1,1,0,1,1,0,0.557344064386
1,1,0,1,1,0,1,1,0,1,0,1,1,1,0.586854460094
1,0,1,1,1,1,0,0,1,0,1,0,0,1,0.110663983903
0,0,1,1,0,0,1,0,0,0,1,0,1,0,0.0120724346076
1,1,0,1,0,1,0,1,0,1,0,0,0,0,0.197853789403
1,1,1,0,0,1,1,0,1,0,0,1,0,0,0.459423205902
1,1,0,1,0,1,1,0,1,1,0,1,0,1,0.652582159624
1,0,1,0,1,0,1,1,0,1,0,1,1,0,0.570757880617
1,0,1,1,0,1,0,0,1,0,1,1,0,1,0.616364855801
1,0,0,0,1,0,0,1,0,1,1,0,1,1,0.115358819584
1,0,0,1,0,0,0,1,1,1,1,0,0,0,0.0744466800805
1,0,1,0,0,1,1,1,1,1,1,0,0,1,0.138162307176
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0576794097921
0,1,1,1,1,1,0,0,1,1,0,0,1,1,0.0831656606304
1,1,1,1,1,1,0,1,0,0,0,1,1,0,0.495640509725
1,1,1,1,0,0,1,0,1,1,0,0,1,0,0.10932260228
0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.521797451375
0,1,0,1,1,0,1,0,1,1,1,0,0,1,0.13547954393
0,0,1,1,0,1,0,1,1,0,0,0,0,0,0.121395036888
0,0,1,1,0,1,0,1,0,1,0,0,1,0,0.0992622401073
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.116700201207
0,1,1,0,1,0,0,1,0,0,0,1,1,0,0.443997317237
0,1,1,1,0,1,0,1,0,0,1,1,1,1,0.439302481556
1,1,0,0,1,1,1,0,0,1,1,1,1,1,0.541918175721
1,1,1,0,0,0,0,1,1,0,0,1,1,1,0.646545942321
1,1,1,1,1,1,0,1,1,0,0,0,1,0,0.0865191146881
1,1,0,0,0,1,0,1,1,0,1,1,1,0,0.455399061033
0,1,0,0,0,1,0,1,1,0,0,1,0,0,0.501006036217
1,0,1,1,1,1,0,1,1,0,0,1,1,1,0.525821596244
1,0,0,1,1,1,0,0,1,0,1,0,1,1,0.00268276324614
0,1,0,1,1,1,0,1,1,0,0,1,1,0,0.503018108652
1,1,1,1,1,1,1,1,1,0,0,0,1,0,0.108651911469
0,0,1,1,1,1,0,1,1,1,1,1,1,1,0.473507712944
0,1,1,0,0,0,0,0,0,1,0,1,1,1,0.481556002683
1,0,1,0,0,0,1,1,1,0,0,0,0,1,0.137491616365
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0771294433266
0,1,1,0,1,1,1,1,1,1,0,0,1,1,0.103957075788
1,1,1,1,1,0,1,0,1,0,0,0,1,1,0.107310529846
1,1,1,0,0,1,0,0,0,1,1,1,0,0,0.499664654594
0,1,1,1,1,0,1,0,0,1,1,1,1,0,0.441314553991
1,1,1,1,1,0,1,0,1,1,0,1,1,0,0.557344064386
1,0,0,0,1,0,1,1,1,1,0,0,0,0,0.275653923541
0,1,0,0,0,1,0,1,1,0,0,1,1,1,0.461435278337
0,1,0,0,1,0,0,1,1,1,0,0,1,1,0.0509725016767
0,1,1,0,0,0,0,0,1,1,0,1,0,1,0.542588866533
1,0,0,1,1,1,0,1,0,1,1,1,1,0,0.534540576794
0,0,1,0,1,0,0,1,1,1,1,0,1,0,0.0308517773307
0,1,1,1,1,0,0,1,1,1,1,1,1,1,0.440643863179
1,0,0,1,1,1,0,1,0,1,1,1,0,1,0.595573440644
0,0,0,1,0,0,1,0,0,1,1,1,1,1,0.490274983233
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.127431254192
1,1,0,1,0,1,1,0,1,1,0,0,0,1,0.199195171026
1,1,1,0,1,0,1,1,0,0,1,1,0,1,0.507712944333
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.0999329309188
1,1,0,1,1,0,1,0,1,1,1,1,1,1,0.494299128102
0,0,1,1,1,1,0,1,0,0,0,1,0,1,0.486250838364
0,0,1,1,1,1,1,0,1,0,0,1,0,0,0.513749161636
0,1,1,1,0,0,0,0,0,1,1,1,1,1,0.456069751844
0,1,1,0,1,1,0,0,1,1,1,1,0,1,0.503018108652
1,0,0,1,1,1,1,0,0,1,0,1,0,0,0.657276995305
0,1,0,1,1,1,1,1,1,0,0,1,1,1,0.458081824279
1,0,1,1,0,0,0,0,0,0,1,1,1,0,0.525150905433
1,1,0,0,0,1,0,1,0,1,1,1,0,1,0.505700871898
0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.0985915492958
0,1,1,0,1,0,1,0,0,0,0,1,1,1,0.585513078471
1,0,1,1,0,0,0,0,1,1,1,0,0,0,0.103957075788
1,1,1,0,1,1,0,1,1,0,0,1,0,1,0.678739101274
0,1,1,1,1,1,1,0,0,1,0,0,0,0,0.0798122065728
1,0,1,0,1,1,0,1,1,1,1,1,1,0,0.494969818913
0,0,1,0,1,0,0,1,1,0,0,1,0,0,0.495640509725
1,0,0,1,1,1,0,1,0,1,0,0,1,0,0.0368879946345
1,0,1,1,1,0,0,0,1,0,0,1,0,1,0.551978537894
1,0,0,0,1,1,1,1,1,1,1,1,0,0,0.543259557344
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0885311871227
0,1,1,0,0,0,1,0,0,1,1,1,1,1,0.458081824279
0,1,1,1,0,1,1,0,1,1,0,1,0,0,0.548625083836
0,0,0,0,1,1,1,1,1,0,0,1,1,1,0.409121395037
1,1,1,0,0,1,1,0,1,0,0,1,1,1,0.526492287056
0,1,1,0,0,1,1,0,1,0,0,0,0,0,0.0637156270959
1,1,1,0,0,1,0,1,1,1,1,0,1,0,0.0610328638498
0,1,1,1,0,1,0,0,1,0,0,0,1,0,0.0670690811536
1,1,1,1,0,1,0,0,1,0,1,1,1,1,0.46277665996
1,1,1,0,1,0,1,1,0,1,1,1,0,0,0.737089201878
1,1,0,1,0,0,1,0,0,0,0,1,0,0,0.517773306506
1,1,0,0,1,0,0,0,1,1,1,0,1,1,0.0395707578806
1,1,0,0,0,1,0,1,0,0,0,1,0,0,1.0
0,1,0,1,1,1,1,0,0,1,1,0,0,0,0.0985915492958
0,1,0,0,1,1,0,0,0,0,0,1,1,1,0.468812877264
0,0,1,0,1,1,1,1,0,1,0,0,1,0,0.0757880617036
0,0,0,0,0,1,1,1,1,0,1,0,1,1,0.0731052984574
0,1,1,1,1,1,0,0,0,1,0,1,0,1,0.547283702213
1,1,1,1,1,0,1,0,1,0,0,1,1,1,0.553319919517
0,1,1,1,0,1,1,0,0,1,1,0,1,1,0.083836351442
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.0878604963112
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0523138832998
0,1,0,0,0,0,0,0,0,1,1,0,1,1,0.107981220657
1,1,0,0,1,1,1,1,1,1,1,0,0,1,0.116029510396
0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.0663983903421
1,1,1,1,0,0,1,0,0,1,1,1,0,1,0.564721663313
1,1,0,1,0,0,0,0,0,1,1,0,1,0,0.0965794768612
1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.115358819584
0,0,0,1,0,1,1,1,1,0,0,1,0,1,0.479543930248
1,1,0,0,0,0,1,0,1,1,0,0,1,0,0.219315895372
0,0,0,1,1,1,0,1,1,0,1,0,1,0,0.046277665996
1,1,0,0,1,1,1,1,0,0,1,0,1,1,0.109993293092
0,1,0,1,0,1,0,1,1,1,0,1,0,1,0.533199195171
0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.539235412475
1,0,0,0,1,0,1,1,1,0,0,1,1,0,0.500335345406
0,0,1,1,1,1,1,1,0,0,1,1,0,1,0.419852448021
0,0,1,1,0,0,1,1,1,1,1,0,1,1,0.0335345405768
0,1,0,0,1,1,1,0,0,1,1,1,1,1,0.521797451375
1,0,1,0,1,1,0,1,1,0,0,0,0,1,0.107981220657
0,1,1,0,1,0,1,1,0,0,0,0,0,0,0.115358819584
1,0,0,0,0,0,1,1,0,0,0,1,1,0,0.531857813548
1,1,1,1,1,1,1,0,1,0,1,0,0,0,0.164989939638
0,0,0,1,0,1,1,0,1,1,0,0,0,1,0.12676056338
1,0,0,1,1,0,0,1,0,1,1,0,0,0,0.323943661972
1,0,0,1,0,0,1,0,0,0,1,0,1,0,0.0885311871227
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0.504359490275
1,1,0,1,1,1,1,0,0,0,1,0,1,1,0.0422535211268
1,0,1,1,0,1,0,1,0,1,1,1,1,0,0.51106639839
1,0,1,1,1,0,0,0,1,1,1,1,1,0,0.549966465459
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.10932260228
0,0,1,0,0,0,1,1,1,1,0,1,1,1,0.491616364856
0,1,1,1,0,1,0,1,1,0,0,0,0,0,0.0918846411804
0,0,1,0,0,0,1,1,1,0,1,1,1,1,0.426559356137
0,1,0,0,1,0,0,1,1,0,1,1,0,1,0.455399061033
1,1,1,1,0,1,1,0,1,0,1,1,1,0,0.44533869886
1,1,0,0,1,0,1,1,0,1,1,0,0,1,0.0985915492958
1,0,1,1,1,1,0,1,1,1,1,1,1,1,0.507042253521
0,0,1,1,1,0,1,0,1,1,1,1,1,0,0.483568075117
0,1,0,1,1,1,1,1,1,0,1,0,1,1,0.0596914822267
0,0,0,0,0,1,1,0,1,1,1,0,1,0,0.1220657277
1,0,0,0,0,0,1,1,0,1,1,0,1,0,0.132126089873
0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.0744466800805
1,1,0,1,0,0,1,1,1,0,0,1,1,1,0.458081824279
1,0,0,0,1,1,1,1,0,0,0,1,0,1,0.545271629779
1,0,1,0,1,0,1,1,0,1,0,1,0,0,0.810194500335
1,0,1,0,1,1,0,1,0,1,1,1,0,1,0.604292421194
1,0,1,1,0,0,0,0,1,1,1,1,1,0,0.612340710932
0,0,1,0,1,1,1,0,0,0,0,0,1,0,0.0791415157612
0,1,0,1,1,1,1,1,1,1,1,0,1,0,0.0804828973843
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0.0140845070423
1,0,0,1,0,0,1,1,0,1,1,1,0,1,0.588866532529
0,1,0,0,0,0,0,0,1,1,0,0,0,1,0.171026156942
0,0,1,0,0,1,1,0,1,1,1,1,0,0,0.612340710932
1,0,1,1,0,1,1,1,1,0,0,0,1,1,0.0771294433266
0,1,0,0,1,1,1,1,0,0,0,1,1,0,0.429242119383
1,1,0,0,0,0,0,1,1,1,0,1,0,0,0.632461435278
0,0,1,1,0,1,1,1,0,0,0,1,1,0,0.513078470825
1,0,1,0,0,0,1,1,1,0,1,0,0,1,0.0831656606304
0,1,1,0,0,1,0,0,0,1,1,0,0,1,0.0811535881958
1,1,0,0,0,0,0,0,0,0,0,1,1,1,0.489604292421
1,0,0,1,0,1,0,0,1,0,1,1,0,0,0.468812877264
1,1,1,0,1,0,1,1,0,1,0,0,0,1,0.171026156942
1,1,0,0,1,1,0,1,0,0,0,1,1,1,0.451374916164
1,0,1,1,0,1,1,1,1,1,0,1,0,1,0.578806170355
0,0,0,0,1,0,1,1,1,0,1,0,0,1,0.0637156270959
0,1,1,1,0,1,0,1,0,1,1,1,0,1,0.564050972502
0,0,1,0,1,1,0,0,0,0,0,1,1,1,0.486921529175
0,1,0,1,0,1,0,0,1,0,1,1,1,1,0.406438631791
0,1,1,0,0,0,1,1,0,0,0,0,0,1,0.0771294433266
0,1,1,1,1,0,1,0,0,0,0,0,0,1,0.0469483568075
1,1,1,1,0,1,0,0,1,0,0,1,0,1,0.466130114017
1,0,1,0,0,1,0,1,1,0,1,1,0,0,0.566733735748
1,0,1,0,0,0,0,1,1,0,1,0,1,0,0.0871898054997
0,1,1,0,0,1,0,0,1,0,1,0,1,1,0.0469483568075
0,0,0,0,0,0,1,0,1,0,1,1,1,0,0.435278336687
0,0,1,0,1,1,1,0,1,0,0,1,0,0,0.48021462106
0,0,1,1,1,0,0,0,1,0,0,1,0,0,0.481556002683
1,0,1,1,1,0,0,1,0,0,1,1,1,0,0.566733735748
0,0,1,0,1,1,0,1,0,1,0,0,1,1,0.0945674044266
1,1,0,0,1,0,0,1,1,1,1,0,1,1,0.123407109323
1,1,0,0,1,1,0,1,0,0,0,1,0,1,0.547283702213
1,0,1,1,0,0,0,0,0,1,0,0,1,0,0.0992622401073
1,1,0,0,0,1,0,0,1,1,0,0,1,0,0.109993293092
0,1,0,1,1,0,0,0,0,0,0,1,1,0,0.450704225352
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.0489604292421
1,1,1,0,0,1,0,1,1,0,0,0,1,0,0.105298457411
1,0,0,1,0,1,1,0,1,1,1,1,1,1,0.566063044936
1,1,0,1,1,0,1,1,1,1,1,1,1,0,0.492287055667
1,0,0,1,1,1,1,1,0,1,1,0,0,1,0.166331321261
0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.10060362173
1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.065057008719
1,1,1,1,0,0,1,1,0,0,0,0,0,1,0.0435949027498
0,1,1,0,0,0,1,1,1,1,0,1,0,1,0.551307847082
0,0,0,1,1,0,1,0,0,0,0,1,1,0,0.460093896714
0,1,0,1,1,0,1,0,1,0,0,0,1,0,0.056338028169
0,0,0,0,1,0,0,1,1,0,1,1,0,1,0.454728370221
1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.112005365526
0,1,0,1,1,1,0,1,0,1,0,0,0,1,0.153588195842
1,0,0,1,0,0,0,1,0,0,1,1,0,0,0.470824949698
0,0,0,1,1,0,1,1,1,0,1,1,0,1,0.476861167002
1,1,0,1,0,0,1,0,0,1,1,0,1,0,0.146881287726
0,0,0,1,0,1,0,1,1,0,1,1,0,1,0.454728370221
1,1,1,0,0,1,1,1,1,1,0,1,1,0,0.59825620389
0,1,0,0,0,1,1,1,0,1,1,0,1,0,0.106639839034
1,1,0,0,0,0,1,1,1,1,1,1,0,1,0.524480214621
1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.0744466800805
1,1,0,0,1,0,0,0,0,1,0,0,1,1,0.107310529846
1,0,0,1,1,1,1,1,1,1,1,1,0,1,0.600268276325
1,1,0,0,0,1,0,0,1,1,1,0,1,1,0.0382293762575
1,0,1,1,1,0,1,0,0,0,0,1,1,1,0.520456069752
1,1,1,1,1,1,0,0,0,1,1,0,0,0,0.116029510396
0,1,1,1,1,1,0,0,0,1,0,1,1,1,0.485580147552
0,0,1,1,1,1,1,1,1,0,0,0,1,0,0.105969148223
1,0,1,1,1,1,0,1,0,1,1,0,1,0,0.0657276995305
0,1,0,1,1,0,0,1,1,0,0,1,0,0,0.492957746479
1,1,0,0,0,1,1,1,1,0,0,0,0,1,0.119382964453
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.535211267606
0,1,1,1,0,0,1,1,1,1,1,0,0,1,0.129443326626
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.621059691482
1,1,0,1,1,1,0,0,1,1,1,0,0,0,0.121395036888
0,1,0,1,0,0,1,1,0,1,0,0,0,1,0.149564050973
0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.396378269618
0,1,0,0,1,0,0,1,0,1,0,1,1,0,0.505700871898
0,0,1,0,1,1,1,1,0,0,0,0,1,1,0.0684104627767
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.143527833669
0,0,0,0,0,0,1,1,1,1,0,0,1,0,0.0576794097921
1,1,1,1,1,0,1,0,1,0,1,0,0,0,0.132796780684
0,0,1,0,1,1,0,1,0,0,0,0,1,1,0.0858484238766
0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.459423205902
1,0,0,0,1,0,0,1,1,0,1,1,1,0,0.475519785379
1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0677397719651
0,0,0,1,0,1,1,0,0,1,0,0,0,0,0.10932260228
0,1,1,1,0,0,0,0,0,1,0,1,0,0,0.591549295775
0,1,1,1,1,0,1,1,1,0,1,0,1,0,0.0301810865191
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.129443326626
1,0,0,0,1,0,0,1,1,1,0,1,1,0,0.556673373575
0,1,1,0,0,0,1,0,0,0,1,1,0,1,0.494299128102
1,0,1,0,1,1,1,0,0,1,1,0,0,0,0.0811535881958
1,0,0,1,0,0,1,0,0,1,1,1,0,1,0.582830315225
1,0,0,0,0,0,1,1,1,0,1,0,1,0,0.0503018108652
1,1,0,0,0,0,0,1,0,0,1,1,1,0,0.526492287056
0,1,1,1,0,0,1,1,0,1,1,1,1,0,0.465459423206
1,1,0,1,1,0,0,1,0,0,1,1,0,0,0.560026827632
1,1,0,1,0,0,1,0,0,1,1,1,1,1,0.575452716298
0,1,0,0,0,1,0,1,0,1,1,1,1,0,0.51509054326
0,1,1,1,1,0,0,1,0,1,1,0,1,1,0.0389000670691
0,0,0,0,0,0,1,0,1,0,1,0,1,1,0.0281690140845
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0.0824949698189
0,1,1,1,1,1,1,1,0,0,1,0,1,1,0.0
0,1,0,0,1,0,0,1,0,1,0,0,1,1,0.112676056338
1,0,1,0,0,0,0,1,0,0,1,1,0,0,0.527833668679
1,1,0,0,1,0,0,1,0,0,0,0,1,0,0.114688128773
0,1,0,0,1,1,1,0,1,0,1,1,1,1,0.568075117371
1,1,1,0,0,1,0,1,1,0,1,0,0,1,0.103286384977
1,0,0,0,0,0,1,0,1,1,1,0,1,1,0.0536552649229
