SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandsync.1
1,1,0,0,1,1,1,1,0,0,1,0,1,1,0.777777777778
0,1,0,1,0,1,0,1,1,1,0,1,0,1,0.775555555556
0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.582222222222
1,0,0,0,1,0,1,1,1,0,0,1,1,0,0.738518518519
0,0,1,1,1,1,1,1,0,0,1,1,0,1,0.58962962963
0,0,1,1,0,0,1,1,1,1,1,0,1,1,0.457777777778
0,1,0,0,1,1,1,0,0,1,1,1,1,1,0.558518518519
1,0,1,0,1,1,0,1,1,0,0,0,0,1,0.53037037037
0,1,1,0,1,0,1,1,0,0,0,0,0,0,0.64962962963
1,0,0,0,0,0,1,1,0,0,0,1,1,0,0.574074074074
1,1,1,1,1,1,1,0,1,0,1,0,0,0,0.651851851852
0,0,0,1,0,1,1,0,1,1,0,0,0,1,0.688148148148
1,0,0,1,1,0,0,1,0,1,1,0,0,0,0.581481481481
1,0,0,1,0,0,1,0,0,0,1,0,1,0,0.560740740741
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0.613333333333
1,1,0,1,1,1,1,0,0,0,1,0,1,1,0.695555555556
1,0,1,1,0,1,0,1,0,1,1,1,1,0,0.722962962963
1,0,1,1,1,0,0,0,1,1,1,1,1,0,0.69037037037
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.559259259259
0,0,1,0,0,0,1,1,1,1,0,1,1,1,0.634074074074
0,1,1,1,0,1,0,1,1,0,0,0,0,0,0.444444444444
0,0,1,0,0,0,1,1,1,0,1,1,1,1,0.552592592593
0,1,0,0,1,0,0,1,1,0,1,1,0,1,0.694814814815
1,1,1,1,0,1,1,0,1,0,1,1,1,0,0.493333333333
1,1,0,0,1,0,1,1,0,1,1,0,0,1,0.631111111111
1,0,1,1,1,1,0,1,1,1,1,1,1,1,0.768888888889
0,0,1,1,1,0,1,0,1,1,1,1,1,0,0.734814814815
0,1,0,1,1,1,1,1,1,0,1,0,1,1,0.705925925926
0,0,0,0,0,1,1,0,1,1,1,0,1,0,0.5
1,0,0,0,0,0,1,1,0,1,1,0,1,0,0.542962962963
0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.575555555556
1,1,0,1,0,0,1,1,1,0,0,1,1,1,0.555555555556
1,0,0,0,1,1,1,1,0,0,0,1,0,1,0.654814814815
1,0,1,0,1,0,1,1,0,1,0,1,0,0,0.744444444444
1,0,1,0,1,1,0,1,0,1,1,1,0,1,0.746666666667
1,0,1,1,0,0,0,0,1,1,1,1,1,0,0.73037037037
0,0,1,0,1,1,1,0,0,0,0,0,1,0,0.493333333333
0,1,0,1,1,1,1,1,1,1,1,0,1,0,0.698518518519
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0.645925925926
1,0,0,1,0,0,1,1,0,1,1,1,0,1,0.520740740741
0,1,0,0,0,0,0,0,1,1,0,0,0,1,0.577037037037
0,0,1,0,0,1,1,0,1,1,1,1,0,0,0.565925925926
1,0,1,1,0,1,1,1,1,0,0,0,1,1,0.61037037037
0,1,0,0,1,1,1,1,0,0,0,1,1,0,0.579259259259
1,1,0,0,0,0,0,1,1,1,0,1,0,0,0.596296296296
0,0,1,1,0,1,1,1,0,0,0,1,1,0,0.471851851852
1,0,1,0,0,0,1,1,1,0,1,0,0,1,0.617037037037
0,1,1,0,0,1,0,0,0,1,1,0,0,1,0.540740740741
1,1,0,0,0,0,0,0,0,0,0,1,1,1,0.482222222222
1,0,0,1,0,1,0,0,1,0,1,1,0,0,0.613333333333
1,1,1,0,1,0,1,1,0,1,0,0,0,1,0.52962962963
1,1,0,0,1,1,0,1,0,0,0,1,1,1,0.571851851852
1,0,1,1,0,1,1,1,1,1,0,1,0,1,0.791851851852
0,0,0,0,1,0,1,1,1,0,1,0,0,1,0.704444444444
0,1,1,1,0,1,0,1,0,1,1,1,0,1,0.685185185185
0,0,1,0,1,1,0,0,0,0,0,1,1,1,0.601481481481
0,1,0,1,0,1,0,0,1,0,1,1,1,1,0.596296296296
0,1,1,0,0,0,1,1,0,0,0,0,0,1,0.646666666667
0,1,1,1,1,0,1,0,0,0,0,0,0,1,0.642222222222
1,1,1,1,0,1,0,0,1,0,0,1,0,1,0.722222222222
1,0,1,0,0,1,0,1,1,0,1,1,0,0,0.611111111111
1,0,1,0,0,0,0,1,1,0,1,0,1,0,0.572592592593
0,1,1,0,0,1,0,0,1,0,1,0,1,1,0.554074074074
0,0,0,0,0,0,1,0,1,0,1,1,1,0,0.703703703704
0,0,1,0,1,1,1,0,1,0,0,1,0,0,0.520740740741
0,0,1,1,1,0,0,0,1,0,0,1,0,0,0.660740740741
1,0,1,1,1,0,0,1,0,0,1,1,1,0,0.63037037037
0,0,1,0,1,1,0,1,0,1,0,0,1,1,0.394814814815
1,1,0,0,1,0,0,1,1,1,1,0,1,1,0.579259259259
1,1,0,0,1,1,0,1,0,0,0,1,0,1,0.514074074074
1,0,1,1,0,0,0,0,0,1,0,0,1,0,0.624444444444
1,1,0,0,0,1,0,0,1,1,0,0,1,0,0.451851851852
0,1,0,1,1,0,0,0,0,0,0,1,1,0,0.643703703704
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.514074074074
1,1,1,0,0,1,0,1,1,0,0,0,1,0,0.460740740741
1,0,0,1,0,1,1,0,1,1,1,1,1,1,0.546666666667
1,1,0,1,1,0,1,1,1,1,1,1,1,0,0.773333333333
1,0,0,1,1,1,1,1,0,1,1,0,0,1,0.555555555556
0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.477777777778
1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.651851851852
1,1,1,1,0,0,1,1,0,0,0,0,0,1,0.682962962963
0,1,1,0,0,0,1,1,1,1,0,1,0,1,0.634074074074
0,0,0,1,1,0,1,0,0,0,0,1,1,0,0.516296296296
0,1,0,1,1,0,1,0,1,0,0,0,1,0,0.405925925926
0,0,0,0,1,0,0,1,1,0,1,1,0,1,0.618518518519
1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.521481481481
0,1,0,1,1,1,0,1,0,1,0,0,0,1,0.617777777778
1,0,0,1,0,0,0,1,0,0,1,1,0,0,0.620740740741
0,0,0,1,1,0,1,1,1,0,1,1,0,1,0.686666666667
1,1,0,1,0,0,1,0,0,1,1,0,1,0,0.411111111111
0,0,0,1,0,1,0,1,1,0,1,1,0,1,0.654814814815
1,1,1,0,0,1,1,1,1,1,0,1,1,0,0.603703703704
0,1,0,0,0,1,1,1,0,1,1,0,1,0,0.681481481481
1,1,0,0,0,0,1,1,1,1,1,1,0,1,0.573333333333
1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.583703703704
1,1,0,0,1,0,0,0,0,1,0,0,1,1,0.665925925926
1,0,0,1,1,1,1,1,1,1,1,1,0,1,0.464444444444
1,1,0,0,0,1,0,0,1,1,1,0,1,1,0.531111111111
1,0,1,1,1,0,1,0,0,0,0,1,1,1,0.713333333333
1,1,1,1,1,1,0,0,0,1,1,0,0,0,0.554814814815
0,1,1,1,1,1,0,0,0,1,0,1,1,1,0.534814814815
0,0,1,1,1,1,1,1,1,0,0,0,1,0,0.472592592593
1,0,1,1,1,1,0,1,0,1,1,0,1,0,0.500740740741
0,1,0,1,1,0,0,1,1,0,0,1,0,0,0.686666666667
1,1,0,0,0,1,1,1,1,0,0,0,0,1,0.520740740741
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.661481481481
0,1,1,1,0,0,1,1,1,1,1,0,0,1,0.443703703704
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.466666666667
1,1,0,1,1,1,0,0,1,1,1,0,0,0,0.540740740741
0,1,0,1,0,0,1,1,0,1,0,0,0,1,0.548888888889
0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.745185185185
0,1,0,0,1,0,0,1,0,1,0,1,1,0,0.514074074074
0,0,1,0,1,1,1,1,0,0,0,0,1,1,0.582222222222
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.702962962963
0,0,0,0,0,0,1,1,1,1,0,0,1,0,0.544444444444
1,1,1,1,1,0,1,0,1,0,1,0,0,0,0.39037037037
0,0,1,0,1,1,0,1,0,0,0,0,1,1,0.435555555556
0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.551851851852
1,0,0,0,1,0,0,1,1,0,1,1,1,0,0.580740740741
1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.527407407407
0,0,0,1,0,1,1,0,0,1,0,0,0,0,0.562222222222
0,1,1,1,0,0,0,0,0,1,0,1,0,0,0.713333333333
0,1,1,1,1,0,1,1,1,0,1,0,1,0,0.487407407407
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.659259259259
1,0,0,0,1,0,0,1,1,1,0,1,1,0,0.506666666667
0,1,1,0,0,0,1,0,0,0,1,1,0,1,0.562222222222
1,0,1,0,1,1,1,0,0,1,1,0,0,0,0.57037037037
1,0,0,1,0,0,1,0,0,1,1,1,0,1,0.585925925926
1,0,0,0,0,0,1,1,1,0,1,0,1,0,0.663703703704
1,1,0,0,0,0,0,1,0,0,1,1,1,0,0.505925925926
0,1,1,1,0,0,1,1,0,1,1,1,1,0,0.51037037037
1,1,0,1,1,0,0,1,0,0,1,1,0,0,0.603703703704
1,1,0,1,0,0,1,0,0,1,1,1,1,1,0.57037037037
0,1,0,0,0,1,0,1,0,1,1,1,1,0,0.681481481481
0,1,1,1,1,0,0,1,0,1,1,0,1,1,0.394074074074
0,0,0,0,0,0,1,0,1,0,1,0,1,1,0.621481481481
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0.585185185185
0,1,1,1,1,1,1,1,0,0,1,0,1,1,0.543703703704
0,1,0,0,1,0,0,1,0,1,0,0,1,1,0.666666666667
1,0,1,0,0,0,0,1,0,0,1,1,0,0,0.511851851852
1,1,0,0,1,0,0,1,0,0,0,0,1,0,0.485185185185
0,1,0,0,1,1,1,0,1,0,1,1,1,1,0.674814814815
1,1,1,0,0,1,0,1,1,0,1,0,0,1,0.585185185185
1,0,0,0,0,0,1,0,1,1,1,0,1,1,0.542962962963
1,0,0,1,1,0,1,1,1,1,1,1,1,1,0.719259259259
1,1,0,1,1,1,0,0,1,1,0,1,0,0,0.682222222222
0,1,1,1,0,0,1,1,1,1,1,0,0,0,0.536296296296
0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.434074074074
