SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandbatch.1
1,0,1,1,1,1,0,1,0,0,0,1,0,0,0.569077013521
0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.221046443269
0,1,0,1,0,0,0,0,0,0,1,1,0,1,0.431510875955
1,1,0,1,1,1,0,1,0,0,0,0,0,0,0.121105232216
0,1,1,0,0,0,1,0,0,1,1,1,0,0,0.623750734862
0,1,1,0,0,0,0,1,0,1,1,0,0,1,0.0817166372722
1,1,1,0,1,1,0,0,1,0,1,1,1,1,0.445620223398
0,0,0,0,1,0,1,0,1,0,1,0,1,0,0.00764256319812
0,0,0,1,1,1,0,0,0,0,0,1,1,1,0.533803644915
1,0,0,0,1,0,1,1,0,0,1,0,1,0,0.129923574368
1,0,0,1,0,1,0,1,1,0,0,0,1,0,0.0728982951205
0,1,1,0,0,0,1,1,1,1,1,1,0,0,0.626690182246
1,0,1,1,0,0,0,0,1,1,1,0,1,0,0.182245737801
0,0,0,1,1,0,0,1,0,1,1,0,1,1,0.10405643739
1,1,1,1,1,0,0,1,1,1,0,0,1,0,0.124632569077
1,0,1,0,0,1,1,1,1,0,1,1,0,1,0.45443856555
0,1,0,1,1,1,0,0,1,1,0,0,1,0,0.0840681951793
0,1,1,1,1,1,1,0,1,1,1,0,1,0,0.125220458554
0,1,0,1,0,0,1,1,1,1,1,0,0,0,0.0893592004703
1,0,1,1,1,0,1,0,1,1,0,1,1,0,0.569664902998
1,0,0,1,1,1,1,0,0,0,1,1,1,0,0.63315696649
1,0,0,1,0,0,1,1,0,0,0,0,0,1,0.106407995297
1,1,1,0,0,1,0,0,1,0,1,0,1,1,0.0517342739565
0,0,1,1,0,1,0,1,1,1,0,0,0,0,0.12228101117
1,0,0,0,1,1,0,1,0,1,1,1,1,0,0.784244562022
1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.066431510876
0,0,1,0,1,1,1,0,0,0,1,0,0,0,0.0352733686067
1,1,1,0,0,0,0,0,0,1,1,0,0,0,0.287477954145
0,0,0,0,0,1,1,1,1,0,0,1,1,0,0.513227513228
0,0,1,1,1,0,1,1,0,0,1,0,0,0,0.17695473251
0,1,0,0,0,1,1,1,1,1,0,1,1,0,0.533215755438
0,0,0,1,0,0,0,0,0,1,1,0,0,1,0.221634332745
1,0,0,0,1,1,0,1,0,1,1,1,0,0,0.5620223398
0,0,1,1,0,0,1,1,0,1,1,1,1,0,0.583774250441
0,1,1,1,1,0,1,0,0,0,1,0,1,0,0.19341563786
0,0,0,1,0,0,0,0,0,1,0,1,1,0,0.533803644915
0,1,0,1,0,0,1,0,0,1,1,0,1,1,0.194003527337
0,0,1,1,1,0,1,0,1,1,1,0,1,0,0.179894179894
0,0,0,1,1,0,1,0,1,1,0,0,1,0,0.136978248089
0,0,1,0,0,0,0,0,1,0,1,0,1,1,0.0705467372134
0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.0764256319812
0,1,1,1,1,1,1,0,1,1,0,1,1,1,0.501469723692
1,1,0,1,0,0,0,1,0,1,0,1,0,0,0.577895355673
1,0,1,1,0,0,0,1,1,1,1,0,0,0,0.250440917108
1,1,0,0,1,1,1,0,0,0,0,1,1,0,0.517342739565
1,0,0,1,1,1,1,0,1,1,1,1,0,1,0.600823045267
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.148736037625
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0.146384479718
0,0,1,1,0,0,1,1,0,0,1,1,0,0,0.364491475603
1,1,1,0,1,0,1,1,1,1,0,1,0,0,0.661963550852
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.182833627278
1,1,0,0,1,0,0,0,1,0,0,1,1,0,0.493239271017
0,1,0,1,1,0,0,0,0,0,0,1,1,0,0.453262786596
1,0,0,1,0,1,0,0,1,1,1,1,1,0,0.628453850676
1,1,1,1,1,1,0,0,1,1,1,0,0,0,0.16049382716
1,0,1,0,1,1,0,0,1,1,1,1,0,1,0.683715461493
0,0,1,1,0,1,0,1,0,0,1,1,0,1,0.386243386243
0,1,0,1,0,0,1,1,1,1,1,0,1,1,0.130511463845
1,0,0,1,1,1,1,0,1,0,0,1,1,0,0.505584950029
1,0,0,1,1,0,1,0,1,1,0,1,1,0,0.569077013521
0,0,1,1,0,0,0,0,1,1,0,0,1,0,0.17695473251
0,0,0,0,1,1,1,1,1,0,1,0,1,0,0.0893592004703
1,0,0,1,1,1,1,1,1,0,1,0,0,1,0.206937095826
1,1,0,0,0,1,0,0,1,0,0,1,0,0,0.624926513815
1,0,1,1,0,0,0,0,0,0,1,1,0,0,0.521457965902
1,0,1,0,1,0,0,0,1,0,0,1,0,0,0.503821281599
0,1,1,1,1,1,0,1,1,0,0,0,0,0,0.0658436213992
0,1,0,0,0,1,0,0,1,0,1,1,0,0,0.435626102293
1,0,0,0,1,1,0,0,0,1,1,0,0,1,0.132275132275
1,1,0,1,1,0,0,1,1,0,0,1,0,0,0.559082892416
1,0,1,1,0,1,0,1,1,1,1,0,1,1,0.0828924162257
0,1,1,0,1,1,1,0,0,1,1,0,0,1,0.100529100529
1,1,0,1,0,0,1,1,0,0,1,1,1,0,0.544973544974
0,1,0,1,1,0,1,1,0,1,1,0,1,0,0.141093474427
1,0,0,1,1,0,1,1,0,1,0,1,0,1,0.589653145209
1,1,1,0,1,0,0,0,1,0,0,0,0,1,0.131687242798
0,0,1,1,0,0,1,0,0,1,0,1,0,1,0.503821281599
0,1,1,0,0,0,1,1,0,0,1,0,0,1,0.159905937684
0,1,1,1,1,1,0,0,0,1,1,1,0,1,0.49088771311
1,0,1,0,0,0,1,0,1,0,0,1,0,0,0.507936507937
0,0,1,0,0,1,1,0,1,0,0,0,1,1,0.0293944738389
1,1,1,0,0,0,0,1,0,0,1,1,1,1,0.465020576132
0,0,0,1,0,1,1,1,1,1,0,0,0,0,0.155202821869
0,1,1,0,0,0,0,0,1,0,1,1,1,1,0.522045855379
0,1,0,0,0,0,0,1,0,1,1,1,1,0,0.624926513815
0,1,1,1,1,0,1,1,1,1,1,0,0,0,0.243974132863
0,0,0,1,1,0,0,0,0,1,1,1,0,1,0.5620223398
1,0,1,0,0,1,0,0,0,0,0,0,1,1,0.190476190476
1,0,1,0,1,1,0,0,1,1,0,1,0,0,0.590828924162
0,1,1,1,0,1,0,0,0,0,0,1,0,0,0.412110523222
1,0,1,1,0,1,0,1,0,0,0,0,1,1,0.184009406232
0,1,1,1,1,0,0,1,1,1,1,0,0,0,0.0940623162845
0,1,0,1,1,0,1,0,0,1,1,0,1,0,0.166960611405
0,0,1,1,1,0,0,1,1,1,1,0,1,0,0.172839506173
1,0,1,1,1,1,1,1,0,1,1,0,1,0,0.128747795414
0,0,1,1,1,0,1,0,0,1,1,1,0,1,0.555555555556
1,1,0,0,0,0,1,1,1,1,1,0,1,0,0.233392122281
0,1,1,1,0,1,0,0,0,0,1,1,1,0,0.440329218107
1,1,1,1,0,1,1,1,1,1,1,0,1,1,0.0687830687831
1,1,1,0,0,0,1,0,0,1,1,0,1,1,0.149911816578
1,0,0,0,0,1,1,1,1,1,0,1,1,0,0.619047619048
1,1,0,1,1,0,1,1,0,1,0,1,1,1,0.532039976484
1,0,1,1,1,1,0,0,1,0,1,0,0,1,0.154027042916
0,0,1,1,0,0,1,0,0,0,1,0,1,0,0.0
1,1,0,1,0,1,0,1,0,1,0,0,0,0,0.198706643151
1,1,1,0,0,1,1,0,1,0,0,1,0,0,0.435038212816
1,1,0,1,0,1,1,0,1,1,0,1,0,1,0.621399176955
1,0,1,0,1,0,1,1,0,1,0,1,1,0,0.655496766608
1,0,1,1,0,1,0,0,1,0,1,1,0,1,0.539682539683
1,0,0,0,1,0,0,1,0,1,1,0,1,1,0.128159905938
1,0,0,1,0,0,0,1,1,1,1,0,0,0,0.166372721928
1,0,1,0,0,1,1,1,1,1,1,0,0,1,0.149323927102
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.131687242798
0,1,1,1,1,1,0,0,1,1,0,0,1,1,0.16049382716
1,1,1,1,1,1,0,1,0,0,0,1,1,0,0.546149323927
1,1,1,1,0,0,1,0,1,1,0,0,1,0,0.210464432687
0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.512051734274
0,1,0,1,1,0,1,0,1,1,1,0,0,1,0.187536743092
0,0,1,1,0,1,0,1,1,0,0,0,0,0,0.144032921811
0,0,1,1,0,1,0,1,0,1,0,0,1,0,0.144032921811
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.144032921811
0,1,1,0,1,0,0,1,0,0,0,1,1,0,0.49088771311
0,1,1,1,0,1,0,1,0,0,1,1,1,1,0.469135802469
1,1,0,0,1,1,1,0,0,1,1,1,1,1,0.550264550265
1,1,1,0,0,0,0,1,1,0,0,1,1,1,0.536743092299
1,1,1,1,1,1,0,1,1,0,0,0,1,0,0.259847148736
1,1,0,0,0,1,0,1,1,0,1,1,1,0,0.567313345091
0,1,0,0,0,1,0,1,1,0,0,1,0,0,0.50911228689
1,0,1,1,1,1,0,1,1,0,0,1,1,1,0.582010582011
1,0,0,1,1,1,0,0,1,0,1,0,1,1,0.071722516167
0,1,0,1,1,1,0,1,1,0,0,1,1,0,0.500881834215
1,1,1,1,1,1,1,1,1,0,0,0,1,0,0.077013521458
0,0,1,1,1,1,0,1,1,1,1,1,1,1,0.479129923574
0,1,1,0,0,0,0,0,0,1,0,1,1,1,0.583774250441
1,0,1,0,0,0,1,1,1,0,0,0,0,1,0.162845385068
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.109347442681
0,1,1,0,1,1,1,1,1,1,0,0,1,1,0.191064079953
1,1,1,1,1,0,1,0,1,0,0,0,1,1,0.121693121693
1,1,1,0,0,1,0,0,0,1,1,1,0,0,0.543209876543
0,1,1,1,1,0,1,0,0,1,1,1,1,0,0.663139329806
1,1,1,1,1,0,1,0,1,1,0,1,1,0,0.584950029394
1,0,0,0,1,0,1,1,1,1,0,0,0,0,0.209288653733
0,1,0,0,0,1,0,1,1,0,0,1,1,1,0.480893592005
0,1,0,0,1,0,0,1,1,1,0,0,1,1,0.0517342739565
0,1,1,0,0,0,0,0,1,1,0,1,0,1,0.596119929453
1,0,0,1,1,1,0,1,0,1,1,1,1,0,0.717813051146
0,0,1,0,1,0,0,1,1,1,1,0,1,0,0.139917695473
0,1,1,1,1,0,0,1,1,1,1,1,1,1,0.414462081129
1,0,0,1,1,1,0,1,0,1,1,1,0,1,0.653733098178
0,0,0,1,0,0,1,0,0,1,1,1,1,1,0.52733686067
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.238095238095
1,1,0,1,0,1,1,0,1,1,0,0,0,1,0.282186948854
1,1,1,0,1,0,1,1,0,0,1,1,0,1,0.490299823633
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.130511463845
1,1,0,1,1,0,1,0,1,1,1,1,1,1,0.470311581423
0,0,1,1,1,1,0,1,0,0,0,1,0,1,0.533803644915
0,0,1,1,1,1,1,0,1,0,0,1,0,0,0.466196355085
0,1,1,1,0,0,0,0,0,1,1,1,1,1,0.577895355673
0,1,1,0,1,1,0,0,1,1,1,1,0,1,0.590828924162
1,0,0,1,1,1,1,0,0,1,0,1,0,0,0.691358024691
0,1,0,1,1,1,1,1,1,0,0,1,1,1,0.442092886537
1,0,1,1,0,0,0,0,0,0,1,1,1,0,0.5620223398
1,1,0,0,0,1,0,1,0,1,1,1,0,1,0.609641387419
0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.141093474427
0,1,1,0,1,0,1,0,0,0,0,1,1,1,0.495002939447
1,0,1,1,0,0,0,0,1,1,1,0,0,0,0.121105232216
1,1,1,0,1,1,0,1,1,0,0,1,0,1,0.601410934744
0,1,1,1,1,1,1,0,0,1,0,0,0,0,0.138154027043
1,0,1,0,1,1,0,1,1,1,1,1,1,0,0.530276308054
0,0,1,0,1,0,0,1,1,0,0,1,0,0,0.426807760141
1,0,0,1,1,1,0,1,0,1,0,0,1,0,0.0558495002939
1,0,1,1,1,0,0,0,1,0,0,1,0,1,0.556731334509
1,0,0,0,1,1,1,1,1,1,1,1,0,0,0.577307466196
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.232804232804
0,1,1,0,0,0,1,0,0,1,1,1,1,1,0.4379776602
0,1,1,1,0,1,1,0,1,1,0,1,0,0,0.566725455614
0,0,0,0,1,1,1,1,1,0,0,1,1,1,0.399764844209
1,1,1,0,0,1,1,0,1,0,0,1,1,1,0.532627865961
0,1,1,0,0,1,1,0,1,0,0,0,0,0,0.101116990006
1,1,1,0,0,1,0,1,1,1,1,0,1,0,0.174015285126
0,1,1,1,0,1,0,0,1,0,0,0,1,0,0.0646678424456
1,1,1,1,0,1,0,0,1,0,1,1,1,1,0.496178718401
1,1,1,0,1,0,1,1,0,1,1,1,0,0,0.659611992945
1,1,0,1,0,0,1,0,0,0,0,1,0,0,0.516166960611
1,1,0,0,1,0,0,0,1,1,1,0,1,1,0.108171663727
1,1,0,0,0,1,0,1,0,0,0,1,0,0,0.530276308054
0,1,0,1,1,1,1,0,0,1,1,0,0,0,0.153439153439
0,1,0,0,1,1,0,0,0,0,0,1,1,1,0.569664902998
0,0,1,0,1,1,1,1,0,1,0,0,1,0,0.115226337449
0,0,0,0,0,1,1,1,1,0,1,0,1,1,0.211052322163
0,1,1,1,1,1,0,0,0,1,0,1,0,1,0.554379776602
1,1,1,1,1,0,1,0,1,0,0,1,1,1,0.513227513228
0,1,1,1,0,1,1,0,0,1,1,0,1,1,0.131687242798
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.135214579659
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0758377425044
0,1,0,0,0,0,0,0,0,1,1,0,1,1,0.137566137566
1,1,0,0,1,1,1,1,1,1,1,0,0,1,0.163433274544
0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.0946502057613
1,1,1,1,0,0,1,0,0,1,1,1,0,1,0.569077013521
1,1,0,1,0,0,0,0,0,1,1,0,1,0,0.189888300999
1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.213991769547
0,0,0,1,0,1,1,1,1,0,0,1,0,1,0.476778365667
1,1,0,0,0,0,1,0,1,1,0,0,1,0,0.204585537919
0,0,0,1,1,1,0,1,1,0,1,0,1,0,0.0523221634333
1,1,0,0,1,1,1,1,0,0,1,0,1,1,0.116402116402
0,1,0,1,0,1,0,1,1,1,0,1,0,1,0.589065255732
0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.633744855967
1,0,0,0,1,0,1,1,1,0,0,1,1,0,0.583774250441
0,0,1,1,1,1,1,1,0,0,1,1,0,1,0.429747207525
0,0,1,1,0,0,1,1,1,1,1,0,1,1,0.164021164021
0,1,0,0,1,1,1,0,0,1,1,1,1,1,0.469135802469
1,0,1,0,1,1,0,1,1,0,0,0,0,1,0.19165196943
0,1,1,0,1,0,1,1,0,0,0,0,0,0,0.162257495591
1,0,0,0,0,0,1,1,0,0,0,1,1,0,0.486184597296
1,1,1,1,1,1,1,0,1,0,1,0,0,0,0.213403880071
0,0,0,1,0,1,1,0,1,1,0,0,0,1,0.109935332158
1,0,0,1,1,0,0,1,0,1,1,0,0,0,0.212228101117
1,0,0,1,0,0,1,0,0,0,1,0,1,0,0.0734861845973
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0.542621987066
1,1,0,1,1,1,1,0,0,0,1,0,1,1,0.0746619635509
1,0,1,1,0,1,0,1,0,1,1,1,1,0,0.52733686067
1,0,1,1,1,0,0,0,1,1,1,1,1,0,0.573780129336
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.139329805996
0,0,1,0,0,0,1,1,1,1,0,1,1,1,0.540858318636
0,1,1,1,0,1,0,1,1,0,0,0,0,0,0.118753674309
0,0,1,0,0,0,1,1,1,0,1,1,1,1,0.431510875955
0,1,0,0,1,0,0,1,1,0,1,1,0,1,0.663139329806
1,1,1,1,0,1,1,0,1,0,1,1,1,0,0.424456202234
1,1,0,0,1,0,1,1,0,1,1,0,0,1,0.150499706055
1,0,1,1,1,1,0,1,1,1,1,1,1,1,0.517342739565
0,0,1,1,1,0,1,0,1,1,1,1,1,0,0.553203997648
0,1,0,1,1,1,1,1,1,0,1,0,1,1,0.116990005879
0,0,0,0,0,1,1,0,1,1,1,0,1,0,0.137566137566
1,0,0,0,0,0,1,1,0,1,1,0,1,0,0.171075837743
0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.108759553204
1,1,0,1,0,0,1,1,1,0,0,1,1,1,0.451499118166
1,0,0,0,1,1,1,1,0,0,0,1,0,1,0.566137566138
1,0,1,0,1,0,1,1,0,1,0,1,0,0,0.656672545561
1,0,1,0,1,1,0,1,0,1,1,1,0,1,0.610817166373
1,0,1,1,0,0,0,0,1,1,1,1,1,0,0.773074661964
0,0,1,0,1,1,1,0,0,0,0,0,1,0,0.0558495002939
0,1,0,1,1,1,1,1,1,1,1,0,1,0,0.148148148148
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0.0529100529101
1,0,0,1,0,0,1,1,0,1,1,1,0,1,0.590828924162
0,1,0,0,0,0,0,0,1,1,0,0,0,1,0.300999412111
0,0,1,0,0,1,1,0,1,1,1,1,0,0,0.634920634921
1,0,1,1,0,1,1,1,1,0,0,0,1,1,0.196355085244
0,1,0,0,1,1,1,1,0,0,0,1,1,0,0.42151675485
1,1,0,0,0,0,0,1,1,1,0,1,0,0,0.706055261611
0,0,1,1,0,1,1,1,0,0,0,1,1,0,0.43974132863
1,0,1,0,0,0,1,1,1,0,1,0,0,1,0.119929453263
0,1,1,0,0,1,0,0,0,1,1,0,0,1,0.13874191652
1,1,0,0,0,0,0,0,0,0,0,1,1,1,0.516166960611
1,0,0,1,0,1,0,0,1,0,1,1,0,0,0.56025867137
1,1,1,0,1,0,1,1,0,1,0,0,0,1,0.151675485009
1,1,0,0,1,1,0,1,0,0,0,1,1,1,0.534391534392
1,0,1,1,0,1,1,1,1,1,0,1,0,1,0.627278071723
0,0,0,0,1,0,1,1,1,0,1,0,0,1,0.155202821869
0,1,1,1,0,1,0,1,0,1,1,1,0,1,0.563198118754
0,0,1,0,1,1,0,0,0,0,0,1,1,1,0.506760728983
0,1,0,1,0,1,0,0,1,0,1,1,1,1,0.495590828924
0,1,1,0,0,0,1,1,0,0,0,0,0,1,0.100529100529
0,1,1,1,1,0,1,0,0,0,0,0,0,1,0.192239858907
1,1,1,1,0,1,0,0,1,0,0,1,0,1,0.371546149324
1,0,1,0,0,1,0,1,1,0,1,1,0,0,0.519694297472
1,0,1,0,0,0,0,1,1,0,1,0,1,0,0.134626690182
0,1,1,0,0,1,0,0,1,0,1,0,1,1,0.0887713109935
0,0,0,0,0,0,1,0,1,0,1,1,1,0,0.433274544386
0,0,1,0,1,1,1,0,1,0,0,1,0,0,0.466196355085
0,0,1,1,1,0,0,0,1,0,0,1,0,0,0.49265138154
1,0,1,1,1,0,0,1,0,0,1,1,1,0,0.597883597884
0,0,1,0,1,1,0,1,0,1,0,0,1,1,0.114638447972
1,1,0,0,1,0,0,1,1,1,1,0,1,1,0.135802469136
1,1,0,0,1,1,0,1,0,0,0,1,0,1,0.534391534392
1,0,1,1,0,0,0,0,0,1,0,0,1,0,0.131687242798
1,1,0,0,0,1,0,0,1,1,0,0,1,0,0.115226337449
0,1,0,1,1,0,0,0,0,0,0,1,1,0,0.57848324515
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.08759553204
1,1,1,0,0,1,0,1,1,0,0,0,1,0,0.0764256319812
1,0,0,1,0,1,1,0,1,1,1,1,1,1,0.559670781893
1,1,0,1,1,0,1,1,1,1,1,1,1,0,0.564961787184
1,0,0,1,1,1,1,1,0,1,1,0,0,1,0.181657848325
0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.126984126984
1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.102880658436
1,1,1,1,0,0,1,1,0,0,0,0,0,1,0.0846560846561
0,1,1,0,0,0,1,1,1,1,0,1,0,1,0.586713697825
0,0,0,1,1,0,1,0,0,0,0,1,1,0,0.582598471487
0,1,0,1,1,0,1,0,1,0,0,0,1,0,0.0623162845385
0,0,0,0,1,0,0,1,1,0,1,1,0,1,0.455026455026
1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.203409758965
0,1,0,1,1,1,0,1,0,1,0,0,0,1,0.17519106408
1,0,0,1,0,0,0,1,0,0,1,1,0,0,0.521457965902
0,0,0,1,1,0,1,1,1,0,1,1,0,1,0.483833039389
1,1,0,1,0,0,1,0,0,1,1,0,1,0,0.194003527337
0,0,0,1,0,1,0,1,1,0,1,1,0,1,0.394473838918
1,1,1,0,0,1,1,1,1,1,0,1,1,0,0.594356261023
0,1,0,0,0,1,1,1,0,1,1,0,1,0,0.0917107583774
1,1,0,0,0,0,1,1,1,1,1,1,0,1,0.548500881834
1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.10405643739
1,1,0,0,1,0,0,0,0,1,0,0,1,1,0.0964138741917
1,0,0,1,1,1,1,1,1,1,1,1,0,1,0.595532039976
1,1,0,0,0,1,0,0,1,1,1,0,1,1,0.188712522046
1,0,1,1,1,0,1,0,0,0,0,1,1,1,0.506760728983
1,1,1,1,1,1,0,0,0,1,1,0,0,0,0.144032921811
0,1,1,1,1,1,0,0,0,1,0,1,1,1,0.557907113463
0,0,1,1,1,1,1,1,1,0,0,0,1,0,0.0734861845973
1,0,1,1,1,1,0,1,0,1,1,0,1,0,0.0999412110523
0,1,0,1,1,0,0,1,1,0,0,1,0,0,0.483245149912
1,1,0,0,0,1,1,1,1,0,0,0,0,1,0.12051734274
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.557907113463
0,1,1,1,0,0,1,1,1,1,1,0,0,1,0.150499706055
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.616696061141
1,1,0,1,1,1,0,0,1,1,1,0,0,0,0.230452674897
0,1,0,1,0,0,1,1,0,1,0,0,0,1,0.189888300999
0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.42151675485
0,1,0,0,1,0,0,1,0,1,0,1,1,0,0.534979423868
0,0,1,0,1,1,1,1,0,0,0,0,1,1,0.0940623162845
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.240446796002
0,0,0,0,0,0,1,1,1,1,0,0,1,0,0.116402116402
1,1,1,1,1,0,1,0,1,0,1,0,0,0,0.119929453263
0,0,1,0,1,1,0,1,0,0,0,0,1,1,0.126984126984
0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.482657260435
1,0,0,0,1,0,0,1,1,0,1,1,1,0,0.54556143445
1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0893592004703
0,0,0,1,0,1,1,0,0,1,0,0,0,0,0.132275132275
0,1,1,1,0,0,0,0,0,1,0,1,0,0,0.676660787772
0,1,1,1,1,0,1,1,1,0,1,0,1,0,0.066431510876
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.14226925338
1,0,0,0,1,0,0,1,1,1,0,1,1,0,0.731334509112
0,1,1,0,0,0,1,0,0,0,1,1,0,1,0.48912404468
1,0,1,0,1,1,1,0,0,1,1,0,0,0,0.0846560846561
1,0,0,1,0,0,1,0,0,1,1,1,0,1,0.582010582011
1,0,0,0,0,0,1,1,1,0,1,0,1,0,0.102880658436
1,1,0,0,0,0,0,1,0,0,1,1,1,0,0.531452087008
0,1,1,1,0,0,1,1,0,1,1,1,1,0,0.465020576132
1,1,0,1,1,0,0,1,0,0,1,1,0,0,0.453262786596
1,1,0,1,0,0,1,0,0,1,1,1,1,1,0.550264550265
0,1,0,0,0,1,0,1,0,1,1,1,1,0,0.531452087008
0,1,1,1,1,0,0,1,0,1,1,0,1,1,0.179894179894
0,0,0,0,0,0,1,0,1,0,1,0,1,1,0.0511463844797
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0.101116990006
0,1,1,1,1,1,1,1,0,0,1,0,1,1,0.00940623162845
0,1,0,0,1,0,0,1,0,1,0,0,1,1,0.163433274544
1,0,1,0,0,0,0,1,0,0,1,1,0,0,0.574368018812
1,1,0,0,1,0,0,1,0,0,0,0,1,0,0.071722516167
0,1,0,0,1,1,1,0,1,0,1,1,1,1,0.436801881246
1,1,1,0,0,1,0,1,1,0,1,0,0,1,0.170487948266
1,0,0,0,0,0,1,0,1,1,1,0,1,1,0.189888300999
1,0,0,1,1,0,1,1,1,1,1,1,1,1,0.620223398001
1,1,0,1,1,1,0,0,1,1,0,1,0,0,0.82304526749
