SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$overwritebatch.6
0,1,1,1,1,0,1,0,0,1,1,1,1,0,799.85
1,1,1,1,1,0,1,0,1,1,0,1,1,0,844.18
1,0,0,0,1,0,1,1,1,1,0,0,0,0,926.66
0,1,0,0,0,1,0,1,1,0,0,1,1,1,890.26
0,1,0,0,1,0,0,1,1,1,0,0,1,1,932.59
0,1,1,0,0,0,0,0,1,1,0,1,0,1,920.95
1,0,0,1,1,1,0,1,0,1,1,1,1,0,818.6
0,0,1,0,1,0,0,1,1,1,1,0,1,0,839.84
0,1,1,1,1,0,0,1,1,1,1,1,1,1,785.05
1,0,0,1,1,1,0,1,0,1,1,1,0,1,864.05
0,0,0,1,0,0,1,0,0,1,1,1,1,1,832.49
1,0,0,0,1,1,1,0,0,0,0,0,0,0,897.08
1,1,0,1,0,1,1,0,1,1,0,0,0,1,930.43
1,1,1,0,1,0,1,1,0,0,1,1,0,1,797.27
0,0,1,0,0,0,0,0,1,0,0,0,0,1,919.24
1,1,0,1,1,0,1,0,1,1,1,1,1,1,837.54
0,0,1,1,1,1,0,1,0,0,0,1,0,1,900.6
0,0,1,1,1,1,1,0,1,0,0,1,0,0,796.8
0,1,1,1,0,0,0,0,0,1,1,1,1,1,865.69
0,1,1,0,1,1,0,0,1,1,1,1,0,1,788.64
1,0,0,1,1,1,1,0,0,1,0,1,0,0,880.58
0,1,0,1,1,1,1,1,1,0,0,1,1,1,852.56
1,0,1,1,0,0,0,0,0,0,1,1,1,0,978.27
1,1,0,0,0,1,0,1,0,1,1,1,0,1,895.68
0,1,0,0,0,0,0,1,1,0,0,0,0,1,855.68
0,1,1,0,1,0,1,0,0,0,0,1,1,1,863.1
1,0,1,1,0,0,0,0,1,1,1,0,0,0,911.59
1,1,1,0,1,1,0,1,1,0,0,1,0,1,869.72
0,1,1,1,1,1,1,0,0,1,0,0,0,0,880.46
1,0,1,0,1,1,0,1,1,1,1,1,1,0,931.12
0,0,1,0,1,0,0,1,1,0,0,1,0,0,885.96
1,0,0,1,1,1,0,1,0,1,0,0,1,0,885.87
1,0,1,1,1,0,0,0,1,0,0,1,0,1,786.7
1,0,0,0,1,1,1,1,1,1,1,1,0,0,1017.9
0,0,0,0,1,0,0,1,0,0,0,0,1,0,868.66
0,1,1,0,0,0,1,0,0,1,1,1,1,1,867.2
0,1,1,1,0,1,1,0,1,1,0,1,0,0,898.36
0,0,0,0,1,1,1,1,1,0,0,1,1,1,886.6
1,1,1,0,0,1,1,0,1,0,0,1,1,1,829.36
0,1,1,0,0,1,1,0,1,0,0,0,0,0,868.97
1,1,1,0,0,1,0,1,1,1,1,0,1,0,903.22
0,1,1,1,0,1,0,0,1,0,0,0,1,0,869.38
1,1,1,1,0,1,0,0,1,0,1,1,1,1,931.87
1,1,1,0,1,0,1,1,0,1,1,1,0,0,904.67
1,1,0,1,0,0,1,0,0,0,0,1,0,0,845.13
1,1,0,0,1,0,0,0,1,1,1,0,1,1,863.26
1,1,0,0,0,1,0,1,0,0,0,1,0,0,846.87
0,1,0,1,1,1,1,0,0,1,1,0,0,0,875.72
0,1,0,0,1,1,0,0,0,0,0,1,1,1,843.03
0,0,1,0,1,1,1,1,0,1,0,0,1,0,902.17
0,0,0,0,0,1,1,1,1,0,1,0,1,1,864.25
0,1,1,1,1,1,0,0,0,1,0,1,0,1,851.61
1,1,1,1,1,0,1,0,1,0,0,1,1,1,788.63
0,1,1,1,0,1,1,0,0,1,1,0,1,1,870.02
0,0,0,0,0,0,1,0,1,0,1,0,0,0,878.66
0,0,0,1,0,0,0,0,1,0,1,0,0,1,870.2
0,1,0,0,0,0,0,0,0,1,1,0,1,1,796.9
1,1,0,0,1,1,1,1,1,1,1,0,0,1,813.94
0,1,0,1,0,0,1,0,1,0,0,0,1,0,798.54
1,1,1,1,0,0,1,0,0,1,1,1,0,1,882.41
1,1,0,1,0,0,0,0,0,1,1,0,1,0,788.33
1,0,0,1,1,1,1,1,0,0,0,0,0,1,855.52
0,0,0,1,0,1,1,1,1,0,0,1,0,1,815.86
1,1,0,0,0,0,1,0,1,1,0,0,1,0,860.37
0,0,0,1,1,1,0,1,1,0,1,0,1,0,819.9
1,1,0,0,1,1,1,1,0,0,1,0,1,1,847.16
0,1,0,1,0,1,0,1,1,1,0,1,0,1,848.76
0,0,1,1,1,0,0,0,0,1,1,1,1,1,890.0
1,0,0,0,1,0,1,1,1,0,0,1,1,0,827.27
0,0,1,1,1,1,1,1,0,0,1,1,0,1,827.32
0,0,1,1,0,0,1,1,1,1,1,0,1,1,840.7
0,1,0,0,1,1,1,0,0,1,1,1,1,1,783.85
1,0,1,0,1,1,0,1,1,0,0,0,0,1,839.88
0,1,1,0,1,0,1,1,0,0,0,0,0,0,831.45
1,0,0,0,0,0,1,1,0,0,0,1,1,0,757.81
1,1,1,1,1,1,1,0,1,0,1,0,0,0,861.22
0,0,0,1,0,1,1,0,1,1,0,0,0,1,887.03
1,0,0,1,1,0,0,1,0,1,1,0,0,0,878.16
1,0,0,1,0,0,1,0,0,0,1,0,1,0,908.4
1,1,1,0,0,1,0,0,0,0,0,1,1,0,921.7
1,1,0,1,1,1,1,0,0,0,1,0,1,1,825.61
1,0,1,1,0,1,0,1,0,1,1,1,1,0,870.88
1,0,1,1,1,0,0,0,1,1,1,1,1,0,887.06
1,0,1,0,0,1,0,0,1,0,1,0,0,0,872.27
0,0,1,0,0,0,1,1,1,1,0,1,1,1,781.55
0,1,1,1,0,1,0,1,1,0,0,0,0,0,842.14
0,0,1,0,0,0,1,1,1,0,1,1,1,1,835.62
0,1,0,0,1,0,0,1,1,0,1,1,0,1,850.54
1,1,1,1,0,1,1,0,1,0,1,1,1,0,859.65
1,1,0,0,1,0,1,1,0,1,1,0,0,1,892.6
1,0,1,1,1,1,0,1,1,1,1,1,1,1,879.18
0,0,1,1,1,0,1,0,1,1,1,1,1,0,848.6
0,1,0,1,1,1,1,1,1,0,1,0,1,1,868.64
0,0,0,0,0,1,1,0,1,1,1,0,1,0,866.9
1,0,0,0,0,0,1,1,0,1,1,0,1,0,826.94
0,0,0,1,0,0,0,0,0,1,0,0,1,1,907.94
1,1,0,1,0,0,1,1,1,0,0,1,1,1,900.84
1,0,0,0,1,1,1,1,0,0,0,1,0,1,823.32
1,0,1,0,1,0,1,1,0,1,0,1,0,0,826.72
1,0,1,0,1,1,0,1,0,1,1,1,0,1,828.55
1,0,1,1,0,0,0,0,1,1,1,1,1,0,771.7
0,0,1,0,1,1,1,0,0,0,0,0,1,0,841.04
0,1,0,1,1,1,1,1,1,1,1,0,1,0,879.14
0,1,0,1,0,0,0,0,0,0,1,0,1,0,798.11
1,0,0,1,0,0,1,1,0,1,1,1,0,1,868.18
0,1,0,0,0,0,0,0,1,1,0,0,0,1,837.65
0,0,1,0,0,1,1,0,1,1,1,1,0,0,829.77
1,0,1,1,0,1,1,1,1,0,0,0,1,1,863.48
0,1,0,0,1,1,1,1,0,0,0,1,1,0,835.9
1,1,0,0,0,0,0,1,1,1,0,1,0,0,798.19
0,0,1,1,0,1,1,1,0,0,0,1,1,0,883.2
1,0,1,0,0,0,1,1,1,0,1,0,0,1,880.72
0,1,1,0,0,1,0,0,0,1,1,0,0,1,856.22
1,1,0,0,0,0,0,0,0,0,0,1,1,1,794.96
1,0,0,1,0,1,0,0,1,0,1,1,0,0,830.21
1,1,1,0,1,0,1,1,0,1,0,0,0,1,837.94
1,1,0,0,1,1,0,1,0,0,0,1,1,1,885.59
1,0,1,1,0,1,1,1,1,1,0,1,0,1,818.27
0,0,0,0,1,0,1,1,1,0,1,0,0,1,900.98
0,1,1,1,0,1,0,1,0,1,1,1,0,1,893.15
0,0,1,0,1,1,0,0,0,0,0,1,1,1,895.74
0,1,0,1,0,1,0,0,1,0,1,1,1,1,923.96
0,1,1,0,0,0,1,1,0,0,0,0,0,1,878.26
0,1,1,1,1,0,1,0,0,0,0,0,0,1,836.05
1,1,1,1,0,1,0,0,1,0,0,1,0,1,852.25
1,0,1,0,0,1,0,1,1,0,1,1,0,0,922.77
1,0,1,0,0,0,0,1,1,0,1,0,1,0,853.28
0,1,1,0,0,1,0,0,1,0,1,0,1,1,869.41
0,0,0,0,0,0,1,0,1,0,1,1,1,0,879.17
0,0,1,0,1,1,1,0,1,0,0,1,0,0,831.74
0,0,1,1,1,0,0,0,1,0,0,1,0,0,896.35
1,0,1,1,1,0,0,1,0,0,1,1,1,0,819.0
0,0,1,0,1,1,0,1,0,1,0,0,1,1,840.31
1,1,0,0,1,0,0,1,1,1,1,0,1,1,879.26
1,1,0,0,1,1,0,1,0,0,0,1,0,1,848.13
1,0,1,1,0,0,0,0,0,1,0,0,1,0,735.82
1,1,0,0,0,1,0,0,1,1,0,0,1,0,868.16
0,1,0,1,1,0,0,0,0,0,0,1,1,0,852.82
1,0,0,1,0,1,0,0,0,0,1,0,0,1,942.56
1,1,1,0,0,1,0,1,1,0,0,0,1,0,839.6
1,0,0,1,0,1,1,0,1,1,1,1,1,1,843.28
1,1,0,1,1,0,1,1,1,1,1,1,1,0,791.94
1,0,0,1,1,1,1,1,0,1,1,0,0,1,891.3
0,0,1,0,1,1,0,0,0,1,0,0,1,0,861.33
1,1,1,1,0,0,0,1,0,0,0,0,0,0,928.81
1,1,1,1,0,0,1,1,0,0,0,0,0,1,917.92
0,1,1,0,0,0,1,1,1,1,0,1,0,1,930.64
0,0,0,1,1,0,1,0,0,0,0,1,1,0,883.46
0,1,0,1,1,0,1,0,1,0,0,0,1,0,905.34
0,0,0,0,1,0,0,1,1,0,1,1,0,1,851.93
1,1,0,0,0,1,1,1,1,1,1,0,0,0,884.13
0,1,0,1,1,1,0,1,0,1,0,0,0,1,845.5
1,0,0,1,0,0,0,1,0,0,1,1,0,0,873.32
0,0,0,1,1,0,1,1,1,0,1,1,0,1,907.8
1,1,0,1,0,0,1,0,0,1,1,0,1,0,782.52
0,0,0,1,0,1,0,1,1,0,1,1,0,1,805.45
1,1,1,0,0,1,1,1,1,1,0,1,1,0,889.18
0,1,0,0,0,1,1,1,0,1,1,0,1,0,931.66
1,1,0,0,0,0,1,1,1,1,1,1,0,1,873.69
1,0,0,1,1,1,1,1,1,0,0,0,1,1,855.24
1,1,0,0,1,0,0,0,0,1,0,0,1,1,845.5
1,0,0,1,1,1,1,1,1,1,1,1,0,1,880.84
1,1,0,0,0,1,0,0,1,1,1,0,1,1,919.7
1,0,1,1,1,0,1,0,0,0,0,1,1,1,804.53
1,1,1,1,1,1,0,0,0,1,1,0,0,0,870.15
0,1,1,1,1,1,0,0,0,1,0,1,1,1,902.17
0,0,1,1,1,1,1,1,1,0,0,0,1,0,908.3
1,0,1,1,1,1,0,1,0,1,1,0,1,0,891.88
0,1,0,1,1,0,0,1,1,0,0,1,0,0,877.72
1,1,0,0,0,1,1,1,1,0,0,0,0,1,823.54
0,0,0,1,1,1,0,1,0,1,0,1,0,1,1005.9
0,1,1,1,0,0,1,1,1,1,1,0,0,1,876.7
1,1,1,1,1,1,1,1,1,1,1,1,0,1,878.08
1,1,0,1,1,1,0,0,1,1,1,0,0,0,847.78
0,1,0,1,0,0,1,1,0,1,0,0,0,1,835.63
0,0,1,0,0,0,1,0,0,0,0,1,0,1,920.49
0,1,0,0,1,0,0,1,0,1,0,1,1,0,861.19
0,0,1,0,1,1,1,1,0,0,0,0,1,1,873.7
0,0,0,0,0,0,0,0,1,1,0,0,0,0,864.96
0,0,0,0,0,0,1,1,1,1,0,0,1,0,903.28
1,1,1,1,1,0,1,0,1,0,1,0,0,0,848.3
0,0,1,0,1,1,0,1,0,0,0,0,1,1,899.36
0,0,1,0,0,1,0,0,1,0,0,1,1,0,851.29
1,0,0,0,1,0,0,1,1,0,1,1,1,0,884.78
1,0,0,1,1,0,0,0,0,0,1,0,0,1,865.87
0,0,0,1,0,1,1,0,0,1,0,0,0,0,884.42
0,1,1,1,0,0,0,0,0,1,0,1,0,0,812.18
0,1,1,1,1,0,1,1,1,0,1,0,1,0,901.95
1,0,1,0,0,1,1,0,0,0,0,0,0,0,816.66
1,0,0,0,1,0,0,1,1,1,0,1,1,0,826.18
0,1,1,0,0,0,1,0,0,0,1,1,0,1,872.14
1,0,1,0,1,1,1,0,0,1,1,0,0,0,824.86
1,0,0,1,0,0,1,0,0,1,1,1,0,1,834.28
1,0,0,0,0,0,1,1,1,0,1,0,1,0,893.8
1,1,0,0,0,0,0,1,0,0,1,1,1,0,811.33
0,1,1,1,0,0,1,1,0,1,1,1,1,0,887.53
1,1,0,1,1,0,0,1,0,0,1,1,0,0,887.86
1,1,0,1,0,0,1,0,0,1,1,1,1,1,801.87
0,1,0,0,0,1,0,1,0,1,1,1,1,0,867.6
0,1,1,1,1,0,0,1,0,1,1,0,1,1,885.54
0,0,0,0,0,0,1,0,1,0,1,0,1,1,837.76
0,1,1,1,1,0,0,0,1,0,0,0,0,0,838.24
0,1,1,1,1,1,1,1,0,0,1,0,1,1,941.06
0,1,0,0,1,0,0,1,0,1,0,0,1,1,842.14
1,0,1,0,0,0,0,1,0,0,1,1,0,0,850.54
1,1,0,0,1,0,0,1,0,0,0,0,1,0,870.24
0,1,0,0,1,1,1,0,1,0,1,1,1,1,853.17
1,1,1,0,0,1,0,1,1,0,1,0,0,1,1327.4
1,0,0,0,0,0,1,0,1,1,1,0,1,1,781.31
1,0,0,1,1,0,1,1,1,1,1,1,1,1,857.57
1,1,0,1,1,1,0,0,1,1,0,1,0,0,869.27
0,1,1,1,0,0,1,1,1,1,1,0,0,0,840.92
0,0,0,1,0,1,0,1,0,0,1,0,0,0,880.9
1,0,1,0,0,1,1,0,0,1,1,1,1,0,825.82
0,1,1,0,0,0,0,1,1,1,0,0,1,0,814.32
1,0,0,1,0,1,1,0,0,1,1,1,1,1,815.52
1,0,1,0,1,0,0,0,1,1,1,0,1,0,843.53
1,0,1,1,1,1,1,0,0,1,1,1,1,0,915.49
0,1,1,0,1,1,1,1,0,1,0,1,0,0,861.17
0,0,1,0,0,0,0,0,1,0,1,1,0,1,864.84
0,1,1,1,0,0,0,0,0,0,0,1,0,1,890.1
0,0,1,1,0,0,1,0,0,1,0,0,1,0,911.65
0,1,1,0,0,1,1,0,0,1,0,1,0,0,832.97
0,1,0,1,0,0,0,1,0,0,1,1,0,0,899.65
0,0,1,1,0,1,0,1,0,1,0,1,1,1,822.08
1,1,0,0,0,0,1,1,0,1,1,1,1,0,834.46
0,1,1,1,1,0,1,1,1,1,0,0,0,0,821.13
0,1,0,0,0,0,1,0,0,1,1,0,0,0,885.95
1,0,1,0,0,1,0,1,0,0,1,1,1,0,849.49
0,0,1,1,0,1,1,1,0,1,0,0,0,1,928.29
0,0,1,1,0,1,1,0,0,0,0,1,0,0,836.56
1,1,0,1,1,1,1,0,1,1,0,0,0,0,837.6
1,1,0,0,0,0,0,1,0,1,0,1,1,0,859.58
0,0,1,0,0,0,1,0,1,0,0,1,1,0,816.06
0,0,0,0,1,0,0,1,0,1,1,1,1,1,809.68
0,1,0,1,1,1,0,1,0,0,0,1,1,1,870.08
1,0,0,0,1,0,0,0,0,1,0,1,1,1,867.43
1,0,1,1,0,0,0,1,1,0,1,0,1,0,838.77
0,0,1,0,1,1,1,1,0,0,0,0,0,1,849.67
1,0,0,0,0,1,0,0,1,0,0,1,1,0,894.25
1,0,0,0,1,1,1,1,0,1,0,0,0,1,33.447
0,1,1,1,0,0,0,0,0,0,0,0,1,1,44.457
1,1,0,1,0,1,0,1,1,1,0,0,0,0,242.5
0,1,1,1,0,0,0,1,1,1,0,0,0,0,252.46
0,1,1,1,1,1,0,0,1,1,1,1,1,1,259.92
1,0,0,0,0,0,0,0,0,0,1,0,1,0,242.81
0,1,0,1,0,0,0,1,1,1,0,1,0,0,257.58
0,1,0,0,0,0,1,1,1,1,1,0,0,1,249.91
