SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandom.1
1,1,0,0,1,0,0,0,1,0,0,1,1,0,20.482
0,1,0,1,1,0,0,0,0,0,0,1,1,0,20.7
1,0,0,1,0,1,0,0,1,1,1,1,1,0,21.31
1,1,1,1,1,1,0,0,1,1,1,0,0,0,17.677
1,0,1,0,1,1,0,0,1,1,1,1,0,1,21.189
0,0,1,1,0,1,0,1,0,0,1,1,0,1,20.84
0,1,0,1,0,0,1,1,1,1,1,0,1,1,17.521
1,0,0,1,1,1,1,0,1,0,0,1,1,0,20.948
1,0,0,1,1,0,1,0,1,1,0,1,1,0,20.906
0,0,1,1,0,0,0,0,1,1,0,0,1,0,17.638
0,0,0,0,1,1,1,1,1,0,1,0,1,0,17.262
1,0,0,1,1,1,1,1,1,0,1,0,0,1,17.965
1,1,0,0,0,1,0,0,1,0,0,1,0,0,21.091
1,0,1,1,0,0,0,0,0,0,1,1,0,0,20.896
1,0,1,0,1,0,0,0,1,0,0,1,0,0,20.803
0,1,1,1,1,1,0,1,1,0,0,0,0,0,17.412
0,1,0,0,0,1,0,0,1,0,1,1,0,0,20.402
1,0,0,0,1,1,0,0,0,1,1,0,0,1,17.536
1,1,0,1,1,0,0,1,1,0,0,1,0,0,21.04
1,0,1,1,0,1,0,1,1,1,1,0,1,1,17.428
0,1,1,0,1,1,1,0,0,1,1,0,0,1,17.458
1,1,0,1,0,0,1,1,0,0,1,1,1,0,21.188
0,1,0,1,1,0,1,1,0,1,1,0,1,0,17.846
1,0,0,1,1,0,1,1,0,1,0,1,0,1,20.738
1,1,1,0,1,0,0,0,1,0,0,0,0,1,17.914
0,0,1,1,0,0,1,0,0,1,0,1,0,1,20.581
0,1,1,0,0,0,1,1,0,0,1,0,0,1,17.356
0,1,1,1,1,1,0,0,0,1,1,1,0,1,20.654
1,0,1,0,0,0,1,0,1,0,0,1,0,0,20.861
0,0,1,0,0,1,1,0,1,0,0,0,1,1,17.347
1,1,1,0,0,0,0,1,0,0,1,1,1,1,20.877
0,0,0,1,0,1,1,1,1,1,0,0,0,0,17.523
0,1,1,0,0,0,0,0,1,0,1,1,1,1,20.685
0,1,0,0,0,0,0,1,0,1,1,1,1,0,20.428
0,1,1,1,1,0,1,1,1,1,1,0,0,0,17.951
0,0,0,1,1,0,0,0,0,1,1,1,0,1,21.188
1,0,1,0,0,1,0,0,0,0,0,0,1,1,17.636
1,0,1,0,1,1,0,0,1,1,0,1,0,0,20.693
0,1,1,1,0,1,0,0,0,0,0,1,0,0,20.929
1,0,1,1,0,1,0,1,0,0,0,0,1,1,17.615
0,1,1,1,1,0,0,1,1,1,1,0,0,0,17.384
0,1,0,1,1,0,1,0,0,1,1,0,1,0,17.66
0,0,1,1,1,0,0,1,1,1,1,0,1,0,17.635
1,0,1,1,1,1,1,1,0,1,1,0,1,0,17.587
0,0,1,1,1,0,1,0,0,1,1,1,0,1,20.766
1,1,0,0,0,0,1,1,1,1,1,0,1,0,17.63
0,1,1,1,0,1,0,0,0,0,1,1,1,0,20.435
1,1,1,1,0,1,1,1,1,1,1,0,1,1,17.674
1,1,1,0,0,0,1,0,0,1,1,0,1,1,17.404
1,0,0,0,0,1,1,1,1,1,0,1,1,0,21.055
1,1,0,1,1,0,1,1,0,1,0,1,1,1,20.719
1,0,1,1,1,1,0,0,1,0,1,0,0,1,17.678
0,0,1,1,0,0,1,0,0,0,1,0,1,0,17.199
1,1,0,1,0,1,0,1,0,1,0,0,0,0,17.636
1,1,1,0,0,1,1,0,1,0,0,1,0,0,20.825
1,1,0,1,0,1,1,0,1,1,0,1,0,1,20.84
1,0,1,0,1,0,1,1,0,1,0,1,1,0,20.981
1,0,1,1,0,1,0,0,1,0,1,1,0,1,21.292
1,0,0,0,1,0,0,1,0,1,1,0,1,1,17.372
1,0,0,1,0,0,0,1,1,1,1,0,0,0,17.747
1,0,1,0,0,1,1,1,1,1,1,0,0,1,17.756
1,0,0,0,0,1,0,1,0,0,0,0,1,0,17.426
0,1,1,1,1,1,0,0,1,1,0,0,1,1,17.394
1,1,1,1,1,1,0,1,0,0,0,1,1,0,20.904
1,1,1,1,0,0,1,0,1,1,0,0,1,0,17.71
0,1,0,1,0,0,1,0,1,0,0,1,0,0,20.554
0,1,0,1,1,0,1,0,1,1,1,0,0,1,17.994
0,0,1,1,0,1,0,1,1,0,0,0,0,0,17.582
0,0,1,1,0,1,0,1,0,1,0,0,1,0,17.56
0,0,0,1,1,0,0,0,0,1,1,0,1,0,17.767
0,1,1,0,1,0,0,1,0,0,0,1,1,0,21.716
0,1,1,1,0,1,0,1,0,0,1,1,1,1,20.801
1,1,0,0,1,1,1,0,0,1,1,1,1,1,21.392
1,1,1,0,0,0,0,1,1,0,0,1,1,1,20.566
1,1,1,1,1,1,0,1,1,0,0,0,1,0,17.461
1,1,0,0,0,1,0,1,1,0,1,1,1,0,21.137
0,1,0,0,0,1,0,1,1,0,0,1,0,0,20.571
1,0,1,1,1,1,0,1,1,0,0,1,1,1,20.745
1,0,0,1,1,1,0,0,1,0,1,0,1,1,17.401
0,1,0,1,1,1,0,1,1,0,0,1,1,0,20.999
1,1,1,1,1,1,1,1,1,0,0,0,1,0,17.577
0,0,1,1,1,1,0,1,1,1,1,1,1,1,20.595
0,1,1,0,0,0,0,0,0,1,0,1,1,1,21.287
1,0,1,0,0,0,1,1,1,0,0,0,0,1,17.523
1,1,0,1,0,0,0,0,0,0,0,0,1,0,17.624
0,1,1,0,1,1,1,1,1,1,0,0,1,1,17.643
1,1,1,1,1,0,1,0,1,0,0,0,1,1,17.872
1,1,1,0,0,1,0,0,0,1,1,1,0,0,20.699
0,1,1,1,1,0,1,0,0,1,1,1,1,0,21.406
1,1,1,1,1,0,1,0,1,1,0,1,1,0,20.922
1,0,0,0,1,0,1,1,1,1,0,0,0,0,17.444
0,1,0,0,0,1,0,1,1,0,0,1,1,1,20.821
0,1,0,0,1,0,0,1,1,1,0,0,1,1,17.339
0,1,1,0,0,0,0,0,1,1,0,1,0,1,20.881
1,0,0,1,1,1,0,1,0,1,1,1,1,0,21.146
0,0,1,0,1,0,0,1,1,1,1,0,1,0,17.803
0,1,1,1,1,0,0,1,1,1,1,1,1,1,20.716
1,0,0,1,1,1,0,1,0,1,1,1,0,1,21.135
0,0,0,1,0,0,1,0,0,1,1,1,1,1,20.839
1,0,0,0,1,1,1,0,0,0,0,0,0,0,17.451
1,1,0,1,0,1,1,0,1,1,0,0,0,1,17.749
1,1,1,0,1,0,1,1,0,0,1,1,0,1,20.747
0,0,1,0,0,0,0,0,1,0,0,0,0,1,17.52
1,1,0,1,1,0,1,0,1,1,1,1,1,1,20.707
0,0,1,1,1,1,0,1,0,0,0,1,0,1,21.076
0,0,1,1,1,1,1,0,1,0,0,1,0,0,21.007
0,1,1,1,0,0,0,0,0,1,1,1,1,1,21.076
0,1,1,0,1,1,0,0,1,1,1,1,0,1,20.665
1,0,0,1,1,1,1,0,0,1,0,1,0,0,21.049
0,1,0,1,1,1,1,1,1,0,0,1,1,1,20.495
1,0,1,1,0,0,0,0,0,0,1,1,1,0,20.597
1,1,0,0,0,1,0,1,0,1,1,1,0,1,20.877
0,1,0,0,0,0,0,1,1,0,0,0,0,1,18.041
0,1,1,0,1,0,1,0,0,0,0,1,1,1,20.901
1,0,1,1,0,0,0,0,1,1,1,0,0,0,17.531
1,1,1,0,1,1,0,1,1,0,0,1,0,1,21.349
0,1,1,1,1,1,1,0,0,1,0,0,0,0,17.447
1,0,1,0,1,1,0,1,1,1,1,1,1,0,20.628
0,0,1,0,1,0,0,1,1,0,0,1,0,0,20.691
1,0,0,1,1,1,0,1,0,1,0,0,1,0,17.287
1,0,1,1,1,0,0,0,1,0,0,1,0,1,21.041
1,0,0,0,1,1,1,1,1,1,1,1,0,0,20.848
0,0,0,0,1,0,0,1,0,0,0,0,1,0,17.542
0,1,1,0,0,0,1,0,0,1,1,1,1,1,20.646
0,1,1,1,0,1,1,0,1,1,0,1,0,0,21.154
0,0,0,0,1,1,1,1,1,0,0,1,1,1,20.414
1,1,1,0,0,1,1,0,1,0,0,1,1,1,22.92
0,1,1,0,0,1,1,0,1,0,0,0,0,0,17.905
1,1,1,0,0,1,0,1,1,1,1,0,1,0,17.434
0,1,1,1,0,1,0,0,1,0,0,0,1,0,17.854
1,1,1,1,0,1,0,0,1,0,1,1,1,1,20.779
1,1,1,0,1,0,1,1,0,1,1,1,0,0,21.102
1,1,0,1,0,0,1,0,0,0,0,1,0,0,20.952
1,1,0,0,1,0,0,0,1,1,1,0,1,1,17.365
1,1,0,0,0,1,0,1,0,0,0,1,0,0,20.79
0,1,0,1,1,1,1,0,0,1,1,0,0,0,17.688
0,1,0,0,1,1,0,0,0,0,0,1,1,1,20.967
0,0,1,0,1,1,1,1,0,1,0,0,1,0,17.299
0,0,0,0,0,1,1,1,1,0,1,0,1,1,17.785
0,1,1,1,1,1,0,0,0,1,0,1,0,1,21.006
1,1,1,1,1,0,1,0,1,0,0,1,1,1,20.772
0,1,1,1,0,1,1,0,0,1,1,0,1,1,17.56
0,0,0,0,0,0,1,0,1,0,1,0,0,0,17.693
0,0,0,1,0,0,0,0,1,0,1,0,0,1,17.492
0,1,0,0,0,0,0,0,0,1,1,0,1,1,17.503
1,1,0,0,1,1,1,1,1,1,1,0,0,1,17.941
0,1,0,1,0,0,1,0,1,0,0,0,1,0,17.886
1,1,1,1,0,0,1,0,0,1,1,1,0,1,20.8
1,1,0,1,0,0,0,0,0,1,1,0,1,0,17.579
1,0,0,1,1,1,1,1,0,0,0,0,0,1,17.462
0,0,0,1,0,1,1,1,1,0,0,1,0,1,20.94
1,1,0,0,0,0,1,0,1,1,0,0,1,0,17.689
0,0,0,1,1,1,0,1,1,0,1,0,1,0,17.254
1,1,0,0,1,1,1,1,0,0,1,0,1,1,17.667
0,1,0,1,0,1,0,1,1,1,0,1,0,1,21.011
0,0,1,1,1,0,0,0,0,1,1,1,1,1,20.612
1,0,0,0,1,0,1,1,1,0,0,1,1,0,20.838
0,0,1,1,1,1,1,1,0,0,1,1,0,1,20.797
0,0,1,1,0,0,1,1,1,1,1,0,1,1,17.414
0,1,0,0,1,1,1,0,0,1,1,1,1,1,20.991
1,0,1,0,1,1,0,1,1,0,0,0,0,1,18.006
0,1,1,0,1,0,1,1,0,0,0,0,0,0,17.344
1,0,0,0,0,0,1,1,0,0,0,1,1,0,20.544
1,1,1,1,1,1,1,0,1,0,1,0,0,0,17.729
0,0,0,1,0,1,1,0,1,1,0,0,0,1,17.694
1,0,0,1,1,0,0,1,0,1,1,0,0,0,17.823
1,0,0,1,0,0,1,0,0,0,1,0,1,0,17.284
1,1,1,0,0,1,0,0,0,0,0,1,1,0,20.779
1,1,0,1,1,1,1,0,0,0,1,0,1,1,17.36
1,0,1,1,0,1,0,1,0,1,1,1,1,0,20.516
1,0,1,1,1,0,0,0,1,1,1,1,1,0,20.645
1,0,1,0,0,1,0,0,1,0,1,0,0,0,17.462
0,0,1,0,0,0,1,1,1,1,0,1,1,1,20.94
0,1,1,1,0,1,0,1,1,0,0,0,0,0,18.043
0,0,1,0,0,0,1,1,1,0,1,1,1,1,20.445
0,1,0,0,1,0,0,1,1,0,1,1,0,1,21.173
1,1,1,1,0,1,1,0,1,0,1,1,1,0,20.971
1,1,0,0,1,0,1,1,0,1,1,0,0,1,17.661
1,0,1,1,1,1,0,1,1,1,1,1,1,1,20.486
0,0,1,1,1,0,1,0,1,1,1,1,1,0,20.734
0,1,0,1,1,1,1,1,1,0,1,0,1,1,17.343
0,0,0,0,0,1,1,0,1,1,1,0,1,0,17.568
1,0,0,0,0,0,1,1,0,1,1,0,1,0,17.41
0,0,0,1,0,0,0,0,0,1,0,0,1,1,17.73
1,1,0,1,0,0,1,1,1,0,0,1,1,1,20.699
1,0,0,0,1,1,1,1,0,0,0,1,0,1,20.891
1,0,1,0,1,0,1,1,0,1,0,1,0,0,21.198
1,0,1,0,1,1,0,1,0,1,1,1,0,1,20.868
1,0,1,1,0,0,0,0,1,1,1,1,1,0,21.355
0,0,1,0,1,1,1,0,0,0,0,0,1,0,17.477
0,1,0,1,1,1,1,1,1,1,1,0,1,0,17.535
0,1,0,1,0,0,0,0,0,0,1,0,1,0,17.488
1,0,0,1,0,0,1,1,0,1,1,1,0,1,20.856
0,1,0,0,0,0,0,0,1,1,0,0,0,1,17.996
0,0,1,0,0,1,1,0,1,1,1,1,0,0,20.977
1,0,1,1,0,1,1,1,1,0,0,0,1,1,18.091
0,1,0,0,1,1,1,1,0,0,0,1,1,0,21.193
1,1,0,0,0,0,0,1,1,1,0,1,0,0,21.06
0,0,1,1,0,1,1,1,0,0,0,1,1,0,20.574
1,0,1,0,0,0,1,1,1,0,1,0,0,1,17.557
0,1,1,0,0,1,0,0,0,1,1,0,0,1,17.448
1,1,0,0,0,0,0,0,0,0,0,1,1,1,20.701
1,0,0,1,0,1,0,0,1,0,1,1,0,0,21.27
1,1,1,0,1,0,1,1,0,1,0,0,0,1,17.778
1,1,0,0,1,1,0,1,0,0,0,1,1,1,20.719
1,0,1,1,0,1,1,1,1,1,0,1,0,1,20.958
0,0,0,0,1,0,1,1,1,0,1,0,0,1,18.021
0,1,1,1,0,1,0,1,0,1,1,1,0,1,20.768
0,0,1,0,1,1,0,0,0,0,0,1,1,1,20.691
0,1,0,1,0,1,0,0,1,0,1,1,1,1,20.973
0,1,1,0,0,0,1,1,0,0,0,0,0,1,17.742
0,1,1,1,1,0,1,0,0,0,0,0,0,1,17.443
1,1,1,1,0,1,0,0,1,0,0,1,0,1,20.655
1,0,1,0,0,1,0,1,1,0,1,1,0,0,21.086
1,0,1,0,0,0,0,1,1,0,1,0,1,0,17.687
0,1,1,0,0,1,0,0,1,0,1,0,1,1,17.531
0,0,0,0,0,0,1,0,1,0,1,1,1,0,20.597
0,0,1,0,1,1,1,0,1,0,0,1,0,0,20.646
0,0,1,1,1,0,0,0,1,0,0,1,0,0,20.648
1,0,1,1,1,0,0,1,0,0,1,1,1,0,20.618
0,0,1,0,1,1,0,1,0,1,0,0,1,1,17.392
1,1,0,0,1,0,0,1,1,1,1,0,1,1,17.516
1,1,0,0,1,1,0,1,0,0,0,1,0,1,20.741
1,0,1,1,0,0,0,0,0,1,0,0,1,0,17.448
1,1,0,0,0,1,0,0,1,1,0,0,1,0,17.358
0,1,0,1,1,0,0,0,0,0,0,1,1,0,20.922
1,0,0,1,0,1,0,0,0,0,1,0,0,1,17.322
1,1,1,0,0,1,0,1,1,0,0,0,1,0,17.394
1,0,0,1,0,1,1,0,1,1,1,1,1,1,20.66
1,1,0,1,1,0,1,1,1,1,1,1,1,0,20.817
1,0,0,1,1,1,1,1,0,1,1,0,0,1,17.399
0,0,1,0,1,1,0,0,0,1,0,0,1,0,17.691
1,1,1,1,0,0,0,1,0,0,0,0,0,0,17.353
1,1,1,1,0,0,1,1,0,0,0,0,0,1,17.496
0,1,1,0,0,0,1,1,1,1,0,1,0,1,20.966
0,0,0,1,1,0,1,0,0,0,0,1,1,0,21.354
0,1,0,1,1,0,1,0,1,0,0,0,1,0,17.385
0,0,0,0,1,0,0,1,1,0,1,1,0,1,20.521
1,1,0,0,0,1,1,1,1,1,1,0,0,0,17.763
0,1,0,1,1,1,0,1,0,1,0,0,0,1,17.672
1,0,0,1,0,0,0,1,0,0,1,1,0,0,20.634
0,0,0,1,1,0,1,1,1,0,1,1,0,1,20.713
1,1,0,1,0,0,1,0,0,1,1,0,1,0,17.808
0,0,0,1,0,1,0,1,1,0,1,1,0,1,20.648
1,1,1,0,0,1,1,1,1,1,0,1,1,0,21.005
0,1,0,0,0,1,1,1,0,1,1,0,1,0,17.325
1,1,0,0,0,0,1,1,1,1,1,1,0,1,21.0
1,0,0,1,1,1,1,1,1,0,0,0,1,1,17.491
1,1,0,0,1,0,0,0,0,1,0,0,1,1,17.476
1,0,0,1,1,1,1,1,1,1,1,1,0,1,20.991
1,1,0,0,0,1,0,0,1,1,1,0,1,1,17.594
1,0,1,1,1,0,1,0,0,0,0,1,1,1,20.855
1,1,1,1,1,1,0,0,0,1,1,0,0,0,17.665
0,1,1,1,1,1,0,0,0,1,0,1,1,1,21.097
0,0,1,1,1,1,1,1,1,0,0,0,1,0,17.529
1,0,1,1,1,1,0,1,0,1,1,0,1,0,17.874
0,1,0,1,1,0,0,1,1,0,0,1,0,0,20.79
1,1,0,0,0,1,1,1,1,0,0,0,0,1,17.432
0,0,0,1,1,1,0,1,0,1,0,1,0,1,21.106
0,1,1,1,0,0,1,1,1,1,1,0,0,1,17.562
1,1,1,1,1,1,1,1,1,1,1,1,0,1,21.198
1,1,0,1,1,1,0,0,1,1,1,0,0,0,17.735
0,1,0,1,0,0,1,1,0,1,0,0,0,1,17.504
0,0,1,0,0,0,1,0,0,0,0,1,0,1,20.576
0,1,0,0,1,0,0,1,0,1,0,1,1,0,20.786
0,0,1,0,1,1,1,1,0,0,0,0,1,1,17.663
0,0,0,0,0,0,0,0,1,1,0,0,0,0,17.787
0,0,0,0,0,0,1,1,1,1,0,0,1,0,17.706
1,1,1,1,1,0,1,0,1,0,1,0,0,0,18.11
0,0,1,0,1,1,0,1,0,0,0,0,1,1,17.506
0,0,1,0,0,1,0,0,1,0,0,1,1,0,20.639
1,0,0,0,1,0,0,1,1,0,1,1,1,0,20.697
1,0,0,1,1,0,0,0,0,0,1,0,0,1,17.686
0,0,0,1,0,1,1,0,0,1,0,0,0,0,17.604
0,1,1,1,0,0,0,0,0,1,0,1,0,0,20.829
0,1,1,1,1,0,1,1,1,0,1,0,1,0,17.621
1,0,1,0,0,1,1,0,0,0,0,0,0,0,17.443
1,0,0,0,1,0,0,1,1,1,0,1,1,0,20.929
0,1,1,0,0,0,1,0,0,0,1,1,0,1,20.715
1,0,1,0,1,1,1,0,0,1,1,0,0,0,17.384
1,0,0,1,0,0,1,0,0,1,1,1,0,1,21.167
1,0,0,0,0,0,1,1,1,0,1,0,1,0,17.332
1,1,0,0,0,0,0,1,0,0,1,1,1,0,20.579
0,1,1,1,0,0,1,1,0,1,1,1,1,0,20.591
1,1,0,1,1,0,0,1,0,0,1,1,0,0,20.876
1,1,0,1,0,0,1,0,0,1,1,1,1,1,20.858
0,1,0,0,0,1,0,1,0,1,1,1,1,0,20.861
0,1,1,1,1,0,0,1,0,1,1,0,1,1,17.7
0,0,0,0,0,0,1,0,1,0,1,0,1,1,17.281
0,1,1,1,1,0,0,0,1,0,0,0,0,0,17.519
0,1,1,1,1,1,1,1,0,0,1,0,1,1,17.45
0,1,0,0,1,0,0,1,0,1,0,0,1,1,17.592
1,0,1,0,0,0,0,1,0,0,1,1,0,0,21.069
1,1,0,0,1,0,0,1,0,0,0,0,1,0,17.485
0,1,0,0,1,1,1,0,1,0,1,1,1,1,20.523
1,1,1,0,0,1,0,1,1,0,1,0,0,1,17.576
1,0,0,0,0,0,1,0,1,1,1,0,1,1,17.686
1,0,0,1,1,0,1,1,1,1,1,1,1,1,20.692
1,1,0,1,1,1,0,0,1,1,0,1,0,0,21.417
0,1,1,1,0,0,1,1,1,1,1,0,0,0,18.028
0,0,0,1,0,1,0,1,0,0,1,0,0,0,17.395
1,0,1,0,0,1,1,0,0,1,1,1,1,0,20.756
0,1,1,0,0,0,0,1,1,1,0,0,1,0,18.069
1,0,0,1,0,1,1,0,0,1,1,1,1,1,20.732
1,0,1,0,1,0,0,0,1,1,1,0,1,0,17.762
1,0,1,1,1,1,1,0,0,1,1,1,1,0,21.031
0,1,1,0,1,1,1,1,0,1,0,1,0,0,20.776
0,0,1,0,0,0,0,0,1,0,1,1,0,1,20.437
0,1,1,1,0,0,0,0,0,0,0,1,0,1,20.315
0,0,1,1,0,0,1,0,0,1,0,0,1,0,17.517
0,1,1,0,0,1,1,0,0,1,0,1,0,0,20.996
0,1,0,1,0,0,0,1,0,0,1,1,0,0,20.452
0,0,1,1,0,1,0,1,0,1,0,1,1,1,20.903
1,1,0,0,0,0,1,1,0,1,1,1,1,0,21.253
0,1,1,1,1,0,1,1,1,1,0,0,0,0,17.687
0,1,0,0,0,0,1,0,0,1,1,0,0,0,17.734
1,0,1,0,0,1,0,1,0,0,1,1,1,0,20.687
0,0,1,1,0,1,1,1,0,1,0,0,0,1,17.568
0,0,1,1,0,1,1,0,0,0,0,1,0,0,20.683
1,1,0,1,1,1,1,0,1,1,0,0,0,0,17.784
1,1,0,0,0,0,0,1,0,1,0,1,1,0,21.061
0,0,1,0,0,0,1,0,1,0,0,1,1,0,20.428
0,0,0,0,1,0,0,1,0,1,1,1,1,1,20.637
0,1,0,1,1,1,0,1,0,0,0,1,1,1,20.762
1,0,0,0,1,0,0,0,0,1,0,1,1,1,21.154
1,0,1,1,0,0,0,1,1,0,1,0,1,0,17.766
0,0,1,0,1,1,1,1,0,0,0,0,0,1,17.375
1,0,0,0,0,1,0,0,1,0,0,1,1,0,20.529
1,0,0,0,1,1,1,1,0,1,0,0,0,1,17.828
0,1,1,1,0,0,0,0,0,0,0,0,1,1,17.458
1,1,0,1,0,1,0,1,1,1,0,0,0,0,17.653
0,1,1,1,0,0,0,1,1,1,0,0,0,0,17.601
0,1,1,1,1,1,0,0,1,1,1,1,1,1,20.536
1,0,0,0,0,0,0,0,0,0,1,0,1,0,17.595
0,1,0,1,0,0,0,1,1,1,0,1,0,0,20.774
0,1,0,0,0,0,1,1,1,1,1,0,0,1,17.691
