SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq100K.1
1,0,1,1,1,1,0,0,1,0,1,0,0,1,0.0902643455835
0,0,1,1,0,0,1,0,0,0,1,0,1,0,0.261444229529
1,1,0,1,0,1,0,1,0,1,0,0,0,0,0.190844616377
1,1,1,0,0,1,1,0,1,0,0,1,0,0,0.211798839458
1,1,0,1,0,1,1,0,1,1,0,1,0,1,0.470664087685
1,0,1,0,1,0,1,1,0,1,0,1,1,0,0.121212121212
1,0,1,1,0,1,0,0,1,0,1,1,0,1,0.17279174726
1,0,0,0,1,0,0,1,0,1,1,0,1,1,0.202450032237
1,0,0,1,0,0,0,1,1,1,1,0,0,0,0.190844616377
1,0,1,0,0,1,1,1,1,1,1,0,0,1,0.137330754352
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0577047066409
0,1,1,1,1,1,0,0,1,1,0,0,1,1,0.252417794971
1,1,1,1,1,1,0,1,0,0,0,1,1,0,0.220180528691
1,1,1,1,0,0,1,0,1,1,0,0,1,0,0.119922630561
0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.223726627982
0,1,0,1,1,0,1,0,1,1,1,0,0,1,0.263056092843
0,0,1,1,0,1,0,1,1,0,0,0,0,0,0.307543520309
0,0,1,1,0,1,0,1,0,1,0,0,1,0,0.031914893617
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.13023855577
0,1,1,0,1,0,0,1,0,0,0,1,1,0,0.370083816892
0,1,1,1,0,1,0,1,0,0,1,1,1,1,0.240167633785
1,1,0,0,1,1,1,0,0,1,1,1,1,1,0.184719535783
1,1,1,0,0,0,0,1,1,0,0,1,1,1,0.276595744681
1,1,1,1,1,1,0,1,1,0,0,0,1,0,0.112830431979
1,1,0,0,0,1,0,1,1,0,1,1,1,0,0.375886524823
0,1,0,0,0,1,0,1,1,0,0,1,0,0,0.230496453901
1,0,1,1,1,1,0,1,1,0,0,1,1,1,0.232108317215
1,0,0,1,1,1,0,0,1,0,1,0,1,1,0.0957446808511
0,1,0,1,1,1,0,1,1,0,0,1,1,0,0.182462927144
1,1,1,1,1,1,1,1,1,0,0,0,1,0,0.251773049645
0,0,1,1,1,1,0,1,1,1,1,1,1,1,0.244358478401
0,1,1,0,0,0,0,0,0,1,0,1,1,1,0.377820760799
1,0,1,0,0,0,1,1,1,0,0,0,0,1,0.128304319794
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.155061250806
0,1,1,0,1,1,1,1,1,1,0,0,1,1,0.370728562218
1,1,1,1,1,0,1,0,1,0,0,0,1,1,0.143778207608
1,1,1,0,0,1,0,0,0,1,1,1,0,0,0.4194068343
0,1,1,1,1,0,1,0,0,1,1,1,1,0,0.746615087041
1,1,1,1,1,0,1,0,1,1,0,1,1,0,0.196002578981
1,0,0,0,1,0,1,1,1,1,0,0,0,0,0.123468729852
0,1,0,0,0,1,0,1,1,0,0,1,1,1,0.310444874275
0,1,0,0,1,0,0,1,1,1,0,0,1,1,0.262411347518
0,1,1,0,0,0,0,0,1,1,0,1,0,1,0.209542230819
1,0,0,1,1,1,0,1,0,1,1,1,1,0,0.392972275951
0,0,1,0,1,0,0,1,1,1,1,0,1,0,0.161508704062
0,1,1,1,1,0,0,1,1,1,1,1,1,1,0.166666666667
1,0,0,1,1,1,0,1,0,1,1,1,0,1,0.263700838169
0,0,0,1,0,0,1,0,0,1,1,1,1,1,0.21083172147
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.16473243069
1,1,0,1,0,1,1,0,1,1,0,0,0,1,0.0980012894907
1,1,1,0,1,0,1,1,0,0,1,1,0,1,0.370406189555
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.408446163765
1,1,0,1,1,0,1,0,1,1,1,1,1,1,0.582527401676
0,0,1,1,1,1,0,1,0,0,0,1,0,1,0.199871050935
0,0,1,1,1,1,1,0,1,0,0,1,0,0,0.285944551902
0,1,1,1,0,0,0,0,0,1,1,1,1,1,0.233720180529
0,1,1,0,1,1,0,0,1,1,1,1,0,1,0.247582205029
1,0,0,1,1,1,1,0,0,1,0,1,0,0,0.366215344939
0,1,0,1,1,1,1,1,1,0,0,1,1,1,0.277885235332
1,0,1,1,0,0,0,0,0,0,1,1,1,0,0.479368149581
1,1,0,0,0,1,0,1,0,1,1,1,0,1,0.404900064475
0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.13249516441
0,1,1,0,1,0,1,0,0,0,0,1,1,1,0.24887169568
1,0,1,1,0,0,0,0,1,1,1,0,0,0,0.274016763378
1,1,1,0,1,1,0,1,1,0,0,1,0,1,0.479045776918
0,1,1,1,1,1,1,0,0,1,0,0,0,0,0.231785944552
1,0,1,0,1,1,0,1,1,1,1,1,1,0,0.311734364926
0,0,1,0,1,0,0,1,1,0,0,1,0,0,0.241134751773
1,0,0,1,1,1,0,1,0,1,0,0,1,0,0.0825274016763
1,0,1,1,1,0,0,0,1,0,0,1,0,1,0.264023210832
1,0,0,0,1,1,1,1,1,1,1,1,0,0,0.361057382334
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.34107027724
0,1,1,0,0,0,1,0,0,1,1,1,1,1,0.196647324307
0,1,1,1,0,1,1,0,1,1,0,1,0,0,0.268536428111
0,0,0,0,1,1,1,1,1,0,0,1,1,1,0.309477756286
1,1,1,0,0,1,1,0,1,0,0,1,1,1,0.373629916183
0,1,1,0,0,1,1,0,1,0,0,0,0,0,0.262411347518
1,1,1,0,0,1,0,1,1,1,1,0,1,0,0.131205673759
0,1,1,1,0,1,0,0,1,0,0,0,1,0,0.192134107028
1,1,1,1,0,1,0,0,1,0,1,1,1,1,0.471308833011
1,1,1,0,1,0,1,1,0,1,1,1,0,0,0.352030947776
1,1,0,1,0,0,1,0,0,0,0,1,0,0,0.252095422308
1,1,0,0,1,0,0,0,1,1,1,0,1,1,0.0625402965828
1,1,0,0,0,1,0,1,0,0,0,1,0,0,0.346872985171
0,1,0,1,1,1,1,0,0,1,1,0,0,0,0.276918117344
0,1,0,0,1,1,0,0,0,0,0,1,1,1,0.267891682785
0,0,1,0,1,1,1,1,0,1,0,0,1,0,0.361057382334
0,0,0,0,0,1,1,1,1,0,1,0,1,1,0.163765312701
0,1,1,1,1,1,0,0,0,1,0,1,0,1,0.233075435203
1,1,1,1,1,0,1,0,1,0,0,1,1,1,0.232108317215
0,1,1,1,0,1,1,0,0,1,1,0,1,1,0.187298517086
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.128304319794
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.282398452611
0,1,0,0,0,0,0,0,0,1,1,0,1,1,0.137008381689
1,1,0,0,1,1,1,1,1,1,1,0,0,1,0.0602836879433
0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.137653127015
1,1,1,1,0,0,1,0,0,1,1,1,0,1,0.374919406834
1,1,0,1,0,0,0,0,0,1,1,0,1,0,0.339136041264
1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.194390715667
0,0,0,1,0,1,1,1,1,0,0,1,0,1,0.405867182463
1,1,0,0,0,0,1,0,1,1,0,0,1,0,0.215667311412
0,0,0,1,1,1,0,1,1,0,1,0,1,0,0.211798839458
1,1,0,0,1,1,1,1,0,0,1,0,1,1,0.242746615087
0,1,0,1,0,1,0,1,1,1,0,1,0,1,0.275628626692
0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.423275306254
1,0,0,0,1,0,1,1,1,0,0,1,1,0,0.622501611863
0,0,1,1,1,1,1,1,0,0,1,1,0,1,0.259832366215
0,0,1,1,0,0,1,1,1,1,1,0,1,1,0.37556415216
0,1,0,0,1,1,1,0,0,1,1,1,1,1,0.221792392005
1,0,1,0,1,1,0,1,1,0,0,0,0,1,0.211154094133
0,1,1,0,1,0,1,1,0,0,0,0,0,0,0.167633784655
1,0,0,0,0,0,1,1,0,0,0,1,1,0,0.406511927789
1,1,1,1,1,1,1,0,1,0,1,0,0,0,0.330109606705
0,0,0,1,0,1,1,0,1,1,0,0,0,1,0.0370728562218
1,0,0,1,1,0,0,1,0,1,1,0,0,0,0.0628626692456
1,0,0,1,0,0,1,0,0,0,1,0,1,0,0.190844616377
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0.236299161831
1,1,0,1,1,1,1,0,0,0,1,0,1,1,0.332688588008
1,0,1,1,0,1,0,1,0,1,1,1,1,0,0.207285622179
1,0,1,1,1,0,0,0,1,1,1,1,1,0,0.248226950355
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.381689232753
0,0,1,0,0,0,1,1,1,1,0,1,1,1,0.24081237911
0,1,1,1,0,1,0,1,1,0,0,0,0,0,0.293036750484
0,0,1,0,0,0,1,1,1,0,1,1,1,1,0.284655061251
0,1,0,0,1,0,0,1,1,0,1,1,0,1,0.927788523533
1,1,1,1,0,1,1,0,1,0,1,1,1,0,0.28691166989
1,1,0,0,1,0,1,1,0,1,1,0,0,1,0.227595099936
1,0,1,1,1,1,0,1,1,1,1,1,1,1,0.137975499678
0,0,1,1,1,0,1,0,1,1,1,1,1,0,0.481302385558
0,1,0,1,1,1,1,1,1,0,1,0,1,1,0.101869761444
0,0,0,0,0,1,1,0,1,1,1,0,1,0,0.253062540297
1,0,0,0,0,0,1,1,0,1,1,0,1,0,0.104126370084
0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.324629271438
1,1,0,1,0,0,1,1,1,0,0,1,1,1,0.42392005158
1,0,0,0,1,1,1,1,0,0,0,1,0,1,0.178272082527
1,0,1,0,1,0,1,1,0,1,0,1,0,0,0.555125725338
1,0,1,0,1,1,0,1,0,1,1,1,0,1,0.23275306254
1,0,1,1,0,0,0,0,1,1,1,1,1,0,0.338168923275
0,0,1,0,1,1,1,0,0,0,0,0,1,0,0.147324306899
0,1,0,1,1,1,1,1,1,1,1,0,1,0,0.157962604771
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0.205673758865
1,0,0,1,0,0,1,1,0,1,1,1,0,1,0.293036750484
0,1,0,0,0,0,0,0,1,1,0,0,0,1,0.264345583495
0,0,1,0,0,1,1,0,1,1,1,1,0,0,0.251773049645
1,0,1,1,0,1,1,1,1,0,0,0,1,1,0.158284977434
0,1,0,0,1,1,1,1,0,0,0,1,1,0,0.174081237911
1,1,0,0,0,0,0,1,1,1,0,1,0,0,0.164087685364
0,0,1,1,0,1,1,1,0,0,0,1,1,0,0.224371373308
1,0,1,0,0,0,1,1,1,0,1,0,0,1,0.123146357189
0,1,1,0,0,1,0,0,0,1,1,0,0,1,0.251773049645
1,1,0,0,0,0,0,0,0,0,0,1,1,1,0.319793681496
1,0,0,1,0,1,0,0,1,0,1,1,0,0,0.352675693101
1,1,1,0,1,0,1,1,0,1,0,0,0,1,0.175048355899
1,1,0,0,1,1,0,1,0,0,0,1,1,1,0.25112830432
1,0,1,1,0,1,1,1,1,1,0,1,0,1,0.409413281754
0,0,0,0,1,0,1,1,1,0,1,0,0,1,0.214377820761
0,1,1,1,0,1,0,1,0,1,1,1,0,1,0.385557704707
0,0,1,0,1,1,0,0,0,0,0,1,1,1,0.294003868472
0,1,0,1,0,1,0,0,1,0,1,1,1,1,0.65087040619
0,1,1,0,0,0,1,1,0,0,0,0,0,1,0.245647969052
0,1,1,1,1,0,1,0,0,0,0,0,0,1,0.247904577692
1,1,1,1,0,1,0,0,1,0,0,1,0,1,0.221792392005
1,0,1,0,0,1,0,1,1,0,1,1,0,0,0.301418439716
1,0,1,0,0,0,0,1,1,0,1,0,1,0,0.300451321728
0,1,1,0,0,1,0,0,1,0,1,0,1,1,0.0970341715023
0,0,0,0,0,0,1,0,1,0,1,1,1,0,0.273694390716
0,0,1,0,1,1,1,0,1,0,0,1,0,0,0.232430689877
0,0,1,1,1,0,0,0,1,0,0,1,0,0,0.410058027079
1,0,1,1,1,0,0,1,0,0,1,1,1,0,0.470664087685
0,0,1,0,1,1,0,1,0,1,0,0,1,1,0.197292069632
1,1,0,0,1,0,0,1,1,1,1,0,1,1,0.212443584784
1,1,0,0,1,1,0,1,0,0,0,1,0,1,0.412637008382
1,0,1,1,0,0,0,0,0,1,0,0,1,0,0.133139909736
1,1,0,0,0,1,0,0,1,1,0,0,1,0,0.167311411992
0,1,0,1,1,0,0,0,0,0,0,1,1,0,0.472598323662
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.263056092843
1,1,1,0,0,1,0,1,1,0,0,0,1,0,0.286589297228
1,0,0,1,0,1,1,0,1,1,1,1,1,1,0.297549967763
1,1,0,1,1,0,1,1,1,1,1,1,1,0,0.257575757576
1,0,0,1,1,1,1,1,0,1,1,0,0,1,0.48388136686
0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.31914893617
1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.0722114764668
1,1,1,1,0,0,1,1,0,0,0,0,0,1,0.252740167634
0,1,1,0,0,0,1,1,1,1,0,1,0,1,0.398130238556
0,0,0,1,1,0,1,0,0,0,0,1,1,0,0.346228239845
0,1,0,1,1,0,1,0,1,0,0,0,1,0,0.067053513862
0,0,0,0,1,0,0,1,1,0,1,1,0,1,0.294003868472
1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.160541586073
0,1,0,1,1,1,0,1,0,1,0,0,0,1,0.277562862669
1,0,0,1,0,0,0,1,0,0,1,1,0,0,0.424564796905
0,0,0,1,1,0,1,1,1,0,1,1,0,1,0.233720180529
1,1,0,1,0,0,1,0,0,1,1,0,1,0,0.138620245003
0,0,0,1,0,1,0,1,1,0,1,1,0,1,0.503868471954
1,1,1,0,0,1,1,1,1,1,0,1,1,0,0.317214700193
0,1,0,0,0,1,1,1,0,1,1,0,1,0,0.221470019342
1,1,0,0,0,0,1,1,1,1,1,1,0,1,0.295938104449
1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.188265635074
1,1,0,0,1,0,0,0,0,1,0,0,1,1,0.379110251451
1,0,0,1,1,1,1,1,1,1,1,1,0,1,0.539974210187
1,1,0,0,0,1,0,0,1,1,1,0,1,1,0.263378465506
1,0,1,1,1,0,1,0,0,0,0,1,1,1,0.26499032882
1,1,1,1,1,1,0,0,0,1,1,0,0,0,0.290780141844
0,1,1,1,1,1,0,0,0,1,0,1,1,1,0.532882011605
0,0,1,1,1,1,1,1,1,0,0,0,1,0,0.0925209542231
1,0,1,1,1,1,0,1,0,1,1,0,1,0,0.233397807866
0,1,0,1,1,0,0,1,1,0,0,1,0,0,0.175693101225
1,1,0,0,0,1,1,1,1,0,0,0,0,1,0.0315925209542
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.447453255964
0,1,1,1,0,0,1,1,1,1,1,0,0,1,0.20051579626
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.279174725983
1,1,0,1,1,1,0,0,1,1,1,0,0,0,0.189555125725
0,1,0,1,0,0,1,1,0,1,0,0,0,1,0.157962604771
0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.316247582205
0,1,0,0,1,0,0,1,0,1,0,1,1,0,0.268536428111
0,0,1,0,1,1,1,1,0,0,0,0,1,1,0.0876853642811
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.310444874275
0,0,0,0,0,0,1,1,1,1,0,0,1,0,0.275628626692
1,1,1,1,1,0,1,0,1,0,1,0,0,0,0.172147001934
0,0,1,0,1,1,0,1,0,0,0,0,1,1,0.325596389426
0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.27885235332
1,0,0,0,1,0,0,1,1,0,1,1,1,0,0.378143133462
1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.118310767247
0,0,0,1,0,1,1,0,0,1,0,0,0,0,0.325918762089
0,1,1,1,0,0,0,0,0,1,0,1,0,0,0.443907156673
0,1,1,1,1,0,1,1,1,0,1,0,1,0,0.16247582205
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.103803997421
1,0,0,0,1,0,0,1,1,1,0,1,1,0,0.270148291425
0,1,1,0,0,0,1,0,0,0,1,1,0,1,0.225983236622
1,0,1,0,1,1,1,0,0,1,1,0,0,0,0.225660863959
1,0,0,1,0,0,1,0,0,1,1,1,0,1,0.268536428111
1,0,0,0,0,0,1,1,1,0,1,0,1,0,0.0615731785945
1,1,0,0,0,0,0,1,0,0,1,1,1,0,0.360735009671
0,1,1,1,0,0,1,1,0,1,1,1,1,0,0.25918762089
1,1,0,1,1,0,0,1,0,0,1,1,0,0,0.280464216634
1,1,0,1,0,0,1,0,0,1,1,1,1,1,0.333333333333
0,1,0,0,0,1,0,1,0,1,1,1,1,0,0.348484848485
0,1,1,1,1,0,0,1,0,1,1,0,1,1,0.280786589297
0,0,0,0,0,0,1,0,1,0,1,0,1,1,0.249838813669
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0.137975499678
0,1,1,1,1,1,1,1,0,0,1,0,1,1,0.193745970342
0,1,0,0,1,0,0,1,0,1,0,0,1,1,0.153449387492
1,0,1,0,0,0,0,1,0,0,1,1,0,0,0.235332043843
1,1,0,0,1,0,0,1,0,0,0,0,1,0,0.0970341715023
0,1,0,0,1,1,1,0,1,0,1,1,1,1,0.359123146357
1,1,1,0,0,1,0,1,1,0,1,0,0,1,0.217601547389
1,0,0,0,0,0,1,0,1,1,1,0,1,1,0.232108317215
1,0,0,1,1,0,1,1,1,1,1,1,1,1,0.255963894262
1,1,0,1,1,1,0,0,1,1,0,1,0,0,0.57027724049
