SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$overwritebatch.3
0,1,0,1,0,0,0,0,1,0,0,0,0,1,19.344
0,1,0,1,0,0,0,0,0,0,1,1,0,1,19.943
1,1,0,1,1,1,0,1,0,0,0,0,0,0,19.384
0,1,1,0,0,0,1,0,0,1,1,1,0,0,19.98
0,1,1,0,0,0,0,1,0,1,1,0,0,1,19.212
1,1,1,0,1,1,0,0,1,0,1,1,1,1,20.064
0,0,0,0,1,0,1,0,1,0,1,0,1,0,19.415
0,0,0,1,1,1,0,0,0,0,0,1,1,1,19.886
1,0,0,0,1,0,1,1,0,0,1,0,1,0,19.199
1,0,0,1,0,1,0,1,1,0,0,0,1,0,19.74
0,1,1,0,0,0,1,1,1,1,1,1,0,0,20.013
1,0,1,1,0,0,0,0,1,1,1,0,1,0,19.241
0,0,0,1,1,0,0,1,0,1,1,0,1,1,19.462
1,1,1,1,1,0,0,1,1,1,0,0,1,0,19.697
1,0,1,0,0,1,1,1,1,0,1,1,0,1,19.675
0,1,0,1,1,1,0,0,1,1,0,0,1,0,19.037
0,1,1,1,1,1,1,0,1,1,1,0,1,0,19.405
0,1,0,1,0,0,1,1,1,1,1,0,0,0,19.132
1,0,1,1,1,0,1,0,1,1,0,1,1,0,19.888
1,0,0,1,1,1,1,0,0,0,1,1,1,0,20.201
1,0,0,1,0,0,1,1,0,0,0,0,0,1,19.308
1,1,1,0,0,1,0,0,1,0,1,0,1,1,19.172
0,0,1,1,0,1,0,1,1,1,0,0,0,0,19.452
1,0,0,0,1,1,0,1,0,1,1,1,1,0,19.996
1,1,1,0,0,0,0,1,0,0,0,0,0,1,19.303
0,0,1,0,1,1,1,0,0,0,1,0,0,0,19.319
1,1,1,0,0,0,0,0,0,1,1,0,0,0,19.649
0,0,0,0,0,1,1,1,1,0,0,1,1,0,20.254
0,0,1,1,1,0,1,1,0,0,1,0,0,0,19.08
0,1,0,0,0,1,1,1,1,1,0,1,1,0,20.146
0,0,0,1,0,0,0,0,0,1,1,0,0,1,19.231
1,0,0,0,1,1,0,1,0,1,1,1,0,0,20.199
0,0,1,1,0,0,1,1,0,1,1,1,1,0,20.079
0,1,1,1,1,0,1,0,0,0,1,0,1,0,19.048
0,0,0,1,0,0,0,0,0,1,0,1,1,0,20.282
0,1,0,1,0,0,1,0,0,1,1,0,1,1,19.362
0,0,1,1,1,0,1,0,1,1,1,0,1,0,19.269
0,0,0,1,1,0,1,0,1,1,0,0,1,0,19.602
0,0,1,0,0,0,0,0,1,0,1,0,1,1,19.435
0,0,1,0,1,0,1,0,0,0,0,0,0,1,19.205
0,1,1,1,1,1,1,0,1,1,0,1,1,1,20.545
1,1,0,1,0,0,0,1,0,1,0,1,0,0,19.978
1,0,1,1,0,0,0,1,1,1,1,0,0,0,19.294
1,1,0,0,1,1,1,0,0,0,0,1,1,0,20.063
1,0,0,1,1,1,1,0,1,1,1,1,0,1,20.046
0,0,0,0,0,1,0,1,0,0,0,0,0,1,19.228
1,1,1,1,1,1,1,1,1,1,1,0,0,1,20.039
0,0,1,1,0,0,1,1,0,0,1,1,0,0,19.865
1,1,1,0,1,0,1,1,1,1,0,1,0,0,20.323
0,0,0,1,1,0,0,0,0,1,1,0,1,0,19.406
1,1,0,0,1,0,0,0,1,0,0,1,1,0,19.931
0,1,0,1,1,0,0,0,0,0,0,1,1,0,20.024
1,0,0,1,0,1,0,0,1,1,1,1,1,0,20.077
1,1,1,1,1,1,0,0,1,1,1,0,0,0,19.375
1,0,1,0,1,1,0,0,1,1,1,1,0,1,20.279
0,0,1,1,0,1,0,1,0,0,1,1,0,1,20.178
0,1,0,1,0,0,1,1,1,1,1,0,1,1,19.175
1,0,0,1,1,1,1,0,1,0,0,1,1,0,20.06
1,0,0,1,1,0,1,0,1,1,0,1,1,0,20.184
0,0,1,1,0,0,0,0,1,1,0,0,1,0,19.372
0,0,0,0,1,1,1,1,1,0,1,0,1,0,19.034
1,0,0,1,1,1,1,1,1,0,1,0,0,1,19.24
1,1,0,0,0,1,0,0,1,0,0,1,0,0,19.991
1,0,1,1,0,0,0,0,0,0,1,1,0,0,20.169
1,0,1,0,1,0,0,0,1,0,0,1,0,0,20.106
0,1,1,1,1,1,0,1,1,0,0,0,0,0,19.201
0,1,0,0,0,1,0,0,1,0,1,1,0,0,20.242
1,0,0,0,1,1,0,0,0,1,1,0,0,1,19.242
1,1,0,1,1,0,0,1,1,0,0,1,0,0,20.182
1,0,1,1,0,1,0,1,1,1,1,0,1,1,19.326
0,1,1,0,1,1,1,0,0,1,1,0,0,1,19.274
1,1,0,1,0,0,1,1,0,0,1,1,1,0,19.834
0,1,0,1,1,0,1,1,0,1,1,0,1,0,19.442
1,0,0,1,1,0,1,1,0,1,0,1,0,1,20.476
1,1,1,0,1,0,0,0,1,0,0,0,0,1,20.035
0,0,1,1,0,0,1,0,0,1,0,1,0,1,20.611
0,1,1,0,0,0,1,1,0,0,1,0,0,1,19.409
0,1,1,1,1,1,0,0,0,1,1,1,0,1,20.233
1,0,1,0,0,0,1,0,1,0,0,1,0,0,19.911
0,0,1,0,0,1,1,0,1,0,0,0,1,1,19.391
1,1,1,0,0,0,0,1,0,0,1,1,1,1,19.811
0,0,0,1,0,1,1,1,1,1,0,0,0,0,19.388
0,1,1,0,0,0,0,0,1,0,1,1,1,1,19.969
0,1,0,0,0,0,0,1,0,1,1,1,1,0,19.98
0,1,1,1,1,0,1,1,1,1,1,0,0,0,19.204
0,0,0,1,1,0,0,0,0,1,1,1,0,1,20.028
1,0,1,0,0,1,0,0,0,0,0,0,1,1,19.201
1,0,1,0,1,1,0,0,1,1,0,1,0,0,20.229
0,1,1,1,0,1,0,0,0,0,0,1,0,0,19.755
1,0,1,1,0,1,0,1,0,0,0,0,1,1,19.522
0,1,1,1,1,0,0,1,1,1,1,0,0,0,19.731
0,1,0,1,1,0,1,0,0,1,1,0,1,0,19.423
0,0,1,1,1,0,0,1,1,1,1,0,1,0,19.337
1,0,1,1,1,1,1,1,0,1,1,0,1,0,19.303
0,0,1,1,1,0,1,0,0,1,1,1,0,1,19.866
1,1,0,0,0,0,1,1,1,1,1,0,1,0,19.389
0,1,1,1,0,1,0,0,0,0,1,1,1,0,19.958
1,1,1,1,0,1,1,1,1,1,1,0,1,1,19.175
1,1,1,0,0,0,1,0,0,1,1,0,1,1,19.429
1,0,0,0,0,1,1,1,1,1,0,1,1,0,20.392
1,1,0,1,1,0,1,1,0,1,0,1,1,1,20.281
1,0,1,1,1,1,0,0,1,0,1,0,0,1,19.481
0,0,1,1,0,0,1,0,0,0,1,0,1,0,19.043
1,1,0,1,0,1,0,1,0,1,0,0,0,0,19.378
1,1,1,0,0,1,1,0,1,0,0,1,0,0,20.039
1,1,0,1,0,1,1,0,1,1,0,1,0,1,20.13
1,0,1,0,1,0,1,1,0,1,0,1,1,0,20.258
1,0,1,1,0,1,0,0,1,0,1,1,0,1,20.157
1,0,0,0,1,0,0,1,0,1,1,0,1,1,19.593
1,0,0,1,0,0,0,1,1,1,1,0,0,0,19.839
1,0,1,0,0,1,1,1,1,1,1,0,0,1,19.426
1,0,0,0,0,1,0,1,0,0,0,0,1,0,19.395
0,1,1,1,1,1,0,0,1,1,0,0,1,1,19.282
1,1,1,1,1,1,0,1,0,0,0,1,1,0,19.6
1,1,1,1,0,0,1,0,1,1,0,0,1,0,19.22
0,1,0,1,0,0,1,0,1,0,0,1,0,0,19.897
0,1,0,1,1,0,1,0,1,1,1,0,0,1,19.299
0,0,1,1,0,1,0,1,1,0,0,0,0,0,19.574
0,0,1,1,0,1,0,1,0,1,0,0,1,0,19.427
0,0,0,1,1,0,0,0,0,1,1,0,1,0,19.708
0,1,1,0,1,0,0,1,0,0,0,1,1,0,20.101
0,1,1,1,0,1,0,1,0,0,1,1,1,1,19.927
1,1,0,0,1,1,1,0,0,1,1,1,1,1,20.128
1,1,1,0,0,0,0,1,1,0,0,1,1,1,20.031
1,1,1,1,1,1,0,1,1,0,0,0,1,0,19.439
1,1,0,0,0,1,0,1,1,0,1,1,1,0,20.053
0,1,0,0,0,1,0,1,1,0,0,1,0,0,19.912
1,0,1,1,1,1,0,1,1,0,0,1,1,1,20.038
1,0,0,1,1,1,0,0,1,0,1,0,1,1,19.093
0,1,0,1,1,1,0,1,1,0,0,1,1,0,20.052
1,1,1,1,1,1,1,1,1,0,0,0,1,0,19.037
0,0,1,1,1,1,0,1,1,1,1,1,1,1,19.976
0,1,1,0,0,0,0,0,0,1,0,1,1,1,19.856
1,0,1,0,0,0,1,1,1,0,0,0,0,1,19.728
1,1,0,1,0,0,0,0,0,0,0,0,1,0,19.043
0,1,1,0,1,1,1,1,1,1,0,0,1,1,19.717
1,1,1,1,1,0,1,0,1,0,0,0,1,1,19.393
1,1,1,0,0,1,0,0,0,1,1,1,0,0,20.028
0,1,1,1,1,0,1,0,0,1,1,1,1,0,20.025
1,1,1,1,1,0,1,0,1,1,0,1,1,0,20.402
1,0,0,0,1,0,1,1,1,1,0,0,0,0,19.321
0,1,0,0,0,1,0,1,1,0,0,1,1,1,19.9
0,1,0,0,1,0,0,1,1,1,0,0,1,1,19.368
0,1,1,0,0,0,0,0,1,1,0,1,0,1,19.789
1,0,0,1,1,1,0,1,0,1,1,1,1,0,20.168
0,0,1,0,1,0,0,1,1,1,1,0,1,0,19.4
0,1,1,1,1,0,0,1,1,1,1,1,1,1,19.898
1,0,0,1,1,1,0,1,0,1,1,1,0,1,20.358
0,0,0,1,0,0,1,0,0,1,1,1,1,1,20.172
1,0,0,0,1,1,1,0,0,0,0,0,0,0,19.535
1,1,0,1,0,1,1,0,1,1,0,0,0,1,19.667
1,1,1,0,1,0,1,1,0,0,1,1,0,1,20.176
0,0,1,0,0,0,0,0,1,0,0,0,0,1,19.237
1,1,0,1,1,0,1,0,1,1,1,1,1,1,19.956
0,0,1,1,1,1,0,1,0,0,0,1,0,1,20.101
0,0,1,1,1,1,1,0,1,0,0,1,0,0,19.826
0,1,1,1,0,0,0,0,0,1,1,1,1,1,20.219
0,1,1,0,1,1,0,0,1,1,1,1,0,1,20.004
1,0,0,1,1,1,1,0,0,1,0,1,0,0,20.462
0,1,0,1,1,1,1,1,1,0,0,1,1,1,20.283
1,0,1,1,0,0,0,0,0,0,1,1,1,0,20.113
1,1,0,0,0,1,0,1,0,1,1,1,0,1,20.127
0,1,0,0,0,0,0,1,1,0,0,0,0,1,19.585
0,1,1,0,1,0,1,0,0,0,0,1,1,1,20.172
1,0,1,1,0,0,0,0,1,1,1,0,0,0,19.339
1,1,1,0,1,1,0,1,1,0,0,1,0,1,20.247
0,1,1,1,1,1,1,0,0,1,0,0,0,0,19.436
1,0,1,0,1,1,0,1,1,1,1,1,1,0,20.044
0,0,1,0,1,0,0,1,1,0,0,1,0,0,20.047
1,0,0,1,1,1,0,1,0,1,0,0,1,0,19.394
1,0,1,1,1,0,0,0,1,0,0,1,0,1,20.169
1,0,0,0,1,1,1,1,1,1,1,1,0,0,20.7
0,0,0,0,1,0,0,1,0,0,0,0,1,0,19.279
0,1,1,0,0,0,1,0,0,1,1,1,1,1,19.903
0,1,1,1,0,1,1,0,1,1,0,1,0,0,19.968
0,0,0,0,1,1,1,1,1,0,0,1,1,1,19.749
1,1,1,0,0,1,1,0,1,0,0,1,1,1,19.985
0,1,1,0,0,1,1,0,1,0,0,0,0,0,19.301
1,1,1,0,0,1,0,1,1,1,1,0,1,0,19.552
0,1,1,1,0,1,0,0,1,0,0,0,1,0,19.453
1,1,1,1,0,1,0,0,1,0,1,1,1,1,19.923
1,1,1,0,1,0,1,1,0,1,1,1,0,0,19.99
1,1,0,1,0,0,1,0,0,0,0,1,0,0,20.281
1,1,0,0,1,0,0,0,1,1,1,0,1,1,19.426
1,1,0,0,0,1,0,1,0,0,0,1,0,0,20.063
0,1,0,1,1,1,1,0,0,1,1,0,0,0,19.157
0,1,0,0,1,1,0,0,0,0,0,1,1,1,19.915
0,0,1,0,1,1,1,1,0,1,0,0,1,0,19.472
0,0,0,0,0,1,1,1,1,0,1,0,1,1,19.119
0,1,1,1,1,1,0,0,0,1,0,1,0,1,20.048
1,1,1,1,1,0,1,0,1,0,0,1,1,1,20.271
0,1,1,1,0,1,1,0,0,1,1,0,1,1,19.362
0,0,0,0,0,0,1,0,1,0,1,0,0,0,19.286
0,0,0,1,0,0,0,0,1,0,1,0,0,1,19.254
0,1,0,0,0,0,0,0,0,1,1,0,1,1,19.275
1,1,0,0,1,1,1,1,1,1,1,0,0,1,19.453
0,1,0,1,0,0,1,0,1,0,0,0,1,0,19.347
1,1,1,1,0,0,1,0,0,1,1,1,0,1,19.951
1,1,0,1,0,0,0,0,0,1,1,0,1,0,19.512
1,0,0,1,1,1,1,1,0,0,0,0,0,1,19.438
0,0,0,1,0,1,1,1,1,0,0,1,0,1,20.17
1,1,0,0,0,0,1,0,1,1,0,0,1,0,19.516
0,0,0,1,1,1,0,1,1,0,1,0,1,0,19.328
1,1,0,0,1,1,1,1,0,0,1,0,1,1,19.257
0,1,0,1,0,1,0,1,1,1,0,1,0,1,20.122
0,0,1,1,1,0,0,0,0,1,1,1,1,1,20.208
1,0,0,0,1,0,1,1,1,0,0,1,1,0,19.79
0,0,1,1,1,1,1,1,0,0,1,1,0,1,19.863
0,0,1,1,0,0,1,1,1,1,1,0,1,1,19.391
0,1,0,0,1,1,1,0,0,1,1,1,1,1,20.481
1,0,1,0,1,1,0,1,1,0,0,0,0,1,19.536
0,1,1,0,1,0,1,1,0,0,0,0,0,0,19.926
1,0,0,0,0,0,1,1,0,0,0,1,1,0,19.814
1,1,1,1,1,1,1,0,1,0,1,0,0,0,19.377
0,0,0,1,0,1,1,0,1,1,0,0,0,1,19.359
1,0,0,1,1,0,0,1,0,1,1,0,0,0,19.805
1,0,0,1,0,0,1,0,0,0,1,0,1,0,19.472
1,1,1,0,0,1,0,0,0,0,0,1,1,0,20.265
1,1,0,1,1,1,1,0,0,0,1,0,1,1,19.515
1,0,1,1,0,1,0,1,0,1,1,1,1,0,20.189
1,0,1,1,1,0,0,0,1,1,1,1,1,0,20.134
1,0,1,0,0,1,0,0,1,0,1,0,0,0,19.519
0,0,1,0,0,0,1,1,1,1,0,1,1,1,20.061
0,1,1,1,0,1,0,1,1,0,0,0,0,0,19.343
0,0,1,0,0,0,1,1,1,0,1,1,1,1,19.885
0,1,0,0,1,0,0,1,1,0,1,1,0,1,20.374
1,1,1,1,0,1,1,0,1,0,1,1,1,0,20.122
1,1,0,0,1,0,1,1,0,1,1,0,0,1,19.615
1,0,1,1,1,1,0,1,1,1,1,1,1,1,20.238
0,0,1,1,1,0,1,0,1,1,1,1,1,0,19.839
0,1,0,1,1,1,1,1,1,0,1,0,1,1,19.315
0,0,0,0,0,1,1,0,1,1,1,0,1,0,19.761
1,0,0,0,0,0,1,1,0,1,1,0,1,0,19.485
0,0,0,1,0,0,0,0,0,1,0,0,1,1,19.308
1,1,0,1,0,0,1,1,1,0,0,1,1,1,19.996
1,0,0,0,1,1,1,1,0,0,0,1,0,1,20.109
1,0,1,0,1,0,1,1,0,1,0,1,0,0,20.498
1,0,1,0,1,1,0,1,0,1,1,1,0,1,20.335
1,0,1,1,0,0,0,0,1,1,1,1,1,0,20.02
0,0,1,0,1,1,1,0,0,0,0,0,1,0,19.246
0,1,0,1,1,1,1,1,1,1,1,0,1,0,19.435
0,1,0,1,0,0,0,0,0,0,1,0,1,0,19.136
1,0,0,1,0,0,1,1,0,1,1,1,0,1,20.323
0,1,0,0,0,0,0,0,1,1,0,0,0,1,19.448
0,0,1,0,0,1,1,0,1,1,1,1,0,0,20.441
1,0,1,1,0,1,1,1,1,0,0,0,1,1,19.552
0,1,0,0,1,1,1,1,0,0,0,1,1,0,19.71
1,1,0,0,0,0,0,1,1,1,0,1,0,0,20.298
0,0,1,1,0,1,1,1,0,0,0,1,1,0,20.075
1,0,1,0,0,0,1,1,1,0,1,0,0,1,19.559
0,1,1,0,0,1,0,0,0,1,1,0,0,1,19.315
1,1,0,0,0,0,0,0,0,0,0,1,1,1,19.97
1,0,0,1,0,1,0,0,1,0,1,1,0,0,19.933
1,1,1,0,1,0,1,1,0,1,0,0,0,1,19.539
1,1,0,0,1,1,0,1,0,0,0,1,1,1,20.313
1,0,1,1,0,1,1,1,1,1,0,1,0,1,20.537
0,0,0,0,1,0,1,1,1,0,1,0,0,1,19.055
0,1,1,1,0,1,0,1,0,1,1,1,0,1,21.219
0,0,1,0,1,1,0,0,0,0,0,1,1,1,19.828
0,1,0,1,0,1,0,0,1,0,1,1,1,1,19.92
0,1,1,0,0,0,1,1,0,0,0,0,0,1,19.285
0,1,1,1,1,0,1,0,0,0,0,0,0,1,19.135
1,1,1,1,0,1,0,0,1,0,0,1,0,1,19.997
1,0,1,0,0,1,0,1,1,0,1,1,0,0,20.099
1,0,1,0,0,0,0,1,1,0,1,0,1,0,19.272
0,1,1,0,0,1,0,0,1,0,1,0,1,1,19.001
0,0,0,0,0,0,1,0,1,0,1,1,1,0,19.656
0,0,1,0,1,1,1,0,1,0,0,1,0,0,20.3
0,0,1,1,1,0,0,0,1,0,0,1,0,0,20.01
1,0,1,1,1,0,0,1,0,0,1,1,1,0,20.01
0,0,1,0,1,1,0,1,0,1,0,0,1,1,19.152
1,1,0,0,1,0,0,1,1,1,1,0,1,1,19.412
1,1,0,0,1,1,0,1,0,0,0,1,0,1,20.108
1,0,1,1,0,0,0,0,0,1,0,0,1,0,19.494
1,1,0,0,0,1,0,0,1,1,0,0,1,0,19.615
0,1,0,1,1,0,0,0,0,0,0,1,1,0,20.121
1,0,0,1,0,1,0,0,0,0,1,0,0,1,19.208
1,1,1,0,0,1,0,1,1,0,0,0,1,0,19.004
1,0,0,1,0,1,1,0,1,1,1,1,1,1,20.193
1,1,0,1,1,0,1,1,1,1,1,1,1,0,20.607
1,0,0,1,1,1,1,1,0,1,1,0,0,1,19.568
0,0,1,0,1,1,0,0,0,1,0,0,1,0,19.263
1,1,1,1,0,0,0,1,0,0,0,0,0,0,19.363
1,1,1,1,0,0,1,1,0,0,0,0,0,1,19.401
0,1,1,0,0,0,1,1,1,1,0,1,0,1,20.359
0,0,0,1,1,0,1,0,0,0,0,1,1,0,20.064
0,1,0,1,1,0,1,0,1,0,0,0,1,0,19.163
0,0,0,0,1,0,0,1,1,0,1,1,0,1,20.213
1,1,0,0,0,1,1,1,1,1,1,0,0,0,19.802
0,1,0,1,1,1,0,1,0,1,0,0,0,1,19.758
1,0,0,1,0,0,0,1,0,0,1,1,0,0,20.056
0,0,0,1,1,0,1,1,1,0,1,1,0,1,20.186
1,1,0,1,0,0,1,0,0,1,1,0,1,0,19.406
0,0,0,1,0,1,0,1,1,0,1,1,0,1,20.029
1,1,1,0,0,1,1,1,1,1,0,1,1,0,20.186
0,1,0,0,0,1,1,1,0,1,1,0,1,0,19.309
1,1,0,0,0,0,1,1,1,1,1,1,0,1,20.031
1,0,0,1,1,1,1,1,1,0,0,0,1,1,19.331
1,1,0,0,1,0,0,0,0,1,0,0,1,1,19.355
1,0,0,1,1,1,1,1,1,1,1,1,0,1,20.162
1,1,0,0,0,1,0,0,1,1,1,0,1,1,19.211
1,0,1,1,1,0,1,0,0,0,0,1,1,1,20.086
1,1,1,1,1,1,0,0,0,1,1,0,0,0,19.355
0,1,1,1,1,1,0,0,0,1,0,1,1,1,19.959
0,0,1,1,1,1,1,1,1,0,0,0,1,0,19.451
1,0,1,1,1,1,0,1,0,1,1,0,1,0,19.507
0,1,0,1,1,0,0,1,1,0,0,1,0,0,19.854
1,1,0,0,0,1,1,1,1,0,0,0,0,1,19.377
0,0,0,1,1,1,0,1,0,1,0,1,0,1,20.221
0,1,1,1,0,0,1,1,1,1,1,0,0,1,19.46
1,1,1,1,1,1,1,1,1,1,1,1,0,1,20.842
1,1,0,1,1,1,0,0,1,1,1,0,0,0,19.322
0,1,0,1,0,0,1,1,0,1,0,0,0,1,19.692
0,0,1,0,0,0,1,0,0,0,0,1,0,1,20.139
0,1,0,0,1,0,0,1,0,1,0,1,1,0,19.924
0,0,1,0,1,1,1,1,0,0,0,0,1,1,19.292
0,0,0,0,0,0,0,0,1,1,0,0,0,0,19.584
0,0,0,0,0,0,1,1,1,1,0,0,1,0,19.043
1,1,1,1,1,0,1,0,1,0,1,0,0,0,19.469
0,0,1,0,1,1,0,1,0,0,0,0,1,1,19.21
0,0,1,0,0,1,0,0,1,0,0,1,1,0,19.964
1,0,0,0,1,0,0,1,1,0,1,1,1,0,20.247
1,0,0,1,1,0,0,0,0,0,1,0,0,1,19.216
0,0,0,1,0,1,1,0,0,1,0,0,0,0,19.422
0,1,1,1,0,0,0,0,0,1,0,1,0,0,20.361
0,1,1,1,1,0,1,1,1,0,1,0,1,0,19.507
1,0,1,0,0,1,1,0,0,0,0,0,0,0,19.478
1,0,0,0,1,0,0,1,1,1,0,1,1,0,20.177
0,1,1,0,0,0,1,0,0,0,1,1,0,1,19.964
1,0,1,0,1,1,1,0,0,1,1,0,0,0,19.333
1,0,0,1,0,0,1,0,0,1,1,1,0,1,20.266
1,0,0,0,0,0,1,1,1,0,1,0,1,0,19.337
1,1,0,0,0,0,0,1,0,0,1,1,1,0,20.099
0,1,1,1,0,0,1,1,0,1,1,1,1,0,19.924
1,1,0,1,1,0,0,1,0,0,1,1,0,0,20.133
1,1,0,1,0,0,1,0,0,1,1,1,1,1,20.213
0,1,0,0,0,1,0,1,0,1,1,1,1,0,20.174
0,1,1,1,1,0,0,1,0,1,1,0,1,1,19.545
0,0,0,0,0,0,1,0,1,0,1,0,1,1,19.401
0,1,1,1,1,0,0,0,1,0,0,0,0,0,18.991
0,1,1,1,1,1,1,1,0,0,1,0,1,1,19.218
0,1,0,0,1,0,0,1,0,1,0,0,1,1,19.371
1,0,1,0,0,0,0,1,0,0,1,1,0,0,20.301
1,1,0,0,1,0,0,1,0,0,0,0,1,0,19.34
0,1,0,0,1,1,1,0,1,0,1,1,1,1,19.888
1,1,1,0,0,1,0,1,1,0,1,0,0,1,19.631
1,0,0,0,0,0,1,0,1,1,1,0,1,1,19.323
1,0,0,1,1,0,1,1,1,1,1,1,1,1,19.95
1,1,0,1,1,1,0,0,1,1,0,1,0,0,20.585
0,1,1,1,0,0,1,1,1,1,1,0,0,0,19.401
0,0,0,1,0,1,0,1,0,0,1,0,0,0,19.375
1,0,1,0,0,1,1,0,0,1,1,1,1,0,20.018
0,1,1,0,0,0,0,1,1,1,0,0,1,0,19.204
1,0,0,1,0,1,1,0,0,1,1,1,1,1,20.5
1,0,1,0,1,0,0,0,1,1,1,0,1,0,19.229
1,0,1,1,1,1,1,0,0,1,1,1,1,0,20.362
0,1,1,0,1,1,1,1,0,1,0,1,0,0,19.743
0,0,1,0,0,0,0,0,1,0,1,1,0,1,19.984
0,1,1,1,0,0,0,0,0,0,0,1,0,1,20.406
0,0,1,1,0,0,1,0,0,1,0,0,1,0,19.459
0,1,1,0,0,1,1,0,0,1,0,1,0,0,20.151
0,1,0,1,0,0,0,1,0,0,1,1,0,0,20.046
0,0,1,1,0,1,0,1,0,1,0,1,1,1,19.884
1,1,0,0,0,0,1,1,0,1,1,1,1,0,20.181
0,1,1,1,1,0,1,1,1,1,0,0,0,0,19.318
0,1,0,0,0,0,1,0,0,1,1,0,0,0,19.174
1,0,1,0,0,1,0,1,0,0,1,1,1,0,19.866
0,0,1,1,0,1,1,1,0,1,0,0,0,1,19.449
0,0,1,1,0,1,1,0,0,0,0,1,0,0,20.232
1,1,0,1,1,1,1,0,1,1,0,0,0,0,19.314
1,1,0,0,0,0,0,1,0,1,0,1,1,0,20.305
0,0,1,0,0,0,1,0,1,0,0,1,1,0,20.67
0,0,0,0,1,0,0,1,0,1,1,1,1,1,20.134
0,1,0,1,1,1,0,1,0,0,0,1,1,1,19.852
1,0,0,0,1,0,0,0,0,1,0,1,1,1,20.422
1,0,1,1,0,0,0,1,1,0,1,0,1,0,19.4
0,0,1,0,1,1,1,1,0,0,0,0,0,1,19.394
1,0,0,0,0,1,0,0,1,0,0,1,1,0,19.989
1,0,0,0,1,1,1,1,0,1,0,0,0,1,19.51
0,1,1,1,0,0,0,0,0,0,0,0,1,1,19.423
1,1,0,1,0,1,0,1,1,1,0,0,0,0,19.633
0,1,1,1,0,0,0,1,1,1,0,0,0,0,19.405
0,1,1,1,1,1,0,0,1,1,1,1,1,1,19.935
1,0,0,0,0,0,0,0,0,0,1,0,1,0,19.188
0,1,0,1,0,0,0,1,1,1,0,1,0,0,20.047
0,1,0,0,0,0,1,1,1,1,1,0,0,1,19.394
