SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readseq.13
0,1,1,1,0,1,0,0,0,0,0,1,0,0,0.085934017899
1,0,1,1,0,1,0,1,0,0,0,0,1,1,0.0712170335255
0,1,1,1,1,0,0,1,1,1,1,0,0,0,0.0668744732856
0,1,0,1,1,0,1,0,0,1,1,0,1,0,0.0557746984307
0,0,1,1,1,0,0,1,1,1,1,0,1,0,0.0421037461502
1,0,1,1,1,1,1,1,0,1,1,0,1,0,0.0414728819043
0,0,1,1,1,0,1,0,0,1,1,1,0,1,0.0494278796185
1,1,0,0,0,0,1,1,1,1,1,0,1,0,0.0563187114717
0,1,1,1,0,1,0,0,0,0,1,1,1,0,0.0519284307896
1,1,1,1,0,1,1,1,1,1,1,0,1,1,0.0670462668775
1,1,1,0,0,0,1,0,0,1,1,0,1,1,0.0536081903549
1,0,0,0,0,1,1,1,1,1,0,1,1,0,0.0546866723486
1,1,0,1,1,0,1,1,0,1,0,1,1,1,0.0613389019908
1,0,1,1,1,1,0,0,1,0,1,0,0,1,0.0599359209902
0,0,1,1,0,0,1,0,0,0,1,0,1,0,0.0524247233885
1,1,0,1,0,1,0,1,0,1,0,0,0,0,0.0389408352414
1,1,1,0,0,1,1,0,1,0,0,1,0,0,0.044703555841
1,1,0,1,0,1,1,0,1,1,0,1,0,1,0.0574926343497
1,0,1,0,1,0,1,1,0,1,0,1,1,0,0.0640494231076
1,0,1,1,0,1,0,0,1,0,1,1,0,1,0.0650038319515
1,0,0,0,1,0,0,1,0,1,1,0,1,1,0.0613198138139
1,0,0,1,0,0,0,1,1,1,1,0,0,0,0.0596114219833
1,0,1,0,0,1,1,1,1,1,1,0,0,1,0.0427078869484
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0475381501075
0,1,1,1,1,1,0,0,1,1,0,0,1,1,0.0496092172989
1,1,1,1,1,1,0,1,0,0,0,1,1,0,0.0366139864798
1,1,1,1,0,0,1,0,1,1,0,0,1,0,0.0502773034896
0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.0351441968602
0,1,0,1,1,0,1,0,1,1,1,0,0,1,0.0373937385053
0,0,1,1,0,1,0,1,1,0,0,0,0,0,0.0622646785694
0,0,1,1,0,1,0,1,0,1,0,0,1,0,0.0285940889643
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.0288422352637
0,1,1,0,1,0,0,1,0,0,0,1,1,0,0.0378537635681
0,1,1,1,0,1,0,1,0,0,1,1,1,1,0.0358332800455
1,1,0,0,1,1,1,0,0,1,1,1,1,1,0.0350897955561
1,1,1,0,0,0,0,1,1,0,0,1,1,1,0.0473854446925
1,1,1,1,1,1,0,1,1,0,0,0,1,0,0.0394314013871
1,1,0,0,0,1,0,1,1,0,1,1,1,0,0.0366388011098
0,1,0,0,0,1,0,1,1,0,0,1,0,0,0.0294062908905
1,0,1,1,1,1,0,1,1,0,0,1,1,1,0.0387623607875
1,0,0,1,1,1,0,0,1,0,1,0,1,1,0.0400202716438
0,1,0,1,1,1,0,1,1,0,0,1,1,0,0.0287277062024
1,1,1,1,1,1,1,1,1,0,0,0,1,0,0.0283297177145
0,0,1,1,1,1,0,1,1,1,1,1,1,1,0.03656435722
0,1,1,0,0,0,0,0,0,1,0,1,1,1,0.0317169147016
1,0,1,0,0,0,1,1,1,0,0,0,0,1,0.0272665062624
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0236235277051
0,1,1,0,1,1,1,1,1,1,0,0,1,1,0.0226108999216
1,1,1,1,1,0,1,0,1,0,0,0,1,1,0.0182148927865
1,1,1,0,0,1,0,0,0,1,1,1,0,0,0.0283096751288
0,1,1,1,1,0,1,0,0,1,1,1,1,0,0.0201132119771
1,1,1,1,1,0,1,0,1,1,0,1,1,0,0.0297746927042
1,0,0,0,1,0,1,1,1,1,0,0,0,0,0.0191101282821
0,1,0,0,0,1,0,1,1,0,0,1,1,1,0.020407169901
0,1,0,0,1,0,0,1,1,1,0,0,1,1,0.0103877858574
0,1,1,0,0,0,0,0,1,1,0,1,0,1,0.0129169692938
1,0,0,1,1,1,0,1,0,1,1,1,1,0,0.024039649961
0,0,1,0,1,0,0,1,1,1,1,0,1,0,0.0102236275362
0,1,1,1,1,0,0,1,1,1,1,1,1,1,0.0197114058538
1,0,0,1,1,1,0,1,0,1,1,1,0,1,0.0203556318234
0,0,0,1,0,0,1,0,0,1,1,1,1,1,0.0208834199141
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0128568415366
1,1,0,1,0,1,1,0,1,1,0,0,0,1,0.0137549402588
1,1,1,0,1,0,1,1,0,0,1,1,0,1,0.0192342014318
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.0143943941842
1,1,0,1,1,0,1,0,1,1,1,1,1,1,0.0149555865844
0,0,1,1,1,1,0,1,0,0,0,1,0,1,0.0118766636539
0,0,1,1,1,1,1,0,1,0,0,1,0,0,0.0251095422751
0,1,1,1,0,0,0,0,0,1,1,1,1,1,0.02745834244
0,1,1,0,1,1,0,0,1,1,1,1,0,1,0.0212107821476
1,0,0,1,1,1,1,0,0,1,0,1,0,0,0.0268360678737
0,1,0,1,1,1,1,1,1,0,0,1,1,1,0.0289309952862
1,0,1,1,0,0,0,0,0,0,1,1,1,0,0.0376981949266
1,1,0,0,0,1,0,1,0,1,1,1,0,1,0.0258730693502
0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.0275843244074
0,1,1,0,1,0,1,0,0,0,0,1,1,1,0.0594682606567
1,0,1,1,0,0,0,0,1,1,1,0,0,0,0.0401615241527
1,1,1,0,1,1,0,1,1,0,0,1,0,1,0.0285845448758
0,1,1,1,1,1,1,0,0,1,0,0,0,0,0.0270937582616
1,0,1,0,1,1,0,1,1,1,1,1,1,0,0.0270899406262
0,0,1,0,1,0,0,1,1,0,0,1,0,0,0.0354868296352
1,0,0,1,1,1,0,1,0,1,0,0,1,0,0.0279431821327
1,0,1,1,1,0,0,0,1,0,0,1,0,1,0.0291171050107
1,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0271949255991
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0207221248195
0,1,1,0,0,0,1,0,0,1,1,1,1,1,0.0288660954848
0,1,1,1,0,1,1,0,1,1,0,1,0,0,0.0196455516435
0,0,0,0,1,1,1,1,1,0,0,1,1,1,0.0190280491215
1,1,1,0,0,1,1,0,1,0,0,1,1,1,0.039010507087
0,1,1,0,0,1,1,0,1,0,0,0,0,0,0.0281751034818
1,1,1,0,0,1,0,1,1,1,1,0,1,0,0.0279918569837
0,1,1,1,0,1,0,0,1,0,0,0,1,0,0.0175601683195
1,1,1,1,0,1,0,0,1,0,1,1,1,1,0.0205321974596
1,1,1,0,1,0,1,1,0,1,1,1,0,0,0.0193200982278
1,1,0,1,0,0,1,0,0,0,0,1,0,0,0.0197562630694
1,1,0,0,1,0,0,0,1,1,1,0,1,1,0.024724915511
1,1,0,0,0,1,0,1,0,0,0,1,0,0,0.0216507646246
0,1,0,1,1,1,1,0,0,1,1,0,0,0,0.0205274254153
0,1,0,0,1,1,0,0,0,0,0,1,1,1,0.022309306727
0,0,1,0,1,1,1,1,0,1,0,0,1,0,0.0196760927265
0,0,0,0,0,1,1,1,1,0,1,0,1,1,0.0122402934235
0,1,1,1,1,1,0,0,0,1,0,1,0,1,0.0229936178681
1,1,1,1,1,0,1,0,1,0,0,1,1,1,0.0194107670679
0,1,1,1,0,1,1,0,0,1,1,0,1,1,0.0208013407535
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.0204367565752
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0117000980178
0,1,0,0,0,0,0,0,0,1,1,0,1,1,0.018890614248
1,1,0,0,1,1,1,1,1,1,1,0,0,1,0.013160343549
0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.0129188781115
1,1,1,1,0,0,1,0,0,1,1,1,0,1,0.0117716786811
1,1,0,1,0,0,0,0,0,1,1,0,1,0,0.0118174903056
1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.011656195211
0,0,0,1,0,1,1,1,1,0,0,1,0,1,0.0102083569947
1,1,0,0,0,0,1,0,1,1,0,0,1,0,0.0151035199553
0,0,0,1,1,1,0,1,1,0,1,0,1,0,0.012591515878
1,1,0,0,1,1,1,1,0,0,1,0,1,1,0.0193535025373
0,1,0,1,0,1,0,1,1,1,0,1,0,1,0.0113851430993
0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.0146205890802
1,0,0,0,1,0,1,1,1,0,0,1,1,0,0.0202382395356
0,0,1,1,1,1,1,1,0,0,1,1,0,1,0.019795393832
0,0,1,1,0,0,1,1,1,1,1,0,1,1,0.0229315812932
0,1,0,0,1,1,1,0,0,1,1,1,1,1,0.0202191513587
1,0,1,0,1,1,0,1,1,0,0,0,0,1,0.0212480040925
0,1,1,0,1,0,1,1,0,0,0,0,0,0,0.0288870924794
1,0,0,0,0,0,1,1,0,0,0,1,1,0,0.0201084399328
1,1,1,1,1,1,1,0,1,0,1,0,0,0,0.0195501107591
0,0,0,1,0,1,1,0,1,1,0,0,0,1,0.0193601833992
1,0,0,1,1,0,0,1,0,1,1,0,0,0,0.0206123678024
1,0,0,1,0,0,1,0,0,0,1,0,1,0,0.0193019644597
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0.0191101282821
1,1,0,1,1,1,1,0,0,0,1,0,1,1,0.0232303112614
1,0,1,1,0,1,0,1,0,1,1,1,1,0,0.0203604038676
1,0,1,1,1,0,0,0,1,1,1,1,1,0,0.0208624229196
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.0189192465133
0,0,1,0,0,0,1,1,1,1,0,1,1,1,0.0304504141657
0,1,1,1,0,1,0,1,1,0,0,0,0,0,0.0200225431369
0,0,1,0,0,0,1,1,1,0,1,1,1,1,0.0362847154287
0,1,0,0,1,0,0,1,1,0,1,1,0,1,0.0392739239279
1,1,1,1,0,1,1,0,1,0,1,1,1,0,0.0274755217992
1,1,0,0,1,0,1,1,0,1,1,0,0,1,0.0269009676751
1,0,1,1,1,1,0,1,1,1,1,1,1,1,0.0273705368263
0,0,1,1,1,0,1,0,1,1,1,1,1,0,0.0291008800604
0,1,0,1,1,1,1,1,1,0,1,0,1,1,0.0215677310552
0,0,0,0,0,1,1,0,1,1,1,0,1,0,0.0276282272142
1,0,0,0,0,0,1,1,0,1,1,0,1,0,0.0287343870643
0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.020419577216
1,1,0,1,0,0,1,1,1,0,0,1,1,1,0.0276702212033
1,0,0,0,1,1,1,1,0,0,0,1,0,1,0.0286647152187
1,0,1,0,1,0,1,1,0,1,0,1,0,0,0.0276015037666
1,0,1,0,1,1,0,1,0,1,1,1,0,1,0.0370196102385
1,0,1,1,0,0,0,0,1,1,1,1,1,0,0.0426830723184
0,0,1,0,1,1,1,0,0,0,0,0,1,0,0.0451234957324
0,1,0,1,1,1,1,1,1,1,1,0,1,0,0.028761110512
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0.0387337285222
1,0,0,1,0,0,1,1,0,1,1,1,0,1,0.0363591593185
0,1,0,0,0,0,0,0,1,1,0,0,0,1,0.0521288566468
0,0,1,0,0,1,1,0,1,1,1,1,0,0,0.0423385307258
1,0,1,1,0,1,1,1,1,0,0,0,1,1,0.0450757752902
0,1,0,0,1,1,1,1,0,0,0,1,1,0,0.0360480220354
1,1,0,0,0,0,0,1,1,1,0,1,0,0,0.0542762765457
0,0,1,1,0,1,1,1,0,0,0,1,1,0,0.0664449893058
1,0,1,0,0,0,1,1,1,0,1,0,0,1,0.0356662584978
0,1,1,0,0,1,0,0,0,1,1,0,0,1,0.0289796701372
1,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0342699583591
1,0,0,1,0,1,0,0,1,0,1,1,0,0,0.0365233176397
1,1,1,0,1,0,1,1,0,1,0,0,0,1,0.0365328617281
1,1,0,0,1,1,0,1,0,0,0,1,1,1,0.0360604293504
1,0,1,1,0,1,1,1,1,1,0,1,0,1,0.0499146281289
0,0,0,0,1,0,1,1,1,0,1,0,0,1,0.0360623381681
0,1,1,1,0,1,0,1,0,1,1,1,0,1,0.0360699734388
0,0,1,0,1,1,0,0,0,0,0,1,1,1,0.0311080018592
0,1,0,1,0,1,0,0,1,0,1,1,1,1,0.0356061307406
0,1,1,0,0,0,1,1,0,0,0,0,0,1,0.0344121652769
0,1,1,1,1,0,1,0,0,0,0,0,0,1,0.0314105494627
1,1,1,1,0,1,0,0,1,0,0,1,0,1,0.0357225686196
1,0,1,0,0,1,0,1,1,0,1,1,0,0,0.0420426639841
1,0,1,0,0,0,0,1,1,0,1,0,1,0,0.036239858213
0,1,1,0,0,1,0,0,1,0,1,0,1,1,0.0356633952713
0,0,0,0,0,0,1,0,1,0,1,1,1,0,0.0432414014921
0,0,1,0,1,1,1,0,1,0,0,1,0,0,0.0475381501075
0,0,1,1,1,0,0,0,1,0,0,1,0,0,0.0586379249625
1,0,1,1,1,0,0,1,0,0,1,1,1,0,0.049351526911
0,0,1,0,1,1,0,1,0,1,0,0,1,1,0.0363591593185
1,1,0,0,1,0,0,1,1,1,1,0,1,1,0.0468796080052
1,1,0,0,1,1,0,1,0,0,0,1,0,1,0.0427737411586
1,0,1,1,0,0,0,0,0,1,0,0,1,0,0.0383137886309
1,1,0,0,0,1,0,0,1,1,0,0,1,0,0.040441165944
0,1,0,1,1,0,0,0,0,0,0,1,1,0,0.0471850188353
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.0529687364295
1,1,1,0,0,1,0,1,1,0,0,0,1,0,0.0452762011474
1,0,0,1,0,1,1,0,1,1,1,1,1,1,0.0446462913104
1,1,0,1,1,0,1,1,1,1,1,1,1,0,0.0640494231076
1,0,0,1,1,1,1,1,0,1,1,0,0,1,0.0354305195134
0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.0275595097774
1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.0280663008736
1,1,1,1,0,0,1,1,0,0,0,0,0,1,0.0187808572309
0,1,1,0,0,0,1,1,1,1,0,1,0,1,0.0121897097547
0,0,0,1,1,0,1,0,0,0,0,1,1,0,0.0226099455128
0,1,0,1,1,0,1,0,1,0,0,0,1,0,0.0156666211732
0,0,0,0,1,0,0,1,1,0,1,1,0,1,0.0205799179018
1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.00996975478374
0,1,0,1,1,1,0,1,0,1,0,0,0,1,0.0159443541468
1,0,0,1,0,0,0,1,0,0,1,1,0,0,0.0134361677049
0,0,0,1,1,0,1,1,1,0,1,1,0,1,0.0151121096349
1,1,0,1,0,0,1,0,0,1,1,0,1,0,0.0105786676262
0,0,0,1,0,1,0,1,1,0,1,1,0,1,0.0116504687579
1,1,1,0,0,1,1,1,1,1,0,1,1,0,0.0115340308789
0,1,0,0,0,1,1,1,0,1,1,0,1,0,0.011869982792
1,1,0,0,0,0,1,1,1,1,1,1,0,1,0.0100871470715
1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.0126821847182
1,1,0,0,1,0,0,0,0,1,0,0,1,1,0.0126735950386
1,0,0,1,1,1,1,1,1,1,1,1,0,1,0.0135869643022
1,1,0,0,0,1,0,0,1,1,1,0,1,1,0.0027133843433
1,0,1,1,1,0,1,0,0,0,0,1,1,1,0.00360003015932
1,1,1,1,1,1,0,0,0,1,1,0,0,0,0.00167975956532
0,1,1,1,1,1,0,0,0,1,0,1,1,1,0.0109718840699
0,0,1,1,1,1,1,1,1,0,0,0,1,0,0.00456398309169
1,0,1,1,1,1,0,1,0,1,1,0,1,0,0.00963857491489
0,1,0,1,1,0,0,1,1,0,0,1,0,0,0.0116905539293
1,1,0,0,0,1,1,1,1,0,0,0,0,1,0.00265134776845
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.00412686384117
0,1,1,1,0,0,1,1,1,1,1,0,0,1,0.00360861983891
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.0109890634291
1,1,0,1,1,1,0,0,1,1,1,0,0,0,0.00353513035793
0,1,0,1,0,0,1,1,0,1,0,0,0,1,0.0041297270677
0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.00399324660302
0,1,0,0,1,0,0,1,0,1,0,1,1,0,0.0108067713399
0,0,1,0,1,1,1,1,0,0,0,0,1,1,0.00456111986516
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0044294114447
0,0,0,0,0,0,1,1,1,1,0,0,1,0,0.00324594447822
1,1,1,1,1,0,1,0,1,0,1,0,0,0,0.00439505272632
0,0,1,0,1,1,0,1,0,0,0,0,1,1,0.0105843940792
0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.020180975005
1,0,0,0,1,0,0,1,1,0,1,1,1,0,0.00463270052846
1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.00402092445949
0,0,0,1,0,1,1,0,0,1,0,0,0,0,0.00367542845799
0,1,1,1,0,0,0,0,0,1,0,1,0,0,0.0067495793443
0,1,1,1,1,0,1,1,1,0,1,0,1,0,0.00464510784343
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0028240957692
1,0,0,0,1,0,0,1,1,1,0,1,1,0,0.00398752014996
0,1,1,0,0,0,1,0,0,0,1,1,0,1,0.00456589190938
1,0,1,0,1,1,1,0,0,1,1,0,0,0,0.00463938139036
1,0,0,1,0,0,1,0,0,1,1,1,0,1,0.0130486777143
1,0,0,0,0,0,1,1,1,0,1,0,1,0,0.00304838184753
1,1,0,0,0,0,0,1,0,0,1,1,1,0,0.00456398309169
0,1,1,1,0,0,1,1,0,1,1,1,1,0,0.0032325827544
1,1,0,1,1,0,0,1,0,0,1,1,0,0,0.0120179161628
1,1,0,1,0,0,1,0,0,1,1,1,1,1,0.00429293098002
0,1,0,0,0,1,0,1,0,1,1,1,1,0,0.0110701881808
0,1,1,1,1,0,0,1,0,1,1,0,1,1,0.0127642638788
0,0,0,0,0,0,1,0,1,0,1,0,1,1,0.00440268799707
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0.0143113606148
0,1,1,1,1,1,1,1,0,0,1,0,1,1,0.00516335184568
