topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,<$throughput
4,1,2,1000000,10,0,1000,1000,512,10000,5,0,713.66666666666663
2,1,2,10,1,0,1000,1000,1024,10000,5,0,4543.75
4,1,4,1000000,10,1,1000,10,1024,100,2,0,704.41666666666663
4,10,2,1000000,1,0,1,10,1024,100,2,0,553.16666666666663
4,1,2,10,10,0,1000,10,1024,100,5,29,721.5
2,1,4,1000000,10,0,1000,10,512,100,2,29,1114.6666666666667
2,1,2,10,1,0,1,1000,512,10000,2,29,782.0
2,10,4,1000000,1,1,1000,10,1024,100,5,0,3820.75
2,10,4,10,10,0,1000,10,1024,100,2,0,1456.5833333333333
4,10,4,1000000,10,0,1,10,512,100,5,29,1049.75
2,10,4,1000000,10,0,1000,1000,1024,10000,5,29,1634.5
2,1,2,10,1,0,1000,1000,1024,10000,2,0,4034.5833333333335
2,10,2,1000000,10,0,1000,10,512,100,5,29,876.58333333333337
4,10,2,1000000,10,0,1000,1000,512,10000,5,0,595.58333333333337
4,10,2,10,1,1,1000,10,1024,100,5,29,2306.25
2,1,2,10,1,1,1000,10,512,100,5,0,4051.5
2,10,4,1000000,10,1,1000,10,512,100,2,29,1880.5833333333333
4,1,2,10,10,0,1000,10,512,100,5,0,752.41666666666663
4,10,2,1000000,1,1,1,1000,1024,10000,2,0,533.33333333333337
2,10,4,10,1,0,1,1000,512,10000,5,0,794.83333333333337
2,1,2,10,10,0,1,10,1024,100,5,0,2467.4166666666665
2,1,4,1000000,10,1,1,10,1024,100,5,0,2329.0833333333335
2,1,2,1000000,1,1,1,1000,1024,10000,2,29,789.58333333333337
2,1,4,10,1,0,1000,1000,512,10000,5,0,4124.583333333333
2,10,2,10,1,0,1,10,1024,100,2,0,792.33333333333337
4,1,4,10,1,1,1,1000,1024,10000,5,0,499.83333333333331
2,10,4,10,1,1,1000,10,1024,100,5,0,3545.3333333333335
4,10,4,1000000,10,0,1,10,1024,100,5,0,1071.6666666666667
4,10,2,10,10,0,1,10,1024,100,2,0,1184.5833333333333
2,1,2,1000000,1,1,1,10,1024,100,2,29,793.66666666666663
4,1,2,10,1,1,1000,1000,1024,10000,2,0,2741.0
2,10,2,10,10,1,1,1000,512,10000,5,29,2600.25
4,1,4,1000000,1,1,1000,10,1024,100,2,29,2507.5833333333335
4,10,4,10,10,1,1000,1000,512,10000,2,0,734.08333333333337
4,1,4,10,1,1,1,1000,512,10000,2,29,527.41666666666663
2,1,2,1000000,1,1,1000,1000,512,10000,5,0,4154.916666666667
4,1,2,10,1,0,1000,1000,1024,10000,5,0,2196.0833333333335
4,10,4,10,1,1,1,10,512,100,5,29,514.66666666666663
4,1,4,10,1,1,1000,10,512,100,2,29,2181.6666666666665
4,1,2,1000000,10,0,1,1000,512,10000,2,0,1250.4166666666667
2,10,2,1000000,10,1,1,1000,1024,10000,5,0,2503.9166666666665
2,1,2,1000000,10,1,1000,10,1024,100,2,29,906.66666666666663
2,1,2,10,1,0,1000,10,512,100,5,0,4547.916666666667
4,10,4,1000000,1,0,1,10,512,100,2,29,497.41666666666669
4,1,2,1000000,1,0,1,10,1024,100,5,29,520.83333333333337
4,1,2,1000000,1,1,1000,1000,512,10000,5,29,2534.4166666666665
4,1,4,10,1,0,1,1000,1024,10000,2,29,457.16666666666669
4,1,4,10,1,1,1000,10,1024,100,2,0,2372.0
4,1,4,10,10,0,1000,10,1024,100,5,29,815.33333333333337
4,1,2,1000000,1,1,1,10,512,100,5,0,539.91666666666663
4,1,2,1000000,10,0,1000,1000,512,10000,2,0,752.25
2,10,2,10,10,1,1000,1000,1024,10000,2,0,929.08333333333337
4,10,4,1000000,10,1,1000,10,1024,100,5,29,1069.0
2,1,2,1000000,1,0,1,10,512,100,5,29,742.25
4,1,2,1000000,10,0,1,10,1024,100,5,29,1234.3333333333333
2,1,2,1000000,1,0,1,10,1024,100,5,29,783.08333333333337
4,1,4,10,1,1,1,1000,1024,10000,2,29,539.0
4,1,2,10,1,1,1000,1000,512,10000,5,29,2577.8333333333335
4,10,4,10,10,1,1000,1000,1024,10000,5,29,921.91666666666663
2,1,2,1000000,1,0,1,1000,512,10000,2,29,786.0
4,10,4,10,1,0,1000,1000,512,10000,2,29,2210.8333333333335
2,10,4,10,10,0,1,1000,512,10000,2,29,2264.6666666666665
2,10,2,1000000,1,0,1000,10,512,100,2,29,4042.3333333333335
4,10,4,10,1,1,1,10,1024,100,2,29,523.66666666666663
4,10,4,10,1,1,1,1000,1024,10000,2,29,581.91666666666663
4,1,4,1000000,1,0,1000,10,1024,100,5,0,2296.25
2,10,2,1000000,10,0,1,10,1024,100,2,0,2420.3333333333335
2,10,2,1000000,10,1,1000,1000,1024,10000,5,29,897.0
2,1,2,10,10,1,1,10,1024,100,5,0,2437.5833333333335
4,1,4,10,1,0,1000,1000,512,10000,2,29,2233.5
2,1,4,1000000,10,0,1000,10,1024,100,2,29,1938.5833333333333
2,10,2,1000000,1,0,1,1000,1024,10000,2,0,791.83333333333337
4,10,2,10,10,0,1000,1000,512,10000,5,29,831.83333333333337
4,1,2,10,10,1,1000,1000,512,10000,5,29,754.08333333333337
4,1,2,10,10,1,1000,10,512,100,5,29,880.33333333333337
2,1,2,10,1,0,1000,1000,1024,10000,2,29,4638.833333333333
4,10,2,10,1,0,1,1000,512,10000,5,0,529.08333333333337
4,1,2,1000000,1,1,1000,10,1024,100,5,29,2684.8333333333335
4,1,4,10,1,1,1000,10,512,100,2,0,2346.3333333333335
2,10,2,1000000,1,1,1000,1000,1024,10000,5,29,4713.0
4,10,2,1000000,10,0,1000,10,512,100,2,0,747.41666666666663
2,1,2,1000000,1,0,1000,10,512,100,2,0,4276.25
4,1,2,10,1,0,1000,10,1024,100,2,0,2208.6666666666665
2,10,2,1000000,10,0,1000,10,1024,100,5,0,1026.5833333333333
2,10,4,10,1,0,1,10,512,100,2,0,760.08333333333337
4,10,2,1000000,10,0,1,10,1024,100,2,29,1197.8333333333333
4,10,2,10,1,1,1000,10,1024,100,2,0,2609.4166666666665
2,10,4,1000000,10,0,1000,1000,512,10000,2,0,1918.5833333333333
2,1,4,10,10,0,1,10,512,100,2,0,2284.1666666666665
2,1,2,10,10,0,1,1000,512,10000,5,29,2545.25
4,10,2,1000000,1,0,1000,1000,512,10000,5,29,2603.6666666666665
2,1,4,1000000,1,0,1000,10,1024,100,5,0,3934.0833333333335
4,1,4,1000000,10,1,1,10,512,100,5,0,1118.8333333333333
4,10,4,1000000,10,1,1,1000,1024,10000,5,29,1037.3333333333333
4,10,4,10,10,0,1,10,1024,100,5,29,1010.75
4,1,2,1000000,1,0,1000,10,1024,100,2,0,2607.3333333333335
4,10,4,10,1,0,1,1000,512,10000,2,0,488.25
4,1,4,1000000,10,0,1000,1000,1024,10000,5,29,1023.5833333333334
4,1,2,10,1,1,1000,1000,512,10000,2,29,2464.4166666666665
2,10,4,1000000,10,1,1,1000,1024,10000,2,0,2281.1666666666665
2,1,2,10,10,1,1000,10,512,100,5,29,745.33333333333337
4,1,2,1000000,10,0,1,1000,1024,10000,5,29,1188.1666666666667
2,10,4,1000000,1,1,1000,1000,512,10000,5,0,3841.8333333333335
2,1,4,1000000,1,0,1,1000,512,10000,2,29,782.16666666666663
4,1,4,10,1,1,1000,10,512,100,5,29,2308.8333333333335
2,10,2,1000000,1,0,1,10,512,100,5,0,793.58333333333337
2,1,4,10,10,1,1000,1000,1024,10000,2,29,1713.1666666666667
2,10,2,1000000,10,1,1000,1000,1024,10000,5,0,800.5
4,10,2,10,1,1,1,10,512,100,5,0,513.33333333333337
4,10,4,1000000,10,1,1000,1000,512,10000,2,0,772.41666666666663
4,10,4,10,1,1,1,10,512,100,2,0,514.5
4,10,2,1000000,10,1,1,10,512,100,2,0,1136.8333333333333
4,1,2,1000000,10,1,1000,10,1024,100,5,29,742.75
4,1,4,10,1,0,1,10,1024,100,5,29,528.16666666666663
4,1,4,10,1,0,1000,10,512,100,2,29,2207.8333333333335
4,1,2,1000000,1,0,1000,10,1024,100,5,0,2445.0833333333335
2,1,4,1000000,10,0,1000,1000,1024,10000,2,0,1193.75
4,10,4,10,10,1,1,10,1024,100,5,0,1108.4166666666667
2,10,2,10,10,0,1,10,1024,100,2,0,2524.8333333333335
4,10,4,10,10,0,1000,1000,512,10000,5,29,1131.4166666666667
4,10,2,10,1,0,1,10,1024,100,2,0,546.25
4,1,4,1000000,10,0,1,1000,512,10000,5,29,1124.5833333333333
4,10,2,10,10,0,1,10,1024,100,2,29,996.16666666666663
4,1,4,10,10,0,1,1000,1024,10000,2,29,1213.0
2,10,4,10,1,0,1000,1000,1024,10000,2,29,3420.5833333333335
4,1,2,1000000,1,0,1000,1000,512,10000,2,29,2359.8333333333335
4,1,4,1000000,10,1,1000,1000,512,10000,5,29,807.66666666666663
4,10,2,10,10,0,1,1000,1024,10000,5,29,1264.75
2,10,2,1000000,10,0,1,1000,512,10000,2,0,2322.9166666666665
2,1,2,10,1,0,1,10,512,100,2,29,795.25
2,10,2,1000000,1,0,1000,1000,1024,10000,2,0,4219.916666666667
4,10,4,10,1,0,1,1000,1024,10000,2,0,521.83333333333337
2,10,4,1000000,10,0,1000,10,1024,100,2,0,1616.3333333333333
4,1,4,1000000,1,1,1000,1000,512,10000,2,29,2277.3333333333335
2,1,2,1000000,10,0,1,10,1024,100,2,29,2556.5833333333335
2,10,2,1000000,1,0,1,10,1024,100,5,0,762.5
2,10,2,10,1,0,1000,10,512,100,2,0,4537.916666666667
2,10,2,1000000,10,1,1000,1000,1024,10000,2,0,1140.75
4,1,2,1000000,1,1,1000,10,512,100,5,0,2586.1666666666665
4,1,4,10,1,1,1,10,1024,100,2,0,504.41666666666669
2,1,2,10,10,1,1,1000,512,10000,5,0,2528.8333333333335
4,1,4,10,1,0,1,1000,512,10000,5,29,520.66666666666663
2,10,4,1000000,1,0,1000,10,1024,100,5,0,3814.1666666666665
4,1,2,1000000,10,1,1,10,1024,100,5,0,1139.25
4,1,2,1000000,1,0,1,1000,512,10000,5,0,563.83333333333337
2,10,2,1000000,10,1,1000,10,512,100,2,0,1074.25
2,1,2,1000000,1,1,1,10,512,100,2,29,767.83333333333337
2,10,4,10,10,1,1000,10,1024,100,2,29,1967.25
4,10,4,10,10,0,1,1000,512,10000,2,0,1126.5833333333333
2,10,4,1000000,1,0,1,10,1024,100,5,29,791.33333333333337
2,1,2,10,10,1,1000,10,512,100,2,0,1106.6666666666667
4,1,2,10,1,0,1000,1000,1024,10000,2,0,2634.8333333333335
2,10,4,1000000,1,1,1000,1000,1024,10000,2,29,3459.0833333333335
2,10,4,1000000,10,1,1000,10,512,100,2,0,1763.6666666666667
4,1,4,10,10,1,1000,1000,512,10000,5,29,1016.0833333333334
2,10,2,10,10,1,1000,1000,1024,10000,5,0,1106.9166666666667
2,10,2,10,1,0,1000,10,512,100,5,0,4449.0
2,1,2,1000000,1,1,1,10,512,100,5,29,778.33333333333337
2,10,2,1000000,1,1,1,10,512,100,2,29,773.08333333333337
4,1,4,1000000,10,1,1,10,512,100,5,29,1137.4166666666667
2,10,2,10,1,1,1,10,512,100,5,0,762.58333333333337
2,1,4,1000000,10,1,1000,1000,1024,10000,2,0,1713.25
2,10,4,1000000,10,1,1,1000,512,10000,2,29,2378.4166666666665
2,1,4,10,10,1,1,10,512,100,5,0,2221.5833333333335
2,10,4,10,10,1,1000,10,512,100,5,29,1768.3333333333333
4,1,2,10,10,1,1000,1000,512,10000,2,29,869.91666666666663
4,10,2,1000000,10,0,1000,10,512,100,2,29,951.33333333333337
4,1,2,1000000,1,0,1,1000,1024,10000,5,29,532.08333333333337
2,1,4,1000000,1,0,1,10,512,100,5,0,776.08333333333337
2,1,4,10,1,1,1000,10,1024,100,2,29,3459.5833333333335
4,10,2,1000000,1,0,1000,1000,1024,10000,2,29,2401.6666666666665
2,1,4,10,1,1,1000,1000,1024,10000,5,29,3918.1666666666665
4,1,4,10,10,1,1000,10,1024,100,5,29,869.5
4,10,2,1000000,1,0,1000,10,512,100,2,29,2627.5833333333335
4,1,2,1000000,10,1,1,10,1024,100,5,29,1178.75
2,1,2,10,1,1,1,1000,512,10000,2,29,767.41666666666663
4,10,2,1000000,10,1,1,10,512,100,5,29,1232.5
2,10,2,1000000,1,1,1,10,512,100,5,29,765.75
4,1,4,1000000,1,0,1000,1000,512,10000,5,0,2441.0
2,1,2,10,1,0,1,10,512,100,5,0,794.16666666666663
4,1,4,1000000,1,1,1000,1000,1024,10000,5,0,2204.4166666666665
2,1,2,10,1,1,1000,10,512,100,2,29,4311.083333333333
4,1,4,1000000,10,1,1000,10,1024,100,5,0,823.25
2,1,4,1000000,1,1,1,1000,1024,10000,5,0,767.66666666666663
2,1,4,10,1,0,1,1000,512,10000,2,0,786.66666666666663
2,1,2,10,1,0,1000,10,1024,100,5,29,4464.333333333333
4,1,4,10,10,0,1,10,512,100,5,29,1109.9166666666667
2,1,4,1000000,10,1,1,10,512,100,2,0,2367.3333333333335
2,1,4,10,1,0,1000,1000,512,10000,2,29,3565.5833333333335
2,10,2,10,1,1,1,10,1024,100,5,0,777.5
2,10,4,1000000,1,1,1,1000,1024,10000,5,0,745.5
2,1,2,10,10,1,1,10,512,100,2,0,2555.1666666666665
4,1,2,1000000,10,0,1,10,1024,100,2,0,1307.3333333333333
2,1,4,10,1,1,1,10,1024,100,5,0,746.5
2,1,4,1000000,1,1,1000,10,512,100,2,0,3909.8333333333335
2,1,4,10,10,0,1,1000,1024,10000,5,29,2353.25
4,1,4,10,1,0,1,1000,1024,10000,2,0,518.16666666666663
2,10,2,10,10,0,1000,1000,1024,10000,2,0,659.16666666666663
4,10,4,10,1,0,1,10,512,100,2,29,490.25
4,10,2,1000000,10,1,1,1000,1024,10000,2,0,1227.9166666666667
4,10,2,1000000,10,0,1,1000,512,10000,5,29,1119.25
4,1,4,1000000,10,0,1000,10,512,100,2,29,927.58333333333337
4,10,4,10,1,1,1,1000,512,10000,5,0,470.33333333333331
2,1,4,10,1,1,1000,1000,1024,10000,2,29,3789.75
2,1,4,1000000,10,1,1,10,1024,100,2,0,2320.0833333333335
4,10,4,1000000,1,0,1,10,1024,100,5,29,506.91666666666669
4,10,4,1000000,1,1,1,1000,1024,10000,5,29,512.16666666666663
2,1,2,1000000,10,0,1,10,512,100,5,0,2567.0
2,10,2,1000000,1,0,1000,10,1024,100,5,0,4494.583333333333
4,10,2,1000000,10,1,1000,10,512,100,2,0,641.33333333333337
2,1,2,10,1,0,1,1000,1024,10000,2,0,780.0
4,1,2,10,10,1,1000,10,1024,100,2,0,746.41666666666663
2,10,4,10,1,1,1000,1000,1024,10000,5,0,3683.3333333333335
2,10,4,10,1,1,1000,10,512,100,2,29,4016.25
2,10,4,10,10,1,1,10,512,100,2,0,2608.8333333333335
4,1,4,10,10,1,1000,1000,1024,10000,5,29,834.41666666666663
4,1,2,10,10,0,1000,10,1024,100,5,0,703.08333333333337
2,1,4,10,10,1,1000,10,1024,100,2,0,1651.25
4,1,2,1000000,10,0,1,10,512,100,5,29,1228.0
2,10,4,10,1,0,1,10,1024,100,5,0,768.08333333333337
4,10,4,10,10,1,1000,10,1024,100,5,29,798.58333333333337
2,10,2,1000000,10,0,1000,10,512,100,2,29,777.41666666666663
4,1,2,10,1,0,1000,10,512,100,5,29,2642.25
4,10,4,1000000,1,0,1000,10,512,100,5,29,2455.0833333333335
2,10,4,1000000,1,1,1,1000,1024,10000,2,0,780.16666666666663
2,10,4,10,1,1,1,1000,1024,10000,5,29,785.25
2,10,4,1000000,10,1,1,1000,512,10000,5,29,2316.6666666666665
4,10,4,1000000,10,0,1,10,1024,100,2,0,1129.9166666666667
2,1,2,1000000,1,0,1000,10,512,100,5,0,4322.333333333333
2,1,2,1000000,10,1,1000,10,512,100,5,29,1022.0833333333334
4,10,2,10,10,1,1,1000,512,10000,5,0,1177.5833333333333
4,10,2,10,1,0,1000,10,1024,100,5,0,2515.5
4,10,4,10,10,1,1000,1000,1024,10000,2,0,916.25
4,10,2,10,1,0,1000,1000,1024,10000,5,29,2367.6666666666665
2,10,2,10,10,1,1,10,512,100,2,0,2550.1666666666665
2,10,2,1000000,10,0,1000,1000,1024,10000,5,0,1521.75
4,1,2,10,10,1,1000,10,512,100,2,0,563.41666666666663
4,10,2,1000000,1,1,1000,1000,512,10000,5,29,2650.8333333333335
2,1,2,10,10,1,1000,10,1024,100,2,29,509.08333333333331
2,1,4,10,1,1,1000,10,512,100,5,29,3714.4166666666665
2,1,4,1000000,1,1,1,1000,512,10000,5,29,785.75
4,10,2,1000000,1,0,1,1000,1024,10000,5,29,526.33333333333337
4,10,2,10,1,0,1000,1000,512,10000,2,29,2294.1666666666665
2,10,4,10,1,0,1,10,512,100,5,0,790.25
2,10,4,10,1,0,1,1000,512,10000,2,0,755.33333333333337
2,10,4,10,10,1,1,1000,512,10000,5,29,2312.8333333333335
4,10,2,10,1,1,1000,10,512,100,2,0,2589.6666666666665
4,10,2,10,10,0,1000,10,512,100,5,0,881.91666666666663
4,1,2,10,1,0,1000,10,512,100,5,0,2424.3333333333335
4,10,4,1000000,10,0,1,10,1024,100,2,29,1091.0833333333333
2,1,2,1000000,1,1,1,10,512,100,5,0,790.08333333333337
4,10,4,10,1,0,1000,10,1024,100,2,29,2488.8333333333335
4,10,4,1000000,1,1,1,10,512,100,5,29,577.75
2,1,2,1000000,1,0,1000,10,512,100,5,29,4318.916666666667
4,10,2,10,10,0,1000,1000,512,10000,5,0,650.25
2,10,4,10,10,0,1000,1000,1024,10000,5,29,1714.5833333333333
2,1,4,10,10,0,1000,10,512,100,5,0,1902.25
2,10,4,1000000,10,1,1,1000,512,10000,5,0,2340.8333333333335
4,1,4,10,10,1,1000,10,1024,100,2,29,847.5
2,10,2,1000000,10,1,1,1000,1024,10000,2,29,2494.3333333333335
4,10,2,10,1,0,1,10,512,100,2,29,538.58333333333337
2,10,4,1000000,1,0,1000,1000,512,10000,2,0,3657.8333333333335
2,1,2,10,1,1,1,10,512,100,5,0,772.16666666666663
4,10,4,1000000,1,1,1,10,512,100,2,29,505.41666666666669
2,1,4,1000000,1,1,1,10,512,100,5,0,794.75
2,10,4,10,1,0,1000,10,1024,100,5,29,3594.5
4,1,2,1000000,10,1,1,10,512,100,5,0,1146.0
4,10,2,1000000,1,1,1,10,512,100,5,29,508.25
4,10,4,10,1,0,1,1000,512,10000,5,29,519.33333333333337
2,10,4,10,1,0,1000,10,1024,100,5,0,3555.75
2,1,2,1000000,10,0,1,1000,1024,10000,5,0,2394.75
4,10,4,10,10,1,1000,1000,1024,10000,5,0,1124.0833333333333
4,10,4,1000000,10,1,1,1000,512,10000,5,29,1084.6666666666667
4,1,4,10,10,1,1000,1000,512,10000,5,0,770.91666666666663
2,10,2,10,10,1,1000,1000,512,10000,2,29,878.16666666666663
4,10,2,10,1,1,1,1000,1024,10000,5,0,506.0
2,1,4,1000000,10,1,1000,10,1024,100,5,29,1716.4166666666667
4,1,2,10,10,0,1000,10,1024,100,2,29,537.16666666666663
2,1,2,1000000,10,1,1000,1000,1024,10000,5,29,1362.9166666666667
4,1,4,1000000,10,0,1000,1000,512,10000,5,0,781.16666666666663
2,1,2,1000000,10,0,1,1000,512,10000,2,0,2388.75
2,10,4,10,10,0,1000,1000,1024,10000,5,0,1891.1666666666667
4,10,4,1000000,1,1,1000,10,512,100,2,0,2070.5
2,1,4,10,1,0,1000,10,512,100,2,29,3583.0833333333335
2,1,4,1000000,10,1,1,10,512,100,5,29,2396.0
2,10,2,1000000,10,1,1000,10,1024,100,2,29,946.33333333333337
2,1,2,10,1,1,1,10,1024,100,2,0,778.5
2,10,2,10,10,1,1000,10,512,100,5,0,938.08333333333337
4,10,2,1000000,10,0,1000,1000,1024,10000,5,29,756.0
4,10,4,1000000,1,1,1000,10,1024,100,2,29,2540.0833333333335
4,10,4,1000000,10,1,1,10,1024,100,5,0,1158.3333333333333
2,1,2,10,10,1,1000,10,512,100,2,29,802.75
4,10,4,10,10,1,1,1000,512,10000,5,29,1157.9166666666667
2,1,2,10,10,1,1000,10,1024,100,5,0,1337.5
2,10,4,10,1,0,1,1000,512,10000,5,29,762.41666666666663
2,10,2,10,10,0,1,10,512,100,5,0,2451.9166666666665
2,10,2,1000000,1,0,1,10,1024,100,2,0,758.66666666666663
2,10,4,1000000,10,1,1,1000,1024,10000,5,0,2381.1666666666665
4,10,4,1000000,10,0,1000,10,1024,100,5,29,1166.8333333333333
4,1,4,1000000,1,0,1,1000,1024,10000,5,29,524.08333333333337
2,1,2,10,10,0,1,1000,1024,10000,5,0,2480.6666666666665
2,1,2,10,1,1,1,1000,512,10000,5,0,771.0
2,10,4,10,10,1,1000,10,512,100,5,0,1951.9166666666667
4,10,4,1000000,10,1,1000,10,512,100,5,0,806.66666666666663
2,1,2,1000000,1,1,1,1000,512,10000,5,29,800.16666666666663
2,1,2,1000000,10,0,1,1000,512,10000,5,29,2602.4166666666665
2,10,4,10,1,0,1000,1000,512,10000,2,0,3510.75
2,10,4,1000000,10,1,1000,10,512,100,5,29,1807.0
4,1,2,10,10,0,1,10,1024,100,2,29,1208.8333333333333
4,10,4,10,10,0,1,1000,1024,10000,5,29,1130.0
2,10,4,1000000,10,0,1,1000,512,10000,5,0,2410.25
4,1,4,10,1,1,1000,1000,1024,10000,2,29,2105.6666666666665
4,10,2,1000000,10,0,1000,1000,512,10000,2,0,647.58333333333337
