SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrand100K.3
0,0,1,1,0,0,1,1,0,1,1,1,1,0,0.0716202270382
0,1,1,1,1,0,1,0,0,0,1,0,1,0,0.0254901960784
0,0,0,1,0,0,0,0,0,1,0,1,1,0,0.084004127967
0,1,0,1,0,0,1,0,0,1,1,0,1,1,0.0956656346749
0,0,1,1,1,0,1,0,1,1,1,0,1,0,0.0232198142415
0,0,0,1,1,0,1,0,1,1,0,0,1,0,0.0606811145511
0,0,1,0,0,0,0,0,1,0,1,0,1,1,0.102476780186
0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.0571723426213
0,1,1,1,1,1,1,0,1,1,0,1,1,1,0.232404540764
1,1,0,1,0,0,0,1,0,1,0,1,0,0,0.163261093911
1,0,1,1,0,0,0,1,1,1,1,0,0,0,0.0377708978328
1,1,0,0,1,1,1,0,0,0,0,1,1,0,0.0688338493292
1,0,0,1,1,1,1,0,1,1,1,1,0,1,0.146336429309
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0708978328173
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0.050257997936
0,0,1,1,0,0,1,1,0,0,1,1,0,0,0.0719298245614
1,1,1,0,1,0,1,1,1,1,0,1,0,0,0.107946336429
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.0572755417957
1,1,0,0,1,0,0,0,1,0,0,1,1,0,0.0953560371517
0,1,0,1,1,0,0,0,0,0,0,1,1,0,0.0915376676987
1,0,0,1,0,1,0,0,1,1,1,1,1,0,0.0898864809082
1,1,1,1,1,1,0,0,1,1,1,0,0,0,0.0610939112487
1,0,1,0,1,1,0,0,1,1,1,1,0,1,0.0733746130031
0,0,1,1,0,1,0,1,0,0,1,1,0,1,0.167079463364
0,1,0,1,0,0,1,1,1,1,1,0,1,1,0.0418988648091
1,0,0,1,1,1,1,0,1,0,0,1,1,0,0.0783281733746
1,0,0,1,1,0,1,0,1,1,0,1,1,0,0.09391124871
0,0,1,1,0,0,0,0,1,1,0,0,1,0,0.0302373581011
0,0,0,0,1,1,1,1,1,0,1,0,1,0,0.0649122807018
1,0,0,1,1,1,1,1,1,0,1,0,0,1,0.0938080495356
1,1,0,0,0,1,0,0,1,0,0,1,0,0,0.0931888544892
1,0,1,1,0,0,0,0,0,0,1,1,0,0,0.0740970072239
1,0,1,0,1,0,0,0,1,0,0,1,0,0,0.0974200206398
0,1,1,1,1,1,0,1,1,0,0,0,0,0,0.0688338493292
0,1,0,0,0,1,0,0,1,0,1,1,0,0,0.0532507739938
1,0,0,0,1,1,0,0,0,1,1,0,0,1,0.0461300309598
1,1,0,1,1,0,0,1,1,0,0,1,0,0,0.124458204334
1,0,1,1,0,1,0,1,1,1,1,0,1,1,0.0344685242518
0,1,1,0,1,1,1,0,0,1,1,0,0,1,0.0377708978328
1,1,0,1,0,0,1,1,0,0,1,1,1,0,0.0821465428277
0,1,0,1,1,0,1,1,0,1,1,0,1,0,0.0346749226006
1,0,0,1,1,0,1,1,0,1,0,1,0,1,0.0976264189886
1,1,1,0,1,0,0,0,1,0,0,0,0,1,0.261403508772
0,0,1,1,0,0,1,0,0,1,0,1,0,1,0.102786377709
0,1,1,0,0,0,1,1,0,0,1,0,0,1,0.0343653250774
0,1,1,1,1,1,0,0,0,1,1,1,0,1,0.15128998968
1,0,1,0,0,0,1,0,1,0,0,1,0,0,0.0676986584107
0,0,1,0,0,1,1,0,1,0,0,0,1,1,0.0815273477812
1,1,1,0,0,0,0,1,0,0,1,1,1,1,0.100722394221
0,0,0,1,0,1,1,1,1,1,0,0,0,0,0.00753353973168
0,1,1,0,0,0,0,0,1,0,1,1,1,1,0.0369453044376
0,1,0,0,0,0,0,1,0,1,1,1,1,0,0.114963880289
0,1,1,1,1,0,1,1,1,1,1,0,0,0,0.0686274509804
0,0,0,1,1,0,0,0,0,1,1,1,0,1,0.0952528379773
1,0,1,0,0,1,0,0,0,0,0,0,1,1,0.0456140350877
1,0,1,0,1,1,0,0,1,1,0,1,0,0,0.0824561403509
0,1,1,1,0,1,0,0,0,0,0,1,0,0,0.106707946336
1,0,1,1,0,1,0,1,0,0,0,0,1,1,0.0699690402477
0,1,1,1,1,0,0,1,1,1,1,0,0,0,0.033746130031
0,1,0,1,1,0,1,0,0,1,1,0,1,0,0.0527347781218
0,0,1,1,1,0,0,1,1,1,1,0,1,0,0.0249742002064
1,0,1,1,1,1,1,1,0,1,1,0,1,0,0.0955624355005
0,0,1,1,1,0,1,0,0,1,1,1,0,1,0.0772961816305
1,1,0,0,0,0,1,1,1,1,1,0,1,0,0.056862745098
0,1,1,1,0,1,0,0,0,0,1,1,1,0,0.0788441692466
1,1,1,1,0,1,1,1,1,1,1,0,1,1,0.0562435500516
1,1,1,0,0,0,1,0,0,1,1,0,1,1,0.024871001032
1,0,0,0,0,1,1,1,1,1,0,1,1,0,0.113931888545
1,1,0,1,1,0,1,1,0,1,0,1,1,1,0.086790505676
1,0,1,1,1,1,0,0,1,0,1,0,0,1,0.102683178535
0,0,1,1,0,0,1,0,0,0,1,0,1,0,0.0200206398349
1,1,0,1,0,1,0,1,0,1,0,0,0,0,0.0691434468524
1,1,1,0,0,1,1,0,1,0,0,1,0,0,0.137254901961
1,1,0,1,0,1,1,0,1,1,0,1,0,1,0.090092879257
1,0,1,0,1,0,1,1,0,1,0,1,1,0,0.0731682146543
1,0,1,1,0,1,0,0,1,0,1,1,0,1,0.0883384932921
1,0,0,0,1,0,0,1,0,1,1,0,1,1,0.0760577915377
1,0,0,1,0,0,0,1,1,1,1,0,0,0,0.0676986584107
1,0,1,0,0,1,1,1,1,1,1,0,0,1,0.0513931888545
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0399380804954
0,1,1,1,1,1,0,0,1,1,0,0,1,1,0.0378740970072
1,1,1,1,1,1,0,1,0,0,0,1,1,0,0.158410732714
1,1,1,1,0,0,1,0,1,1,0,0,1,0,0.105882352941
0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.127760577915
0,1,0,1,1,0,1,0,1,1,1,0,0,1,0.116511867905
0,0,1,1,0,1,0,1,1,0,0,0,0,0,0.0382868937049
0,0,1,1,0,1,0,1,0,1,0,0,1,0,0.0299277605779
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.0185758513932
0,1,1,0,1,0,0,1,0,0,0,1,1,0,0.128173374613
0,1,1,1,0,1,0,1,0,0,1,1,1,1,0.0488132094943
1,1,0,0,1,1,1,0,0,1,1,1,1,1,0.0704850361197
1,1,1,0,0,0,0,1,1,0,0,1,1,1,0.0801857585139
1,1,1,1,1,1,0,1,1,0,0,0,1,0,0.0498452012384
1,1,0,0,0,1,0,1,1,0,1,1,1,0,0.109081527348
0,1,0,0,0,1,0,1,1,0,0,1,0,0,0.14778121775
1,0,1,1,1,1,0,1,1,0,0,1,1,1,0.0633642930857
1,0,0,1,1,1,0,0,1,0,1,0,1,1,0.0504643962848
0,1,0,1,1,1,0,1,1,0,0,1,1,0,0.078431372549
1,1,1,1,1,1,1,1,1,0,0,0,1,0,0.10608875129
0,0,1,1,1,1,0,1,1,1,1,1,1,1,0.0628482972136
0,1,1,0,0,0,0,0,0,1,0,1,1,1,0.14778121775
1,0,1,0,0,0,1,1,1,0,0,0,0,1,0.105572755418
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0499484004128
0,1,1,0,1,1,1,1,1,1,0,0,1,1,0.107223942208
1,1,1,1,1,0,1,0,1,0,0,0,1,1,0.0760577915377
1,1,1,0,0,1,0,0,0,1,1,1,0,0,0.0918472652219
0,1,1,1,1,0,1,0,0,1,1,1,1,0,0.0786377708978
1,1,1,1,1,0,1,0,1,1,0,1,1,0,0.0557275541796
1,0,0,0,1,0,1,1,1,1,0,0,0,0,0.0571723426213
0,1,0,0,0,1,0,1,1,0,0,1,1,1,0.07564499484
0,1,0,0,1,0,0,1,1,1,0,0,1,1,0.0920536635707
0,1,1,0,0,0,0,0,1,1,0,1,0,1,0.123735810114
1,0,0,1,1,1,0,1,0,1,1,1,1,0,0.0874097007224
0,0,1,0,1,0,0,1,1,1,1,0,1,0,0.0350877192982
0,1,1,1,1,0,0,1,1,1,1,1,1,1,0.0571723426213
1,0,0,1,1,1,0,1,0,1,1,1,0,1,0.0578947368421
0,0,0,1,0,0,1,0,0,1,1,1,1,1,0.0785345717234
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0415892672859
1,1,0,1,0,1,1,0,1,1,0,0,0,1,0.0450980392157
1,1,1,0,1,0,1,1,0,0,1,1,0,1,0.0886480908153
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.0478844169247
1,1,0,1,1,0,1,0,1,1,1,1,1,1,0.106501547988
0,0,1,1,1,1,0,1,0,0,0,1,0,1,0.139834881321
0,0,1,1,1,1,1,0,1,0,0,1,0,0,0.171620227038
0,1,1,1,0,0,0,0,0,1,1,1,1,1,0.136842105263
0,1,1,0,1,1,0,0,1,1,1,1,0,1,0.0663570691434
1,0,0,1,1,1,1,0,0,1,0,1,0,0,0.0848297213622
0,1,0,1,1,1,1,1,1,0,0,1,1,1,0.170897832817
1,0,1,1,0,0,0,0,0,0,1,1,1,0,0.146026831785
1,1,0,0,0,1,0,1,0,1,1,1,0,1,0.0948400412797
0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.0719298245614
0,1,1,0,1,0,1,0,0,0,0,1,1,1,0.0844169246646
1,0,1,1,0,0,0,0,1,1,1,0,0,0,0.0274509803922
1,1,1,0,1,1,0,1,1,0,0,1,0,1,0.0471620227038
0,1,1,1,1,1,1,0,0,1,0,0,0,0,0.0667698658411
1,0,1,0,1,1,0,1,1,1,1,1,1,0,0.0670794633643
0,0,1,0,1,0,0,1,1,0,0,1,0,0,0.0500515995872
1,0,0,1,1,1,0,1,0,1,0,0,1,0,0.0484004127967
1,0,1,1,1,0,0,0,1,0,0,1,0,1,0.0618163054696
1,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0887512899897
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0274509803922
0,1,1,0,0,0,1,0,0,1,1,1,1,1,0.0658410732714
0,1,1,1,0,1,1,0,1,1,0,1,0,0,0.164602683179
0,0,0,0,1,1,1,1,1,0,0,1,1,1,0.0364293085655
1,1,1,0,0,1,1,0,1,0,0,1,1,1,0.186790505676
0,1,1,0,0,1,1,0,1,0,0,0,0,0,0.11919504644
1,1,1,0,0,1,0,1,1,1,1,0,1,0,0.100103199174
0,1,1,1,0,1,0,0,1,0,0,0,1,0,0.0738906088751
1,1,1,1,0,1,0,0,1,0,1,1,1,1,0.0942208462332
1,1,1,0,1,0,1,1,0,1,1,1,0,0,0.0996904024768
1,1,0,1,0,0,1,0,0,0,0,1,0,0,0.0973168214654
1,1,0,0,1,0,0,0,1,1,1,0,1,1,0.0818369453044
1,1,0,0,0,1,0,1,0,0,0,1,0,0,0.117543859649
0,1,0,1,1,1,1,0,0,1,1,0,0,0,0.028689370485
0,1,0,0,1,1,0,0,0,0,0,1,1,1,0.0640866873065
0,0,1,0,1,1,1,1,0,1,0,0,1,0,0.0625386996904
0,0,0,0,0,1,1,1,1,0,1,0,1,1,0.0653250773994
0,1,1,1,1,1,0,0,0,1,0,1,0,1,0.0887512899897
1,1,1,1,1,0,1,0,1,0,0,1,1,1,0.135810113519
0,1,1,1,0,1,1,0,0,1,1,0,1,1,0.12693498452
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.0950464396285
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.13818369453
0,1,0,0,0,0,0,0,0,1,1,0,1,1,0.0352941176471
1,1,0,0,1,1,1,1,1,1,1,0,0,1,0.113519091847
0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.072342621259
1,1,1,1,0,0,1,0,0,1,1,1,0,1,0.129102167183
1,1,0,1,0,0,0,0,0,1,1,0,1,0,0.0711042311662
1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.0622291021672
0,0,0,1,0,1,1,1,1,0,0,1,0,1,0.127038183695
1,1,0,0,0,0,1,0,1,1,0,0,1,0,0.0275541795666
0,0,0,1,1,1,0,1,1,0,1,0,1,0,0.0725490196078
1,1,0,0,1,1,1,1,0,0,1,0,1,1,0.0522187822497
0,1,0,1,0,1,0,1,1,1,0,1,0,1,0.142311661507
0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.147884416925
1,0,0,0,1,0,1,1,1,0,0,1,1,0,0.158410732714
0,0,1,1,1,1,1,1,0,0,1,1,0,1,0.0922600619195
0,0,1,1,0,0,1,1,1,1,1,0,1,1,0.0213622291022
0,1,0,0,1,1,1,0,0,1,1,1,1,1,0.0601651186791
1,0,1,0,1,1,0,1,1,0,0,0,0,1,0.0916408668731
0,1,1,0,1,0,1,1,0,0,0,0,0,0,0.254385964912
1,0,0,0,0,0,1,1,0,0,0,1,1,0,0.0487100103199
1,1,1,1,1,1,1,0,1,0,1,0,0,0,0.116511867905
0,0,0,1,0,1,1,0,1,1,0,0,0,1,0.109700722394
1,0,0,1,1,0,0,1,0,1,1,0,0,0,0.0458204334365
1,0,0,1,0,0,1,0,0,0,1,0,1,0,0.0353973168215
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0.172239422085
1,1,0,1,1,1,1,0,0,0,1,0,1,1,0.0650154798762
1,0,1,1,0,1,0,1,0,1,1,1,1,0,0.142208462332
1,0,1,1,1,0,0,0,1,1,1,1,1,0,0.11568627451
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.0479876160991
0,0,1,0,0,0,1,1,1,1,0,1,1,1,0.0453044375645
0,1,1,1,0,1,0,1,1,0,0,0,0,0,0.11475748194
0,0,1,0,0,0,1,1,1,0,1,1,1,1,0.0859649122807
0,1,0,0,1,0,0,1,1,0,1,1,0,1,0.0665634674923
1,1,1,1,0,1,1,0,1,0,1,1,1,0,0.0728586171311
1,1,0,0,1,0,1,1,0,1,1,0,0,1,0.0514963880289
1,0,1,1,1,1,0,1,1,1,1,1,1,1,0.0907120743034
0,0,1,1,1,0,1,0,1,1,1,1,1,0,0.111661506708
0,1,0,1,1,1,1,1,1,0,1,0,1,1,0.0459236326109
0,0,0,0,0,1,1,0,1,1,1,0,1,0,0.0274509803922
1,0,0,0,0,0,1,1,0,1,1,0,1,0,0.0646026831785
0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.0434468524252
1,1,0,1,0,0,1,1,1,0,0,1,1,1,0.0583075335397
1,0,0,0,1,1,1,1,0,0,0,1,0,1,0.0841073271414
1,0,1,0,1,0,1,1,0,1,0,1,0,0,0.0982456140351
1,0,1,0,1,1,0,1,0,1,1,1,0,1,0.0915376676987
1,0,1,1,0,0,0,0,1,1,1,1,1,0,0.144891640867
0,0,1,0,1,1,1,0,0,0,0,0,1,0,0.0411764705882
0,1,0,1,1,1,1,1,1,1,1,0,1,0,0.0444788441692
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0.00753353973168
1,0,0,1,0,0,1,1,0,1,1,1,0,1,0.0520123839009
0,1,0,0,0,0,0,0,1,1,0,0,0,1,0.0423116615067
0,0,1,0,0,1,1,0,1,1,1,1,0,0,0.235810113519
1,0,1,1,0,1,1,1,1,0,0,0,1,1,0.068524251806
0,1,0,0,1,1,1,1,0,0,0,1,1,0,0.0724458204334
1,1,0,0,0,0,0,1,1,1,0,1,0,0,0.0830753353973
0,0,1,1,0,1,1,1,0,0,0,1,1,0,0.0569659442724
1,0,1,0,0,0,1,1,1,0,1,0,0,1,0.208049535604
0,1,1,0,0,1,0,0,0,1,1,0,0,1,0.0521155830753
1,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0823529411765
1,0,0,1,0,1,0,0,1,0,1,1,0,0,0.0635706914345
1,1,1,0,1,0,1,1,0,1,0,0,0,1,0.0576883384933
1,1,0,0,1,1,0,1,0,0,0,1,1,1,0.107430340557
1,0,1,1,0,1,1,1,1,1,0,1,0,1,0.0931888544892
0,0,0,0,1,0,1,1,1,0,1,0,0,1,0.0522187822497
0,1,1,1,0,1,0,1,0,1,1,1,0,1,0.502167182663
0,0,1,0,1,1,0,0,0,0,0,1,1,1,0.0561403508772
0,1,0,1,0,1,0,0,1,0,1,1,1,1,0.0665634674923
0,1,1,0,0,0,1,1,0,0,0,0,0,1,0.0511867905057
0,1,1,1,1,0,1,0,0,0,0,0,0,1,0.0541795665635
1,1,1,1,0,1,0,0,1,0,0,1,0,1,0.112487100103
1,0,1,0,0,1,0,1,1,0,1,1,0,0,0.160577915377
1,0,1,0,0,0,0,1,1,0,1,0,1,0,0.0199174406605
0,1,1,0,0,1,0,0,1,0,1,0,1,1,0.0364293085655
0,0,0,0,0,0,1,0,1,0,1,1,1,0,0.0655314757482
0,0,1,0,1,1,1,0,1,0,0,1,0,0,0.0465428276574
0,0,1,1,1,0,0,0,1,0,0,1,0,0,0.104953560372
1,0,1,1,1,0,0,1,0,0,1,1,1,0,0.0875128998968
0,0,1,0,1,1,0,1,0,1,0,0,1,1,0.028689370485
1,1,0,0,1,0,0,1,1,1,1,0,1,1,0.0853457172343
1,1,0,0,1,1,0,1,0,0,0,1,0,1,0.0847265221878
1,0,1,1,0,0,0,0,0,1,0,0,1,0,0.0890608875129
1,1,0,0,0,1,0,0,1,1,0,0,1,0,0.077915376677
0,1,0,1,1,0,0,0,0,0,0,1,1,0,0.194633642931
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.0539731682147
1,1,1,0,0,1,0,1,1,0,0,0,1,0,0.0547987616099
1,0,0,1,0,1,1,0,1,1,1,1,1,1,0.0940144478844
1,1,0,1,1,0,1,1,1,1,1,1,1,0,0.15995872033
1,0,0,1,1,1,1,1,0,1,1,0,0,1,0.131269349845
0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.0734778121775
1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.0533539731682
1,1,1,1,0,0,1,1,0,0,0,0,0,1,0.0618163054696
0,1,1,0,0,0,1,1,1,1,0,1,0,1,0.0444788441692
0,0,0,1,1,0,1,0,0,0,0,1,1,0,0.0708978328173
0,1,0,1,1,0,1,0,1,0,0,0,1,0,0.0463364293086
0,0,0,0,1,0,0,1,1,0,1,1,0,1,0.0885448916409
1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.0895768833849
0,1,0,1,1,1,0,1,0,1,0,0,0,1,0.0445820433437
1,0,0,1,0,0,0,1,0,0,1,1,0,0,0.135397316821
0,0,0,1,1,0,1,1,1,0,1,1,0,1,0.0963880288958
1,1,0,1,0,0,1,0,0,1,1,0,1,0,0.0673890608875
0,0,0,1,0,1,0,1,1,0,1,1,0,1,0.101135190918
1,1,1,0,0,1,1,1,1,1,0,1,1,0,0.0749226006192
0,1,0,0,0,1,1,1,0,1,1,0,1,0,0.153353973168
1,1,0,0,0,0,1,1,1,1,1,1,0,1,0.163570691434
1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.0325077399381
1,1,0,0,1,0,0,0,0,1,0,0,1,1,0.065221878225
1,0,0,1,1,1,1,1,1,1,1,1,0,1,0.182972136223
1,1,0,0,0,1,0,0,1,1,1,0,1,1,0.0851393188854
1,0,1,1,1,0,1,0,0,0,0,1,1,1,0.0839009287926
1,1,1,1,1,1,0,0,0,1,1,0,0,0,0.0678018575851
0,1,1,1,1,1,0,0,0,1,0,1,1,1,0.151496388029
0,0,1,1,1,1,1,1,1,0,0,0,1,0,0.572858617131
1,0,1,1,1,1,0,1,0,1,1,0,1,0,0.0521155830753
0,1,0,1,1,0,0,1,1,0,0,1,0,0,0.126109391125
1,1,0,0,0,1,1,1,1,0,0,0,0,1,0.0825593395253
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.0859649122807
0,1,1,1,0,0,1,1,1,1,1,0,0,1,0.0590299277606
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.110835913313
1,1,0,1,1,1,0,0,1,1,1,0,0,0,0.0859649122807
0,1,0,1,0,0,1,1,0,1,0,0,0,1,0.0561403508772
0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.0821465428277
0,1,0,0,1,0,0,1,0,1,0,1,1,0,0.0794633642931
0,0,1,0,1,1,1,1,0,0,0,0,1,1,0.0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0515995872033
0,0,0,0,0,0,1,1,1,1,0,0,1,0,0.0584107327141
1,1,1,1,1,0,1,0,1,0,1,0,0,0,0.137151702786
0,0,1,0,1,1,0,1,0,0,0,0,1,1,0.0985552115583
0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.114551083591
1,0,0,0,1,0,0,1,1,0,1,1,1,0,0.084520123839
1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0362229102167
0,0,0,1,0,1,1,0,0,1,0,0,0,0,0.0957688338493
0,1,1,1,0,0,0,0,0,1,0,1,0,0,0.121155830753
0,1,1,1,1,0,1,1,1,0,1,0,1,0,0.0614035087719
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0631578947368
1,0,0,0,1,0,0,1,1,1,0,1,1,0,0.0955624355005
0,1,1,0,0,0,1,0,0,0,1,1,0,1,0.118988648091
1,0,1,0,1,1,1,0,0,1,1,0,0,0,0.169659442724
1,0,0,1,0,0,1,0,0,1,1,1,0,1,0.151909184727
1,0,0,0,0,0,1,1,1,0,1,0,1,0,0.120536635707
1,1,0,0,0,0,0,1,0,0,1,1,1,0,0.171207430341
0,1,1,1,0,0,1,1,0,1,1,1,1,0,0.0790505675955
1,1,0,1,1,0,0,1,0,0,1,1,0,0,0.128482972136
1,1,0,1,0,0,1,0,0,1,1,1,1,1,0.139834881321
0,1,0,0,0,1,0,1,0,1,1,1,1,0,0.0716202270382
0,1,1,1,1,0,0,1,0,1,1,0,1,1,0.0714138286894
0,0,0,0,0,0,1,0,1,0,1,0,1,1,0.0311661506708
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0.0573787409701
0,1,1,1,1,1,1,1,0,0,1,0,1,1,0.0551083591331
0,1,0,0,1,0,0,1,0,1,0,0,1,1,0.0770897832817
1,0,1,0,0,0,0,1,0,0,1,1,0,0,0.13560371517
