SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readrand100K.2
0,1,0,1,1,1,0,0,1,1,0,0,1,0,0.209219330855
0,1,1,1,1,1,1,0,1,1,1,0,1,0,0.270037174721
0,1,0,1,0,0,1,1,1,1,1,0,0,0,0.276579925651
1,0,1,1,1,0,1,0,1,1,0,1,1,0,0.429144981413
1,0,0,1,1,1,1,0,0,0,1,1,1,0,0.396431226766
1,0,0,1,0,0,1,1,0,0,0,0,0,1,0.0654275092937
1,1,1,0,0,1,0,0,1,0,1,0,1,1,0.189591078067
0,0,1,1,0,1,0,1,1,1,0,0,0,0,0.416802973978
1,0,0,0,1,1,0,1,0,1,1,1,1,0,0.270334572491
1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.202527881041
0,0,1,0,1,1,1,0,0,0,1,0,0,0,0.0435687732342
1,1,1,0,0,0,0,0,0,1,1,0,0,0,0.116431226766
0,0,0,0,0,1,1,1,1,0,0,1,1,0,0.248921933086
0,0,1,1,1,0,1,1,0,0,1,0,0,0,0.56594795539
0,1,0,0,0,1,1,1,1,1,0,1,1,0,0.307211895911
0,0,0,1,0,0,0,0,0,1,1,0,0,1,0.441486988848
1,0,0,0,1,1,0,1,0,1,1,1,0,0,0.383197026022
0,0,1,1,0,0,1,1,0,1,1,1,1,0,1.0
0,1,1,1,1,0,1,0,0,0,1,0,1,0,0.311226765799
0,0,0,1,0,0,0,0,0,1,0,1,1,0,0.413382899628
0,1,0,1,0,0,1,0,0,1,1,0,1,1,0.320892193309
0,0,1,1,1,0,1,0,1,1,1,0,1,0,0.0450557620818
0,0,0,1,1,0,1,0,1,1,0,0,1,0,0.265130111524
0,0,1,0,0,0,0,0,1,0,1,0,1,1,0.394349442379
0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.194795539033
0,1,1,1,1,1,1,0,1,1,0,1,1,1,0.299925650558
1,1,0,1,0,0,0,1,0,1,0,1,0,0,0.359553903346
1,0,1,1,0,0,0,1,1,1,1,0,0,0,0.325055762082
1,1,0,0,1,1,1,0,0,0,0,1,1,0,0.19063197026
1,0,0,1,1,1,1,0,1,1,1,1,0,1,0.282081784387
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.124163568773
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0.422899628253
0,0,1,1,0,0,1,1,0,0,1,1,0,0,0.278215613383
1,1,1,0,1,0,1,1,1,1,0,1,0,0,0.467211895911
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.291152416357
1,1,0,0,1,0,0,0,1,0,0,1,1,0,0.287286245353
0,1,0,1,1,0,0,0,0,0,0,1,1,0,0.204907063197
1,0,0,1,0,1,0,0,1,1,1,1,1,0,0.44594795539
1,1,1,1,1,1,0,0,1,1,1,0,0,0,0.184981412639
1,0,1,0,1,1,0,0,1,1,1,1,0,1,0.291301115242
0,0,1,1,0,1,0,1,0,0,1,1,0,1,0.456951672862
0,1,0,1,0,0,1,1,1,1,1,0,1,1,0.0834200743494
1,0,0,1,1,1,1,0,1,0,0,1,1,0,0.263048327138
1,0,0,1,1,0,1,0,1,1,0,1,1,0,0.257843866171
0,0,1,1,0,0,0,0,1,1,0,0,1,0,0.310780669145
0,0,0,0,1,1,1,1,1,0,1,0,1,0,0.238513011152
1,0,0,1,1,1,1,1,1,0,1,0,0,1,0.364460966543
1,1,0,0,0,1,0,0,1,0,0,1,0,0,0.136208178439
1,0,1,1,0,0,0,0,0,0,1,1,0,0,0.198661710037
1,0,1,0,1,0,0,0,1,0,0,1,0,0,0.148252788104
0,1,1,1,1,1,0,1,1,0,0,0,0,0,0.0551672862454
0,1,0,0,0,1,0,0,1,0,1,1,0,0,0.2156133829
1,0,0,0,1,1,0,0,0,1,1,0,0,1,0.324312267658
1,1,0,1,1,0,0,1,1,0,0,1,0,0,0.127732342007
1,0,1,1,0,1,0,1,1,1,1,0,1,1,0.0523420074349
0,1,1,0,1,1,1,0,0,1,1,0,0,1,0.281784386617
1,1,0,1,0,0,1,1,0,0,1,1,1,0,0.241784386617
0,1,0,1,1,0,1,1,0,1,1,0,1,0,0.0936802973978
1,0,0,1,1,0,1,1,0,1,0,1,0,1,0.461412639405
1,1,1,0,1,0,0,0,1,0,0,0,0,1,0.378884758364
0,0,1,1,0,0,1,0,0,1,0,1,0,1,0.41873605948
0,1,1,0,0,0,1,1,0,0,1,0,0,1,0.192416356877
0,1,1,1,1,1,0,0,0,1,1,1,0,1,0.0918959107807
1,0,1,0,0,0,1,0,1,0,0,1,0,0,0.363568773234
0,0,1,0,0,1,1,0,1,0,0,0,1,1,0.0331598513011
1,1,1,0,0,0,0,1,0,0,1,1,1,1,0.0440148698885
0,0,0,1,0,1,1,1,1,1,0,0,0,0,0.408475836431
0,1,1,0,0,0,0,0,1,0,1,1,1,1,0.353903345725
0,1,0,0,0,0,0,1,0,1,1,1,1,0,0.258587360595
0,1,1,1,1,0,1,1,1,1,1,0,0,0,0.0966542750929
0,0,0,1,1,0,0,0,0,1,1,1,0,1,0.459628252788
1,0,1,0,0,1,0,0,0,0,0,0,1,1,0.165204460967
1,0,1,0,1,1,0,0,1,1,0,1,0,0,0.180371747212
0,1,1,1,0,1,0,0,0,0,0,1,0,0,0.189591078067
1,0,1,1,0,1,0,1,0,0,0,0,1,1,0.31970260223
0,1,1,1,1,0,0,1,1,1,1,0,0,0,0.441933085502
0,1,0,1,1,0,1,0,0,1,1,0,1,0,0.192713754647
0,0,1,1,1,0,0,1,1,1,1,0,1,0,0.40282527881
1,0,1,1,1,1,1,1,0,1,1,0,1,0,0.255167286245
0,0,1,1,1,0,1,0,0,1,1,1,0,1,0.462007434944
1,1,0,0,0,0,1,1,1,1,1,0,1,0,0.133531598513
0,1,1,1,0,1,0,0,0,0,1,1,1,0,0.274944237918
1,1,1,1,0,1,1,1,1,1,1,0,1,1,0.194795539033
1,1,1,0,0,0,1,0,0,1,1,0,1,1,0.326394052045
1,0,0,0,0,1,1,1,1,1,0,1,1,0,0.330557620818
1,1,0,1,1,0,1,1,0,1,0,1,1,1,0.290557620818
1,0,1,1,1,1,0,0,1,0,1,0,0,1,0.318066914498
0,0,1,1,0,0,1,0,0,0,1,0,1,0,0.248327137546
1,1,0,1,0,1,0,1,0,1,0,0,0,0,0.165650557621
1,1,1,0,0,1,1,0,1,0,0,1,0,0,0.569962825279
1,1,0,1,0,1,1,0,1,1,0,1,0,1,0.433159851301
1,0,1,0,1,0,1,1,0,1,0,1,1,0,0.291449814126
1,0,1,1,0,1,0,0,1,0,1,1,0,1,0.153011152416
1,0,0,0,1,0,0,1,0,1,1,0,1,1,0.272862453532
1,0,0,1,0,0,0,1,1,1,1,0,0,0,0.227955390335
1,0,1,0,0,1,1,1,1,1,1,0,0,1,0.278364312268
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0645353159851
0,1,1,1,1,1,0,0,1,1,0,0,1,1,0.221858736059
1,1,1,1,1,1,0,1,0,0,0,1,1,0,0.16624535316
1,1,1,1,0,0,1,0,1,1,0,0,1,0,0.363866171004
0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.243568773234
0,1,0,1,1,0,1,0,1,1,1,0,0,1,0.364609665428
0,0,1,1,0,1,0,1,1,0,0,0,0,0,0.16312267658
0,0,1,1,0,1,0,1,0,1,0,0,1,0,0.180371747212
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.216356877323
0,1,1,0,1,0,0,1,0,0,0,1,1,0,0.0557620817844
0,1,1,1,0,1,0,1,0,0,1,1,1,1,0.0163568773234
1,1,0,0,1,1,1,0,0,1,1,1,1,1,0.297843866171
1,1,1,0,0,0,0,1,1,0,0,1,1,1,0.19405204461
1,1,1,1,1,1,0,1,1,0,0,0,1,0,0.0679553903346
1,1,0,0,0,1,0,1,1,0,1,1,1,0,0.026468401487
0,1,0,0,0,1,0,1,1,0,0,1,0,0,0.299330855019
1,0,1,1,1,1,0,1,1,0,0,1,1,1,0.145278810409
1,0,0,1,1,1,0,0,1,0,1,0,1,1,0.189888475836
0,1,0,1,1,1,0,1,1,0,0,1,1,0,0.0932342007435
1,1,1,1,1,1,1,1,1,0,0,0,1,0,0.344535315985
0,0,1,1,1,1,0,1,1,1,1,1,1,1,0.492044609665
0,1,1,0,0,0,0,0,0,1,0,1,1,1,0.0844609665428
1,0,1,0,0,0,1,1,1,0,0,0,0,1,0.277620817844
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.319553903346
0,1,1,0,1,1,1,1,1,1,0,0,1,1,0.25531598513
1,1,1,1,1,0,1,0,1,0,0,0,1,1,0.275539033457
1,1,1,0,0,1,0,0,0,1,1,1,0,0,0.275836431227
0,1,1,1,1,0,1,0,0,1,1,1,1,0,0.356282527881
1,1,1,1,1,0,1,0,1,1,0,1,1,0,0.250260223048
1,0,0,0,1,0,1,1,1,1,0,0,0,0,0.442973977695
0,1,0,0,0,1,0,1,1,0,0,1,1,1,0.196728624535
0,1,0,0,1,0,0,1,1,1,0,0,1,1,0.453531598513
0,1,1,0,0,0,0,0,1,1,0,1,0,1,0.594498141264
1,0,0,1,1,1,0,1,0,1,1,1,1,0,0.18750929368
0,0,1,0,1,0,0,1,1,1,1,0,1,0,0.426914498141
0,1,1,1,1,0,0,1,1,1,1,1,1,1,0.338289962825
1,0,0,1,1,1,0,1,0,1,1,1,0,1,0.453828996283
0,0,0,1,0,0,1,0,0,1,1,1,1,1,0.269442379182
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.174126394052
1,1,0,1,0,1,1,0,1,1,0,0,0,1,0.17249070632
1,1,1,0,1,0,1,1,0,0,1,1,0,1,0.319553903346
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.187955390335
1,1,0,1,1,0,1,0,1,1,1,1,1,1,0.410408921933
0,0,1,1,1,1,0,1,0,0,0,1,0,1,0.398215613383
0,0,1,1,1,1,1,0,1,0,0,1,0,0,0.0904089219331
0,1,1,1,0,0,0,0,0,1,1,1,1,1,0.212342007435
0,1,1,0,1,1,0,0,1,1,1,1,0,1,0.231672862454
1,0,0,1,1,1,1,0,0,1,0,1,0,0,0.238066914498
0,1,0,1,1,1,1,1,1,0,0,1,1,1,0.133680297398
1,0,1,1,0,0,0,0,0,0,1,1,1,0,0.428996282528
1,1,0,0,0,1,0,1,0,1,1,1,0,1,0.110334572491
0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.11405204461
0,1,1,0,1,0,1,0,0,0,0,1,1,1,0.108996282528
1,0,1,1,0,0,0,0,1,1,1,0,0,0,0.180074349442
1,1,1,0,1,1,0,1,1,0,0,1,0,1,0.252639405204
0,1,1,1,1,1,1,0,0,1,0,0,0,0,0.426468401487
1,0,1,0,1,1,0,1,1,1,1,1,1,0,0.24624535316
0,0,1,0,1,0,0,1,1,0,0,1,0,0,0.0789591078067
1,0,0,1,1,1,0,1,0,1,0,0,1,0,0.175910780669
1,0,1,1,1,0,0,0,1,0,0,1,0,1,0.384832713755
1,0,0,0,1,1,1,1,1,1,1,1,0,0,0.449219330855
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.113308550186
0,1,1,0,0,0,1,0,0,1,1,1,1,1,0.187955390335
0,1,1,1,0,1,1,0,1,1,0,1,0,0,0.404014869888
0,0,0,0,1,1,1,1,1,0,0,1,1,1,0.18126394052
1,1,1,0,0,1,1,0,1,0,0,1,1,1,0.176208178439
0,1,1,0,0,1,1,0,1,0,0,0,0,0,0.236282527881
1,1,1,0,0,1,0,1,1,1,1,0,1,0,0.172639405204
0,1,1,1,0,1,0,0,1,0,0,0,1,0,0.278661710037
1,1,1,1,0,1,0,0,1,0,1,1,1,1,0.39092936803
1,1,1,0,1,0,1,1,0,1,1,1,0,0,0.351821561338
1,1,0,1,0,0,1,0,0,0,0,1,0,0,0.151672862454
1,1,0,0,1,0,0,0,1,1,1,0,1,1,0.551821561338
1,1,0,0,0,1,0,1,0,0,0,1,0,0,0.34750929368
0,1,0,1,1,1,1,0,0,1,1,0,0,0,0.508847583643
0,1,0,0,1,1,0,0,0,0,0,1,1,1,0.124312267658
0,0,1,0,1,1,1,1,0,1,0,0,1,0,0.355985130112
0,0,0,0,0,1,1,1,1,0,1,0,1,1,0.36936802974
0,1,1,1,1,1,0,0,0,1,0,1,0,1,0.252044609665
1,1,1,1,1,0,1,0,1,0,0,1,1,1,0.482527881041
0,1,1,1,0,1,1,0,0,1,1,0,1,1,0.117918215613
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.111821561338
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.23405204461
0,1,0,0,0,0,0,0,0,1,1,0,1,1,0.376654275093
1,1,0,0,1,1,1,1,1,1,1,0,0,1,0.412788104089
0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.377397769517
1,1,1,1,0,0,1,0,0,1,1,1,0,1,0.374275092937
1,1,0,1,0,0,0,0,0,1,1,0,1,0,0.166988847584
1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.169962825279
0,0,0,1,0,1,1,1,1,0,0,1,0,1,0.315687732342
1,1,0,0,0,0,1,0,1,1,0,0,1,0,0.441635687732
0,0,0,1,1,1,0,1,1,0,1,0,1,0,0.243717472119
1,1,0,0,1,1,1,1,0,0,1,0,1,1,0.173234200743
0,1,0,1,0,1,0,1,1,1,0,1,0,1,0.467955390335
0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.269144981413
1,0,0,0,1,0,1,1,1,0,0,1,1,0,0.109591078067
0,0,1,1,1,1,1,1,0,0,1,1,0,1,0.237620817844
0,0,1,1,0,0,1,1,1,1,1,0,1,1,0.0789591078067
0,1,0,0,1,1,1,0,0,1,1,1,1,1,0.366691449814
1,0,1,0,1,1,0,1,1,0,0,0,0,1,0.293234200743
0,1,1,0,1,0,1,1,0,0,0,0,0,0,0.0688475836431
1,0,0,0,0,0,1,1,0,0,0,1,1,0,0.371152416357
1,1,1,1,1,1,1,0,1,0,1,0,0,0,0.316431226766
0,0,0,1,0,1,1,0,1,1,0,0,0,1,0.126542750929
1,0,0,1,1,0,0,1,0,1,1,0,0,0,0.432118959108
1,0,0,1,0,0,1,0,0,0,1,0,1,0,0.294869888476
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0.0602230483271
1,1,0,1,1,1,1,0,0,0,1,0,1,1,0.406988847584
1,0,1,1,0,1,0,1,0,1,1,1,1,0,0.226468401487
1,0,1,1,1,0,0,0,1,1,1,1,1,0,0.487732342007
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.148401486989
0,0,1,0,0,0,1,1,1,1,0,1,1,1,0.641189591078
0,1,1,1,0,1,0,1,1,0,0,0,0,0,0.150037174721
0,0,1,0,0,0,1,1,1,0,1,1,1,1,0.308698884758
0,1,0,0,1,0,0,1,1,0,1,1,0,1,0.248624535316
1,1,1,1,0,1,1,0,1,0,1,1,1,0,0.149144981413
1,1,0,0,1,0,1,1,0,1,1,0,0,1,0.275092936803
1,0,1,1,1,1,0,1,1,1,1,1,1,1,0.481635687732
0,0,1,1,1,0,1,0,1,1,1,1,1,0,0.401040892193
0,1,0,1,1,1,1,1,1,0,1,0,1,1,0.148996282528
0,0,0,0,0,1,1,0,1,1,1,0,1,0,0.211895910781
1,0,0,0,0,0,1,1,0,1,1,0,1,0,0.226765799257
0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.379776951673
1,1,0,1,0,0,1,1,1,0,0,1,1,1,0.289814126394
1,0,0,0,1,1,1,1,0,0,0,1,0,1,0.391375464684
1,0,1,0,1,0,1,1,0,1,0,1,0,0,0.155687732342
1,0,1,0,1,1,0,1,0,1,1,1,0,1,0.367434944238
1,0,1,1,0,0,0,0,1,1,1,1,1,0,0.443717472119
0,0,1,0,1,1,1,0,0,0,0,0,1,0,0.202379182156
0,1,0,1,1,1,1,1,1,1,1,0,1,0,0.266468401487
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0.208921933086
1,0,0,1,0,0,1,1,0,1,1,1,0,1,0.410706319703
0,1,0,0,0,0,0,0,1,1,0,0,0,1,0.420371747212
0,0,1,0,0,1,1,0,1,1,1,1,0,0,0.230037174721
1,0,1,1,0,1,1,1,1,0,0,0,1,1,0.134423791822
0,1,0,0,1,1,1,1,0,0,0,1,1,0,0.396133828996
1,1,0,0,0,0,0,1,1,1,0,1,0,0,0.308550185874
0,0,1,1,0,1,1,1,0,0,0,1,1,0,0.346171003717
1,0,1,0,0,0,1,1,1,0,1,0,0,1,0.118066914498
0,1,1,0,0,1,0,0,0,1,1,0,0,1,0.432118959108
1,1,0,0,0,0,0,0,0,0,0,1,1,1,0.456208178439
1,0,0,1,0,1,0,0,1,0,1,1,0,0,0.0920446096654
1,1,1,0,1,0,1,1,0,1,0,0,0,1,0.437918215613
1,1,0,0,1,1,0,1,0,0,0,1,1,1,0.282379182156
1,0,1,1,0,1,1,1,1,1,0,1,0,1,0.43970260223
0,0,0,0,1,0,1,1,1,0,1,0,0,1,0.107955390335
0,1,1,1,0,1,0,1,0,1,1,1,0,1,0.428698884758
0,0,1,0,1,1,0,0,0,0,0,1,1,1,0.388698884758
0,1,0,1,0,1,0,0,1,0,1,1,1,1,0.381412639405
0,1,1,0,0,0,1,1,0,0,0,0,0,1,0.388550185874
0,1,1,1,1,0,1,0,0,0,0,0,0,1,0.0840148698885
1,1,1,1,0,1,0,0,1,0,0,1,0,1,0.345278810409
1,0,1,0,0,1,0,1,1,0,1,1,0,0,0.277620817844
1,0,1,0,0,0,0,1,1,0,1,0,1,0,0.478364312268
0,1,1,0,0,1,0,0,1,0,1,0,1,1,0.111524163569
0,0,0,0,0,0,1,0,1,0,1,1,1,0,0.146468401487
0,0,1,0,1,1,1,0,1,0,0,1,0,0,0.244163568773
0,0,1,1,1,0,0,0,1,0,0,1,0,0,0.167881040892
1,0,1,1,1,0,0,1,0,0,1,1,1,0,0.109739776952
0,0,1,0,1,1,0,1,0,1,0,0,1,1,0.133828996283
1,1,0,0,1,0,0,1,1,1,1,0,1,1,0.168773234201
1,1,0,0,1,1,0,1,0,0,0,1,0,1,0.153605947955
1,0,1,1,0,0,0,0,0,1,0,0,1,0,0.388550185874
1,1,0,0,0,1,0,0,1,1,0,0,1,0,0.089219330855
0,1,0,1,1,0,0,0,0,0,0,1,1,0,0.252639405204
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.0321189591078
1,1,1,0,0,1,0,1,1,0,0,0,1,0,0.383345724907
1,0,0,1,0,1,1,0,1,1,1,1,1,1,0.236282527881
1,1,0,1,1,0,1,1,1,1,1,1,1,0,0.337992565056
1,0,0,1,1,1,1,1,0,1,1,0,0,1,0.439553903346
0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.333531598513
1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.369219330855
1,1,1,1,0,0,1,1,0,0,0,0,0,1,0.47063197026
0,1,1,0,0,0,1,1,1,1,0,1,0,1,0.20029739777
0,0,0,1,1,0,1,0,0,0,0,1,1,0,0.254721189591
0,1,0,1,1,0,1,0,1,0,0,0,1,0,0.0917472118959
0,0,0,0,1,0,0,1,1,0,1,1,0,1,0.210260223048
1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.336802973978
0,1,0,1,1,1,0,1,0,1,0,0,0,1,0.0689962825279
1,0,0,1,0,0,0,1,0,0,1,1,0,0,0.136059479554
0,0,0,1,1,0,1,1,1,0,1,1,0,1,0.251598513011
1,1,0,1,0,0,1,0,0,1,1,0,1,0,0.180371747212
0,0,0,1,0,1,0,1,1,0,1,1,0,1,0.0831226765799
1,1,1,0,0,1,1,1,1,1,0,1,1,0,0.374721189591
0,1,0,0,0,1,1,1,0,1,1,0,1,0,0.097843866171
1,1,0,0,0,0,1,1,1,1,1,1,0,1,0.475539033457
1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.326542750929
1,1,0,0,1,0,0,0,0,1,0,0,1,1,0.221115241636
1,0,0,1,1,1,1,1,1,1,1,1,0,1,0.218141263941
1,1,0,0,0,1,0,0,1,1,1,0,1,1,0.295762081784
1,0,1,1,1,0,1,0,0,0,0,1,1,1,0.3043866171
1,1,1,1,1,1,0,0,0,1,1,0,0,0,0.250111524164
0,1,1,1,1,1,0,0,0,1,0,1,1,1,0.333977695167
0,0,1,1,1,1,1,1,1,0,0,0,1,0,0.255762081784
1,0,1,1,1,1,0,1,0,1,1,0,1,0,0.154349442379
0,1,0,1,1,0,0,1,1,0,0,1,0,0,0.294572490706
1,1,0,0,0,1,1,1,1,0,0,0,0,1,0.361338289963
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.208029739777
0,1,1,1,0,0,1,1,1,1,1,0,0,1,0.413382899628
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.19375464684
1,1,0,1,1,1,0,0,1,1,1,0,0,0,0.343643122677
0,1,0,1,0,0,1,1,0,1,0,0,0,1,0.194349442379
0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.0742007434944
0,1,0,0,1,0,0,1,0,1,0,1,1,0,0.426319702602
0,0,1,0,1,1,1,1,0,0,0,0,1,1,0.379330855019
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.385130111524
0,0,0,0,0,0,1,1,1,1,0,0,1,0,0.312118959108
1,1,1,1,1,0,1,0,1,0,1,0,0,0,0.286394052045
0,0,1,0,1,1,0,1,0,0,0,0,1,1,0.162676579926
0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.435241635688
1,0,0,0,1,0,0,1,1,0,1,1,1,0,0.217249070632
1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.262602230483
0,0,0,1,0,1,1,0,0,1,0,0,0,0,0.34156133829
0,1,1,1,0,0,0,0,0,1,0,1,0,0,0.161635687732
0,1,1,1,1,0,1,1,1,0,1,0,1,0,0.265576208178
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.35970260223
1,0,0,0,1,0,0,1,1,1,0,1,1,0,0.181115241636
0,1,1,0,0,0,1,0,0,0,1,1,0,1,0.083717472119
1,0,1,0,1,1,1,0,0,1,1,0,0,0,0.187063197026
1,0,0,1,0,0,1,0,0,1,1,1,0,1,0.282527881041
1,0,0,0,0,0,1,1,1,0,1,0,1,0,0.278513011152
1,1,0,0,0,0,0,1,0,0,1,1,1,0,0.115390334572
0,1,1,1,0,0,1,1,0,1,1,1,1,0,0.236282527881
1,1,0,1,1,0,0,1,0,0,1,1,0,0,0.031375464684
1,1,0,1,0,0,1,0,0,1,1,1,1,1,0.485650557621
0,1,0,0,0,1,0,1,0,1,1,1,1,0,0.475390334572
0,1,1,1,1,0,0,1,0,1,1,0,1,1,0.332639405204
0,0,0,0,0,0,1,0,1,0,1,0,1,1,0.224981412639
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0.20936802974
0,1,1,1,1,1,1,1,0,0,1,0,1,1,0.225724907063
0,1,0,0,1,0,0,1,0,1,0,0,1,1,0.201784386617
1,0,1,0,0,0,0,1,0,0,1,1,0,0,0.351672862454
1,1,0,0,1,0,0,1,0,0,0,0,1,0,0.383048327138
0,1,0,0,1,1,1,0,1,0,1,1,1,1,0.100817843866
1,1,1,0,0,1,0,1,1,0,1,0,0,1,0.154944237918
1,0,0,0,0,0,1,0,1,1,1,0,1,1,0.202973977695
1,0,0,1,1,0,1,1,1,1,1,1,1,1,0.264089219331
1,1,0,1,1,1,0,0,1,1,0,1,0,0,0.42780669145
