SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq.1
1,0,1,1,0,0,0,0,0,1,0,0,1,0,10.686
1,1,0,0,0,1,0,0,1,1,0,0,1,0,10.636
0,1,0,1,1,0,0,0,0,0,0,1,1,0,13.79
1,0,0,1,0,1,0,0,0,0,1,0,0,1,10.528
1,1,1,0,0,1,0,1,1,0,0,0,1,0,10.585
1,0,0,1,0,1,1,0,1,1,1,1,1,1,13.675
1,1,0,1,1,0,1,1,1,1,1,1,1,0,13.645
1,0,0,1,1,1,1,1,0,1,1,0,0,1,10.762
0,0,1,0,1,1,0,0,0,1,0,0,1,0,10.802
1,1,1,1,0,0,0,1,0,0,0,0,0,0,10.656
1,1,1,1,0,0,1,1,0,0,0,0,0,1,10.7
0,1,1,0,0,0,1,1,1,1,0,1,0,1,13.915
0,0,0,1,1,0,1,0,0,0,0,1,1,0,14.087
0,1,0,1,1,0,1,0,1,0,0,0,1,0,10.667
0,0,0,0,1,0,0,1,1,0,1,1,0,1,13.712
1,1,0,0,0,1,1,1,1,1,1,0,0,0,10.904
0,1,0,1,1,1,0,1,0,1,0,0,0,1,10.785
1,0,0,1,0,0,0,1,0,0,1,1,0,0,13.923
0,0,0,1,1,0,1,1,1,0,1,1,0,1,13.875
1,1,0,1,0,0,1,0,0,1,1,0,1,0,10.753
0,0,0,1,0,1,0,1,1,0,1,1,0,1,13.751
1,1,1,0,0,1,1,1,1,1,0,1,1,0,14.083
0,1,0,0,0,1,1,1,0,1,1,0,1,0,10.566
1,1,0,0,0,0,1,1,1,1,1,1,0,1,13.865
1,0,0,1,1,1,1,1,1,0,0,0,1,1,10.5
1,1,0,0,1,0,0,0,0,1,0,0,1,1,10.612
1,0,0,1,1,1,1,1,1,1,1,1,0,1,13.87
1,1,0,0,0,1,0,0,1,1,1,0,1,1,10.691
1,0,1,1,1,0,1,0,0,0,0,1,1,1,13.57
1,1,1,1,1,1,0,0,0,1,1,0,0,0,10.805
0,1,1,1,1,1,0,0,0,1,0,1,1,1,13.687
0,0,1,1,1,1,1,1,1,0,0,0,1,0,10.744
1,0,1,1,1,1,0,1,0,1,1,0,1,0,10.955
0,1,0,1,1,0,0,1,1,0,0,1,0,0,13.632
1,1,0,0,0,1,1,1,1,0,0,0,0,1,10.61
0,0,0,1,1,1,0,1,0,1,0,1,0,1,13.898
0,1,1,1,0,0,1,1,1,1,1,0,0,1,10.743
1,1,1,1,1,1,1,1,1,1,1,1,0,1,14.018
1,1,0,1,1,1,0,0,1,1,1,0,0,0,10.822
0,1,0,1,0,0,1,1,0,1,0,0,0,1,10.692
0,0,1,0,0,0,1,0,0,0,0,1,0,1,13.527
0,1,0,0,1,0,0,1,0,1,0,1,1,0,13.806
0,0,1,0,1,1,1,1,0,0,0,0,1,1,10.871
0,0,0,0,0,0,0,0,1,1,0,0,0,0,10.861
0,0,0,0,0,0,1,1,1,1,0,0,1,0,10.846
1,1,1,1,1,0,1,0,1,0,1,0,0,0,11.388
0,0,1,0,1,1,0,1,0,0,0,0,1,1,10.712
0,0,1,0,0,1,0,0,1,0,0,1,1,0,13.394
1,0,0,0,1,0,0,1,1,0,1,1,1,0,14.032
1,0,0,1,1,0,0,0,0,0,1,0,0,1,10.679
0,0,0,1,0,1,1,0,0,1,0,0,0,0,10.82
0,1,1,1,0,0,0,0,0,1,0,1,0,0,13.843
0,1,1,1,1,0,1,1,1,0,1,0,1,0,10.58
1,0,1,0,0,1,1,0,0,0,0,0,0,0,10.677
1,0,0,0,1,0,0,1,1,1,0,1,1,0,13.816
0,1,1,0,0,0,1,0,0,0,1,1,0,1,13.729
1,0,1,0,1,1,1,0,0,1,1,0,0,0,10.682
1,0,0,1,0,0,1,0,0,1,1,1,0,1,13.952
1,0,0,0,0,0,1,1,1,0,1,0,1,0,10.515
1,1,0,0,0,0,0,1,0,0,1,1,1,0,13.652
0,1,1,1,0,0,1,1,0,1,1,1,1,0,13.653
1,1,0,1,1,0,0,1,0,0,1,1,0,0,13.617
1,1,0,1,0,0,1,0,0,1,1,1,1,1,13.713
0,1,0,0,0,1,0,1,0,1,1,1,1,0,13.769
0,1,1,1,1,0,0,1,0,1,1,0,1,1,10.628
0,0,0,0,0,0,1,0,1,0,1,0,1,1,10.51
0,1,1,1,1,0,0,0,1,0,0,0,0,0,10.745
0,1,1,1,1,1,1,1,0,0,1,0,1,1,10.62
0,1,0,0,1,0,0,1,0,1,0,0,1,1,10.676
1,0,1,0,0,0,0,1,0,0,1,1,0,0,14.105
1,1,0,0,1,0,0,1,0,0,0,0,1,0,10.767
0,1,0,0,1,1,1,0,1,0,1,1,1,1,13.464
1,1,1,0,0,1,0,1,1,0,1,0,0,1,10.655
1,0,0,0,0,0,1,0,1,1,1,0,1,1,10.691
1,0,0,1,1,0,1,1,1,1,1,1,1,1,13.769
1,1,0,1,1,1,0,0,1,1,0,1,0,0,14.013
0,1,1,1,0,0,1,1,1,1,1,0,0,0,11.062
0,0,0,1,0,1,0,1,0,0,1,0,0,0,10.519
1,0,1,0,0,1,1,0,0,1,1,1,1,0,13.706
0,1,1,0,0,0,0,1,1,1,0,0,1,0,10.99
1,0,0,1,0,1,1,0,0,1,1,1,1,1,14.008
1,0,1,0,1,0,0,0,1,1,1,0,1,0,10.75
1,0,1,1,1,1,1,0,0,1,1,1,1,0,13.734
0,1,1,0,1,1,1,1,0,1,0,1,0,0,14.069
0,0,1,0,0,0,0,0,1,0,1,1,0,1,13.51
0,1,1,1,0,0,0,0,0,0,0,1,0,1,13.567
0,0,1,1,0,0,1,0,0,1,0,0,1,0,10.708
0,1,1,0,0,1,1,0,0,1,0,1,0,0,13.701
0,1,0,1,0,0,0,1,0,0,1,1,0,0,13.512
0,0,1,1,0,1,0,1,0,1,0,1,1,1,13.89
1,1,0,0,0,0,1,1,0,1,1,1,1,0,13.956
0,1,1,1,1,0,1,1,1,1,0,0,0,0,10.777
0,1,0,0,0,0,1,0,0,1,1,0,0,0,10.914
1,0,1,0,0,1,0,1,0,0,1,1,1,0,13.806
0,0,1,1,0,1,1,1,0,1,0,0,0,1,10.889
0,0,1,1,0,1,1,0,0,0,0,1,0,0,13.856
1,1,0,1,1,1,1,0,1,1,0,0,0,0,10.835
1,1,0,0,0,0,0,1,0,1,0,1,1,0,13.93
0,0,1,0,0,0,1,0,1,0,0,1,1,0,13.462
0,0,0,0,1,0,0,1,0,1,1,1,1,1,13.546
0,1,0,1,1,1,0,1,0,0,0,1,1,1,13.796
1,0,0,0,1,0,0,0,0,1,0,1,1,1,13.765
1,0,1,1,0,0,0,1,1,0,1,0,1,0,10.938
0,0,1,0,1,1,1,1,0,0,0,0,0,1,10.587
1,0,0,0,0,1,0,0,1,0,0,1,1,0,13.756
1,0,0,0,1,1,1,1,0,1,0,0,0,1,11.02
0,1,1,1,0,0,0,0,0,0,0,0,1,1,10.779
1,1,0,1,0,1,0,1,1,1,0,0,0,0,10.787
0,1,1,1,0,0,0,1,1,1,0,0,0,0,10.714
0,1,1,1,1,1,0,0,1,1,1,1,1,1,13.628
1,0,0,0,0,0,0,0,0,0,1,0,1,0,10.592
0,1,0,1,0,0,0,1,1,1,0,1,0,0,13.924
0,1,0,0,0,0,1,1,1,1,1,0,0,1,10.69
