spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,<$solving_time_amazon_nano_2_7_10286
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.00388349514563
1,1,0,0,1,0,0,1,0,0,0,0,0,0,0.970873786408
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.0116504854369
1,0,1,0,1,0,0,1,0,0,0,0,0,0,0.970873786408
0,1,1,0,1,0,0,1,0,0,0,0,0,0,0.00388349514563
1,1,1,0,1,0,0,1,0,0,0,0,0,0,0.970873786408
0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.0135922330097
1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.970873786408
0,1,0,1,1,0,0,1,0,0,0,0,0,0,0.00388349514563
1,1,0,1,1,0,0,1,0,0,0,0,0,0,0.970873786408
0,0,1,1,1,0,0,1,0,0,0,0,0,0,0.0135922330097
1,0,1,1,1,0,0,1,0,0,0,0,0,0,0.970873786408
0,1,1,1,1,0,0,1,0,0,0,0,0,0,0.00388349514563
1,1,1,1,1,0,0,1,0,0,0,0,0,0,0.968932038835
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.00388349514563
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.970873786408
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0.00582524271845
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0.970873786408
0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.00388349514563
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0.970873786408
0,1,1,0,0,1,0,1,0,0,0,0,0,0,0.00582524271845
1,1,1,0,0,1,0,1,0,0,0,0,0,0,0.959223300971
0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.00388349514563
1,0,0,1,0,1,0,1,0,0,0,0,0,0,0.970873786408
0,1,0,1,0,1,0,1,0,0,0,0,0,0,0.00485436893204
1,1,0,1,0,1,0,1,0,0,0,0,0,0,0.970873786408
0,0,1,1,0,1,0,1,0,0,0,0,0,0,0.00291262135922
1,0,1,1,0,1,0,1,0,0,0,0,0,0,0.970873786408
0,1,1,1,0,1,0,1,0,0,0,0,0,0,0.00776699029126
1,1,1,1,0,1,0,1,0,0,0,0,0,0,0.970873786408
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.00388349514563
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0.970873786408
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0.00776699029126
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0.970873786408
0,0,1,0,1,1,0,1,0,0,0,0,0,0,0.00291262135922
1,0,1,0,1,1,0,1,0,0,0,0,0,0,0.970873786408
0,1,1,0,1,1,0,1,0,0,0,0,0,0,0.00776699029126
1,1,1,0,1,1,0,1,0,0,0,0,0,0,0.970873786408
0,0,0,1,1,1,0,1,0,0,0,0,0,0,0.00291262135922
1,0,0,1,1,1,0,1,0,0,0,0,0,0,0.970873786408
0,1,0,1,1,1,0,1,0,0,0,0,0,0,0.00776699029126
1,1,0,1,1,1,0,1,0,0,0,0,0,0,0.970873786408
0,0,1,1,1,1,0,1,0,0,0,0,0,0,0.00291262135922
1,0,1,1,1,1,0,1,0,0,0,0,0,0,0.970873786408
0,1,1,1,1,1,0,1,0,0,0,0,0,0,0.00679611650485
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.970873786408
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.00388349514563
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.970873786408
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.00388349514563
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0.512621359223
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.000970873786408
1,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0466019417476
0,1,1,0,0,0,1,1,0,0,0,0,0,0,0.00776699029126
1,1,1,0,0,0,1,1,0,0,0,0,0,0,0.970873786408
0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.000970873786408
1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.970873786408
0,1,0,1,0,0,1,1,0,0,0,0,0,0,0.00291262135922
1,1,0,1,0,0,1,1,0,0,0,0,0,0,0.970873786408
0,0,1,1,0,0,1,1,0,0,0,0,0,0,0.00388349514563
1,0,1,1,0,0,1,1,0,0,0,0,0,0,0.831067961165
0,1,1,1,0,0,1,1,0,0,0,0,0,0,0.00194174757282
1,1,1,1,0,0,1,1,0,0,0,0,0,0,0.549514563107
0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.00873786407767
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0.970873786408
0,1,0,0,1,0,1,1,0,0,0,0,0,0,0.00970873786408
1,1,0,0,1,0,1,1,0,0,0,0,0,0,0.968932038835
0,0,1,0,1,0,1,1,0,0,0,0,0,0,0.00388349514563
1,0,1,0,1,0,1,1,0,0,0,0,0,0,0.501941747573
0,1,1,0,1,0,1,1,0,0,0,0,0,0,0.00970873786408
1,1,1,0,1,0,1,1,0,0,0,0,0,0,0.970873786408
0,0,0,1,1,0,1,1,0,0,0,0,0,0,0.0
1,0,0,1,1,0,1,1,0,0,0,0,0,0,0.970873786408
0,1,0,1,1,0,1,1,0,0,0,0,0,0,0.00194174757282
1,1,0,1,1,0,1,1,0,0,0,0,0,0,0.21067961165
0,0,1,1,1,0,1,1,0,0,0,0,0,0,0.0
1,0,1,1,1,0,1,1,0,0,0,0,0,0,0.970873786408
0,1,1,1,1,0,1,1,0,0,0,0,0,0,0.00485436893204
1,1,1,1,1,0,1,1,0,0,0,0,0,0,0.145631067961
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.00291262135922
1,0,0,0,0,1,1,1,0,0,0,0,0,0,0.970873786408
0,1,0,0,0,1,1,1,0,0,0,0,0,0,0.00776699029126
1,1,0,0,0,1,1,1,0,0,0,0,0,0,0.970873786408
0,0,1,0,0,1,1,1,0,0,0,0,0,0,0.00291262135922
1,0,1,0,0,1,1,1,0,0,0,0,0,0,0.970873786408
0,1,1,0,0,1,1,1,0,0,0,0,0,0,0.00776699029126
1,1,1,0,0,1,1,1,0,0,0,0,0,0,0.970873786408
0,0,0,1,0,1,1,1,0,0,0,0,0,0,0.00291262135922
1,0,0,1,0,1,1,1,0,0,0,0,0,0,0.970873786408
0,1,0,1,0,1,1,1,0,0,0,0,0,0,0.00582524271845
1,1,0,1,0,1,1,1,0,0,0,0,0,0,0.970873786408
0,0,1,1,0,1,1,1,0,0,0,0,0,0,0.00388349514563
1,0,1,1,0,1,1,1,0,0,0,0,0,0,0.970873786408
0,1,1,1,0,1,1,1,0,0,0,0,0,0,0.00582524271845
1,1,1,1,0,1,1,1,0,0,0,0,0,0,0.0805825242718
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.00582524271845
1,0,0,0,1,1,1,1,0,0,0,0,0,0,0.970873786408
0,1,0,0,1,1,1,1,0,0,0,0,0,0,0.00776699029126
1,1,0,0,1,1,1,1,0,0,0,0,0,0,0.970873786408
0,0,1,0,1,1,1,1,0,0,0,0,0,0,0.00291262135922
1,0,1,0,1,1,1,1,0,0,0,0,0,0,0.694174757282
0,1,1,0,1,1,1,1,0,0,0,0,0,0,0.00776699029126
1,1,1,0,1,1,1,1,0,0,0,0,0,0,0.972815533981
0,0,0,1,1,1,1,1,0,0,0,0,0,0,0.00970873786408
1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.970873786408
0,1,0,1,1,1,1,1,0,0,0,0,0,0,0.00776699029126
1,1,0,1,1,1,1,1,0,0,0,0,0,0,0.970873786408
0,0,1,1,1,1,1,1,0,0,0,0,0,0,0.00291262135922
1,0,1,1,1,1,1,1,0,0,0,0,0,0,0.970873786408
0,1,1,1,1,1,1,1,0,0,0,0,0,0,0.00582524271845
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.970873786408
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.970873786408
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.00679611650485
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.970873786408
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.970873786408
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.0
1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.970873786408
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.000970873786408
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.970873786408
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.00194174757282
1,1,0,1,0,0,0,0,1,0,0,0,0,0,0.970873786408
0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.000970873786408
1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.970873786408
0,1,1,1,0,0,0,0,1,0,0,0,0,0,0.00194174757282
1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.970873786408
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0126213592233
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.970873786408
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.00388349514563
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0.960194174757
0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.0165048543689
1,0,1,0,1,0,0,0,1,0,0,0,0,0,0.970873786408
0,1,1,0,1,0,0,0,1,0,0,0,0,0,0.00388349514563
1,1,1,0,1,0,0,0,1,0,0,0,0,0,0.966990291262
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.0126213592233
1,0,0,1,1,0,0,0,1,0,0,0,0,0,0.970873786408
0,1,0,1,1,0,0,0,1,0,0,0,0,0,0.00388349514563
1,1,0,1,1,0,0,0,1,0,0,0,0,0,0.952427184466
0,0,1,1,1,0,0,0,1,0,0,0,0,0,0.0135922330097
1,0,1,1,1,0,0,0,1,0,0,0,0,0,0.970873786408
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0.00388349514563
1,1,1,1,1,0,0,0,1,0,0,0,0,0,0.965048543689
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.00291262135922
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.970873786408
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.00485436893204
1,1,0,0,0,1,0,0,1,0,0,0,0,0,0.970873786408
0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.00388349514563
1,0,1,0,0,1,0,0,1,0,0,0,0,0,0.970873786408
0,1,1,0,0,1,0,0,1,0,0,0,0,0,0.00485436893204
1,1,1,0,0,1,0,0,1,0,0,0,0,0,0.970873786408
0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.00388349514563
1,0,0,1,0,1,0,0,1,0,0,0,0,0,0.970873786408
0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.00679611650485
1,1,0,1,0,1,0,0,1,0,0,0,0,0,0.970873786408
0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.00291262135922
1,0,1,1,0,1,0,0,1,0,0,0,0,0,0.970873786408
0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.00485436893204
1,1,1,1,0,1,0,0,1,0,0,0,0,0,0.970873786408
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.00194174757282
1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.970873786408
0,1,0,0,1,1,0,0,1,0,0,0,0,0,0.00776699029126
1,1,0,0,1,1,0,0,1,0,0,0,0,0,0.970873786408
0,0,1,0,1,1,0,0,1,0,0,0,0,0,0.00291262135922
1,0,1,0,1,1,0,0,1,0,0,0,0,0,0.970873786408
0,1,1,0,1,1,0,0,1,0,0,0,0,0,0.00873786407767
1,1,1,0,1,1,0,0,1,0,0,0,0,0,0.970873786408
0,0,0,1,1,1,0,0,1,0,0,0,0,0,0.00388349514563
1,0,0,1,1,1,0,0,1,0,0,0,0,0,0.970873786408
0,1,0,1,1,1,0,0,1,0,0,0,0,0,0.00873786407767
1,1,0,1,1,1,0,0,1,0,0,0,0,0,0.970873786408
0,0,1,1,1,1,0,0,1,0,0,0,0,0,0.00291262135922
1,0,1,1,1,1,0,0,1,0,0,0,0,0,0.970873786408
0,1,1,1,1,1,0,0,1,0,0,0,0,0,0.00776699029126
1,1,1,1,1,1,0,0,1,0,0,0,0,0,0.970873786408
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.00291262135922
1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.970873786408
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.00388349514563
1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.338834951456
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.00194174757282
1,0,1,0,0,0,1,0,1,0,0,0,0,0,0.0417475728155
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0.00776699029126
1,1,1,0,0,0,1,0,1,0,0,0,0,0,0.970873786408
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.00194174757282
1,0,0,1,0,0,1,0,1,0,0,0,0,0,0.438834951456
0,1,0,1,0,0,1,0,1,0,0,0,0,0,0.00194174757282
1,1,0,1,0,0,1,0,1,0,0,0,0,0,0.673786407767
0,0,1,1,0,0,1,0,1,0,0,0,0,0,0.00388349514563
1,0,1,1,0,0,1,0,1,0,0,0,0,0,0.970873786408
0,1,1,1,0,0,1,0,1,0,0,0,0,0,0.00194174757282
1,1,1,1,0,0,1,0,1,0,0,0,0,0,0.61359223301
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.00873786407767
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0.970873786408
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0.00970873786408
1,1,0,0,1,0,1,0,1,0,0,0,0,0,0.970873786408
0,0,1,0,1,0,1,0,1,0,0,0,0,0,0.00388349514563
1,0,1,0,1,0,1,0,1,0,0,0,0,0,0.51359223301
0,1,1,0,1,0,1,0,1,0,0,0,0,0,0.0155339805825
1,1,1,0,1,0,1,0,1,0,0,0,0,0,0.970873786408
0,0,0,1,1,0,1,0,1,0,0,0,0,0,0.0
1,0,0,1,1,0,1,0,1,0,0,0,0,0,0.970873786408
0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.00194174757282
1,1,0,1,1,0,1,0,1,0,0,0,0,0,0.200970873786
0,0,1,1,1,0,1,0,1,0,0,0,0,0,0.0
1,0,1,1,1,0,1,0,1,0,0,0,0,0,0.970873786408
0,1,1,1,1,0,1,0,1,0,0,0,0,0,0.00582524271845
1,1,1,1,1,0,1,0,1,0,0,0,0,0,0.141747572816
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.00291262135922
1,0,0,0,0,1,1,0,1,0,0,0,0,0,0.970873786408
0,1,0,0,0,1,1,0,1,0,0,0,0,0,0.00679611650485
1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.970873786408
0,0,1,0,0,1,1,0,1,0,0,0,0,0,0.00291262135922
1,0,1,0,0,1,1,0,1,0,0,0,0,0,0.970873786408
0,1,1,0,0,1,1,0,1,0,0,0,0,0,0.00776699029126
1,1,1,0,0,1,1,0,1,0,0,0,0,0,0.970873786408
0,0,0,1,0,1,1,0,1,0,0,0,0,0,0.00194174757282
1,0,0,1,0,1,1,0,1,0,0,0,0,0,0.843689320388
0,1,0,1,0,1,1,0,1,0,0,0,0,0,0.00485436893204
1,1,0,1,0,1,1,0,1,0,0,0,0,0,0.714563106796
0,0,1,1,0,1,1,0,1,0,0,0,0,0,0.00291262135922
1,0,1,1,0,1,1,0,1,0,0,0,0,0,0.970873786408
0,1,1,1,0,1,1,0,1,0,0,0,0,0,0.00582524271845
1,1,1,1,0,1,1,0,1,0,0,0,0,0,0.83786407767
0,0,0,0,1,1,1,0,1,0,0,0,0,0,0.00291262135922
1,0,0,0,1,1,1,0,1,0,0,0,0,0,0.971844660194
0,1,0,0,1,1,1,0,1,0,0,0,0,0,0.0203883495146
1,1,0,0,1,1,1,0,1,0,0,0,0,0,0.970873786408
0,0,1,0,1,1,1,0,1,0,0,0,0,0,0.00679611650485
1,0,1,0,1,1,1,0,1,0,0,0,0,0,0.971844660194
0,1,1,0,1,1,1,0,1,0,0,0,0,0,0.0155339805825
1,1,1,0,1,1,1,0,1,0,0,0,0,0,0.534951456311
0,0,0,1,1,1,1,0,1,0,0,0,0,0,0.00776699029126
1,0,0,1,1,1,1,0,1,0,0,0,0,0,0.970873786408
0,1,0,1,1,1,1,0,1,0,0,0,0,0,0.0174757281553
1,1,0,1,1,1,1,0,1,0,0,0,0,0,0.970873786408
0,0,1,1,1,1,1,0,1,0,0,0,0,0,0.00873786407767
1,0,1,1,1,1,1,0,1,0,0,0,0,0,0.971844660194
0,1,1,1,1,1,1,0,1,0,0,0,0,0,0.0145631067961
1,1,1,1,1,1,1,0,1,0,0,0,0,0,0.971844660194
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.00291262135922
