SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrand100K.5
1,0,0,1,1,1,1,0,0,0,1,1,1,0,382.91
1,0,0,1,0,0,1,1,0,0,0,0,0,1,384.42
1,1,1,0,0,1,0,0,1,0,1,0,1,1,383.59
0,0,1,1,0,1,0,1,1,1,0,0,0,0,373.59
1,0,0,0,1,1,0,1,0,1,1,1,1,0,382.16
1,1,1,0,0,0,0,1,0,0,0,0,0,1,372.48
0,0,1,0,1,1,1,0,0,0,1,0,0,0,369.73
1,1,1,0,0,0,0,0,0,1,1,0,0,0,377.68
0,0,0,0,0,1,1,1,1,0,0,1,1,0,386.38
0,0,1,1,1,0,1,1,0,0,1,0,0,0,374.43
0,1,0,0,0,1,1,1,1,1,0,1,1,0,381.05
0,0,0,1,0,0,0,0,0,1,1,0,0,1,373.05
1,0,0,0,1,1,0,1,0,1,1,1,0,0,385.81
0,0,1,1,0,0,1,1,0,1,1,1,1,0,383.9
0,1,1,1,1,0,1,0,0,0,1,0,1,0,371.39
0,0,0,1,0,0,0,0,0,1,0,1,1,0,380.24
0,1,0,1,0,0,1,0,0,1,1,0,1,1,373.91
0,0,1,1,1,0,1,0,1,1,1,0,1,0,369.89
0,0,0,1,1,0,1,0,1,1,0,0,1,0,375.13
0,0,1,0,0,0,0,0,1,0,1,0,1,1,371.44
0,0,1,0,1,0,1,0,0,0,0,0,0,1,378.36
0,1,1,1,1,1,1,0,1,1,0,1,1,1,380.28
1,1,0,1,0,0,0,1,0,1,0,1,0,0,387.11
1,0,1,1,0,0,0,1,1,1,1,0,0,0,380.2
1,1,0,0,1,1,1,0,0,0,0,1,1,0,385.1
1,0,0,1,1,1,1,0,1,1,1,1,0,1,395.48
0,0,0,0,0,1,0,1,0,0,0,0,0,1,372.24
1,1,1,1,1,1,1,1,1,1,1,0,0,1,380.19
0,0,1,1,0,0,1,1,0,0,1,1,0,0,382.71
1,1,1,0,1,0,1,1,1,1,0,1,0,0,390.52
0,0,0,1,1,0,0,0,0,1,1,0,1,0,375.29
1,1,0,0,1,0,0,0,1,0,0,1,1,0,381.48
0,1,0,1,1,0,0,0,0,0,0,1,1,0,384.51
1,0,0,1,0,1,0,0,1,1,1,1,1,0,385.79
1,1,1,1,1,1,0,0,1,1,1,0,0,0,377.19
1,0,1,0,1,1,0,0,1,1,1,1,0,1,385.58
0,0,1,1,0,1,0,1,0,0,1,1,0,1,381.06
0,1,0,1,0,0,1,1,1,1,1,0,1,1,371.21
1,0,0,1,1,1,1,0,1,0,0,1,1,0,382.54
1,0,0,1,1,0,1,0,1,1,0,1,1,0,385.64
0,0,1,1,0,0,0,0,1,1,0,0,1,0,374.29
0,0,0,0,1,1,1,1,1,0,1,0,1,0,374.26
1,0,0,1,1,1,1,1,1,0,1,0,0,1,374.4
1,1,0,0,0,1,0,0,1,0,0,1,0,0,385.83
1,0,1,1,0,0,0,0,0,0,1,1,0,0,380.85
1,0,1,0,1,0,0,0,1,0,0,1,0,0,385.43
0,1,1,1,1,1,0,1,1,0,0,0,0,0,371.9
0,1,0,0,0,1,0,0,1,0,1,1,0,0,385.13
1,0,0,0,1,1,0,0,0,1,1,0,0,1,373.79
1,1,0,1,1,0,0,1,1,0,0,1,0,0,387.39
1,0,1,1,0,1,0,1,1,1,1,0,1,1,377.14
0,1,1,0,1,1,1,0,0,1,1,0,0,1,376.44
1,1,0,1,0,0,1,1,0,0,1,1,1,0,384.7
0,1,0,1,1,0,1,1,0,1,1,0,1,0,374.95
1,0,0,1,1,0,1,1,0,1,0,1,0,1,387.18
1,1,1,0,1,0,0,0,1,0,0,0,0,1,377.0
0,0,1,1,0,0,1,0,0,1,0,1,0,1,381.98
0,1,1,0,0,0,1,1,0,0,1,0,0,1,377.34
0,1,1,1,1,1,0,0,0,1,1,1,0,1,391.61
1,0,1,0,0,0,1,0,1,0,0,1,0,0,382.49
0,0,1,0,0,1,1,0,1,0,0,0,1,1,373.29
1,1,1,0,0,0,0,1,0,0,1,1,1,1,383.44
0,0,0,1,0,1,1,1,1,1,0,0,0,0,373.1
0,1,1,0,0,0,0,0,1,0,1,1,1,1,379.9
0,1,0,0,0,0,0,1,0,1,1,1,1,0,388.61
0,1,1,1,1,0,1,1,1,1,1,0,0,0,377.79
0,0,0,1,1,0,0,0,0,1,1,1,0,1,383.22
1,0,1,0,0,1,0,0,0,0,0,0,1,1,378.72
1,0,1,0,1,1,0,0,1,1,0,1,0,0,394.71
0,1,1,1,0,1,0,0,0,0,0,1,0,0,382.14
1,0,1,1,0,1,0,1,0,0,0,0,1,1,389.67
0,1,1,1,1,0,0,1,1,1,1,0,0,0,376.08
0,1,0,1,1,0,1,0,0,1,1,0,1,0,374.62
0,0,1,1,1,0,0,1,1,1,1,0,1,0,377.29
1,0,1,1,1,1,1,1,0,1,1,0,1,0,379.93
0,0,1,1,1,0,1,0,0,1,1,1,0,1,386.99
1,1,0,0,0,0,1,1,1,1,1,0,1,0,381.49
0,1,1,1,0,1,0,0,0,0,1,1,1,0,381.22
1,1,1,1,0,1,1,1,1,1,1,0,1,1,378.77
1,1,1,0,0,0,1,0,0,1,1,0,1,1,375.85
1,0,0,0,0,1,1,1,1,1,0,1,1,0,389.21
1,1,0,1,1,0,1,1,0,1,0,1,1,1,382.82
1,0,1,1,1,1,0,0,1,0,1,0,0,1,374.3
0,0,1,1,0,0,1,0,0,0,1,0,1,0,374.43
1,1,0,1,0,1,0,1,0,1,0,0,0,0,374.45
1,1,1,0,0,1,1,0,1,0,0,1,0,0,389.71
1,1,0,1,0,1,1,0,1,1,0,1,0,1,387.82
1,0,1,0,1,0,1,1,0,1,0,1,1,0,386.48
1,0,1,1,0,1,0,0,1,0,1,1,0,1,387.26
1,0,0,0,1,0,0,1,0,1,1,0,1,1,376.95
1,0,0,1,0,0,0,1,1,1,1,0,0,0,379.41
1,0,1,0,0,1,1,1,1,1,1,0,0,1,375.82
1,0,0,0,0,1,0,1,0,0,0,0,1,0,375.5
0,1,1,1,1,1,0,0,1,1,0,0,1,1,372.44
1,1,1,1,1,1,0,1,0,0,0,1,1,0,386.73
1,1,1,1,0,0,1,0,1,1,0,0,1,0,381.4
0,1,0,1,0,0,1,0,1,0,0,1,0,0,382.29
0,1,0,1,1,0,1,0,1,1,1,0,0,1,378.9
0,0,1,1,0,1,0,1,1,0,0,0,0,0,370.85
0,0,1,1,0,1,0,1,0,1,0,0,1,0,370.31
0,0,0,1,1,0,0,0,0,1,1,0,1,0,372.37
0,1,1,0,1,0,0,1,0,0,0,1,1,0,381.19
0,1,1,1,0,1,0,1,0,0,1,1,1,1,379.21
1,1,0,0,1,1,1,0,0,1,1,1,1,1,384.44
1,1,1,0,0,0,0,1,1,0,0,1,1,1,382.68
1,1,1,1,1,1,0,1,1,0,0,0,1,0,378.08
1,1,0,0,0,1,0,1,1,0,1,1,1,0,392.48
0,1,0,0,0,1,0,1,1,0,0,1,0,0,382.27
1,0,1,1,1,1,0,1,1,0,0,1,1,1,391.29
1,0,0,1,1,1,0,0,1,0,1,0,1,1,374.53
0,1,0,1,1,1,0,1,1,0,0,1,1,0,386.17
1,1,1,1,1,1,1,1,1,0,0,0,1,0,380.98
0,0,1,1,1,1,0,1,1,1,1,1,1,1,380.78
0,1,1,0,0,0,0,0,0,1,0,1,1,1,385.62
1,0,1,0,0,0,1,1,1,0,0,0,0,1,373.91
1,1,0,1,0,0,0,0,0,0,0,0,1,0,379.34
0,1,1,0,1,1,1,1,1,1,0,0,1,1,373.35
1,1,1,1,1,0,1,0,1,0,0,0,1,1,378.33
1,1,1,0,0,1,0,0,0,1,1,1,0,0,385.41
0,1,1,1,1,0,1,0,0,1,1,1,1,0,385.66
1,1,1,1,1,0,1,0,1,1,0,1,1,0,389.3
1,0,0,0,1,0,1,1,1,1,0,0,0,0,376.75
0,1,0,0,0,1,0,1,1,0,0,1,1,1,382.65
0,1,0,0,1,0,0,1,1,1,0,0,1,1,375.63
0,1,1,0,0,0,0,0,1,1,0,1,0,1,386.67
1,0,0,1,1,1,0,1,0,1,1,1,1,0,387.75
0,0,1,0,1,0,0,1,1,1,1,0,1,0,371.74
0,1,1,1,1,0,0,1,1,1,1,1,1,1,387.13
1,0,0,1,1,1,0,1,0,1,1,1,0,1,395.44
0,0,0,1,0,0,1,0,0,1,1,1,1,1,382.89
1,0,0,0,1,1,1,0,0,0,0,0,0,0,373.53
1,1,0,1,0,1,1,0,1,1,0,0,0,1,378.07
1,1,1,0,1,0,1,1,0,0,1,1,0,1,385.65
0,0,1,0,0,0,0,0,1,0,0,0,0,1,377.27
1,1,0,1,1,0,1,0,1,1,1,1,1,1,385.22
0,0,1,1,1,1,0,1,0,0,0,1,0,1,385.27
0,0,1,1,1,1,1,0,1,0,0,1,0,0,391.54
0,1,1,1,0,0,0,0,0,1,1,1,1,1,390.51
0,1,1,0,1,1,0,0,1,1,1,1,0,1,389.53
1,0,0,1,1,1,1,0,0,1,0,1,0,0,385.7
0,1,0,1,1,1,1,1,1,0,0,1,1,1,381.22
1,0,1,1,0,0,0,0,0,0,1,1,1,0,381.86
1,1,0,0,0,1,0,1,0,1,1,1,0,1,389.97
0,1,0,0,0,0,0,1,1,0,0,0,0,1,371.44
0,1,1,0,1,0,1,0,0,0,0,1,1,1,380.19
1,0,1,1,0,0,0,0,1,1,1,0,0,0,377.39
1,1,1,0,1,1,0,1,1,0,0,1,0,1,382.57
0,1,1,1,1,1,1,0,0,1,0,0,0,0,373.44
1,0,1,0,1,1,0,1,1,1,1,1,1,0,388.66
0,0,1,0,1,0,0,1,1,0,0,1,0,0,384.77
1,0,0,1,1,1,0,1,0,1,0,0,1,0,380.97
1,0,1,1,1,0,0,0,1,0,0,1,0,1,391.23
1,0,0,0,1,1,1,1,1,1,1,1,0,0,386.53
0,0,0,0,1,0,0,1,0,0,0,0,1,0,371.71
0,1,1,0,0,0,1,0,0,1,1,1,1,1,384.46
0,1,1,1,0,1,1,0,1,1,0,1,0,0,384.62
0,0,0,0,1,1,1,1,1,0,0,1,1,1,381.27
1,1,1,0,0,1,1,0,1,0,0,1,1,1,390.18
0,1,1,0,0,1,1,0,1,0,0,0,0,0,373.25
1,1,1,0,0,1,0,1,1,1,1,0,1,0,384.43
0,1,1,1,0,1,0,0,1,0,0,0,1,0,378.28
1,1,1,1,0,1,0,0,1,0,1,1,1,1,388.09
1,1,1,0,1,0,1,1,0,1,1,1,0,0,400.45
1,1,0,1,0,0,1,0,0,0,0,1,0,0,391.06
1,1,0,0,1,0,0,0,1,1,1,0,1,1,375.59
1,1,0,0,0,1,0,1,0,0,0,1,0,0,388.12
0,1,0,1,1,1,1,0,0,1,1,0,0,0,376.16
0,1,0,0,1,1,0,0,0,0,0,1,1,1,381.77
0,0,1,0,1,1,1,1,0,1,0,0,1,0,373.61
0,0,0,0,0,1,1,1,1,0,1,0,1,1,372.79
0,1,1,1,1,1,0,0,0,1,0,1,0,1,386.26
1,1,1,1,1,0,1,0,1,0,0,1,1,1,382.92
0,1,1,1,0,1,1,0,0,1,1,0,1,1,371.81
0,0,0,0,0,0,1,0,1,0,1,0,0,0,371.74
0,0,0,1,0,0,0,0,1,0,1,0,0,1,375.88
0,1,0,0,0,0,0,0,0,1,1,0,1,1,375.97
1,1,0,0,1,1,1,1,1,1,1,0,0,1,377.68
0,1,0,1,0,0,1,0,1,0,0,0,1,0,371.88
1,1,1,1,0,0,1,0,0,1,1,1,0,1,387.34
1,1,0,1,0,0,0,0,0,1,1,0,1,0,381.82
1,0,0,1,1,1,1,1,0,0,0,0,0,1,374.16
0,0,0,1,0,1,1,1,1,0,0,1,0,1,389.06
1,1,0,0,0,0,1,0,1,1,0,0,1,0,381.27
0,0,0,1,1,1,0,1,1,0,1,0,1,0,373.28
1,1,0,0,1,1,1,1,0,0,1,0,1,1,378.9
0,1,0,1,0,1,0,1,1,1,0,1,0,1,393.94
0,0,1,1,1,0,0,0,0,1,1,1,1,1,386.04
1,0,0,0,1,0,1,1,1,0,0,1,1,0,382.46
0,0,1,1,1,1,1,1,0,0,1,1,0,1,379.94
0,0,1,1,0,0,1,1,1,1,1,0,1,1,371.83
0,1,0,0,1,1,1,0,0,1,1,1,1,1,381.75
1,0,1,0,1,1,0,1,1,0,0,0,0,1,376.87
0,1,1,0,1,0,1,1,0,0,0,0,0,0,373.21
1,0,0,0,0,0,1,1,0,0,0,1,1,0,382.45
1,1,1,1,1,1,1,0,1,0,1,0,0,0,380.59
0,0,0,1,0,1,1,0,1,1,0,0,0,1,375.88
1,0,0,1,1,0,0,1,0,1,1,0,0,0,381.85
1,0,0,1,0,0,1,0,0,0,1,0,1,0,381.23
1,1,1,0,0,1,0,0,0,0,0,1,1,0,387.24
1,1,0,1,1,1,1,0,0,0,1,0,1,1,375.53
1,0,1,1,0,1,0,1,0,1,1,1,1,0,388.01
1,0,1,1,1,0,0,0,1,1,1,1,1,0,382.97
1,0,1,0,0,1,0,0,1,0,1,0,0,0,376.59
0,0,1,0,0,0,1,1,1,1,0,1,1,1,382.16
0,1,1,1,0,1,0,1,1,0,0,0,0,0,374.54
0,0,1,0,0,0,1,1,1,0,1,1,1,1,387.91
0,1,0,0,1,0,0,1,1,0,1,1,0,1,386.97
1,1,1,1,0,1,1,0,1,0,1,1,1,0,384.88
1,1,0,0,1,0,1,1,0,1,1,0,0,1,381.99
1,0,1,1,1,1,0,1,1,1,1,1,1,1,386.8
0,0,1,1,1,0,1,0,1,1,1,1,1,0,382.2
0,1,0,1,1,1,1,1,1,0,1,0,1,1,370.94
0,0,0,0,0,1,1,0,1,1,1,0,1,0,376.98
1,0,0,0,0,0,1,1,0,1,1,0,1,0,373.2
0,0,0,1,0,0,0,0,0,1,0,0,1,1,377.18
1,1,0,1,0,0,1,1,1,0,0,1,1,1,387.46
1,0,0,0,1,1,1,1,0,0,0,1,0,1,388.65
1,0,1,0,1,0,1,1,0,1,0,1,0,0,384.83
1,0,1,0,1,1,0,1,0,1,1,1,0,1,390.37
1,0,1,1,0,0,0,0,1,1,1,1,1,0,384.69
0,0,1,0,1,1,1,0,0,0,0,0,1,0,371.01
0,1,0,1,1,1,1,1,1,1,1,0,1,0,375.7
0,1,0,1,0,0,0,0,0,0,1,0,1,0,370.22
1,0,0,1,0,0,1,1,0,1,1,1,0,1,385.75
0,1,0,0,0,0,0,0,1,1,0,0,0,1,383.07
0,0,1,0,0,1,1,0,1,1,1,1,0,0,383.58
1,0,1,1,0,1,1,1,1,0,0,0,1,1,375.49
0,1,0,0,1,1,1,1,0,0,0,1,1,0,380.8
1,1,0,0,0,0,0,1,1,1,0,1,0,0,390.88
0,0,1,1,0,1,1,1,0,0,0,1,1,0,382.02
1,0,1,0,0,0,1,1,1,0,1,0,0,1,374.11
0,1,1,0,0,1,0,0,0,1,1,0,0,1,379.03
1,1,0,0,0,0,0,0,0,0,0,1,1,1,385.09
1,0,0,1,0,1,0,0,1,0,1,1,0,0,386.19
1,1,1,0,1,0,1,1,0,1,0,0,0,1,384.31
1,1,0,0,1,1,0,1,0,0,0,1,1,1,384.93
1,0,1,1,0,1,1,1,1,1,0,1,0,1,386.98
0,0,0,0,1,0,1,1,1,0,1,0,0,1,373.23
0,1,1,1,0,1,0,1,0,1,1,1,0,1,384.26
0,0,1,0,1,1,0,0,0,0,0,1,1,1,382.43
0,1,0,1,0,1,0,0,1,0,1,1,1,1,378.81
0,1,1,0,0,0,1,1,0,0,0,0,0,1,373.85
0,1,1,1,1,0,1,0,0,0,0,0,0,1,374.89
1,1,1,1,0,1,0,0,1,0,0,1,0,1,384.62
1,0,1,0,0,1,0,1,1,0,1,1,0,0,387.29
1,0,1,0,0,0,0,1,1,0,1,0,1,0,374.31
0,1,1,0,0,1,0,0,1,0,1,0,1,1,375.92
0,0,0,0,0,0,1,0,1,0,1,1,1,0,382.39
0,0,1,0,1,1,1,0,1,0,0,1,0,0,382.93
0,0,1,1,1,0,0,0,1,0,0,1,0,0,379.21
1,0,1,1,1,0,0,1,0,0,1,1,1,0,384.87
0,0,1,0,1,1,0,1,0,1,0,0,1,1,383.12
1,1,0,0,1,0,0,1,1,1,1,0,1,1,374.54
1,1,0,0,1,1,0,1,0,0,0,1,0,1,386.12
1,0,1,1,0,0,0,0,0,1,0,0,1,0,384.01
1,1,0,0,0,1,0,0,1,1,0,0,1,0,376.7
0,1,0,1,1,0,0,0,0,0,0,1,1,0,380.71
1,0,0,1,0,1,0,0,0,0,1,0,0,1,375.18
1,1,1,0,0,1,0,1,1,0,0,0,1,0,378.39
1,0,0,1,0,1,1,0,1,1,1,1,1,1,394.43
1,1,0,1,1,0,1,1,1,1,1,1,1,0,397.67
1,0,0,1,1,1,1,1,0,1,1,0,0,1,379.68
0,0,1,0,1,1,0,0,0,1,0,0,1,0,380.58
1,1,1,1,0,0,0,1,0,0,0,0,0,0,386.52
1,1,1,1,0,0,1,1,0,0,0,0,0,1,374.7
0,1,1,0,0,0,1,1,1,1,0,1,0,1,383.34
0,0,0,1,1,0,1,0,0,0,0,1,1,0,378.79
0,1,0,1,1,0,1,0,1,0,0,0,1,0,371.63
0,0,0,0,1,0,0,1,1,0,1,1,0,1,383.13
1,1,0,0,0,1,1,1,1,1,1,0,0,0,382.98
0,1,0,1,1,1,0,1,0,1,0,0,0,1,375.19
1,0,0,1,0,0,0,1,0,0,1,1,0,0,385.65
0,0,0,1,1,0,1,1,1,0,1,1,0,1,381.74
1,1,0,1,0,0,1,0,0,1,1,0,1,0,383.93
0,0,0,1,0,1,0,1,1,0,1,1,0,1,379.9
1,1,1,0,0,1,1,1,1,1,0,1,1,0,383.47
0,1,0,0,0,1,1,1,0,1,1,0,1,0,372.77
1,1,0,0,0,0,1,1,1,1,1,1,0,1,390.29
1,0,0,1,1,1,1,1,1,0,0,0,1,1,375.74
1,1,0,0,1,0,0,0,0,1,0,0,1,1,372.86
1,0,0,1,1,1,1,1,1,1,1,1,0,1,382.43
1,1,0,0,0,1,0,0,1,1,1,0,1,1,375.38
1,0,1,1,1,0,1,0,0,0,0,1,1,1,382.38
1,1,1,1,1,1,0,0,0,1,1,0,0,0,381.48
0,1,1,1,1,1,0,0,0,1,0,1,1,1,384.95
0,0,1,1,1,1,1,1,1,0,0,0,1,0,372.26
1,0,1,1,1,1,0,1,0,1,1,0,1,0,375.75
0,1,0,1,1,0,0,1,1,0,0,1,0,0,387.34
1,1,0,0,0,1,1,1,1,0,0,0,0,1,379.8
0,0,0,1,1,1,0,1,0,1,0,1,0,1,379.31
0,1,1,1,0,0,1,1,1,1,1,0,0,1,380.23
1,1,1,1,1,1,1,1,1,1,1,1,0,1,390.32
1,1,0,1,1,1,0,0,1,1,1,0,0,0,383.12
0,1,0,1,0,0,1,1,0,1,0,0,0,1,372.71
0,0,1,0,0,0,1,0,0,0,0,1,0,1,383.2
0,1,0,0,1,0,0,1,0,1,0,1,1,0,384.47
0,0,1,0,1,1,1,1,0,0,0,0,1,1,377.51
0,0,0,0,0,0,0,0,1,1,0,0,0,0,372.94
0,0,0,0,0,0,1,1,1,1,0,0,1,0,372.13
1,1,1,1,1,0,1,0,1,0,1,0,0,0,374.73
0,0,1,0,1,1,0,1,0,0,0,0,1,1,373.58
0,0,1,0,0,1,0,0,1,0,0,1,1,0,380.76
1,0,0,0,1,0,0,1,1,0,1,1,1,0,384.59
1,0,0,1,1,0,0,0,0,0,1,0,0,1,376.49
0,0,0,1,0,1,1,0,0,1,0,0,0,0,371.05
0,1,1,1,0,0,0,0,0,1,0,1,0,0,387.39
0,1,1,1,1,0,1,1,1,0,1,0,1,0,372.4
1,0,1,0,0,1,1,0,0,0,0,0,0,0,384.2
1,0,0,0,1,0,0,1,1,1,0,1,1,0,384.3
0,1,1,0,0,0,1,0,0,0,1,1,0,1,384.3
1,0,1,0,1,1,1,0,0,1,1,0,0,0,377.43
1,0,0,1,0,0,1,0,0,1,1,1,0,1,386.22
1,0,0,0,0,0,1,1,1,0,1,0,1,0,374.71
1,1,0,0,0,0,0,1,0,0,1,1,1,0,382.81
0,1,1,1,0,0,1,1,0,1,1,1,1,0,391.05
1,1,0,1,1,0,0,1,0,0,1,1,0,0,389.58
1,1,0,1,0,0,1,0,0,1,1,1,1,1,383.07
0,1,0,0,0,1,0,1,0,1,1,1,1,0,394.77
0,1,1,1,1,0,0,1,0,1,1,0,1,1,372.15
0,0,0,0,0,0,1,0,1,0,1,0,1,1,372.5
0,1,1,1,1,0,0,0,1,0,0,0,0,0,373.58
0,1,1,1,1,1,1,1,0,0,1,0,1,1,375.27
0,1,0,0,1,0,0,1,0,1,0,0,1,1,374.28
1,0,1,0,0,0,0,1,0,0,1,1,0,0,386.54
1,1,0,0,1,0,0,1,0,0,0,0,1,0,380.92
0,1,0,0,1,1,1,0,1,0,1,1,1,1,380.89
1,1,1,0,0,1,0,1,1,0,1,0,0,1,376.04
1,0,0,0,0,0,1,0,1,1,1,0,1,1,376.12
1,0,0,1,1,0,1,1,1,1,1,1,1,1,386.61
1,1,0,1,1,1,0,0,1,1,0,1,0,0,389.46
0,1,1,1,0,0,1,1,1,1,1,0,0,0,375.28
0,0,0,1,0,1,0,1,0,0,1,0,0,0,374.52
1,0,1,0,0,1,1,0,0,1,1,1,1,0,390.13
0,1,1,0,0,0,0,1,1,1,0,0,1,0,372.88
1,0,0,1,0,1,1,0,0,1,1,1,1,1,382.55
1,0,1,0,1,0,0,0,1,1,1,0,1,0,377.34
1,0,1,1,1,1,1,0,0,1,1,1,1,0,392.28
0,1,1,0,1,1,1,1,0,1,0,1,0,0,386.01
0,0,1,0,0,0,0,0,1,0,1,1,0,1,385.21
0,1,1,1,0,0,0,0,0,0,0,1,0,1,382.56
0,0,1,1,0,0,1,0,0,1,0,0,1,0,376.53
0,1,1,0,0,1,1,0,0,1,0,1,0,0,381.75
0,1,0,1,0,0,0,1,0,0,1,1,0,0,382.18
0,0,1,1,0,1,0,1,0,1,0,1,1,1,382.19
1,1,0,0,0,0,1,1,0,1,1,1,1,0,385.87
0,1,1,1,1,0,1,1,1,1,0,0,0,0,377.46
0,1,0,0,0,0,1,0,0,1,1,0,0,0,378.66
1,0,1,0,0,1,0,1,0,0,1,1,1,0,385.39
0,0,1,1,0,1,1,1,0,1,0,0,0,1,375.47
0,0,1,1,0,1,1,0,0,0,0,1,0,0,394.09
1,1,0,1,1,1,1,0,1,1,0,0,0,0,378.57
1,1,0,0,0,0,0,1,0,1,0,1,1,0,388.89
0,0,1,0,0,0,1,0,1,0,0,1,1,0,380.63
0,0,0,0,1,0,0,1,0,1,1,1,1,1,386.44
0,1,0,1,1,1,0,1,0,0,0,1,1,1,384.53
1,0,0,0,1,0,0,0,0,1,0,1,1,1,386.5
1,0,1,1,0,0,0,1,1,0,1,0,1,0,374.78
0,0,1,0,1,1,1,1,0,0,0,0,0,1,372.28
1,0,0,0,0,1,0,0,1,0,0,1,1,0,384.19
1,0,0,0,1,1,1,1,0,1,0,0,0,1,378.2
0,1,1,1,0,0,0,0,0,0,0,0,1,1,372.29
1,1,0,1,0,1,0,1,1,1,0,0,0,0,374.93
0,1,1,1,0,0,0,1,1,1,0,0,0,0,383.55
0,1,1,1,1,1,0,0,1,1,1,1,1,1,382.35
1,0,0,0,0,0,0,0,0,0,1,0,1,0,374.75
0,1,0,1,0,0,0,1,1,1,0,1,0,0,387.72
0,1,0,0,0,0,1,1,1,1,1,0,0,1,384.09
