SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readrand100K.1
0,0,1,1,0,0,1,1,1,1,1,0,1,1,68.765
0,1,0,0,1,1,1,0,0,1,1,1,1,1,70.555
1,0,1,0,1,1,0,1,1,0,0,0,0,1,71.575
0,1,1,0,1,0,1,1,0,0,0,0,0,0,68.029
1,0,0,0,0,0,1,1,0,0,0,1,1,0,68.795
1,1,1,1,1,1,1,0,1,0,1,0,0,0,68.581
0,0,0,1,0,1,1,0,1,1,0,0,0,1,68.831
1,0,0,1,1,0,0,1,0,1,1,0,0,0,68.895
1,0,0,1,0,0,1,0,0,0,1,0,1,0,68.255
1,1,1,0,0,1,0,0,0,0,0,1,1,0,70.772
1,1,0,1,1,1,1,0,0,0,1,0,1,1,68.303
1,0,1,1,0,1,0,1,0,1,1,1,1,0,71.452
1,0,1,1,1,0,0,0,1,1,1,1,1,0,68.182
1,0,1,0,0,1,0,0,1,0,1,0,0,0,68.532
0,0,1,0,0,0,1,1,1,1,0,1,1,1,68.558
0,1,1,1,0,1,0,1,1,0,0,0,0,0,68.099
0,0,1,0,0,0,1,1,1,0,1,1,1,1,70.964
0,1,0,0,1,0,0,1,1,0,1,1,0,1,71.006
1,1,1,1,0,1,1,0,1,0,1,1,1,0,69.099
1,1,0,0,1,0,1,1,0,1,1,0,0,1,69.298
1,0,1,1,1,1,0,1,1,1,1,1,1,1,69.039
0,0,1,1,1,0,1,0,1,1,1,1,1,0,69.16
0,1,0,1,1,1,1,1,1,0,1,0,1,1,69.902
0,0,0,0,0,1,1,0,1,1,1,0,1,0,69.495
1,0,0,0,0,0,1,1,0,1,1,0,1,0,68.936
0,0,0,1,0,0,0,0,0,1,0,0,1,1,69.589
1,1,0,1,0,0,1,1,1,0,0,1,1,1,68.876
1,0,0,0,1,1,1,1,0,0,0,1,0,1,68.301
1,0,1,0,1,0,1,1,0,1,0,1,0,0,70.54
1,0,1,0,1,1,0,1,0,1,1,1,0,1,69.064
1,0,1,1,0,0,0,0,1,1,1,1,1,0,69.259
0,0,1,0,1,1,1,0,0,0,0,0,1,0,69.665
0,1,0,1,1,1,1,1,1,1,1,0,1,0,68.971
0,1,0,1,0,0,0,0,0,0,1,0,1,0,68.54
1,0,0,1,0,0,1,1,0,1,1,1,0,1,71.122
0,1,0,0,0,0,0,0,1,1,0,0,0,1,73.175
0,0,1,0,0,1,1,0,1,1,1,1,0,0,69.135
1,0,1,1,0,1,1,1,1,0,0,0,1,1,70.798
0,1,0,0,1,1,1,1,0,0,0,1,1,0,68.347
1,1,0,0,0,0,0,1,1,1,0,1,0,0,68.517
0,0,1,1,0,1,1,1,0,0,0,1,1,0,68.828
1,0,1,0,0,0,1,1,1,0,1,0,0,1,69.43
0,1,1,0,0,1,0,0,0,1,1,0,0,1,68.688
1,1,0,0,0,0,0,0,0,0,0,1,1,1,72.743
1,0,0,1,0,1,0,0,1,0,1,1,0,0,71.069
1,1,1,0,1,0,1,1,0,1,0,0,0,1,69.179
1,1,0,0,1,1,0,1,0,0,0,1,1,1,69.29
1,0,1,1,0,1,1,1,1,1,0,1,0,1,71.279
0,0,0,0,1,0,1,1,1,0,1,0,0,1,69.286
0,1,1,1,0,1,0,1,0,1,1,1,0,1,68.981
0,0,1,0,1,1,0,0,0,0,0,1,1,1,68.299
0,1,0,1,0,1,0,0,1,0,1,1,1,1,68.688
0,1,1,0,0,0,1,1,0,0,0,0,0,1,74.316
0,1,1,1,1,0,1,0,0,0,0,0,0,1,69.023
1,1,1,1,0,1,0,0,1,0,0,1,0,1,70.89
1,0,1,0,0,1,0,1,1,0,1,1,0,0,71.762
1,0,1,0,0,0,0,1,1,0,1,0,1,0,71.262
0,1,1,0,0,1,0,0,1,0,1,0,1,1,68.82
0,0,0,0,0,0,1,0,1,0,1,1,1,0,68.599
0,0,1,0,1,1,1,0,1,0,0,1,0,0,68.968
0,0,1,1,1,0,0,0,1,0,0,1,0,0,69.425
1,0,1,1,1,0,0,1,0,0,1,1,1,0,68.014
0,0,1,0,1,1,0,1,0,1,0,0,1,1,70.969
1,1,0,0,1,0,0,1,1,1,1,0,1,1,68.725
1,1,0,0,1,1,0,1,0,0,0,1,0,1,69.002
1,0,1,1,0,0,0,0,0,1,0,0,1,0,69.043
1,1,0,0,0,1,0,0,1,1,0,0,1,0,70.445
0,1,0,1,1,0,0,0,0,0,0,1,1,0,71.411
1,0,0,1,0,1,0,0,0,0,1,0,0,1,68.136
1,1,1,0,0,1,0,1,1,0,0,0,1,0,68.197
1,0,0,1,0,1,1,0,1,1,1,1,1,1,69.597
1,1,0,1,1,0,1,1,1,1,1,1,1,0,68.664
1,0,0,1,1,1,1,1,0,1,1,0,0,1,69.233
0,0,1,0,1,1,0,0,0,1,0,0,1,0,70.615
1,1,1,1,0,0,0,1,0,0,0,0,0,0,67.753
1,1,1,1,0,0,1,1,0,0,0,0,0,1,68.737
0,1,1,0,0,0,1,1,1,1,0,1,0,1,69.635
0,0,0,1,1,0,1,0,0,0,0,1,1,0,71.373
0,1,0,1,1,0,1,0,1,0,0,0,1,0,68.172
0,0,0,0,1,0,0,1,1,0,1,1,0,1,68.53
1,1,0,0,0,1,1,1,1,1,1,0,0,0,71.184
0,1,0,1,1,1,0,1,0,1,0,0,0,1,69.494
1,0,0,1,0,0,0,1,0,0,1,1,0,0,68.577
0,0,0,1,1,0,1,1,1,0,1,1,0,1,68.651
1,1,0,1,0,0,1,0,0,1,1,0,1,0,68.253
0,0,0,1,0,1,0,1,1,0,1,1,0,1,68.824
1,1,1,0,0,1,1,1,1,1,0,1,1,0,69.24
0,1,0,0,0,1,1,1,0,1,1,0,1,0,69.004
1,1,0,0,0,0,1,1,1,1,1,1,0,1,68.553
1,0,0,1,1,1,1,1,1,0,0,0,1,1,71.103
1,1,0,0,1,0,0,0,0,1,0,0,1,1,68.448
1,0,0,1,1,1,1,1,1,1,1,1,0,1,69.033
1,1,0,0,0,1,0,0,1,1,1,0,1,1,69.554
1,0,1,1,1,0,1,0,0,0,0,1,1,1,68.841
1,1,1,1,1,1,0,0,0,1,1,0,0,0,72.664
0,1,1,1,1,1,0,0,0,1,0,1,1,1,70.376
0,0,1,1,1,1,1,1,1,0,0,0,1,0,69.215
1,0,1,1,1,1,0,1,0,1,1,0,1,0,71.212
0,1,0,1,1,0,0,1,1,0,0,1,0,0,71.213
1,1,0,0,0,1,1,1,1,0,0,0,0,1,68.767
0,0,0,1,1,1,0,1,0,1,0,1,0,1,69.499
0,1,1,1,0,0,1,1,1,1,1,0,0,1,70.196
1,1,1,1,1,1,1,1,1,1,1,1,0,1,68.682
1,1,0,1,1,1,0,0,1,1,1,0,0,0,71.091
0,1,0,1,0,0,1,1,0,1,0,0,0,1,70.884
0,0,1,0,0,0,1,0,0,0,0,1,0,1,69.003
0,1,0,0,1,0,0,1,0,1,0,1,1,0,68.71
0,0,1,0,1,1,1,1,0,0,0,0,1,1,69.125
0,0,0,0,0,0,0,0,1,1,0,0,0,0,69.309
0,0,0,0,0,0,1,1,1,1,0,0,1,0,68.324
1,1,1,1,1,0,1,0,1,0,1,0,0,0,68.613
0,0,1,0,1,1,0,1,0,0,0,0,1,1,73.616
0,0,1,0,0,1,0,0,1,0,0,1,1,0,71.101
1,0,0,0,1,0,0,1,1,0,1,1,1,0,68.929
1,0,0,1,1,0,0,0,0,0,1,0,0,1,68.542
0,0,0,1,0,1,1,0,0,1,0,0,0,0,68.542
0,1,1,1,0,0,0,0,0,1,0,1,0,0,70.049
0,1,1,1,1,0,1,1,1,0,1,0,1,0,68.849
1,0,1,0,0,1,1,0,0,0,0,0,0,0,71.365
1,0,0,0,1,0,0,1,1,1,0,1,1,0,69.489
0,1,1,0,0,0,1,0,0,0,1,1,0,1,70.714
1,0,1,0,1,1,1,0,0,1,1,0,0,0,68.609
1,0,0,1,0,0,1,0,0,1,1,1,0,1,70.627
1,0,0,0,0,0,1,1,1,0,1,0,1,0,70.368
1,1,0,0,0,0,0,1,0,0,1,1,1,0,68.504
0,1,1,1,0,0,1,1,0,1,1,1,1,0,68.854
1,1,0,1,1,0,0,1,0,0,1,1,0,0,68.963
1,1,0,1,0,0,1,0,0,1,1,1,1,1,68.83
0,1,0,0,0,1,0,1,0,1,1,1,1,0,70.072
0,1,1,1,1,0,0,1,0,1,1,0,1,1,68.611
0,0,0,0,0,0,1,0,1,0,1,0,1,1,68.121
0,1,1,1,1,0,0,0,1,0,0,0,0,0,68.495
0,1,1,1,1,1,1,1,0,0,1,0,1,1,68.27
0,1,0,0,1,0,0,1,0,1,0,0,1,1,70.742
1,0,1,0,0,0,0,1,0,0,1,1,0,0,69.033
1,1,0,0,1,0,0,1,0,0,0,0,1,0,71.087
0,1,0,0,1,1,1,0,1,0,1,1,1,1,70.494
1,1,1,0,0,1,0,1,1,0,1,0,0,1,70.612
1,0,0,0,0,0,1,0,1,1,1,0,1,1,68.816
1,0,0,1,1,0,1,1,1,1,1,1,1,1,71.056
1,1,0,1,1,1,0,0,1,1,0,1,0,0,72.55
0,1,1,1,0,0,1,1,1,1,1,0,0,0,70.359
0,0,0,1,0,1,0,1,0,0,1,0,0,0,68.53
1,0,1,0,0,1,1,0,0,1,1,1,1,0,68.634
0,1,1,0,0,0,0,1,1,1,0,0,1,0,70.88
1,0,0,1,0,1,1,0,0,1,1,1,1,1,68.868
1,0,1,0,1,0,0,0,1,1,1,0,1,0,69.486
1,0,1,1,1,1,1,0,0,1,1,1,1,0,69.286
0,1,1,0,1,1,1,1,0,1,0,1,0,0,70.931
0,0,1,0,0,0,0,0,1,0,1,1,0,1,68.742
0,1,1,1,0,0,0,0,0,0,0,1,0,1,68.776
0,0,1,1,0,0,1,0,0,1,0,0,1,0,68.398
0,1,1,0,0,1,1,0,0,1,0,1,0,0,71.614
0,1,0,1,0,0,0,1,0,0,1,1,0,0,69.12
0,0,1,1,0,1,0,1,0,1,0,1,1,1,68.58
1,1,0,0,0,0,1,1,0,1,1,1,1,0,68.903
0,1,1,1,1,0,1,1,1,1,0,0,0,0,69.16
0,1,0,0,0,0,1,0,0,1,1,0,0,0,69.042
1,0,1,0,0,1,0,1,0,0,1,1,1,0,69.192
0,0,1,1,0,1,1,1,0,1,0,0,0,1,70.854
0,0,1,1,0,1,1,0,0,0,0,1,0,0,69.4
1,1,0,1,1,1,1,0,1,1,0,0,0,0,71.394
1,1,0,0,0,0,0,1,0,1,0,1,1,0,69.13
0,0,1,0,0,0,1,0,1,0,0,1,1,0,71.891
0,0,0,0,1,0,0,1,0,1,1,1,1,1,72.202
0,1,0,1,1,1,0,1,0,0,0,1,1,1,69.066
1,0,0,0,1,0,0,0,0,1,0,1,1,1,70.401
1,0,1,1,0,0,0,1,1,0,1,0,1,0,70.742
0,0,1,0,1,1,1,1,0,0,0,0,0,1,69.048
1,0,0,0,0,1,0,0,1,0,0,1,1,0,68.446
1,0,0,0,1,1,1,1,0,1,0,0,0,1,72.584
0,1,1,1,0,0,0,0,0,0,0,0,1,1,70.769
1,1,0,1,0,1,0,1,1,1,0,0,0,0,69.458
0,1,1,1,0,0,0,1,1,1,0,0,0,0,69.774
0,1,1,1,1,1,0,0,1,1,1,1,1,1,68.408
1,0,0,0,0,0,0,0,0,0,1,0,1,0,68.695
0,1,0,1,0,0,0,1,1,1,0,1,0,0,69.198
0,1,0,0,0,0,1,1,1,1,1,0,0,1,71.082
