SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseqbatch.5
1,1,0,1,1,0,0,1,1,0,0,1,0,0,3.845
1,0,1,1,0,1,0,1,1,1,1,0,1,1,3.986
0,1,1,0,1,1,1,0,0,1,1,0,0,1,3.985
1,1,0,1,0,0,1,1,0,0,1,1,1,0,3.75
0,1,0,1,1,0,1,1,0,1,1,0,1,0,3.91
1,0,0,1,1,0,1,1,0,1,0,1,0,1,4.705
1,1,1,0,1,0,0,0,1,0,0,0,0,1,3.32
0,0,1,1,0,0,1,0,0,1,0,1,0,1,4.716
0,1,1,0,0,0,1,1,0,0,1,0,0,1,3.136
0,1,1,1,1,1,0,0,0,1,1,1,0,1,4.494
1,0,1,0,0,0,1,0,1,0,0,1,0,0,3.779
0,0,1,0,0,1,1,0,1,0,0,0,1,1,3.158
1,1,1,0,0,0,0,1,0,0,1,1,1,1,3.703
0,0,0,1,0,1,1,1,1,1,0,0,0,0,4.05
0,1,1,0,0,0,0,0,1,0,1,1,1,1,3.593
0,1,0,0,0,0,0,1,0,1,1,1,1,0,4.455
0,1,1,1,1,0,1,1,1,1,1,0,0,0,4.03
0,0,0,1,1,0,0,0,0,1,1,1,0,1,4.471
1,0,1,0,0,1,0,0,0,0,0,0,1,1,3.224
1,0,1,0,1,1,0,0,1,1,0,1,0,0,4.554
0,1,1,1,0,1,0,0,0,0,0,1,0,0,3.671
1,0,1,1,0,1,0,1,0,0,0,0,1,1,3.057
0,1,1,1,1,0,0,1,1,1,1,0,0,0,4.035
0,1,0,1,1,0,1,0,0,1,1,0,1,0,4.005
0,0,1,1,1,0,0,1,1,1,1,0,1,0,3.898
1,0,1,1,1,1,1,1,0,1,1,0,1,0,3.967
0,0,1,1,1,0,1,0,0,1,1,1,0,1,4.568
1,1,0,0,0,0,1,1,1,1,1,0,1,0,3.986
0,1,1,1,0,1,0,0,0,0,1,1,1,0,3.667
1,1,1,1,0,1,1,1,1,1,1,0,1,1,3.75
1,1,1,0,0,0,1,0,0,1,1,0,1,1,3.974
1,0,0,0,0,1,1,1,1,1,0,1,1,0,4.554
1,1,0,1,1,0,1,1,0,1,0,1,1,1,4.535
1,0,1,1,1,1,0,0,1,0,1,0,0,1,3.309
0,0,1,1,0,0,1,0,0,0,1,0,1,0,3.197
1,1,0,1,0,1,0,1,0,1,0,0,0,0,4.076
1,1,1,0,0,1,1,0,1,0,0,1,0,0,3.734
1,1,0,1,0,1,1,0,1,1,0,1,0,1,4.593
1,0,1,0,1,0,1,1,0,1,0,1,1,0,4.445
1,0,1,1,0,1,0,0,1,0,1,1,0,1,3.958
1,0,0,0,1,0,0,1,0,1,1,0,1,1,3.946
1,0,0,1,0,0,0,1,1,1,1,0,0,0,4.058
1,0,1,0,0,1,1,1,1,1,1,0,0,1,3.879
1,0,0,0,0,1,0,1,0,0,0,0,1,0,3.196
0,1,1,1,1,1,0,0,1,1,0,0,1,1,3.695
1,1,1,1,1,1,0,1,0,0,0,1,1,0,3.693
1,1,1,1,0,0,1,0,1,1,0,0,1,0,3.906
0,1,0,1,0,0,1,0,1,0,0,1,0,0,3.745
0,1,0,1,1,0,1,0,1,1,1,0,0,1,3.931
0,0,1,1,0,1,0,1,1,0,0,0,0,0,3.116
0,0,1,1,0,1,0,1,0,1,0,0,1,0,3.834
0,0,0,1,1,0,0,0,0,1,1,0,1,0,3.914
0,1,1,0,1,0,0,1,0,0,0,1,1,0,3.848
0,1,1,1,0,1,0,1,0,0,1,1,1,1,3.814
1,1,0,0,1,1,1,0,0,1,1,1,1,1,4.562
1,1,1,0,0,0,0,1,1,0,0,1,1,1,3.619
1,1,1,1,1,1,0,1,1,0,0,0,1,0,3.189
1,1,0,0,0,1,0,1,1,0,1,1,1,0,3.702
0,1,0,0,0,1,0,1,1,0,0,1,0,0,3.903
1,0,1,1,1,1,0,1,1,0,0,1,1,1,3.662
1,0,0,1,1,1,0,0,1,0,1,0,1,1,3.156
0,1,0,1,1,1,0,1,1,0,0,1,1,0,3.66
1,1,1,1,1,1,1,1,1,0,0,0,1,0,3.064
0,0,1,1,1,1,0,1,1,1,1,1,1,1,4.534
0,1,1,0,0,0,0,0,0,1,0,1,1,1,4.582
1,0,1,0,0,0,1,1,1,0,0,0,0,1,3.272
1,1,0,1,0,0,0,0,0,0,0,0,1,0,3.046
0,1,1,0,1,1,1,1,1,1,0,0,1,1,3.822
1,1,1,1,1,0,1,0,1,0,0,0,1,1,3.1
1,1,1,0,0,1,0,0,0,1,1,1,0,0,4.609
0,1,1,1,1,0,1,0,0,1,1,1,1,0,4.532
1,1,1,1,1,0,1,0,1,1,0,1,1,0,4.467
1,0,0,0,1,0,1,1,1,1,0,0,0,0,4.002
0,1,0,0,0,1,0,1,1,0,0,1,1,1,3.817
0,1,0,0,1,0,0,1,1,1,0,0,1,1,3.895
0,1,1,0,0,0,0,0,1,1,0,1,0,1,4.6
1,0,0,1,1,1,0,1,0,1,1,1,1,0,4.533
0,0,1,0,1,0,0,1,1,1,1,0,1,0,3.833
0,1,1,1,1,0,0,1,1,1,1,1,1,1,4.465
1,0,0,1,1,1,0,1,0,1,1,1,0,1,4.56
0,0,0,1,0,0,1,0,0,1,1,1,1,1,4.625
1,0,0,0,1,1,1,0,0,0,0,0,0,0,3.313
1,1,0,1,0,1,1,0,1,1,0,0,0,1,3.879
1,1,1,0,1,0,1,1,0,0,1,1,0,1,3.775
0,0,1,0,0,0,0,0,1,0,0,0,0,1,3.248
1,1,0,1,1,0,1,0,1,1,1,1,1,1,4.42
0,0,1,1,1,1,0,1,0,0,0,1,0,1,3.63
0,0,1,1,1,1,1,0,1,0,0,1,0,0,3.743
0,1,1,1,0,0,0,0,0,1,1,1,1,1,4.543
0,1,1,0,1,1,0,0,1,1,1,1,0,1,4.445
1,0,0,1,1,1,1,0,0,1,0,1,0,0,4.547
0,1,0,1,1,1,1,1,1,0,0,1,1,1,3.695
1,0,1,1,0,0,0,0,0,0,1,1,1,0,3.873
1,1,0,0,0,1,0,1,0,1,1,1,0,1,4.545
0,1,0,0,0,0,0,1,1,0,0,0,0,1,3.289
0,1,1,0,1,0,1,0,0,0,0,1,1,1,3.699
1,0,1,1,0,0,0,0,1,1,1,0,0,0,3.994
1,1,1,0,1,1,0,1,1,0,0,1,0,1,3.816
0,1,1,1,1,1,1,0,0,1,0,0,0,0,4.021
1,0,1,0,1,1,0,1,1,1,1,1,1,0,4.661
0,0,1,0,1,0,0,1,1,0,0,1,0,0,3.861
1,0,0,1,1,1,0,1,0,1,0,0,1,0,3.769
1,0,1,1,1,0,0,0,1,0,0,1,0,1,3.778
1,0,0,0,1,1,1,1,1,1,1,1,0,0,4.604
0,0,0,0,1,0,0,1,0,0,0,0,1,0,3.256
0,1,1,0,0,0,1,0,0,1,1,1,1,1,4.508
0,1,1,1,0,1,1,0,1,1,0,1,0,0,4.464
0,0,0,0,1,1,1,1,1,0,0,1,1,1,3.558
1,1,1,0,0,1,1,0,1,0,0,1,1,1,3.727
0,1,1,0,0,1,1,0,1,0,0,0,0,0,3.095
1,1,1,0,0,1,0,1,1,1,1,0,1,0,4.018
0,1,1,1,0,1,0,0,1,0,0,0,1,0,3.127
1,1,1,1,0,1,0,0,1,0,1,1,1,1,3.727
1,1,1,0,1,0,1,1,0,1,1,1,0,0,4.558
1,1,0,1,0,0,1,0,0,0,0,1,0,0,3.645
1,1,0,0,1,0,0,0,1,1,1,0,1,1,3.942
1,1,0,0,0,1,0,1,0,0,0,1,0,0,3.863
0,1,0,1,1,1,1,0,0,1,1,0,0,0,4.149
0,1,0,0,1,1,0,0,0,0,0,1,1,1,3.842
0,0,1,0,1,1,1,1,0,1,0,0,1,0,3.884
0,0,0,0,0,1,1,1,1,0,1,0,1,1,3.202
0,1,1,1,1,1,0,0,0,1,0,1,0,1,4.527
1,1,1,1,1,0,1,0,1,0,0,1,1,1,3.764
0,1,1,1,0,1,1,0,0,1,1,0,1,1,3.748
0,0,0,0,0,0,1,0,1,0,1,0,0,0,3.302
0,0,0,1,0,0,0,0,1,0,1,0,0,1,3.227
0,1,0,0,0,0,0,0,0,1,1,0,1,1,3.916
1,1,0,0,1,1,1,1,1,1,1,0,0,1,3.989
0,1,0,1,0,0,1,0,1,0,0,0,1,0,3.055
1,1,1,1,0,0,1,0,0,1,1,1,0,1,4.605
1,1,0,1,0,0,0,0,0,1,1,0,1,0,3.89
1,0,0,1,1,1,1,1,0,0,0,0,0,1,3.236
0,0,0,1,0,1,1,1,1,0,0,1,0,1,3.833
1,1,0,0,0,0,1,0,1,1,0,0,1,0,3.838
0,0,0,1,1,1,0,1,1,0,1,0,1,0,3.133
1,1,0,0,1,1,1,1,0,0,1,0,1,1,3.341
0,1,0,1,0,1,0,1,1,1,0,1,0,1,4.545
0,0,1,1,1,0,0,0,0,1,1,1,1,1,4.71
1,0,0,0,1,0,1,1,1,0,0,1,1,0,3.626
0,0,1,1,1,1,1,1,0,0,1,1,0,1,3.827
0,0,1,1,0,0,1,1,1,1,1,0,1,1,3.942
0,1,0,0,1,1,1,0,0,1,1,1,1,1,4.465
1,0,1,0,1,1,0,1,1,0,0,0,0,1,3.32
0,1,1,0,1,0,1,1,0,0,0,0,0,0,3.076
1,0,0,0,0,0,1,1,0,0,0,1,1,0,3.705
1,1,1,1,1,1,1,0,1,0,1,0,0,0,3.177
0,0,0,1,0,1,1,0,1,1,0,0,0,1,3.819
1,0,0,1,1,0,0,1,0,1,1,0,0,0,4.053
1,0,0,1,0,0,1,0,0,0,1,0,1,0,3.217
1,1,1,0,0,1,0,0,0,0,0,1,1,0,3.661
1,1,0,1,1,1,1,0,0,0,1,0,1,1,3.127
1,0,1,1,0,1,0,1,0,1,1,1,1,0,4.51
1,0,1,1,1,0,0,0,1,1,1,1,1,0,4.374
1,0,1,0,0,1,0,0,1,0,1,0,0,0,3.319
0,0,1,0,0,0,1,1,1,1,0,1,1,1,4.325
0,1,1,1,0,1,0,1,1,0,0,0,0,0,3.138
0,0,1,0,0,0,1,1,1,0,1,1,1,1,3.692
0,1,0,0,1,0,0,1,1,0,1,1,0,1,3.711
1,1,1,1,0,1,1,0,1,0,1,1,1,0,3.668
1,1,0,0,1,0,1,1,0,1,1,0,0,1,4.087
1,0,1,1,1,1,0,1,1,1,1,1,1,1,4.595
0,0,1,1,1,0,1,0,1,1,1,1,1,0,4.337
0,1,0,1,1,1,1,1,1,0,1,0,1,1,3.198
0,0,0,0,0,1,1,0,1,1,1,0,1,0,3.921
1,0,0,0,0,0,1,1,0,1,1,0,1,0,3.799
0,0,0,1,0,0,0,0,0,1,0,0,1,1,3.998
1,1,0,1,0,0,1,1,1,0,0,1,1,1,3.718
1,0,0,0,1,1,1,1,0,0,0,1,0,1,3.668
1,0,1,0,1,0,1,1,0,1,0,1,0,0,4.589
1,0,1,0,1,1,0,1,0,1,1,1,0,1,4.52
1,0,1,1,0,0,0,0,1,1,1,1,1,0,4.39
0,0,1,0,1,1,1,0,0,0,0,0,1,0,3.129
0,1,0,1,1,1,1,1,1,1,1,0,1,0,3.958
0,1,0,1,0,0,0,0,0,0,1,0,1,0,3.008
1,0,0,1,0,0,1,1,0,1,1,1,0,1,4.572
0,1,0,0,0,0,0,0,1,1,0,0,0,1,3.968
0,0,1,0,0,1,1,0,1,1,1,1,0,0,4.51
1,0,1,1,0,1,1,1,1,0,0,0,1,1,3.171
0,1,0,0,1,1,1,1,0,0,0,1,1,0,3.829
1,1,0,0,0,0,0,1,1,1,0,1,0,0,4.448
0,0,1,1,0,1,1,1,0,0,0,1,1,0,3.764
1,0,1,0,0,0,1,1,1,0,1,0,0,1,3.285
0,1,1,0,0,1,0,0,0,1,1,0,0,1,4.017
1,1,0,0,0,0,0,0,0,0,0,1,1,1,3.67
1,0,0,1,0,1,0,0,1,0,1,1,0,0,3.947
1,1,1,0,1,0,1,1,0,1,0,0,0,1,3.974
1,1,0,0,1,1,0,1,0,0,0,1,1,1,3.775
1,0,1,1,0,1,1,1,1,1,0,1,0,1,4.547
0,0,0,0,1,0,1,1,1,0,1,0,0,1,3.221
0,1,1,1,0,1,0,1,0,1,1,1,0,1,4.353
0,0,1,0,1,1,0,0,0,0,0,1,1,1,3.729
0,1,0,1,0,1,0,0,1,0,1,1,1,1,3.692
0,1,1,0,0,0,1,1,0,0,0,0,0,1,3.157
0,1,1,1,1,0,1,0,0,0,0,0,0,1,3.291
1,1,1,1,0,1,0,0,1,0,0,1,0,1,3.722
1,0,1,0,0,1,0,1,1,0,1,1,0,0,3.79
1,0,1,0,0,0,0,1,1,0,1,0,1,0,3.022
0,1,1,0,0,1,0,0,1,0,1,0,1,1,3.134
0,0,0,0,0,0,1,0,1,0,1,1,1,0,3.724
0,0,1,0,1,1,1,0,1,0,0,1,0,0,3.744
0,0,1,1,1,0,0,0,1,0,0,1,0,0,3.914
1,0,1,1,1,0,0,1,0,0,1,1,1,0,3.78
0,0,1,0,1,1,0,1,0,1,0,0,1,1,3.78
1,1,0,0,1,0,0,1,1,1,1,0,1,1,3.955
1,1,0,0,1,1,0,1,0,0,0,1,0,1,3.795
1,0,1,1,0,0,0,0,0,1,0,0,1,0,4.043
1,1,0,0,0,1,0,0,1,1,0,0,1,0,3.85
0,1,0,1,1,0,0,0,0,0,0,1,1,0,3.687
1,0,0,1,0,1,0,0,0,0,1,0,0,1,3.175
1,1,1,0,0,1,0,1,1,0,0,0,1,0,3.225
1,0,0,1,0,1,1,0,1,1,1,1,1,1,4.489
1,1,0,1,1,0,1,1,1,1,1,1,1,0,4.468
1,0,0,1,1,1,1,1,0,1,1,0,0,1,3.872
0,0,1,0,1,1,0,0,0,1,0,0,1,0,3.743
1,1,1,1,0,0,0,1,0,0,0,0,0,0,3.065
1,1,1,1,0,0,1,1,0,0,0,0,0,1,3.121
0,1,1,0,0,0,1,1,1,1,0,1,0,1,4.687
0,0,0,1,1,0,1,0,0,0,0,1,1,0,3.581
0,1,0,1,1,0,1,0,1,0,0,0,1,0,3.224
0,0,0,0,1,0,0,1,1,0,1,1,0,1,3.696
1,1,0,0,0,1,1,1,1,1,1,0,0,0,4.018
0,1,0,1,1,1,0,1,0,1,0,0,0,1,4.082
1,0,0,1,0,0,0,1,0,0,1,1,0,0,3.791
0,0,0,1,1,0,1,1,1,0,1,1,0,1,3.802
1,1,0,1,0,0,1,0,0,1,1,0,1,0,3.976
0,0,0,1,0,1,0,1,1,0,1,1,0,1,3.754
1,1,1,0,0,1,1,1,1,1,0,1,1,0,4.426
0,1,0,0,0,1,1,1,0,1,1,0,1,0,4.028
1,1,0,0,0,0,1,1,1,1,1,1,0,1,4.665
1,0,0,1,1,1,1,1,1,0,0,0,1,1,3.105
1,1,0,0,1,0,0,0,0,1,0,0,1,1,3.868
1,0,0,1,1,1,1,1,1,1,1,1,0,1,4.503
1,1,0,0,0,1,0,0,1,1,1,0,1,1,3.807
1,0,1,1,1,0,1,0,0,0,0,1,1,1,3.746
1,1,1,1,1,1,0,0,0,1,1,0,0,0,4.209
0,1,1,1,1,1,0,0,0,1,0,1,1,1,4.395
0,0,1,1,1,1,1,1,1,0,0,0,1,0,3.154
1,0,1,1,1,1,0,1,0,1,1,0,1,0,3.84
0,1,0,1,1,0,0,1,1,0,0,1,0,0,3.893
1,1,0,0,0,1,1,1,1,0,0,0,0,1,3.195
0,0,0,1,1,1,0,1,0,1,0,1,0,1,4.438
0,1,1,1,0,0,1,1,1,1,1,0,0,1,4.046
1,1,1,1,1,1,1,1,1,1,1,1,0,1,4.515
1,1,0,1,1,1,0,0,1,1,1,0,0,0,4.012
0,1,0,1,0,0,1,1,0,1,0,0,0,1,3.922
0,0,1,0,0,0,1,0,0,0,0,1,0,1,3.79
0,1,0,0,1,0,0,1,0,1,0,1,1,0,4.457
0,0,1,0,1,1,1,1,0,0,0,0,1,1,3.15
0,0,0,0,0,0,0,0,1,1,0,0,0,0,4.116
0,0,0,0,0,0,1,1,1,1,0,0,1,0,3.855
1,1,1,1,1,0,1,0,1,0,1,0,0,0,3.25
0,0,1,0,1,1,0,1,0,0,0,0,1,1,3.222
0,0,1,0,0,1,0,0,1,0,0,1,1,0,3.758
1,0,0,0,1,0,0,1,1,0,1,1,1,0,3.805
1,0,0,1,1,0,0,0,0,0,1,0,0,1,3.11
0,0,0,1,0,1,1,0,0,1,0,0,0,0,3.84
0,1,1,1,0,0,0,0,0,1,0,1,0,0,4.53
0,1,1,1,1,0,1,1,1,0,1,0,1,0,3.117
1,0,1,0,0,1,1,0,0,0,0,0,0,0,3.234
1,0,0,0,1,0,0,1,1,1,0,1,1,0,4.496
0,1,1,0,0,0,1,0,0,0,1,1,0,1,3.798
1,0,1,0,1,1,1,0,0,1,1,0,0,0,3.947
1,0,0,1,0,0,1,0,0,1,1,1,0,1,4.59
1,0,0,0,0,0,1,1,1,0,1,0,1,0,3.144
1,1,0,0,0,0,0,1,0,0,1,1,1,0,3.668
0,1,1,1,0,0,1,1,0,1,1,1,1,0,4.489
1,1,0,1,1,0,0,1,0,0,1,1,0,0,3.623
1,1,0,1,0,0,1,0,0,1,1,1,1,1,4.53
0,1,0,0,0,1,0,1,0,1,1,1,1,0,4.661
0,1,1,1,1,0,0,1,0,1,1,0,1,1,3.931
0,0,0,0,0,0,1,0,1,0,1,0,1,1,3.071
0,1,1,1,1,0,0,0,1,0,0,0,0,0,3.282
0,1,1,1,1,1,1,1,0,0,1,0,1,1,3.291
0,1,0,0,1,0,0,1,0,1,0,0,1,1,3.908
1,0,1,0,0,0,0,1,0,0,1,1,0,0,3.794
1,1,0,0,1,0,0,1,0,0,0,0,1,0,3.057
0,1,0,0,1,1,1,0,1,0,1,1,1,1,3.668
1,1,1,0,0,1,0,1,1,0,1,0,0,1,3.344
1,0,0,0,0,0,1,0,1,1,1,0,1,1,3.836
1,0,0,1,1,0,1,1,1,1,1,1,1,1,4.557
1,1,0,1,1,1,0,0,1,1,0,1,0,0,4.548
0,1,1,1,0,0,1,1,1,1,1,0,0,0,3.885
0,0,0,1,0,1,0,1,0,0,1,0,0,0,3.103
1,0,1,0,0,1,1,0,0,1,1,1,1,0,4.501
0,1,1,0,0,0,0,1,1,1,0,0,1,0,3.847
1,0,0,1,0,1,1,0,0,1,1,1,1,1,4.523
1,0,1,0,1,0,0,0,1,1,1,0,1,0,3.843
1,0,1,1,1,1,1,0,0,1,1,1,1,0,4.521
0,1,1,0,1,1,1,1,0,1,0,1,0,0,4.442
0,0,1,0,0,0,0,0,1,0,1,1,0,1,3.733
0,1,1,1,0,0,0,0,0,0,0,1,0,1,3.693
0,0,1,1,0,0,1,0,0,1,0,0,1,0,3.95
0,1,1,0,0,1,1,0,0,1,0,1,0,0,4.606
0,1,0,1,0,0,0,1,0,0,1,1,0,0,3.724
0,0,1,1,0,1,0,1,0,1,0,1,1,1,4.484
1,1,0,0,0,0,1,1,0,1,1,1,1,0,4.434
0,1,1,1,1,0,1,1,1,1,0,0,0,0,4.106
0,1,0,0,0,0,1,0,0,1,1,0,0,0,3.896
1,0,1,0,0,1,0,1,0,0,1,1,1,0,3.838
0,0,1,1,0,1,1,1,0,1,0,0,0,1,3.869
0,0,1,1,0,1,1,0,0,0,0,1,0,0,3.849
1,1,0,1,1,1,1,0,1,1,0,0,0,0,3.876
1,1,0,0,0,0,0,1,0,1,0,1,1,0,4.515
0,0,1,0,0,0,1,0,1,0,0,1,1,0,3.671
0,0,0,0,1,0,0,1,0,1,1,1,1,1,4.67
0,1,0,1,1,1,0,1,0,0,0,1,1,1,3.743
1,0,0,0,1,0,0,0,0,1,0,1,1,1,4.428
1,0,1,1,0,0,0,1,1,0,1,0,1,0,3.107
0,0,1,0,1,1,1,1,0,0,0,0,0,1,3.175
1,0,0,0,0,1,0,0,1,0,0,1,1,0,3.806
1,0,0,0,1,1,1,1,0,1,0,0,0,1,3.952
0,1,1,1,0,0,0,0,0,0,0,0,1,1,2.997
1,1,0,1,0,1,0,1,1,1,0,0,0,0,4.1
0,1,1,1,0,0,0,1,1,1,0,0,0,0,3.924
0,1,1,1,1,1,0,0,1,1,1,1,1,1,4.437
1,0,0,0,0,0,0,0,0,0,1,0,1,0,3.102
0,1,0,1,0,0,0,1,1,1,0,1,0,0,4.43
0,1,0,0,0,0,1,1,1,1,1,0,0,1,3.997
