SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandbatch.2
0,1,0,0,0,1,1,1,1,1,0,1,1,0,11.1
0,0,0,1,0,0,0,0,0,1,1,0,0,1,10.856
1,0,0,0,1,1,0,1,0,1,1,1,0,0,11.067
0,0,1,1,0,0,1,1,0,1,1,1,1,0,11.01
0,1,1,1,1,0,1,0,0,0,1,0,1,0,10.354
0,0,0,1,0,0,0,0,0,1,0,1,1,0,11.176
0,1,0,1,0,0,1,0,0,1,1,0,1,1,10.76
0,0,1,1,1,0,1,0,1,1,1,0,1,0,10.782
0,0,0,1,1,0,1,0,1,1,0,0,1,0,10.932
0,0,1,0,0,0,0,0,1,0,1,0,1,1,10.26
0,0,1,0,1,0,1,0,0,0,0,0,0,1,10.253
0,1,1,1,1,1,1,0,1,1,0,1,1,1,11.034
1,1,0,1,0,0,0,1,0,1,0,1,0,0,11.039
1,0,1,1,0,0,0,1,1,1,1,0,0,0,10.909
1,1,0,0,1,1,1,0,0,0,0,1,1,0,10.593
1,0,0,1,1,1,1,0,1,1,1,1,0,1,11.071
0,0,0,0,0,1,0,1,0,0,0,0,0,1,10.268
1,1,1,1,1,1,1,1,1,1,1,0,0,1,10.783
0,0,1,1,0,0,1,1,0,0,1,1,0,0,10.618
1,1,1,0,1,0,1,1,1,1,0,1,0,0,11.118
0,0,0,1,1,0,0,0,0,1,1,0,1,0,10.756
1,1,0,0,1,0,0,0,1,0,0,1,1,0,10.58
0,1,0,1,1,0,0,0,0,0,0,1,1,0,10.665
1,0,0,1,0,1,0,0,1,1,1,1,1,0,11.098
1,1,1,1,1,1,0,0,1,1,1,0,0,0,10.728
1,0,1,0,1,1,0,0,1,1,1,1,0,1,11.186
0,0,1,1,0,1,0,1,0,0,1,1,0,1,10.65
0,1,0,1,0,0,1,1,1,1,1,0,1,1,10.759
1,0,0,1,1,1,1,0,1,0,0,1,1,0,10.615
1,0,0,1,1,0,1,0,1,1,0,1,1,0,11.047
0,0,1,1,0,0,0,0,1,1,0,0,1,0,10.787
0,0,0,0,1,1,1,1,1,0,1,0,1,0,10.228
1,0,0,1,1,1,1,1,1,0,1,0,0,1,10.254
1,1,0,0,0,1,0,0,1,0,0,1,0,0,10.676
1,0,1,1,0,0,0,0,0,0,1,1,0,0,10.623
1,0,1,0,1,0,0,0,1,0,0,1,0,0,10.64
0,1,1,1,1,1,0,1,1,0,0,0,0,0,10.254
0,1,0,0,0,1,0,0,1,0,1,1,0,0,10.615
1,0,0,0,1,1,0,0,0,1,1,0,0,1,10.821
1,1,0,1,1,0,0,1,1,0,0,1,0,0,10.631
1,0,1,1,0,1,0,1,1,1,1,0,1,1,10.806
0,1,1,0,1,1,1,0,0,1,1,0,0,1,10.913
1,1,0,1,0,0,1,1,0,0,1,1,1,0,10.633
0,1,0,1,1,0,1,1,0,1,1,0,1,0,10.781
1,0,0,1,1,0,1,1,0,1,0,1,0,1,11.067
1,1,1,0,1,0,0,0,1,0,0,0,0,1,10.29
0,0,1,1,0,0,1,0,0,1,0,1,0,1,11.028
0,1,1,0,0,0,1,1,0,0,1,0,0,1,10.359
0,1,1,1,1,1,0,0,0,1,1,1,0,1,11.034
1,0,1,0,0,0,1,0,1,0,0,1,0,0,10.657
0,0,1,0,0,1,1,0,1,0,0,0,1,1,10.252
1,1,1,0,0,0,0,1,0,0,1,1,1,1,10.58
0,0,0,1,0,1,1,1,1,1,0,0,0,0,10.915
0,1,1,0,0,0,0,0,1,0,1,1,1,1,10.596
0,1,0,0,0,0,0,1,0,1,1,1,1,0,10.981
0,1,1,1,1,0,1,1,1,1,1,0,0,0,10.829
0,0,0,1,1,0,0,0,0,1,1,1,0,1,11.04
1,0,1,0,0,1,0,0,0,0,0,0,1,1,10.304
1,0,1,0,1,1,0,0,1,1,0,1,0,0,11.119
0,1,1,1,0,1,0,0,0,0,0,1,0,0,10.609
1,0,1,1,0,1,0,1,0,0,0,0,1,1,10.381
0,1,1,1,1,0,0,1,1,1,1,0,0,0,10.772
0,1,0,1,1,0,1,0,0,1,1,0,1,0,10.749
0,0,1,1,1,0,0,1,1,1,1,0,1,0,10.846
1,0,1,1,1,1,1,1,0,1,1,0,1,0,10.8
0,0,1,1,1,0,1,0,0,1,1,1,0,1,11.06
1,1,0,0,0,0,1,1,1,1,1,0,1,0,10.798
0,1,1,1,0,1,0,0,0,0,1,1,1,0,10.614
1,1,1,1,0,1,1,1,1,1,1,0,1,1,10.796
1,1,1,0,0,0,1,0,0,1,1,0,1,1,10.785
1,0,0,0,0,1,1,1,1,1,0,1,1,0,11.08
1,1,0,1,1,0,1,1,0,1,0,1,1,1,11.058
1,0,1,1,1,1,0,0,1,0,1,0,0,1,10.307
0,0,1,1,0,0,1,0,0,0,1,0,1,0,10.283
1,1,0,1,0,1,0,1,0,1,0,0,0,0,10.805
1,1,1,0,0,1,1,0,1,0,0,1,0,0,10.647
1,1,0,1,0,1,1,0,1,1,0,1,0,1,11.114
1,0,1,0,1,0,1,1,0,1,0,1,1,0,11.062
1,0,1,1,0,1,0,0,1,0,1,1,0,1,10.611
1,0,0,0,1,0,0,1,0,1,1,0,1,1,10.822
1,0,0,1,0,0,0,1,1,1,1,0,0,0,10.865
1,0,1,0,0,1,1,1,1,1,1,0,0,1,10.801
1,0,0,0,0,1,0,1,0,0,0,0,1,0,10.288
0,1,1,1,1,1,0,0,1,1,0,0,1,1,10.79
1,1,1,1,1,1,0,1,0,0,0,1,1,0,10.625
1,1,1,1,0,0,1,0,1,1,0,0,1,0,10.853
0,1,0,1,0,0,1,0,1,0,0,1,0,0,10.958
0,1,0,1,1,0,1,0,1,1,1,0,0,1,10.769
0,0,1,1,0,1,0,1,1,0,0,0,0,0,10.348
0,0,1,1,0,1,0,1,0,1,0,0,1,0,10.786
0,0,0,1,1,0,0,0,0,1,1,0,1,0,10.829
0,1,1,0,1,0,0,1,0,0,0,1,1,0,10.585
0,1,1,1,0,1,0,1,0,0,1,1,1,1,10.566
1,1,0,0,1,1,1,0,0,1,1,1,1,1,11.099
1,1,1,0,0,0,0,1,1,0,0,1,1,1,10.581
1,1,1,1,1,1,0,1,1,0,0,0,1,0,10.241
1,1,0,0,0,1,0,1,1,0,1,1,1,0,10.623
0,1,0,0,0,1,0,1,1,0,0,1,0,0,10.656
1,0,1,1,1,1,0,1,1,0,0,1,1,1,10.618
1,0,0,1,1,1,0,0,1,0,1,0,1,1,10.308
0,1,0,1,1,1,0,1,1,0,0,1,1,0,10.573
1,1,1,1,1,1,1,1,1,0,0,0,1,0,10.291
0,0,1,1,1,1,0,1,1,1,1,1,1,1,11.034
0,1,1,0,0,0,0,0,0,1,0,1,1,1,11.047
1,0,1,0,0,0,1,1,1,0,0,0,0,1,10.482
1,1,0,1,0,0,0,0,0,0,0,0,1,0,10.265
0,1,1,0,1,1,1,1,1,1,0,0,1,1,10.845
1,1,1,1,1,0,1,0,1,0,0,0,1,1,10.291
1,1,1,0,0,1,0,0,0,1,1,1,0,0,11.148
0,1,1,1,1,0,1,0,0,1,1,1,1,0,11.021
1,1,1,1,1,0,1,0,1,1,0,1,1,0,11.167
1,0,0,0,1,0,1,1,1,1,0,0,0,0,10.879
0,1,0,0,0,1,0,1,1,0,0,1,1,1,10.652
0,1,0,0,1,0,0,1,1,1,0,0,1,1,10.83
0,1,1,0,0,0,0,0,1,1,0,1,0,1,11.199
1,0,0,1,1,1,0,1,0,1,1,1,1,0,11.175
0,0,1,0,1,0,0,1,1,1,1,0,1,0,10.773
0,1,1,1,1,0,0,1,1,1,1,1,1,1,11.135
1,0,0,1,1,1,0,1,0,1,1,1,0,1,11.16
0,0,0,1,0,0,1,0,0,1,1,1,1,1,11.053
1,0,0,0,1,1,1,0,0,0,0,0,0,0,10.305
1,1,0,1,0,1,1,0,1,1,0,0,0,1,10.821
1,1,1,0,1,0,1,1,0,0,1,1,0,1,10.703
0,0,1,0,0,0,0,0,1,0,0,0,0,1,10.281
1,1,0,1,1,0,1,0,1,1,1,1,1,1,11.063
0,0,1,1,1,1,0,1,0,0,0,1,0,1,10.615
0,0,1,1,1,1,1,0,1,0,0,1,0,0,10.592
0,1,1,1,0,0,0,0,0,1,1,1,1,1,11.042
0,1,1,0,1,1,0,0,1,1,1,1,0,1,11.079
1,0,0,1,1,1,1,0,0,1,0,1,0,0,11.179
0,1,0,1,1,1,1,1,1,0,0,1,1,1,10.603
1,0,1,1,0,0,0,0,0,0,1,1,1,0,10.567
1,1,0,0,0,1,0,1,0,1,1,1,0,1,11.061
0,1,0,0,0,0,0,1,1,0,0,0,0,1,10.395
0,1,1,0,1,0,1,0,0,0,0,1,1,1,10.533
1,0,1,1,0,0,0,0,1,1,1,0,0,0,10.863
1,1,1,0,1,1,0,1,1,0,0,1,0,1,10.669
0,1,1,1,1,1,1,0,0,1,0,0,0,0,10.962
1,0,1,0,1,1,0,1,1,1,1,1,1,0,11.027
0,0,1,0,1,0,0,1,1,0,0,1,0,0,10.616
1,0,0,1,1,1,0,1,0,1,0,0,1,0,10.786
1,0,1,1,1,0,0,0,1,0,0,1,0,1,10.623
1,0,0,0,1,1,1,1,1,1,1,1,0,0,11.093
0,0,0,0,1,0,0,1,0,0,0,0,1,0,10.257
0,1,1,0,0,0,1,0,0,1,1,1,1,1,11.038
0,1,1,1,0,1,1,0,1,1,0,1,0,0,11.063
0,0,0,0,1,1,1,1,1,0,0,1,1,1,10.73
1,1,1,0,0,1,1,0,1,0,0,1,1,1,10.667
0,1,1,0,0,1,1,0,1,0,0,0,0,0,10.312
1,1,1,0,0,1,0,1,1,1,1,0,1,0,10.833
0,1,1,1,0,1,0,0,1,0,0,0,1,0,10.302
1,1,1,1,0,1,0,0,1,0,1,1,1,1,10.75
1,1,1,0,1,0,1,1,0,1,1,1,0,0,10.964
1,1,0,1,0,0,1,0,0,0,0,1,0,0,10.672
1,1,0,0,1,0,0,0,1,1,1,0,1,1,10.784
1,1,0,0,0,1,0,1,0,0,0,1,0,0,10.657
0,1,0,1,1,1,1,0,0,1,1,0,0,0,10.822
0,1,0,0,1,1,0,0,0,0,0,1,1,1,10.587
0,0,1,0,1,1,1,1,0,1,0,0,1,0,10.811
0,0,0,0,0,1,1,1,1,0,1,0,1,1,10.376
0,1,1,1,1,1,0,0,0,1,0,1,0,1,11.066
1,1,1,1,1,0,1,0,1,0,0,1,1,1,10.632
0,1,1,1,0,1,1,0,0,1,1,0,1,1,10.813
0,0,0,0,0,0,1,0,1,0,1,0,0,0,10.262
0,0,0,1,0,0,0,0,1,0,1,0,0,1,10.293
0,1,0,0,0,0,0,0,0,1,1,0,1,1,10.848
1,1,0,0,1,1,1,1,1,1,1,0,0,1,10.795
0,1,0,1,0,0,1,0,1,0,0,0,1,0,10.246
1,1,1,1,0,0,1,0,0,1,1,1,0,1,11.22
1,1,0,1,0,0,0,0,0,1,1,0,1,0,10.832
1,0,0,1,1,1,1,1,0,0,0,0,0,1,10.301
0,0,0,1,0,1,1,1,1,0,0,1,0,1,10.635
1,1,0,0,0,0,1,0,1,1,0,0,1,0,10.83
0,0,0,1,1,1,0,1,1,0,1,0,1,0,10.262
1,1,0,0,1,1,1,1,0,0,1,0,1,1,10.296
0,1,0,1,0,1,0,1,1,1,0,1,0,1,11.094
0,0,1,1,1,0,0,0,0,1,1,1,1,1,11.063
1,0,0,0,1,0,1,1,1,0,0,1,1,0,10.597
0,0,1,1,1,1,1,1,0,0,1,1,0,1,10.637
0,0,1,1,0,0,1,1,1,1,1,0,1,1,10.848
0,1,0,0,1,1,1,0,0,1,1,1,1,1,11.063
1,0,1,0,1,1,0,1,1,0,0,0,0,1,10.389
0,1,1,0,1,0,1,1,0,0,0,0,0,0,10.259
1,0,0,0,0,0,1,1,0,0,0,1,1,0,10.644
1,1,1,1,1,1,1,0,1,0,1,0,0,0,10.326
0,0,0,1,0,1,1,0,1,1,0,0,0,1,10.849
1,0,0,1,1,0,0,1,0,1,1,0,0,0,10.806
1,0,0,1,0,0,1,0,0,0,1,0,1,0,10.283
1,1,1,0,0,1,0,0,0,0,0,1,1,0,10.64
1,1,0,1,1,1,1,0,0,0,1,0,1,1,10.241
1,0,1,1,0,1,0,1,0,1,1,1,1,0,11.144
1,0,1,1,1,0,0,0,1,1,1,1,1,0,11.067
1,0,1,0,0,1,0,0,1,0,1,0,0,0,10.31
0,0,1,0,0,0,1,1,1,1,0,1,1,1,11.117
0,1,1,1,0,1,0,1,1,0,0,0,0,0,10.341
0,0,1,0,0,0,1,1,1,0,1,1,1,1,10.607
0,1,0,0,1,0,0,1,1,0,1,1,0,1,10.596
1,1,1,1,0,1,1,0,1,0,1,1,1,0,10.69
1,1,0,0,1,0,1,1,0,1,1,0,0,1,10.797
1,0,1,1,1,1,0,1,1,1,1,1,1,1,11.097
0,0,1,1,1,0,1,0,1,1,1,1,1,0,11.034
0,1,0,1,1,1,1,1,1,0,1,0,1,1,10.248
0,0,0,0,0,1,1,0,1,1,1,0,1,0,10.817
1,0,0,0,0,0,1,1,0,1,1,0,1,0,10.817
0,0,0,1,0,0,0,0,0,1,0,0,1,1,10.791
1,1,0,1,0,0,1,1,1,0,0,1,1,1,10.605
1,0,0,0,1,1,1,1,0,0,0,1,0,1,10.659
1,0,1,0,1,0,1,1,0,1,0,1,0,0,11.155
1,0,1,0,1,1,0,1,0,1,1,1,0,1,11.122
1,0,1,1,0,0,0,0,1,1,1,1,1,0,11.11
0,0,1,0,1,1,1,0,0,0,0,0,1,0,10.316
0,1,0,1,1,1,1,1,1,1,1,0,1,0,10.867
0,1,0,1,0,0,0,0,0,0,1,0,1,0,10.541
1,0,0,1,0,0,1,1,0,1,1,1,0,1,11.208
0,1,0,0,0,0,0,0,1,1,0,0,0,1,10.831
0,0,1,0,0,1,1,0,1,1,1,1,0,0,11.089
1,0,1,1,0,1,1,1,1,0,0,0,1,1,10.261
0,1,0,0,1,1,1,1,0,0,0,1,1,0,10.682
1,1,0,0,0,0,0,1,1,1,0,1,0,0,11.142
0,0,1,1,0,1,1,1,0,0,0,1,1,0,10.589
1,0,1,0,0,0,1,1,1,0,1,0,0,1,10.3
0,1,1,0,0,1,0,0,0,1,1,0,0,1,10.937
1,1,0,0,0,0,0,0,0,0,0,1,1,1,10.695
1,0,0,1,0,1,0,0,1,0,1,1,0,0,10.634
1,1,1,0,1,0,1,1,0,1,0,0,0,1,10.767
1,1,0,0,1,1,0,1,0,0,0,1,1,1,10.623
1,0,1,1,0,1,1,1,1,1,0,1,0,1,11.158
0,0,0,0,1,0,1,1,1,0,1,0,0,1,10.289
0,1,1,1,0,1,0,1,0,1,1,1,0,1,11.044
0,0,1,0,1,1,0,0,0,0,0,1,1,1,10.619
0,1,0,1,0,1,0,0,1,0,1,1,1,1,10.65
0,1,1,0,0,0,1,1,0,0,0,0,0,1,10.277
0,1,1,1,1,0,1,0,0,0,0,0,0,1,10.372
1,1,1,1,0,1,0,0,1,0,0,1,0,1,10.701
1,0,1,0,0,1,0,1,1,0,1,1,0,0,10.677
1,0,1,0,0,0,0,1,1,0,1,0,1,0,10.235
0,1,1,0,0,1,0,0,1,0,1,0,1,1,10.275
0,0,0,0,0,0,1,0,1,0,1,1,1,0,10.621
0,0,1,0,1,1,1,0,1,0,0,1,0,0,10.658
0,0,1,1,1,0,0,0,1,0,0,1,0,0,10.695
1,0,1,1,1,0,0,1,0,0,1,1,1,0,10.646
0,0,1,0,1,1,0,1,0,1,0,0,1,1,10.809
1,1,0,0,1,0,0,1,1,1,1,0,1,1,10.788
1,1,0,0,1,1,0,1,0,0,0,1,0,1,10.658
1,0,1,1,0,0,0,0,0,1,0,0,1,0,10.963
1,1,0,0,0,1,0,0,1,1,0,0,1,0,10.809
0,1,0,1,1,0,0,0,0,0,0,1,1,0,10.61
1,0,0,1,0,1,0,0,0,0,1,0,0,1,10.329
1,1,1,0,0,1,0,1,1,0,0,0,1,0,10.332
1,0,0,1,0,1,1,0,1,1,1,1,1,1,11.056
1,1,0,1,1,0,1,1,1,1,1,1,1,0,11.175
1,0,0,1,1,1,1,1,0,1,1,0,0,1,10.851
0,0,1,0,1,1,0,0,0,1,0,0,1,0,10.798
1,1,1,1,0,0,0,1,0,0,0,0,0,0,10.375
1,1,1,1,0,0,1,1,0,0,0,0,0,1,10.378
0,1,1,0,0,0,1,1,1,1,0,1,0,1,11.412
0,0,0,1,1,0,1,0,0,0,0,1,1,0,10.563
0,1,0,1,1,0,1,0,1,0,0,0,1,0,10.276
0,0,0,0,1,0,0,1,1,0,1,1,0,1,10.649
1,1,0,0,0,1,1,1,1,1,1,0,0,0,11.005
0,1,0,1,1,1,0,1,0,1,0,0,0,1,10.795
1,0,0,1,0,0,0,1,0,0,1,1,0,0,10.626
0,0,0,1,1,0,1,1,1,0,1,1,0,1,10.597
1,1,0,1,0,0,1,0,0,1,1,0,1,0,10.815
0,0,0,1,0,1,0,1,1,0,1,1,0,1,10.669
1,1,1,0,0,1,1,1,1,1,0,1,1,0,11.126
0,1,0,0,0,1,1,1,0,1,1,0,1,0,10.793
1,1,0,0,0,0,1,1,1,1,1,1,0,1,11.101
1,0,0,1,1,1,1,1,1,0,0,0,1,1,10.291
1,1,0,0,1,0,0,0,0,1,0,0,1,1,10.807
1,0,0,1,1,1,1,1,1,1,1,1,0,1,11.081
1,1,0,0,0,1,0,0,1,1,1,0,1,1,10.777
1,0,1,1,1,0,1,0,0,0,0,1,1,1,10.681
1,1,1,1,1,1,0,0,0,1,1,0,0,0,10.837
0,1,1,1,1,1,0,0,0,1,0,1,1,1,10.996
0,0,1,1,1,1,1,1,1,0,0,0,1,0,10.296
1,0,1,1,1,1,0,1,0,1,1,0,1,0,10.823
0,1,0,1,1,0,0,1,1,0,0,1,0,0,10.631
1,1,0,0,0,1,1,1,1,0,0,0,0,1,10.32
0,0,0,1,1,1,0,1,0,1,0,1,0,1,11.066
0,1,1,1,0,0,1,1,1,1,1,0,0,1,10.87
1,1,1,1,1,1,1,1,1,1,1,1,0,1,11.077
1,1,0,1,1,1,0,0,1,1,1,0,0,0,10.83
0,1,0,1,0,0,1,1,0,1,0,0,0,1,10.762
0,0,1,0,0,0,1,0,0,0,0,1,0,1,10.682
0,1,0,0,1,0,0,1,0,1,0,1,1,0,11.122
0,0,1,0,1,1,1,1,0,0,0,0,1,1,10.262
0,0,0,0,0,0,0,0,1,1,0,0,0,0,11.044
0,0,0,0,0,0,1,1,1,1,0,0,1,0,10.848
1,1,1,1,1,0,1,0,1,0,1,0,0,0,10.326
0,0,1,0,1,1,0,1,0,0,0,0,1,1,10.299
0,0,1,0,0,1,0,0,1,0,0,1,1,0,10.682
1,0,0,0,1,0,0,1,1,0,1,1,1,0,10.63
1,0,0,1,1,0,0,0,0,0,1,0,0,1,10.327
0,0,0,1,0,1,1,0,0,1,0,0,0,0,10.8
0,1,1,1,0,0,0,0,0,1,0,1,0,0,11.095
0,1,1,1,1,0,1,1,1,0,1,0,1,0,10.285
1,0,1,0,0,1,1,0,0,0,0,0,0,0,10.319
1,0,0,0,1,0,0,1,1,1,0,1,1,0,11.113
0,1,1,0,0,0,1,0,0,0,1,1,0,1,10.749
1,0,1,0,1,1,1,0,0,1,1,0,0,0,10.84
1,0,0,1,0,0,1,0,0,1,1,1,0,1,11.106
1,0,0,0,0,0,1,1,1,0,1,0,1,0,10.283
1,1,0,0,0,0,0,1,0,0,1,1,1,0,10.623
0,1,1,1,0,0,1,1,0,1,1,1,1,0,11.095
1,1,0,1,1,0,0,1,0,0,1,1,0,0,10.676
1,1,0,1,0,0,1,0,0,1,1,1,1,1,11.113
0,1,0,0,0,1,0,1,0,1,1,1,1,0,11.128
0,1,1,1,1,0,0,1,0,1,1,0,1,1,10.841
0,0,0,0,0,0,1,0,1,0,1,0,1,1,10.243
0,1,1,1,1,0,0,0,1,0,0,0,0,0,10.308
0,1,1,1,1,1,1,1,0,0,1,0,1,1,10.25
0,1,0,0,1,0,0,1,0,1,0,0,1,1,10.766
1,0,1,0,0,0,0,1,0,0,1,1,0,0,10.671
1,1,0,0,1,0,0,1,0,0,0,0,1,0,10.302
0,1,0,0,1,1,1,0,1,0,1,1,1,1,10.859
1,1,1,0,0,1,0,1,1,0,1,0,0,1,10.31
1,0,0,0,0,0,1,0,1,1,1,0,1,1,10.86
1,0,0,1,1,0,1,1,1,1,1,1,1,1,11.098
1,1,0,1,1,1,0,0,1,1,0,1,0,0,11.165
0,1,1,1,0,0,1,1,1,1,1,0,0,0,10.837
0,0,0,1,0,1,0,1,0,0,1,0,0,0,10.326
1,0,1,0,0,1,1,0,0,1,1,1,1,0,11.203
0,1,1,0,0,0,0,1,1,1,0,0,1,0,10.846
1,0,0,1,0,1,1,0,0,1,1,1,1,1,11.534
1,0,1,0,1,0,0,0,1,1,1,0,1,0,10.829
1,0,1,1,1,1,1,0,0,1,1,1,1,0,11.061
0,1,1,0,1,1,1,1,0,1,0,1,0,0,11.037
0,0,1,0,0,0,0,0,1,0,1,1,0,1,10.697
0,1,1,1,0,0,0,0,0,0,0,1,0,1,10.616
0,0,1,1,0,0,1,0,0,1,0,0,1,0,10.825
0,1,1,0,0,1,1,0,0,1,0,1,0,0,11.073
0,1,0,1,0,0,0,1,0,0,1,1,0,0,10.622
0,0,1,1,0,1,0,1,0,1,0,1,1,1,11.086
1,1,0,0,0,0,1,1,0,1,1,1,1,0,11.122
0,1,1,1,1,0,1,1,1,1,0,0,0,0,10.867
0,1,0,0,0,0,1,0,0,1,1,0,0,0,10.767
1,0,1,0,0,1,0,1,0,0,1,1,1,0,10.62
0,0,1,1,0,1,1,1,0,1,0,0,0,1,10.814
0,0,1,1,0,1,1,0,0,0,0,1,0,0,10.681
1,1,0,1,1,1,1,0,1,1,0,0,0,0,10.868
1,1,0,0,0,0,0,1,0,1,0,1,1,0,11.215
0,0,1,0,0,0,1,0,1,0,0,1,1,0,10.68
0,0,0,0,1,0,0,1,0,1,1,1,1,1,11.107
0,1,0,1,1,1,0,1,0,0,0,1,1,1,10.693
1,0,0,0,1,0,0,0,0,1,0,1,1,1,11.038
1,0,1,1,0,0,0,1,1,0,1,0,1,0,10.296
0,0,1,0,1,1,1,1,0,0,0,0,0,1,10.329
1,0,0,0,0,1,0,0,1,0,0,1,1,0,10.633
1,0,0,0,1,1,1,1,0,1,0,0,0,1,10.867
0,1,1,1,0,0,0,0,0,0,0,0,1,1,10.289
1,1,0,1,0,1,0,1,1,1,0,0,0,0,10.964
0,1,1,1,0,0,0,1,1,1,0,0,0,0,10.864
0,1,1,1,1,1,0,0,1,1,1,1,1,1,11.147
1,0,0,0,0,0,0,0,0,0,1,0,1,0,10.313
0,1,0,1,0,0,0,1,1,1,0,1,0,0,11.116
0,1,0,0,0,0,1,1,1,1,1,0,0,1,10.794
