SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseqbatch.3
0,0,1,1,1,0,1,0,0,1,1,1,0,1,5.217
1,1,0,0,0,0,1,1,1,1,1,0,1,0,4.538
0,1,1,1,0,1,0,0,0,0,1,1,1,0,5.04
1,1,1,1,0,1,1,1,1,1,1,0,1,1,4.499
1,1,1,0,0,0,1,0,0,1,1,0,1,1,4.538
1,0,0,0,0,1,1,1,1,1,0,1,1,0,5.26
1,1,0,1,1,0,1,1,0,1,0,1,1,1,5.304
1,0,1,1,1,1,0,0,1,0,1,0,0,1,4.594
0,0,1,1,0,0,1,0,0,0,1,0,1,0,4.447
1,1,0,1,0,1,0,1,0,1,0,0,0,0,4.724
1,1,1,0,0,1,1,0,1,0,0,1,0,0,5.114
1,1,0,1,0,1,1,0,1,1,0,1,0,1,5.402
1,0,1,0,1,0,1,1,0,1,0,1,1,0,5.28
1,0,1,1,0,1,0,0,1,0,1,1,0,1,5.348
1,0,0,0,1,0,0,1,0,1,1,0,1,1,4.601
1,0,0,1,0,0,0,1,1,1,1,0,0,0,4.54
1,0,1,0,0,1,1,1,1,1,1,0,0,1,4.635
1,0,0,0,0,1,0,1,0,0,0,0,1,0,4.515
0,1,1,1,1,1,0,0,1,1,0,0,1,1,4.553
1,1,1,1,1,1,0,1,0,0,0,1,1,0,5.168
1,1,1,1,0,0,1,0,1,1,0,0,1,0,4.592
0,1,0,1,0,0,1,0,1,0,0,1,0,0,5.207
0,1,0,1,1,0,1,0,1,1,1,0,0,1,4.631
0,0,1,1,0,1,0,1,1,0,0,0,0,0,4.61
0,0,1,1,0,1,0,1,0,1,0,0,1,0,4.577
0,0,0,1,1,0,0,0,0,1,1,0,1,0,4.603
0,1,1,0,1,0,0,1,0,0,0,1,1,0,5.091
0,1,1,1,0,1,0,1,0,0,1,1,1,1,5.084
1,1,0,0,1,1,1,0,0,1,1,1,1,1,5.237
1,1,1,0,0,0,0,1,1,0,0,1,1,1,5.393
1,1,1,1,1,1,0,1,1,0,0,0,1,0,4.558
1,1,0,0,0,1,0,1,1,0,1,1,1,0,5.108
0,1,0,0,0,1,0,1,1,0,0,1,0,0,5.176
1,0,1,1,1,1,0,1,1,0,0,1,1,1,5.213
1,0,0,1,1,1,0,0,1,0,1,0,1,1,4.433
0,1,0,1,1,1,0,1,1,0,0,1,1,0,5.179
1,1,1,1,1,1,1,1,1,0,0,0,1,0,4.591
0,0,1,1,1,1,0,1,1,1,1,1,1,1,5.135
0,1,1,0,0,0,0,0,0,1,0,1,1,1,5.147
1,0,1,0,0,0,1,1,1,0,0,0,0,1,4.634
1,1,0,1,0,0,0,0,0,0,0,0,1,0,4.544
0,1,1,0,1,1,1,1,1,1,0,0,1,1,4.584
1,1,1,1,1,0,1,0,1,0,0,0,1,1,4.589
1,1,1,0,0,1,0,0,0,1,1,1,0,0,5.174
0,1,1,1,1,0,1,0,0,1,1,1,1,0,5.087
1,1,1,1,1,0,1,0,1,1,0,1,1,0,5.26
1,0,0,0,1,0,1,1,1,1,0,0,0,0,4.84
0,1,0,0,0,1,0,1,1,0,0,1,1,1,5.117
0,1,0,0,1,0,0,1,1,1,0,0,1,1,4.505
0,1,1,0,0,0,0,0,1,1,0,1,0,1,5.238
1,0,0,1,1,1,0,1,0,1,1,1,1,0,5.226
0,0,1,0,1,0,0,1,1,1,1,0,1,0,4.475
0,1,1,1,1,0,0,1,1,1,1,1,1,1,5.086
1,0,0,1,1,1,0,1,0,1,1,1,0,1,5.317
0,0,0,1,0,0,1,0,0,1,1,1,1,1,5.16
1,0,0,0,1,1,1,0,0,0,0,0,0,0,4.619
1,1,0,1,0,1,1,0,1,1,0,0,0,1,4.726
1,1,1,0,1,0,1,1,0,0,1,1,0,1,5.186
0,0,1,0,0,0,0,0,1,0,0,0,0,1,4.578
1,1,0,1,1,0,1,0,1,1,1,1,1,1,5.166
0,0,1,1,1,1,0,1,0,0,0,1,0,1,5.154
0,0,1,1,1,1,1,0,1,0,0,1,0,0,5.195
0,1,1,1,0,0,0,0,0,1,1,1,1,1,5.109
0,1,1,0,1,1,0,0,1,1,1,1,0,1,5.179
1,0,0,1,1,1,1,0,0,1,0,1,0,0,5.409
0,1,0,1,1,1,1,1,1,0,0,1,1,1,5.112
1,0,1,1,0,0,0,0,0,0,1,1,1,0,5.212
1,1,0,0,0,1,0,1,0,1,1,1,0,1,5.183
0,1,0,0,0,0,0,1,1,0,0,0,0,1,4.576
0,1,1,0,1,0,1,0,0,0,0,1,1,1,5.302
1,0,1,1,0,0,0,0,1,1,1,0,0,0,4.584
1,1,1,0,1,1,0,1,1,0,0,1,0,1,5.441
0,1,1,1,1,1,1,0,0,1,0,0,0,0,4.548
1,0,1,0,1,1,0,1,1,1,1,1,1,0,5.167
0,0,1,0,1,0,0,1,1,0,0,1,0,0,5.168
1,0,0,1,1,1,0,1,0,1,0,0,1,0,4.484
1,0,1,1,1,0,0,0,1,0,0,1,0,1,5.252
1,0,0,0,1,1,1,1,1,1,1,1,0,0,5.239
0,0,0,0,1,0,0,1,0,0,0,0,1,0,4.561
0,1,1,0,0,0,1,0,0,1,1,1,1,1,5.112
0,1,1,1,0,1,1,0,1,1,0,1,0,0,5.247
0,0,0,0,1,1,1,1,1,0,0,1,1,1,5.039
1,1,1,0,0,1,1,0,1,0,0,1,1,1,5.214
0,1,1,0,0,1,1,0,1,0,0,0,0,0,4.524
1,1,1,0,0,1,0,1,1,1,1,0,1,0,4.52
0,1,1,1,0,1,0,0,1,0,0,0,1,0,4.529
1,1,1,1,0,1,0,0,1,0,1,1,1,1,5.119
1,1,1,0,1,0,1,1,0,1,1,1,0,0,5.528
1,1,0,1,0,0,1,0,0,0,0,1,0,0,5.201
1,1,0,0,1,0,0,0,1,1,1,0,1,1,4.488
1,1,0,0,0,1,0,1,0,0,0,1,0,0,5.92
0,1,0,1,1,1,1,0,0,1,1,0,0,0,4.576
0,1,0,0,1,1,0,0,0,0,0,1,1,1,5.128
0,0,1,0,1,1,1,1,0,1,0,0,1,0,4.542
0,0,0,0,0,1,1,1,1,0,1,0,1,1,4.538
0,1,1,1,1,1,0,0,0,1,0,1,0,1,5.245
1,1,1,1,1,0,1,0,1,0,0,1,1,1,5.254
0,1,1,1,0,1,1,0,0,1,1,0,1,1,4.554
0,0,0,0,0,0,1,0,1,0,1,0,0,0,4.56
0,0,0,1,0,0,0,0,1,0,1,0,0,1,4.507
0,1,0,0,0,0,0,0,0,1,1,0,1,1,4.59
1,1,0,0,1,1,1,1,1,1,1,0,0,1,4.602
0,1,0,1,0,0,1,0,1,0,0,0,1,0,4.528
1,1,1,1,0,0,1,0,0,1,1,1,0,1,5.271
1,1,0,1,0,0,0,0,0,1,1,0,1,0,4.573
1,0,0,1,1,1,1,1,0,0,0,0,0,1,4.601
0,0,0,1,0,1,1,1,1,0,0,1,0,1,5.144
1,1,0,0,0,0,1,0,1,1,0,0,1,0,4.756
0,0,0,1,1,1,0,1,1,0,1,0,1,0,4.498
1,1,0,0,1,1,1,1,0,0,1,0,1,1,4.593
0,1,0,1,0,1,0,1,1,1,0,1,0,1,5.224
0,0,1,1,1,0,0,0,0,1,1,1,1,1,5.233
1,0,0,0,1,0,1,1,1,0,0,1,1,0,5.175
0,0,1,1,1,1,1,1,0,0,1,1,0,1,5.055
0,0,1,1,0,0,1,1,1,1,1,0,1,1,4.479
0,1,0,0,1,1,1,0,0,1,1,1,1,1,5.207
1,0,1,0,1,1,0,1,1,0,0,0,0,1,4.59
0,1,1,0,1,0,1,1,0,0,0,0,0,0,4.601
1,0,0,0,0,0,1,1,0,0,0,1,1,0,5.222
1,1,1,1,1,1,1,0,1,0,1,0,0,0,4.675
0,0,0,1,0,1,1,0,1,1,0,0,0,1,4.618
1,0,0,1,1,0,0,1,0,1,1,0,0,0,4.912
1,0,0,1,0,0,1,0,0,0,1,0,1,0,4.561
1,1,1,0,0,1,0,0,0,0,0,1,1,0,5.181
1,1,0,1,1,1,1,0,0,0,1,0,1,1,4.492
1,0,1,1,0,1,0,1,0,1,1,1,1,0,5.191
1,0,1,1,1,0,0,0,1,1,1,1,1,0,5.249
1,0,1,0,0,1,0,0,1,0,1,0,0,0,4.592
0,0,1,0,0,0,1,1,1,1,0,1,1,1,5.162
0,1,1,1,0,1,0,1,1,0,0,0,0,0,4.566
0,0,1,0,0,0,1,1,1,0,1,1,1,1,5.065
0,1,0,0,1,0,0,1,1,0,1,1,0,1,5.108
1,1,1,1,0,1,1,0,1,0,1,1,1,0,5.093
1,1,0,0,1,0,1,1,0,1,1,0,0,1,4.576
1,0,1,1,1,1,0,1,1,1,1,1,1,1,5.185
0,0,1,1,1,0,1,0,1,1,1,1,1,0,5.15
0,1,0,1,1,1,1,1,1,0,1,0,1,1,4.518
0,0,0,0,0,1,1,0,1,1,1,0,1,0,4.611
1,0,0,0,0,0,1,1,0,1,1,0,1,0,4.626
0,0,0,1,0,0,0,0,0,1,0,0,1,1,4.54
1,1,0,1,0,0,1,1,1,0,0,1,1,1,5.112
1,0,0,0,1,1,1,1,0,0,0,1,0,1,5.242
1,0,1,0,1,0,1,1,0,1,0,1,0,0,5.637
1,0,1,0,1,1,0,1,0,1,1,1,0,1,5.33
1,0,1,1,0,0,0,0,1,1,1,1,1,0,5.342
0,0,1,0,1,1,1,0,0,0,0,0,1,0,4.547
0,1,0,1,1,1,1,1,1,1,1,0,1,0,4.549
0,1,0,1,0,0,0,0,0,0,1,0,1,0,4.45
1,0,0,1,0,0,1,1,0,1,1,1,0,1,5.307
0,1,0,0,0,0,0,0,1,1,0,0,0,1,4.684
0,0,1,0,0,1,1,0,1,1,1,1,0,0,5.342
1,0,1,1,0,1,1,1,1,0,0,0,1,1,4.544
0,1,0,0,1,1,1,1,0,0,0,1,1,0,5.069
1,1,0,0,0,0,0,1,1,1,0,1,0,0,5.372
0,0,1,1,0,1,1,1,0,0,0,1,1,0,5.194
1,0,1,0,0,0,1,1,1,0,1,0,0,1,4.553
0,1,1,0,0,1,0,0,0,1,1,0,0,1,4.55
1,1,0,0,0,0,0,0,0,0,0,1,1,1,5.159
1,0,0,1,0,1,0,0,1,0,1,1,0,0,5.128
1,1,1,0,1,0,1,1,0,1,0,0,0,1,4.684
1,1,0,0,1,1,0,1,0,0,0,1,1,1,5.102
1,0,1,1,0,1,1,1,1,1,0,1,0,1,5.292
0,0,0,0,1,0,1,1,1,0,1,0,0,1,4.524
0,1,1,1,0,1,0,1,0,1,1,1,0,1,5.27
0,0,1,0,1,1,0,0,0,0,0,1,1,1,5.155
0,1,0,1,0,1,0,0,1,0,1,1,1,1,5.035
0,1,1,0,0,0,1,1,0,0,0,0,0,1,4.544
0,1,1,1,1,0,1,0,0,0,0,0,0,1,4.499
1,1,1,1,0,1,0,0,1,0,0,1,0,1,5.124
1,0,1,0,0,1,0,1,1,0,1,1,0,0,5.274
1,0,1,0,0,0,0,1,1,0,1,0,1,0,4.559
0,1,1,0,0,1,0,0,1,0,1,0,1,1,4.499
0,0,0,0,0,0,1,0,1,0,1,1,1,0,5.078
0,0,1,0,1,1,1,0,1,0,0,1,0,0,5.145
0,0,1,1,1,0,0,0,1,0,0,1,0,0,5.147
1,0,1,1,1,0,0,1,0,0,1,1,1,0,5.274
0,0,1,0,1,1,0,1,0,1,0,0,1,1,4.57
1,1,0,0,1,0,0,1,1,1,1,0,1,1,4.613
1,1,0,0,1,1,0,1,0,0,0,1,0,1,5.245
1,0,1,1,0,0,0,0,0,1,0,0,1,0,4.577
1,1,0,0,0,1,0,0,1,1,0,0,1,0,4.593
0,1,0,1,1,0,0,0,0,0,0,1,1,0,5.101
1,0,0,1,0,1,0,0,0,0,1,0,0,1,4.502
1,1,1,0,0,1,0,1,1,0,0,0,1,0,4.586
1,0,0,1,0,1,1,0,1,1,1,1,1,1,5.273
1,1,0,1,1,0,1,1,1,1,1,1,1,0,5.163
1,0,0,1,1,1,1,1,0,1,1,0,0,1,4.677
0,0,1,0,1,1,0,0,0,1,0,0,1,0,4.579
1,1,1,1,0,0,0,1,0,0,0,0,0,0,4.526
1,1,1,1,0,0,1,1,0,0,0,0,0,1,4.494
0,1,1,0,0,0,1,1,1,1,0,1,0,1,5.251
0,0,0,1,1,0,1,0,0,0,0,1,1,0,5.115
0,1,0,1,1,0,1,0,1,0,0,0,1,0,4.513
0,0,0,0,1,0,0,1,1,0,1,1,0,1,5.107
1,1,0,0,0,1,1,1,1,1,1,0,0,0,4.596
0,1,0,1,1,1,0,1,0,1,0,0,0,1,4.658
1,0,0,1,0,0,0,1,0,0,1,1,0,0,5.131
0,0,0,1,1,0,1,1,1,0,1,1,0,1,5.14
1,1,0,1,0,0,1,0,0,1,1,0,1,0,4.648
0,0,0,1,0,1,0,1,1,0,1,1,0,1,5.107
1,1,1,0,0,1,1,1,1,1,0,1,1,0,5.321
0,1,0,0,0,1,1,1,0,1,1,0,1,0,4.588
1,1,0,0,0,0,1,1,1,1,1,1,0,1,5.211
1,0,0,1,1,1,1,1,1,0,0,0,1,1,4.54
1,1,0,0,1,0,0,0,0,1,0,0,1,1,4.589
1,0,0,1,1,1,1,1,1,1,1,1,0,1,5.324
1,1,0,0,0,1,0,0,1,1,1,0,1,1,4.486
1,0,1,1,1,0,1,0,0,0,0,1,1,1,5.205
1,1,1,1,1,1,0,0,0,1,1,0,0,0,4.602
0,1,1,1,1,1,0,0,0,1,0,1,1,1,5.153
0,0,1,1,1,1,1,1,1,0,0,0,1,0,4.587
1,0,1,1,1,1,0,1,0,1,1,0,1,0,4.527
0,1,0,1,1,0,0,1,1,0,0,1,0,0,5.164
1,1,0,0,0,1,1,1,1,0,0,0,0,1,4.607
0,0,0,1,1,1,0,1,0,1,0,1,0,1,5.227
0,1,1,1,0,0,1,1,1,1,1,0,0,1,4.622
1,1,1,1,1,1,1,1,1,1,1,1,0,1,5.355
1,1,0,1,1,1,0,0,1,1,1,0,0,0,4.61
0,1,0,1,0,0,1,1,0,1,0,0,0,1,4.652
0,0,1,0,0,0,1,0,0,0,0,1,0,1,5.02
0,1,0,0,1,0,0,1,0,1,0,1,1,0,5.183
0,0,1,0,1,1,1,1,0,0,0,0,1,1,4.531
0,0,0,0,0,0,0,0,1,1,0,0,0,0,4.643
0,0,0,0,0,0,1,1,1,1,0,0,1,0,4.515
1,1,1,1,1,0,1,0,1,0,1,0,0,0,4.627
0,0,1,0,1,1,0,1,0,0,0,0,1,1,4.557
0,0,1,0,0,1,0,0,1,0,0,1,1,0,5.114
1,0,0,0,1,0,0,1,1,0,1,1,1,0,5.138
1,0,0,1,1,0,0,0,0,0,1,0,0,1,4.53
0,0,0,1,0,1,1,0,0,1,0,0,0,0,4.592
0,1,1,1,0,0,0,0,0,1,0,1,0,0,5.311
0,1,1,1,1,0,1,1,1,0,1,0,1,0,4.474
1,0,1,0,0,1,1,0,0,0,0,0,0,0,4.622
1,0,0,0,1,0,0,1,1,1,0,1,1,0,5.259
0,1,1,0,0,0,1,0,0,0,1,1,0,1,5.166
1,0,1,0,1,1,1,0,0,1,1,0,0,0,4.55
1,0,0,1,0,0,1,0,0,1,1,1,0,1,5.298
1,0,0,0,0,0,1,1,1,0,1,0,1,0,4.504
1,1,0,0,0,0,0,1,0,0,1,1,1,0,5.214
0,1,1,1,0,0,1,1,0,1,1,1,1,0,5.123
1,1,0,1,1,0,0,1,0,0,1,1,0,0,5.264
1,1,0,1,0,0,1,0,0,1,1,1,1,1,5.287
0,1,0,0,0,1,0,1,0,1,1,1,1,0,5.197
0,1,1,1,1,0,0,1,0,1,1,0,1,1,4.487
0,0,0,0,0,0,1,0,1,0,1,0,1,1,4.471
0,1,1,1,1,0,0,0,1,0,0,0,0,0,4.552
0,1,1,1,1,1,1,1,0,0,1,0,1,1,4.429
0,1,0,0,1,0,0,1,0,1,0,0,1,1,4.597
1,0,1,0,0,0,0,1,0,0,1,1,0,0,5.216
1,1,0,0,1,0,0,1,0,0,0,0,1,0,4.6
0,1,0,0,1,1,1,0,1,0,1,1,1,1,5.276
1,1,1,0,0,1,0,1,1,0,1,0,0,1,4.583
1,0,0,0,0,0,1,0,1,1,1,0,1,1,4.509
1,0,0,1,1,0,1,1,1,1,1,1,1,1,5.176
1,1,0,1,1,1,0,0,1,1,0,1,0,0,5.354
0,1,1,1,0,0,1,1,1,1,1,0,0,0,4.698
0,0,0,1,0,1,0,1,0,0,1,0,0,0,4.497
1,0,1,0,0,1,1,0,0,1,1,1,1,0,5.176
0,1,1,0,0,0,0,1,1,1,0,0,1,0,4.556
1,0,0,1,0,1,1,0,0,1,1,1,1,1,5.378
1,0,1,0,1,0,0,0,1,1,1,0,1,0,4.622
1,0,1,1,1,1,1,0,0,1,1,1,1,0,5.272
0,1,1,0,1,1,1,1,0,1,0,1,0,0,5.252
0,0,1,0,0,0,0,0,1,0,1,1,0,1,5.282
0,1,1,1,0,0,0,0,0,0,0,1,0,1,5.191
0,0,1,1,0,0,1,0,0,1,0,0,1,0,4.53
0,1,1,0,0,1,1,0,0,1,0,1,0,0,5.154
0,1,0,1,0,0,0,1,0,0,1,1,0,0,5.119
0,0,1,1,0,1,0,1,0,1,0,1,1,1,5.174
1,1,0,0,0,0,1,1,0,1,1,1,1,0,5.322
0,1,1,1,1,0,1,1,1,1,0,0,0,0,4.588
0,1,0,0,0,0,1,0,0,1,1,0,0,0,4.628
1,0,1,0,0,1,0,1,0,0,1,1,1,0,5.259
0,0,1,1,0,1,1,1,0,1,0,0,0,1,4.66
0,0,1,1,0,1,1,0,0,0,0,1,0,0,5.229
1,1,0,1,1,1,1,0,1,1,0,0,0,0,4.697
1,1,0,0,0,0,0,1,0,1,0,1,1,0,5.249
0,0,1,0,0,0,1,0,1,0,0,1,1,0,5.102
0,0,0,0,1,0,0,1,0,1,1,1,1,1,5.17
0,1,0,1,1,1,0,1,0,0,0,1,1,1,5.12
1,0,0,0,1,0,0,0,0,1,0,1,1,1,5.369
1,0,1,1,0,0,0,1,1,0,1,0,1,0,4.481
0,0,1,0,1,1,1,1,0,0,0,0,0,1,4.63
1,0,0,0,0,1,0,0,1,0,0,1,1,0,5.203
1,0,0,0,1,1,1,1,0,1,0,0,0,1,4.693
0,1,1,1,0,0,0,0,0,0,0,0,1,1,4.533
1,1,0,1,0,1,0,1,1,1,0,0,0,0,4.794
0,1,1,1,0,0,0,1,1,1,0,0,0,0,4.551
0,1,1,1,1,1,0,0,1,1,1,1,1,1,5.32
1,0,0,0,0,0,0,0,0,0,1,0,1,0,4.542
0,1,0,1,0,0,0,1,1,1,0,1,0,0,5.253
0,1,0,0,0,0,1,1,1,1,1,0,0,1,4.554
