SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq100K.6
0,1,0,0,0,1,1,1,1,1,0,1,1,0,1273.2
0,0,0,1,0,0,0,0,0,1,1,0,0,1,1261.7
1,0,0,0,1,1,0,1,0,1,1,1,0,0,1317.3
0,0,1,1,0,0,1,1,0,1,1,1,1,0,1305.4
0,1,1,1,1,0,1,0,0,0,1,0,1,0,1298.0
0,0,0,1,0,0,0,0,0,1,0,1,1,0,1588.7
0,1,0,1,0,0,1,0,0,1,1,0,1,1,1356.0
0,0,1,1,1,0,1,0,1,1,1,0,1,0,1586.9
0,0,0,1,1,0,1,0,1,1,0,0,1,0,1396.8
0,0,1,0,0,0,0,0,1,0,1,0,1,1,1648.3
0,0,1,0,1,0,1,0,0,0,0,0,0,1,1765.4
0,1,1,1,1,1,1,0,1,1,0,1,1,1,1674.7
1,1,0,1,0,0,0,1,0,1,0,1,0,0,1513.7
1,0,1,1,0,0,0,1,1,1,1,0,0,0,1248.3
1,1,0,0,1,1,1,0,0,0,0,1,1,0,5287.8
1,0,0,1,1,1,1,0,1,1,1,1,0,1,4603.3
0,0,0,0,0,1,0,1,0,0,0,0,0,1,4845.3
1,1,1,1,1,1,1,1,1,1,1,0,0,1,5652.1
0,0,1,1,0,0,1,1,0,0,1,1,0,0,4867.3
1,1,1,0,1,0,1,1,1,1,0,1,0,0,4847.1
0,0,0,1,1,0,0,0,0,1,1,0,1,0,5657.9
1,1,0,0,1,0,0,0,1,0,0,1,1,0,1741.5
0,1,0,1,1,0,0,0,0,0,0,1,1,0,1306.2
1,0,0,1,0,1,0,0,1,1,1,1,1,0,1612.5
1,1,1,1,1,1,0,0,1,1,1,0,0,0,1452.9
1,0,1,0,1,1,0,0,1,1,1,1,0,1,1356.3
0,0,1,1,0,1,0,1,0,0,1,1,0,1,1279.7
0,1,0,1,0,0,1,1,1,1,1,0,1,1,1218.0
1,0,0,1,1,1,1,0,1,0,0,1,1,0,1275.4
1,0,0,1,1,0,1,0,1,1,0,1,1,0,1254.3
0,0,1,1,0,0,0,0,1,1,0,0,1,0,2932.0
0,0,0,0,1,1,1,1,1,0,1,0,1,0,1242.9
1,0,0,1,1,1,1,1,1,0,1,0,0,1,1397.1
1,1,0,0,0,1,0,0,1,0,0,1,0,0,1495.7
1,0,1,1,0,0,0,0,0,0,1,1,0,0,1337.0
1,0,1,0,1,0,0,0,1,0,0,1,0,0,1366.2
0,1,1,1,1,1,0,1,1,0,0,0,0,0,1355.9
0,1,0,0,0,1,0,0,1,0,1,1,0,0,1559.2
1,0,0,0,1,1,0,0,0,1,1,0,0,1,1425.3
1,1,0,1,1,0,0,1,1,0,0,1,0,0,1447.5
1,0,1,1,0,1,0,1,1,1,1,0,1,1,1476.0
0,1,1,0,1,1,1,0,0,1,1,0,0,1,1677.2
1,1,0,1,0,0,1,1,0,0,1,1,1,0,1779.8
0,1,0,1,1,0,1,1,0,1,1,0,1,0,1887.8
1,0,0,1,1,0,1,1,0,1,0,1,0,1,1681.3
1,1,1,0,1,0,0,0,1,0,0,0,0,1,1419.7
0,0,1,1,0,0,1,0,0,1,0,1,0,1,1736.9
0,1,1,0,0,0,1,1,0,0,1,0,0,1,1586.7
0,1,1,1,1,1,0,0,0,1,1,1,0,1,1828.1
1,0,1,0,0,0,1,0,1,0,0,1,0,0,1733.0
0,0,1,0,0,1,1,0,1,0,0,0,1,1,1571.1
1,1,1,0,0,0,0,1,0,0,1,1,1,1,1269.6
0,0,0,1,0,1,1,1,1,1,0,0,0,0,1651.8
0,1,1,0,0,0,0,0,1,0,1,1,1,1,1580.1
0,1,0,0,0,0,0,1,0,1,1,1,1,0,1315.5
0,1,1,1,1,0,1,1,1,1,1,0,0,0,2796.9
0,0,0,1,1,0,0,0,0,1,1,1,0,1,1476.2
1,0,1,0,0,1,0,0,0,0,0,0,1,1,1318.6
1,0,1,0,1,1,0,0,1,1,0,1,0,0,1312.0
0,1,1,1,0,1,0,0,0,0,0,1,0,0,1284.5
1,0,1,1,0,1,0,1,0,0,0,0,1,1,1434.1
0,1,1,1,1,0,0,1,1,1,1,0,0,0,1447.4
0,1,0,1,1,0,1,0,0,1,1,0,1,0,1308.3
0,0,1,1,1,0,0,1,1,1,1,0,1,0,1510.1
1,0,1,1,1,1,1,1,0,1,1,0,1,0,1318.0
0,0,1,1,1,0,1,0,0,1,1,1,0,1,1547.4
1,1,0,0,0,0,1,1,1,1,1,0,1,0,1289.1
0,1,1,1,0,1,0,0,0,0,1,1,1,0,1535.2
1,1,1,1,0,1,1,1,1,1,1,0,1,1,1191.4
1,1,1,0,0,0,1,0,0,1,1,0,1,1,1553.6
1,0,0,0,0,1,1,1,1,1,0,1,1,0,1203.9
1,1,0,1,1,0,1,1,0,1,0,1,1,1,1413.8
1,0,1,1,1,1,0,0,1,0,1,0,0,1,1616.1
0,0,1,1,0,0,1,0,0,0,1,0,1,0,1373.4
1,1,0,1,0,1,0,1,0,1,0,0,0,0,1623.4
1,1,1,0,0,1,1,0,1,0,0,1,0,0,1324.7
1,1,0,1,0,1,1,0,1,1,0,1,0,1,1284.7
1,0,1,0,1,0,1,1,0,1,0,1,1,0,1320.9
1,0,1,1,0,1,0,0,1,0,1,1,0,1,1566.8
1,0,0,0,1,0,0,1,0,1,1,0,1,1,1417.2
1,0,0,1,0,0,0,1,1,1,1,0,0,0,1440.4
1,0,1,0,0,1,1,1,1,1,1,0,0,1,1247.7
1,0,0,0,0,1,0,1,0,0,0,0,1,0,1308.3
0,1,1,1,1,1,0,0,1,1,0,0,1,1,1194.6
1,1,1,1,1,1,0,1,0,0,0,1,1,0,1551.9
1,1,1,1,0,0,1,0,1,1,0,0,1,0,1474.0
0,1,0,1,0,0,1,0,1,0,0,1,0,0,1662.0
0,1,0,1,1,0,1,0,1,1,1,0,0,1,1529.4
0,0,1,1,0,1,0,1,1,0,0,0,0,0,1731.4
0,0,1,1,0,1,0,1,0,1,0,0,1,0,1816.9
0,0,0,1,1,0,0,0,0,1,1,0,1,0,1542.2
0,1,1,0,1,0,0,1,0,0,0,1,1,0,1767.0
0,1,1,1,0,1,0,1,0,0,1,1,1,1,1755.0
1,1,0,0,1,1,1,0,0,1,1,1,1,1,1647.4
1,1,1,0,0,0,0,1,1,0,0,1,1,1,1272.4
1,1,1,1,1,1,0,1,1,0,0,0,1,0,1394.2
1,1,0,0,0,1,0,1,1,0,1,1,1,0,1302.2
0,1,0,0,0,1,0,1,1,0,0,1,0,0,1824.8
1,0,1,1,1,1,0,1,1,0,0,1,1,1,1449.8
1,0,0,1,1,1,0,0,1,0,1,0,1,1,1882.2
0,1,0,1,1,1,0,1,1,0,0,1,1,0,1787.8
1,1,1,1,1,1,1,1,1,0,0,0,1,0,1832.0
0,0,1,1,1,1,0,1,1,1,1,1,1,1,1459.2
0,1,1,0,0,0,0,0,0,1,0,1,1,1,1761.3
1,0,1,0,0,0,1,1,1,0,0,0,0,1,1622.4
1,1,0,1,0,0,0,0,0,0,0,0,1,0,1805.1
0,1,1,0,1,1,1,1,1,1,0,0,1,1,1831.6
1,1,1,1,1,0,1,0,1,0,0,0,1,1,1880.4
1,1,1,0,0,1,0,0,0,1,1,1,0,0,1869.5
0,1,1,1,1,0,1,0,0,1,1,1,1,0,1489.6
1,1,1,1,1,0,1,0,1,1,0,1,1,0,1779.4
1,0,0,0,1,0,1,1,1,1,0,0,0,0,1653.4
0,1,0,0,0,1,0,1,1,0,0,1,1,1,1785.7
0,1,0,0,1,0,0,1,1,1,0,0,1,1,1835.4
0,1,1,0,0,0,0,0,1,1,0,1,0,1,1921.7
1,0,0,1,1,1,0,1,0,1,1,1,1,0,1989.3
0,0,1,0,1,0,0,1,1,1,1,0,1,0,1893.4
0,1,1,1,1,0,0,1,1,1,1,1,1,1,1885.1
1,0,0,1,1,1,0,1,0,1,1,1,0,1,1918.0
0,0,0,1,0,0,1,0,0,1,1,1,1,1,1508.4
1,0,0,0,1,1,1,0,0,0,0,0,0,0,1791.3
1,1,0,1,0,1,1,0,1,1,0,0,0,1,1917.7
1,1,1,0,1,0,1,1,0,0,1,1,0,1,1880.8
0,0,1,0,0,0,0,0,1,0,0,0,0,1,1854.9
1,1,0,1,1,0,1,0,1,1,1,1,1,1,1890.4
0,0,1,1,1,1,0,1,0,0,0,1,0,1,1907.2
0,0,1,1,1,1,1,0,1,0,0,1,0,0,1893.4
0,1,1,1,0,0,0,0,0,1,1,1,1,1,1471.6
0,1,1,0,1,1,0,0,1,1,1,1,0,1,1254.1
1,0,0,1,1,1,1,0,0,1,0,1,0,0,1657.5
0,1,0,1,1,1,1,1,1,0,0,1,1,1,1879.8
1,0,1,1,0,0,0,0,0,0,1,1,1,0,1806.7
1,1,0,0,0,1,0,1,0,1,1,1,0,1,1776.5
0,1,0,0,0,0,0,1,1,0,0,0,0,1,1653.1
0,1,1,0,1,0,1,0,0,0,0,1,1,1,1809.0
1,0,1,1,0,0,0,0,1,1,1,0,0,0,1677.6
1,1,1,0,1,1,0,1,1,0,0,1,0,1,1820.9
0,1,1,1,1,1,1,0,0,1,0,0,0,0,1753.9
1,0,1,0,1,1,0,1,1,1,1,1,1,0,4532.7
0,0,1,0,1,0,0,1,1,0,0,1,0,0,1778.5
1,0,0,1,1,1,0,1,0,1,0,0,1,0,1763.2
1,0,1,1,1,0,0,0,1,0,0,1,0,1,1760.5
1,0,0,0,1,1,1,1,1,1,1,1,0,0,1890.3
0,0,0,0,1,0,0,1,0,0,0,0,1,0,1653.8
0,1,1,0,0,0,1,0,0,1,1,1,1,1,1709.9
0,1,1,1,0,1,1,0,1,1,0,1,0,0,1831.5
0,0,0,0,1,1,1,1,1,0,0,1,1,1,1796.4
1,1,1,0,0,1,1,0,1,0,0,1,1,1,1784.1
0,1,1,0,0,1,1,0,1,0,0,0,0,0,1557.4
1,1,1,0,0,1,0,1,1,1,1,0,1,0,1225.6
0,1,1,1,0,1,0,0,1,0,0,0,1,0,1621.4
1,1,1,1,0,1,0,0,1,0,1,1,1,1,1868.1
1,1,1,0,1,0,1,1,0,1,1,1,0,0,1914.2
1,1,0,1,0,0,1,0,0,0,0,1,0,0,1793.7
1,1,0,0,1,0,0,0,1,1,1,0,1,1,2252.0
1,1,0,0,0,1,0,1,0,0,0,1,0,0,1394.2
0,1,0,1,1,1,1,0,0,1,1,0,0,0,1191.4
0,1,0,0,1,1,0,0,0,0,0,1,1,1,1857.7
0,0,1,0,1,1,1,1,0,1,0,0,1,0,1872.6
0,0,0,0,0,1,1,1,1,0,1,0,1,1,1935.6
0,1,1,1,1,1,0,0,0,1,0,1,0,1,1768.9
1,1,1,1,1,0,1,0,1,0,0,1,1,1,1490.3
0,1,1,1,0,1,1,0,0,1,1,0,1,1,1978.4
0,0,0,0,0,0,1,0,1,0,1,0,0,0,1733.0
0,0,0,1,0,0,0,0,1,0,1,0,0,1,1820.2
0,1,0,0,0,0,0,0,0,1,1,0,1,1,1686.3
1,1,0,0,1,1,1,1,1,1,1,0,0,1,1921.4
0,1,0,1,0,0,1,0,1,0,0,0,1,0,1908.4
1,1,1,1,0,0,1,0,0,1,1,1,0,1,2000.8
1,1,0,1,0,0,0,0,0,1,1,0,1,0,1829.4
1,0,0,1,1,1,1,1,0,0,0,0,0,1,1936.9
0,0,0,1,0,1,1,1,1,0,0,1,0,1,2004.9
1,1,0,0,0,0,1,0,1,1,0,0,1,0,2022.7
0,0,0,1,1,1,0,1,1,0,1,0,1,0,1901.9
1,1,0,0,1,1,1,1,0,0,1,0,1,1,1924.9
0,1,0,1,0,1,0,1,1,1,0,1,0,1,1941.2
0,0,1,1,1,0,0,0,0,1,1,1,1,1,1982.0
1,0,0,0,1,0,1,1,1,0,0,1,1,0,1982.2
0,0,1,1,1,1,1,1,0,0,1,1,0,1,1802.2
0,0,1,1,0,0,1,1,1,1,1,0,1,1,1723.9
0,1,0,0,1,1,1,0,0,1,1,1,1,1,1882.1
1,0,1,0,1,1,0,1,1,0,0,0,0,1,1887.5
0,1,1,0,1,0,1,1,0,0,0,0,0,0,1878.4
1,0,0,0,0,0,1,1,0,0,0,1,1,0,1862.6
1,1,1,1,1,1,1,0,1,0,1,0,0,0,2001.4
0,0,0,1,0,1,1,0,1,1,0,0,0,1,1925.6
1,0,0,1,1,0,0,1,0,1,1,0,0,0,1852.5
1,0,0,1,0,0,1,0,0,0,1,0,1,0,1702.4
1,1,1,0,0,1,0,0,0,0,0,1,1,0,1937.5
1,1,0,1,1,1,1,0,0,0,1,0,1,1,1809.0
1,0,1,1,0,1,0,1,0,1,1,1,1,0,1912.6
1,0,1,1,1,0,0,0,1,1,1,1,1,0,1827.6
1,0,1,0,0,1,0,0,1,0,1,0,0,0,1869.1
0,0,1,0,0,0,1,1,1,1,0,1,1,1,1806.3
0,1,1,1,0,1,0,1,1,0,0,0,0,0,1331.3
0,0,1,0,0,0,1,1,1,0,1,1,1,1,1425.7
0,1,0,0,1,0,0,1,1,0,1,1,0,1,1124.2
1,1,1,1,0,1,1,0,1,0,1,1,1,0,1384.2
1,1,0,0,1,0,1,1,0,1,1,0,0,1,3198.4
1,0,1,1,1,1,0,1,1,1,1,1,1,1,2989.4
0,0,1,1,1,0,1,0,1,1,1,1,1,0,1795.0
0,1,0,1,1,1,1,1,1,0,1,0,1,1,1600.8
0,0,0,0,0,1,1,0,1,1,1,0,1,0,1763.7
1,0,0,0,0,0,1,1,0,1,1,0,1,0,1569.4
0,0,0,1,0,0,0,0,0,1,0,0,1,1,1879.8
1,1,0,1,0,0,1,1,1,0,0,1,1,1,1785.5
1,0,0,0,1,1,1,1,0,0,0,1,0,1,1802.3
1,0,1,0,1,0,1,1,0,1,0,1,0,0,1800.0
1,0,1,0,1,1,0,1,0,1,1,1,0,1,1684.8
1,0,1,1,0,0,0,0,1,1,1,1,1,0,1729.9
0,0,1,0,1,1,1,0,0,0,0,0,1,0,1286.8
0,1,0,1,1,1,1,1,1,1,1,0,1,0,1785.0
0,1,0,1,0,0,0,0,0,0,1,0,1,0,1648.2
1,0,0,1,0,0,1,1,0,1,1,1,0,1,1720.1
0,1,0,0,0,0,0,0,1,1,0,0,0,1,1570.9
0,0,1,0,0,1,1,0,1,1,1,1,0,0,1288.0
1,0,1,1,0,1,1,1,1,0,0,0,1,1,1432.6
0,1,0,0,1,1,1,1,0,0,0,1,1,0,1351.3
1,1,0,0,0,0,0,1,1,1,0,1,0,0,1622.0
0,0,1,1,0,1,1,1,0,0,0,1,1,0,1360.1
1,0,1,0,0,0,1,1,1,0,1,0,0,1,1541.1
0,1,1,0,0,1,0,0,0,1,1,0,0,1,1789.5
1,1,0,0,0,0,0,0,0,0,0,1,1,1,1402.2
1,0,0,1,0,1,0,0,1,0,1,1,0,0,1608.9
1,1,1,0,1,0,1,1,0,1,0,0,0,1,1623.7
1,1,0,0,1,1,0,1,0,0,0,1,1,1,1621.9
1,0,1,1,0,1,1,1,1,1,0,1,0,1,1140.8
0,0,0,0,1,0,1,1,1,0,1,0,0,1,1591.4
0,1,1,1,0,1,0,1,0,1,1,1,0,1,1616.9
0,0,1,0,1,1,0,0,0,0,0,1,1,1,1493.2
0,1,0,1,0,1,0,0,1,0,1,1,1,1,1302.5
0,1,1,0,0,0,1,1,0,0,0,0,0,1,1685.8
0,1,1,1,1,0,1,0,0,0,0,0,0,1,1714.9
1,1,1,1,0,1,0,0,1,0,0,1,0,1,1747.3
1,0,1,0,0,1,0,1,1,0,1,1,0,0,1706.9
1,0,1,0,0,0,0,1,1,0,1,0,1,0,1613.7
0,1,1,0,0,1,0,0,1,0,1,0,1,1,1600.1
0,0,0,0,0,0,1,0,1,0,1,1,1,0,1206.5
0,0,1,0,1,1,1,0,1,0,0,1,0,0,1704.2
0,0,1,1,1,0,0,0,1,0,0,1,0,0,1638.4
1,0,1,1,1,0,0,1,0,0,1,1,1,0,1700.1
0,0,1,0,1,1,0,1,0,1,0,0,1,1,1430.2
1,1,0,0,1,0,0,1,1,1,1,0,1,1,1547.2
1,1,0,0,1,1,0,1,0,0,0,1,0,1,1618.5
1,0,1,1,0,0,0,0,0,1,0,0,1,0,1558.7
1,1,0,0,0,1,0,0,1,1,0,0,1,0,1509.5
0,1,0,1,1,0,0,0,0,0,0,1,1,0,1521.4
1,0,0,1,0,1,0,0,0,0,1,0,0,1,1612.7
1,1,1,0,0,1,0,1,1,0,0,0,1,0,1685.0
1,0,0,1,0,1,1,0,1,1,1,1,1,1,1690.6
1,1,0,1,1,0,1,1,1,1,1,1,1,0,1573.4
1,0,0,1,1,1,1,1,0,1,1,0,0,1,1469.0
0,0,1,0,1,1,0,0,0,1,0,0,1,0,1362.4
1,1,1,1,0,0,0,1,0,0,0,0,0,0,1779.1
1,1,1,1,0,0,1,1,0,0,0,0,0,1,3834.5
0,1,1,0,0,0,1,1,1,1,0,1,0,1,1759.1
0,0,0,1,1,0,1,0,0,0,0,1,1,0,1992.7
0,1,0,1,1,0,1,0,1,0,0,0,1,0,1968.0
0,0,0,0,1,0,0,1,1,0,1,1,0,1,1942.6
1,1,0,0,0,1,1,1,1,1,1,0,0,0,2028.7
0,1,0,1,1,1,0,1,0,1,0,0,0,1,2005.7
1,0,0,1,0,0,0,1,0,0,1,1,0,0,1484.1
0,0,0,1,1,0,1,1,1,0,1,1,0,1,1886.0
1,1,0,1,0,0,1,0,0,1,1,0,1,0,1696.2
0,0,0,1,0,1,0,1,1,0,1,1,0,1,1942.6
1,1,1,0,0,1,1,1,1,1,0,1,1,0,1990.9
0,1,0,0,0,1,1,1,0,1,1,0,1,0,1969.9
1,1,0,0,0,0,1,1,1,1,1,1,0,1,1693.2
1,0,0,1,1,1,1,1,1,0,0,0,1,1,2033.0
1,1,0,0,1,0,0,0,0,1,0,0,1,1,1737.4
1,0,0,1,1,1,1,1,1,1,1,1,0,1,1917.0
1,1,0,0,0,1,0,0,1,1,1,0,1,1,1889.5
1,0,1,1,1,0,1,0,0,0,0,1,1,1,2046.9
1,1,1,1,1,1,0,0,0,1,1,0,0,0,1838.0
0,1,1,1,1,1,0,0,0,1,0,1,1,1,1908.5
0,0,1,1,1,1,1,1,1,0,0,0,1,0,1966.4
1,0,1,1,1,1,0,1,0,1,1,0,1,0,1899.4
0,1,0,1,1,0,0,1,1,0,0,1,0,0,1994.0
1,1,0,0,0,1,1,1,1,0,0,0,0,1,1966.7
0,0,0,1,1,1,0,1,0,1,0,1,0,1,1955.0
0,1,1,1,0,0,1,1,1,1,1,0,0,1,1956.4
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1977.5
1,1,0,1,1,1,0,0,1,1,1,0,0,0,1884.3
0,1,0,1,0,0,1,1,0,1,0,0,0,1,1929.4
0,0,1,0,0,0,1,0,0,0,0,1,0,1,1975.7
0,1,0,0,1,0,0,1,0,1,0,1,1,0,1925.7
0,0,1,0,1,1,1,1,0,0,0,0,1,1,2049.0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1779.4
0,0,0,0,0,0,1,1,1,1,0,0,1,0,2027.8
1,1,1,1,1,0,1,0,1,0,1,0,0,0,1964.1
0,0,1,0,1,1,0,1,0,0,0,0,1,1,2165.5
0,0,1,0,0,1,0,0,1,0,0,1,1,0,1976.2
1,0,0,0,1,0,0,1,1,0,1,1,1,0,1672.7
1,0,0,1,1,0,0,0,0,0,1,0,0,1,1989.1
0,0,0,1,0,1,1,0,0,1,0,0,0,0,2055.0
0,1,1,1,0,0,0,0,0,1,0,1,0,0,2061.1
0,1,1,1,1,0,1,1,1,0,1,0,1,0,2130.3
1,0,1,0,0,1,1,0,0,0,0,0,0,0,2119.8
1,0,0,0,1,0,0,1,1,1,0,1,1,0,2052.9
0,1,1,0,0,0,1,0,0,0,1,1,0,1,2001.7
1,0,1,0,1,1,1,0,0,1,1,0,0,0,2004.0
1,0,0,1,0,0,1,0,0,1,1,1,0,1,2013.9
1,0,0,0,0,0,1,1,1,0,1,0,1,0,1922.4
1,1,0,0,0,0,0,1,0,0,1,1,1,0,2082.5
0,1,1,1,0,0,1,1,0,1,1,1,1,0,2031.3
1,1,0,1,1,0,0,1,0,0,1,1,0,0,2048.6
1,1,0,1,0,0,1,0,0,1,1,1,1,1,1961.7
0,1,0,0,0,1,0,1,0,1,1,1,1,0,2060.0
0,1,1,1,1,0,0,1,0,1,1,0,1,1,1969.5
0,0,0,0,0,0,1,0,1,0,1,0,1,1,2046.9
0,1,1,1,1,0,0,0,1,0,0,0,0,0,1937.3
0,1,1,1,1,1,1,1,0,0,1,0,1,1,2713.9
0,1,0,0,1,0,0,1,0,1,0,0,1,1,2072.2
1,0,1,0,0,0,0,1,0,0,1,1,0,0,2016.5
1,1,0,0,1,0,0,1,0,0,0,0,1,0,1786.4
0,1,0,0,1,1,1,0,1,0,1,1,1,1,2074.6
1,1,1,0,0,1,0,1,1,0,1,0,0,1,3885.8
1,0,0,0,0,0,1,0,1,1,1,0,1,1,1881.4
1,0,0,1,1,0,1,1,1,1,1,1,1,1,2022.7
1,1,0,1,1,1,0,0,1,1,0,1,0,0,1985.3
0,1,1,1,0,0,1,1,1,1,1,0,0,0,2043.0
0,0,0,1,0,1,0,1,0,0,1,0,0,0,2057.6
1,0,1,0,0,1,1,0,0,1,1,1,1,0,2109.7
0,1,1,0,0,0,0,1,1,1,0,0,1,0,2060.4
1,0,0,1,0,1,1,0,0,1,1,1,1,1,2042.4
1,0,1,0,1,0,0,0,1,1,1,0,1,0,2051.9
1,0,1,1,1,1,1,0,0,1,1,1,1,0,2100.5
0,1,1,0,1,1,1,1,0,1,0,1,0,0,2096.0
0,0,1,0,0,0,0,0,1,0,1,1,0,1,2101.3
0,1,1,1,0,0,0,0,0,0,0,1,0,1,2055.3
0,0,1,1,0,0,1,0,0,1,0,0,1,0,1972.5
0,1,1,0,0,1,1,0,0,1,0,1,0,0,1977.3
0,1,0,1,0,0,0,1,0,0,1,1,0,0,2095.8
0,0,1,1,0,1,0,1,0,1,0,1,1,1,2067.8
1,1,0,0,0,0,1,1,0,1,1,1,1,0,1941.4
0,1,1,1,1,0,1,1,1,1,0,0,0,0,1999.8
0,1,0,0,0,0,1,0,0,1,1,0,0,0,2028.0
1,0,1,0,0,1,0,1,0,0,1,1,1,0,2124.4
0,0,1,1,0,1,1,1,0,1,0,0,0,1,2044.0
0,0,1,1,0,1,1,0,0,0,0,1,0,0,2032.4
1,1,0,1,1,1,1,0,1,1,0,0,0,0,2050.5
1,1,0,0,0,0,0,1,0,1,0,1,1,0,2074.2
0,0,1,0,0,0,1,0,1,0,0,1,1,0,2037.7
0,0,0,0,1,0,0,1,0,1,1,1,1,1,1950.6
0,1,0,1,1,1,0,1,0,0,0,1,1,1,1843.9
