SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseqsync.4
1,0,1,1,0,0,0,0,0,0,1,1,0,0,13721
1,0,1,0,1,0,0,0,1,0,0,1,0,0,13903
0,1,1,1,1,1,0,1,1,0,0,0,0,0,14172
0,1,0,0,0,1,0,0,1,0,1,1,0,0,13590
1,0,0,0,1,1,0,0,0,1,1,0,0,1,14237
1,1,0,1,1,0,0,1,1,0,0,1,0,0,13864
1,0,1,1,0,1,0,1,1,1,1,0,1,1,14376
0,1,1,0,1,1,1,0,0,1,1,0,0,1,14455
1,1,0,1,0,0,1,1,0,0,1,1,1,0,13894
0,1,0,1,1,0,1,1,0,1,1,0,1,0,14684
1,0,0,1,1,0,1,1,0,1,0,1,0,1,15438
1,1,1,0,1,0,0,0,1,0,0,0,0,1,16353
0,0,1,1,0,0,1,0,0,1,0,1,0,1,15257
0,1,1,0,0,0,1,1,0,0,1,0,0,1,16800
0,1,1,1,1,1,0,0,0,1,1,1,0,1,15314
1,0,1,0,0,0,1,0,1,0,0,1,0,0,15420
0,0,1,0,0,1,1,0,1,0,0,0,1,1,16367
1,1,1,0,0,0,0,1,0,0,1,1,1,1,15350
0,0,0,1,0,1,1,1,1,1,0,0,0,0,16445
0,1,1,0,0,0,0,0,1,0,1,1,1,1,15324
0,1,0,0,0,0,0,1,0,1,1,1,1,0,15661
0,1,1,1,1,0,1,1,1,1,1,0,0,0,16362
0,0,0,1,1,0,0,0,0,1,1,1,0,1,15384
1,0,1,0,0,1,0,0,0,0,0,0,1,1,16489
1,0,1,0,1,1,0,0,1,1,0,1,0,0,15446
0,1,1,1,0,1,0,0,0,0,0,1,0,0,15329
1,0,1,1,0,1,0,1,0,0,0,0,1,1,16313
0,1,1,1,1,0,0,1,1,1,1,0,0,0,16384
0,1,0,1,1,0,1,0,0,1,1,0,1,0,16341
0,0,1,1,1,0,0,1,1,1,1,0,1,0,16320
1,0,1,1,1,1,1,1,0,1,1,0,1,0,16412
0,0,1,1,1,0,1,0,0,1,1,1,0,1,15400
1,1,0,0,0,0,1,1,1,1,1,0,1,0,16342
0,1,1,1,0,1,0,0,0,0,1,1,1,0,15331
1,1,1,1,0,1,1,1,1,1,1,0,1,1,16403
1,1,1,0,0,0,1,0,0,1,1,0,1,1,16736
1,0,0,0,0,1,1,1,1,1,0,1,1,0,15412
1,1,0,1,1,0,1,1,0,1,0,1,1,1,15880
1,0,1,1,1,1,0,0,1,0,1,0,0,1,16464
0,0,1,1,0,0,1,0,0,0,1,0,1,0,16473
1,1,0,1,0,1,0,1,0,1,0,0,0,0,16496
1,1,1,0,0,1,1,0,1,0,0,1,0,0,15455
1,1,0,1,0,1,1,0,1,1,0,1,0,1,15508
1,0,1,0,1,0,1,1,0,1,0,1,1,0,15295
1,0,1,1,0,1,0,0,1,0,1,1,0,1,15237
1,0,0,0,1,0,0,1,0,1,1,0,1,1,16332
1,0,0,1,0,0,0,1,1,1,1,0,0,0,16341
1,0,1,0,0,1,1,1,1,1,1,0,0,1,16920
1,0,0,0,0,1,0,1,0,0,0,0,1,0,16662
0,1,1,1,1,1,0,0,1,1,0,0,1,1,16344
1,1,1,1,1,1,0,1,0,0,0,1,1,0,15619
1,1,1,1,0,0,1,0,1,1,0,0,1,0,16435
0,1,0,1,0,0,1,0,1,0,0,1,0,0,15350
0,1,0,1,1,0,1,0,1,1,1,0,0,1,16432
0,0,1,1,0,1,0,1,1,0,0,0,0,0,16486
0,0,1,1,0,1,0,1,0,1,0,0,1,0,16783
0,0,0,1,1,0,0,0,0,1,1,0,1,0,16448
0,1,1,0,1,0,0,1,0,0,0,1,1,0,15532
0,1,1,1,0,1,0,1,0,0,1,1,1,1,15404
1,1,0,0,1,1,1,0,0,1,1,1,1,1,15405
1,1,1,0,0,0,0,1,1,0,0,1,1,1,15438
1,1,1,1,1,1,0,1,1,0,0,0,1,0,16348
1,1,0,0,0,1,0,1,1,0,1,1,1,0,15294
0,1,0,0,0,1,0,1,1,0,0,1,0,0,15467
1,0,1,1,1,1,0,1,1,0,0,1,1,1,15335
1,0,0,1,1,1,0,0,1,0,1,0,1,1,16425
0,1,0,1,1,1,0,1,1,0,0,1,1,0,15351
1,1,1,1,1,1,1,1,1,0,0,0,1,0,16438
0,0,1,1,1,1,0,1,1,1,1,1,1,1,15338
0,1,1,0,0,0,0,0,0,1,0,1,1,1,15424
1,0,1,0,0,0,1,1,1,0,0,0,0,1,16423
1,1,0,1,0,0,0,0,0,0,0,0,1,0,16500
0,1,1,0,1,1,1,1,1,1,0,0,1,1,16473
1,1,1,1,1,0,1,0,1,0,0,0,1,1,16502
1,1,1,0,0,1,0,0,0,1,1,1,0,0,15497
0,1,1,1,1,0,1,0,0,1,1,1,1,0,15532
1,1,1,1,1,0,1,0,1,1,0,1,1,0,15485
1,0,0,0,1,0,1,1,1,1,0,0,0,0,16555
0,1,0,0,0,1,0,1,1,0,0,1,1,1,15552
0,1,0,0,1,0,0,1,1,1,0,0,1,1,14675
0,1,1,0,0,0,0,0,1,1,0,1,0,1,14026
1,0,0,1,1,1,0,1,0,1,1,1,1,0,13983
0,0,1,0,1,0,0,1,1,1,1,0,1,0,14720
0,1,1,1,1,0,0,1,1,1,1,1,1,1,13936
1,0,0,1,1,1,0,1,0,1,1,1,0,1,14445
0,0,0,1,0,0,1,0,0,1,1,1,1,1,13912
1,0,0,0,1,1,1,0,0,0,0,0,0,0,14504
1,1,0,1,0,1,1,0,1,1,0,0,0,1,14584
1,1,1,0,1,0,1,1,0,0,1,1,0,1,14111
0,0,1,0,0,0,0,0,1,0,0,0,0,1,14491
1,1,0,1,1,0,1,0,1,1,1,1,1,1,13918
0,0,1,1,1,1,0,1,0,0,0,1,0,1,13858
0,0,1,1,1,1,1,0,1,0,0,1,0,0,13820
0,1,1,1,0,0,0,0,0,1,1,1,1,1,13846
0,1,1,0,1,1,0,0,1,1,1,1,0,1,13723
1,0,0,1,1,1,1,0,0,1,0,1,0,0,13602
0,1,0,1,1,1,1,1,1,0,0,1,1,1,13620
1,0,1,1,0,0,0,0,0,0,1,1,1,0,13733
1,1,0,0,0,1,0,1,0,1,1,1,0,1,13760
0,1,0,0,0,0,0,1,1,0,0,0,0,1,14511
0,1,1,0,1,0,1,0,0,0,0,1,1,1,13843
1,0,1,1,0,0,0,0,1,1,1,0,0,0,14625
1,1,1,0,1,1,0,1,1,0,0,1,0,1,13988
0,1,1,1,1,1,1,0,0,1,0,0,0,0,14793
1,0,1,0,1,1,0,1,1,1,1,1,1,0,13947
0,0,1,0,1,0,0,1,1,0,0,1,0,0,13987
1,0,0,1,1,1,0,1,0,1,0,0,1,0,14653
1,0,1,1,1,0,0,0,1,0,0,1,0,1,14151
1,0,0,0,1,1,1,1,1,1,1,1,0,0,14089
0,0,0,0,1,0,0,1,0,0,0,0,1,0,14640
0,1,1,0,0,0,1,0,0,1,1,1,1,1,14011
0,1,1,1,0,1,1,0,1,1,0,1,0,0,14038
0,0,0,0,1,1,1,1,1,0,0,1,1,1,14006
1,1,1,0,0,1,1,0,1,0,0,1,1,1,14082
0,1,1,0,0,1,1,0,1,0,0,0,0,0,14717
1,1,1,0,0,1,0,1,1,1,1,0,1,0,14801
0,1,1,1,0,1,0,0,1,0,0,0,1,0,14791
1,1,1,1,0,1,0,0,1,0,1,1,1,1,14159
1,1,1,0,1,0,1,1,0,1,1,1,0,0,14086
1,1,0,1,0,0,1,0,0,0,0,1,0,0,14185
1,1,0,0,1,0,0,0,1,1,1,0,1,1,14945
1,1,0,0,0,1,0,1,0,0,0,1,0,0,14508
0,1,0,1,1,1,1,0,0,1,1,0,0,0,14903
0,1,0,0,1,1,0,0,0,0,0,1,1,1,15301
0,0,1,0,1,1,1,1,0,1,0,0,1,0,16479
0,0,0,0,0,1,1,1,1,0,1,0,1,1,16420
0,1,1,1,1,1,0,0,0,1,0,1,0,1,15422
1,1,1,1,1,0,1,0,1,0,0,1,1,1,15339
0,1,1,1,0,1,1,0,0,1,1,0,1,1,16383
0,0,0,0,0,0,1,0,1,0,1,0,0,0,16390
0,0,0,1,0,0,0,0,1,0,1,0,0,1,16386
0,1,0,0,0,0,0,0,0,1,1,0,1,1,16414
1,1,0,0,1,1,1,1,1,1,1,0,0,1,16422
0,1,0,1,0,0,1,0,1,0,0,0,1,0,16412
1,1,1,1,0,0,1,0,0,1,1,1,0,1,16048
1,1,0,1,0,0,0,0,0,1,1,0,1,0,16533
1,0,0,1,1,1,1,1,0,0,0,0,0,1,16430
0,0,0,1,0,1,1,1,1,0,0,1,0,1,15590
1,1,0,0,0,0,1,0,1,1,0,0,1,0,16489
0,0,0,1,1,1,0,1,1,0,1,0,1,0,16548
1,1,0,0,1,1,1,1,0,0,1,0,1,1,16535
0,1,0,1,0,1,0,1,1,1,0,1,0,1,15487
0,0,1,1,1,0,0,0,0,1,1,1,1,1,15480
1,0,0,0,1,0,1,1,1,0,0,1,1,0,15537
0,0,1,1,1,1,1,1,0,0,1,1,0,1,15536
0,0,1,1,0,0,1,1,1,1,1,0,1,1,16610
0,1,0,0,1,1,1,0,0,1,1,1,1,1,15646
1,0,1,0,1,1,0,1,1,0,0,0,0,1,16592
0,1,1,0,1,0,1,1,0,0,0,0,0,0,16752
1,0,0,0,0,0,1,1,0,0,0,1,1,0,15533
1,1,1,1,1,1,1,0,1,0,1,0,0,0,16692
0,0,0,1,0,1,1,0,1,1,0,0,0,1,16706
1,0,0,1,1,0,0,1,0,1,1,0,0,0,16640
1,0,0,1,0,0,1,0,0,0,1,0,1,0,16660
1,1,1,0,0,1,0,0,0,0,0,1,1,0,15635
1,1,0,1,1,1,1,0,0,0,1,0,1,1,16790
1,0,1,1,0,1,0,1,0,1,1,1,1,0,15706
1,0,1,1,1,0,0,0,1,1,1,1,1,0,16054
1,0,1,0,0,1,0,0,1,0,1,0,0,0,16805
0,0,1,0,0,0,1,1,1,1,0,1,1,1,16091
0,1,1,1,0,1,0,1,1,0,0,0,0,0,16866
0,0,1,0,0,0,1,1,1,0,1,1,1,1,16119
0,1,0,0,1,0,0,1,1,0,1,1,0,1,15120
1,1,1,1,0,1,1,0,1,0,1,1,1,0,15119
1,1,0,0,1,0,1,1,0,1,1,0,0,1,16134
1,0,1,1,1,1,0,1,1,1,1,1,1,1,15204
0,0,1,1,1,0,1,0,1,1,1,1,1,0,15343
0,1,0,1,1,1,1,1,1,0,1,0,1,1,16286
0,0,0,0,0,1,1,0,1,1,1,0,1,0,16209
1,0,0,0,0,0,1,1,0,1,1,0,1,0,16127
0,0,0,1,0,0,0,0,0,1,0,0,1,1,16435
1,1,0,1,0,0,1,1,1,0,0,1,1,1,15540
1,0,0,0,1,1,1,1,0,0,0,1,0,1,15362
1,0,1,0,1,0,1,1,0,1,0,1,0,0,15308
1,0,1,0,1,1,0,1,0,1,1,1,0,1,15775
1,0,1,1,0,0,0,0,1,1,1,1,1,0,15325
0,0,1,0,1,1,1,0,0,0,0,0,1,0,16502
0,1,0,1,1,1,1,1,1,1,1,0,1,0,16358
0,1,0,1,0,0,0,0,0,0,1,0,1,0,16411
1,0,0,1,0,0,1,1,0,1,1,1,0,1,15347
0,1,0,0,0,0,0,0,1,1,0,0,0,1,16422
0,0,1,0,0,1,1,0,1,1,1,1,0,0,15390
1,0,1,1,0,1,1,1,1,0,0,0,1,1,16390
0,1,0,0,1,1,1,1,0,0,0,1,1,0,15390
1,1,0,0,0,0,0,1,1,1,0,1,0,0,15523
0,0,1,1,0,1,1,1,0,0,0,1,1,0,15511
1,0,1,0,0,0,1,1,1,0,1,0,0,1,16817
0,1,1,0,0,1,0,0,0,1,1,0,0,1,16541
1,1,0,0,0,0,0,0,0,0,0,1,1,1,15500
1,0,0,1,0,1,0,0,1,0,1,1,0,0,15446
1,1,1,0,1,0,1,1,0,1,0,0,0,1,16562
1,1,0,0,1,1,0,1,0,0,0,1,1,1,15566
1,0,1,1,0,1,1,1,1,1,0,1,0,1,15548
0,0,0,0,1,0,1,1,1,0,1,0,0,1,16598
0,1,1,1,0,1,0,1,0,1,1,1,0,1,15535
0,0,1,0,1,1,0,0,0,0,0,1,1,1,15526
0,1,0,1,0,1,0,0,1,0,1,1,1,1,15547
0,1,1,0,0,0,1,1,0,0,0,0,0,1,16649
0,1,1,1,1,0,1,0,0,0,0,0,0,1,16787
1,1,1,1,0,1,0,0,1,0,0,1,0,1,15657
1,0,1,0,0,1,0,1,1,0,1,1,0,0,15810
1,0,1,0,0,0,0,1,1,0,1,0,1,0,16721
0,1,1,0,0,1,0,0,1,0,1,0,1,1,16788
0,0,0,0,0,0,1,0,1,0,1,1,1,0,15712
0,0,1,0,1,1,1,0,1,0,0,1,0,0,16315
0,0,1,1,1,0,0,0,1,0,0,1,0,0,15671
1,0,1,1,1,0,0,1,0,0,1,1,1,0,15692
0,0,1,0,1,1,0,1,0,1,0,0,1,1,16855
1,1,0,0,1,0,0,1,1,1,1,0,1,1,16894
1,1,0,0,1,1,0,1,0,0,0,1,0,1,15141
1,0,1,1,0,0,0,0,0,1,0,0,1,0,16206
1,1,0,0,0,1,0,0,1,1,0,0,1,0,16215
0,1,0,1,1,0,0,0,0,0,0,1,1,0,15396
1,0,0,1,0,1,0,0,0,0,1,0,0,1,16089
1,1,1,0,0,1,0,1,1,0,0,0,1,0,16578
1,0,0,1,0,1,1,0,1,1,1,1,1,1,15289
1,1,0,1,1,0,1,1,1,1,1,1,1,0,15797
1,0,0,1,1,1,1,1,0,1,1,0,0,1,16418
0,0,1,0,1,1,0,0,0,1,0,0,1,0,16329
1,1,1,1,0,0,0,1,0,0,0,0,0,0,16663
1,1,1,1,0,0,1,1,0,0,0,0,0,1,16368
0,1,1,0,0,0,1,1,1,1,0,1,0,1,15553
0,0,0,1,1,0,1,0,0,0,0,1,1,0,15378
0,1,0,1,1,0,1,0,1,0,0,0,1,0,16664
0,0,0,0,1,0,0,1,1,0,1,1,0,1,15695
1,1,0,0,0,1,1,1,1,1,1,0,0,0,16446
0,1,0,1,1,1,0,1,0,1,0,0,0,1,16633
1,0,0,1,0,0,0,1,0,0,1,1,0,0,14506
0,0,0,1,1,0,1,1,1,0,1,1,0,1,13984
1,1,0,1,0,0,1,0,0,1,1,0,1,0,14619
0,0,0,1,0,1,0,1,1,0,1,1,0,1,14047
1,1,1,0,0,1,1,1,1,1,0,1,1,0,14502
0,1,0,0,0,1,1,1,0,1,1,0,1,0,14625
1,1,0,0,0,0,1,1,1,1,1,1,0,1,13998
1,0,0,1,1,1,1,1,1,0,0,0,1,1,14518
1,1,0,0,1,0,0,0,0,1,0,0,1,1,14655
1,0,0,1,1,1,1,1,1,1,1,1,0,1,13897
1,1,0,0,0,1,0,0,1,1,1,0,1,1,14704
1,0,1,1,1,0,1,0,0,0,0,1,1,1,14051
1,1,1,1,1,1,0,0,0,1,1,0,0,0,14611
0,1,1,1,1,1,0,0,0,1,0,1,1,1,13750
0,0,1,1,1,1,1,1,1,0,0,0,1,0,14257
1,0,1,1,1,1,0,1,0,1,1,0,1,0,14202
0,1,0,1,1,0,0,1,1,0,0,1,0,0,13584
1,1,0,0,0,1,1,1,1,0,0,0,0,1,14285
0,0,0,1,1,1,0,1,0,1,0,1,0,1,13796
0,1,1,1,0,0,1,1,1,1,1,0,0,1,14363
1,1,1,1,1,1,1,1,1,1,1,1,0,1,14081
1,1,0,1,1,1,0,0,1,1,1,0,0,0,14507
0,1,0,1,0,0,1,1,0,1,0,0,0,1,14906
0,0,1,0,0,0,1,0,0,0,0,1,0,1,14436
0,1,0,0,1,0,0,1,0,1,0,1,1,0,13903
0,0,1,0,1,1,1,1,0,0,0,0,1,1,14632
0,0,0,0,0,0,0,0,1,1,0,0,0,0,14576
0,0,0,0,0,0,1,1,1,1,0,0,1,0,14947
1,1,1,1,1,0,1,0,1,0,1,0,0,0,14706
0,0,1,0,1,1,0,1,0,0,0,0,1,1,14560
0,0,1,0,0,1,0,0,1,0,0,1,1,0,14076
1,0,0,0,1,0,0,1,1,0,1,1,1,0,14636
1,0,0,1,1,0,0,0,0,0,1,0,0,1,14793
0,0,0,1,0,1,1,0,0,1,0,0,0,0,14710
0,1,1,1,0,0,0,0,0,1,0,1,0,0,14101
0,1,1,1,1,0,1,1,1,0,1,0,1,0,14963
1,0,1,0,0,1,1,0,0,0,0,0,0,0,14704
1,0,0,0,1,0,0,1,1,1,0,1,1,0,14119
0,1,1,0,0,0,1,0,0,0,1,1,0,1,14079
1,0,1,0,1,1,1,0,0,1,1,0,0,0,14862
1,0,0,1,0,0,1,0,0,1,1,1,0,1,14141
1,0,0,0,0,0,1,1,1,0,1,0,1,0,14888
1,1,0,0,0,0,0,1,0,0,1,1,1,0,14241
0,1,1,1,0,0,1,1,0,1,1,1,1,0,14589
1,1,0,1,1,0,0,1,0,0,1,1,0,0,14301
1,1,0,1,0,0,1,0,0,1,1,1,1,1,14265
0,1,0,0,0,1,0,1,0,1,1,1,1,0,14236
0,1,1,1,1,0,0,1,0,1,1,0,1,1,15018
0,0,0,0,0,0,1,0,1,0,1,0,1,1,15021
0,1,1,1,1,0,0,0,1,0,0,0,0,0,15034
0,1,1,1,1,1,1,1,0,0,1,0,1,1,15042
0,1,0,0,1,0,0,1,0,1,0,0,1,1,15092
1,0,1,0,0,0,0,1,0,0,1,1,0,0,14304
1,1,0,0,1,0,0,1,0,0,0,0,1,0,15136
0,1,0,0,1,1,1,0,1,0,1,1,1,1,14299
1,1,1,0,0,1,0,1,1,0,1,0,0,1,15139
1,0,0,0,0,0,1,0,1,1,1,0,1,1,15147
1,0,0,1,1,0,1,1,1,1,1,1,1,1,14418
1,1,0,1,1,1,0,0,1,1,0,1,0,0,14897
0,1,1,1,0,0,1,1,1,1,1,0,0,0,15370
0,0,0,1,0,1,0,1,0,0,1,0,0,0,15214
1,0,1,0,0,1,1,0,0,1,1,1,1,0,14455
0,1,1,0,0,0,0,1,1,1,0,0,1,0,15253
1,0,0,1,0,1,1,0,0,1,1,1,1,1,14473
1,0,1,0,1,0,0,0,1,1,1,0,1,0,15317
1,0,1,1,1,1,1,0,0,1,1,1,1,0,14483
0,1,1,0,1,1,1,1,0,1,0,1,0,0,14597
0,0,1,0,0,0,0,0,1,0,1,1,0,1,14552
0,1,1,1,0,0,0,0,0,0,0,1,0,1,14532
0,0,1,1,0,0,1,0,0,1,0,0,1,0,15326
0,1,1,0,0,1,1,0,0,1,0,1,0,0,14597
0,1,0,1,0,0,0,1,0,0,1,1,0,0,14509
0,0,1,1,0,1,0,1,0,1,0,1,1,1,14501
1,1,0,0,0,0,1,1,0,1,1,1,1,0,15007
0,1,1,1,1,0,1,1,1,1,0,0,0,0,15473
0,1,0,0,0,0,1,0,0,1,1,0,0,0,15659
1,0,1,0,0,1,0,1,0,0,1,1,1,0,14619
0,0,1,1,0,1,1,1,0,1,0,0,0,1,15369
0,0,1,1,0,1,1,0,0,0,0,1,0,0,14699
1,1,0,1,1,1,1,0,1,1,0,0,0,0,15419
1,1,0,0,0,0,0,1,0,1,0,1,1,0,14579
0,0,1,0,0,0,1,0,1,0,0,1,1,0,14642
0,0,0,0,1,0,0,1,0,1,1,1,1,1,14741
0,1,0,1,1,1,0,1,0,0,0,1,1,1,14662
1,0,0,0,1,0,0,0,0,1,0,1,1,1,14654
1,0,1,1,0,0,0,1,1,0,1,0,1,0,15533
0,0,1,0,1,1,1,1,0,0,0,0,0,1,15539
1,0,0,0,0,1,0,0,1,0,0,1,1,0,14624
1,0,0,0,1,1,1,1,0,1,0,0,0,1,15699
0,1,1,1,0,0,0,0,0,0,0,0,1,1,15536
1,1,0,1,0,1,0,1,1,1,0,0,0,0,15529
0,1,1,1,0,0,0,1,1,1,0,0,0,0,15681
0,1,1,1,1,1,0,0,1,1,1,1,1,1,15160
1,0,0,0,0,0,0,0,0,0,1,0,1,0,15724
0,1,0,1,0,0,0,1,1,1,0,1,0,0,14948
0,1,0,0,0,0,1,1,1,1,1,0,0,1,15608
0,0,0,0,0,1,0,0,1,0,0,0,0,1,15562
1,1,0,1,1,1,0,1,0,0,1,1,1,1,14788
0,0,1,0,0,1,1,1,0,1,0,1,1,1,14891
0,0,0,1,1,1,0,0,1,0,1,1,1,0,15212
0,1,0,0,1,1,0,0,1,0,0,0,0,0,15731
1,0,0,0,0,1,1,1,0,0,0,1,0,0,14758
1,1,0,1,0,0,0,1,1,0,0,1,1,1,14014
1,1,0,0,0,1,1,1,0,0,0,0,1,0,14741
1,0,0,1,1,0,0,1,1,1,1,1,1,1,14124
0,1,1,0,1,0,1,1,1,0,0,1,1,1,14065
0,1,0,1,1,0,1,1,0,0,0,0,1,0,14761
1,0,0,0,1,1,1,1,1,1,1,0,0,0,14612
1,0,1,1,0,1,0,1,0,0,1,1,0,1,13958
