SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseqsync.1
0,0,1,1,1,0,1,1,0,0,1,0,0,0,2538.0
0,1,0,0,0,1,1,1,1,1,0,1,1,0,2527.9
0,0,0,1,0,0,0,0,0,1,1,0,0,1,2515.7
1,0,0,0,1,1,0,1,0,1,1,1,0,0,2537.5
0,0,1,1,0,0,1,1,0,1,1,1,1,0,2537.4
0,1,1,1,1,0,1,0,0,0,1,0,1,0,2528.5
0,0,0,1,0,0,0,0,0,1,0,1,1,0,2536.7
0,1,0,1,0,0,1,0,0,1,1,0,1,1,2517.6
0,0,1,1,1,0,1,0,1,1,1,0,1,0,2528.5
0,0,0,1,1,0,1,0,1,1,0,0,1,0,2530.6
0,0,1,0,0,0,0,0,1,0,1,0,1,1,2538.6
0,0,1,0,1,0,1,0,0,0,0,0,0,1,2518.3
0,1,1,1,1,1,1,0,1,1,0,1,1,1,2545.4
1,1,0,1,0,0,0,1,0,1,0,1,0,0,2556.0
1,0,1,1,0,0,0,1,1,1,1,0,0,0,2537.2
1,1,0,0,1,1,1,0,0,0,0,1,1,0,2548.3
1,0,0,1,1,1,1,0,1,1,1,1,0,1,2544.8
0,0,0,0,0,1,0,1,0,0,0,0,0,1,2516.2
1,1,1,1,1,1,1,1,1,1,1,0,0,1,2540.4
0,0,1,1,0,0,1,1,0,0,1,1,0,0,2520.5
1,1,1,0,1,0,1,1,1,1,0,1,0,0,2518.4
0,0,0,1,1,0,0,0,0,1,1,0,1,0,2532.0
1,1,0,0,1,0,0,0,1,0,0,1,1,0,2511.3
0,1,0,1,1,0,0,0,0,0,0,1,1,0,2526.4
1,0,0,1,0,1,0,0,1,1,1,1,1,0,2515.7
1,1,1,1,1,1,0,0,1,1,1,0,0,0,2530.0
1,0,1,0,1,1,0,0,1,1,1,1,0,1,2524.1
0,0,1,1,0,1,0,1,0,0,1,1,0,1,2530.6
0,1,0,1,0,0,1,1,1,1,1,0,1,1,2516.2
1,0,0,1,1,1,1,0,1,0,0,1,1,0,2531.4
1,0,0,1,1,0,1,0,1,1,0,1,1,0,2536.4
0,0,1,1,0,0,0,0,1,1,0,0,1,0,2506.5
0,0,0,0,1,1,1,1,1,0,1,0,1,0,2527.7
1,0,0,1,1,1,1,1,1,0,1,0,0,1,2527.2
1,1,0,0,0,1,0,0,1,0,0,1,0,0,2537.3
1,0,1,1,0,0,0,0,0,0,1,1,0,0,2524.1
1,0,1,0,1,0,0,0,1,0,0,1,0,0,2522.3
0,1,1,1,1,1,0,1,1,0,0,0,0,0,2523.3
0,1,0,0,0,1,0,0,1,0,1,1,0,0,2531.1
1,0,0,0,1,1,0,0,0,1,1,0,0,1,2520.4
1,1,0,1,1,0,0,1,1,0,0,1,0,0,2525.8
1,0,1,1,0,1,0,1,1,1,1,0,1,1,2543.2
0,1,1,0,1,1,1,0,0,1,1,0,0,1,2522.1
1,1,0,1,0,0,1,1,0,0,1,1,1,0,2535.2
0,1,0,1,1,0,1,1,0,1,1,0,1,0,2519.2
1,0,0,1,1,0,1,1,0,1,0,1,0,1,2528.5
1,1,1,0,1,0,0,0,1,0,0,0,0,1,2512.8
0,0,1,1,0,0,1,0,0,1,0,1,0,1,2546.7
0,1,1,0,0,0,1,1,0,0,1,0,0,1,2518.2
0,1,1,1,1,1,0,0,0,1,1,1,0,1,2518.1
1,0,1,0,0,0,1,0,1,0,0,1,0,0,2541.1
0,0,1,0,0,1,1,0,1,0,0,0,1,1,2535.8
1,1,1,0,0,0,0,1,0,0,1,1,1,1,2538.5
0,0,0,1,0,1,1,1,1,1,0,0,0,0,2527.4
0,1,1,0,0,0,0,0,1,0,1,1,1,1,2559.5
0,1,0,0,0,0,0,1,0,1,1,1,1,0,2530.3
0,1,1,1,1,0,1,1,1,1,1,0,0,0,2529.4
0,0,0,1,1,0,0,0,0,1,1,1,0,1,2527.4
1,0,1,0,0,1,0,0,0,0,0,0,1,1,2515.2
1,0,1,0,1,1,0,0,1,1,0,1,0,0,2522.5
0,1,1,1,0,1,0,0,0,0,0,1,0,0,2509.6
1,0,1,1,0,1,0,1,0,0,0,0,1,1,2518.3
0,1,1,1,1,0,0,1,1,1,1,0,0,0,2527.4
0,1,0,1,1,0,1,0,0,1,1,0,1,0,2534.4
0,0,1,1,1,0,0,1,1,1,1,0,1,0,2507.5
1,0,1,1,1,1,1,1,0,1,1,0,1,0,2518.7
0,0,1,1,1,0,1,0,0,1,1,1,0,1,2542.1
1,1,0,0,0,0,1,1,1,1,1,0,1,0,2531.9
0,1,1,1,0,1,0,0,0,0,1,1,1,0,2525.2
1,1,1,1,0,1,1,1,1,1,1,0,1,1,2517.0
1,1,1,0,0,0,1,0,0,1,1,0,1,1,2515.4
1,0,0,0,0,1,1,1,1,1,0,1,1,0,2523.8
1,1,0,1,1,0,1,1,0,1,0,1,1,1,2523.3
1,0,1,1,1,1,0,0,1,0,1,0,0,1,2537.0
0,0,1,1,0,0,1,0,0,0,1,0,1,0,2515.1
1,1,0,1,0,1,0,1,0,1,0,0,0,0,2519.6
1,1,1,0,0,1,1,0,1,0,0,1,0,0,2532.7
1,1,0,1,0,1,1,0,1,1,0,1,0,1,2517.6
1,0,1,0,1,0,1,1,0,1,0,1,1,0,2528.5
1,0,1,1,0,1,0,0,1,0,1,1,0,1,2523.4
1,0,0,0,1,0,0,1,0,1,1,0,1,1,2518.0
1,0,0,1,0,0,0,1,1,1,1,0,0,0,2518.0
1,0,1,0,0,1,1,1,1,1,1,0,0,1,2519.6
1,0,0,0,0,1,0,1,0,0,0,0,1,0,2494.6
0,1,1,1,1,1,0,0,1,1,0,0,1,1,2524.1
1,1,1,1,1,1,0,1,0,0,0,1,1,0,2519.5
1,1,1,1,0,0,1,0,1,1,0,0,1,0,2509.4
0,1,0,1,0,0,1,0,1,0,0,1,0,0,2537.4
0,1,0,1,1,0,1,0,1,1,1,0,0,1,2511.1
0,0,1,1,0,1,0,1,1,0,0,0,0,0,2535.4
0,0,1,1,0,1,0,1,0,1,0,0,1,0,2526.0
0,0,0,1,1,0,0,0,0,1,1,0,1,0,2522.6
0,1,1,0,1,0,0,1,0,0,0,1,1,0,2538.9
0,1,1,1,0,1,0,1,0,0,1,1,1,1,2520.2
1,1,0,0,1,1,1,0,0,1,1,1,1,1,2544.5
1,1,1,0,0,0,0,1,1,0,0,1,1,1,2538.7
1,1,1,1,1,1,0,1,1,0,0,0,1,0,2514.7
1,1,0,0,0,1,0,1,1,0,1,1,1,0,2504.8
0,1,0,0,0,1,0,1,1,0,0,1,0,0,2527.9
1,0,1,1,1,1,0,1,1,0,0,1,1,1,2506.2
1,0,0,1,1,1,0,0,1,0,1,0,1,1,2524.7
0,1,0,1,1,1,0,1,1,0,0,1,1,0,2530.7
1,1,1,1,1,1,1,1,1,0,0,0,1,0,2517.6
0,0,1,1,1,1,0,1,1,1,1,1,1,1,2539.8
0,1,1,0,0,0,0,0,0,1,0,1,1,1,2520.2
1,0,1,0,0,0,1,1,1,0,0,0,0,1,2533.6
1,1,0,1,0,0,0,0,0,0,0,0,1,0,2509.1
0,1,1,0,1,1,1,1,1,1,0,0,1,1,2512.5
1,1,1,1,1,0,1,0,1,0,0,0,1,1,2507.4
1,1,1,0,0,1,0,0,0,1,1,1,0,0,2533.6
0,1,1,1,1,0,1,0,0,1,1,1,1,0,2528.5
1,1,1,1,1,0,1,0,1,1,0,1,1,0,2522.3
1,0,0,0,1,0,1,1,1,1,0,0,0,0,2521.5
0,1,0,0,0,1,0,1,1,0,0,1,1,1,2515.2
0,1,0,0,1,0,0,1,1,1,0,0,1,1,2513.3
0,1,1,0,0,0,0,0,1,1,0,1,0,1,2554.5
1,0,0,1,1,1,0,1,0,1,1,1,1,0,2529.2
0,0,1,0,1,0,0,1,1,1,1,0,1,0,2500.3
0,1,1,1,1,0,0,1,1,1,1,1,1,1,2531.7
1,0,0,1,1,1,0,1,0,1,1,1,0,1,2526.0
0,0,0,1,0,0,1,0,0,1,1,1,1,1,2528.3
1,0,0,0,1,1,1,0,0,0,0,0,0,0,2516.2
1,1,0,1,0,1,1,0,1,1,0,0,0,1,2518.7
1,1,1,0,1,0,1,1,0,0,1,1,0,1,2526.0
0,0,1,0,0,0,0,0,1,0,0,0,0,1,2504.1
1,1,0,1,1,0,1,0,1,1,1,1,1,1,2521.6
0,0,1,1,1,1,0,1,0,0,0,1,0,1,2539.7
0,0,1,1,1,1,1,0,1,0,0,1,0,0,2519.2
0,1,1,1,0,0,0,0,0,1,1,1,1,1,2525.0
0,1,1,0,1,1,0,0,1,1,1,1,0,1,2524.2
1,0,0,1,1,1,1,0,0,1,0,1,0,0,2533.2
0,1,0,1,1,1,1,1,1,0,0,1,1,1,2526.2
1,0,1,1,0,0,0,0,0,0,1,1,1,0,2526.9
1,1,0,0,0,1,0,1,0,1,1,1,0,1,2533.6
0,1,0,0,0,0,0,1,1,0,0,0,0,1,2521.6
0,1,1,0,1,0,1,0,0,0,0,1,1,1,2528.3
1,0,1,1,0,0,0,0,1,1,1,0,0,0,2496.1
1,1,1,0,1,1,0,1,1,0,0,1,0,1,2511.7
0,1,1,1,1,1,1,0,0,1,0,0,0,0,2507.2
1,0,1,0,1,1,0,1,1,1,1,1,1,0,2508.3
0,0,1,0,1,0,0,1,1,0,0,1,0,0,2512.7
1,0,0,1,1,1,0,1,0,1,0,0,1,0,2498.5
1,0,1,1,1,0,0,0,1,0,0,1,0,1,2509.9
1,0,0,0,1,1,1,1,1,1,1,1,0,0,2518.3
0,0,0,0,1,0,0,1,0,0,0,0,1,0,2503.9
0,1,1,0,0,0,1,0,0,1,1,1,1,1,2530.4
0,1,1,1,0,1,1,0,1,1,0,1,0,0,2526.6
0,0,0,0,1,1,1,1,1,0,0,1,1,1,2504.4
1,1,1,0,0,1,1,0,1,0,0,1,1,1,2519.7
0,1,1,0,0,1,1,0,1,0,0,0,0,0,2510.9
1,1,1,0,0,1,0,1,1,1,1,0,1,0,2534.4
0,1,1,1,0,1,0,0,1,0,0,0,1,0,2511.9
1,1,1,1,0,1,0,0,1,0,1,1,1,1,2516.6
1,1,1,0,1,0,1,1,0,1,1,1,0,0,2528.6
1,1,0,1,0,0,1,0,0,0,0,1,0,0,2516.4
1,1,0,0,1,0,0,0,1,1,1,0,1,1,2505.5
1,1,0,0,0,1,0,1,0,0,0,1,0,0,2517.7
0,1,0,1,1,1,1,0,0,1,1,0,0,0,2512.7
0,1,0,0,1,1,0,0,0,0,0,1,1,1,2521.5
0,0,1,0,1,1,1,1,0,1,0,0,1,0,2514.7
0,0,0,0,0,1,1,1,1,0,1,0,1,1,2495.3
0,1,1,1,1,1,0,0,0,1,0,1,0,1,2535.6
1,1,1,1,1,0,1,0,1,0,0,1,1,1,2509.1
0,1,1,1,0,1,1,0,0,1,1,0,1,1,2512.3
0,0,0,0,0,0,1,0,1,0,1,0,0,0,2506.1
0,0,0,1,0,0,0,0,1,0,1,0,0,1,2531.5
0,1,0,0,0,0,0,0,0,1,1,0,1,1,2522.6
1,1,0,0,1,1,1,1,1,1,1,0,0,1,2511.7
0,1,0,1,0,0,1,0,1,0,0,0,1,0,2516.7
1,1,1,1,0,0,1,0,0,1,1,1,0,1,2519.0
1,1,0,1,0,0,0,0,0,1,1,0,1,0,2493.0
1,0,0,1,1,1,1,1,0,0,0,0,0,1,2509.8
0,0,0,1,0,1,1,1,1,0,0,1,0,1,2518.1
1,1,0,0,0,0,1,0,1,1,0,0,1,0,2510.2
0,0,0,1,1,1,0,1,1,0,1,0,1,0,2524.3
1,1,0,0,1,1,1,1,0,0,1,0,1,1,2518.0
0,1,0,1,0,1,0,1,1,1,0,1,0,1,2521.9
0,0,1,1,1,0,0,0,0,1,1,1,1,1,2524.9
1,0,0,0,1,0,1,1,1,0,0,1,1,0,2520.2
0,0,1,1,1,1,1,1,0,0,1,1,0,1,2510.5
0,0,1,1,0,0,1,1,1,1,1,0,1,1,2495.3
0,1,0,0,1,1,1,0,0,1,1,1,1,1,2526.9
1,0,1,0,1,1,0,1,1,0,0,0,0,1,2532.2
0,1,1,0,1,0,1,1,0,0,0,0,0,0,2493.3
1,0,0,0,0,0,1,1,0,0,0,1,1,0,2527.6
1,1,1,1,1,1,1,0,1,0,1,0,0,0,2525.9
0,0,0,1,0,1,1,0,1,1,0,0,0,1,2514.6
1,0,0,1,1,0,0,1,0,1,1,0,0,0,2505.3
1,0,0,1,0,0,1,0,0,0,1,0,1,0,2504.1
1,1,1,0,0,1,0,0,0,0,0,1,1,0,2522.0
1,1,0,1,1,1,1,0,0,0,1,0,1,1,2510.9
1,0,1,1,0,1,0,1,0,1,1,1,1,0,2520.8
1,0,1,1,1,0,0,0,1,1,1,1,1,0,2502.9
1,0,1,0,0,1,0,0,1,0,1,0,0,0,2519.9
0,0,1,0,0,0,1,1,1,1,0,1,1,1,2508.2
0,1,1,1,0,1,0,1,1,0,0,0,0,0,2499.4
0,0,1,0,0,0,1,1,1,0,1,1,1,1,2513.8
0,1,0,0,1,0,0,1,1,0,1,1,0,1,2515.4
1,1,1,1,0,1,1,0,1,0,1,1,1,0,2525.8
1,1,0,0,1,0,1,1,0,1,1,0,0,1,2503.8
1,0,1,1,1,1,0,1,1,1,1,1,1,1,2507.3
0,0,1,1,1,0,1,0,1,1,1,1,1,0,2512.3
0,1,0,1,1,1,1,1,1,0,1,0,1,1,2491.6
0,0,0,0,0,1,1,0,1,1,1,0,1,0,2513.7
1,0,0,0,0,0,1,1,0,1,1,0,1,0,2502.9
0,0,0,1,0,0,0,0,0,1,0,0,1,1,2512.3
1,1,0,1,0,0,1,1,1,0,0,1,1,1,2525.6
1,0,0,0,1,1,1,1,0,0,0,1,0,1,2516.2
1,0,1,0,1,0,1,1,0,1,0,1,0,0,2515.4
1,0,1,0,1,1,0,1,0,1,1,1,0,1,2523.0
1,0,1,1,0,0,0,0,1,1,1,1,1,0,2499.9
0,0,1,0,1,1,1,0,0,0,0,0,1,0,2515.0
0,1,0,1,1,1,1,1,1,1,1,0,1,0,2501.5
0,1,0,1,0,0,0,0,0,0,1,0,1,0,2509.7
1,0,0,1,0,0,1,1,0,1,1,1,0,1,2519.5
0,1,0,0,0,0,0,0,1,1,0,0,0,1,2519.9
0,0,1,0,0,1,1,0,1,1,1,1,0,0,2523.2
1,0,1,1,0,1,1,1,1,0,0,0,1,1,2512.7
0,1,0,0,1,1,1,1,0,0,0,1,1,0,2526.1
1,1,0,0,0,0,0,1,1,1,0,1,0,0,2516.7
0,0,1,1,0,1,1,1,0,0,0,1,1,0,2514.0
1,0,1,0,0,0,1,1,1,0,1,0,0,1,2506.1
0,1,1,0,0,1,0,0,0,1,1,0,0,1,2515.9
1,1,0,0,0,0,0,0,0,0,0,1,1,1,2499.8
1,0,0,1,0,1,0,0,1,0,1,1,0,0,2515.5
1,1,1,0,1,0,1,1,0,1,0,0,0,1,2507.4
1,1,0,0,1,1,0,1,0,0,0,1,1,1,2522.7
1,0,1,1,0,1,1,1,1,1,0,1,0,1,2523.0
0,0,0,0,1,0,1,1,1,0,1,0,0,1,2526.0
0,1,1,1,0,1,0,1,0,1,1,1,0,1,2518.6
0,0,1,0,1,1,0,0,0,0,0,1,1,1,2530.7
0,1,0,1,0,1,0,0,1,0,1,1,1,1,2524.0
0,1,1,0,0,0,1,1,0,0,0,0,0,1,2516.0
0,1,1,1,1,0,1,0,0,0,0,0,0,1,2490.4
1,1,1,1,0,1,0,0,1,0,0,1,0,1,2496.8
1,0,1,0,0,1,0,1,1,0,1,1,0,0,2523.3
1,0,1,0,0,0,0,1,1,0,1,0,1,0,2523.5
0,1,1,0,0,1,0,0,1,0,1,0,1,1,2489.2
0,0,0,0,0,0,1,0,1,0,1,1,1,0,2519.1
0,0,1,0,1,1,1,0,1,0,0,1,0,0,2521.7
0,0,1,1,1,0,0,0,1,0,0,1,0,0,2522.1
1,0,1,1,1,0,0,1,0,0,1,1,1,0,2522.2
0,0,1,0,1,1,0,1,0,1,0,0,1,1,2522.1
1,1,0,0,1,0,0,1,1,1,1,0,1,1,2502.8
1,1,0,0,1,1,0,1,0,0,0,1,0,1,2508.4
1,0,1,1,0,0,0,0,0,1,0,0,1,0,2508.3
1,1,0,0,0,1,0,0,1,1,0,0,1,0,2497.9
0,1,0,1,1,0,0,0,0,0,0,1,1,0,2521.4
1,0,0,1,0,1,0,0,0,0,1,0,0,1,2507.8
1,1,1,0,0,1,0,1,1,0,0,0,1,0,2506.3
1,0,0,1,0,1,1,0,1,1,1,1,1,1,2509.8
1,1,0,1,1,0,1,1,1,1,1,1,1,0,2510.1
1,0,0,1,1,1,1,1,0,1,1,0,0,1,2505.1
0,0,1,0,1,1,0,0,0,1,0,0,1,0,2505.9
1,1,1,1,0,0,0,1,0,0,0,0,0,0,2490.6
1,1,1,1,0,0,1,1,0,0,0,0,0,1,2511.0
0,1,1,0,0,0,1,1,1,1,0,1,0,1,2515.7
0,0,0,1,1,0,1,0,0,0,0,1,1,0,2511.2
0,1,0,1,1,0,1,0,1,0,0,0,1,0,2498.7
0,0,0,0,1,0,0,1,1,0,1,1,0,1,2502.8
1,1,0,0,0,1,1,1,1,1,1,0,0,0,2504.1
0,1,0,1,1,1,0,1,0,1,0,0,0,1,2515.9
1,0,0,1,0,0,0,1,0,0,1,1,0,0,2509.1
0,0,0,1,1,0,1,1,1,0,1,1,0,1,2502.6
1,1,0,1,0,0,1,0,0,1,1,0,1,0,2514.8
0,0,0,1,0,1,0,1,1,0,1,1,0,1,2510.8
1,1,1,0,0,1,1,1,1,1,0,1,1,0,2513.4
0,1,0,0,0,1,1,1,0,1,1,0,1,0,2495.4
1,1,0,0,0,0,1,1,1,1,1,1,0,1,2522.6
1,0,0,1,1,1,1,1,1,0,0,0,1,1,2502.1
1,1,0,0,1,0,0,0,0,1,0,0,1,1,2489.2
1,0,0,1,1,1,1,1,1,1,1,1,0,1,2516.2
1,1,0,0,0,1,0,0,1,1,1,0,1,1,2495.5
1,0,1,1,1,0,1,0,0,0,0,1,1,1,2505.4
1,1,1,1,1,1,0,0,0,1,1,0,0,0,2508.5
0,1,1,1,1,1,0,0,0,1,0,1,1,1,2537.3
0,0,1,1,1,1,1,1,1,0,0,0,1,0,2502.2
1,0,1,1,1,1,0,1,0,1,1,0,1,0,2511.7
0,1,0,1,1,0,0,1,1,0,0,1,0,0,2519.1
1,1,0,0,0,1,1,1,1,0,0,0,0,1,2530.3
0,0,0,1,1,1,0,1,0,1,0,1,0,1,2522.6
0,1,1,1,0,0,1,1,1,1,1,0,0,1,2499.7
1,1,1,1,1,1,1,1,1,1,1,1,0,1,2519.9
1,1,0,1,1,1,0,0,1,1,1,0,0,0,2496.6
0,1,0,1,0,0,1,1,0,1,0,0,0,1,2494.6
0,0,1,0,0,0,1,0,0,0,0,1,0,1,2534.5
0,1,0,0,1,0,0,1,0,1,0,1,1,0,2502.2
0,0,1,0,1,1,1,1,0,0,0,0,1,1,2505.0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,2506.1
0,0,0,0,0,0,1,1,1,1,0,0,1,0,2507.5
1,1,1,1,1,0,1,0,1,0,1,0,0,0,2507.4
0,0,1,0,1,1,0,1,0,0,0,0,1,1,2506.1
0,0,1,0,0,1,0,0,1,0,0,1,1,0,2519.7
1,0,0,0,1,0,0,1,1,0,1,1,1,0,2503.4
1,0,0,1,1,0,0,0,0,0,1,0,0,1,2511.5
0,0,0,1,0,1,1,0,0,1,0,0,0,0,2492.7
0,1,1,1,0,0,0,0,0,1,0,1,0,0,2506.9
0,1,1,1,1,0,1,1,1,0,1,0,1,0,2513.0
1,0,1,0,0,1,1,0,0,0,0,0,0,0,2497.6
1,0,0,0,1,0,0,1,1,1,0,1,1,0,2512.6
0,1,1,0,0,0,1,0,0,0,1,1,0,1,2525.6
1,0,1,0,1,1,1,0,0,1,1,0,0,0,2502.5
1,0,0,1,0,0,1,0,0,1,1,1,0,1,2511.2
1,0,0,0,0,0,1,1,1,0,1,0,1,0,2501.8
1,1,0,0,0,0,0,1,0,0,1,1,1,0,2514.2
0,1,1,1,0,0,1,1,0,1,1,1,1,0,2528.3
1,1,0,1,1,0,0,1,0,0,1,1,0,0,2536.7
1,1,0,1,0,0,1,0,0,1,1,1,1,1,2525.0
0,1,0,0,0,1,0,1,0,1,1,1,1,0,2502.9
0,1,1,1,1,0,0,1,0,1,1,0,1,1,2496.3
0,0,0,0,0,0,1,0,1,0,1,0,1,1,2502.0
0,1,1,1,1,0,0,0,1,0,0,0,0,0,2510.9
0,1,1,1,1,1,1,1,0,0,1,0,1,1,2484.0
0,1,0,0,1,0,0,1,0,1,0,0,1,1,2501.2
1,0,1,0,0,0,0,1,0,0,1,1,0,0,2530.4
1,1,0,0,1,0,0,1,0,0,0,0,1,0,2514.5
0,1,0,0,1,1,1,0,1,0,1,1,1,1,2519.7
1,1,1,0,0,1,0,1,1,0,1,0,0,1,2503.9
1,0,0,0,0,0,1,0,1,1,1,0,1,1,2499.2
1,0,0,1,1,0,1,1,1,1,1,1,1,1,2515.0
1,1,0,1,1,1,0,0,1,1,0,1,0,0,2500.9
0,1,1,1,0,0,1,1,1,1,1,0,0,0,2493.6
0,0,0,1,0,1,0,1,0,0,1,0,0,0,2495.4
1,0,1,0,0,1,1,0,0,1,1,1,1,0,2510.2
0,1,1,0,0,0,0,1,1,1,0,0,1,0,2513.3
1,0,0,1,0,1,1,0,0,1,1,1,1,1,2511.5
1,0,1,0,1,0,0,0,1,1,1,0,1,0,2495.7
1,0,1,1,1,1,1,0,0,1,1,1,1,0,2511.7
0,1,1,0,1,1,1,1,0,1,0,1,0,0,2504.9
0,0,1,0,0,0,0,0,1,0,1,1,0,1,2513.0
0,1,1,1,0,0,0,0,0,0,0,1,0,1,2502.0
0,0,1,1,0,0,1,0,0,1,0,0,1,0,2506.1
0,1,1,0,0,1,1,0,0,1,0,1,0,0,2519.3
0,1,0,1,0,0,0,1,0,0,1,1,0,0,2507.9
0,0,1,1,0,1,0,1,0,1,0,1,1,1,2500.8
1,1,0,0,0,0,1,1,0,1,1,1,1,0,2515.3
0,1,1,1,1,0,1,1,1,1,0,0,0,0,2489.7
0,1,0,0,0,0,1,0,0,1,1,0,0,0,2501.4
1,0,1,0,0,1,0,1,0,0,1,1,1,0,2518.4
0,0,1,1,0,1,1,1,0,1,0,0,0,1,2504.3
0,0,1,1,0,1,1,0,0,0,0,1,0,0,2508.3
1,1,0,1,1,1,1,0,1,1,0,0,0,0,2509.6
1,1,0,0,0,0,0,1,0,1,0,1,1,0,2515.8
0,0,1,0,0,0,1,0,1,0,0,1,1,0,2517.4
0,0,0,0,1,0,0,1,0,1,1,1,1,1,2495.2
