SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readseq.10
1,1,0,0,1,1,1,1,1,1,1,0,0,1,3.762
0,1,0,1,0,0,1,0,1,0,0,0,1,0,3.718
1,1,1,1,0,0,1,0,0,1,1,1,0,1,3.803
1,1,0,1,0,0,0,0,0,1,1,0,1,0,3.74
1,0,0,1,1,1,1,1,0,0,0,0,0,1,3.697
0,0,0,1,0,1,1,1,1,0,0,1,0,1,3.729
1,1,0,0,0,0,1,0,1,1,0,0,1,0,3.668
0,0,0,1,1,1,0,1,1,0,1,0,1,0,3.771
1,1,0,0,1,1,1,1,0,0,1,0,1,1,3.722
0,1,0,1,0,1,0,1,1,1,0,1,0,1,4.647
0,0,1,1,1,0,0,0,0,1,1,1,1,1,3.734
1,0,0,0,1,0,1,1,1,0,0,1,1,0,3.77
0,0,1,1,1,1,1,1,0,0,1,1,0,1,3.787
0,0,1,1,0,0,1,1,1,1,1,0,1,1,3.712
0,1,0,0,1,1,1,0,0,1,1,1,1,1,4.556
1,0,1,0,1,1,0,1,1,0,0,0,0,1,3.881
0,1,1,0,1,0,1,1,0,0,0,0,0,0,3.697
1,0,0,0,0,0,1,1,0,0,0,1,1,0,3.757
1,1,1,1,1,1,1,0,1,0,1,0,0,0,3.706
0,0,0,1,0,1,1,0,1,1,0,0,0,1,3.733
1,0,0,1,1,0,0,1,0,1,1,0,0,0,3.759
1,0,0,1,0,0,1,0,0,0,1,0,1,0,3.733
1,1,1,0,0,1,0,0,0,0,0,1,1,0,3.729
1,1,0,1,1,1,1,0,0,0,1,0,1,1,3.706
1,0,1,1,0,1,0,1,0,1,1,1,1,0,3.781
1,0,1,1,1,0,0,0,1,1,1,1,1,0,3.745
1,0,1,0,0,1,0,0,1,0,1,0,0,0,3.754
0,0,1,0,0,0,1,1,1,1,0,1,1,1,3.759
0,1,1,1,0,1,0,1,1,0,0,0,0,0,3.742
0,0,1,0,0,0,1,1,1,0,1,1,1,1,3.766
0,1,0,0,1,0,0,1,1,0,1,1,0,1,3.689
1,1,1,1,0,1,1,0,1,0,1,1,1,0,3.979
1,1,0,0,1,0,1,1,0,1,1,0,0,1,3.723
1,0,1,1,1,1,0,1,1,1,1,1,1,1,3.754
0,0,1,1,1,0,1,0,1,1,1,1,1,0,3.744
0,1,0,1,1,1,1,1,1,0,1,0,1,1,3.715
0,0,0,0,0,1,1,0,1,1,1,0,1,0,3.725
1,0,0,0,0,0,1,1,0,1,1,0,1,0,3.711
0,0,0,1,0,0,0,0,0,1,0,0,1,1,3.757
1,1,0,1,0,0,1,1,1,0,0,1,1,1,5.227
1,0,0,0,1,1,1,1,0,0,0,1,0,1,3.817
1,0,1,0,1,0,1,1,0,1,0,1,0,0,3.723
1,0,1,0,1,1,0,1,0,1,1,1,0,1,3.82
1,0,1,1,0,0,0,0,1,1,1,1,1,0,3.714
0,0,1,0,1,1,1,0,0,0,0,0,1,0,3.966
0,1,0,1,1,1,1,1,1,1,1,0,1,0,3.847
0,1,0,1,0,0,0,0,0,0,1,0,1,0,3.847
1,0,0,1,0,0,1,1,0,1,1,1,0,1,3.742
0,1,0,0,0,0,0,0,1,1,0,0,0,1,3.865
0,0,1,0,0,1,1,0,1,1,1,1,0,0,3.775
1,0,1,1,0,1,1,1,1,0,0,0,1,1,3.77
0,1,0,0,1,1,1,1,0,0,0,1,1,0,4.115
1,1,0,0,0,0,0,1,1,1,0,1,0,0,3.728
0,0,1,1,0,1,1,1,0,0,0,1,1,0,3.762
1,0,1,0,0,0,1,1,1,0,1,0,0,1,3.682
0,1,1,0,0,1,0,0,0,1,1,0,0,1,3.719
1,1,0,0,0,0,0,0,0,0,0,1,1,1,8.775
1,0,0,1,0,1,0,0,1,0,1,1,0,0,4.276
1,1,1,0,1,0,1,1,0,1,0,0,0,1,3.746
1,1,0,0,1,1,0,1,0,0,0,1,1,1,3.808
1,0,1,1,0,1,1,1,1,1,0,1,0,1,3.775
0,0,0,0,1,0,1,1,1,0,1,0,0,1,3.702
0,1,1,1,0,1,0,1,0,1,1,1,0,1,3.747
0,0,1,0,1,1,0,0,0,0,0,1,1,1,3.759
0,1,0,1,0,1,0,0,1,0,1,1,1,1,3.734
0,1,1,0,0,0,1,1,0,0,0,0,0,1,5.56
0,1,1,1,1,0,1,0,0,0,0,0,0,1,3.752
1,1,1,1,0,1,0,0,1,0,0,1,0,1,3.885
1,0,1,0,0,1,0,1,1,0,1,1,0,0,3.759
1,0,1,0,0,0,0,1,1,0,1,0,1,0,8.093
0,1,1,0,0,1,0,0,1,0,1,0,1,1,3.639
0,0,0,0,0,0,1,0,1,0,1,1,1,0,3.709
0,0,1,0,1,1,1,0,1,0,0,1,0,0,3.792
0,0,1,1,1,0,0,0,1,0,0,1,0,0,3.768
1,0,1,1,1,0,0,1,0,0,1,1,1,0,3.754
0,0,1,0,1,1,0,1,0,1,0,0,1,1,3.82
1,1,0,0,1,0,0,1,1,1,1,0,1,1,3.86
1,1,0,0,1,1,0,1,0,0,0,1,0,1,3.754
1,0,1,1,0,0,0,0,0,1,0,0,1,0,3.702
1,1,0,0,0,1,0,0,1,1,0,0,1,0,3.718
0,1,0,1,1,0,0,0,0,0,0,1,1,0,3.774
1,0,0,1,0,1,0,0,0,0,1,0,0,1,3.94
1,1,1,0,0,1,0,1,1,0,0,0,1,0,3.73
1,0,0,1,0,1,1,0,1,1,1,1,1,1,3.777
1,1,0,1,1,0,1,1,1,1,1,1,1,0,3.865
1,0,0,1,1,1,1,1,0,1,1,0,0,1,3.768
0,0,1,0,1,1,0,0,0,1,0,0,1,0,3.691
1,1,1,1,0,0,0,1,0,0,0,0,0,0,3.717
1,1,1,1,0,0,1,1,0,0,0,0,0,1,3.711
0,1,1,0,0,0,1,1,1,1,0,1,0,1,3.709
0,0,0,1,1,0,1,0,0,0,0,1,1,0,3.749
0,1,0,1,1,0,1,0,1,0,0,0,1,0,3.696
0,0,0,0,1,0,0,1,1,0,1,1,0,1,3.734
1,1,0,0,0,1,1,1,1,1,1,0,0,0,3.72
0,1,0,1,1,1,0,1,0,1,0,0,0,1,3.716
1,0,0,1,0,0,0,1,0,0,1,1,0,0,3.74
0,0,0,1,1,0,1,1,1,0,1,1,0,1,3.719
1,1,0,1,0,0,1,0,0,1,1,0,1,0,3.704
0,0,0,1,0,1,0,1,1,0,1,1,0,1,3.675
1,1,1,0,0,1,1,1,1,1,0,1,1,0,3.757
0,1,0,0,0,1,1,1,0,1,1,0,1,0,3.817
1,1,0,0,0,0,1,1,1,1,1,1,0,1,3.703
1,0,0,1,1,1,1,1,1,0,0,0,1,1,3.693
1,1,0,0,1,0,0,0,0,1,0,0,1,1,3.956
1,0,0,1,1,1,1,1,1,1,1,1,0,1,3.734
1,1,0,0,0,1,0,0,1,1,1,0,1,1,3.775
1,0,1,1,1,0,1,0,0,0,0,1,1,1,4.364
1,1,1,1,1,1,0,0,0,1,1,0,0,0,3.752
0,1,1,1,1,1,0,0,0,1,0,1,1,1,3.757
0,0,1,1,1,1,1,1,1,0,0,0,1,0,3.753
1,0,1,1,1,1,0,1,0,1,1,0,1,0,3.659
0,1,0,1,1,0,0,1,1,0,0,1,0,0,3.745
1,1,0,0,0,1,1,1,1,0,0,0,0,1,3.799
0,0,0,1,1,1,0,1,0,1,0,1,0,1,5.139
0,1,1,1,0,0,1,1,1,1,1,0,0,1,3.687
1,1,1,1,1,1,1,1,1,1,1,1,0,1,3.766
1,1,0,1,1,1,0,0,1,1,1,0,0,0,3.745
0,1,0,1,0,0,1,1,0,1,0,0,0,1,3.715
0,0,1,0,0,0,1,0,0,0,0,1,0,1,3.76
0,1,0,0,1,0,0,1,0,1,0,1,1,0,3.708
0,0,1,0,1,1,1,1,0,0,0,0,1,1,3.75
0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.421
0,0,0,0,0,0,1,1,1,1,0,0,1,0,3.687
1,1,1,1,1,0,1,0,1,0,1,0,0,0,3.712
0,0,1,0,1,1,0,1,0,0,0,0,1,1,3.82
0,0,1,0,0,1,0,0,1,0,0,1,1,0,3.727
1,0,0,0,1,0,0,1,1,0,1,1,1,0,3.916
1,0,0,1,1,0,0,0,0,0,1,0,0,1,5.912
0,0,0,1,0,1,1,0,0,1,0,0,0,0,3.731
0,1,1,1,0,0,0,0,0,1,0,1,0,0,3.776
0,1,1,1,1,0,1,1,1,0,1,0,1,0,3.731
1,0,1,0,0,1,1,0,0,0,0,0,0,0,5.765
1,0,0,0,1,0,0,1,1,1,0,1,1,0,3.858
0,1,1,0,0,0,1,0,0,0,1,1,0,1,3.732
1,0,1,0,1,1,1,0,0,1,1,0,0,0,3.734
1,0,0,1,0,0,1,0,0,1,1,1,0,1,3.81
1,0,0,0,0,0,1,1,1,0,1,0,1,0,3.745
1,1,0,0,0,0,0,1,0,0,1,1,1,0,3.962
0,1,1,1,0,0,1,1,0,1,1,1,1,0,3.865
1,1,0,1,1,0,0,1,0,0,1,1,0,0,3.701
1,1,0,1,0,0,1,0,0,1,1,1,1,1,3.738
0,1,0,0,0,1,0,1,0,1,1,1,1,0,3.755
0,1,1,1,1,0,0,1,0,1,1,0,1,1,3.723
0,0,0,0,0,0,1,0,1,0,1,0,1,1,4.311
0,1,1,1,1,0,0,0,1,0,0,0,0,0,3.739
0,1,1,1,1,1,1,1,0,0,1,0,1,1,3.706
0,1,0,0,1,0,0,1,0,1,0,0,1,1,4.117
1,0,1,0,0,0,0,1,0,0,1,1,0,0,3.911
1,1,0,0,1,0,0,1,0,0,0,0,1,0,3.729
0,1,0,0,1,1,1,0,1,0,1,1,1,1,3.706
1,1,1,0,0,1,0,1,1,0,1,0,0,1,3.702
1,0,0,0,0,0,1,0,1,1,1,0,1,1,3.689
1,0,0,1,1,0,1,1,1,1,1,1,1,1,3.711
1,1,0,1,1,1,0,0,1,1,0,1,0,0,3.808
0,1,1,1,0,0,1,1,1,1,1,0,0,0,3.71
0,0,0,1,0,1,0,1,0,0,1,0,0,0,3.715
1,0,1,0,0,1,1,0,0,1,1,1,1,0,3.708
0,1,1,0,0,0,0,1,1,1,0,0,1,0,3.737
1,0,0,1,0,1,1,0,0,1,1,1,1,1,3.722
1,0,1,0,1,0,0,0,1,1,1,0,1,0,3.7
1,0,1,1,1,1,1,0,0,1,1,1,1,0,5.607
0,1,1,0,1,1,1,1,0,1,0,1,0,0,3.754
0,0,1,0,0,0,0,0,1,0,1,1,0,1,3.709
0,1,1,1,0,0,0,0,0,0,0,1,0,1,3.738
0,0,1,1,0,0,1,0,0,1,0,0,1,0,3.791
0,1,1,0,0,1,1,0,0,1,0,1,0,0,3.737
0,1,0,1,0,0,0,1,0,0,1,1,0,0,3.79
0,0,1,1,0,1,0,1,0,1,0,1,1,1,3.746
1,1,0,0,0,0,1,1,0,1,1,1,1,0,4.313
0,1,1,1,1,0,1,1,1,1,0,0,0,0,3.818
0,1,0,0,0,0,1,0,0,1,1,0,0,0,3.902
1,0,1,0,0,1,0,1,0,0,1,1,1,0,3.717
0,0,1,1,0,1,1,1,0,1,0,0,0,1,3.729
0,0,1,1,0,1,1,0,0,0,0,1,0,0,3.792
1,1,0,1,1,1,1,0,1,1,0,0,0,0,3.769
1,1,0,0,0,0,0,1,0,1,0,1,1,0,3.742
0,0,1,0,0,0,1,0,1,0,0,1,1,0,4.104
0,0,0,0,1,0,0,1,0,1,1,1,1,1,3.765
0,1,0,1,1,1,0,1,0,0,0,1,1,1,5.83
1,0,0,0,1,0,0,0,0,1,0,1,1,1,3.752
1,0,1,1,0,0,0,1,1,0,1,0,1,0,3.716
0,0,1,0,1,1,1,1,0,0,0,0,0,1,3.793
1,0,0,0,0,1,0,0,1,0,0,1,1,0,3.753
1,0,0,0,1,1,1,1,0,1,0,0,0,1,3.745
0,1,1,1,0,0,0,0,0,0,0,0,1,1,3.733
1,1,0,1,0,1,0,1,1,1,0,0,0,0,3.729
0,1,1,1,0,0,0,1,1,1,0,0,0,0,3.692
0,1,1,1,1,1,0,0,1,1,1,1,1,1,3.736
1,0,0,0,0,0,0,0,0,0,1,0,1,0,6.104
0,1,0,1,0,0,0,1,1,1,0,1,0,0,4.568
0,1,0,0,0,0,1,1,1,1,1,0,0,1,3.757
