SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readrand100K.2
1,0,0,1,1,1,1,0,1,1,1,1,0,1,32.215
0,0,0,0,0,1,0,1,0,0,0,0,0,1,31.153
1,1,1,1,1,1,1,1,1,1,1,0,0,1,33.162
0,0,1,1,0,0,1,1,0,0,1,1,0,0,32.189
1,1,1,0,1,0,1,1,1,1,0,1,0,0,33.46
0,0,0,1,1,0,0,0,0,1,1,0,1,0,32.276
1,1,0,0,1,0,0,0,1,0,0,1,1,0,32.25
0,1,0,1,1,0,0,0,0,0,0,1,1,0,31.696
1,0,0,1,0,1,0,0,1,1,1,1,1,0,33.317
1,1,1,1,1,1,0,0,1,1,1,0,0,0,31.562
1,0,1,0,1,1,0,0,1,1,1,1,0,1,32.277
0,0,1,1,0,1,0,1,0,0,1,1,0,1,33.391
0,1,0,1,0,0,1,1,1,1,1,0,1,1,30.879
1,0,0,1,1,1,1,0,1,0,0,1,1,0,32.087
1,0,0,1,1,0,1,0,1,1,0,1,1,0,32.052
0,0,1,1,0,0,0,0,1,1,0,0,1,0,32.408
0,0,0,0,1,1,1,1,1,0,1,0,1,0,31.922
1,0,0,1,1,1,1,1,1,0,1,0,0,1,32.769
1,1,0,0,0,1,0,0,1,0,0,1,0,0,31.234
1,0,1,1,0,0,0,0,0,0,1,1,0,0,31.654
1,0,1,0,1,0,0,0,1,0,0,1,0,0,31.315
0,1,1,1,1,1,0,1,1,0,0,0,0,0,30.689
0,1,0,0,0,1,0,0,1,0,1,1,0,0,31.768
1,0,0,0,1,1,0,0,0,1,1,0,0,1,32.499
1,1,0,1,1,0,0,1,1,0,0,1,0,0,31.177
1,0,1,1,0,1,0,1,1,1,1,0,1,1,30.67
0,1,1,0,1,1,1,0,0,1,1,0,0,1,32.213
1,1,0,1,0,0,1,1,0,0,1,1,1,0,31.944
0,1,0,1,1,0,1,1,0,1,1,0,1,0,30.948
1,0,0,1,1,0,1,1,0,1,0,1,0,1,33.421
1,1,1,0,1,0,0,0,1,0,0,0,0,1,32.866
0,0,1,1,0,0,1,0,0,1,0,1,0,1,33.134
0,1,1,0,0,0,1,1,0,0,1,0,0,1,31.612
0,1,1,1,1,1,0,0,0,1,1,1,0,1,30.936
1,0,1,0,0,0,1,0,1,0,0,1,0,0,32.763
0,0,1,0,0,1,1,0,1,0,0,0,1,1,30.541
1,1,1,0,0,0,0,1,0,0,1,1,1,1,30.614
0,0,0,1,0,1,1,1,1,1,0,0,0,0,33.065
0,1,1,0,0,0,0,0,1,0,1,1,1,1,32.698
0,1,0,0,0,0,0,1,0,1,1,1,1,0,32.057
0,1,1,1,1,0,1,1,1,1,1,0,0,0,30.968
0,0,0,1,1,0,0,0,0,1,1,1,0,1,33.409
1,0,1,0,0,1,0,0,0,0,0,0,1,1,31.429
1,0,1,0,1,1,0,0,1,1,0,1,0,0,31.531
0,1,1,1,0,1,0,0,0,0,0,1,0,0,31.593
1,0,1,1,0,1,0,1,0,0,0,0,1,1,32.468
0,1,1,1,1,0,0,1,1,1,1,0,0,0,33.29
0,1,0,1,1,0,1,0,0,1,1,0,1,0,31.614
0,0,1,1,1,0,0,1,1,1,1,0,1,0,33.027
1,0,1,1,1,1,1,1,0,1,1,0,1,0,32.034
0,0,1,1,1,0,1,0,0,1,1,1,0,1,33.425
1,1,0,0,0,0,1,1,1,1,1,0,1,0,31.216
0,1,1,1,0,1,0,0,0,0,1,1,1,0,32.167
1,1,1,1,0,1,1,1,1,1,1,0,1,1,31.628
1,1,1,0,0,0,1,0,0,1,1,0,1,1,32.513
1,0,0,0,0,1,1,1,1,1,0,1,1,0,32.541
1,1,0,1,1,0,1,1,0,1,0,1,1,1,32.272
1,0,1,1,1,1,0,0,1,0,1,0,0,1,32.457
0,0,1,1,0,0,1,0,0,0,1,0,1,0,31.988
1,1,0,1,0,1,0,1,0,1,0,0,0,0,31.432
1,1,1,0,0,1,1,0,1,0,0,1,0,0,34.151
1,1,0,1,0,1,1,0,1,1,0,1,0,1,33.231
1,0,1,0,1,0,1,1,0,1,0,1,1,0,32.278
1,0,1,1,0,1,0,0,1,0,1,1,0,1,31.347
1,0,0,0,1,0,0,1,0,1,1,0,1,1,32.153
1,0,0,1,0,0,0,1,1,1,1,0,0,0,31.851
1,0,1,0,0,1,1,1,1,1,1,0,0,1,32.19
1,0,0,0,0,1,0,1,0,0,0,0,1,0,30.752
0,1,1,1,1,1,0,0,1,1,0,0,1,1,31.81
1,1,1,1,1,1,0,1,0,0,0,1,1,0,31.436
1,1,1,1,0,0,1,0,1,1,0,0,1,0,32.765
0,1,0,1,0,0,1,0,1,0,0,1,0,0,31.956
0,1,0,1,1,0,1,0,1,1,1,0,0,1,32.77
0,0,1,1,0,1,0,1,1,0,0,0,0,0,31.415
0,0,1,1,0,1,0,1,0,1,0,0,1,0,31.531
0,0,0,1,1,0,0,0,0,1,1,0,1,0,31.773
0,1,1,0,1,0,0,1,0,0,0,1,1,0,30.693
0,1,1,1,0,1,0,1,0,0,1,1,1,1,30.428
1,1,0,0,1,1,1,0,0,1,1,1,1,1,32.321
1,1,1,0,0,0,0,1,1,0,0,1,1,1,31.623
1,1,1,1,1,1,0,1,1,0,0,0,1,0,30.775
1,1,0,0,0,1,0,1,1,0,1,1,1,0,30.496
0,1,0,0,0,1,0,1,1,0,0,1,0,0,32.331
1,0,1,1,1,1,0,1,1,0,0,1,1,1,31.295
1,0,0,1,1,1,0,0,1,0,1,0,1,1,31.595
0,1,0,1,1,1,0,1,1,0,0,1,1,0,30.945
1,1,1,1,1,1,1,1,1,0,0,0,1,0,32.635
0,0,1,1,1,1,0,1,1,1,1,1,1,1,33.627
0,1,1,0,0,0,0,0,0,1,0,1,1,1,30.886
1,0,1,0,0,0,1,1,1,0,0,0,0,1,32.185
1,1,0,1,0,0,0,0,0,0,0,0,1,0,32.467
0,1,1,0,1,1,1,1,1,1,0,0,1,1,32.035
1,1,1,1,1,0,1,0,1,0,0,0,1,1,32.171
1,1,1,0,0,1,0,0,0,1,1,1,0,0,32.173
0,1,1,1,1,0,1,0,0,1,1,1,1,0,32.714
1,1,1,1,1,0,1,0,1,1,0,1,1,0,32.001
1,0,0,0,1,0,1,1,1,1,0,0,0,0,33.297
0,1,0,0,0,1,0,1,1,0,0,1,1,1,31.641
0,1,0,0,1,0,0,1,1,1,0,0,1,1,33.368
0,1,1,0,0,0,0,0,1,1,0,1,0,1,34.316
1,0,0,1,1,1,0,1,0,1,1,1,1,0,31.579
0,0,1,0,1,0,0,1,1,1,1,0,1,0,33.189
0,1,1,1,1,0,0,1,1,1,1,1,1,1,32.593
1,0,0,1,1,1,0,1,0,1,1,1,0,1,33.37
0,0,0,1,0,0,1,0,0,1,1,1,1,1,32.13
1,0,0,0,1,1,1,0,0,0,0,0,0,0,31.489
1,1,0,1,0,1,1,0,1,1,0,0,0,1,31.478
1,1,1,0,1,0,1,1,0,0,1,1,0,1,32.467
0,0,1,0,0,0,0,0,1,0,0,0,0,1,31.582
1,1,0,1,1,0,1,0,1,1,1,1,1,1,33.078
0,0,1,1,1,1,0,1,0,0,0,1,0,1,32.996
0,0,1,1,1,1,1,0,1,0,0,1,0,0,30.926
0,1,1,1,0,0,0,0,0,1,1,1,1,1,31.746
0,1,1,0,1,1,0,0,1,1,1,1,0,1,31.876
1,0,0,1,1,1,1,0,0,1,0,1,0,0,31.919
0,1,0,1,1,1,1,1,1,0,0,1,1,1,31.217
1,0,1,1,0,0,0,0,0,0,1,1,1,0,33.203
1,1,0,0,0,1,0,1,0,1,1,1,0,1,31.06
0,1,0,0,0,0,0,1,1,0,0,0,0,1,31.085
0,1,1,0,1,0,1,0,0,0,0,1,1,1,31.051
1,0,1,1,0,0,0,0,1,1,1,0,0,0,31.529
1,1,1,0,1,1,0,1,1,0,0,1,0,1,32.017
0,1,1,1,1,1,1,0,0,1,0,0,0,0,33.186
1,0,1,0,1,1,0,1,1,1,1,1,1,0,31.974
0,0,1,0,1,0,0,1,1,0,0,1,0,0,30.849
1,0,0,1,1,1,0,1,0,1,0,0,1,0,31.501
1,0,1,1,1,0,0,0,1,0,0,1,0,1,32.906
1,0,0,0,1,1,1,1,1,1,1,1,0,0,33.339
0,0,0,0,1,0,0,1,0,0,0,0,1,0,31.08
0,1,1,0,0,0,1,0,0,1,1,1,1,1,31.582
0,1,1,1,0,1,1,0,1,1,0,1,0,0,33.035
0,0,0,0,1,1,1,1,1,0,0,1,1,1,31.537
1,1,1,0,0,1,1,0,1,0,0,1,1,1,31.503
0,1,1,0,0,1,1,0,1,0,0,0,0,0,31.907
1,1,1,0,0,1,0,1,1,1,1,0,1,0,31.479
0,1,1,1,0,1,0,0,1,0,0,0,1,0,32.192
1,1,1,1,0,1,0,0,1,0,1,1,1,1,32.947
1,1,1,0,1,0,1,1,0,1,1,1,0,0,32.684
1,1,0,1,0,0,1,0,0,0,0,1,0,0,31.338
1,1,0,0,1,0,0,0,1,1,1,0,1,1,34.029
1,1,0,0,0,1,0,1,0,0,0,1,0,0,32.655
0,1,0,1,1,1,1,0,0,1,1,0,0,0,33.74
0,1,0,0,1,1,0,0,0,0,0,1,1,1,31.154
0,0,1,0,1,1,1,1,0,1,0,0,1,0,32.712
0,0,0,0,0,1,1,1,1,0,1,0,1,1,32.802
0,1,1,1,1,1,0,0,0,1,0,1,0,1,32.013
1,1,1,1,1,0,1,0,1,0,0,1,1,1,33.563
0,1,1,1,0,1,1,0,0,1,1,0,1,1,31.111
0,0,0,0,0,0,1,0,1,0,1,0,0,0,31.07
0,0,0,1,0,0,0,0,1,0,1,0,0,1,31.892
0,1,0,0,0,0,0,0,0,1,1,0,1,1,32.851
1,1,0,0,1,1,1,1,1,1,1,0,0,1,33.094
0,1,0,1,0,0,1,0,1,0,0,0,1,0,32.856
1,1,1,1,0,0,1,0,0,1,1,1,0,1,32.835
1,1,0,1,0,0,0,0,0,1,1,0,1,0,31.441
1,0,0,1,1,1,1,1,0,0,0,0,0,1,31.461
0,0,0,1,0,1,1,1,1,0,0,1,0,1,32.441
1,1,0,0,0,0,1,0,1,1,0,0,1,0,33.288
0,0,0,1,1,1,0,1,1,0,1,0,1,0,31.957
1,1,0,0,1,1,1,1,0,0,1,0,1,1,31.483
0,1,0,1,0,1,0,1,1,1,0,1,0,1,33.465
0,0,1,1,1,0,0,0,0,1,1,1,1,1,32.128
1,0,0,0,1,0,1,1,1,0,0,1,1,0,31.055
0,0,1,1,1,1,1,1,0,0,1,1,0,1,31.916
0,0,1,1,0,0,1,1,1,1,1,0,1,1,30.849
0,1,0,0,1,1,1,0,0,1,1,1,1,1,32.784
1,0,1,0,1,1,0,1,1,0,0,0,0,1,32.29
0,1,1,0,1,0,1,1,0,0,0,0,0,0,30.781
1,0,0,0,0,0,1,1,0,0,0,1,1,0,32.814
1,1,1,1,1,1,1,0,1,0,1,0,0,0,32.446
0,0,0,1,0,1,1,0,1,1,0,0,0,1,31.169
1,0,0,1,1,0,0,1,0,1,1,0,0,0,33.224
1,0,0,1,0,0,1,0,0,0,1,0,1,0,32.301
1,1,1,0,0,1,0,0,0,0,0,1,1,0,30.723
1,1,0,1,1,1,1,0,0,0,1,0,1,1,33.055
1,0,1,1,0,1,0,1,0,1,1,1,1,0,31.841
1,0,1,1,1,0,0,0,1,1,1,1,1,0,33.598
1,0,1,0,0,1,0,0,1,0,1,0,0,0,31.316
0,0,1,0,0,0,1,1,1,1,0,1,1,1,34.63
0,1,1,1,0,1,0,1,1,0,0,0,0,0,31.327
0,0,1,0,0,0,1,1,1,0,1,1,1,1,32.394
0,1,0,0,1,0,0,1,1,0,1,1,0,1,31.99
1,1,1,1,0,1,1,0,1,0,1,1,1,0,31.321
1,1,0,0,1,0,1,1,0,1,1,0,0,1,32.168
1,0,1,1,1,1,0,1,1,1,1,1,1,1,33.557
0,0,1,1,1,0,1,0,1,1,1,1,1,0,33.015
0,1,0,1,1,1,1,1,1,0,1,0,1,1,31.32
0,0,0,0,0,1,1,0,1,1,1,0,1,0,31.743
1,0,0,0,0,0,1,1,0,1,1,0,1,0,31.843
0,0,0,1,0,0,0,0,0,1,0,0,1,1,32.872
1,1,0,1,0,0,1,1,1,0,0,1,1,1,32.267
1,0,0,0,1,1,1,1,0,0,0,1,0,1,32.95
1,0,1,0,1,0,1,1,0,1,0,1,0,0,31.365
1,0,1,0,1,1,0,1,0,1,1,1,0,1,32.789
1,0,1,1,0,0,0,0,1,1,1,1,1,0,33.302
0,0,1,0,1,1,1,0,0,0,0,0,1,0,31.679
0,1,0,1,1,1,1,1,1,1,1,0,1,0,32.11
0,1,0,1,0,0,0,0,0,0,1,0,1,0,31.723
1,0,0,1,0,0,1,1,0,1,1,1,0,1,33.08
0,1,0,0,0,0,0,0,1,1,0,0,0,1,33.145
0,0,1,0,0,1,1,0,1,1,1,1,0,0,31.865
1,0,1,1,0,1,1,1,1,0,0,0,1,1,31.222
0,1,0,0,1,1,1,1,0,0,0,1,1,0,32.982
1,1,0,0,0,0,0,1,1,1,0,1,0,0,32.393
0,0,1,1,0,1,1,1,0,0,0,1,1,0,32.646
1,0,1,0,0,0,1,1,1,0,1,0,0,1,31.112
0,1,1,0,0,1,0,0,0,1,1,0,0,1,33.224
1,1,0,0,0,0,0,0,0,0,0,1,1,1,33.386
1,0,0,1,0,1,0,0,1,0,1,1,0,0,30.937
1,1,1,0,1,0,1,1,0,1,0,0,0,1,33.263
1,1,0,0,1,1,0,1,0,0,0,1,1,1,32.217
1,0,1,1,0,1,1,1,1,1,0,1,0,1,33.275
0,0,0,0,1,0,1,1,1,0,1,0,0,1,31.044
0,1,1,1,0,1,0,1,0,1,1,1,0,1,33.201
0,0,1,0,1,1,0,0,0,0,0,1,1,1,32.932
0,1,0,1,0,1,0,0,1,0,1,1,1,1,32.883
0,1,1,0,0,0,1,1,0,0,0,0,0,1,32.931
0,1,1,1,1,0,1,0,0,0,0,0,0,1,30.883
1,1,1,1,0,1,0,0,1,0,0,1,0,1,32.64
1,0,1,0,0,1,0,1,1,0,1,1,0,0,32.185
1,0,1,0,0,0,0,1,1,0,1,0,1,0,33.535
0,1,1,0,0,1,0,0,1,0,1,0,1,1,31.068
0,0,0,0,0,0,1,0,1,0,1,1,1,0,31.303
0,0,1,0,1,1,1,0,1,0,0,1,0,0,31.96
0,0,1,1,1,0,0,0,1,0,0,1,0,0,31.447
1,0,1,1,1,0,0,1,0,0,1,1,1,0,31.056
0,0,1,0,1,1,0,1,0,1,0,0,1,1,31.218
1,1,0,0,1,0,0,1,1,1,1,0,1,1,31.453
1,1,0,0,1,1,0,1,0,0,0,1,0,1,31.351
1,0,1,1,0,0,0,0,0,1,0,0,1,0,32.931
1,1,0,0,0,1,0,0,1,1,0,0,1,0,30.918
0,1,0,1,1,0,0,0,0,0,0,1,1,0,32.017
1,0,0,1,0,1,0,0,0,0,1,0,0,1,30.534
1,1,1,0,0,1,0,1,1,0,0,0,1,0,32.896
1,0,0,1,0,1,1,0,1,1,1,1,1,1,31.907
1,1,0,1,1,0,1,1,1,1,1,1,1,0,32.591
1,0,0,1,1,1,1,1,0,1,1,0,0,1,33.274
0,0,1,0,1,1,0,0,0,1,0,0,1,0,32.561
1,1,1,1,0,0,0,1,0,0,0,0,0,0,32.801
1,1,1,1,0,0,1,1,0,0,0,0,0,1,33.483
0,1,1,0,0,0,1,1,1,1,0,1,0,1,31.665
0,0,0,1,1,0,1,0,0,0,0,1,1,0,32.031
0,1,0,1,1,0,1,0,1,0,0,0,1,0,30.935
0,0,0,0,1,0,0,1,1,0,1,1,0,1,31.732
1,1,0,0,0,1,1,1,1,1,1,0,0,0,32.583
0,1,0,1,1,1,0,1,0,1,0,0,0,1,30.782
1,0,0,1,0,0,0,1,0,0,1,1,0,0,31.233
0,0,0,1,1,0,1,1,1,0,1,1,0,1,32.01
1,1,0,1,0,0,1,0,0,1,1,0,1,0,31.531
0,0,0,1,0,1,0,1,1,0,1,1,0,1,30.877
1,1,1,0,0,1,1,1,1,1,0,1,1,0,32.838
0,1,0,0,0,1,1,1,0,1,1,0,1,0,30.976
1,1,0,0,0,0,1,1,1,1,1,1,0,1,33.516
1,0,0,1,1,1,1,1,1,0,0,0,1,1,32.514
1,1,0,0,1,0,0,0,0,1,0,0,1,1,31.805
1,0,0,1,1,1,1,1,1,1,1,1,0,1,31.785
1,1,0,0,0,1,0,0,1,1,1,0,1,1,32.307
1,0,1,1,1,0,1,0,0,0,0,1,1,1,32.365
1,1,1,1,1,1,0,0,0,1,1,0,0,0,32.0
0,1,1,1,1,1,0,0,0,1,0,1,1,1,32.564
0,0,1,1,1,1,1,1,1,0,0,0,1,0,32.038
1,0,1,1,1,1,0,1,0,1,1,0,1,0,31.356
0,1,0,1,1,0,0,1,1,0,0,1,0,0,32.299
1,1,0,0,0,1,1,1,1,0,0,0,0,1,32.748
0,0,0,1,1,1,0,1,0,1,0,1,0,1,31.717
0,1,1,1,0,0,1,1,1,1,1,0,0,1,33.098
1,1,1,1,1,1,1,1,1,1,1,1,0,1,31.621
1,1,0,1,1,1,0,0,1,1,1,0,0,0,32.629
0,1,0,1,0,0,1,1,0,1,0,0,0,1,31.625
0,0,1,0,0,0,1,0,0,0,0,1,0,1,30.817
0,1,0,0,1,0,0,1,0,1,0,1,1,0,33.185
0,0,1,0,1,1,1,1,0,0,0,0,1,1,32.869
0,0,0,0,0,0,0,0,1,1,0,0,0,0,32.908
0,0,0,0,0,0,1,1,1,1,0,0,1,0,32.417
1,1,1,1,1,0,1,0,1,0,1,0,0,0,32.244
0,0,1,0,1,1,0,1,0,0,0,0,1,1,31.412
0,0,1,0,0,1,0,0,1,0,0,1,1,0,33.245
1,0,0,0,1,0,0,1,1,0,1,1,1,0,31.779
1,0,0,1,1,0,0,0,0,0,1,0,0,1,32.084
0,0,0,1,0,1,1,0,0,1,0,0,0,0,32.615
0,1,1,1,0,0,0,0,0,1,0,1,0,0,31.405
0,1,1,1,1,0,1,1,1,0,1,0,1,0,32.104
1,0,1,0,0,1,1,0,0,0,0,0,0,0,32.737
1,0,0,0,1,0,0,1,1,1,0,1,1,0,31.536
0,1,1,0,0,0,1,0,0,0,1,1,0,1,30.881
1,0,1,0,1,1,1,0,0,1,1,0,0,0,31.576
1,0,0,1,0,0,1,0,0,1,1,1,0,1,32.218
1,0,0,0,0,0,1,1,1,0,1,0,1,0,32.191
1,1,0,0,0,0,0,1,0,0,1,1,1,0,31.094
0,1,1,1,0,0,1,1,0,1,1,1,1,0,31.907
1,1,0,1,1,0,0,1,0,0,1,1,0,0,30.529
1,1,0,1,0,0,1,0,0,1,1,1,1,1,33.584
0,1,0,0,0,1,0,1,0,1,1,1,1,0,33.515
0,1,1,1,1,0,0,1,0,1,1,0,1,1,32.555
0,0,0,0,0,0,1,0,1,0,1,0,1,1,31.831
0,1,1,1,1,0,0,0,1,0,0,0,0,0,31.726
0,1,1,1,1,1,1,1,0,0,1,0,1,1,31.836
0,1,0,0,1,0,0,1,0,1,0,0,1,1,31.675
1,0,1,0,0,0,0,1,0,0,1,1,0,0,32.683
1,1,0,0,1,0,0,1,0,0,0,0,1,0,32.894
0,1,0,0,1,1,1,0,1,0,1,1,1,1,30.996
1,1,1,0,0,1,0,1,1,0,1,0,0,1,31.36
1,0,0,0,0,0,1,0,1,1,1,0,1,1,31.683
1,0,0,1,1,0,1,1,1,1,1,1,1,1,32.094
1,1,0,1,1,1,0,0,1,1,0,1,0,0,33.195
0,1,1,1,0,0,1,1,1,1,1,0,0,0,31.834
0,0,0,1,0,1,0,1,0,0,1,0,0,0,31.988
1,0,1,0,0,1,1,0,0,1,1,1,1,0,31.892
0,1,1,0,0,0,0,1,1,1,0,0,1,0,32.904
1,0,0,1,0,1,1,0,0,1,1,1,1,1,31.941
1,0,1,0,1,0,0,0,1,1,1,0,1,0,33.052
1,0,1,1,1,1,1,0,0,1,1,1,1,0,33.586
0,1,1,0,1,1,1,1,0,1,0,1,0,0,31.21
0,0,1,0,0,0,0,0,1,0,1,1,0,1,32.601
0,1,1,1,0,0,0,0,0,0,0,1,0,1,32.33
0,0,1,1,0,0,1,0,0,1,0,0,1,0,31.158
0,1,1,0,0,1,1,0,0,1,0,1,0,0,32.703
0,1,0,1,0,0,0,1,0,0,1,1,0,0,32.193
0,0,1,1,0,1,0,1,0,1,0,1,1,1,33.169
1,1,0,0,0,0,1,1,0,1,1,1,1,0,32.768
0,1,1,1,1,0,1,1,1,1,0,0,0,0,31.969
0,1,0,0,0,0,1,0,0,1,1,0,0,0,33.222
1,0,1,0,0,1,0,1,0,0,1,1,1,0,31.423
0,0,1,1,0,1,1,1,0,1,0,0,0,1,32.2
0,0,1,1,0,1,1,0,0,0,0,1,0,0,31.367
1,1,0,1,1,1,1,0,1,1,0,0,0,0,31.844
1,1,0,0,0,0,0,1,0,1,0,1,1,0,31.728
0,0,1,0,0,0,1,0,1,0,0,1,1,0,32.095
0,0,0,0,1,0,0,1,0,1,1,1,1,1,32.072
0,1,0,1,1,1,0,1,0,0,0,1,1,1,30.421
1,0,0,0,1,0,0,0,0,1,0,1,1,1,32.853
1,0,1,1,0,0,0,1,1,0,1,0,1,0,32.728
0,0,1,0,1,1,1,1,0,0,0,0,0,1,32.148
1,0,0,0,0,1,0,0,1,0,0,1,1,0,32.248
1,0,0,0,1,1,1,1,0,1,0,0,0,1,32.539
0,1,1,1,0,0,0,0,0,0,0,0,1,1,31.969
1,1,0,1,0,1,0,1,1,1,0,0,0,0,30.96
0,1,1,1,0,0,0,1,1,1,0,0,0,0,33.393
0,1,1,1,1,1,0,0,1,1,1,1,1,1,31.31
1,0,0,0,0,0,0,0,0,0,1,0,1,0,31.615
0,1,0,1,0,0,0,1,1,1,0,1,0,0,32.404
0,1,0,0,0,0,1,1,1,1,1,0,0,1,31.711
