SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandom.3
1,1,0,1,0,0,0,0,1,1,0,0,1,1,18.194
0,0,1,0,0,0,1,0,1,1,0,1,0,0,20.785
0,1,1,0,1,1,0,1,1,0,0,1,1,0,20.582
1,0,0,1,1,0,1,1,0,0,0,1,1,0,20.955
1,1,1,0,0,0,1,0,1,0,0,0,0,1,18.059
0,0,0,0,1,0,0,0,1,0,1,0,1,0,17.438
0,0,0,0,1,0,0,0,0,1,1,1,1,0,20.863
1,0,1,1,1,1,0,1,0,0,0,1,0,0,20.694
0,1,0,1,0,0,0,0,1,0,0,0,0,1,18.153
0,1,0,1,0,0,0,0,0,0,1,1,0,1,20.659
1,1,0,1,1,1,0,1,0,0,0,0,0,0,17.499
0,1,1,0,0,0,1,0,0,1,1,1,0,0,20.887
0,1,1,0,0,0,0,1,0,1,1,0,0,1,17.85
1,1,1,0,1,1,0,0,1,0,1,1,1,1,20.866
0,0,0,0,1,0,1,0,1,0,1,0,1,0,17.544
0,0,0,1,1,1,0,0,0,0,0,1,1,1,20.658
1,0,0,0,1,0,1,1,0,0,1,0,1,0,17.354
1,0,0,1,0,1,0,1,1,0,0,0,1,0,18.016
0,1,1,0,0,0,1,1,1,1,1,1,0,0,21.242
1,0,1,1,0,0,0,0,1,1,1,0,1,0,17.491
0,0,0,1,1,0,0,1,0,1,1,0,1,1,17.745
1,1,1,1,1,0,0,1,1,1,0,0,1,0,17.699
1,0,1,0,0,1,1,1,1,0,1,1,0,1,20.56
0,1,0,1,1,1,0,0,1,1,0,0,1,0,17.388
0,1,1,1,1,1,1,0,1,1,1,0,1,0,17.644
0,1,0,1,0,0,1,1,1,1,1,0,0,0,17.427
1,0,1,1,1,0,1,0,1,1,0,1,1,0,20.551
1,0,0,1,1,1,1,0,0,0,1,1,1,0,20.607
1,0,0,1,0,0,1,1,0,0,0,0,0,1,17.605
1,1,1,0,0,1,0,0,1,0,1,0,1,1,17.454
0,0,1,1,0,1,0,1,1,1,0,0,0,0,17.593
1,0,0,0,1,1,0,1,0,1,1,1,1,0,20.912
1,1,1,0,0,0,0,1,0,0,0,0,0,1,17.804
0,0,1,0,1,1,1,0,0,0,1,0,0,0,17.829
1,1,1,0,0,0,0,0,0,1,1,0,0,0,17.792
0,0,0,0,0,1,1,1,1,0,0,1,1,0,20.898
0,0,1,1,1,0,1,1,0,0,1,0,0,0,17.696
0,1,0,0,0,1,1,1,1,1,0,1,1,0,20.898
0,0,0,1,0,0,0,0,0,1,1,0,0,1,17.728
1,0,0,0,1,1,0,1,0,1,1,1,0,0,21.073
0,0,1,1,0,0,1,1,0,1,1,1,1,0,20.773
0,1,1,1,1,0,1,0,0,0,1,0,1,0,17.433
0,0,0,1,0,0,0,0,0,1,0,1,1,0,21.048
0,1,0,1,0,0,1,0,0,1,1,0,1,1,17.792
0,0,1,1,1,0,1,0,1,1,1,0,1,0,17.614
0,0,0,1,1,0,1,0,1,1,0,0,1,0,17.742
0,0,1,0,0,0,0,0,1,0,1,0,1,1,17.612
0,0,1,0,1,0,1,0,0,0,0,0,0,1,17.365
0,1,1,1,1,1,1,0,1,1,0,1,1,1,21.457
1,1,0,1,0,0,0,1,0,1,0,1,0,0,20.693
1,0,1,1,0,0,0,1,1,1,1,0,0,0,17.874
1,1,0,0,1,1,1,0,0,0,0,1,1,0,20.977
1,0,0,1,1,1,1,0,1,1,1,1,0,1,21.021
0,0,0,0,0,1,0,1,0,0,0,0,0,1,17.583
1,1,1,1,1,1,1,1,1,1,1,0,0,1,17.722
0,0,1,1,0,0,1,1,0,0,1,1,0,0,21.584
1,1,1,0,1,0,1,1,1,1,0,1,0,0,21.549
0,0,0,1,1,0,0,0,0,1,1,0,1,0,17.592
1,1,0,0,1,0,0,0,1,0,0,1,1,0,21.061
0,1,0,1,1,0,0,0,0,0,0,1,1,0,20.895
1,0,0,1,0,1,0,0,1,1,1,1,1,0,20.617
1,1,1,1,1,1,0,0,1,1,1,0,0,0,17.624
1,0,1,0,1,1,0,0,1,1,1,1,0,1,21.257
0,0,1,1,0,1,0,1,0,0,1,1,0,1,20.616
0,1,0,1,0,0,1,1,1,1,1,0,1,1,17.5
1,0,0,1,1,1,1,0,1,0,0,1,1,0,20.526
1,0,0,1,1,0,1,0,1,1,0,1,1,0,20.707
0,0,1,1,0,0,0,0,1,1,0,0,1,0,17.412
0,0,0,0,1,1,1,1,1,0,1,0,1,0,18.042
1,0,0,1,1,1,1,1,1,0,1,0,0,1,17.874
1,1,0,0,0,1,0,0,1,0,0,1,0,0,21.086
1,0,1,1,0,0,0,0,0,0,1,1,0,0,21.035
1,0,1,0,1,0,0,0,1,0,0,1,0,0,20.672
0,1,1,1,1,1,0,1,1,0,0,0,0,0,17.512
0,1,0,0,0,1,0,0,1,0,1,1,0,0,20.727
1,0,0,0,1,1,0,0,0,1,1,0,0,1,17.452
1,1,0,1,1,0,0,1,1,0,0,1,0,0,21.431
1,0,1,1,0,1,0,1,1,1,1,0,1,1,17.503
0,1,1,0,1,1,1,0,0,1,1,0,0,1,17.645
1,1,0,1,0,0,1,1,0,0,1,1,1,0,21.167
0,1,0,1,1,0,1,1,0,1,1,0,1,0,17.989
1,0,0,1,1,0,1,1,0,1,0,1,0,1,20.931
1,1,1,0,1,0,0,0,1,0,0,0,0,1,17.899
0,0,1,1,0,0,1,0,0,1,0,1,0,1,20.62
0,1,1,0,0,0,1,1,0,0,1,0,0,1,17.493
0,1,1,1,1,1,0,0,0,1,1,1,0,1,21.012
1,0,1,0,0,0,1,0,1,0,0,1,0,0,20.993
0,0,1,0,0,1,1,0,1,0,0,0,1,1,17.318
1,1,1,0,0,0,0,1,0,0,1,1,1,1,20.602
0,0,0,1,0,1,1,1,1,1,0,0,0,0,17.47
0,1,1,0,0,0,0,0,1,0,1,1,1,1,20.626
0,1,0,0,0,0,0,1,0,1,1,1,1,0,20.94
0,1,1,1,1,0,1,1,1,1,1,0,0,0,17.769
0,0,0,1,1,0,0,0,0,1,1,1,0,1,20.814
1,0,1,0,0,1,0,0,0,0,0,0,1,1,17.614
1,0,1,0,1,1,0,0,1,1,0,1,0,0,20.987
0,1,1,1,0,1,0,0,0,0,0,1,0,0,20.488
1,0,1,1,0,1,0,1,0,0,0,0,1,1,17.672
0,1,1,1,1,0,0,1,1,1,1,0,0,0,17.654
0,1,0,1,1,0,1,0,0,1,1,0,1,0,17.515
0,0,1,1,1,0,0,1,1,1,1,0,1,0,17.388
1,0,1,1,1,1,1,1,0,1,1,0,1,0,17.349
0,0,1,1,1,0,1,0,0,1,1,1,0,1,20.728
1,1,0,0,0,0,1,1,1,1,1,0,1,0,17.576
0,1,1,1,0,1,0,0,0,0,1,1,1,0,20.728
1,1,1,1,0,1,1,1,1,1,1,0,1,1,17.414
1,1,1,0,0,0,1,0,0,1,1,0,1,1,17.542
1,0,0,0,0,1,1,1,1,1,0,1,1,0,21.393
1,1,0,1,1,0,1,1,0,1,0,1,1,1,21.064
1,0,1,1,1,1,0,0,1,0,1,0,0,1,17.966
0,0,1,1,0,0,1,0,0,0,1,0,1,0,17.333
1,1,0,1,0,1,0,1,0,1,0,0,0,0,17.756
1,1,1,0,0,1,1,0,1,0,0,1,0,0,21.283
1,1,0,1,0,1,1,0,1,1,0,1,0,1,20.848
1,0,1,0,1,0,1,1,0,1,0,1,1,0,21.144
1,0,1,1,0,1,0,0,1,0,1,1,0,1,21.19
1,0,0,0,1,0,0,1,0,1,1,0,1,1,17.939
1,0,0,1,0,0,0,1,1,1,1,0,0,0,17.811
1,0,1,0,0,1,1,1,1,1,1,0,0,1,17.629
1,0,0,0,0,1,0,1,0,0,0,0,1,0,17.727
0,1,1,1,1,1,0,0,1,1,0,0,1,1,17.654
1,1,1,1,1,1,0,1,0,0,0,1,1,0,20.968
1,1,1,1,0,0,1,0,1,1,0,0,1,0,17.752
0,1,0,1,0,0,1,0,1,0,0,1,0,0,20.545
0,1,0,1,1,0,1,0,1,1,1,0,0,1,17.84
0,0,1,1,0,1,0,1,1,0,0,0,0,0,17.889
0,0,1,1,0,1,0,1,0,1,0,0,1,0,17.442
0,0,0,1,1,0,0,0,0,1,1,0,1,0,17.553
0,1,1,0,1,0,0,1,0,0,0,1,1,0,20.617
0,1,1,1,0,1,0,1,0,0,1,1,1,1,20.761
1,1,0,0,1,1,1,0,0,1,1,1,1,1,20.743
1,1,1,0,0,0,0,1,1,0,0,1,1,1,20.744
1,1,1,1,1,1,0,1,1,0,0,0,1,0,17.801
1,1,0,0,0,1,0,1,1,0,1,1,1,0,20.828
0,1,0,0,0,1,0,1,1,0,0,1,0,0,20.882
1,0,1,1,1,1,0,1,1,0,0,1,1,1,20.958
1,0,0,1,1,1,0,0,1,0,1,0,1,1,17.523
0,1,0,1,1,1,0,1,1,0,0,1,1,0,21.123
1,1,1,1,1,1,1,1,1,0,0,0,1,0,17.638
0,0,1,1,1,1,0,1,1,1,1,1,1,1,20.66
0,1,1,0,0,0,0,0,0,1,0,1,1,1,20.655
1,0,1,0,0,0,1,1,1,0,0,0,0,1,17.544
1,1,0,1,0,0,0,0,0,0,0,0,1,0,17.724
0,1,1,0,1,1,1,1,1,1,0,0,1,1,18.066
1,1,1,1,1,0,1,0,1,0,0,0,1,1,17.708
1,1,1,0,0,1,0,0,0,1,1,1,0,0,21.112
0,1,1,1,1,0,1,0,0,1,1,1,1,0,20.732
1,1,1,1,1,0,1,0,1,1,0,1,1,0,21.05
1,0,0,0,1,0,1,1,1,1,0,0,0,0,18.436
0,1,0,0,0,1,0,1,1,0,0,1,1,1,20.464
0,1,0,0,1,0,0,1,1,1,0,0,1,1,17.846
0,1,1,0,0,0,0,0,1,1,0,1,0,1,20.718
1,0,0,1,1,1,0,1,0,1,1,1,1,0,21.158
0,0,1,0,1,0,0,1,1,1,1,0,1,0,17.83
0,1,1,1,1,0,0,1,1,1,1,1,1,1,21.009
1,0,0,1,1,1,0,1,0,1,1,1,0,1,20.952
0,0,0,1,0,0,1,0,0,1,1,1,1,1,21.211
1,0,0,0,1,1,1,0,0,0,0,0,0,0,18.044
1,1,0,1,0,1,1,0,1,1,0,0,0,1,17.706
1,1,1,0,1,0,1,1,0,0,1,1,0,1,20.962
0,0,1,0,0,0,0,0,1,0,0,0,0,1,17.657
1,1,0,1,1,0,1,0,1,1,1,1,1,1,21.192
0,0,1,1,1,1,0,1,0,0,0,1,0,1,20.697
0,0,1,1,1,1,1,0,1,0,0,1,0,0,20.887
0,1,1,1,0,0,0,0,0,1,1,1,1,1,20.804
0,1,1,0,1,1,0,0,1,1,1,1,0,1,20.732
1,0,0,1,1,1,1,0,0,1,0,1,0,0,21.352
0,1,0,1,1,1,1,1,1,0,0,1,1,1,20.501
1,0,1,1,0,0,0,0,0,0,1,1,1,0,20.672
1,1,0,0,0,1,0,1,0,1,1,1,0,1,21.115
0,1,0,0,0,0,0,1,1,0,0,0,0,1,17.417
0,1,1,0,1,0,1,0,0,0,0,1,1,1,21.998
1,0,1,1,0,0,0,0,1,1,1,0,0,0,17.588
1,1,1,0,1,1,0,1,1,0,0,1,0,1,20.846
0,1,1,1,1,1,1,0,0,1,0,0,0,0,17.621
1,0,1,0,1,1,0,1,1,1,1,1,1,0,20.953
0,0,1,0,1,0,0,1,1,0,0,1,0,0,20.543
1,0,0,1,1,1,0,1,0,1,0,0,1,0,17.465
1,0,1,1,1,0,0,0,1,0,0,1,0,1,21.197
1,0,0,0,1,1,1,1,1,1,1,1,0,0,21.002
0,0,0,0,1,0,0,1,0,0,0,0,1,0,18.018
0,1,1,0,0,0,1,0,0,1,1,1,1,1,20.697
0,1,1,1,0,1,1,0,1,1,0,1,0,0,20.883
0,0,0,0,1,1,1,1,1,0,0,1,1,1,20.574
1,1,1,0,0,1,1,0,1,0,0,1,1,1,20.72
0,1,1,0,0,1,1,0,1,0,0,0,0,0,17.894
1,1,1,0,0,1,0,1,1,1,1,0,1,0,17.422
0,1,1,1,0,1,0,0,1,0,0,0,1,0,17.66
1,1,1,1,0,1,0,0,1,0,1,1,1,1,20.826
1,1,1,0,1,0,1,1,0,1,1,1,0,0,21.437
1,1,0,1,0,0,1,0,0,0,0,1,0,0,21.129
1,1,0,0,1,0,0,0,1,1,1,0,1,1,17.605
1,1,0,0,0,1,0,1,0,0,0,1,0,0,20.619
0,1,0,1,1,1,1,0,0,1,1,0,0,0,18.207
0,1,0,0,1,1,0,0,0,0,0,1,1,1,20.87
0,0,1,0,1,1,1,1,0,1,0,0,1,0,17.667
0,0,0,0,0,1,1,1,1,0,1,0,1,1,17.486
0,1,1,1,1,1,0,0,0,1,0,1,0,1,21.169
1,1,1,1,1,0,1,0,1,0,0,1,1,1,20.792
0,1,1,1,0,1,1,0,0,1,1,0,1,1,17.568
0,0,0,0,0,0,1,0,1,0,1,0,0,0,17.659
0,0,0,1,0,0,0,0,1,0,1,0,0,1,17.474
0,1,0,0,0,0,0,0,0,1,1,0,1,1,17.647
1,1,0,0,1,1,1,1,1,1,1,0,0,1,17.923
0,1,0,1,0,0,1,0,1,0,0,0,1,0,17.655
1,1,1,1,0,0,1,0,0,1,1,1,0,1,20.81
1,1,0,1,0,0,0,0,0,1,1,0,1,0,17.77
1,0,0,1,1,1,1,1,0,0,0,0,0,1,17.742
0,0,0,1,0,1,1,1,1,0,0,1,0,1,20.751
1,1,0,0,0,0,1,0,1,1,0,0,1,0,17.939
0,0,0,1,1,1,0,1,1,0,1,0,1,0,18.117
1,1,0,0,1,1,1,1,0,0,1,0,1,1,17.9
0,1,0,1,0,1,0,1,1,1,0,1,0,1,20.911
0,0,1,1,1,0,0,0,0,1,1,1,1,1,20.68
1,0,0,0,1,0,1,1,1,0,0,1,1,0,20.446
0,0,1,1,1,1,1,1,0,0,1,1,0,1,20.416
0,0,1,1,0,0,1,1,1,1,1,0,1,1,17.826
0,1,0,0,1,1,1,0,0,1,1,1,1,1,21.258
1,0,1,0,1,1,0,1,1,0,0,0,0,1,18.289
0,1,1,0,1,0,1,1,0,0,0,0,0,0,18.91
1,0,0,0,0,0,1,1,0,0,0,1,1,0,20.696
1,1,1,1,1,1,1,0,1,0,1,0,0,0,19.134
0,0,0,1,0,1,1,0,1,1,0,0,0,1,17.638
1,0,0,1,1,0,0,1,0,1,1,0,0,0,18.139
1,0,0,1,0,0,1,0,0,0,1,0,1,0,17.959
1,1,1,0,0,1,0,0,0,0,0,1,1,0,20.815
1,1,0,1,1,1,1,0,0,0,1,0,1,1,17.708
1,0,1,1,0,1,0,1,0,1,1,1,1,0,21.337
1,0,1,1,1,0,0,0,1,1,1,1,1,0,20.716
1,0,1,0,0,1,0,0,1,0,1,0,0,0,17.891
0,0,1,0,0,0,1,1,1,1,0,1,1,1,20.777
0,1,1,1,0,1,0,1,1,0,0,0,0,0,17.579
0,0,1,0,0,0,1,1,1,0,1,1,1,1,20.58
0,1,0,0,1,0,0,1,1,0,1,1,0,1,21.43
1,1,1,1,0,1,1,0,1,0,1,1,1,0,20.688
1,1,0,0,1,0,1,1,0,1,1,0,0,1,17.625
1,0,1,1,1,1,0,1,1,1,1,1,1,1,21.398
0,0,1,1,1,0,1,0,1,1,1,1,1,0,20.641
0,1,0,1,1,1,1,1,1,0,1,0,1,1,17.62
0,0,0,0,0,1,1,0,1,1,1,0,1,0,17.717
1,0,0,0,0,0,1,1,0,1,1,0,1,0,17.572
0,0,0,1,0,0,0,0,0,1,0,0,1,1,17.734
1,1,0,1,0,0,1,1,1,0,0,1,1,1,20.532
1,0,0,0,1,1,1,1,0,0,0,1,0,1,21.051
1,0,1,0,1,0,1,1,0,1,0,1,0,0,21.268
1,0,1,0,1,1,0,1,0,1,1,1,0,1,20.921
1,0,1,1,0,0,0,0,1,1,1,1,1,0,20.865
0,0,1,0,1,1,1,0,0,0,0,0,1,0,17.42
0,1,0,1,1,1,1,1,1,1,1,0,1,0,17.838
0,1,0,1,0,0,0,0,0,0,1,0,1,0,17.387
1,0,0,1,0,0,1,1,0,1,1,1,0,1,20.847
0,1,0,0,0,0,0,0,1,1,0,0,0,1,18.242
0,0,1,0,0,1,1,0,1,1,1,1,0,0,21.023
1,0,1,1,0,1,1,1,1,0,0,0,1,1,17.794
0,1,0,0,1,1,1,1,0,0,0,1,1,0,20.81
1,1,0,0,0,0,0,1,1,1,0,1,0,0,21.395
0,0,1,1,0,1,1,1,0,0,0,1,1,0,20.985
1,0,1,0,0,0,1,1,1,0,1,0,0,1,17.951
0,1,1,0,0,1,0,0,0,1,1,0,0,1,17.782
1,1,0,0,0,0,0,0,0,0,0,1,1,1,20.862
1,0,0,1,0,1,0,0,1,0,1,1,0,0,20.879
1,1,1,0,1,0,1,1,0,1,0,0,0,1,17.87
1,1,0,0,1,1,0,1,0,0,0,1,1,1,21.326
1,0,1,1,0,1,1,1,1,1,0,1,0,1,20.782
0,0,0,0,1,0,1,1,1,0,1,0,0,1,17.488
0,1,1,1,0,1,0,1,0,1,1,1,0,1,22.651
0,0,1,0,1,1,0,0,0,0,0,1,1,1,20.899
0,1,0,1,0,1,0,0,1,0,1,1,1,1,20.78
0,1,1,0,0,0,1,1,0,0,0,0,0,1,17.871
0,1,1,1,1,0,1,0,0,0,0,0,0,1,17.576
1,1,1,1,0,1,0,0,1,0,0,1,0,1,21.054
1,0,1,0,0,1,0,1,1,0,1,1,0,0,20.79
1,0,1,0,0,0,0,1,1,0,1,0,1,0,17.397
0,1,1,0,0,1,0,0,1,0,1,0,1,1,17.307
0,0,0,0,0,0,1,0,1,0,1,1,1,0,20.668
0,0,1,0,1,1,1,0,1,0,0,1,0,0,21.195
0,0,1,1,1,0,0,0,1,0,0,1,0,0,20.634
1,0,1,1,1,0,0,1,0,0,1,1,1,0,20.663
0,0,1,0,1,1,0,1,0,1,0,0,1,1,17.601
1,1,0,0,1,0,0,1,1,1,1,0,1,1,17.713
1,1,0,0,1,1,0,1,0,0,0,1,0,1,20.576
1,0,1,1,0,0,0,0,0,1,0,0,1,0,17.592
1,1,0,0,0,1,0,0,1,1,0,0,1,0,18.352
0,1,0,1,1,0,0,0,0,0,0,1,1,0,20.839
1,0,0,1,0,1,0,0,0,0,1,0,0,1,17.546
1,1,1,0,0,1,0,1,1,0,0,0,1,0,17.64
1,0,0,1,0,1,1,0,1,1,1,1,1,1,21.594
1,1,0,1,1,0,1,1,1,1,1,1,1,0,21.122
1,0,0,1,1,1,1,1,0,1,1,0,0,1,17.855
0,0,1,0,1,1,0,0,0,1,0,0,1,0,17.394
1,1,1,1,0,0,0,1,0,0,0,0,0,0,17.65
1,1,1,1,0,0,1,1,0,0,0,0,0,1,17.875
0,1,1,0,0,0,1,1,1,1,0,1,0,1,21.567
0,0,0,1,1,0,1,0,0,0,0,1,1,0,20.812
0,1,0,1,1,0,1,0,1,0,0,0,1,0,17.842
0,0,0,0,1,0,0,1,1,0,1,1,0,1,20.828
1,1,0,0,0,1,1,1,1,1,1,0,0,0,17.769
0,1,0,1,1,1,0,1,0,1,0,0,0,1,18.29
1,0,0,1,0,0,0,1,0,0,1,1,0,0,20.711
0,0,0,1,1,0,1,1,1,0,1,1,0,1,21.33
1,1,0,1,0,0,1,0,0,1,1,0,1,0,17.719
0,0,0,1,0,1,0,1,1,0,1,1,0,1,21.442
1,1,1,0,0,1,1,1,1,1,0,1,1,0,21.363
0,1,0,0,0,1,1,1,0,1,1,0,1,0,17.648
1,1,0,0,0,0,1,1,1,1,1,1,0,1,21.063
1,0,0,1,1,1,1,1,1,0,0,0,1,1,17.763
1,1,0,0,1,0,0,0,0,1,0,0,1,1,17.657
1,0,0,1,1,1,1,1,1,1,1,1,0,1,20.877
1,1,0,0,0,1,0,0,1,1,1,0,1,1,17.451
1,0,1,1,1,0,1,0,0,0,0,1,1,1,20.628
1,1,1,1,1,1,0,0,0,1,1,0,0,0,17.54
0,1,1,1,1,1,0,0,0,1,0,1,1,1,20.785
0,0,1,1,1,1,1,1,1,0,0,0,1,0,17.986
1,0,1,1,1,1,0,1,0,1,1,0,1,0,17.828
0,1,0,1,1,0,0,1,1,0,0,1,0,0,20.598
1,1,0,0,0,1,1,1,1,0,0,0,0,1,17.447
0,0,0,1,1,1,0,1,0,1,0,1,0,1,21.405
0,1,1,1,0,0,1,1,1,1,1,0,0,1,17.831
1,1,1,1,1,1,1,1,1,1,1,1,0,1,21.173
1,1,0,1,1,1,0,0,1,1,1,0,0,0,17.699
0,1,0,1,0,0,1,1,0,1,0,0,0,1,17.892
0,0,1,0,0,0,1,0,0,0,0,1,0,1,20.604
0,1,0,0,1,0,0,1,0,1,0,1,1,0,20.745
0,0,1,0,1,1,1,1,0,0,0,0,1,1,17.38
0,0,0,0,0,0,0,0,1,1,0,0,0,0,17.791
0,0,0,0,0,0,1,1,1,1,0,0,1,0,17.303
1,1,1,1,1,0,1,0,1,0,1,0,0,0,17.653
0,0,1,0,1,1,0,1,0,0,0,0,1,1,17.614
0,0,1,0,0,1,0,0,1,0,0,1,1,0,20.867
1,0,0,0,1,0,0,1,1,0,1,1,1,0,20.792
1,0,0,1,1,0,0,0,0,0,1,0,0,1,17.631
0,0,0,1,0,1,1,0,0,1,0,0,0,0,17.732
0,1,1,1,0,0,0,0,0,1,0,1,0,0,21.201
0,1,1,1,1,0,1,1,1,0,1,0,1,0,17.338
1,0,1,0,0,1,1,0,0,0,0,0,0,0,17.541
1,0,0,0,1,0,0,1,1,1,0,1,1,0,21.412
0,1,1,0,0,0,1,0,0,0,1,1,0,1,20.864
1,0,1,0,1,1,1,0,0,1,1,0,0,0,17.804
1,0,0,1,0,0,1,0,0,1,1,1,0,1,21.005
1,0,0,0,0,0,1,1,1,0,1,0,1,0,17.568
1,1,0,0,0,0,0,1,0,0,1,1,1,0,21.343
0,1,1,1,0,0,1,1,0,1,1,1,1,0,21.411
1,1,0,1,1,0,0,1,0,0,1,1,0,0,20.748
1,1,0,1,0,0,1,0,0,1,1,1,1,1,21.703
0,1,0,0,0,1,0,1,0,1,1,1,1,0,20.893
0,1,1,1,1,0,0,1,0,1,1,0,1,1,17.729
0,0,0,0,0,0,1,0,1,0,1,0,1,1,17.67
0,1,1,1,1,0,0,0,1,0,0,0,0,0,17.742
0,1,1,1,1,1,1,1,0,0,1,0,1,1,17.73
0,1,0,0,1,0,0,1,0,1,0,0,1,1,17.687
1,0,1,0,0,0,0,1,0,0,1,1,0,0,21.14
1,1,0,0,1,0,0,1,0,0,0,0,1,0,17.53
0,1,0,0,1,1,1,0,1,0,1,1,1,1,20.938
1,1,1,0,0,1,0,1,1,0,1,0,0,1,17.918
1,0,0,0,0,0,1,0,1,1,1,0,1,1,17.87
1,0,0,1,1,0,1,1,1,1,1,1,1,1,21.47
1,1,0,1,1,1,0,0,1,1,0,1,0,0,21.404
0,1,1,1,0,0,1,1,1,1,1,0,0,0,17.757
0,0,0,1,0,1,0,1,0,0,1,0,0,0,17.956
1,0,1,0,0,1,1,0,0,1,1,1,1,0,20.635
0,1,1,0,0,0,0,1,1,1,0,0,1,0,17.597
1,0,0,1,0,1,1,0,0,1,1,1,1,1,21.119
1,0,1,0,1,0,0,0,1,1,1,0,1,0,17.514
1,0,1,1,1,1,1,0,0,1,1,1,1,0,20.972
0,1,1,0,1,1,1,1,0,1,0,1,0,0,20.814
0,0,1,0,0,0,0,0,1,0,1,1,0,1,20.959
0,1,1,1,0,0,0,0,0,0,0,1,0,1,20.652
0,0,1,1,0,0,1,0,0,1,0,0,1,0,17.676
0,1,1,0,0,1,1,0,0,1,0,1,0,0,20.974
0,1,0,1,0,0,0,1,0,0,1,1,0,0,20.451
0,0,1,1,0,1,0,1,0,1,0,1,1,1,20.967
1,1,0,0,0,0,1,1,0,1,1,1,1,0,21.73
0,1,1,1,1,0,1,1,1,1,0,0,0,0,17.794
0,1,0,0,0,0,1,0,0,1,1,0,0,0,17.537
1,0,1,0,0,1,0,1,0,0,1,1,1,0,20.656
0,0,1,1,0,1,1,1,0,1,0,0,0,1,17.631
0,0,1,1,0,1,1,0,0,0,0,1,0,0,21.061
1,1,0,1,1,1,1,0,1,1,0,0,0,0,17.651
1,1,0,0,0,0,0,1,0,1,0,1,1,0,21.297
0,0,1,0,0,0,1,0,1,0,0,1,1,0,21.427
0,0,0,0,1,0,0,1,0,1,1,1,1,1,20.858
0,1,0,1,1,1,0,1,0,0,0,1,1,1,20.581
1,0,0,0,1,0,0,0,0,1,0,1,1,1,21.342
1,0,1,1,0,0,0,1,1,0,1,0,1,0,17.457
0,0,1,0,1,1,1,1,0,0,0,0,0,1,17.445
1,0,0,0,0,1,0,0,1,0,0,1,1,0,20.557
1,0,0,0,1,1,1,1,0,1,0,0,0,1,17.773
0,1,1,1,0,0,0,0,0,0,0,0,1,1,18.106
1,1,0,1,0,1,0,1,1,1,0,0,0,0,18.062
0,1,1,1,0,0,0,1,1,1,0,0,0,0,17.629
0,1,1,1,1,1,0,0,1,1,1,1,1,1,20.607
1,0,0,0,0,0,0,0,0,0,1,0,1,0,17.486
0,1,0,1,0,0,0,1,1,1,0,1,0,0,21.033
0,1,0,0,0,0,1,1,1,1,1,0,0,1,17.686
