SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseqsync.3
1,1,1,1,1,0,0,1,0,1,1,0,1,0,2493.5
1,1,0,1,0,0,0,0,1,1,0,0,1,1,2495.0
0,0,1,0,0,0,1,0,1,1,0,1,0,0,2506.8
0,1,1,0,1,1,0,1,1,0,0,1,1,0,2513.8
1,0,0,1,1,0,1,1,0,0,0,1,1,0,2506.9
1,1,1,0,0,0,1,0,1,0,0,0,0,1,2499.8
0,0,0,0,1,0,0,0,1,0,1,0,1,0,2492.2
0,0,0,0,1,0,0,0,0,1,1,1,1,0,2520.1
1,0,1,1,1,1,0,1,0,0,0,1,0,0,2495.0
0,1,0,1,0,0,0,0,1,0,0,0,0,1,2500.0
0,1,0,1,0,0,0,0,0,0,1,1,0,1,2498.8
1,1,0,1,1,1,0,1,0,0,0,0,0,0,2483.3
0,1,1,0,0,0,1,0,0,1,1,1,0,0,2519.8
0,1,1,0,0,0,0,1,0,1,1,0,0,1,2499.5
1,1,1,0,1,1,0,0,1,0,1,1,1,1,2515.0
0,0,0,0,1,0,1,0,1,0,1,0,1,0,2468.6
0,0,0,1,1,1,0,0,0,0,0,1,1,1,2500.1
1,0,0,0,1,0,1,1,0,0,1,0,1,0,2488.2
1,0,0,1,0,1,0,1,1,0,0,0,1,0,2485.1
0,1,1,0,0,0,1,1,1,1,1,1,0,0,2518.0
1,0,1,1,0,0,0,0,1,1,1,0,1,0,2504.9
0,0,0,1,1,0,0,1,0,1,1,0,1,1,2493.5
1,1,1,1,1,0,0,1,1,1,0,0,1,0,2480.6
1,0,1,0,0,1,1,1,1,0,1,1,0,1,2501.1
0,1,0,1,1,1,0,0,1,1,0,0,1,0,2484.3
0,1,1,1,1,1,1,0,1,1,1,0,1,0,2492.6
0,1,0,1,0,0,1,1,1,1,1,0,0,0,2508.3
1,0,1,1,1,0,1,0,1,1,0,1,1,0,2504.7
1,0,0,1,1,1,1,0,0,0,1,1,1,0,2507.7
1,0,0,1,0,0,1,1,0,0,0,0,0,1,2471.4
1,1,1,0,0,1,0,0,1,0,1,0,1,1,2520.0
0,0,1,1,0,1,0,1,1,1,0,0,0,0,2485.3
1,0,0,0,1,1,0,1,0,1,1,1,1,0,2499.0
1,1,1,0,0,0,0,1,0,0,0,0,0,1,2502.4
0,0,1,0,1,1,1,0,0,0,1,0,0,0,2502.8
1,1,1,0,0,0,0,0,0,1,1,0,0,0,2476.5
0,0,0,0,0,1,1,1,1,0,0,1,1,0,2491.8
0,0,1,1,1,0,1,1,0,0,1,0,0,0,2493.8
0,1,0,0,0,1,1,1,1,1,0,1,1,0,2503.6
0,0,0,1,0,0,0,0,0,1,1,0,0,1,2471.6
1,0,0,0,1,1,0,1,0,1,1,1,0,0,2503.7
0,0,1,1,0,0,1,1,0,1,1,1,1,0,2509.7
0,1,1,1,1,0,1,0,0,0,1,0,1,0,2490.0
0,0,0,1,0,0,0,0,0,1,0,1,1,0,2520.8
0,1,0,1,0,0,1,0,0,1,1,0,1,1,2471.9
0,0,1,1,1,0,1,0,1,1,1,0,1,0,2484.9
0,0,0,1,1,0,1,0,1,1,0,0,1,0,2475.9
0,0,1,0,0,0,0,0,1,0,1,0,1,1,2489.9
0,0,1,0,1,0,1,0,0,0,0,0,0,1,2512.8
0,1,1,1,1,1,1,0,1,1,0,1,1,1,2511.2
1,1,0,1,0,0,0,1,0,1,0,1,0,0,2504.8
1,0,1,1,0,0,0,1,1,1,1,0,0,0,2485.7
1,1,0,0,1,1,1,0,0,0,0,1,1,0,2492.0
1,0,0,1,1,1,1,0,1,1,1,1,0,1,2499.1
0,0,0,0,0,1,0,1,0,0,0,0,0,1,2513.6
1,1,1,1,1,1,1,1,1,1,1,0,0,1,2490.6
0,0,1,1,0,0,1,1,0,0,1,1,0,0,2505.8
1,1,1,0,1,0,1,1,1,1,0,1,0,0,2497.8
0,0,0,1,1,0,0,0,0,1,1,0,1,0,2492.6
1,1,0,0,1,0,0,0,1,0,0,1,1,0,2506.6
0,1,0,1,1,0,0,0,0,0,0,1,1,0,2488.2
1,0,0,1,0,1,0,0,1,1,1,1,1,0,2501.6
1,1,1,1,1,1,0,0,1,1,1,0,0,0,2488.3
1,0,1,0,1,1,0,0,1,1,1,1,0,1,2517.1
0,0,1,1,0,1,0,1,0,0,1,1,0,1,2514.8
0,1,0,1,0,0,1,1,1,1,1,0,1,1,2471.7
1,0,0,1,1,1,1,0,1,0,0,1,1,0,2498.0
1,0,0,1,1,0,1,0,1,1,0,1,1,0,2500.8
0,0,1,1,0,0,0,0,1,1,0,0,1,0,2506.3
0,0,0,0,1,1,1,1,1,0,1,0,1,0,2494.0
1,0,0,1,1,1,1,1,1,0,1,0,0,1,2498.9
1,1,0,0,0,1,0,0,1,0,0,1,0,0,2517.4
1,0,1,1,0,0,0,0,0,0,1,1,0,0,2519.8
1,0,1,0,1,0,0,0,1,0,0,1,0,0,2526.3
0,1,1,1,1,1,0,1,1,0,0,0,0,0,2507.0
0,1,0,0,0,1,0,0,1,0,1,1,0,0,2510.7
1,0,0,0,1,1,0,0,0,1,1,0,0,1,2486.4
1,1,0,1,1,0,0,1,1,0,0,1,0,0,2521.0
1,0,1,1,0,1,0,1,1,1,1,0,1,1,2497.5
0,1,1,0,1,1,1,0,0,1,1,0,0,1,2477.0
1,1,0,1,0,0,1,1,0,0,1,1,1,0,2505.6
0,1,0,1,1,0,1,1,0,1,1,0,1,0,2482.6
1,0,0,1,1,0,1,1,0,1,0,1,0,1,2544.1
1,1,1,0,1,0,0,0,1,0,0,0,0,1,2482.6
0,0,1,1,0,0,1,0,0,1,0,1,0,1,2522.1
0,1,1,0,0,0,1,1,0,0,1,0,0,1,2498.7
0,1,1,1,1,1,0,0,0,1,1,1,0,1,2516.3
1,0,1,0,0,0,1,0,1,0,0,1,0,0,2517.9
0,0,1,0,0,1,1,0,1,0,0,0,1,1,2468.8
1,1,1,0,0,0,0,1,0,0,1,1,1,1,2504.5
0,0,0,1,0,1,1,1,1,1,0,0,0,0,2485.3
0,1,1,0,0,0,0,0,1,0,1,1,1,1,2507.9
0,1,0,0,0,0,0,1,0,1,1,1,1,0,2508.3
0,1,1,1,1,0,1,1,1,1,1,0,0,0,2483.2
0,0,0,1,1,0,0,0,0,1,1,1,0,1,2495.7
1,0,1,0,0,1,0,0,0,0,0,0,1,1,2502.7
1,0,1,0,1,1,0,0,1,1,0,1,0,0,2507.9
0,1,1,1,0,1,0,0,0,0,0,1,0,0,2516.3
1,0,1,1,0,1,0,1,0,0,0,0,1,1,2490.8
0,1,1,1,1,0,0,1,1,1,1,0,0,0,2486.1
0,1,0,1,1,0,1,0,0,1,1,0,1,0,2513.8
0,0,1,1,1,0,0,1,1,1,1,0,1,0,2496.7
1,0,1,1,1,1,1,1,0,1,1,0,1,0,2490.0
0,0,1,1,1,0,1,0,0,1,1,1,0,1,2525.5
1,1,0,0,0,0,1,1,1,1,1,0,1,0,2479.1
0,1,1,1,0,1,0,0,0,0,1,1,1,0,2510.3
1,1,1,1,0,1,1,1,1,1,1,0,1,1,2484.7
1,1,1,0,0,0,1,0,0,1,1,0,1,1,2472.6
1,0,0,0,0,1,1,1,1,1,0,1,1,0,2498.6
1,1,0,1,1,0,1,1,0,1,0,1,1,1,2495.9
1,0,1,1,1,1,0,0,1,0,1,0,0,1,2495.1
0,0,1,1,0,0,1,0,0,0,1,0,1,0,2480.3
1,1,0,1,0,1,0,1,0,1,0,0,0,0,2492.7
1,1,1,0,0,1,1,0,1,0,0,1,0,0,2512.1
1,1,0,1,0,1,1,0,1,1,0,1,0,1,2511.6
1,0,1,0,1,0,1,1,0,1,0,1,1,0,2500.6
1,0,1,1,0,1,0,0,1,0,1,1,0,1,2515.6
1,0,0,0,1,0,0,1,0,1,1,0,1,1,2493.6
1,0,0,1,0,0,0,1,1,1,1,0,0,0,2481.9
1,0,1,0,0,1,1,1,1,1,1,0,0,1,2479.4
1,0,0,0,0,1,0,1,0,0,0,0,1,0,2496.9
0,1,1,1,1,1,0,0,1,1,0,0,1,1,2507.5
1,1,1,1,1,1,0,1,0,0,0,1,1,0,2501.2
1,1,1,1,0,0,1,0,1,1,0,0,1,0,2485.5
0,1,0,1,0,0,1,0,1,0,0,1,0,0,2498.7
0,1,0,1,1,0,1,0,1,1,1,0,0,1,2487.8
0,0,1,1,0,1,0,1,1,0,0,0,0,0,2487.9
0,0,1,1,0,1,0,1,0,1,0,0,1,0,2482.9
0,0,0,1,1,0,0,0,0,1,1,0,1,0,2503.2
0,1,1,0,1,0,0,1,0,0,0,1,1,0,2502.9
0,1,1,1,0,1,0,1,0,0,1,1,1,1,2502.8
1,1,0,0,1,1,1,0,0,1,1,1,1,1,2506.1
1,1,1,0,0,0,0,1,1,0,0,1,1,1,2494.0
1,1,1,1,1,1,0,1,1,0,0,0,1,0,2513.2
1,1,0,0,0,1,0,1,1,0,1,1,1,0,2496.6
0,1,0,0,0,1,0,1,1,0,0,1,0,0,2506.6
1,0,1,1,1,1,0,1,1,0,0,1,1,1,2498.3
1,0,0,1,1,1,0,0,1,0,1,0,1,1,2476.0
0,1,0,1,1,1,0,1,1,0,0,1,1,0,2492.7
1,1,1,1,1,1,1,1,1,0,0,0,1,0,2497.4
0,0,1,1,1,1,0,1,1,1,1,1,1,1,2510.3
0,1,1,0,0,0,0,0,0,1,0,1,1,1,2514.6
1,0,1,0,0,0,1,1,1,0,0,0,0,1,2487.0
1,1,0,1,0,0,0,0,0,0,0,0,1,0,2492.8
0,1,1,0,1,1,1,1,1,1,0,0,1,1,2466.1
1,1,1,1,1,0,1,0,1,0,0,0,1,1,2481.2
1,1,1,0,0,1,0,0,0,1,1,1,0,0,2491.4
0,1,1,1,1,0,1,0,0,1,1,1,1,0,2506.5
1,1,1,1,1,0,1,0,1,1,0,1,1,0,2503.5
1,0,0,0,1,0,1,1,1,1,0,0,0,0,2495.5
0,1,0,0,0,1,0,1,1,0,0,1,1,1,2508.4
0,1,0,0,1,0,0,1,1,1,0,0,1,1,2488.4
0,1,1,0,0,0,0,0,1,1,0,1,0,1,2501.7
1,0,0,1,1,1,0,1,0,1,1,1,1,0,2504.5
0,0,1,0,1,0,0,1,1,1,1,0,1,0,2477.4
0,1,1,1,1,0,0,1,1,1,1,1,1,1,2508.4
1,0,0,1,1,1,0,1,0,1,1,1,0,1,2509.6
0,0,0,1,0,0,1,0,0,1,1,1,1,1,2513.6
1,0,0,0,1,1,1,0,0,0,0,0,0,0,2499.9
1,1,0,1,0,1,1,0,1,1,0,0,0,1,2501.2
1,1,1,0,1,0,1,1,0,0,1,1,0,1,2496.9
0,0,1,0,0,0,0,0,1,0,0,0,0,1,2473.7
1,1,0,1,1,0,1,0,1,1,1,1,1,1,2515.1
0,0,1,1,1,1,0,1,0,0,0,1,0,1,2492.9
0,0,1,1,1,1,1,0,1,0,0,1,0,0,2506.1
0,1,1,1,0,0,0,0,0,1,1,1,1,1,2498.1
0,1,1,0,1,1,0,0,1,1,1,1,0,1,2502.5
1,0,0,1,1,1,1,0,0,1,0,1,0,0,2514.3
0,1,0,1,1,1,1,1,1,0,0,1,1,1,2509.5
1,0,1,1,0,0,0,0,0,0,1,1,1,0,2507.3
1,1,0,0,0,1,0,1,0,1,1,1,0,1,2491.5
0,1,0,0,0,0,0,1,1,0,0,0,0,1,2486.1
0,1,1,0,1,0,1,0,0,0,0,1,1,1,2507.1
1,0,1,1,0,0,0,0,1,1,1,0,0,0,2481.2
1,1,1,0,1,1,0,1,1,0,0,1,0,1,2496.7
0,1,1,1,1,1,1,0,0,1,0,0,0,0,2500.6
1,0,1,0,1,1,0,1,1,1,1,1,1,0,2499.7
0,0,1,0,1,0,0,1,1,0,0,1,0,0,2492.9
1,0,0,1,1,1,0,1,0,1,0,0,1,0,2495.6
1,0,1,1,1,0,0,0,1,0,0,1,0,1,2500.8
1,0,0,0,1,1,1,1,1,1,1,1,0,0,2517.9
0,0,0,0,1,0,0,1,0,0,0,0,1,0,2482.8
0,1,1,0,0,0,1,0,0,1,1,1,1,1,2521.7
0,1,1,1,0,1,1,0,1,1,0,1,0,0,2492.7
0,0,0,0,1,1,1,1,1,0,0,1,1,1,2496.4
1,1,1,0,0,1,1,0,1,0,0,1,1,1,2489.1
0,1,1,0,0,1,1,0,1,0,0,0,0,0,2486.4
1,1,1,0,0,1,0,1,1,1,1,0,1,0,2483.3
0,1,1,1,0,1,0,0,1,0,0,0,1,0,2487.9
1,1,1,1,0,1,0,0,1,0,1,1,1,1,2493.0
1,1,1,0,1,0,1,1,0,1,1,1,0,0,2508.4
1,1,0,1,0,0,1,0,0,0,0,1,0,0,2513.4
1,1,0,0,1,0,0,0,1,1,1,0,1,1,2500.4
1,1,0,0,0,1,0,1,0,0,0,1,0,0,2493.2
0,1,0,1,1,1,1,0,0,1,1,0,0,0,2487.2
0,1,0,0,1,1,0,0,0,0,0,1,1,1,2486.6
0,0,1,0,1,1,1,1,0,1,0,0,1,0,2498.8
0,0,0,0,0,1,1,1,1,0,1,0,1,1,2487.1
0,1,1,1,1,1,0,0,0,1,0,1,0,1,2505.7
1,1,1,1,1,0,1,0,1,0,0,1,1,1,2504.7
0,1,1,1,0,1,1,0,0,1,1,0,1,1,2482.9
0,0,0,0,0,0,1,0,1,0,1,0,0,0,2479.1
0,0,0,1,0,0,0,0,1,0,1,0,0,1,2488.1
0,1,0,0,0,0,0,0,0,1,1,0,1,1,2487.4
1,1,0,0,1,1,1,1,1,1,1,0,0,1,2497.6
0,1,0,1,0,0,1,0,1,0,0,0,1,0,2507.9
1,1,1,1,0,0,1,0,0,1,1,1,0,1,2521.4
1,1,0,1,0,0,0,0,0,1,1,0,1,0,2487.7
1,0,0,1,1,1,1,1,0,0,0,0,0,1,2473.7
0,0,0,1,0,1,1,1,1,0,0,1,0,1,2533.7
1,1,0,0,0,0,1,0,1,1,0,0,1,0,2492.5
0,0,0,1,1,1,0,1,1,0,1,0,1,0,2484.2
1,1,0,0,1,1,1,1,0,0,1,0,1,1,2485.0
0,1,0,1,0,1,0,1,1,1,0,1,0,1,2509.4
0,0,1,1,1,0,0,0,0,1,1,1,1,1,2485.8
1,0,0,0,1,0,1,1,1,0,0,1,1,0,2506.0
0,0,1,1,1,1,1,1,0,0,1,1,0,1,2517.8
0,0,1,1,0,0,1,1,1,1,1,0,1,1,2493.7
0,1,0,0,1,1,1,0,0,1,1,1,1,1,2523.0
1,0,1,0,1,1,0,1,1,0,0,0,0,1,2521.4
0,1,1,0,1,0,1,1,0,0,0,0,0,0,2484.2
1,0,0,0,0,0,1,1,0,0,0,1,1,0,2529.2
1,1,1,1,1,1,1,0,1,0,1,0,0,0,2501.5
0,0,0,1,0,1,1,0,1,1,0,0,0,1,2491.3
1,0,0,1,1,0,0,1,0,1,1,0,0,0,2506.8
1,0,0,1,0,0,1,0,0,0,1,0,1,0,2480.3
1,1,1,0,0,1,0,0,0,0,0,1,1,0,2500.0
1,1,0,1,1,1,1,0,0,0,1,0,1,1,2460.3
1,0,1,1,0,1,0,1,0,1,1,1,1,0,2497.1
1,0,1,1,1,0,0,0,1,1,1,1,1,0,2528.6
1,0,1,0,0,1,0,0,1,0,1,0,0,0,2487.8
0,0,1,0,0,0,1,1,1,1,0,1,1,1,2491.9
0,1,1,1,0,1,0,1,1,0,0,0,0,0,2477.6
0,0,1,0,0,0,1,1,1,0,1,1,1,1,2501.8
0,1,0,0,1,0,0,1,1,0,1,1,0,1,2530.5
1,1,1,1,0,1,1,0,1,0,1,1,1,0,2515.8
1,1,0,0,1,0,1,1,0,1,1,0,0,1,2482.5
1,0,1,1,1,1,0,1,1,1,1,1,1,1,2501.5
0,0,1,1,1,0,1,0,1,1,1,1,1,0,2507.1
0,1,0,1,1,1,1,1,1,0,1,0,1,1,2485.6
0,0,0,0,0,1,1,0,1,1,1,0,1,0,2481.4
1,0,0,0,0,0,1,1,0,1,1,0,1,0,2486.0
0,0,0,1,0,0,0,0,0,1,0,0,1,1,2487.3
1,1,0,1,0,0,1,1,1,0,0,1,1,1,2510.7
1,0,0,0,1,1,1,1,0,0,0,1,0,1,2506.3
1,0,1,0,1,0,1,1,0,1,0,1,0,0,2497.4
1,0,1,0,1,1,0,1,0,1,1,1,0,1,2510.6
1,0,1,1,0,0,0,0,1,1,1,1,1,0,2503.7
0,0,1,0,1,1,1,0,0,0,0,0,1,0,2459.2
0,1,0,1,1,1,1,1,1,1,1,0,1,0,2491.3
0,1,0,1,0,0,0,0,0,0,1,0,1,0,2483.5
1,0,0,1,0,0,1,1,0,1,1,1,0,1,2514.4
0,1,0,0,0,0,0,0,1,1,0,0,0,1,2487.5
0,0,1,0,0,1,1,0,1,1,1,1,0,0,2517.9
1,0,1,1,0,1,1,1,1,0,0,0,1,1,2475.1
0,1,0,0,1,1,1,1,0,0,0,1,1,0,2506.1
1,1,0,0,0,0,0,1,1,1,0,1,0,0,2508.6
0,0,1,1,0,1,1,1,0,0,0,1,1,0,2485.2
1,0,1,0,0,0,1,1,1,0,1,0,0,1,2478.1
0,1,1,0,0,1,0,0,0,1,1,0,0,1,2494.1
1,1,0,0,0,0,0,0,0,0,0,1,1,1,2493.7
1,0,0,1,0,1,0,0,1,0,1,1,0,0,2490.5
1,1,1,0,1,0,1,1,0,1,0,0,0,1,2480.9
1,1,0,0,1,1,0,1,0,0,0,1,1,1,2511.5
1,0,1,1,0,1,1,1,1,1,0,1,0,1,2499.5
0,0,0,0,1,0,1,1,1,0,1,0,0,1,2492.5
0,1,1,1,0,1,0,1,0,1,1,1,0,1,2500.8
0,0,1,0,1,1,0,0,0,0,0,1,1,1,2500.5
0,1,0,1,0,1,0,0,1,0,1,1,1,1,2494.2
0,1,1,0,0,0,1,1,0,0,0,0,0,1,2486.7
0,1,1,1,1,0,1,0,0,0,0,0,0,1,2490.6
1,1,1,1,0,1,0,0,1,0,0,1,0,1,2506.1
1,0,1,0,0,1,0,1,1,0,1,1,0,0,2507.0
1,0,1,0,0,0,0,1,1,0,1,0,1,0,2496.2
0,1,1,0,0,1,0,0,1,0,1,0,1,1,2505.6
0,0,0,0,0,0,1,0,1,0,1,1,1,0,2495.4
0,0,1,0,1,1,1,0,1,0,0,1,0,0,2498.2
0,0,1,1,1,0,0,0,1,0,0,1,0,0,2496.0
1,0,1,1,1,0,0,1,0,0,1,1,1,0,2518.4
0,0,1,0,1,1,0,1,0,1,0,0,1,1,2496.9
1,1,0,0,1,0,0,1,1,1,1,0,1,1,2497.6
1,1,0,0,1,1,0,1,0,0,0,1,0,1,2502.4
1,0,1,1,0,0,0,0,0,1,0,0,1,0,2488.1
1,1,0,0,0,1,0,0,1,1,0,0,1,0,2472.8
0,1,0,1,1,0,0,0,0,0,0,1,1,0,2514.3
1,0,0,1,0,1,0,0,0,0,1,0,0,1,2484.6
1,1,1,0,0,1,0,1,1,0,0,0,1,0,2494.5
1,0,0,1,0,1,1,0,1,1,1,1,1,1,2504.3
1,1,0,1,1,0,1,1,1,1,1,1,1,0,2494.5
1,0,0,1,1,1,1,1,0,1,1,0,0,1,2479.2
0,0,1,0,1,1,0,0,0,1,0,0,1,0,2490.1
1,1,1,1,0,0,0,1,0,0,0,0,0,0,2498.7
1,1,1,1,0,0,1,1,0,0,0,0,0,1,2508.0
0,1,1,0,0,0,1,1,1,1,0,1,0,1,2491.8
0,0,0,1,1,0,1,0,0,0,0,1,1,0,2512.0
0,1,0,1,1,0,1,0,1,0,0,0,1,0,2487.9
0,0,0,0,1,0,0,1,1,0,1,1,0,1,2506.1
1,1,0,0,0,1,1,1,1,1,1,0,0,0,2482.1
0,1,0,1,1,1,0,1,0,1,0,0,0,1,2482.8
1,0,0,1,0,0,0,1,0,0,1,1,0,0,2511.2
0,0,0,1,1,0,1,1,1,0,1,1,0,1,2505.3
1,1,0,1,0,0,1,0,0,1,1,0,1,0,2484.8
0,0,0,1,0,1,0,1,1,0,1,1,0,1,2498.5
1,1,1,0,0,1,1,1,1,1,0,1,1,0,2503.6
0,1,0,0,0,1,1,1,0,1,1,0,1,0,2482.0
1,1,0,0,0,0,1,1,1,1,1,1,0,1,2499.7
1,0,0,1,1,1,1,1,1,0,0,0,1,1,2474.1
1,1,0,0,1,0,0,0,0,1,0,0,1,1,2504.5
1,0,0,1,1,1,1,1,1,1,1,1,0,1,2503.4
1,1,0,0,0,1,0,0,1,1,1,0,1,1,2495.3
1,0,1,1,1,0,1,0,0,0,0,1,1,1,2491.5
1,1,1,1,1,1,0,0,0,1,1,0,0,0,2483.2
0,1,1,1,1,1,0,0,0,1,0,1,1,1,2503.2
0,0,1,1,1,1,1,1,1,0,0,0,1,0,2476.7
1,0,1,1,1,1,0,1,0,1,1,0,1,0,2490.0
0,1,0,1,1,0,0,1,1,0,0,1,0,0,2504.4
1,1,0,0,0,1,1,1,1,0,0,0,0,1,2474.0
0,0,0,1,1,1,0,1,0,1,0,1,0,1,2502.9
0,1,1,1,0,0,1,1,1,1,1,0,0,1,2503.4
1,1,1,1,1,1,1,1,1,1,1,1,0,1,2499.8
1,1,0,1,1,1,0,0,1,1,1,0,0,0,2489.9
0,1,0,1,0,0,1,1,0,1,0,0,0,1,2474.9
0,0,1,0,0,0,1,0,0,0,0,1,0,1,2502.5
0,1,0,0,1,0,0,1,0,1,0,1,1,0,2499.3
0,0,1,0,1,1,1,1,0,0,0,0,1,1,2465.2
0,0,0,0,0,0,0,0,1,1,0,0,0,0,2472.8
0,0,0,0,0,0,1,1,1,1,0,0,1,0,2512.6
1,1,1,1,1,0,1,0,1,0,1,0,0,0,2486.3
0,0,1,0,1,1,0,1,0,0,0,0,1,1,2474.2
0,0,1,0,0,1,0,0,1,0,0,1,1,0,2497.9
1,0,0,0,1,0,0,1,1,0,1,1,1,0,2523.9
1,0,0,1,1,0,0,0,0,0,1,0,0,1,2481.6
0,0,0,1,0,1,1,0,0,1,0,0,0,0,2490.8
0,1,1,1,0,0,0,0,0,1,0,1,0,0,2504.4
0,1,1,1,1,0,1,1,1,0,1,0,1,0,2479.2
1,0,1,0,0,1,1,0,0,0,0,0,0,0,2504.3
1,0,0,0,1,0,0,1,1,1,0,1,1,0,2496.8
0,1,1,0,0,0,1,0,0,0,1,1,0,1,2486.0
1,0,1,0,1,1,1,0,0,1,1,0,0,0,2490.9
1,0,0,1,0,0,1,0,0,1,1,1,0,1,2518.8
1,0,0,0,0,0,1,1,1,0,1,0,1,0,2490.7
1,1,0,0,0,0,0,1,0,0,1,1,1,0,2493.8
0,1,1,1,0,0,1,1,0,1,1,1,1,0,2507.3
1,1,0,1,1,0,0,1,0,0,1,1,0,0,2490.5
1,1,0,1,0,0,1,0,0,1,1,1,1,1,2511.3
0,1,0,0,0,1,0,1,0,1,1,1,1,0,2495.6
0,1,1,1,1,0,0,1,0,1,1,0,1,1,2483.3
0,0,0,0,0,0,1,0,1,0,1,0,1,1,2495.8
0,1,1,1,1,0,0,0,1,0,0,0,0,0,2492.2
0,1,1,1,1,1,1,1,0,0,1,0,1,1,2502.0
0,1,0,0,1,0,0,1,0,1,0,0,1,1,2495.3
1,0,1,0,0,0,0,1,0,0,1,1,0,0,2507.7
1,1,0,0,1,0,0,1,0,0,0,0,1,0,2490.0
0,1,0,0,1,1,1,0,1,0,1,1,1,1,2509.3
1,1,1,0,0,1,0,1,1,0,1,0,0,1,2489.6
1,0,0,0,0,0,1,0,1,1,1,0,1,1,2485.0
1,0,0,1,1,0,1,1,1,1,1,1,1,1,2505.3
1,1,0,1,1,1,0,0,1,1,0,1,0,0,2486.0
0,1,1,1,0,0,1,1,1,1,1,0,0,0,2493.9
0,0,0,1,0,1,0,1,0,0,1,0,0,0,2478.5
1,0,1,0,0,1,1,0,0,1,1,1,1,0,2510.9
0,1,1,0,0,0,0,1,1,1,0,0,1,0,2478.1
1,0,0,1,0,1,1,0,0,1,1,1,1,1,2511.6
1,0,1,0,1,0,0,0,1,1,1,0,1,0,2483.0
1,0,1,1,1,1,1,0,0,1,1,1,1,0,2499.7
0,1,1,0,1,1,1,1,0,1,0,1,0,0,2496.7
0,0,1,0,0,0,0,0,1,0,1,1,0,1,2499.4
0,1,1,1,0,0,0,0,0,0,0,1,0,1,2523.4
0,0,1,1,0,0,1,0,0,1,0,0,1,0,2477.5
0,1,1,0,0,1,1,0,0,1,0,1,0,0,2514.5
0,1,0,1,0,0,0,1,0,0,1,1,0,0,2514.3
0,0,1,1,0,1,0,1,0,1,0,1,1,1,2501.1
1,1,0,0,0,0,1,1,0,1,1,1,1,0,2487.8
0,1,1,1,1,0,1,1,1,1,0,0,0,0,2506.2
0,1,0,0,0,0,1,0,0,1,1,0,0,0,2495.9
1,0,1,0,0,1,0,1,0,0,1,1,1,0,2499.6
0,0,1,1,0,1,1,1,0,1,0,0,0,1,2500.4
0,0,1,1,0,1,1,0,0,0,0,1,0,0,2524.5
1,1,0,1,1,1,1,0,1,1,0,0,0,0,2489.3
1,1,0,0,0,0,0,1,0,1,0,1,1,0,2511.8
0,0,1,0,0,0,1,0,1,0,0,1,1,0,2527.3
0,0,0,0,1,0,0,1,0,1,1,1,1,1,2510.7
