SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq.2
1,0,0,1,1,0,1,1,0,0,0,1,1,0,12.063
1,1,1,0,0,0,1,0,1,0,0,0,0,1,9.618
0,0,0,0,1,0,0,0,1,0,1,0,1,0,9.501
0,0,0,0,1,0,0,0,0,1,1,1,1,0,11.589
1,0,1,1,1,1,0,1,0,0,0,1,0,0,11.114
0,1,0,1,0,0,0,0,1,0,0,0,0,1,9.472
0,1,0,1,0,0,0,0,0,0,1,1,0,1,11.197
1,1,0,1,1,1,0,1,0,0,0,0,0,0,9.488
0,1,1,0,0,0,1,0,0,1,1,1,0,0,11.51
0,1,1,0,0,0,0,1,0,1,1,0,0,1,10.107
1,1,1,0,1,1,0,0,1,0,1,1,1,1,11.115
0,0,0,0,1,0,1,0,1,0,1,0,1,0,9.922
0,0,0,1,1,1,0,0,0,0,0,1,1,1,11.306
1,0,0,0,1,0,1,1,0,0,1,0,1,0,9.608
1,0,0,1,0,1,0,1,1,0,0,0,1,0,9.359
0,1,1,0,0,0,1,1,1,1,1,1,0,0,11.916
1,0,1,1,0,0,0,0,1,1,1,0,1,0,9.856
0,0,0,1,1,0,0,1,0,1,1,0,1,1,10.012
1,1,1,1,1,0,0,1,1,1,0,0,1,0,10.091
1,0,1,0,0,1,1,1,1,0,1,1,0,1,11.124
0,1,0,1,1,1,0,0,1,1,0,0,1,0,10.113
0,1,1,1,1,1,1,0,1,1,1,0,1,0,9.924
0,1,0,1,0,0,1,1,1,1,1,0,0,0,10.013
1,0,1,1,1,0,1,0,1,1,0,1,1,0,11.811
1,0,0,1,1,1,1,0,0,0,1,1,1,0,11.141
1,0,0,1,0,0,1,1,0,0,0,0,0,1,9.618
1,1,1,0,0,1,0,0,1,0,1,0,1,1,9.304
0,0,1,1,0,1,0,1,1,1,0,0,0,0,10.184
1,0,0,0,1,1,0,1,0,1,1,1,1,0,11.532
1,1,1,0,0,0,0,1,0,0,0,0,0,1,9.759
0,0,1,0,1,1,1,0,0,0,1,0,0,0,9.541
1,1,1,0,0,0,0,0,0,1,1,0,0,0,9.969
0,0,0,0,0,1,1,1,1,0,0,1,1,0,11.134
0,0,1,1,1,0,1,1,0,0,1,0,0,0,9.52
0,1,0,0,0,1,1,1,1,1,0,1,1,0,11.51
0,0,0,1,0,0,0,0,0,1,1,0,0,1,10.346
1,0,0,0,1,1,0,1,0,1,1,1,0,0,11.437
0,0,1,1,0,0,1,1,0,1,1,1,1,0,11.722
0,1,1,1,1,0,1,0,0,0,1,0,1,0,9.474
0,0,0,1,0,0,0,0,0,1,0,1,1,0,11.802
0,1,0,1,0,0,1,0,0,1,1,0,1,1,9.818
0,0,1,1,1,0,1,0,1,1,1,0,1,0,9.757
0,0,0,1,1,0,1,0,1,1,0,0,1,0,10.349
0,0,1,0,0,0,0,0,1,0,1,0,1,1,9.495
0,0,1,0,1,0,1,0,0,0,0,0,0,1,9.482
0,1,1,1,1,1,1,0,1,1,0,1,1,1,11.422
1,1,0,1,0,0,0,1,0,1,0,1,0,0,11.682
1,0,1,1,0,0,0,1,1,1,1,0,0,0,10.008
1,1,0,0,1,1,1,0,0,0,0,1,1,0,11.129
1,0,0,1,1,1,1,0,1,1,1,1,0,1,11.516
0,0,0,0,0,1,0,1,0,0,0,0,0,1,9.524
1,1,1,1,1,1,1,1,1,1,1,0,0,1,9.83
0,0,1,1,0,0,1,1,0,0,1,1,0,0,10.967
1,1,1,0,1,0,1,1,1,1,0,1,0,0,11.678
0,0,0,1,1,0,0,0,0,1,1,0,1,0,9.767
1,1,0,0,1,0,0,0,1,0,0,1,1,0,11.078
0,1,0,1,1,0,0,0,0,0,0,1,1,0,11.653
1,0,0,1,0,1,0,0,1,1,1,1,1,0,11.588
1,1,1,1,1,1,0,0,1,1,1,0,0,0,9.97
1,0,1,0,1,1,0,0,1,1,1,1,0,1,12.179
0,0,1,1,0,1,0,1,0,0,1,1,0,1,11.389
0,1,0,1,0,0,1,1,1,1,1,0,1,1,9.868
1,0,0,1,1,1,1,0,1,0,0,1,1,0,11.246
1,0,0,1,1,0,1,0,1,1,0,1,1,0,12.034
0,0,1,1,0,0,0,0,1,1,0,0,1,0,9.818
0,0,0,0,1,1,1,1,1,0,1,0,1,0,9.428
1,0,0,1,1,1,1,1,1,0,1,0,0,1,9.506
1,1,0,0,0,1,0,0,1,0,0,1,0,0,11.298
1,0,1,1,0,0,0,0,0,0,1,1,0,0,11.061
1,0,1,0,1,0,0,0,1,0,0,1,0,0,11.187
0,1,1,1,1,1,0,1,1,0,0,0,0,0,9.438
0,1,0,0,0,1,0,0,1,0,1,1,0,0,11.05
1,0,0,0,1,1,0,0,0,1,1,0,0,1,9.865
1,1,0,1,1,0,0,1,1,0,0,1,0,0,11.057
1,0,1,1,0,1,0,1,1,1,1,0,1,1,9.928
0,1,1,0,1,1,1,0,0,1,1,0,0,1,9.88
1,1,0,1,0,0,1,1,0,0,1,1,1,0,11.158
0,1,0,1,1,0,1,1,0,1,1,0,1,0,9.812
1,0,0,1,1,0,1,1,0,1,0,1,0,1,11.739
1,1,1,0,1,0,0,0,1,0,0,0,0,1,9.599
0,0,1,1,0,0,1,0,0,1,0,1,0,1,11.809
0,1,1,0,0,0,1,1,0,0,1,0,0,1,9.62
0,1,1,1,1,1,0,0,0,1,1,1,0,1,11.476
1,0,1,0,0,0,1,0,1,0,0,1,0,0,11.27
0,0,1,0,0,1,1,0,1,0,0,0,1,1,9.447
1,1,1,0,0,0,0,1,0,0,1,1,1,1,11.016
0,0,0,1,0,1,1,1,1,1,0,0,0,0,9.984
0,1,1,0,0,0,0,0,1,0,1,1,1,1,10.993
0,1,0,0,0,0,0,1,0,1,1,1,1,0,11.579
0,1,1,1,1,0,1,1,1,1,1,0,0,0,9.96
0,0,0,1,1,0,0,0,0,1,1,1,0,1,11.624
1,0,1,0,0,1,0,0,0,0,0,0,1,1,9.476
1,0,1,0,1,1,0,0,1,1,0,1,0,0,11.711
0,1,1,1,0,1,0,0,0,0,0,1,0,0,11.678
1,0,1,1,0,1,0,1,0,0,0,0,1,1,9.386
0,1,1,1,1,0,0,1,1,1,1,0,0,0,10.154
0,1,0,1,1,0,1,0,0,1,1,0,1,0,9.977
0,0,1,1,1,0,0,1,1,1,1,0,1,0,9.832
1,0,1,1,1,1,1,1,0,1,1,0,1,0,9.818
0,0,1,1,1,0,1,0,0,1,1,1,0,1,11.772
1,1,0,0,0,0,1,1,1,1,1,0,1,0,10.104
0,1,1,1,0,1,0,0,0,0,1,1,1,0,11.114
1,1,1,1,0,1,1,1,1,1,1,0,1,1,9.873
1,1,1,0,0,0,1,0,0,1,1,0,1,1,9.812
1,0,0,0,0,1,1,1,1,1,0,1,1,0,11.497
1,1,0,1,1,0,1,1,0,1,0,1,1,1,11.596
1,0,1,1,1,1,0,0,1,0,1,0,0,1,9.543
0,0,1,1,0,0,1,0,0,0,1,0,1,0,9.63
1,1,0,1,0,1,0,1,0,1,0,0,0,0,9.923
1,1,1,0,0,1,1,0,1,0,0,1,0,0,11.088
1,1,0,1,0,1,1,0,1,1,0,1,0,1,11.562
1,0,1,0,1,0,1,1,0,1,0,1,1,0,11.644
1,0,1,1,0,1,0,0,1,0,1,1,0,1,11.113
1,0,0,0,1,0,0,1,0,1,1,0,1,1,9.938
1,0,0,1,0,0,0,1,1,1,1,0,0,0,10.011
1,0,1,0,0,1,1,1,1,1,1,0,0,1,9.939
1,0,0,0,0,1,0,1,0,0,0,0,1,0,9.494
0,1,1,1,1,1,0,0,1,1,0,0,1,1,10.054
1,1,1,1,1,1,0,1,0,0,0,1,1,0,10.994
1,1,1,1,0,0,1,0,1,1,0,0,1,0,10.143
0,1,0,1,0,0,1,0,1,0,0,1,0,0,11.655
0,1,0,1,1,0,1,0,1,1,1,0,0,1,9.972
0,0,1,1,0,1,0,1,1,0,0,0,0,0,9.437
0,0,1,1,0,1,0,1,0,1,0,0,1,0,10.37
0,0,0,1,1,0,0,0,0,1,1,0,1,0,9.883
0,1,1,0,1,0,0,1,0,0,0,1,1,0,11.052
0,1,1,1,0,1,0,1,0,0,1,1,1,1,11.135
1,1,0,0,1,1,1,0,0,1,1,1,1,1,11.569
1,1,1,0,0,0,0,1,1,0,0,1,1,1,11.183
1,1,1,1,1,1,0,1,1,0,0,0,1,0,9.38
1,1,0,0,0,1,0,1,1,0,1,1,1,0,11.051
0,1,0,0,0,1,0,1,1,0,0,1,0,0,11.246
1,0,1,1,1,1,0,1,1,0,0,1,1,1,11.117
1,0,0,1,1,1,0,0,1,0,1,0,1,1,9.545
0,1,0,1,1,1,0,1,1,0,0,1,1,0,11.037
1,1,1,1,1,1,1,1,1,0,0,0,1,0,10.592
0,0,1,1,1,1,0,1,1,1,1,1,1,1,11.634
0,1,1,0,0,0,0,0,0,1,0,1,1,1,11.82
1,0,1,0,0,0,1,1,1,0,0,0,0,1,9.617
1,1,0,1,0,0,0,0,0,0,0,0,1,0,9.36
0,1,1,0,1,1,1,1,1,1,0,0,1,1,9.794
1,1,1,1,1,0,1,0,1,0,0,0,1,1,9.546
1,1,1,0,0,1,0,0,0,1,1,1,0,0,11.752
0,1,1,1,1,0,1,0,0,1,1,1,1,0,11.564
1,1,1,1,1,0,1,0,1,1,0,1,1,0,11.899
1,0,0,0,1,0,1,1,1,1,0,0,0,0,10.004
0,1,0,0,0,1,0,1,1,0,0,1,1,1,11.219
0,1,0,0,1,0,0,1,1,1,0,0,1,1,9.93
0,1,1,0,0,0,0,0,1,1,0,1,0,1,12.203
1,0,0,1,1,1,0,1,0,1,1,1,1,0,11.697
0,0,1,0,1,0,0,1,1,1,1,0,1,0,9.812
0,1,1,1,1,0,0,1,1,1,1,1,1,1,11.83
1,0,0,1,1,1,0,1,0,1,1,1,0,1,11.679
0,0,0,1,0,0,1,0,0,1,1,1,1,1,11.664
1,0,0,0,1,1,1,0,0,0,0,0,0,0,9.493
1,1,0,1,0,1,1,0,1,1,0,0,0,1,10.214
1,1,1,0,1,0,1,1,0,0,1,1,0,1,11.077
0,0,1,0,0,0,0,0,1,0,0,0,0,1,9.996
1,1,0,1,1,0,1,0,1,1,1,1,1,1,11.569
0,0,1,1,1,1,0,1,0,0,0,1,0,1,11.218
0,0,1,1,1,1,1,0,1,0,0,1,0,0,11.351
0,1,1,1,0,0,0,0,0,1,1,1,1,1,11.684
0,1,1,0,1,1,0,0,1,1,1,1,0,1,11.549
1,0,0,1,1,1,1,0,0,1,0,1,0,0,11.889
0,1,0,1,1,1,1,1,1,0,0,1,1,1,11.161
1,0,1,1,0,0,0,0,0,0,1,1,1,0,11.054
1,1,0,0,0,1,0,1,0,1,1,1,0,1,11.584
0,1,0,0,0,0,0,1,1,0,0,0,0,1,9.718
0,1,1,0,1,0,1,0,0,0,0,1,1,1,11.308
1,0,1,1,0,0,0,0,1,1,1,0,0,0,9.977
1,1,1,0,1,1,0,1,1,0,0,1,0,1,11.36
0,1,1,1,1,1,1,0,0,1,0,0,0,0,9.971
1,0,1,0,1,1,0,1,1,1,1,1,1,0,11.567
0,0,1,0,1,0,0,1,1,0,0,1,0,0,11.119
1,0,0,1,1,1,0,1,0,1,0,0,1,0,9.903
1,0,1,1,1,0,0,0,1,0,0,1,0,1,11.166
1,0,0,0,1,1,1,1,1,1,1,1,0,0,11.569
0,0,0,0,1,0,0,1,0,0,0,0,1,0,9.327
0,1,1,0,0,0,1,0,0,1,1,1,1,1,11.554
0,1,1,1,0,1,1,0,1,1,0,1,0,0,11.789
0,0,0,0,1,1,1,1,1,0,0,1,1,1,11.124
1,1,1,0,0,1,1,0,1,0,0,1,1,1,11.269
0,1,1,0,0,1,1,0,1,0,0,0,0,0,9.6
1,1,1,0,0,1,0,1,1,1,1,0,1,0,9.927
0,1,1,1,0,1,0,0,1,0,0,0,1,0,9.473
1,1,1,1,0,1,0,0,1,0,1,1,1,1,11.4
1,1,1,0,1,0,1,1,0,1,1,1,0,0,11.76
1,1,0,1,0,0,1,0,0,0,0,1,0,0,11.265
1,1,0,0,1,0,0,0,1,1,1,0,1,1,9.898
1,1,0,0,0,1,0,1,0,0,0,1,0,0,11.213
0,1,0,1,1,1,1,0,0,1,1,0,0,0,9.967
0,1,0,0,1,1,0,0,0,0,0,1,1,1,11.03
0,0,1,0,1,1,1,1,0,1,0,0,1,0,9.851
0,0,0,0,0,1,1,1,1,0,1,0,1,1,9.543
0,1,1,1,1,1,0,0,0,1,0,1,0,1,11.712
1,1,1,1,1,0,1,0,1,0,0,1,1,1,11.768
0,1,1,1,0,1,1,0,0,1,1,0,1,1,9.725
0,0,0,0,0,0,1,0,1,0,1,0,0,0,9.554
0,0,0,1,0,0,0,0,1,0,1,0,0,1,9.469
0,1,0,0,0,0,0,0,0,1,1,0,1,1,9.861
1,1,0,0,1,1,1,1,1,1,1,0,0,1,9.827
0,1,0,1,0,0,1,0,1,0,0,0,1,0,9.312
1,1,1,1,0,0,1,0,0,1,1,1,0,1,11.638
1,1,0,1,0,0,0,0,0,1,1,0,1,0,9.818
1,0,0,1,1,1,1,1,0,0,0,0,0,1,9.511
0,0,0,1,0,1,1,1,1,0,0,1,0,1,11.323
1,1,0,0,0,0,1,0,1,1,0,0,1,0,9.935
0,0,0,1,1,1,0,1,1,0,1,0,1,0,9.511
1,1,0,0,1,1,1,1,0,0,1,0,1,1,9.372
0,1,0,1,0,1,0,1,1,1,0,1,0,1,11.542
0,0,1,1,1,0,0,0,0,1,1,1,1,1,11.684
1,0,0,0,1,0,1,1,1,0,0,1,1,0,10.963
0,0,1,1,1,1,1,1,0,0,1,1,0,1,11.213
0,0,1,1,0,0,1,1,1,1,1,0,1,1,9.874
0,1,0,0,1,1,1,0,0,1,1,1,1,1,11.53
1,0,1,0,1,1,0,1,1,0,0,0,0,1,9.648
0,1,1,0,1,0,1,1,0,0,0,0,0,0,9.679
1,0,0,0,0,0,1,1,0,0,0,1,1,0,11.426
1,1,1,1,1,1,1,0,1,0,1,0,0,0,9.664
0,0,0,1,0,1,1,0,1,1,0,0,0,1,9.86
1,0,0,1,1,0,0,1,0,1,1,0,0,0,9.863
1,0,0,1,0,0,1,0,0,0,1,0,1,0,9.418
1,1,1,0,0,1,0,0,0,0,0,1,1,0,11.017
1,1,0,1,1,1,1,0,0,0,1,0,1,1,9.469
1,0,1,1,0,1,0,1,0,1,1,1,1,0,11.9
1,0,1,1,1,0,0,0,1,1,1,1,1,0,11.585
1,0,1,0,0,1,0,0,1,0,1,0,0,0,9.562
0,0,1,0,0,0,1,1,1,1,0,1,1,1,11.722
0,1,1,1,0,1,0,1,1,0,0,0,0,0,9.474
0,0,1,0,0,0,1,1,1,0,1,1,1,1,11.005
0,1,0,0,1,0,0,1,1,0,1,1,0,1,11.184
1,1,1,1,0,1,1,0,1,0,1,1,1,0,11.089
1,1,0,0,1,0,1,1,0,1,1,0,0,1,9.88
1,0,1,1,1,1,0,1,1,1,1,1,1,1,11.561
0,0,1,1,1,0,1,0,1,1,1,1,1,0,11.568
0,1,0,1,1,1,1,1,1,0,1,0,1,1,9.495
0,0,0,0,0,1,1,0,1,1,1,0,1,0,9.915
1,0,0,0,0,0,1,1,0,1,1,0,1,0,9.924
0,0,0,1,0,0,0,0,0,1,0,0,1,1,9.907
1,1,0,1,0,0,1,1,1,0,0,1,1,1,11.024
1,0,0,0,1,1,1,1,0,0,0,1,0,1,11.006
1,0,1,0,1,0,1,1,0,1,0,1,0,0,11.623
1,0,1,0,1,1,0,1,0,1,1,1,0,1,11.737
1,0,1,1,0,0,0,0,1,1,1,1,1,0,11.762
0,0,1,0,1,1,1,0,0,0,0,0,1,0,9.551
0,1,0,1,1,1,1,1,1,1,1,0,1,0,9.859
0,1,0,1,0,0,0,0,0,0,1,0,1,0,9.632
1,0,0,1,0,0,1,1,0,1,1,1,0,1,11.642
0,1,0,0,0,0,0,0,1,1,0,0,0,1,9.875
0,0,1,0,0,1,1,0,1,1,1,1,0,0,11.475
1,0,1,1,0,1,1,1,1,0,0,0,1,1,9.496
0,1,0,0,1,1,1,1,0,0,0,1,1,0,11.087
1,1,0,0,0,0,0,1,1,1,0,1,0,0,11.955
0,0,1,1,0,1,1,1,0,0,0,1,1,0,11.139
1,0,1,0,0,0,1,1,1,0,1,0,0,1,9.48
0,1,1,0,0,1,0,0,0,1,1,0,0,1,10.218
1,1,0,0,0,0,0,0,0,0,0,1,1,1,11.135
1,0,0,1,0,1,0,0,1,0,1,1,0,0,11.305
1,1,1,0,1,0,1,1,0,1,0,0,0,1,9.966
1,1,0,0,1,1,0,1,0,0,0,1,1,1,11.148
1,0,1,1,0,1,1,1,1,1,0,1,0,1,11.727
0,0,0,0,1,0,1,1,1,0,1,0,0,1,9.495
0,1,1,1,0,1,0,1,0,1,1,1,0,1,11.519
0,0,1,0,1,1,0,0,0,0,0,1,1,1,11.596
0,1,0,1,0,1,0,0,1,0,1,1,1,1,11.153
0,1,1,0,0,0,1,1,0,0,0,0,0,1,9.521
0,1,1,1,1,0,1,0,0,0,0,0,0,1,9.48
1,1,1,1,0,1,0,0,1,0,0,1,0,1,11.084
1,0,1,0,0,1,0,1,1,0,1,1,0,0,11.287
1,0,1,0,0,0,0,1,1,0,1,0,1,0,9.516
0,1,1,0,0,1,0,0,1,0,1,0,1,1,9.428
0,0,0,0,0,0,1,0,1,0,1,1,1,0,11.108
0,0,1,0,1,1,1,0,1,0,0,1,0,0,11.187
0,0,1,1,1,0,0,0,1,0,0,1,0,0,11.206
1,0,1,1,1,0,0,1,0,0,1,1,1,0,11.016
0,0,1,0,1,1,0,1,0,1,0,0,1,1,9.879
1,1,0,0,1,0,0,1,1,1,1,0,1,1,9.806
1,1,0,0,1,1,0,1,0,0,0,1,0,1,11.206
1,0,1,1,0,0,0,0,0,1,0,0,1,0,10.226
1,1,0,0,0,1,0,0,1,1,0,0,1,0,9.843
0,1,0,1,1,0,0,0,0,0,0,1,1,0,11.239
1,0,0,1,0,1,0,0,0,0,1,0,0,1,9.456
1,1,1,0,0,1,0,1,1,0,0,0,1,0,9.441
1,0,0,1,0,1,1,0,1,1,1,1,1,1,11.62
1,1,0,1,1,0,1,1,1,1,1,1,1,0,11.918
1,0,0,1,1,1,1,1,0,1,1,0,0,1,10.284
0,0,1,0,1,1,0,0,0,1,0,0,1,0,9.951
1,1,1,1,0,0,0,1,0,0,0,0,0,0,9.714
1,1,1,1,0,0,1,1,0,0,0,0,0,1,9.707
0,1,1,0,0,0,1,1,1,1,0,1,0,1,11.551
0,0,0,1,1,0,1,0,0,0,0,1,1,0,10.922
0,1,0,1,1,0,1,0,1,0,0,0,1,0,9.554
0,0,0,0,1,0,0,1,1,0,1,1,0,1,11.048
1,1,0,0,0,1,1,1,1,1,1,0,0,0,9.865
0,1,0,1,1,1,0,1,0,1,0,0,0,1,9.921
1,0,0,1,0,0,0,1,0,0,1,1,0,0,11.126
0,0,0,1,1,0,1,1,1,0,1,1,0,1,11.093
1,1,0,1,0,0,1,0,0,1,1,0,1,0,9.914
0,0,0,1,0,1,0,1,1,0,1,1,0,1,11.107
1,1,1,0,0,1,1,1,1,1,0,1,1,0,11.485
0,1,0,0,0,1,1,1,0,1,1,0,1,0,9.778
1,1,0,0,0,0,1,1,1,1,1,1,0,1,11.51
1,0,0,1,1,1,1,1,1,0,0,0,1,1,9.544
1,1,0,0,1,0,0,0,0,1,0,0,1,1,9.818
1,0,0,1,1,1,1,1,1,1,1,1,0,1,11.469
1,1,0,0,0,1,0,0,1,1,1,0,1,1,9.878
1,0,1,1,1,0,1,0,0,0,0,1,1,1,11.179
1,1,1,1,1,1,0,0,0,1,1,0,0,0,9.874
0,1,1,1,1,1,0,0,0,1,0,1,1,1,11.579
0,0,1,1,1,1,1,1,1,0,0,0,1,0,9.562
1,0,1,1,1,1,0,1,0,1,1,0,1,0,9.837
0,1,0,1,1,0,0,1,1,0,0,1,0,0,11.076
1,1,0,0,0,1,1,1,1,0,0,0,0,1,9.401
0,0,0,1,1,1,0,1,0,1,0,1,0,1,11.524
0,1,1,1,0,0,1,1,1,1,1,0,0,1,10.041
1,1,1,1,1,1,1,1,1,1,1,1,0,1,11.739
1,1,0,1,1,1,0,0,1,1,1,0,0,0,9.939
0,1,0,1,0,0,1,1,0,1,0,0,0,1,9.983
0,0,1,0,0,0,1,0,0,0,0,1,0,1,11.294
0,1,0,0,1,0,0,1,0,1,0,1,1,0,11.886
0,0,1,0,1,1,1,1,0,0,0,0,1,1,9.567
0,0,0,0,0,0,0,0,1,1,0,0,0,0,10.064
0,0,0,0,0,0,1,1,1,1,0,0,1,0,9.907
1,1,1,1,1,0,1,0,1,0,1,0,0,0,9.464
0,0,1,0,1,1,0,1,0,0,0,0,1,1,9.641
0,0,1,0,0,1,0,0,1,0,0,1,1,0,11.076
1,0,0,0,1,0,0,1,1,0,1,1,1,0,11.099
1,0,0,1,1,0,0,0,0,0,1,0,0,1,9.603
0,0,0,1,0,1,1,0,0,1,0,0,0,0,9.91
0,1,1,1,0,0,0,0,0,1,0,1,0,0,11.665
0,1,1,1,1,0,1,1,1,0,1,0,1,0,9.352
1,0,1,0,0,1,1,0,0,0,0,0,0,0,9.455
1,0,0,0,1,0,0,1,1,1,0,1,1,0,11.756
0,1,1,0,0,0,1,0,0,0,1,1,0,1,11.088
1,0,1,0,1,1,1,0,0,1,1,0,0,0,9.902
1,0,0,1,0,0,1,0,0,1,1,1,0,1,11.761
1,0,0,0,0,0,1,1,1,0,1,0,1,0,9.365
1,1,0,0,0,0,0,1,0,0,1,1,1,0,10.992
0,1,1,1,0,0,1,1,0,1,1,1,1,0,11.665
1,1,0,1,1,0,0,1,0,0,1,1,0,0,11.201
1,1,0,1,0,0,1,0,0,1,1,1,1,1,12.011
0,1,0,0,0,1,0,1,0,1,1,1,1,0,11.519
0,1,1,1,1,0,0,1,0,1,1,0,1,1,9.924
0,0,0,0,0,0,1,0,1,0,1,0,1,1,9.347
0,1,1,1,1,0,0,0,1,0,0,0,0,0,9.78
0,1,1,1,1,1,1,1,0,0,1,0,1,1,9.428
0,1,0,0,1,0,0,1,0,1,0,0,1,1,9.77
1,0,1,0,0,0,0,1,0,0,1,1,0,0,11.312
1,1,0,0,1,0,0,1,0,0,0,0,1,0,9.375
0,1,0,0,1,1,1,0,1,0,1,1,1,1,11.041
1,1,1,0,0,1,0,1,1,0,1,0,0,1,9.433
1,0,0,0,0,0,1,0,1,1,1,0,1,1,10.03
1,0,0,1,1,0,1,1,1,1,1,1,1,1,11.726
1,1,0,1,1,1,0,0,1,1,0,1,0,0,11.509
0,1,1,1,0,0,1,1,1,1,1,0,0,0,10.125
0,0,0,1,0,1,0,1,0,0,1,0,0,0,9.462
1,0,1,0,0,1,1,0,0,1,1,1,1,0,11.64
0,1,1,0,0,0,0,1,1,1,0,0,1,0,10.308
1,0,0,1,0,1,1,0,0,1,1,1,1,1,11.517
1,0,1,0,1,0,0,0,1,1,1,0,1,0,10.12
1,0,1,1,1,1,1,0,0,1,1,1,1,0,11.555
0,1,1,0,1,1,1,1,0,1,0,1,0,0,11.81
0,0,1,0,0,0,0,0,1,0,1,1,0,1,11.02
0,1,1,1,0,0,0,0,0,0,0,1,0,1,11.185
0,0,1,1,0,0,1,0,0,1,0,0,1,0,9.925
0,1,1,0,0,1,1,0,0,1,0,1,0,0,11.638
0,1,0,1,0,0,0,1,0,0,1,1,0,0,11.265
0,0,1,1,0,1,0,1,0,1,0,1,1,1,11.498
1,1,0,0,0,0,1,1,0,1,1,1,1,0,11.909
0,1,1,1,1,0,1,1,1,1,0,0,0,0,10.033
0,1,0,0,0,0,1,0,0,1,1,0,0,0,9.975
1,0,1,0,0,1,0,1,0,0,1,1,1,0,11.431
0,0,1,1,0,1,1,1,0,1,0,0,0,1,9.89
0,0,1,1,0,1,1,0,0,0,0,1,0,0,11.151
1,1,0,1,1,1,1,0,1,1,0,0,0,0,9.894
1,1,0,0,0,0,0,1,0,1,0,1,1,0,11.64
0,0,1,0,0,0,1,0,1,0,0,1,1,0,11.135
0,0,0,0,1,0,0,1,0,1,1,1,1,1,11.649
0,1,0,1,1,1,0,1,0,0,0,1,1,1,11.22
1,0,0,0,1,0,0,0,0,1,0,1,1,1,11.758
1,0,1,1,0,0,0,1,1,0,1,0,1,0,9.414
0,0,1,0,1,1,1,1,0,0,0,0,0,1,9.441
1,0,0,0,0,1,0,0,1,0,0,1,1,0,11.104
1,0,0,0,1,1,1,1,0,1,0,0,0,1,10.114
0,1,1,1,0,0,0,0,0,0,0,0,1,1,9.393
1,1,0,1,0,1,0,1,1,1,0,0,0,0,10.226
0,1,1,1,0,0,0,1,1,1,0,0,0,0,10.1
0,1,1,1,1,1,0,0,1,1,1,1,1,1,11.643
1,0,0,0,0,0,0,0,0,0,1,0,1,0,9.526
0,1,0,1,0,0,0,1,1,1,0,1,0,0,11.678
0,1,0,0,0,0,1,1,1,1,1,0,0,1,9.891
