SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$overwrite.2
1,1,1,1,1,1,0,0,1,1,1,0,0,0,21.094
1,0,1,0,1,1,0,0,1,1,1,1,0,1,24.162
0,0,1,1,0,1,0,1,0,0,1,1,0,1,23.055
0,1,0,1,0,0,1,1,1,1,1,0,1,1,21.057
1,0,0,1,1,1,1,0,1,0,0,1,1,0,22.655
1,0,0,1,1,0,1,0,1,1,0,1,1,0,23.339
0,0,1,1,0,0,0,0,1,1,0,0,1,0,21.092
0,0,0,0,1,1,1,1,1,0,1,0,1,0,20.388
1,0,0,1,1,1,1,1,1,0,1,0,0,1,20.389
1,1,0,0,0,1,0,0,1,0,0,1,0,0,22.728
1,0,1,1,0,0,0,0,0,0,1,1,0,0,22.44
1,0,1,0,1,0,0,0,1,0,0,1,0,0,22.608
0,1,1,1,1,1,0,1,1,0,0,0,0,0,20.577
0,1,0,0,0,1,0,0,1,0,1,1,0,0,22.681
1,0,0,0,1,1,0,0,0,1,1,0,0,1,21.36
1,1,0,1,1,0,0,1,1,0,0,1,0,0,22.517
1,0,1,1,0,1,0,1,1,1,1,0,1,1,21.245
0,1,1,0,1,1,1,0,0,1,1,0,0,1,21.515
1,1,0,1,0,0,1,1,0,0,1,1,1,0,22.487
0,1,0,1,1,0,1,1,0,1,1,0,1,0,21.077
1,0,0,1,1,0,1,1,0,1,0,1,0,1,23.228
1,1,1,0,1,0,0,0,1,0,0,0,0,1,20.561
0,0,1,1,0,0,1,0,0,1,0,1,0,1,23.344
0,1,1,0,0,0,1,1,0,0,1,0,0,1,20.791
0,1,1,1,1,1,0,0,0,1,1,1,0,1,22.943
1,0,1,0,0,0,1,0,1,0,0,1,0,0,22.618
0,0,1,0,0,1,1,0,1,0,0,0,1,1,20.553
1,1,1,0,0,0,0,1,0,0,1,1,1,1,22.516
0,0,0,1,0,1,1,1,1,1,0,0,0,0,21.793
0,1,1,0,0,0,0,0,1,0,1,1,1,1,22.466
0,1,0,0,0,0,0,1,0,1,1,1,1,0,22.811
0,1,1,1,1,0,1,1,1,1,1,0,0,0,21.08
0,0,0,1,1,0,0,0,0,1,1,1,0,1,23.399
1,0,1,0,0,1,0,0,0,0,0,0,1,1,20.44
1,0,1,0,1,1,0,0,1,1,0,1,0,0,23.582
0,1,1,1,0,1,0,0,0,0,0,1,0,0,22.798
1,0,1,1,0,1,0,1,0,0,0,0,1,1,20.719
0,1,1,1,1,0,0,1,1,1,1,0,0,0,21.416
0,1,0,1,1,0,1,0,0,1,1,0,1,0,21.029
0,0,1,1,1,0,0,1,1,1,1,0,1,0,20.972
1,0,1,1,1,1,1,1,0,1,1,0,1,0,21.42
0,0,1,1,1,0,1,0,0,1,1,1,0,1,23.398
1,1,0,0,0,0,1,1,1,1,1,0,1,0,21.504
0,1,1,1,0,1,0,0,0,0,1,1,1,0,22.58
1,1,1,1,0,1,1,1,1,1,1,0,1,1,21.37
1,1,1,0,0,0,1,0,0,1,1,0,1,1,21.085
1,0,0,0,0,1,1,1,1,1,0,1,1,0,23.022
1,1,0,1,1,0,1,1,0,1,0,1,1,1,23.127
1,0,1,1,1,1,0,0,1,0,1,0,0,1,20.729
0,0,1,1,0,0,1,0,0,0,1,0,1,0,20.764
1,1,0,1,0,1,0,1,0,1,0,0,0,0,21.274
1,1,1,0,0,1,1,0,1,0,0,1,0,0,22.662
1,1,0,1,0,1,1,0,1,1,0,1,0,1,23.769
1,0,1,0,1,0,1,1,0,1,0,1,1,0,23.183
1,0,1,1,0,1,0,0,1,0,1,1,0,1,22.781
1,0,0,0,1,0,0,1,0,1,1,0,1,1,21.137
1,0,0,1,0,0,0,1,1,1,1,0,0,0,21.529
1,0,1,0,0,1,1,1,1,1,1,0,0,1,21.456
1,0,0,0,0,1,0,1,0,0,0,0,1,0,20.842
0,1,1,1,1,1,0,0,1,1,0,0,1,1,21.622
1,1,1,1,1,1,0,1,0,0,0,1,1,0,22.621
1,1,1,1,0,0,1,0,1,1,0,0,1,0,21.652
0,1,0,1,0,0,1,0,1,0,0,1,0,0,23.111
0,1,0,1,1,0,1,0,1,1,1,0,0,1,21.12
0,0,1,1,0,1,0,1,1,0,0,0,0,0,20.704
0,0,1,1,0,1,0,1,0,1,0,0,1,0,22.11
0,0,0,1,1,0,0,0,0,1,1,0,1,0,21.326
0,1,1,0,1,0,0,1,0,0,0,1,1,0,22.298
0,1,1,1,0,1,0,1,0,0,1,1,1,1,22.576
1,1,0,0,1,1,1,0,0,1,1,1,1,1,23.138
1,1,1,0,0,0,0,1,1,0,0,1,1,1,22.819
1,1,1,1,1,1,0,1,1,0,0,0,1,0,20.345
1,1,0,0,0,1,0,1,1,0,1,1,1,0,22.489
0,1,0,0,0,1,0,1,1,0,0,1,0,0,22.894
1,0,1,1,1,1,0,1,1,0,0,1,1,1,22.758
1,0,0,1,1,1,0,0,1,0,1,0,1,1,20.651
0,1,0,1,1,1,0,1,1,0,0,1,1,0,22.473
1,1,1,1,1,1,1,1,1,0,0,0,1,0,20.556
0,0,1,1,1,1,0,1,1,1,1,1,1,1,23.087
0,1,1,0,0,0,0,0,0,1,0,1,1,1,22.984
1,0,1,0,0,0,1,1,1,0,0,0,0,1,20.92
1,1,0,1,0,0,0,0,0,0,0,0,1,0,20.998
0,1,1,0,1,1,1,1,1,1,0,0,1,1,21.194
1,1,1,1,1,0,1,0,1,0,0,0,1,1,20.641
1,1,1,0,0,1,0,0,0,1,1,1,0,0,23.492
0,1,1,1,1,0,1,0,0,1,1,1,1,0,23.053
1,1,1,1,1,0,1,0,1,1,0,1,1,0,23.114
1,0,0,0,1,0,1,1,1,1,0,0,0,0,21.338
0,1,0,0,0,1,0,1,1,0,0,1,1,1,22.561
0,1,0,0,1,0,0,1,1,1,0,0,1,1,21.027
0,1,1,0,0,0,0,0,1,1,0,1,0,1,23.861
1,0,0,1,1,1,0,1,0,1,1,1,1,0,23.692
0,0,1,0,1,0,0,1,1,1,1,0,1,0,20.918
0,1,1,1,1,0,0,1,1,1,1,1,1,1,22.972
1,0,0,1,1,1,0,1,0,1,1,1,0,1,23.661
0,0,0,1,0,0,1,0,0,1,1,1,1,1,23.116
1,0,0,0,1,1,1,0,0,0,0,0,0,0,20.727
1,1,0,1,0,1,1,0,1,1,0,0,0,1,22.016
1,1,1,0,1,0,1,1,0,0,1,1,0,1,22.671
0,0,1,0,0,0,0,0,1,0,0,0,0,1,21.176
1,1,0,1,1,0,1,0,1,1,1,1,1,1,22.961
0,0,1,1,1,1,0,1,0,0,0,1,0,1,22.68
0,0,1,1,1,1,1,0,1,0,0,1,0,0,22.726
0,1,1,1,0,0,0,0,0,1,1,1,1,1,23.084
0,1,1,0,1,1,0,0,1,1,1,1,0,1,23.625
1,0,0,1,1,1,1,0,0,1,0,1,0,0,23.704
0,1,0,1,1,1,1,1,1,0,0,1,1,1,22.754
1,0,1,1,0,0,0,0,0,0,1,1,1,0,22.306
1,1,0,0,0,1,0,1,0,1,1,1,0,1,23.166
0,1,0,0,0,0,0,1,1,0,0,0,0,1,20.804
0,1,1,0,1,0,1,0,0,0,0,1,1,1,22.627
1,0,1,1,0,0,0,0,1,1,1,0,0,0,21.174
1,1,1,0,1,1,0,1,1,0,0,1,0,1,22.849
0,1,1,1,1,1,1,0,0,1,0,0,0,0,22.095
1,0,1,0,1,1,0,1,1,1,1,1,1,0,23.395
0,0,1,0,1,0,0,1,1,0,0,1,0,0,22.702
1,0,0,1,1,1,0,1,0,1,0,0,1,0,21.262
1,0,1,1,1,0,0,0,1,0,0,1,0,1,22.488
1,0,0,0,1,1,1,1,1,1,1,1,0,0,23.103
0,0,0,0,1,0,0,1,0,0,0,0,1,0,20.424
0,1,1,0,0,0,1,0,0,1,1,1,1,1,22.907
0,1,1,1,0,1,1,0,1,1,0,1,0,0,23.394
0,0,0,0,1,1,1,1,1,0,0,1,1,1,22.781
1,1,1,0,0,1,1,0,1,0,0,1,1,1,22.864
0,1,1,0,0,1,1,0,1,0,0,0,0,0,20.765
1,1,1,0,0,1,0,1,1,1,1,0,1,0,21.51
0,1,1,1,0,1,0,0,1,0,0,0,1,0,20.324
1,1,1,1,0,1,0,0,1,0,1,1,1,1,23.119
1,1,1,0,1,0,1,1,0,1,1,1,0,0,22.96
1,1,0,1,0,0,1,0,0,0,0,1,0,0,22.713
1,1,0,0,1,0,0,0,1,1,1,0,1,1,21.142
1,1,0,0,0,1,0,1,0,0,0,1,0,0,22.847
0,1,0,1,1,1,1,0,0,1,1,0,0,0,21.334
0,1,0,0,1,1,0,0,0,0,0,1,1,1,22.359
0,0,1,0,1,1,1,1,0,1,0,0,1,0,21.192
0,0,0,0,0,1,1,1,1,0,1,0,1,1,20.777
0,1,1,1,1,1,0,0,0,1,0,1,0,1,23.461
1,1,1,1,1,0,1,0,1,0,0,1,1,1,22.678
0,1,1,1,0,1,1,0,0,1,1,0,1,1,21.219
0,0,0,0,0,0,1,0,1,0,1,0,0,0,20.66
0,0,0,1,0,0,0,0,1,0,1,0,0,1,20.637
0,1,0,0,0,0,0,0,0,1,1,0,1,1,21.431
1,1,0,0,1,1,1,1,1,1,1,0,0,1,21.333
0,1,0,1,0,0,1,0,1,0,0,0,1,0,20.465
1,1,1,1,0,0,1,0,0,1,1,1,0,1,23.745
1,1,0,1,0,0,0,0,0,1,1,0,1,0,21.272
1,0,0,1,1,1,1,1,0,0,0,0,0,1,20.944
0,0,0,1,0,1,1,1,1,0,0,1,0,1,22.903
1,1,0,0,0,0,1,0,1,1,0,0,1,0,21.156
0,0,0,1,1,1,0,1,1,0,1,0,1,0,20.605
1,1,0,0,1,1,1,1,0,0,1,0,1,1,20.591
0,1,0,1,0,1,0,1,1,1,0,1,0,1,23.209
0,0,1,1,1,0,0,0,0,1,1,1,1,1,23.136
1,0,0,0,1,0,1,1,1,0,0,1,1,0,22.352
0,0,1,1,1,1,1,1,0,0,1,1,0,1,22.538
0,0,1,1,0,0,1,1,1,1,1,0,1,1,21.039
0,1,0,0,1,1,1,0,0,1,1,1,1,1,23.065
1,0,1,0,1,1,0,1,1,0,0,0,0,1,20.928
0,1,1,0,1,0,1,1,0,0,0,0,0,0,20.745
1,0,0,0,0,0,1,1,0,0,0,1,1,0,22.677
1,1,1,1,1,1,1,0,1,0,1,0,0,0,21.017
0,0,0,1,0,1,1,0,1,1,0,0,0,1,21.419
1,0,0,1,1,0,0,1,0,1,1,0,0,0,21.099
1,0,0,1,0,0,1,0,0,0,1,0,1,0,20.417
1,1,1,0,0,1,0,0,0,0,0,1,1,0,22.422
1,1,0,1,1,1,1,0,0,0,1,0,1,1,20.456
1,0,1,1,0,1,0,1,0,1,1,1,1,0,23.518
1,0,1,1,1,0,0,0,1,1,1,1,1,0,23.259
1,0,1,0,0,1,0,0,1,0,1,0,0,0,20.827
0,0,1,0,0,0,1,1,1,1,0,1,1,1,24.017
0,1,1,1,0,1,0,1,1,0,0,0,0,0,20.658
0,0,1,0,0,0,1,1,1,0,1,1,1,1,22.334
0,1,0,0,1,0,0,1,1,0,1,1,0,1,22.665
1,1,1,1,0,1,1,0,1,0,1,1,1,0,22.735
1,1,0,0,1,0,1,1,0,1,1,0,0,1,21.592
1,0,1,1,1,1,0,1,1,1,1,1,1,1,23.087
0,0,1,1,1,0,1,0,1,1,1,1,1,0,23.45
0,1,0,1,1,1,1,1,1,0,1,0,1,1,20.375
0,0,0,0,0,1,1,0,1,1,1,0,1,0,21.415
1,0,0,0,0,0,1,1,0,1,1,0,1,0,21.367
0,0,0,1,0,0,0,0,0,1,0,0,1,1,21.137
1,1,0,1,0,0,1,1,1,0,0,1,1,1,22.45
1,0,0,0,1,1,1,1,0,0,0,1,0,1,22.771
1,0,1,0,1,0,1,1,0,1,0,1,0,0,23.283
1,0,1,0,1,1,0,1,0,1,1,1,0,1,23.24
1,0,1,1,0,0,0,0,1,1,1,1,1,0,23.048
0,0,1,0,1,1,1,0,0,0,0,0,1,0,20.768
0,1,0,1,1,1,1,1,1,1,1,0,1,0,21.455
0,1,0,1,0,0,0,0,0,0,1,0,1,0,21.173
1,0,0,1,0,0,1,1,0,1,1,1,0,1,23.394
0,1,0,0,0,0,0,0,1,1,0,0,0,1,21.186
0,0,1,0,0,1,1,0,1,1,1,1,0,0,23.122
1,0,1,1,0,1,1,1,1,0,0,0,1,1,20.619
0,1,0,0,1,1,1,1,0,0,0,1,1,0,22.805
1,1,0,0,0,0,0,1,1,1,0,1,0,0,23.506
0,0,1,1,0,1,1,1,0,0,0,1,1,0,22.679
1,0,1,0,0,0,1,1,1,0,1,0,0,1,20.51
0,1,1,0,0,1,0,0,0,1,1,0,0,1,21.706
1,1,0,0,0,0,0,0,0,0,0,1,1,1,22.803
1,0,0,1,0,1,0,0,1,0,1,1,0,0,22.734
1,1,1,0,1,0,1,1,0,1,0,0,0,1,21.074
1,1,0,0,1,1,0,1,0,0,0,1,1,1,22.592
1,0,1,1,0,1,1,1,1,1,0,1,0,1,23.494
0,0,0,0,1,0,1,1,1,0,1,0,0,1,20.746
0,1,1,1,0,1,0,1,0,1,1,1,0,1,23.443
0,0,1,0,1,1,0,0,0,0,0,1,1,1,22.911
0,1,0,1,0,1,0,0,1,0,1,1,1,1,22.703
0,1,1,0,0,0,1,1,0,0,0,0,0,1,20.88
0,1,1,1,1,0,1,0,0,0,0,0,0,1,20.657
1,1,1,1,0,1,0,0,1,0,0,1,0,1,22.865
1,0,1,0,0,1,0,1,1,0,1,1,0,0,22.874
1,0,1,0,0,0,0,1,1,0,1,0,1,0,20.409
0,1,1,0,0,1,0,0,1,0,1,0,1,1,20.634
0,0,0,0,0,0,1,0,1,0,1,1,1,0,22.523
0,0,1,0,1,1,1,0,1,0,0,1,0,0,22.615
0,0,1,1,1,0,0,0,1,0,0,1,0,0,22.726
1,0,1,1,1,0,0,1,0,0,1,1,1,0,22.489
0,0,1,0,1,1,0,1,0,1,0,0,1,1,21.117
1,1,0,0,1,0,0,1,1,1,1,0,1,1,21.324
1,1,0,0,1,1,0,1,0,0,0,1,0,1,22.954
1,0,1,1,0,0,0,0,0,1,0,0,1,0,21.584
1,1,0,0,0,1,0,0,1,1,0,0,1,0,21.041
0,1,0,1,1,0,0,0,0,0,0,1,1,0,22.762
1,0,0,1,0,1,0,0,0,0,1,0,0,1,20.638
1,1,1,0,0,1,0,1,1,0,0,0,1,0,20.659
1,0,0,1,0,1,1,0,1,1,1,1,1,1,23.19
1,1,0,1,1,0,1,1,1,1,1,1,1,0,23.242
1,0,0,1,1,1,1,1,0,1,1,0,0,1,22.062
0,0,1,0,1,1,0,0,0,1,0,0,1,0,21.322
1,1,1,1,0,0,0,1,0,0,0,0,0,0,20.608
1,1,1,1,0,0,1,1,0,0,0,0,0,1,20.951
0,1,1,0,0,0,1,1,1,1,0,1,0,1,23.749
0,0,0,1,1,0,1,0,0,0,0,1,1,0,22.241
0,1,0,1,1,0,1,0,1,0,0,0,1,0,20.409
0,0,0,0,1,0,0,1,1,0,1,1,0,1,22.518
1,1,0,0,0,1,1,1,1,1,1,0,0,0,21.385
0,1,0,1,1,1,0,1,0,1,0,0,0,1,21.328
1,0,0,1,0,0,0,1,0,0,1,1,0,0,22.599
0,0,0,1,1,0,1,1,1,0,1,1,0,1,22.404
1,1,0,1,0,0,1,0,0,1,1,0,1,0,21.311
0,0,0,1,0,1,0,1,1,0,1,1,0,1,22.669
1,1,1,0,0,1,1,1,1,1,0,1,1,0,23.065
0,1,0,0,0,1,1,1,0,1,1,0,1,0,20.959
1,1,0,0,0,0,1,1,1,1,1,1,0,1,23.103
1,0,0,1,1,1,1,1,1,0,0,0,1,1,20.539
1,1,0,0,1,0,0,0,0,1,0,0,1,1,21.192
1,0,0,1,1,1,1,1,1,1,1,1,0,1,23.187
1,1,0,0,0,1,0,0,1,1,1,0,1,1,21.243
1,0,1,1,1,0,1,0,0,0,0,1,1,1,22.843
1,1,1,1,1,1,0,0,0,1,1,0,0,0,21.374
0,1,1,1,1,1,0,0,0,1,0,1,1,1,23.081
0,0,1,1,1,1,1,1,1,0,0,0,1,0,20.868
1,0,1,1,1,1,0,1,0,1,1,0,1,0,21.531
0,1,0,1,1,0,0,1,1,0,0,1,0,0,22.601
1,1,0,0,0,1,1,1,1,0,0,0,0,1,20.705
0,0,0,1,1,1,0,1,0,1,0,1,0,1,23.192
0,1,1,1,0,0,1,1,1,1,1,0,0,1,21.231
1,1,1,1,1,1,1,1,1,1,1,1,0,1,23.265
1,1,0,1,1,1,0,0,1,1,1,0,0,0,21.483
0,1,0,1,0,0,1,1,0,1,0,0,0,1,21.1
0,0,1,0,0,0,1,0,0,0,0,1,0,1,22.914
0,1,0,0,1,0,0,1,0,1,0,1,1,0,23.202
0,0,1,0,1,1,1,1,0,0,0,0,1,1,20.518
0,0,0,0,0,0,0,0,1,1,0,0,0,0,21.643
0,0,0,0,0,0,1,1,1,1,0,0,1,0,21.072
1,1,1,1,1,0,1,0,1,0,1,0,0,0,20.706
0,0,1,0,1,1,0,1,0,0,0,0,1,1,20.754
0,0,1,0,0,1,0,0,1,0,0,1,1,0,22.864
1,0,0,0,1,0,0,1,1,0,1,1,1,0,22.412
1,0,0,1,1,0,0,0,0,0,1,0,0,1,20.883
0,0,0,1,0,1,1,0,0,1,0,0,0,0,21.506
0,1,1,1,0,0,0,0,0,1,0,1,0,0,23.372
0,1,1,1,1,0,1,1,1,0,1,0,1,0,20.382
1,0,1,0,0,1,1,0,0,0,0,0,0,0,20.597
1,0,0,0,1,0,0,1,1,1,0,1,1,0,23.149
0,1,1,0,0,0,1,0,0,0,1,1,0,1,22.575
1,0,1,0,1,1,1,0,0,1,1,0,0,0,21.335
1,0,0,1,0,0,1,0,0,1,1,1,0,1,23.422
1,0,0,0,0,0,1,1,1,0,1,0,1,0,20.497
1,1,0,0,0,0,0,1,0,0,1,1,1,0,22.369
0,1,1,1,0,0,1,1,0,1,1,1,1,0,23.237
1,1,0,1,1,0,0,1,0,0,1,1,0,0,22.962
1,1,0,1,0,0,1,0,0,1,1,1,1,1,23.821
0,1,0,0,0,1,0,1,0,1,1,1,1,0,23.372
0,1,1,1,1,0,0,1,0,1,1,0,1,1,21.205
0,0,0,0,0,0,1,0,1,0,1,0,1,1,20.37
0,1,1,1,1,0,0,0,1,0,0,0,0,0,20.786
0,1,1,1,1,1,1,1,0,0,1,0,1,1,20.449
0,1,0,0,1,0,0,1,0,1,0,0,1,1,20.9
1,0,1,0,0,0,0,1,0,0,1,1,0,0,22.738
1,1,0,0,1,0,0,1,0,0,0,0,1,0,20.845
0,1,0,0,1,1,1,0,1,0,1,1,1,1,22.644
1,1,1,0,0,1,0,1,1,0,1,0,0,1,20.513
1,0,0,0,0,0,1,0,1,1,1,0,1,1,21.651
1,0,0,1,1,0,1,1,1,1,1,1,1,1,23.284
1,1,0,1,1,1,0,0,1,1,0,1,0,0,23.41
0,1,1,1,0,0,1,1,1,1,1,0,0,0,21.264
0,0,0,1,0,1,0,1,0,0,1,0,0,0,20.582
1,0,1,0,0,1,1,0,0,1,1,1,1,0,23.378
0,1,1,0,0,0,0,1,1,1,0,0,1,0,21.618
1,0,0,1,0,1,1,0,0,1,1,1,1,1,23.558
1,0,1,0,1,0,0,0,1,1,1,0,1,0,21.478
1,0,1,1,1,1,1,0,0,1,1,1,1,0,23.203
0,1,1,0,1,1,1,1,0,1,0,1,0,0,23.526
0,0,1,0,0,0,0,0,1,0,1,1,0,1,22.409
0,1,1,1,0,0,0,0,0,0,0,1,0,1,22.709
0,0,1,1,0,0,1,0,0,1,0,0,1,0,21.311
0,1,1,0,0,1,1,0,0,1,0,1,0,0,23.218
0,1,0,1,0,0,0,1,0,0,1,1,0,0,22.558
0,0,1,1,0,1,0,1,0,1,0,1,1,1,23.055
1,1,0,0,0,0,1,1,0,1,1,1,1,0,23.519
0,1,1,1,1,0,1,1,1,1,0,0,0,0,21.145
0,1,0,0,0,0,1,0,0,1,1,0,0,0,21.359
1,0,1,0,0,1,0,1,0,0,1,1,1,0,22.59
0,0,1,1,0,1,1,1,0,1,0,0,0,1,21.464
0,0,1,1,0,1,1,0,0,0,0,1,0,0,22.709
1,1,0,1,1,1,1,0,1,1,0,0,0,0,21.288
1,1,0,0,0,0,0,1,0,1,0,1,1,0,23.265
0,0,1,0,0,0,1,0,1,0,0,1,1,0,22.526
0,0,0,0,1,0,0,1,0,1,1,1,1,1,23.071
0,1,0,1,1,1,0,1,0,0,0,1,1,1,22.731
1,0,0,0,1,0,0,0,0,1,0,1,1,1,23.039
1,0,1,1,0,0,0,1,1,0,1,0,1,0,20.437
0,0,1,0,1,1,1,1,0,0,0,0,0,1,20.714
1,0,0,0,0,1,0,0,1,0,0,1,1,0,22.582
1,0,0,0,1,1,1,1,0,1,0,0,0,1,21.556
0,1,1,1,0,0,0,0,0,0,0,0,1,1,20.418
1,1,0,1,0,1,0,1,1,1,0,0,0,0,21.652
0,1,1,1,0,0,0,1,1,1,0,0,0,0,21.318
0,1,1,1,1,1,0,0,1,1,1,1,1,1,23.158
1,0,0,0,0,0,0,0,0,0,1,0,1,0,20.83
0,1,0,1,0,0,0,1,1,1,0,1,0,0,23.297
0,1,0,0,0,0,1,1,1,1,1,0,0,1,20.963
