SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq.6
0,0,1,1,0,1,0,1,1,0,0,0,0,0,17.102
0,0,1,1,0,1,0,1,0,1,0,0,1,0,16.02
0,0,0,1,1,0,0,0,0,1,1,0,1,0,17.25
0,1,1,0,1,0,0,1,0,0,0,1,1,0,21.013
0,1,1,1,0,1,0,1,0,0,1,1,1,1,21.975
1,1,0,0,1,1,1,0,0,1,1,1,1,1,21.839
1,1,1,0,0,0,0,1,1,0,0,1,1,1,22.205
1,1,1,1,1,1,0,1,1,0,0,0,1,0,16.365
1,1,0,0,0,1,0,1,1,0,1,1,1,0,20.365
0,1,0,0,0,1,0,1,1,0,0,1,0,0,20.766
1,0,1,1,1,1,0,1,1,0,0,1,1,1,18.721
1,0,0,1,1,1,0,0,1,0,1,0,1,1,14.692
0,1,0,1,1,1,0,1,1,0,0,1,1,0,18.359
1,1,1,1,1,1,1,1,1,0,0,0,1,0,16.903
0,0,1,1,1,1,0,1,1,1,1,1,1,1,18.976
0,1,1,0,0,0,0,0,0,1,0,1,1,1,18.658
1,0,1,0,0,0,1,1,1,0,0,0,0,1,17.24
1,1,0,1,0,0,0,0,0,0,0,0,1,0,13.994
0,1,1,0,1,1,1,1,1,1,0,0,1,1,14.366
1,1,1,1,1,0,1,0,1,0,0,0,1,1,12.85
1,1,1,0,0,1,0,0,0,1,1,1,0,0,19.077
0,1,1,1,1,0,1,0,0,1,1,1,1,0,19.093
1,1,1,1,1,0,1,0,1,1,0,1,1,0,16.279
1,0,0,0,1,0,1,1,1,1,0,0,0,0,14.609
0,1,0,0,0,1,0,1,1,0,0,1,1,1,16.148
0,1,0,0,1,0,0,1,1,1,0,0,1,1,13.261
0,1,1,0,0,0,0,0,1,1,0,1,0,1,16.838
1,0,0,1,1,1,0,1,0,1,1,1,1,0,15.339
0,0,1,0,1,0,0,1,1,1,1,0,1,0,12.799
0,1,1,1,1,0,0,1,1,1,1,1,1,1,15.906
1,0,0,1,1,1,0,1,0,1,1,1,0,1,18.078
0,0,0,1,0,0,1,0,0,1,1,1,1,1,16.084
1,0,0,0,1,1,1,0,0,0,0,0,0,0,12.772
1,1,0,1,0,1,1,0,1,1,0,0,0,1,12.687
1,1,1,0,1,0,1,1,0,0,1,1,0,1,15.205
0,0,1,0,0,0,0,0,1,0,0,0,0,1,14.328
1,1,0,1,1,0,1,0,1,1,1,1,1,1,16.218
0,0,1,1,1,1,0,1,0,0,0,1,0,1,16.1
0,0,1,1,1,1,1,0,1,0,0,1,0,0,15.91
0,1,1,1,0,0,0,0,0,1,1,1,1,1,16.51
0,1,1,0,1,1,0,0,1,1,1,1,0,1,17.24
1,0,0,1,1,1,1,0,0,1,0,1,0,0,18.352
0,1,0,1,1,1,1,1,1,0,0,1,1,1,18.498
1,0,1,1,0,0,0,0,0,0,1,1,1,0,19.008
1,1,0,0,0,1,0,1,0,1,1,1,0,1,20.455
0,1,0,0,0,0,0,1,1,0,0,0,0,1,16.275
0,1,1,0,1,0,1,0,0,0,0,1,1,1,20.807
1,0,1,1,0,0,0,0,1,1,1,0,0,0,16.942
1,1,1,0,1,1,0,1,1,0,0,1,0,1,20.834
0,1,1,1,1,1,1,0,0,1,0,0,0,0,16.668
1,0,1,0,1,1,0,1,1,1,1,1,1,0,21.587
0,0,1,0,1,0,0,1,1,0,0,1,0,0,20.464
1,0,0,1,1,1,0,1,0,1,0,0,1,0,16.273
1,0,1,1,1,0,0,0,1,0,0,1,0,1,20.423
1,0,0,0,1,1,1,1,1,1,1,1,0,0,21.178
0,0,0,0,1,0,0,1,0,0,0,0,1,0,14.679
0,1,1,0,0,0,1,0,0,1,1,1,1,1,18.394
0,1,1,1,0,1,1,0,1,1,0,1,0,0,19.511
0,0,0,0,1,1,1,1,1,0,0,1,1,1,18.357
1,1,1,0,0,1,1,0,1,0,0,1,1,1,18.791
0,1,1,0,0,1,1,0,1,0,0,0,0,0,16.219
1,1,1,0,0,1,0,1,1,1,1,0,1,0,14.756
0,1,1,1,0,1,0,0,1,0,0,0,1,0,13.005
1,1,1,1,0,1,0,0,1,0,1,1,1,1,16.246
1,1,1,0,1,0,1,1,0,1,1,1,0,0,16.619
1,1,0,1,0,0,1,0,0,0,0,1,0,0,17.687
1,1,0,0,1,0,0,0,1,1,1,0,1,1,14.201
1,1,0,0,0,1,0,1,0,0,0,1,0,0,18.269
0,1,0,1,1,1,1,0,0,1,1,0,0,0,15.513
0,1,0,0,1,1,0,0,0,0,0,1,1,1,17.636
0,0,1,0,1,1,1,1,0,1,0,0,1,0,13.932
0,0,0,0,0,1,1,1,1,0,1,0,1,1,13.825
0,1,1,1,1,1,0,0,0,1,0,1,0,1,16.785
1,1,1,1,1,0,1,0,1,0,0,1,1,1,17.613
0,1,1,1,0,1,1,0,0,1,1,0,1,1,14.118
0,0,0,0,0,0,1,0,1,0,1,0,0,0,14.121
0,0,0,1,0,0,0,0,1,0,1,0,0,1,13.875
0,1,0,0,0,0,0,0,0,1,1,0,1,1,13.261
1,1,0,0,1,1,1,1,1,1,1,0,0,1,12.928
0,1,0,1,0,0,1,0,1,0,0,0,1,0,12.213
1,1,1,1,0,0,1,0,0,1,1,1,0,1,16.426
1,1,0,1,0,0,0,0,0,1,1,0,1,0,12.625
1,0,0,1,1,1,1,1,0,0,0,0,0,1,12.918
0,0,0,1,0,1,1,1,1,0,0,1,0,1,15.909
1,1,0,0,0,0,1,0,1,1,0,0,1,0,12.958
0,0,0,1,1,1,0,1,1,0,1,0,1,0,12.207
1,1,0,0,1,1,1,1,0,0,1,0,1,1,12.795
0,1,0,1,0,1,0,1,1,1,0,1,0,1,15.263
0,0,1,1,1,0,0,0,0,1,1,1,1,1,15.758
1,0,0,0,1,0,1,1,1,0,0,1,1,0,16.455
0,0,1,1,1,1,1,1,0,0,1,1,0,1,16.767
0,0,1,1,0,0,1,1,1,1,1,0,1,1,14.349
0,1,0,0,1,1,1,0,0,1,1,1,1,1,17.432
1,0,1,0,1,1,0,1,1,0,0,0,0,1,14.343
0,1,1,0,1,0,1,1,0,0,0,0,0,0,14.193
1,0,0,0,0,0,1,1,0,0,0,1,1,0,17.264
1,1,1,1,1,1,1,0,1,0,1,0,0,0,14.281
0,0,0,1,0,1,1,0,1,1,0,0,0,1,14.435
1,0,0,1,1,0,0,1,0,1,1,0,0,0,13.777
1,0,0,1,0,0,1,0,0,0,1,0,1,0,15.821
1,1,1,0,0,1,0,0,0,0,0,1,1,0,20.971
1,1,0,1,1,1,1,0,0,0,1,0,1,1,14.106
1,0,1,1,0,1,0,1,0,1,1,1,1,0,17.022
1,0,1,1,1,0,0,0,1,1,1,1,1,0,18.266
1,0,1,0,0,1,0,0,1,0,1,0,0,0,13.955
0,0,1,0,0,0,1,1,1,1,0,1,1,1,16.795
0,1,1,1,0,1,0,1,1,0,0,0,0,0,14.701
0,0,1,0,0,0,1,1,1,0,1,1,1,1,18.02
0,1,0,0,1,0,0,1,1,0,1,1,0,1,19.313
1,1,1,1,0,1,1,0,1,0,1,1,1,0,21.455
1,1,0,0,1,0,1,1,0,1,1,0,0,1,16.042
1,0,1,1,1,1,0,1,1,1,1,1,1,1,21.499
0,0,1,1,1,0,1,0,1,1,1,1,1,0,18.578
0,1,0,1,1,1,1,1,1,0,1,0,1,1,15.024
0,0,0,0,0,1,1,0,1,1,1,0,1,0,15.161
1,0,0,0,0,0,1,1,0,1,1,0,1,0,15.836
0,0,0,1,0,0,0,0,0,1,0,0,1,1,15.428
1,1,0,1,0,0,1,1,1,0,0,1,1,1,18.251
1,0,0,0,1,1,1,1,0,0,0,1,0,1,19.98
1,0,1,0,1,0,1,1,0,1,0,1,0,0,19.523
1,0,1,0,1,1,0,1,0,1,1,1,0,1,19.908
1,0,1,1,0,0,0,0,1,1,1,1,1,0,22.452
0,0,1,0,1,1,1,0,0,0,0,0,1,0,16.788
0,1,0,1,1,1,1,1,1,1,1,0,1,0,19.084
0,1,0,1,0,0,0,0,0,0,1,0,1,0,16.514
1,0,0,1,0,0,1,1,0,1,1,1,0,1,20.862
0,1,0,0,0,0,0,0,1,1,0,0,0,1,18.043
0,0,1,0,0,1,1,0,1,1,1,1,0,0,22.351
1,0,1,1,0,1,1,1,1,0,0,0,1,1,17.531
0,1,0,0,1,1,1,1,0,0,0,1,1,0,21.215
1,1,0,0,0,0,0,1,1,1,0,1,0,0,23.043
0,0,1,1,0,1,1,1,0,0,0,1,1,0,23.516
1,0,1,0,0,0,1,1,1,0,1,0,0,1,17.568
0,1,1,0,0,1,0,0,0,1,1,0,0,1,17.306
1,1,0,0,0,0,0,0,0,0,0,1,1,1,20.216
1,0,0,1,0,1,0,0,1,0,1,1,0,0,21.748
1,1,1,0,1,0,1,1,0,1,0,0,0,1,18.491
1,1,0,0,1,1,0,1,0,0,0,1,1,1,26.068
1,0,1,1,0,1,1,1,1,1,0,1,0,1,22.28
0,0,0,0,1,0,1,1,1,0,1,0,0,1,19.233
0,1,1,1,0,1,0,1,0,1,1,1,0,1,21.176
0,0,1,0,1,1,0,0,0,0,0,1,1,1,20.455
0,1,0,1,0,1,0,0,1,0,1,1,1,1,21.045
0,1,1,0,0,0,1,1,0,0,0,0,0,1,16.204
0,1,1,1,1,0,1,0,0,0,0,0,0,1,15.553
1,1,1,1,0,1,0,0,1,0,0,1,0,1,19.45
1,0,1,0,0,1,0,1,1,0,1,1,0,0,22.168
1,0,1,0,0,0,0,1,1,0,1,0,1,0,16.736
0,1,1,0,0,1,0,0,1,0,1,0,1,1,16.926
0,0,0,0,0,0,1,0,1,0,1,1,1,0,22.85
0,0,1,0,1,1,1,0,1,0,0,1,0,0,23.864
0,0,1,1,1,0,0,0,1,0,0,1,0,0,27.4
1,0,1,1,1,0,0,1,0,0,1,1,1,0,23.661
0,0,1,0,1,1,0,1,0,1,0,0,1,1,19.39
1,1,0,0,1,0,0,1,1,1,1,0,1,1,17.718
1,1,0,0,1,1,0,1,0,0,0,1,0,1,23.262
1,0,1,1,0,0,0,0,0,1,0,0,1,0,20.822
1,1,0,0,0,1,0,0,1,1,0,0,1,0,19.37
0,1,0,1,1,0,0,0,0,0,0,1,1,0,25.968
1,0,0,1,0,1,0,0,0,0,1,0,0,1,18.95
1,1,1,0,0,1,0,1,1,0,0,0,1,0,17.255
1,0,0,1,0,1,1,0,1,1,1,1,1,1,22.205
1,1,0,1,1,0,1,1,1,1,1,1,1,0,25.776
1,0,0,1,1,1,1,1,0,1,1,0,0,1,18.647
0,0,1,0,1,1,0,0,0,1,0,0,1,0,16.987
1,1,1,1,0,0,0,1,0,0,0,0,0,0,16.203
1,1,1,1,0,0,1,1,0,0,0,0,0,1,16.39
0,1,1,0,0,0,1,1,1,1,0,1,0,1,18.866
0,0,0,1,1,0,1,0,0,0,0,1,1,0,16.074
0,1,0,1,1,0,1,0,1,0,0,0,1,0,12.962
0,0,0,0,1,0,0,1,1,0,1,1,0,1,15.632
1,1,0,0,0,1,1,1,1,1,1,0,0,0,13.538
0,1,0,1,1,1,0,1,0,1,0,0,0,1,11.816
1,0,0,1,0,0,0,1,0,0,1,1,0,0,15.28
0,0,0,1,1,0,1,1,1,0,1,1,0,1,15.832
1,1,0,1,0,0,1,0,0,1,1,0,1,0,11.778
0,0,0,1,0,1,0,1,1,0,1,1,0,1,15.135
1,1,1,0,0,1,1,1,1,1,0,1,1,0,15.908
0,1,0,0,0,1,1,1,0,1,1,0,1,0,12.392
1,1,0,0,0,0,1,1,1,1,1,1,0,1,16.758
1,0,0,1,1,1,1,1,1,0,0,0,1,1,12.884
1,1,0,0,1,0,0,0,0,1,0,0,1,1,12.378
1,0,0,1,1,1,1,1,1,1,1,1,0,1,16.278
1,1,0,0,0,1,0,0,1,1,1,0,1,1,12.569
1,0,1,1,1,0,1,0,0,0,0,1,1,1,14.738
1,1,1,1,1,1,0,0,0,1,1,0,0,0,12.011
0,1,1,1,1,1,0,0,0,1,0,1,1,1,15.167
0,0,1,1,1,1,1,1,1,0,0,0,1,0,11.601
1,0,1,1,1,1,0,1,0,1,1,0,1,0,12.73
0,1,0,1,1,0,0,1,1,0,0,1,0,0,14.24
1,1,0,0,0,1,1,1,1,0,0,0,0,1,11.657
0,0,0,1,1,1,0,1,0,1,0,1,0,1,14.979
0,1,1,1,0,0,1,1,1,1,1,0,0,1,11.701
1,1,1,1,1,1,1,1,1,1,1,1,0,1,13.486
1,1,0,1,1,1,0,0,1,1,1,0,0,0,11.357
0,1,0,1,0,0,1,1,0,1,0,0,0,1,12.008
0,0,1,0,0,0,1,0,0,0,0,1,0,1,14.847
0,1,0,0,1,0,0,1,0,1,0,1,1,0,13.89
0,0,1,0,1,1,1,1,0,0,0,0,1,1,11.082
0,0,0,0,0,0,0,0,1,1,0,0,0,0,10.706
0,0,0,0,0,0,1,1,1,1,0,0,1,0,10.724
1,1,1,1,1,0,1,0,1,0,1,0,0,0,10.784
0,0,1,0,1,1,0,1,0,0,0,0,1,1,10.797
0,0,1,0,0,1,0,0,1,0,0,1,1,0,13.122
1,0,0,0,1,0,0,1,1,0,1,1,1,0,13.479
1,0,0,1,1,0,0,0,0,0,1,0,0,1,12.207
0,0,0,1,0,1,1,0,0,1,0,0,0,0,11.088
0,1,1,1,0,0,0,0,0,1,0,1,0,0,13.058
0,1,1,1,1,0,1,1,1,0,1,0,1,0,10.839
1,0,1,0,0,1,1,0,0,0,0,0,0,0,10.38
1,0,0,0,1,0,0,1,1,1,0,1,1,0,13.206
0,1,1,0,0,0,1,0,0,0,1,1,0,1,13.261
1,0,1,0,1,1,1,0,0,1,1,0,0,0,11.081
1,0,0,1,0,0,1,0,0,1,1,1,0,1,14.045
1,0,0,0,0,0,1,1,1,0,1,0,1,0,11.703
1,1,0,0,0,0,0,1,0,0,1,1,1,0,14.443
0,1,1,1,0,0,1,1,0,1,1,1,1,0,14.689
1,1,0,1,1,0,0,1,0,0,1,1,0,0,14.73
1,1,0,1,0,0,1,0,0,1,1,1,1,1,14.579
0,1,0,0,0,1,0,1,0,1,1,1,1,0,14.953
0,1,1,1,1,0,0,1,0,1,1,0,1,1,12.702
0,0,0,0,0,0,1,0,1,0,1,0,1,1,11.885
0,1,1,1,1,0,0,0,1,0,0,0,0,0,12.247
0,1,1,1,1,1,1,1,0,0,1,0,1,1,11.728
0,1,0,0,1,0,0,1,0,1,0,0,1,1,10.902
1,0,1,0,0,0,0,1,0,0,1,1,0,0,13.444
1,1,0,0,1,0,0,1,0,0,0,0,1,0,10.768
0,1,0,0,1,1,1,0,1,0,1,1,1,1,13.954
1,1,1,0,0,1,0,1,1,0,1,0,0,1,11.414
1,0,0,0,0,0,1,0,1,1,1,0,1,1,10.591
1,0,0,1,1,0,1,1,1,1,1,1,1,1,13.189
1,1,0,1,1,1,0,0,1,1,0,1,0,0,13.894
0,1,1,1,0,0,1,1,1,1,1,0,0,0,10.687
0,0,0,1,0,1,0,1,0,0,1,0,0,0,10.73
1,0,1,0,0,1,1,0,0,1,1,1,1,0,13.359
0,1,1,0,0,0,0,1,1,1,0,0,1,0,10.333
1,0,0,1,0,1,1,0,0,1,1,1,1,1,13.618
1,0,1,0,1,0,0,0,1,1,1,0,1,0,11.008
1,0,1,1,1,1,1,0,0,1,1,1,1,0,12.998
0,1,1,0,1,1,1,1,0,1,0,1,0,0,14.353
0,0,1,0,0,0,0,0,1,0,1,1,0,1,13.052
0,1,1,1,0,0,0,0,0,0,0,1,0,1,13.535
0,0,1,1,0,0,1,0,0,1,0,0,1,0,10.052
0,1,1,0,0,1,1,0,0,1,0,1,0,0,13.449
0,1,0,1,0,0,0,1,0,0,1,1,0,0,13.374
0,0,1,1,0,1,0,1,0,1,0,1,1,1,13.436
1,1,0,0,0,0,1,1,0,1,1,1,1,0,13.804
0,1,1,1,1,0,1,1,1,1,0,0,0,0,11.343
0,1,0,0,0,0,1,0,0,1,1,0,0,0,11.549
1,0,1,0,0,1,0,1,0,0,1,1,1,0,13.73
0,0,1,1,0,1,1,1,0,1,0,0,0,1,11.255
0,0,1,1,0,1,1,0,0,0,0,1,0,0,13.056
1,1,0,1,1,1,1,0,1,1,0,0,0,0,11.668
1,1,0,0,0,0,0,1,0,1,0,1,1,0,14.051
0,0,1,0,0,0,1,0,1,0,0,1,1,0,13.622
0,0,0,0,1,0,0,1,0,1,1,1,1,1,16.214
0,1,0,1,1,1,0,1,0,0,0,1,1,1,15.717
1,0,0,0,1,0,0,0,0,1,0,1,1,1,16.188
1,0,1,1,0,0,0,1,1,0,1,0,1,0,12.638
0,0,1,0,1,1,1,1,0,0,0,0,0,1,13.945
1,0,0,0,0,1,0,0,1,0,0,1,1,0,16.114
1,0,0,0,1,1,1,1,0,1,0,0,0,1,13.822
0,1,1,1,0,0,0,0,0,0,0,0,1,1,20.812
1,1,0,1,0,1,0,1,1,1,0,0,0,0,114.74
0,1,1,1,0,0,0,1,1,1,0,0,0,0,119.66
0,1,1,1,1,1,0,0,1,1,1,1,1,1,122.13
1,0,0,0,0,0,0,0,0,0,1,0,1,0,112.38
0,1,0,1,0,0,0,1,1,1,0,1,0,0,150.64
0,1,0,0,0,0,1,1,1,1,1,0,0,1,113.91
