SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandom.2
0,1,0,1,1,1,0,0,1,1,0,0,1,0,16.759
0,1,1,1,1,1,1,0,1,1,1,0,1,0,16.642
0,1,0,1,0,0,1,1,1,1,1,0,0,0,16.656
1,0,1,1,1,0,1,0,1,1,0,1,1,0,18.326
1,0,0,1,1,1,1,0,0,0,1,1,1,0,17.721
1,0,0,1,0,0,1,1,0,0,0,0,0,1,16.04
1,1,1,0,0,1,0,0,1,0,1,0,1,1,15.912
0,0,1,1,0,1,0,1,1,1,0,0,0,0,16.824
1,0,0,0,1,1,0,1,0,1,1,1,1,0,18.238
1,1,1,0,0,0,0,1,0,0,0,0,0,1,16.365
0,0,1,0,1,1,1,0,0,0,1,0,0,0,16.046
1,1,1,0,0,0,0,0,0,1,1,0,0,0,16.63
0,0,0,0,0,1,1,1,1,0,0,1,1,0,17.642
0,0,1,1,1,0,1,1,0,0,1,0,0,0,15.998
0,1,0,0,0,1,1,1,1,1,0,1,1,0,18.261
0,0,0,1,0,0,0,0,0,1,1,0,0,1,17.163
1,0,0,0,1,1,0,1,0,1,1,1,0,0,18.342
0,0,1,1,0,0,1,1,0,1,1,1,1,0,18.168
0,1,1,1,1,0,1,0,0,0,1,0,1,0,15.921
0,0,0,1,0,0,0,0,0,1,0,1,1,0,18.289
0,1,0,1,0,0,1,0,0,1,1,0,1,1,16.482
0,0,1,1,1,0,1,0,1,1,1,0,1,0,16.502
0,0,0,1,1,0,1,0,1,1,0,0,1,0,16.859
0,0,1,0,0,0,0,0,1,0,1,0,1,1,16.054
0,0,1,0,1,0,1,0,0,0,0,0,0,1,15.985
0,1,1,1,1,1,1,0,1,1,0,1,1,1,18.195
1,1,0,1,0,0,0,1,0,1,0,1,0,0,18.379
1,0,1,1,0,0,0,1,1,1,1,0,0,0,16.598
1,1,0,0,1,1,1,0,0,0,0,1,1,0,17.858
1,0,0,1,1,1,1,0,1,1,1,1,0,1,18.355
0,0,0,0,0,1,0,1,0,0,0,0,0,1,15.889
1,1,1,1,1,1,1,1,1,1,1,0,0,1,16.578
0,0,1,1,0,0,1,1,0,0,1,1,0,0,17.707
1,1,1,0,1,0,1,1,1,1,0,1,0,0,18.59
0,0,0,1,1,0,0,0,0,1,1,0,1,0,16.4
1,1,0,0,1,0,0,0,1,0,0,1,1,0,17.745
0,1,0,1,1,0,0,0,0,0,0,1,1,0,18.617
1,0,0,1,0,1,0,0,1,1,1,1,1,0,18.447
1,1,1,1,1,1,0,0,1,1,1,0,0,0,16.519
1,0,1,0,1,1,0,0,1,1,1,1,0,1,19.068
0,0,1,1,0,1,0,1,0,0,1,1,0,1,18.177
0,1,0,1,0,0,1,1,1,1,1,0,1,1,16.421
1,0,0,1,1,1,1,0,1,0,0,1,1,0,18.0
1,0,0,1,1,0,1,0,1,1,0,1,1,0,18.563
0,0,1,1,0,0,0,0,1,1,0,0,1,0,16.479
0,0,0,0,1,1,1,1,1,0,1,0,1,0,15.879
1,0,0,1,1,1,1,1,1,0,1,0,0,1,15.965
1,1,0,0,0,1,0,0,1,0,0,1,0,0,18.353
1,0,1,1,0,0,0,0,0,0,1,1,0,0,17.747
1,0,1,0,1,0,0,0,1,0,0,1,0,0,17.858
0,1,1,1,1,1,0,1,1,0,0,0,0,0,15.965
0,1,0,0,0,1,0,0,1,0,1,1,0,0,17.731
1,0,0,0,1,1,0,0,0,1,1,0,0,1,16.623
1,1,0,1,1,0,0,1,1,0,0,1,0,0,17.771
1,0,1,1,0,1,0,1,1,1,1,0,1,1,16.495
0,1,1,0,1,1,1,0,0,1,1,0,0,1,16.543
1,1,0,1,0,0,1,1,0,0,1,1,1,0,17.68
0,1,0,1,1,0,1,1,0,1,1,0,1,0,16.384
1,0,0,1,1,0,1,1,0,1,0,1,0,1,18.407
1,1,1,0,1,0,0,0,1,0,0,0,0,1,16.054
0,0,1,1,0,0,1,0,0,1,0,1,0,1,18.295
0,1,1,0,0,0,1,1,0,0,1,0,0,1,16.371
0,1,1,1,1,1,0,0,0,1,1,1,0,1,18.179
1,0,1,0,0,0,1,0,1,0,0,1,0,0,17.8
0,0,1,0,0,1,1,0,1,0,0,0,1,1,15.935
1,1,1,0,0,0,0,1,0,0,1,1,1,1,17.83
0,0,0,1,0,1,1,1,1,1,0,0,0,0,16.621
0,1,1,0,0,0,0,0,1,0,1,1,1,1,17.785
0,1,0,0,0,0,0,1,0,1,1,1,1,0,18.223
0,1,1,1,1,0,1,1,1,1,1,0,0,0,16.483
0,0,0,1,1,0,0,0,0,1,1,1,0,1,18.86
1,0,1,0,0,1,0,0,0,0,0,0,1,1,15.899
1,0,1,0,1,1,0,0,1,1,0,1,0,0,18.472
0,1,1,1,0,1,0,0,0,0,0,1,0,0,18.114
1,0,1,1,0,1,0,1,0,0,0,0,1,1,15.987
0,1,1,1,1,0,0,1,1,1,1,0,0,0,16.819
0,1,0,1,1,0,1,0,0,1,1,0,1,0,16.536
0,0,1,1,1,0,0,1,1,1,1,0,1,0,16.484
1,0,1,1,1,1,1,1,0,1,1,0,1,0,16.431
0,0,1,1,1,0,1,0,0,1,1,1,0,1,18.614
1,1,0,0,0,0,1,1,1,1,1,0,1,0,16.746
0,1,1,1,0,1,0,0,0,0,1,1,1,0,17.718
1,1,1,1,0,1,1,1,1,1,1,0,1,1,16.642
1,1,1,0,0,0,1,0,0,1,1,0,1,1,16.425
1,0,0,0,0,1,1,1,1,1,0,1,1,0,18.25
1,1,0,1,1,0,1,1,0,1,0,1,1,1,18.329
1,0,1,1,1,1,0,0,1,0,1,0,0,1,16.137
0,0,1,1,0,0,1,0,0,0,1,0,1,0,16.1
1,1,0,1,0,1,0,1,0,1,0,0,0,0,17.04
1,1,1,0,0,1,1,0,1,0,0,1,0,0,18.302
1,1,0,1,0,1,1,0,1,1,0,1,0,1,18.565
1,0,1,0,1,0,1,1,0,1,0,1,1,0,18.345
1,0,1,1,0,1,0,0,1,0,1,1,0,1,17.947
1,0,0,0,1,0,0,1,0,1,1,0,1,1,16.628
1,0,0,1,0,0,0,1,1,1,1,0,0,0,16.67
1,0,1,0,0,1,1,1,1,1,1,0,0,1,16.551
1,0,0,0,0,1,0,1,0,0,0,0,1,0,15.919
0,1,1,1,1,1,0,0,1,1,0,0,1,1,16.805
1,1,1,1,1,1,0,1,0,0,0,1,1,0,17.703
1,1,1,1,0,0,1,0,1,1,0,0,1,0,16.709
0,1,0,1,0,0,1,0,1,0,0,1,0,0,18.349
0,1,0,1,1,0,1,0,1,1,1,0,0,1,16.543
0,0,1,1,0,1,0,1,1,0,0,0,0,0,16.084
0,0,1,1,0,1,0,1,0,1,0,0,1,0,17.221
0,0,0,1,1,0,0,0,0,1,1,0,1,0,16.581
0,1,1,0,1,0,0,1,0,0,0,1,1,0,17.709
0,1,1,1,0,1,0,1,0,0,1,1,1,1,17.791
1,1,0,0,1,1,1,0,0,1,1,1,1,1,18.51
1,1,1,0,0,0,0,1,1,0,0,1,1,1,17.933
1,1,1,1,1,1,0,1,1,0,0,0,1,0,15.868
1,1,0,0,0,1,0,1,1,0,1,1,1,0,17.699
0,1,0,0,0,1,0,1,1,0,0,1,0,0,18.269
1,0,1,1,1,1,0,1,1,0,0,1,1,1,17.951
1,0,0,1,1,1,0,0,1,0,1,0,1,1,16.008
0,1,0,1,1,1,0,1,1,0,0,1,1,0,17.812
1,1,1,1,1,1,1,1,1,0,0,0,1,0,15.901
0,0,1,1,1,1,0,1,1,1,1,1,1,1,18.19
0,1,1,0,0,0,0,0,0,1,0,1,1,1,18.191
1,0,1,0,0,0,1,1,1,0,0,0,0,1,15.918
1,1,0,1,0,0,0,0,0,0,0,0,1,0,16.086
0,1,1,0,1,1,1,1,1,1,0,0,1,1,16.496
1,1,1,1,1,0,1,0,1,0,0,0,1,1,16.031
1,1,1,0,0,1,0,0,0,1,1,1,0,0,19.208
0,1,1,1,1,0,1,0,0,1,1,1,1,0,18.494
1,1,1,1,1,0,1,0,1,1,0,1,1,0,18.333
1,0,0,0,1,0,1,1,1,1,0,0,0,0,16.598
0,1,0,0,0,1,0,1,1,0,0,1,1,1,17.904
0,1,0,0,1,0,0,1,1,1,0,0,1,1,16.624
0,1,1,0,0,0,0,0,1,1,0,1,0,1,19.097
1,0,0,1,1,1,0,1,0,1,1,1,1,0,18.479
0,0,1,0,1,0,0,1,1,1,1,0,1,0,16.383
0,1,1,1,1,0,0,1,1,1,1,1,1,1,18.448
1,0,0,1,1,1,0,1,0,1,1,1,0,1,18.7
0,0,0,1,0,0,1,0,0,1,1,1,1,1,18.225
1,0,0,0,1,1,1,0,0,0,0,0,0,0,16.083
1,1,0,1,0,1,1,0,1,1,0,0,0,1,16.868
1,1,1,0,1,0,1,1,0,0,1,1,0,1,17.91
0,0,1,0,0,0,0,0,1,0,0,0,0,1,16.48
1,1,0,1,1,0,1,0,1,1,1,1,1,1,18.189
0,0,1,1,1,1,0,1,0,0,0,1,0,1,17.905
0,0,1,1,1,1,1,0,1,0,0,1,0,0,18.113
0,1,1,1,0,0,0,0,0,1,1,1,1,1,18.339
0,1,1,0,1,1,0,0,1,1,1,1,0,1,18.382
1,0,0,1,1,1,1,0,0,1,0,1,0,0,18.712
0,1,0,1,1,1,1,1,1,0,0,1,1,1,17.661
1,0,1,1,0,0,0,0,0,0,1,1,1,0,17.751
1,1,0,0,0,1,0,1,0,1,1,1,0,1,18.215
0,1,0,0,0,0,0,1,1,0,0,0,0,1,16.259
0,1,1,0,1,0,1,0,0,0,0,1,1,1,17.852
1,0,1,1,0,0,0,0,1,1,1,0,0,0,16.95
1,1,1,0,1,1,0,1,1,0,0,1,0,1,17.998
0,1,1,1,1,1,1,0,0,1,0,0,0,0,16.959
1,0,1,0,1,1,0,1,1,1,1,1,1,0,18.446
0,0,1,0,1,0,0,1,1,0,0,1,0,0,17.799
1,0,0,1,1,1,0,1,0,1,0,0,1,0,16.52
1,0,1,1,1,0,0,0,1,0,0,1,0,1,17.846
1,0,0,0,1,1,1,1,1,1,1,1,0,0,18.342
0,0,0,0,1,0,0,1,0,0,0,0,1,0,15.797
0,1,1,0,0,0,1,0,0,1,1,1,1,1,18.142
0,1,1,1,0,1,1,0,1,1,0,1,0,0,18.434
0,0,0,0,1,1,1,1,1,0,0,1,1,1,17.951
1,1,1,0,0,1,1,0,1,0,0,1,1,1,18.036
0,1,1,0,0,1,1,0,1,0,0,0,0,0,16.027
1,1,1,0,0,1,0,1,1,1,1,0,1,0,16.73
0,1,1,1,0,1,0,0,1,0,0,0,1,0,15.904
1,1,1,1,0,1,0,0,1,0,1,1,1,1,18.038
1,1,1,0,1,0,1,1,0,1,1,1,0,0,18.523
1,1,0,1,0,0,1,0,0,0,0,1,0,0,17.951
1,1,0,0,1,0,0,0,1,1,1,0,1,1,16.486
1,1,0,0,0,1,0,1,0,0,0,1,0,0,18.049
0,1,0,1,1,1,1,0,0,1,1,0,0,0,16.584
0,1,0,0,1,1,0,0,0,0,0,1,1,1,17.685
0,0,1,0,1,1,1,1,0,1,0,0,1,0,16.555
0,0,0,0,0,1,1,1,1,0,1,0,1,1,16.132
0,1,1,1,1,1,0,0,0,1,0,1,0,1,18.487
1,1,1,1,1,0,1,0,1,0,0,1,1,1,17.825
0,1,1,1,0,1,1,0,0,1,1,0,1,1,16.531
0,0,0,0,0,0,1,0,1,0,1,0,0,0,15.967
0,0,0,1,0,0,0,0,1,0,1,0,0,1,16.042
0,1,0,0,0,0,0,0,0,1,1,0,1,1,16.45
1,1,0,0,1,1,1,1,1,1,1,0,0,1,16.642
0,1,0,1,0,0,1,0,1,0,0,0,1,0,15.852
1,1,1,1,0,0,1,0,0,1,1,1,0,1,18.775
1,1,0,1,0,0,0,0,0,1,1,0,1,0,16.62
1,0,0,1,1,1,1,1,0,0,0,0,0,1,16.04
0,0,0,1,0,1,1,1,1,0,0,1,0,1,18.25
1,1,0,0,0,0,1,0,1,1,0,0,1,0,16.574
0,0,0,1,1,1,0,1,1,0,1,0,1,0,16.063
1,1,0,0,1,1,1,1,0,0,1,0,1,1,15.988
0,1,0,1,0,1,0,1,1,1,0,1,0,1,18.36
0,0,1,1,1,0,0,0,0,1,1,1,1,1,18.333
1,0,0,0,1,0,1,1,1,0,0,1,1,0,17.703
0,0,1,1,1,1,1,1,0,0,1,1,0,1,17.962
0,0,1,1,0,0,1,1,1,1,1,0,1,1,16.489
0,1,0,0,1,1,1,0,0,1,1,1,1,1,18.182
1,0,1,0,1,1,0,1,1,0,0,0,0,1,16.447
0,1,1,0,1,0,1,1,0,0,0,0,0,0,16.168
1,0,0,0,0,0,1,1,0,0,0,1,1,0,17.967
1,1,1,1,1,1,1,0,1,0,1,0,0,0,16.203
0,0,0,1,0,1,1,0,1,1,0,0,0,1,16.566
1,0,0,1,1,0,0,1,0,1,1,0,0,0,16.646
1,0,0,1,0,0,1,0,0,0,1,0,1,0,15.967
1,1,1,0,0,1,0,0,0,0,0,1,1,0,17.761
1,1,0,1,1,1,1,0,0,0,1,0,1,1,16.071
1,0,1,1,0,1,0,1,0,1,1,1,1,0,18.557
1,0,1,1,1,0,0,0,1,1,1,1,1,0,18.223
1,0,1,0,0,1,0,0,1,0,1,0,0,0,16.017
0,0,1,0,0,0,1,1,1,1,0,1,1,1,18.381
0,1,1,1,0,1,0,1,1,0,0,0,0,0,16.069
0,0,1,0,0,0,1,1,1,0,1,1,1,1,17.653
0,1,0,0,1,0,0,1,1,0,1,1,0,1,17.898
1,1,1,1,0,1,1,0,1,0,1,1,1,0,17.833
1,1,0,0,1,0,1,1,0,1,1,0,0,1,16.65
1,0,1,1,1,1,0,1,1,1,1,1,1,1,18.248
0,0,1,1,1,0,1,0,1,1,1,1,1,0,18.122
0,1,0,1,1,1,1,1,1,0,1,0,1,1,16.011
0,0,0,0,0,1,1,0,1,1,1,0,1,0,16.543
1,0,0,0,0,0,1,1,0,1,1,0,1,0,16.611
0,0,0,1,0,0,0,0,0,1,0,0,1,1,16.537
1,1,0,1,0,0,1,1,1,0,0,1,1,1,17.697
1,0,0,0,1,1,1,1,0,0,0,1,0,1,17.799
1,0,1,0,1,0,1,1,0,1,0,1,0,0,18.409
1,0,1,0,1,1,0,1,0,1,1,1,0,1,18.404
1,0,1,1,0,0,0,0,1,1,1,1,1,0,18.354
0,0,1,0,1,1,1,0,0,0,0,0,1,0,16.186
0,1,0,1,1,1,1,1,1,1,1,0,1,0,16.618
0,1,0,1,0,0,0,0,0,0,1,0,1,0,16.149
1,0,0,1,0,0,1,1,0,1,1,1,0,1,18.365
0,1,0,0,0,0,0,0,1,1,0,0,0,1,16.629
0,0,1,0,0,1,1,0,1,1,1,1,0,0,18.327
1,0,1,1,0,1,1,1,1,0,0,0,1,1,15.998
0,1,0,0,1,1,1,1,0,0,0,1,1,0,17.899
1,1,0,0,0,0,0,1,1,1,0,1,0,0,18.709
0,0,1,1,0,1,1,1,0,0,0,1,1,0,17.941
1,0,1,0,0,0,1,1,1,0,1,0,0,1,16.136
0,1,1,0,0,1,0,0,0,1,1,0,0,1,16.823
1,1,0,0,0,0,0,0,0,0,0,1,1,1,17.886
1,0,0,1,0,1,0,0,1,0,1,1,0,0,17.908
1,1,1,0,1,0,1,1,0,1,0,0,0,1,16.504
1,1,0,0,1,1,0,1,0,0,0,1,1,1,17.757
1,0,1,1,0,1,1,1,1,1,0,1,0,1,18.394
0,0,0,0,1,0,1,1,1,0,1,0,0,1,16.097
0,1,1,1,0,1,0,1,0,1,1,1,0,1,18.25
0,0,1,0,1,1,0,0,0,0,0,1,1,1,17.772
0,1,0,1,0,1,0,0,1,0,1,1,1,1,17.973
0,1,1,0,0,0,1,1,0,0,0,0,0,1,16.164
0,1,1,1,1,0,1,0,0,0,0,0,0,1,15.966
1,1,1,1,0,1,0,0,1,0,0,1,0,1,17.866
1,0,1,0,0,1,0,1,1,0,1,1,0,0,17.987
1,0,1,0,0,0,0,1,1,0,1,0,1,0,15.957
0,1,1,0,0,1,0,0,1,0,1,0,1,1,15.96
0,0,0,0,0,0,1,0,1,0,1,1,1,0,17.814
0,0,1,0,1,1,1,0,1,0,0,1,0,0,17.897
0,0,1,1,1,0,0,0,1,0,0,1,0,0,18.029
1,0,1,1,1,0,0,1,0,0,1,1,1,0,17.682
0,0,1,0,1,1,0,1,0,1,0,0,1,1,16.489
1,1,0,0,1,0,0,1,1,1,1,0,1,1,16.588
1,1,0,0,1,1,0,1,0,0,0,1,0,1,17.811
1,0,1,1,0,0,0,0,0,1,0,0,1,0,16.73
1,1,0,0,0,1,0,0,1,1,0,0,1,0,16.512
0,1,0,1,1,0,0,0,0,0,0,1,1,0,17.894
1,0,0,1,0,1,0,0,0,0,1,0,0,1,15.99
1,1,1,0,0,1,0,1,1,0,0,0,1,0,15.961
1,0,0,1,0,1,1,0,1,1,1,1,1,1,18.275
1,1,0,1,1,0,1,1,1,1,1,1,1,0,18.402
1,0,0,1,1,1,1,1,0,1,1,0,0,1,17.143
0,0,1,0,1,1,0,0,0,1,0,0,1,0,16.57
1,1,1,1,0,0,0,1,0,0,0,0,0,0,16.184
1,1,1,1,0,0,1,1,0,0,0,0,0,1,16.242
0,1,1,0,0,0,1,1,1,1,0,1,0,1,18.275
0,0,0,1,1,0,1,0,0,0,0,1,1,0,17.622
0,1,0,1,1,0,1,0,1,0,0,0,1,0,15.933
0,0,0,0,1,0,0,1,1,0,1,1,0,1,17.863
1,1,0,0,0,1,1,1,1,1,1,0,0,0,16.491
0,1,0,1,1,1,0,1,0,1,0,0,0,1,16.585
1,0,0,1,0,0,0,1,0,0,1,1,0,0,17.903
0,0,0,1,1,0,1,1,1,0,1,1,0,1,17.802
1,1,0,1,0,0,1,0,0,1,1,0,1,0,16.471
0,0,0,1,0,1,0,1,1,0,1,1,0,1,17.802
1,1,1,0,0,1,1,1,1,1,0,1,1,0,18.184
0,1,0,0,0,1,1,1,0,1,1,0,1,0,16.511
1,1,0,0,0,0,1,1,1,1,1,1,0,1,18.284
1,0,0,1,1,1,1,1,1,0,0,0,1,1,15.989
1,1,0,0,1,0,0,0,0,1,0,0,1,1,16.496
1,0,0,1,1,1,1,1,1,1,1,1,0,1,18.369
1,1,0,0,0,1,0,0,1,1,1,0,1,1,16.77
1,0,1,1,1,0,1,0,0,0,0,1,1,1,17.811
1,1,1,1,1,1,0,0,0,1,1,0,0,0,16.631
0,1,1,1,1,1,0,0,0,1,0,1,1,1,18.305
0,0,1,1,1,1,1,1,1,0,0,0,1,0,16.14
1,0,1,1,1,1,0,1,0,1,1,0,1,0,16.616
0,1,0,1,1,0,0,1,1,0,0,1,0,0,17.753
1,1,0,0,0,1,1,1,1,0,0,0,0,1,15.962
0,0,0,1,1,1,0,1,0,1,0,1,0,1,18.633
0,1,1,1,0,0,1,1,1,1,1,0,0,1,16.658
1,1,1,1,1,1,1,1,1,1,1,1,0,1,18.35
1,1,0,1,1,1,0,0,1,1,1,0,0,0,16.641
0,1,0,1,0,0,1,1,0,1,0,0,0,1,16.651
0,0,1,0,0,0,1,0,0,0,0,1,0,1,17.994
0,1,0,0,1,0,0,1,0,1,0,1,1,0,18.271
0,0,1,0,1,1,1,1,0,0,0,0,1,1,15.967
0,0,0,0,0,0,0,0,1,1,0,0,0,0,16.644
0,0,0,0,0,0,1,1,1,1,0,0,1,0,16.529
1,1,1,1,1,0,1,0,1,0,1,0,0,0,15.965
0,0,1,0,1,1,0,1,0,0,0,0,1,1,16.145
0,0,1,0,0,1,0,0,1,0,0,1,1,0,17.925
1,0,0,0,1,0,0,1,1,0,1,1,1,0,17.838
1,0,0,1,1,0,0,0,0,0,1,0,0,1,16.054
0,0,0,1,0,1,1,0,0,1,0,0,0,0,16.638
0,1,1,1,0,0,0,0,0,1,0,1,0,0,18.463
0,1,1,1,1,0,1,1,1,0,1,0,1,0,15.948
1,0,1,0,0,1,1,0,0,0,0,0,0,0,16.015
1,0,0,0,1,0,0,1,1,1,0,1,1,0,18.728
0,1,1,0,0,0,1,0,0,0,1,1,0,1,18.291
1,0,1,0,1,1,1,0,0,1,1,0,0,0,16.606
1,0,0,1,0,0,1,0,0,1,1,1,0,1,18.5
1,0,0,0,0,0,1,1,1,0,1,0,1,0,16.11
1,1,0,0,0,0,0,1,0,0,1,1,1,0,17.682
0,1,1,1,0,0,1,1,0,1,1,1,1,0,18.295
1,1,0,1,1,0,0,1,0,0,1,1,0,0,18.009
1,1,0,1,0,0,1,0,0,1,1,1,1,1,18.797
0,1,0,0,0,1,0,1,0,1,1,1,1,0,18.613
0,1,1,1,1,0,0,1,0,1,1,0,1,1,16.64
0,0,0,0,0,0,1,0,1,0,1,0,1,1,15.891
0,1,1,1,1,0,0,0,1,0,0,0,0,0,16.427
0,1,1,1,1,1,1,1,0,0,1,0,1,1,15.971
0,1,0,0,1,0,0,1,0,1,0,0,1,1,16.501
1,0,1,0,0,0,0,1,0,0,1,1,0,0,17.992
1,1,0,0,1,0,0,1,0,0,0,0,1,0,15.932
0,1,0,0,1,1,1,0,1,0,1,1,1,1,17.792
1,1,1,0,0,1,0,1,1,0,1,0,0,1,15.977
1,0,0,0,0,0,1,0,1,1,1,0,1,1,16.691
1,0,0,1,1,0,1,1,1,1,1,1,1,1,18.336
1,1,0,1,1,1,0,0,1,1,0,1,0,0,18.406
0,1,1,1,0,0,1,1,1,1,1,0,0,0,16.59
0,0,0,1,0,1,0,1,0,0,1,0,0,0,16.027
1,0,1,0,0,1,1,0,0,1,1,1,1,0,18.495
0,1,1,0,0,0,0,1,1,1,0,0,1,0,17.011
1,0,0,1,0,1,1,0,0,1,1,1,1,1,18.253
1,0,1,0,1,0,0,0,1,1,1,0,1,0,16.762
1,0,1,1,1,1,1,0,0,1,1,1,1,0,18.343
0,1,1,0,1,1,1,1,0,1,0,1,0,0,18.564
0,0,1,0,0,0,0,0,1,0,1,1,0,1,17.791
0,1,1,1,0,0,0,0,0,0,0,1,0,1,17.978
0,0,1,1,0,0,1,0,0,1,0,0,1,0,16.515
0,1,1,0,0,1,1,0,0,1,0,1,0,0,18.455
0,1,0,1,0,0,0,1,0,0,1,1,0,0,17.919
0,0,1,1,0,1,0,1,0,1,0,1,1,1,18.19
1,1,0,0,0,0,1,1,0,1,1,1,1,0,18.412
0,1,1,1,1,0,1,1,1,1,0,0,0,0,16.663
0,1,0,0,0,0,1,0,0,1,1,0,0,0,16.697
1,0,1,0,0,1,0,1,0,0,1,1,1,0,17.736
0,0,1,1,0,1,1,1,0,1,0,0,0,1,16.789
0,0,1,1,0,1,1,0,0,0,0,1,0,0,18.008
1,1,0,1,1,1,1,0,1,1,0,0,0,0,16.659
1,1,0,0,0,0,0,1,0,1,0,1,1,0,18.253
0,0,1,0,0,0,1,0,1,0,0,1,1,0,17.831
0,0,0,0,1,0,0,1,0,1,1,1,1,1,18.134
0,1,0,1,1,1,0,1,0,0,0,1,1,1,17.665
1,0,0,0,1,0,0,0,0,1,0,1,1,1,18.289
1,0,1,1,0,0,0,1,1,0,1,0,1,0,16.093
0,0,1,0,1,1,1,1,0,0,0,0,0,1,15.972
1,0,0,0,0,1,0,0,1,0,0,1,1,0,17.818
1,0,0,0,1,1,1,1,0,1,0,0,0,1,16.756
0,1,1,1,0,0,0,0,0,0,0,0,1,1,15.878
1,1,0,1,0,1,0,1,1,1,0,0,0,0,16.883
0,1,1,1,0,0,0,1,1,1,0,0,0,0,16.896
0,1,1,1,1,1,0,0,1,1,1,1,1,1,18.425
1,0,0,0,0,0,0,0,0,0,1,0,1,0,16.17
0,1,0,1,0,0,0,1,1,1,0,1,0,0,18.43
0,1,0,0,0,0,1,1,1,1,1,0,0,1,16.606
