SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readrandom.2
0,1,0,0,0,1,0,0,1,0,1,1,0,0,4.97
1,0,0,0,1,1,0,0,0,1,1,0,0,1,5.355
1,1,0,1,1,0,0,1,1,0,0,1,0,0,4.996
1,0,1,1,0,1,0,1,1,1,1,0,1,1,5.471
0,1,1,0,1,1,1,0,0,1,1,0,0,1,5.377
1,1,0,1,0,0,1,1,0,0,1,1,1,0,4.952
0,1,0,1,1,0,1,1,0,1,1,0,1,0,5.324
1,0,0,1,1,0,1,1,0,1,0,1,0,1,5.277
1,1,1,0,1,0,0,0,1,0,0,0,0,1,5.089
0,0,1,1,0,0,1,0,0,1,0,1,0,1,5.333
0,1,1,0,0,0,1,1,0,0,1,0,0,1,5.043
0,1,1,1,1,1,0,0,0,1,1,1,0,1,5.279
1,0,1,0,0,0,1,0,1,0,0,1,0,0,5.102
0,0,1,0,0,1,1,0,1,0,0,0,1,1,4.985
1,1,1,0,0,0,0,1,0,0,1,1,1,1,4.862
0,0,0,1,0,1,1,1,1,1,0,0,0,0,5.809
0,1,1,0,0,0,0,0,1,0,1,1,1,1,4.874
0,1,0,0,0,0,0,1,0,1,1,1,1,0,5.29
0,1,1,1,1,0,1,1,1,1,1,0,0,0,5.362
0,0,0,1,1,0,0,0,0,1,1,1,0,1,5.337
1,0,1,0,0,1,0,0,0,0,0,0,1,1,5.059
1,0,1,0,1,1,0,0,1,1,0,1,0,0,5.333
0,1,1,1,0,1,0,0,0,0,0,1,0,0,5.087
1,0,1,1,0,1,0,1,0,0,0,0,1,1,5.246
0,1,1,1,1,0,0,1,1,1,1,0,0,0,5.551
0,1,0,1,1,0,1,0,0,1,1,0,1,0,5.314
0,0,1,1,1,0,0,1,1,1,1,0,1,0,5.302
1,0,1,1,1,1,1,1,0,1,1,0,1,0,5.473
0,0,1,1,1,0,1,0,0,1,1,1,0,1,5.399
1,1,0,0,0,0,1,1,1,1,1,0,1,0,5.481
0,1,1,1,0,1,0,0,0,0,1,1,1,0,4.941
1,1,1,1,0,1,1,1,1,1,1,0,1,1,5.395
1,1,1,0,0,0,1,0,0,1,1,0,1,1,5.353
1,0,0,0,0,1,1,1,1,1,0,1,1,0,5.295
1,1,0,1,1,0,1,1,0,1,0,1,1,1,5.278
1,0,1,1,1,1,0,0,1,0,1,0,0,1,5.099
0,0,1,1,0,0,1,0,0,0,1,0,1,0,5.169
1,1,0,1,0,1,0,1,0,1,0,0,0,0,5.534
1,1,1,0,0,1,1,0,1,0,0,1,0,0,4.927
1,1,0,1,0,1,1,0,1,1,0,1,0,1,5.315
1,0,1,0,1,0,1,1,0,1,0,1,1,0,5.283
1,0,1,1,0,1,0,0,1,0,1,1,0,1,4.952
1,0,0,0,1,0,0,1,0,1,1,0,1,1,5.344
1,0,0,1,0,0,0,1,1,1,1,0,0,0,5.591
1,0,1,0,0,1,1,1,1,1,1,0,0,1,5.482
1,0,0,0,0,1,0,1,0,0,0,0,1,0,4.983
0,1,1,1,1,1,0,0,1,1,0,0,1,1,5.365
1,1,1,1,1,1,0,1,0,0,0,1,1,0,5.057
1,1,1,1,0,0,1,0,1,1,0,0,1,0,5.428
0,1,0,1,0,0,1,0,1,0,0,1,0,0,5.096
0,1,0,1,1,0,1,0,1,1,1,0,0,1,5.458
0,0,1,1,0,1,0,1,1,0,0,0,0,0,4.961
0,0,1,1,0,1,0,1,0,1,0,0,1,0,5.289
0,0,0,1,1,0,0,0,0,1,1,0,1,0,5.57
0,1,1,0,1,0,0,1,0,0,0,1,1,0,5.027
0,1,1,1,0,1,0,1,0,0,1,1,1,1,5.01
1,1,0,0,1,1,1,0,0,1,1,1,1,1,5.248
1,1,1,0,0,0,0,1,1,0,0,1,1,1,5.083
1,1,1,1,1,1,0,1,1,0,0,0,1,0,4.913
1,1,0,0,0,1,0,1,1,0,1,1,1,0,4.93
0,1,0,0,0,1,0,1,1,0,0,1,0,0,5.03
1,0,1,1,1,1,0,1,1,0,0,1,1,1,5.043
1,0,0,1,1,1,0,0,1,0,1,0,1,1,5.238
0,1,0,1,1,1,0,1,1,0,0,1,1,0,4.882
1,1,1,1,1,1,1,1,1,0,0,0,1,0,4.949
0,0,1,1,1,1,0,1,1,1,1,1,1,1,5.274
0,1,1,0,0,0,0,0,0,1,0,1,1,1,5.338
1,0,1,0,0,0,1,1,1,0,0,0,0,1,4.896
1,1,0,1,0,0,0,0,0,0,0,0,1,0,5.038
0,1,1,0,1,1,1,1,1,1,0,0,1,1,5.382
1,1,1,1,1,0,1,0,1,0,0,0,1,1,4.852
1,1,1,0,0,1,0,0,0,1,1,1,0,0,5.315
0,1,1,1,1,0,1,0,0,1,1,1,1,0,5.283
1,1,1,1,1,0,1,0,1,1,0,1,1,0,5.517
1,0,0,0,1,0,1,1,1,1,0,0,0,0,5.41
0,1,0,0,0,1,0,1,1,0,0,1,1,1,4.979
0,1,0,0,1,0,0,1,1,1,0,0,1,1,5.315
0,1,1,0,0,0,0,0,1,1,0,1,0,1,5.622
1,0,0,1,1,1,0,1,0,1,1,1,1,0,5.403
0,0,1,0,1,0,0,1,1,1,1,0,1,0,5.289
0,1,1,1,1,0,0,1,1,1,1,1,1,1,5.361
1,0,0,1,1,1,0,1,0,1,1,1,0,1,5.388
0,0,0,1,0,0,1,0,0,1,1,1,1,1,5.333
1,0,0,0,1,1,1,0,0,0,0,0,0,0,5.079
1,1,0,1,0,1,1,0,1,1,0,0,0,1,5.539
1,1,1,0,1,0,1,1,0,0,1,1,0,1,4.901
0,0,1,0,0,0,0,0,1,0,0,0,0,1,4.918
1,1,0,1,1,0,1,0,1,1,1,1,1,1,5.371
0,0,1,1,1,1,0,1,0,0,0,1,0,1,5.102
0,0,1,1,1,1,1,0,1,0,0,1,0,0,5.175
0,1,1,1,0,0,0,0,0,1,1,1,1,1,5.283
0,1,1,0,1,1,0,0,1,1,1,1,0,1,5.335
1,0,0,1,1,1,1,0,0,1,0,1,0,0,5.378
0,1,0,1,1,1,1,1,1,0,0,1,1,1,4.984
1,0,1,1,0,0,0,0,0,0,1,1,1,0,4.857
1,1,0,0,0,1,0,1,0,1,1,1,0,1,5.256
0,1,0,0,0,0,0,1,1,0,0,0,0,1,5.131
0,1,1,0,1,0,1,0,0,0,0,1,1,1,4.92
1,0,1,1,0,0,0,0,1,1,1,0,0,0,5.356
1,1,1,0,1,1,0,1,1,0,0,1,0,1,5.053
0,1,1,1,1,1,1,0,0,1,0,0,0,0,5.457
1,0,1,0,1,1,0,1,1,1,1,1,1,0,5.339
0,0,1,0,1,0,0,1,1,0,0,1,0,0,5.083
1,0,0,1,1,1,0,1,0,1,0,0,1,0,5.282
1,0,1,1,1,0,0,0,1,0,0,1,0,1,5.079
1,0,0,0,1,1,1,1,1,1,1,1,0,0,5.375
0,0,0,0,1,0,0,1,0,0,0,0,1,0,4.907
0,1,1,0,0,0,1,0,0,1,1,1,1,1,5.255
0,1,1,1,0,1,1,0,1,1,0,1,0,0,5.305
0,0,0,0,1,1,1,1,1,0,0,1,1,1,5.146
1,1,1,0,0,1,1,0,1,0,0,1,1,1,5.178
0,1,1,0,0,1,1,0,1,0,0,0,0,0,4.959
1,1,1,0,0,1,0,1,1,1,1,0,1,0,5.336
0,1,1,1,0,1,0,0,1,0,0,0,1,0,5.015
1,1,1,1,0,1,0,0,1,0,1,1,1,1,4.864
1,1,1,0,1,0,1,1,0,1,1,1,0,0,5.242
1,1,0,1,0,0,1,0,0,0,0,1,0,0,5.079
1,1,0,0,1,0,0,0,1,1,1,0,1,1,5.344
1,1,0,0,0,1,0,1,0,0,0,1,0,0,5.002
0,1,0,1,1,1,1,0,0,1,1,0,0,0,5.357
0,1,0,0,1,1,0,0,0,0,0,1,1,1,4.913
0,0,1,0,1,1,1,1,0,1,0,0,1,0,5.867
0,0,0,0,0,1,1,1,1,0,1,0,1,1,5.065
0,1,1,1,1,1,0,0,0,1,0,1,0,1,5.324
1,1,1,1,1,0,1,0,1,0,0,1,1,1,5.098
0,1,1,1,0,1,1,0,0,1,1,0,1,1,5.379
0,0,0,0,0,0,1,0,1,0,1,0,0,0,5.312
0,0,0,1,0,0,0,0,1,0,1,0,0,1,4.895
0,1,0,0,0,0,0,0,0,1,1,0,1,1,5.429
1,1,0,0,1,1,1,1,1,1,1,0,0,1,5.364
0,1,0,1,0,0,1,0,1,0,0,0,1,0,4.859
1,1,1,1,0,0,1,0,0,1,1,1,0,1,5.266
1,1,0,1,0,0,0,0,0,1,1,0,1,0,5.388
1,0,0,1,1,1,1,1,0,0,0,0,0,1,4.923
0,0,0,1,0,1,1,1,1,0,0,1,0,1,5.067
1,1,0,0,0,0,1,0,1,1,0,0,1,0,5.361
0,0,0,1,1,1,0,1,1,0,1,0,1,0,5.047
1,1,0,0,1,1,1,1,0,0,1,0,1,1,5.032
0,1,0,1,0,1,0,1,1,1,0,1,0,1,5.315
0,0,1,1,1,0,0,0,0,1,1,1,1,1,5.325
1,0,0,0,1,0,1,1,1,0,0,1,1,0,4.866
0,0,1,1,1,1,1,1,0,0,1,1,0,1,4.944
0,0,1,1,0,0,1,1,1,1,1,0,1,1,5.289
0,1,0,0,1,1,1,0,0,1,1,1,1,1,5.286
1,0,1,0,1,1,0,1,1,0,0,0,0,1,5.193
0,1,1,0,1,0,1,1,0,0,0,0,0,0,4.945
1,0,0,0,0,0,1,1,0,0,0,1,1,0,5.004
1,1,1,1,1,1,1,0,1,0,1,0,0,0,4.898
0,0,0,1,0,1,1,0,1,1,0,0,0,1,5.418
1,0,0,1,1,0,0,1,0,1,1,0,0,0,5.343
1,0,0,1,0,0,1,0,0,0,1,0,1,0,4.876
1,1,1,0,0,1,0,0,0,0,0,1,1,0,4.859
1,1,0,1,1,1,1,0,0,0,1,0,1,1,5.067
1,0,1,1,0,1,0,1,0,1,1,1,1,0,5.248
1,0,1,1,1,0,0,0,1,1,1,1,1,0,5.557
1,0,1,0,0,1,0,0,1,0,1,0,0,0,5.005
0,0,1,0,0,0,1,1,1,1,0,1,1,1,5.471
0,1,1,1,0,1,0,1,1,0,0,0,0,0,4.886
0,0,1,0,0,0,1,1,1,0,1,1,1,1,4.897
0,1,0,0,1,0,0,1,1,0,1,1,0,1,4.901
1,1,1,1,0,1,1,0,1,0,1,1,1,0,4.894
1,1,0,0,1,0,1,1,0,1,1,0,0,1,5.496
1,0,1,1,1,1,0,1,1,1,1,1,1,1,5.238
0,0,1,1,1,0,1,0,1,1,1,1,1,0,5.475
0,1,0,1,1,1,1,1,1,0,1,0,1,1,4.85
0,0,0,0,0,1,1,0,1,1,1,0,1,0,5.316
1,0,0,0,0,0,1,1,0,1,1,0,1,0,5.406
0,0,0,1,0,0,0,0,0,1,0,0,1,1,5.309
1,1,0,1,0,0,1,1,1,0,0,1,1,1,4.915
1,0,0,0,1,1,1,1,0,0,0,1,0,1,4.989
1,0,1,0,1,0,1,1,0,1,0,1,0,0,5.287
1,0,1,0,1,1,0,1,0,1,1,1,0,1,5.275
1,0,1,1,0,0,0,0,1,1,1,1,1,0,5.451
0,0,1,0,1,1,1,0,0,0,0,0,1,0,4.986
0,1,0,1,1,1,1,1,1,1,1,0,1,0,5.314
0,1,0,1,0,0,0,0,0,0,1,0,1,0,5.005
1,0,0,1,0,0,1,1,0,1,1,1,0,1,5.368
0,1,0,0,0,0,0,0,1,1,0,0,0,1,5.339
0,0,1,0,0,1,1,0,1,1,1,1,0,0,5.286
1,0,1,1,0,1,1,1,1,0,0,0,1,1,4.972
0,1,0,0,1,1,1,1,0,0,0,1,1,0,5.003
1,1,0,0,0,0,0,1,1,1,0,1,0,0,5.43
0,0,1,1,0,1,1,1,0,0,0,1,1,0,4.981
1,0,1,0,0,0,1,1,1,0,1,0,0,1,4.947
0,1,1,0,0,1,0,0,0,1,1,0,0,1,5.586
1,1,0,0,0,0,0,0,0,0,0,1,1,1,5.147
1,0,0,1,0,1,0,0,1,0,1,1,0,0,4.997
1,1,1,0,1,0,1,1,0,1,0,0,0,1,5.303
1,1,0,0,1,1,0,1,0,0,0,1,1,1,4.897
1,0,1,1,0,1,1,1,1,1,0,1,0,1,5.487
0,0,0,0,1,0,1,1,1,0,1,0,0,1,4.911
0,1,1,1,0,1,0,1,0,1,1,1,0,1,5.257
0,0,1,0,1,1,0,0,0,0,0,1,1,1,4.882
0,1,0,1,0,1,0,0,1,0,1,1,1,1,4.993
0,1,1,0,0,0,1,1,0,0,0,0,0,1,5.119
0,1,1,1,1,0,1,0,0,0,0,0,0,1,5.1
1,1,1,1,0,1,0,0,1,0,0,1,0,1,5.112
1,0,1,0,0,1,0,1,1,0,1,1,0,0,4.99
1,0,1,0,0,0,0,1,1,0,1,0,1,0,4.888
0,1,1,0,0,1,0,0,1,0,1,0,1,1,5.06
0,0,0,0,0,0,1,0,1,0,1,1,1,0,4.887
0,0,1,0,1,1,1,0,1,0,0,1,0,0,5.019
0,0,1,1,1,0,0,0,1,0,0,1,0,0,5.008
1,0,1,1,1,0,0,1,0,0,1,1,1,0,5.02
0,0,1,0,1,1,0,1,0,1,0,0,1,1,5.357
1,1,0,0,1,0,0,1,1,1,1,0,1,1,5.463
1,1,0,0,1,1,0,1,0,0,0,1,0,1,4.913
1,0,1,1,0,0,0,0,0,1,0,0,1,0,5.275
1,1,0,0,0,1,0,0,1,1,0,0,1,0,5.287
0,1,0,1,1,0,0,0,0,0,0,1,1,0,4.929
1,0,0,1,0,1,0,0,0,0,1,0,0,1,4.965
1,1,1,0,0,1,0,1,1,0,0,0,1,0,5.0
1,0,0,1,0,1,1,0,1,1,1,1,1,1,5.285
1,1,0,1,1,0,1,1,1,1,1,1,1,0,5.301
1,0,0,1,1,1,1,1,0,1,1,0,0,1,5.429
0,0,1,0,1,1,0,0,0,1,0,0,1,0,5.31
1,1,1,1,0,0,0,1,0,0,0,0,0,0,4.973
1,1,1,1,0,0,1,1,0,0,0,0,0,1,5.116
0,1,1,0,0,0,1,1,1,1,0,1,0,1,5.35
0,0,0,1,1,0,1,0,0,0,0,1,1,0,4.864
0,1,0,1,1,0,1,0,1,0,0,0,1,0,5.069
0,0,0,0,1,0,0,1,1,0,1,1,0,1,4.999
1,1,0,0,0,1,1,1,1,1,1,0,0,0,5.472
0,1,0,1,1,1,0,1,0,1,0,0,0,1,5.434
1,0,0,1,0,0,0,1,0,0,1,1,0,0,4.931
0,0,0,1,1,0,1,1,1,0,1,1,0,1,4.954
1,1,0,1,0,0,1,0,0,1,1,0,1,0,5.319
0,0,0,1,0,1,0,1,1,0,1,1,0,1,4.996
1,1,1,0,0,1,1,1,1,1,0,1,1,0,5.304
0,1,0,0,0,1,1,1,0,1,1,0,1,0,5.319
1,1,0,0,0,0,1,1,1,1,1,1,0,1,5.296
1,0,0,1,1,1,1,1,1,0,0,0,1,1,5.054
1,1,0,0,1,0,0,0,0,1,0,0,1,1,5.314
1,0,0,1,1,1,1,1,1,1,1,1,0,1,5.261
1,1,0,0,0,1,0,0,1,1,1,0,1,1,5.372
1,0,1,1,1,0,1,0,0,0,0,1,1,1,5.047
1,1,1,1,1,1,0,0,0,1,1,0,0,0,5.37
0,1,1,1,1,1,0,0,0,1,0,1,1,1,5.34
0,0,1,1,1,1,1,1,1,0,0,0,1,0,5.088
1,0,1,1,1,1,0,1,0,1,1,0,1,0,5.407
0,1,0,1,1,0,0,1,1,0,0,1,0,0,5.004
1,1,0,0,0,1,1,1,1,0,0,0,0,1,5.05
0,0,0,1,1,1,0,1,0,1,0,1,0,1,5.278
0,1,1,1,0,0,1,1,1,1,1,0,0,1,5.73
1,1,1,1,1,1,1,1,1,1,1,1,0,1,5.697
1,1,0,1,1,1,0,0,1,1,1,0,0,0,5.501
0,1,0,1,0,0,1,1,0,1,0,0,0,1,5.695
0,0,1,0,0,0,1,0,0,0,0,1,0,1,4.911
0,1,0,0,1,0,0,1,0,1,0,1,1,0,5.304
0,0,1,0,1,1,1,1,0,0,0,0,1,1,4.875
0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.562
0,0,0,0,0,0,1,1,1,1,0,0,1,0,5.277
1,1,1,1,1,0,1,0,1,0,1,0,0,0,4.939
0,0,1,0,1,1,0,1,0,0,0,0,1,1,4.914
0,0,1,0,0,1,0,0,1,0,0,1,1,0,5.051
1,0,0,0,1,0,0,1,1,0,1,1,1,0,4.879
1,0,0,1,1,0,0,0,0,0,1,0,0,1,5.044
0,0,0,1,0,1,1,0,0,1,0,0,0,0,5.325
0,1,1,1,0,0,0,0,0,1,0,1,0,0,5.357
0,1,1,1,1,0,1,1,1,0,1,0,1,0,5.058
1,0,1,0,0,1,1,0,0,0,0,0,0,0,4.985
1,0,0,0,1,0,0,1,1,1,0,1,1,0,5.271
0,1,1,0,0,0,1,0,0,0,1,1,0,1,5.08
1,0,1,0,1,1,1,0,0,1,1,0,0,0,5.333
1,0,0,1,0,0,1,0,0,1,1,1,0,1,5.286
1,0,0,0,0,0,1,1,1,0,1,0,1,0,5.037
1,1,0,0,0,0,0,1,0,0,1,1,1,0,4.872
0,1,1,1,0,0,1,1,0,1,1,1,1,0,5.447
1,1,0,1,1,0,0,1,0,0,1,1,0,0,4.939
1,1,0,1,0,0,1,0,0,1,1,1,1,1,5.265
0,1,0,0,0,1,0,1,0,1,1,1,1,0,5.401
0,1,1,1,1,0,0,1,0,1,1,0,1,1,5.413
0,0,0,0,0,0,1,0,1,0,1,0,1,1,5.014
0,1,1,1,1,0,0,0,1,0,0,0,0,0,5.061
0,1,1,1,1,1,1,1,0,0,1,0,1,1,5.181
0,1,0,0,1,0,0,1,0,1,0,0,1,1,5.492
1,0,1,0,0,0,0,1,0,0,1,1,0,0,4.928
1,1,0,0,1,0,0,1,0,0,0,0,1,0,4.957
0,1,0,0,1,1,1,0,1,0,1,1,1,1,4.898
1,1,1,0,0,1,0,1,1,0,1,0,0,1,4.91
1,0,0,0,0,0,1,0,1,1,1,0,1,1,5.399
1,0,0,1,1,0,1,1,1,1,1,1,1,1,5.369
1,1,0,1,1,1,0,0,1,1,0,1,0,0,5.493
0,1,1,1,0,0,1,1,1,1,1,0,0,0,5.508
0,0,0,1,0,1,0,1,0,0,1,0,0,0,5.014
1,0,1,0,0,1,1,0,0,1,1,1,1,0,5.584
0,1,1,0,0,0,0,1,1,1,0,0,1,0,5.532
1,0,0,1,0,1,1,0,0,1,1,1,1,1,5.422
1,0,1,0,1,0,0,0,1,1,1,0,1,0,5.417
1,0,1,1,1,1,1,0,0,1,1,1,1,0,5.292
0,1,1,0,1,1,1,1,0,1,0,1,0,0,5.348
0,0,1,0,0,0,0,0,1,0,1,1,0,1,4.997
0,1,1,1,0,0,0,0,0,0,0,1,0,1,4.902
0,0,1,1,0,0,1,0,0,1,0,0,1,0,5.283
0,1,1,0,0,1,1,0,0,1,0,1,0,0,5.45
0,1,0,1,0,0,0,1,0,0,1,1,0,0,4.913
0,0,1,1,0,1,0,1,0,1,0,1,1,1,5.298
1,1,0,0,0,0,1,1,0,1,1,1,1,0,5.516
0,1,1,1,1,0,1,1,1,1,0,0,0,0,5.519
0,1,0,0,0,0,1,0,0,1,1,0,0,0,5.346
1,0,1,0,0,1,0,1,0,0,1,1,1,0,4.92
0,0,1,1,0,1,1,1,0,1,0,0,0,1,5.378
0,0,1,1,0,1,1,0,0,0,0,1,0,0,4.922
1,1,0,1,1,1,1,0,1,1,0,0,0,0,5.467
1,1,0,0,0,0,0,1,0,1,0,1,1,0,5.253
0,0,1,0,0,0,1,0,1,0,0,1,1,0,4.93
0,0,0,0,1,0,0,1,0,1,1,1,1,1,5.282
0,1,0,1,1,1,0,1,0,0,0,1,1,1,4.887
1,0,0,0,1,0,0,0,0,1,0,1,1,1,5.405
1,0,1,1,0,0,0,1,1,0,1,0,1,0,5.049
0,0,1,0,1,1,1,1,0,0,0,0,0,1,4.9
1,0,0,0,0,1,0,0,1,0,0,1,1,0,5.058
1,0,0,0,1,1,1,1,0,1,0,0,0,1,5.555
0,1,1,1,0,0,0,0,0,0,0,0,1,1,4.917
1,1,0,1,0,1,0,1,1,1,0,0,0,0,5.478
0,1,1,1,0,0,0,1,1,1,0,0,0,0,5.483
0,1,1,1,1,1,0,0,1,1,1,1,1,1,5.454
1,0,0,0,0,0,0,0,0,0,1,0,1,0,5.064
0,1,0,1,0,0,0,1,1,1,0,1,0,0,5.319
0,1,0,0,0,0,1,1,1,1,1,0,0,1,5.451
