SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readrand100K.4
0,0,0,0,0,1,1,1,1,0,0,1,1,0,126.72
0,0,1,1,1,0,1,1,0,0,1,0,0,0,128.52
0,1,0,0,0,1,1,1,1,1,0,1,1,0,129.49
0,0,0,1,0,0,0,0,0,1,1,0,0,1,130.33
1,0,0,0,1,1,0,1,0,1,1,1,0,0,128.09
0,0,1,1,0,0,1,1,0,1,1,1,1,0,128.1
0,1,1,1,1,0,1,0,0,0,1,0,1,0,129.62
0,0,0,1,0,0,0,0,0,1,0,1,1,0,129.13
0,1,0,1,0,0,1,0,0,1,1,0,1,1,129.83
0,0,1,1,1,0,1,0,1,1,1,0,1,0,128.64
0,0,0,1,1,0,1,0,1,1,0,0,1,0,128.54
0,0,1,0,0,0,0,0,1,0,1,0,1,1,128.75
0,0,1,0,1,0,1,0,0,0,0,0,0,1,128.0
0,1,1,1,1,1,1,0,1,1,0,1,1,1,131.15
1,1,0,1,0,0,0,1,0,1,0,1,0,0,132.31
1,0,1,1,0,0,0,1,1,1,1,0,0,0,129.62
1,1,0,0,1,1,1,0,0,0,0,1,1,0,129.13
1,0,0,1,1,1,1,0,1,1,1,1,0,1,134.34
0,0,0,0,0,1,0,1,0,0,0,0,0,1,130.85
1,1,1,1,1,1,1,1,1,1,1,0,0,1,128.71
0,0,1,1,0,0,1,1,0,0,1,1,0,0,129.63
1,1,1,0,1,0,1,1,1,1,0,1,0,0,130.74
0,0,0,1,1,0,0,0,0,1,1,0,1,0,130.49
1,1,0,0,1,0,0,0,1,0,0,1,1,0,130.97
0,1,0,1,1,0,0,0,0,0,0,1,1,0,129.03
1,0,0,1,0,1,0,0,1,1,1,1,1,0,129.73
1,1,1,1,1,1,0,0,1,1,1,0,0,0,129.72
1,0,1,0,1,1,0,0,1,1,1,1,0,1,130.46
0,0,1,1,0,1,0,1,0,0,1,1,0,1,129.6
0,1,0,1,0,0,1,1,1,1,1,0,1,1,128.88
1,0,0,1,1,1,1,0,1,0,0,1,1,0,128.79
1,0,0,1,1,0,1,0,1,1,0,1,1,0,130.48
0,0,1,1,0,0,0,0,1,1,0,0,1,0,129.99
0,0,0,0,1,1,1,1,1,0,1,0,1,0,127.64
1,0,0,1,1,1,1,1,1,0,1,0,0,1,142.53
1,1,0,0,0,1,0,0,1,0,0,1,0,0,130.66
1,0,1,1,0,0,0,0,0,0,1,1,0,0,129.55
1,0,1,0,1,0,0,0,1,0,0,1,0,0,128.93
0,1,1,1,1,1,0,1,1,0,0,0,0,0,129.57
0,1,0,0,0,1,0,0,1,0,1,1,0,0,129.36
1,0,0,0,1,1,0,0,0,1,1,0,0,1,129.56
1,1,0,1,1,0,0,1,1,0,0,1,0,0,128.26
1,0,1,1,0,1,0,1,1,1,1,0,1,1,128.44
0,1,1,0,1,1,1,0,0,1,1,0,0,1,129.65
1,1,0,1,0,0,1,1,0,0,1,1,1,0,128.85
0,1,0,1,1,0,1,1,0,1,1,0,1,0,129.56
1,0,0,1,1,0,1,1,0,1,0,1,0,1,129.44
1,1,1,0,1,0,0,0,1,0,0,0,0,1,128.79
0,0,1,1,0,0,1,0,0,1,0,1,0,1,130.84
0,1,1,0,0,0,1,1,0,0,1,0,0,1,128.85
0,1,1,1,1,1,0,0,0,1,1,1,0,1,136.48
1,0,1,0,0,0,1,0,1,0,0,1,0,0,128.12
0,0,1,0,0,1,1,0,1,0,0,0,1,1,130.31
1,1,1,0,0,0,0,1,0,0,1,1,1,1,127.91
0,0,0,1,0,1,1,1,1,1,0,0,0,0,129.47
0,1,1,0,0,0,0,0,1,0,1,1,1,1,128.0
0,1,0,0,0,0,0,1,0,1,1,1,1,0,129.51
0,1,1,1,1,0,1,1,1,1,1,0,0,0,130.33
0,0,0,1,1,0,0,0,0,1,1,1,0,1,129.21
1,0,1,0,0,1,0,0,0,0,0,0,1,1,128.97
1,0,1,0,1,1,0,0,1,1,0,1,0,0,130.71
0,1,1,1,0,1,0,0,0,0,0,1,0,0,128.54
1,0,1,1,0,1,0,1,0,0,0,0,1,1,132.25
0,1,1,1,1,0,0,1,1,1,1,0,0,0,129.17
0,1,0,1,1,0,1,0,0,1,1,0,1,0,129.09
0,0,1,1,1,0,0,1,1,1,1,0,1,0,130.66
1,0,1,1,1,1,1,1,0,1,1,0,1,0,130.0
0,0,1,1,1,0,1,0,0,1,1,1,0,1,129.18
1,1,0,0,0,0,1,1,1,1,1,0,1,0,129.4
0,1,1,1,0,1,0,0,0,0,1,1,1,0,131.22
1,1,1,1,0,1,1,1,1,1,1,0,1,1,129.37
1,1,1,0,0,0,1,0,0,1,1,0,1,1,129.89
1,0,0,0,0,1,1,1,1,1,0,1,1,0,128.72
1,1,0,1,1,0,1,1,0,1,0,1,1,1,131.84
1,0,1,1,1,1,0,0,1,0,1,0,0,1,129.2
0,0,1,1,0,0,1,0,0,0,1,0,1,0,128.59
1,1,0,1,0,1,0,1,0,1,0,0,0,0,128.61
1,1,1,0,0,1,1,0,1,0,0,1,0,0,129.24
1,1,0,1,0,1,1,0,1,1,0,1,0,1,130.17
1,0,1,0,1,0,1,1,0,1,0,1,1,0,130.09
1,0,1,1,0,1,0,0,1,0,1,1,0,1,129.11
1,0,0,0,1,0,0,1,0,1,1,0,1,1,128.71
1,0,0,1,0,0,0,1,1,1,1,0,0,0,130.59
1,0,1,0,0,1,1,1,1,1,1,0,0,1,129.57
1,0,0,0,0,1,0,1,0,0,0,0,1,0,128.29
0,1,1,1,1,1,0,0,1,1,0,0,1,1,129.41
1,1,1,1,1,1,0,1,0,0,0,1,1,0,128.76
1,1,1,1,0,0,1,0,1,1,0,0,1,0,129.0
0,1,0,1,0,0,1,0,1,0,0,1,0,0,129.8
0,1,0,1,1,0,1,0,1,1,1,0,0,1,130.41
0,0,1,1,0,1,0,1,1,0,0,0,0,0,128.38
0,0,1,1,0,1,0,1,0,1,0,0,1,0,130.2
0,0,0,1,1,0,0,0,0,1,1,0,1,0,130.27
0,1,1,0,1,0,0,1,0,0,0,1,1,0,127.96
0,1,1,1,0,1,0,1,0,0,1,1,1,1,129.53
1,1,0,0,1,1,1,0,0,1,1,1,1,1,129.1
1,1,1,0,0,0,0,1,1,0,0,1,1,1,129.3
1,1,1,1,1,1,0,1,1,0,0,0,1,0,129.08
1,1,0,0,0,1,0,1,1,0,1,1,1,0,130.71
0,1,0,0,0,1,0,1,1,0,0,1,0,0,129.68
1,0,1,1,1,1,0,1,1,0,0,1,1,1,129.25
1,0,0,1,1,1,0,0,1,0,1,0,1,1,129.26
0,1,0,1,1,1,0,1,1,0,0,1,1,0,128.86
1,1,1,1,1,1,1,1,1,0,0,0,1,0,129.37
0,0,1,1,1,1,0,1,1,1,1,1,1,1,129.12
0,1,1,0,0,0,0,0,0,1,0,1,1,1,131.71
1,0,1,0,0,0,1,1,1,0,0,0,0,1,129.66
1,1,0,1,0,0,0,0,0,0,0,0,1,0,128.4
0,1,1,0,1,1,1,1,1,1,0,0,1,1,128.31
1,1,1,1,1,0,1,0,1,0,0,0,1,1,127.33
1,1,1,0,0,1,0,0,0,1,1,1,0,0,129.48
0,1,1,1,1,0,1,0,0,1,1,1,1,0,130.96
1,1,1,1,1,0,1,0,1,1,0,1,1,0,130.48
1,0,0,0,1,0,1,1,1,1,0,0,0,0,130.55
0,1,0,0,0,1,0,1,1,0,0,1,1,1,127.36
0,1,0,0,1,0,0,1,1,1,0,0,1,1,130.55
0,1,1,0,0,0,0,0,1,1,0,1,0,1,130.57
1,0,0,1,1,1,0,1,0,1,1,1,1,0,129.11
0,0,1,0,1,0,0,1,1,1,1,0,1,0,129.81
0,1,1,1,1,0,0,1,1,1,1,1,1,1,130.21
1,0,0,1,1,1,0,1,0,1,1,1,0,1,131.17
0,0,0,1,0,0,1,0,0,1,1,1,1,1,128.39
1,0,0,0,1,1,1,0,0,0,0,0,0,0,131.57
1,1,0,1,0,1,1,0,1,1,0,0,0,1,129.69
1,1,1,0,1,0,1,1,0,0,1,1,0,1,127.8
0,0,1,0,0,0,0,0,1,0,0,0,0,1,129.48
1,1,0,1,1,0,1,0,1,1,1,1,1,1,129.88
0,0,1,1,1,1,0,1,0,0,0,1,0,1,127.87
0,0,1,1,1,1,1,0,1,0,0,1,0,0,128.46
0,1,1,1,0,0,0,0,0,1,1,1,1,1,129.86
0,1,1,0,1,1,0,0,1,1,1,1,0,1,130.63
1,0,0,1,1,1,1,0,0,1,0,1,0,0,132.29
0,1,0,1,1,1,1,1,1,0,0,1,1,1,129.27
1,0,1,1,0,0,0,0,0,0,1,1,1,0,128.28
1,1,0,0,0,1,0,1,0,1,1,1,0,1,129.86
0,1,0,0,0,0,0,1,1,0,0,0,0,1,130.67
0,1,1,0,1,0,1,0,0,0,0,1,1,1,130.34
1,0,1,1,0,0,0,0,1,1,1,0,0,0,128.83
1,1,1,0,1,1,0,1,1,0,0,1,0,1,128.67
0,1,1,1,1,1,1,0,0,1,0,0,0,0,131.06
1,0,1,0,1,1,0,1,1,1,1,1,1,0,129.7
0,0,1,0,1,0,0,1,1,0,0,1,0,0,128.29
1,0,0,1,1,1,0,1,0,1,0,0,1,0,128.89
1,0,1,1,1,0,0,0,1,0,0,1,0,1,129.99
1,0,0,0,1,1,1,1,1,1,1,1,0,0,129.78
0,0,0,0,1,0,0,1,0,0,0,0,1,0,128.56
0,1,1,0,0,0,1,0,0,1,1,1,1,1,129.6
0,1,1,1,0,1,1,0,1,1,0,1,0,0,130.8
0,0,0,0,1,1,1,1,1,0,0,1,1,1,129.04
1,1,1,0,0,1,1,0,1,0,0,1,1,1,130.34
0,1,1,0,0,1,1,0,1,0,0,0,0,0,129.97
1,1,1,0,0,1,0,1,1,1,1,0,1,0,129.43
0,1,1,1,0,1,0,0,1,0,0,0,1,0,132.84
1,1,1,1,0,1,0,0,1,0,1,1,1,1,128.51
1,1,1,0,1,0,1,1,0,1,1,1,0,0,128.92
1,1,0,1,0,0,1,0,0,0,0,1,0,0,129.34
1,1,0,0,1,0,0,0,1,1,1,0,1,1,128.91
1,1,0,0,0,1,0,1,0,0,0,1,0,0,129.92
0,1,0,1,1,1,1,0,0,1,1,0,0,0,129.12
0,1,0,0,1,1,0,0,0,0,0,1,1,1,127.44
0,0,1,0,1,1,1,1,0,1,0,0,1,0,130.0
0,0,0,0,0,1,1,1,1,0,1,0,1,1,129.23
0,1,1,1,1,1,0,0,0,1,0,1,0,1,129.77
1,1,1,1,1,0,1,0,1,0,0,1,1,1,129.72
0,1,1,1,0,1,1,0,0,1,1,0,1,1,129.21
0,0,0,0,0,0,1,0,1,0,1,0,0,0,129.04
0,0,0,1,0,0,0,0,1,0,1,0,0,1,129.26
0,1,0,0,0,0,0,0,0,1,1,0,1,1,128.41
1,1,0,0,1,1,1,1,1,1,1,0,0,1,128.21
0,1,0,1,0,0,1,0,1,0,0,0,1,0,128.08
1,1,1,1,0,0,1,0,0,1,1,1,0,1,129.77
1,1,0,1,0,0,0,0,0,1,1,0,1,0,131.54
1,0,0,1,1,1,1,1,0,0,0,0,0,1,129.43
0,0,0,1,0,1,1,1,1,0,0,1,0,1,130.01
1,1,0,0,0,0,1,0,1,1,0,0,1,0,128.94
0,0,0,1,1,1,0,1,1,0,1,0,1,0,127.89
1,1,0,0,1,1,1,1,0,0,1,0,1,1,129.63
0,1,0,1,0,1,0,1,1,1,0,1,0,1,130.48
0,0,1,1,1,0,0,0,0,1,1,1,1,1,129.17
1,0,0,0,1,0,1,1,1,0,0,1,1,0,128.91
0,0,1,1,1,1,1,1,0,0,1,1,0,1,130.32
0,0,1,1,0,0,1,1,1,1,1,0,1,1,130.28
0,1,0,0,1,1,1,0,0,1,1,1,1,1,130.71
1,0,1,0,1,1,0,1,1,0,0,0,0,1,128.78
0,1,1,0,1,0,1,1,0,0,0,0,0,0,128.71
1,0,0,0,0,0,1,1,0,0,0,1,1,0,128.34
1,1,1,1,1,1,1,0,1,0,1,0,0,0,129.34
0,0,0,1,0,1,1,0,1,1,0,0,0,1,130.39
1,0,0,1,1,0,0,1,0,1,1,0,0,0,130.99
1,0,0,1,0,0,1,0,0,0,1,0,1,0,128.6
1,1,1,0,0,1,0,0,0,0,0,1,1,0,130.34
1,1,0,1,1,1,1,0,0,0,1,0,1,1,129.03
1,0,1,1,0,1,0,1,0,1,1,1,1,0,129.06
1,0,1,1,1,0,0,0,1,1,1,1,1,0,130.51
1,0,1,0,0,1,0,0,1,0,1,0,0,0,128.33
0,0,1,0,0,0,1,1,1,1,0,1,1,1,129.11
0,1,1,1,0,1,0,1,1,0,0,0,0,0,129.12
0,0,1,0,0,0,1,1,1,0,1,1,1,1,130.74
0,1,0,0,1,0,0,1,1,0,1,1,0,1,128.83
1,1,1,1,0,1,1,0,1,0,1,1,1,0,129.84
1,1,0,0,1,0,1,1,0,1,1,0,0,1,128.68
1,0,1,1,1,1,0,1,1,1,1,1,1,1,129.57
0,0,1,1,1,0,1,0,1,1,1,1,1,0,129.83
0,1,0,1,1,1,1,1,1,0,1,0,1,1,130.03
0,0,0,0,0,1,1,0,1,1,1,0,1,0,129.29
1,0,0,0,0,0,1,1,0,1,1,0,1,0,128.75
0,0,0,1,0,0,0,0,0,1,0,0,1,1,128.17
1,1,0,1,0,0,1,1,1,0,0,1,1,1,128.1
1,0,0,0,1,1,1,1,0,0,0,1,0,1,128.69
1,0,1,0,1,0,1,1,0,1,0,1,0,0,129.94
1,0,1,0,1,1,0,1,0,1,1,1,0,1,129.99
1,0,1,1,0,0,0,0,1,1,1,1,1,0,129.52
0,0,1,0,1,1,1,0,0,0,0,0,1,0,129.92
0,1,0,1,1,1,1,1,1,1,1,0,1,0,128.85
0,1,0,1,0,0,0,0,0,0,1,0,1,0,129.7
1,0,0,1,0,0,1,1,0,1,1,1,0,1,129.92
0,1,0,0,0,0,0,0,1,1,0,0,0,1,130.16
0,0,1,0,0,1,1,0,1,1,1,1,0,0,128.94
1,0,1,1,0,1,1,1,1,0,0,0,1,1,127.78
0,1,0,0,1,1,1,1,0,0,0,1,1,0,129.05
1,1,0,0,0,0,0,1,1,1,0,1,0,0,130.19
0,0,1,1,0,1,1,1,0,0,0,1,1,0,129.38
1,0,1,0,0,0,1,1,1,0,1,0,0,1,130.75
0,1,1,0,0,1,0,0,0,1,1,0,0,1,129.39
1,1,0,0,0,0,0,0,0,0,0,1,1,1,128.53
1,0,0,1,0,1,0,0,1,0,1,1,0,0,128.57
1,1,1,0,1,0,1,1,0,1,0,0,0,1,128.91
1,1,0,0,1,1,0,1,0,0,0,1,1,1,129.47
1,0,1,1,0,1,1,1,1,1,0,1,0,1,128.95
0,0,0,0,1,0,1,1,1,0,1,0,0,1,128.25
0,1,1,1,0,1,0,1,0,1,1,1,0,1,131.12
0,0,1,0,1,1,0,0,0,0,0,1,1,1,128.2
0,1,0,1,0,1,0,0,1,0,1,1,1,1,128.62
0,1,1,0,0,0,1,1,0,0,0,0,0,1,128.8
0,1,1,1,1,0,1,0,0,0,0,0,0,1,130.63
1,1,1,1,0,1,0,0,1,0,0,1,0,1,129.32
1,0,1,0,0,1,0,1,1,0,1,1,0,0,129.78
1,0,1,0,0,0,0,1,1,0,1,0,1,0,129.52
0,1,1,0,0,1,0,0,1,0,1,0,1,1,128.59
0,0,0,0,0,0,1,0,1,0,1,1,1,0,129.88
0,0,1,0,1,1,1,0,1,0,0,1,0,0,130.04
0,0,1,1,1,0,0,0,1,0,0,1,0,0,130.42
1,0,1,1,1,0,0,1,0,0,1,1,1,0,127.41
0,0,1,0,1,1,0,1,0,1,0,0,1,1,129.31
1,1,0,0,1,0,0,1,1,1,1,0,1,1,128.8
1,1,0,0,1,1,0,1,0,0,0,1,0,1,131.14
1,0,1,1,0,0,0,0,0,1,0,0,1,0,129.16
1,1,0,0,0,1,0,0,1,1,0,0,1,0,129.29
0,1,0,1,1,0,0,0,0,0,0,1,1,0,129.76
1,0,0,1,0,1,0,0,0,0,1,0,0,1,129.42
1,1,1,0,0,1,0,1,1,0,0,0,1,0,133.8
1,0,0,1,0,1,1,0,1,1,1,1,1,1,128.09
1,1,0,1,1,0,1,1,1,1,1,1,1,0,129.73
1,0,0,1,1,1,1,1,0,1,1,0,0,1,129.41
0,0,1,0,1,1,0,0,0,1,0,0,1,0,130.16
1,1,1,1,0,0,0,1,0,0,0,0,0,0,134.91
1,1,1,1,0,0,1,1,0,0,0,0,0,1,129.19
0,1,1,0,0,0,1,1,1,1,0,1,0,1,131.25
0,0,0,1,1,0,1,0,0,0,0,1,1,0,129.41
0,1,0,1,1,0,1,0,1,0,0,0,1,0,129.8
0,0,0,0,1,0,0,1,1,0,1,1,0,1,128.67
1,1,0,0,0,1,1,1,1,1,1,0,0,0,130.22
0,1,0,1,1,1,0,1,0,1,0,0,0,1,129.61
1,0,0,1,0,0,0,1,0,0,1,1,0,0,129.51
0,0,0,1,1,0,1,1,1,0,1,1,0,1,129.15
1,1,0,1,0,0,1,0,0,1,1,0,1,0,128.37
0,0,0,1,0,1,0,1,1,0,1,1,0,1,129.06
1,1,1,0,0,1,1,1,1,1,0,1,1,0,129.05
0,1,0,0,0,1,1,1,0,1,1,0,1,0,128.54
1,1,0,0,0,0,1,1,1,1,1,1,0,1,132.62
1,0,0,1,1,1,1,1,1,0,0,0,1,1,128.4
1,1,0,0,1,0,0,0,0,1,0,0,1,1,128.56
1,0,0,1,1,1,1,1,1,1,1,1,0,1,128.96
1,1,0,0,0,1,0,0,1,1,1,0,1,1,128.85
1,0,1,1,1,0,1,0,0,0,0,1,1,1,129.35
1,1,1,1,1,1,0,0,0,1,1,0,0,0,129.59
0,1,1,1,1,1,0,0,0,1,0,1,1,1,129.51
0,0,1,1,1,1,1,1,1,0,0,0,1,0,128.78
1,0,1,1,1,1,0,1,0,1,1,0,1,0,129.08
0,1,0,1,1,0,0,1,1,0,0,1,0,0,127.66
1,1,0,0,0,1,1,1,1,0,0,0,0,1,128.06
0,0,0,1,1,1,0,1,0,1,0,1,0,1,130.78
0,1,1,1,0,0,1,1,1,1,1,0,0,1,130.66
1,1,1,1,1,1,1,1,1,1,1,1,0,1,129.67
1,1,0,1,1,1,0,0,1,1,1,0,0,0,129.24
0,1,0,1,0,0,1,1,0,1,0,0,0,1,129.87
0,0,1,0,0,0,1,0,0,0,0,1,0,1,128.61
0,1,0,0,1,0,0,1,0,1,0,1,1,0,130.7
0,0,1,0,1,1,1,1,0,0,0,0,1,1,130.54
0,0,0,0,0,0,0,0,1,1,0,0,0,0,128.41
0,0,0,0,0,0,1,1,1,1,0,0,1,0,130.07
1,1,1,1,1,0,1,0,1,0,1,0,0,0,128.02
0,0,1,0,1,1,0,1,0,0,0,0,1,1,128.76
0,0,1,0,0,1,0,0,1,0,0,1,1,0,128.95
1,0,0,0,1,0,0,1,1,0,1,1,1,0,128.25
1,0,0,1,1,0,0,0,0,0,1,0,0,1,129.72
0,0,0,1,0,1,1,0,0,1,0,0,0,0,129.29
0,1,1,1,0,0,0,0,0,1,0,1,0,0,130.58
0,1,1,1,1,0,1,1,1,0,1,0,1,0,130.98
1,0,1,0,0,1,1,0,0,0,0,0,0,0,130.4
1,0,0,0,1,0,0,1,1,1,0,1,1,0,129.05
0,1,1,0,0,0,1,0,0,0,1,1,0,1,127.56
1,0,1,0,1,1,1,0,0,1,1,0,0,0,128.48
1,0,0,1,0,0,1,0,0,1,1,1,0,1,128.91
1,0,0,0,0,0,1,1,1,0,1,0,1,0,128.7
1,1,0,0,0,0,0,1,0,0,1,1,1,0,130.65
0,1,1,1,0,0,1,1,0,1,1,1,1,0,129.4
1,1,0,1,1,0,0,1,0,0,1,1,0,0,129.14
1,1,0,1,0,0,1,0,0,1,1,1,1,1,131.19
0,1,0,0,0,1,0,1,0,1,1,1,1,0,129.02
0,1,1,1,1,0,0,1,0,1,1,0,1,1,129.71
0,0,0,0,0,0,1,0,1,0,1,0,1,1,127.68
0,1,1,1,1,0,0,0,1,0,0,0,0,0,128.79
0,1,1,1,1,1,1,1,0,0,1,0,1,1,131.29
0,1,0,0,1,0,0,1,0,1,0,0,1,1,129.55
1,0,1,0,0,0,0,1,0,0,1,1,0,0,128.55
1,1,0,0,1,0,0,1,0,0,0,0,1,0,128.59
0,1,0,0,1,1,1,0,1,0,1,1,1,1,129.27
1,1,1,0,0,1,0,1,1,0,1,0,0,1,129.56
1,0,0,0,0,0,1,0,1,1,1,0,1,1,131.15
1,0,0,1,1,0,1,1,1,1,1,1,1,1,130.25
1,1,0,1,1,1,0,0,1,1,0,1,0,0,130.79
0,1,1,1,0,0,1,1,1,1,1,0,0,0,129.33
0,0,0,1,0,1,0,1,0,0,1,0,0,0,129.49
1,0,1,0,0,1,1,0,0,1,1,1,1,0,129.43
0,1,1,0,0,0,0,1,1,1,0,0,1,0,130.2
1,0,0,1,0,1,1,0,0,1,1,1,1,1,129.53
1,0,1,0,1,0,0,0,1,1,1,0,1,0,129.38
1,0,1,1,1,1,1,0,0,1,1,1,1,0,128.79
0,1,1,0,1,1,1,1,0,1,0,1,0,0,130.24
0,0,1,0,0,0,0,0,1,0,1,1,0,1,130.11
0,1,1,1,0,0,0,0,0,0,0,1,0,1,127.48
0,0,1,1,0,0,1,0,0,1,0,0,1,0,128.77
0,1,1,0,0,1,1,0,0,1,0,1,0,0,129.24
0,1,0,1,0,0,0,1,0,0,1,1,0,0,129.34
0,0,1,1,0,1,0,1,0,1,0,1,1,1,128.27
1,1,0,0,0,0,1,1,0,1,1,1,1,0,132.39
0,1,1,1,1,0,1,1,1,1,0,0,0,0,131.03
0,1,0,0,0,0,1,0,0,1,1,0,0,0,129.64
1,0,1,0,0,1,0,1,0,0,1,1,1,0,128.69
0,0,1,1,0,1,1,1,0,1,0,0,0,1,129.47
0,0,1,1,0,1,1,0,0,0,0,1,0,0,128.89
1,1,0,1,1,1,1,0,1,1,0,0,0,0,128.94
1,1,0,0,0,0,0,1,0,1,0,1,1,0,130.22
0,0,1,0,0,0,1,0,1,0,0,1,1,0,128.12
0,0,0,0,1,0,0,1,0,1,1,1,1,1,129.32
0,1,0,1,1,1,0,1,0,0,0,1,1,1,129.44
1,0,0,0,1,0,0,0,0,1,0,1,1,1,129.19
1,0,1,1,0,0,0,1,1,0,1,0,1,0,128.53
0,0,1,0,1,1,1,1,0,0,0,0,0,1,129.61
1,0,0,0,0,1,0,0,1,0,0,1,1,0,128.12
1,0,0,0,1,1,1,1,0,1,0,0,0,1,129.89
0,1,1,1,0,0,0,0,0,0,0,0,1,1,130.22
1,1,0,1,0,1,0,1,1,1,0,0,0,0,144.13
0,1,1,1,0,0,0,1,1,1,0,0,0,0,130.78
0,1,1,1,1,1,0,0,1,1,1,1,1,1,131.86
1,0,0,0,0,0,0,0,0,0,1,0,1,0,128.72
0,1,0,1,0,0,0,1,1,1,0,1,0,0,132.27
0,1,0,0,0,0,1,1,1,1,1,0,0,1,129.66
