SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandsync.1
1,0,0,0,1,0,1,1,0,0,1,0,1,0,2594.8
1,0,0,1,0,1,0,1,1,0,0,0,1,0,2570.1
0,1,1,0,0,0,1,1,1,1,1,1,0,0,2609.0
1,0,1,1,0,0,0,0,1,1,1,0,1,0,2560.6
0,0,0,1,1,0,0,1,0,1,1,0,1,1,2570.7
1,1,1,1,1,0,0,1,1,1,0,0,1,0,2577.5
1,0,1,0,0,1,1,1,1,0,1,1,0,1,2584.8
0,1,0,1,1,1,0,0,1,1,0,0,1,0,2562.1
0,1,1,1,1,1,1,0,1,1,1,0,1,0,2566.1
0,1,0,1,0,0,1,1,1,1,1,0,0,0,2572.4
1,0,1,1,1,0,1,0,1,1,0,1,1,0,2589.6
1,0,0,1,1,1,1,0,0,0,1,1,1,0,2578.1
1,0,0,1,0,0,1,1,0,0,0,0,0,1,2564.8
1,1,1,0,0,1,0,0,1,0,1,0,1,1,2574.4
0,0,1,1,0,1,0,1,1,1,0,0,0,0,2584.1
1,0,0,0,1,1,0,1,0,1,1,1,1,0,2575.1
1,1,1,0,0,0,0,1,0,0,0,0,0,1,2582.0
0,0,1,0,1,1,1,0,0,0,1,0,0,0,2561.4
1,1,1,0,0,0,0,0,0,1,1,0,0,0,2587.1
0,0,0,0,0,1,1,1,1,0,0,1,1,0,2579.8
0,0,1,1,1,0,1,1,0,0,1,0,0,0,2565.8
0,1,0,0,0,1,1,1,1,1,0,1,1,0,2572.1
0,0,0,1,0,0,0,0,0,1,1,0,0,1,2587.0
1,0,0,0,1,1,0,1,0,1,1,1,0,0,2576.0
0,0,1,1,0,0,1,1,0,1,1,1,1,0,2580.0
0,1,1,1,1,0,1,0,0,0,1,0,1,0,2567.7
0,0,0,1,0,0,0,0,0,1,0,1,1,0,2581.2
0,1,0,1,0,0,1,0,0,1,1,0,1,1,2545.2
0,0,1,1,1,0,1,0,1,1,1,0,1,0,2580.2
0,0,0,1,1,0,1,0,1,1,0,0,1,0,2576.8
0,0,1,0,0,0,0,0,1,0,1,0,1,1,2553.8
0,0,1,0,1,0,1,0,0,0,0,0,0,1,2575.9
0,1,1,1,1,1,1,0,1,1,0,1,1,1,2571.5
1,1,0,1,0,0,0,1,0,1,0,1,0,0,2598.1
1,0,1,1,0,0,0,1,1,1,1,0,0,0,2570.0
1,1,0,0,1,1,1,0,0,0,0,1,1,0,2606.9
1,0,0,1,1,1,1,0,1,1,1,1,0,1,2574.6
0,0,0,0,0,1,0,1,0,0,0,0,0,1,2585.0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,2560.3
0,0,1,1,0,0,1,1,0,0,1,1,0,0,2567.4
1,1,1,0,1,0,1,1,1,1,0,1,0,0,2571.8
0,0,0,1,1,0,0,0,0,1,1,0,1,0,2571.3
1,1,0,0,1,0,0,0,1,0,0,1,1,0,2575.8
0,1,0,1,1,0,0,0,0,0,0,1,1,0,2580.8
1,0,0,1,0,1,0,0,1,1,1,1,1,0,2583.4
1,1,1,1,1,1,0,0,1,1,1,0,0,0,2581.7
1,0,1,0,1,1,0,0,1,1,1,1,0,1,2591.6
0,0,1,1,0,1,0,1,0,0,1,1,0,1,2571.4
0,1,0,1,0,0,1,1,1,1,1,0,1,1,2592.3
1,0,0,1,1,1,1,0,1,0,0,1,1,0,2587.0
1,0,0,1,1,0,1,0,1,1,0,1,1,0,2585.5
0,0,1,1,0,0,0,0,1,1,0,0,1,0,2559.5
0,0,0,0,1,1,1,1,1,0,1,0,1,0,2551.2
1,0,0,1,1,1,1,1,1,0,1,0,0,1,2580.3
1,1,0,0,0,1,0,0,1,0,0,1,0,0,2579.7
1,0,1,1,0,0,0,0,0,0,1,1,0,0,2585.5
1,0,1,0,1,0,0,0,1,0,0,1,0,0,2577.7
0,1,1,1,1,1,0,1,1,0,0,0,0,0,2563.1
0,1,0,0,0,1,0,0,1,0,1,1,0,0,2576.2
1,0,0,0,1,1,0,0,0,1,1,0,0,1,2572.1
1,1,0,1,1,0,0,1,1,0,0,1,0,0,2599.5
1,0,1,1,0,1,0,1,1,1,1,0,1,1,2590.9
0,1,1,0,1,1,1,0,0,1,1,0,0,1,2565.2
1,1,0,1,0,0,1,1,0,0,1,1,1,0,2574.9
0,1,0,1,1,0,1,1,0,1,1,0,1,0,2569.7
1,0,0,1,1,0,1,1,0,1,0,1,0,1,2554.6
1,1,1,0,1,0,0,0,1,0,0,0,0,1,2576.3
0,0,1,1,0,0,1,0,0,1,0,1,0,1,2586.2
0,1,1,0,0,0,1,1,0,0,1,0,0,1,2566.0
0,1,1,1,1,1,0,0,0,1,1,1,0,1,2575.5
1,0,1,0,0,0,1,0,1,0,0,1,0,0,2590.3
0,0,1,0,0,1,1,0,1,0,0,0,1,1,2579.8
1,1,1,0,0,0,0,1,0,0,1,1,1,1,2589.4
0,0,0,1,0,1,1,1,1,1,0,0,0,0,2573.4
0,1,1,0,0,0,0,0,1,0,1,1,1,1,2560.9
0,1,0,0,0,0,0,1,0,1,1,1,1,0,2546.4
0,1,1,1,1,0,1,1,1,1,1,0,0,0,2571.3
0,0,0,1,1,0,0,0,0,1,1,1,0,1,2564.8
1,0,1,0,0,1,0,0,0,0,0,0,1,1,2571.1
1,0,1,0,1,1,0,0,1,1,0,1,0,0,2584.4
0,1,1,1,0,1,0,0,0,0,0,1,0,0,2588.5
1,0,1,1,0,1,0,1,0,0,0,0,1,1,2567.2
0,1,1,1,1,0,0,1,1,1,1,0,0,0,2565.2
0,1,0,1,1,0,1,0,0,1,1,0,1,0,2566.4
0,0,1,1,1,0,0,1,1,1,1,0,1,0,2554.8
1,0,1,1,1,1,1,1,0,1,1,0,1,0,2555.1
0,0,1,1,1,0,1,0,0,1,1,1,0,1,2564.2
1,1,0,0,0,0,1,1,1,1,1,0,1,0,2552.5
0,1,1,1,0,1,0,0,0,0,1,1,1,0,2565.8
1,1,1,1,0,1,1,1,1,1,1,0,1,1,2558.0
1,1,1,0,0,0,1,0,0,1,1,0,1,1,2553.3
1,0,0,0,0,1,1,1,1,1,0,1,1,0,2567.8
1,1,0,1,1,0,1,1,0,1,0,1,1,1,2577.2
1,0,1,1,1,1,0,0,1,0,1,0,0,1,2569.3
0,0,1,1,0,0,1,0,0,0,1,0,1,0,2547.1
1,1,0,1,0,1,0,1,0,1,0,0,0,0,2583.0
1,1,1,0,0,1,1,0,1,0,0,1,0,0,2582.6
1,1,0,1,0,1,1,0,1,1,0,1,0,1,2570.2
1,0,1,0,1,0,1,1,0,1,0,1,1,0,2563.4
1,0,1,1,0,1,0,0,1,0,1,1,0,1,2573.7
1,0,0,0,1,0,0,1,0,1,1,0,1,1,2560.0
1,0,0,1,0,0,0,1,1,1,1,0,0,0,2553.2
1,0,1,0,0,1,1,1,1,1,1,0,0,1,2574.9
1,0,0,0,0,1,0,1,0,0,0,0,1,0,2558.3
0,1,1,1,1,1,0,0,1,1,0,0,1,1,2552.7
1,1,1,1,1,1,0,1,0,0,0,1,1,0,2563.2
1,1,1,1,0,0,1,0,1,1,0,0,1,0,2532.1
0,1,0,1,0,0,1,0,1,0,0,1,0,0,2562.4
0,1,0,1,1,0,1,0,1,1,1,0,0,1,2554.9
0,0,1,1,0,1,0,1,1,0,0,0,0,0,2565.4
0,0,1,1,0,1,0,1,0,1,0,0,1,0,2570.1
0,0,0,1,1,0,0,0,0,1,1,0,1,0,2565.0
0,1,1,0,1,0,0,1,0,0,0,1,1,0,2577.7
0,1,1,1,0,1,0,1,0,0,1,1,1,1,2555.5
1,1,0,0,1,1,1,0,0,1,1,1,1,1,2569.0
1,1,1,0,0,0,0,1,1,0,0,1,1,1,2563.9
1,1,1,1,1,1,0,1,1,0,0,0,1,0,2585.6
1,1,0,0,0,1,0,1,1,0,1,1,1,0,2582.9
0,1,0,0,0,1,0,1,1,0,0,1,0,0,2559.6
1,0,1,1,1,1,0,1,1,0,0,1,1,1,2595.2
1,0,0,1,1,1,0,0,1,0,1,0,1,1,2571.1
0,1,0,1,1,1,0,1,1,0,0,1,1,0,2574.8
1,1,1,1,1,1,1,1,1,0,0,0,1,0,2533.6
0,0,1,1,1,1,0,1,1,1,1,1,1,1,2593.7
0,1,1,0,0,0,0,0,0,1,0,1,1,1,2588.6
1,0,1,0,0,0,1,1,1,0,0,0,0,1,2549.1
1,1,0,1,0,0,0,0,0,0,0,0,1,0,2563.9
0,1,1,0,1,1,1,1,1,1,0,0,1,1,2561.2
1,1,1,1,1,0,1,0,1,0,0,0,1,1,2554.2
1,1,1,0,0,1,0,0,0,1,1,1,0,0,2588.5
0,1,1,1,1,0,1,0,0,1,1,1,1,0,2569.4
1,1,1,1,1,0,1,0,1,1,0,1,1,0,2560.3
1,0,0,0,1,0,1,1,1,1,0,0,0,0,2566.6
0,1,0,0,0,1,0,1,1,0,0,1,1,1,2569.6
0,1,0,0,1,0,0,1,1,1,0,0,1,1,2557.1
0,1,1,0,0,0,0,0,1,1,0,1,0,1,2567.2
1,0,0,1,1,1,0,1,0,1,1,1,1,0,2559.4
0,0,1,0,1,0,0,1,1,1,1,0,1,0,2580.0
0,1,1,1,1,0,0,1,1,1,1,1,1,1,2556.9
1,0,0,1,1,1,0,1,0,1,1,1,0,1,2572.2
0,0,0,1,0,0,1,0,0,1,1,1,1,1,2559.8
1,0,0,0,1,1,1,0,0,0,0,0,0,0,2534.2
1,1,0,1,0,1,1,0,1,1,0,0,0,1,2548.7
1,1,1,0,1,0,1,1,0,0,1,1,0,1,2572.1
0,0,1,0,0,0,0,0,1,0,0,0,0,1,2541.7
1,1,0,1,1,0,1,0,1,1,1,1,1,1,2550.8
0,0,1,1,1,1,0,1,0,0,0,1,0,1,2554.5
0,0,1,1,1,1,1,0,1,0,0,1,0,0,2562.5
0,1,1,1,0,0,0,0,0,1,1,1,1,1,2551.6
0,1,1,0,1,1,0,0,1,1,1,1,0,1,2569.9
1,0,0,1,1,1,1,0,0,1,0,1,0,0,2582.2
0,1,0,1,1,1,1,1,1,0,0,1,1,1,2567.3
1,0,1,1,0,0,0,0,0,0,1,1,1,0,2549.3
1,1,0,0,0,1,0,1,0,1,1,1,0,1,2557.9
0,1,0,0,0,0,0,1,1,0,0,0,0,1,2537.1
0,1,1,0,1,0,1,0,0,0,0,1,1,1,2559.3
1,0,1,1,0,0,0,0,1,1,1,0,0,0,2540.2
1,1,1,0,1,1,0,1,1,0,0,1,0,1,2555.7
0,1,1,1,1,1,1,0,0,1,0,0,0,0,2567.9
1,0,1,0,1,1,0,1,1,1,1,1,1,0,2568.1
0,0,1,0,1,0,0,1,1,0,0,1,0,0,2559.6
1,0,0,1,1,1,0,1,0,1,0,0,1,0,2559.1
1,0,1,1,1,0,0,0,1,0,0,1,0,1,2577.5
1,0,0,0,1,1,1,1,1,1,1,1,0,0,2564.3
0,0,0,0,1,0,0,1,0,0,0,0,1,0,2547.3
0,1,1,0,0,0,1,0,0,1,1,1,1,1,2565.3
0,1,1,1,0,1,1,0,1,1,0,1,0,0,2558.4
0,0,0,0,1,1,1,1,1,0,0,1,1,1,2580.0
1,1,1,0,0,1,1,0,1,0,0,1,1,1,2532.2
0,1,1,0,0,1,1,0,1,0,0,0,0,0,2567.1
1,1,1,0,0,1,0,1,1,1,1,0,1,0,2543.7
0,1,1,1,0,1,0,0,1,0,0,0,1,0,2549.9
1,1,1,1,0,1,0,0,1,0,1,1,1,1,2570.8
1,1,1,0,1,0,1,1,0,1,1,1,0,0,2582.0
1,1,0,1,0,0,1,0,0,0,0,1,0,0,2562.2
1,1,0,0,1,0,0,0,1,1,1,0,1,1,2546.2
1,1,0,0,0,1,0,1,0,0,0,1,0,0,2574.2
0,1,0,1,1,1,1,0,0,1,1,0,0,0,2576.5
0,1,0,0,1,1,0,0,0,0,0,1,1,1,2572.5
0,0,1,0,1,1,1,1,0,1,0,0,1,0,2553.7
0,0,0,0,0,1,1,1,1,0,1,0,1,1,2558.8
0,1,1,1,1,1,0,0,0,1,0,1,0,1,2563.8
1,1,1,1,1,0,1,0,1,0,0,1,1,1,2580.2
0,1,1,1,0,1,1,0,0,1,1,0,1,1,2541.3
0,0,0,0,0,0,1,0,1,0,1,0,0,0,2568.7
0,0,0,1,0,0,0,0,1,0,1,0,0,1,2555.8
0,1,0,0,0,0,0,0,0,1,1,0,1,1,2548.6
1,1,0,0,1,1,1,1,1,1,1,0,0,1,2566.9
0,1,0,1,0,0,1,0,1,0,0,0,1,0,2559.1
1,1,1,1,0,0,1,0,0,1,1,1,0,1,2574.4
1,1,0,1,0,0,0,0,0,1,1,0,1,0,2559.3
1,0,0,1,1,1,1,1,0,0,0,0,0,1,2550.9
0,0,0,1,0,1,1,1,1,0,0,1,0,1,2559.5
1,1,0,0,0,0,1,0,1,1,0,0,1,0,2552.4
0,0,0,1,1,1,0,1,1,0,1,0,1,0,2569.8
1,1,0,0,1,1,1,1,0,0,1,0,1,1,2581.2
0,1,0,1,0,1,0,1,1,1,0,1,0,1,2580.9
0,0,1,1,1,0,0,0,0,1,1,1,1,1,2554.8
1,0,0,0,1,0,1,1,1,0,0,1,1,0,2575.9
0,0,1,1,1,1,1,1,0,0,1,1,0,1,2555.8
0,0,1,1,0,0,1,1,1,1,1,0,1,1,2538.0
0,1,0,0,1,1,1,0,0,1,1,1,1,1,2551.6
1,0,1,0,1,1,0,1,1,0,0,0,0,1,2547.8
0,1,1,0,1,0,1,1,0,0,0,0,0,0,2563.9
1,0,0,0,0,0,1,1,0,0,0,1,1,0,2553.7
1,1,1,1,1,1,1,0,1,0,1,0,0,0,2564.2
0,0,0,1,0,1,1,0,1,1,0,0,0,1,2569.1
1,0,0,1,1,0,0,1,0,1,1,0,0,0,2554.7
1,0,0,1,0,0,1,0,0,0,1,0,1,0,2551.9
1,1,1,0,0,1,0,0,0,0,0,1,1,0,2559.0
1,1,0,1,1,1,1,0,0,0,1,0,1,1,2570.1
1,0,1,1,0,1,0,1,0,1,1,1,1,0,2573.8
1,0,1,1,1,0,0,0,1,1,1,1,1,0,2569.4
1,0,1,0,0,1,0,0,1,0,1,0,0,0,2551.7
0,0,1,0,0,0,1,1,1,1,0,1,1,1,2561.8
0,1,1,1,0,1,0,1,1,0,0,0,0,0,2536.2
0,0,1,0,0,0,1,1,1,0,1,1,1,1,2550.8
0,1,0,0,1,0,0,1,1,0,1,1,0,1,2570.0
1,1,1,1,0,1,1,0,1,0,1,1,1,0,2542.8
1,1,0,0,1,0,1,1,0,1,1,0,0,1,2561.4
1,0,1,1,1,1,0,1,1,1,1,1,1,1,2580.0
0,0,1,1,1,0,1,0,1,1,1,1,1,0,2575.4
0,1,0,1,1,1,1,1,1,0,1,0,1,1,2571.5
0,0,0,0,0,1,1,0,1,1,1,0,1,0,2543.7
1,0,0,0,0,0,1,1,0,1,1,0,1,0,2549.5
0,0,0,1,0,0,0,0,0,1,0,0,1,1,2553.9
1,1,0,1,0,0,1,1,1,0,0,1,1,1,2551.2
1,0,0,0,1,1,1,1,0,0,0,1,0,1,2564.6
1,0,1,0,1,0,1,1,0,1,0,1,0,0,2576.7
1,0,1,0,1,1,0,1,0,1,1,1,0,1,2577.0
1,0,1,1,0,0,0,0,1,1,1,1,1,0,2574.8
0,0,1,0,1,1,1,0,0,0,0,0,1,0,2542.8
0,1,0,1,1,1,1,1,1,1,1,0,1,0,2570.5
0,1,0,1,0,0,0,0,0,0,1,0,1,0,2563.4
1,0,0,1,0,0,1,1,0,1,1,1,0,1,2546.5
0,1,0,0,0,0,0,0,1,1,0,0,0,1,2554.1
0,0,1,0,0,1,1,0,1,1,1,1,0,0,2552.6
1,0,1,1,0,1,1,1,1,0,0,0,1,1,2558.6
0,1,0,0,1,1,1,1,0,0,0,1,1,0,2554.4
1,1,0,0,0,0,0,1,1,1,0,1,0,0,2556.7
0,0,1,1,0,1,1,1,0,0,0,1,1,0,2539.9
1,0,1,0,0,0,1,1,1,0,1,0,0,1,2559.5
0,1,1,0,0,1,0,0,0,1,1,0,0,1,2549.2
1,1,0,0,0,0,0,0,0,0,0,1,1,1,2541.3
1,0,0,1,0,1,0,0,1,0,1,1,0,0,2559.0
1,1,1,0,1,0,1,1,0,1,0,0,0,1,2547.7
1,1,0,0,1,1,0,1,0,0,0,1,1,1,2553.4
1,0,1,1,0,1,1,1,1,1,0,1,0,1,2583.1
0,0,0,0,1,0,1,1,1,0,1,0,0,1,2571.3
0,1,1,1,0,1,0,1,0,1,1,1,0,1,2568.7
0,0,1,0,1,1,0,0,0,0,0,1,1,1,2557.4
0,1,0,1,0,1,0,0,1,0,1,1,1,1,2556.7
0,1,1,0,0,0,1,1,0,0,0,0,0,1,2563.5
0,1,1,1,1,0,1,0,0,0,0,0,0,1,2562.9
1,1,1,1,0,1,0,0,1,0,0,1,0,1,2573.7
1,0,1,0,0,1,0,1,1,0,1,1,0,0,2558.7
1,0,1,0,0,0,0,1,1,0,1,0,1,0,2553.5
0,1,1,0,0,1,0,0,1,0,1,0,1,1,2551.0
0,0,0,0,0,0,1,0,1,0,1,1,1,0,2571.2
0,0,1,0,1,1,1,0,1,0,0,1,0,0,2546.5
0,0,1,1,1,0,0,0,1,0,0,1,0,0,2565.4
1,0,1,1,1,0,0,1,0,0,1,1,1,0,2561.3
0,0,1,0,1,1,0,1,0,1,0,0,1,1,2529.5
1,1,0,0,1,0,0,1,1,1,1,0,1,1,2554.4
1,1,0,0,1,1,0,1,0,0,0,1,0,1,2545.6
1,0,1,1,0,0,0,0,0,1,0,0,1,0,2560.5
1,1,0,0,0,1,0,0,1,1,0,0,1,0,2537.2
0,1,0,1,1,0,0,0,0,0,0,1,1,0,2563.1
1,0,0,1,0,1,0,0,0,0,1,0,0,1,2545.6
1,1,1,0,0,1,0,1,1,0,0,0,1,0,2538.4
1,0,0,1,0,1,1,0,1,1,1,1,1,1,2550.0
1,1,0,1,1,0,1,1,1,1,1,1,1,0,2580.6
1,0,0,1,1,1,1,1,0,1,1,0,0,1,2551.2
0,0,1,0,1,1,0,0,0,1,0,0,1,0,2540.7
1,1,1,1,0,0,0,1,0,0,0,0,0,0,2564.2
1,1,1,1,0,0,1,1,0,0,0,0,0,1,2568.4
0,1,1,0,0,0,1,1,1,1,0,1,0,1,2561.8
0,0,0,1,1,0,1,0,0,0,0,1,1,0,2545.9
0,1,0,1,1,0,1,0,1,0,0,0,1,0,2531.0
0,0,0,0,1,0,0,1,1,0,1,1,0,1,2559.7
1,1,0,0,0,1,1,1,1,1,1,0,0,0,2546.6
0,1,0,1,1,1,0,1,0,1,0,0,0,1,2559.6
1,0,0,1,0,0,0,1,0,0,1,1,0,0,2560.0
0,0,0,1,1,0,1,1,1,0,1,1,0,1,2568.9
1,1,0,1,0,0,1,0,0,1,1,0,1,0,2531.7
0,0,0,1,0,1,0,1,1,0,1,1,0,1,2564.6
1,1,1,0,0,1,1,1,1,1,0,1,1,0,2557.7
0,1,0,0,0,1,1,1,0,1,1,0,1,0,2568.2
1,1,0,0,0,0,1,1,1,1,1,1,0,1,2553.6
1,0,0,1,1,1,1,1,1,0,0,0,1,1,2555.0
1,1,0,0,1,0,0,0,0,1,0,0,1,1,2566.1
1,0,0,1,1,1,1,1,1,1,1,1,0,1,2538.9
1,1,0,0,0,1,0,0,1,1,1,0,1,1,2547.9
1,0,1,1,1,0,1,0,0,0,0,1,1,1,2572.5
1,1,1,1,1,1,0,0,0,1,1,0,0,0,2551.1
0,1,1,1,1,1,0,0,0,1,0,1,1,1,2548.4
0,0,1,1,1,1,1,1,1,0,0,0,1,0,2540.0
1,0,1,1,1,1,0,1,0,1,1,0,1,0,2543.8
0,1,0,1,1,0,0,1,1,0,0,1,0,0,2568.9
1,1,0,0,0,1,1,1,1,0,0,0,0,1,2546.5
0,0,0,1,1,1,0,1,0,1,0,1,0,1,2565.5
0,1,1,1,0,0,1,1,1,1,1,0,0,1,2536.1
1,1,1,1,1,1,1,1,1,1,1,1,0,1,2539.2
1,1,0,1,1,1,0,0,1,1,1,0,0,0,2549.2
0,1,0,1,0,0,1,1,0,1,0,0,0,1,2550.3
0,0,1,0,0,0,1,0,0,0,0,1,0,1,2576.8
0,1,0,0,1,0,0,1,0,1,0,1,1,0,2545.6
0,0,1,0,1,1,1,1,0,0,0,0,1,1,2554.8
0,0,0,0,0,0,0,0,1,1,0,0,0,0,2571.1
0,0,0,0,0,0,1,1,1,1,0,0,1,0,2549.7
1,1,1,1,1,0,1,0,1,0,1,0,0,0,2528.9
0,0,1,0,1,1,0,1,0,0,0,0,1,1,2535.0
0,0,1,0,0,1,0,0,1,0,0,1,1,0,2550.7
1,0,0,0,1,0,0,1,1,0,1,1,1,0,2554.6
1,0,0,1,1,0,0,0,0,0,1,0,0,1,2547.4
0,0,0,1,0,1,1,0,0,1,0,0,0,0,2552.1
0,1,1,1,0,0,0,0,0,1,0,1,0,0,2572.5
0,1,1,1,1,0,1,1,1,0,1,0,1,0,2542.0
1,0,1,0,0,1,1,0,0,0,0,0,0,0,2565.2
1,0,0,0,1,0,0,1,1,1,0,1,1,0,2544.6
0,1,1,0,0,0,1,0,0,0,1,1,0,1,2552.1
1,0,1,0,1,1,1,0,0,1,1,0,0,0,2553.2
1,0,0,1,0,0,1,0,0,1,1,1,0,1,2555.3
1,0,0,0,0,0,1,1,1,0,1,0,1,0,2565.8
1,1,0,0,0,0,0,1,0,0,1,1,1,0,2544.5
0,1,1,1,0,0,1,1,0,1,1,1,1,0,2545.1
1,1,0,1,1,0,0,1,0,0,1,1,0,0,2557.7
1,1,0,1,0,0,1,0,0,1,1,1,1,1,2553.2
0,1,0,0,0,1,0,1,0,1,1,1,1,0,2568.2
0,1,1,1,1,0,0,1,0,1,1,0,1,1,2529.4
0,0,0,0,0,0,1,0,1,0,1,0,1,1,2560.1
0,1,1,1,1,0,0,0,1,0,0,0,0,0,2555.2
0,1,1,1,1,1,1,1,0,0,1,0,1,1,2549.6
0,1,0,0,1,0,0,1,0,1,0,0,1,1,2566.2
1,0,1,0,0,0,0,1,0,0,1,1,0,0,2545.3
1,1,0,0,1,0,0,1,0,0,0,0,1,0,2541.7
0,1,0,0,1,1,1,0,1,0,1,1,1,1,2567.3
1,1,1,0,0,1,0,1,1,0,1,0,0,1,2555.2
1,0,0,0,0,0,1,0,1,1,1,0,1,1,2549.5
1,0,0,1,1,0,1,1,1,1,1,1,1,1,2573.3
1,1,0,1,1,1,0,0,1,1,0,1,0,0,2568.3
0,1,1,1,0,0,1,1,1,1,1,0,0,0,2548.6
0,0,0,1,0,1,0,1,0,0,1,0,0,0,2534.8
1,0,1,0,0,1,1,0,0,1,1,1,1,0,2562.7
0,1,1,0,0,0,0,1,1,1,0,0,1,0,2544.0
1,0,0,1,0,1,1,0,0,1,1,1,1,1,2560.0
1,0,1,0,1,0,0,0,1,1,1,0,1,0,2544.0
1,0,1,1,1,1,1,0,0,1,1,1,1,0,2557.6
0,1,1,0,1,1,1,1,0,1,0,1,0,0,2544.0
0,0,1,0,0,0,0,0,1,0,1,1,0,1,2558.6
0,1,1,1,0,0,0,0,0,0,0,1,0,1,2580.7
0,0,1,1,0,0,1,0,0,1,0,0,1,0,2526.0
0,1,1,0,0,1,1,0,0,1,0,1,0,0,2554.0
0,1,0,1,0,0,0,1,0,0,1,1,0,0,2564.5
0,0,1,1,0,1,0,1,0,1,0,1,1,1,2564.4
1,1,0,0,0,0,1,1,0,1,1,1,1,0,2540.0
0,1,1,1,1,0,1,1,1,1,0,0,0,0,2555.1
0,1,0,0,0,0,1,0,0,1,1,0,0,0,2542.5
1,0,1,0,0,1,0,1,0,0,1,1,1,0,2569.9
0,0,1,1,0,1,1,1,0,1,0,0,0,1,2533.2
0,0,1,1,0,1,1,0,0,0,0,1,0,0,2566.1
1,1,0,1,1,1,1,0,1,1,0,0,0,0,2548.1
1,1,0,0,0,0,0,1,0,1,0,1,1,0,2543.9
0,0,1,0,0,0,1,0,1,0,0,1,1,0,2534.4
0,0,0,0,1,0,0,1,0,1,1,1,1,1,2550.7
